actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
389,PT00M00.60S,2026-01-01T01:22:28.3Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1641705,,,1610612759,63,73,2026-01-01T01:22:28Z,3820000,False,,,0,,V. Wembanyama Free Throw 2 of 2 (22 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
390,PT00M00.60S,2026-01-01T01:22:31.5Z,2,REGULAR,substitution,out,[],1628384,,,1610612752,63,73,2026-01-01T01:22:40Z,3830000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT00M00.60S,2026-01-01T01:22:31.5Z,2,REGULAR,substitution,out,[],1630574,,,1610612752,63,73,2026-01-01T01:22:40Z,3840000,False,,,0,,SUB out: A. Hukporti,[1630574],1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT00M00.60S,2026-01-01T01:22:31.5Z,2,REGULAR,substitution,in,[],1628973,,,1610612752,63,73,2026-01-01T01:22:40Z,3850000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT00M00.60S,2026-01-01T01:22:31.5Z,2,REGULAR,substitution,in,[],1626157,,,1610612752,63,73,2026-01-01T01:22:40Z,3860000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT00M00.00S,2026-01-01T01:23:02.9Z,2,REGULAR,period,end,[],0,,,1610612752,63,73,2026-01-01T01:23:02Z,3890000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT12M00.00S,2026-01-01T01:36:52.2Z,3,REGULAR,substitution,out,['startperiod'],1629640,,,1610612752,63,73,2026-01-01T01:37:39Z,3900000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT12M00.00S,2026-01-01T01:36:52.2Z,3,REGULAR,substitution,out,['startperiod'],1630540,,,1610612752,63,73,2026-01-01T01:37:39Z,3910000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT12M00.00S,2026-01-01T01:36:52.2Z,3,REGULAR,substitution,out,['startperiod'],1641755,,,1610612752,63,73,2026-01-01T01:37:39Z,3920000,False,,,0,,SUB out: K. McCullar Jr.,[1641755],1610612752.0,NYK,,,,McCullar Jr.,K. McCullar Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT12M00.00S,2026-01-01T01:36:52.2Z,3,REGULAR,substitution,in,['startperiod'],1642264,,,1610612752,63,73,2026-01-01T01:37:39Z,3930000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT12M00.00S,2026-01-01T01:36:52.2Z,3,REGULAR,substitution,in,['startperiod'],1628384,,,1610612752,63,73,2026-01-01T01:37:39Z,3940000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT12M00.00S,2026-01-01T01:36:52.2Z,3,REGULAR,substitution,in,['startperiod'],1642885,,,1610612752,63,73,2026-01-01T01:37:39Z,3950000,False,,,0,,SUB in: M. Diawara,[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT12M00.00S,2026-01-01T01:38:12.3Z,3,REGULAR,period,start,[],0,,,1610612752,63,73,2026-01-01T01:38:12Z,3960000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT11M33.00S,2026-01-01T01:38:38.2Z,3,REGULAR,3pt,Jump Shot,[],1628384,77.08607095926413,5.637254901960785,1610612752,63,73,2026-01-01T01:38:43Z,3970000,False,-222.0,163.0,1,right,MISS O. Anunoby 27' pullup 3PT,[1628384],1610612752.0,NYK,pullup,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,27.52,Missed,,,,,,,,,,,,,,,,,,
410,PT11M31.00S,2026-01-01T01:38:40.7Z,3,REGULAR,rebound,defensive,[],1641705,,,1610612759,63,73,2026-01-01T01:38:40Z,3980000,False,,,0,,V. Wembanyama REBOUND (Off:2 Def:7),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,409.0,,,,9.0,7.0,2.0,,
411,PT11M17.00S,2026-01-01T01:38:57.6Z,3,REGULAR,foul,personal,[],1642885,,,1610612759,63,73,2026-01-01T01:39:04Z,3990000,False,,,0,,M. Diawara personal FOUL (1 PF),"[1642885, 1641705]",1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,Mid-Range,8-16 Left,,,,,,,204058.0,1.0,0.0,Wembanyama,1641705.0,,,,,,,,,
413,PT11M17.00S,2026-01-01T01:39:13.4Z,3,REGULAR,substitution,out,[],1642885,,,1610612759,63,73,2026-01-01T01:39:19Z,4010000,False,,,0,,SUB out: M. Diawara,[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT11M17.00S,2026-01-01T01:39:13.4Z,3,REGULAR,substitution,in,[],1630540,,,1610612759,63,73,2026-01-01T01:39:19Z,4020000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT11M06.00S,2026-01-01T01:39:33.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203084,5.995400788436268,52.450980392156865,1610612759,65,73,2026-01-01T01:39:44Z,4030000,False,-12.0,4.0,1,left,H. Barnes driving Layup (5 PTS),[203084],1610612759.0,SAS,driving,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,1.29,Made,5.0,,,,,,,,,,,,,,,,,
417,PT10M54.00S,2026-01-01T01:39:47.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,94.43166885676742,53.18627450980392,1610612752,65,75,2026-01-01T01:39:52Z,4050000,False,16.0,0.0,1,right,K. Towns driving Layup (17 PTS) (J. Brunson 4 AST),"[1626157, 1628973]",1610612752.0,NYK,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,1.59,Made,17.0,,,,,,,,,,J. Brunson,1628973.0,4.0,,,,,
418,PT10M54.00S,2026-01-01T01:39:50.7Z,3,REGULAR,foul,personal,['1freethrow'],1641705,,,1610612752,65,75,2026-01-01T01:39:59Z,4060000,False,,,0,,V. Wembanyama shooting personal FOUL (3 PF) (Towns 1 FT),"[1641705, 1626157]",1610612759.0,SAS,shooting,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,204058.0,3.0,0.0,Towns,1626157.0,,,,,,,,,
420,PT10M54.00S,2026-01-01T01:40:24.3Z,3,REGULAR,freethrow,1 of 1,[],1626157,,,1610612752,65,76,2026-01-01T01:40:24Z,4080000,False,,,0,,K. Towns Free Throw 1 of 1 (18 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
421,PT10M38.00S,2026-01-01T01:40:45.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203084,6.915243101182654,44.36274509803921,1610612759,65,76,2026-01-01T01:40:50Z,4090000,False,28.0,13.0,1,left,MISS H. Barnes Layup,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,3.08,Missed,,,,,,,,,,,,,,,,,,
422,PT10M35.00S,2026-01-01T01:40:48.2Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612752,65,76,2026-01-01T01:40:50Z,4100000,False,,,0,,K. Towns REBOUND (Off:0 Def:5),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,421.0,,,,5.0,5.0,0.0,,
423,PT10M29.00S,2026-01-01T01:40:53.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,87.72996057818659,43.13725490196079,1610612752,65,76,2026-01-01T01:41:00Z,4110000,False,-34.0,63.0,1,right,MISS J. Brunson 7' driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,7.16,Missed,,,,,,,,,,,,,,,,,,
424,PT10M27.00S,2026-01-01T01:40:55.3Z,3,REGULAR,rebound,defensive,[],1641705,,,1610612759,65,76,2026-01-01T01:41:00Z,4120000,False,,,0,,V. Wembanyama REBOUND (Off:2 Def:8),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,423.0,,,,10.0,8.0,2.0,,
425,PT10M23.00S,2026-01-01T01:41:00.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628368,5.075558475689881,51.71568627450981,1610612759,67,76,2026-01-01T01:41:08Z,4130000,False,-9.0,-5.0,1,left,D. Fox running Layup (13 PTS),[1628368],1610612759.0,SAS,running,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,0.98,Made,13.0,,,,,,,,,,,,,,,,,
426,PT10M06.00S,2026-01-01T01:41:16.0Z,3,REGULAR,3pt,Jump Shot,[],1630540,68.54467805519053,66.91176470588235,1610612752,67,79,2026-01-01T02:07:26Z,4140000,False,85.0,243.0,1,right,M. McBride 25' 3PT step back (8 PTS),[1630540],1610612752.0,NYK,step back,,,McBride,M. McBride,,,,,Above the Break 3,24+ Right Center,25.75,Made,8.0,,,,,,,,,,,,,,,,,
427,PT09M49.00S,2026-01-01T01:41:33.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641705,5.338370565045992,52.450980392156865,1610612759,69,79,2026-01-01T02:07:44Z,4150000,False,-12.0,-2.0,1,left,V. Wembanyama Layup (24 PTS) (S. Castle 6 AST),"[1641705, 1642264]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,1.25,Made,24.0,,,,,,,,,,S. Castle,1642264.0,6.0,,,,,
429,PT09M33.00S,2026-01-01T01:41:49.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630540,80.1084099868594,40.19607843137255,1610612752,69,81,2026-01-01T01:41:54Z,4170000,False,-49.0,134.0,1,right,M. McBride 14' step back Jump Shot (10 PTS),[1630540],1610612752.0,NYK,step back,,,McBride,M. McBride,,,,,In The Paint (Non-RA),8-16 Center,14.31,Made,10.0,,,,,,,,,,,,,,,,,
430,PT09M20.00S,2026-01-01T01:42:04.1Z,3,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612759,69,81,2026-01-01T01:42:10Z,4180000,False,,,0,,K. Towns shooting personal FOUL (3 PF) (Castle 2 FT),"[1626157, 1642264]",1610612752.0,NYK,shooting,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,2882.0,3.0,0.0,Castle,1642264.0,,,,,,,,,
432,PT09M20.00S,2026-01-01T01:42:36.3Z,3,REGULAR,freethrow,1 of 2,[],1642264,,,1610612759,70,81,2026-01-01T01:42:36Z,4200000,False,,,0,,S. Castle Free Throw 1 of 2 (2 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
433,PT09M20.00S,2026-01-01T01:42:36.3Z,3,REGULAR,freethrow,2 of 2,[],1642264,,,1610612759,70,81,2026-01-01T01:43:02Z,4210000,False,,,0,,MISS S. Castle Free Throw 2 of 2,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
434,PT09M17.00S,2026-01-01T01:42:39.3Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612752,70,81,2026-01-01T01:43:02Z,4220000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:3),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,433.0,,,,3.0,3.0,0.0,,
436,PT08M58.00S,2026-01-01T01:43:35.7Z,3,REGULAR,3pt,Jump Shot,[],1630540,67.62483574244416,47.30392156862745,1610612752,70,84,2026-01-01T01:43:42Z,4240000,False,-13.0,252.0,1,right,M. McBride 25' 3PT  (13 PTS) (J. Brunson 5 AST),"[1630540, 1628973]",1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Center,25.22,Made,13.0,,,,,,,,,,J. Brunson,1628973.0,5.0,,,,,
437,PT08M46.00S,2026-01-01T01:43:47.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641705,7.440867279894875,45.34313725490196,1610612759,72,84,2026-01-01T02:05:05Z,4250000,False,23.0,17.0,1,left,V. Wembanyama driving floating Jump Shot (26 PTS) (D. Fox 2 AST),"[1641705, 1628368]",1610612759.0,SAS,driving floating,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,2.91,Made,26.0,,,,,,,,,,D. Fox,1628368.0,2.0,,,,,
439,PT08M43.00S,2026-01-01T01:43:53.2Z,3,REGULAR,foul,personal,['2freethrow'],203084,,,1610612752,72,84,2026-01-01T01:44:07Z,4270000,False,,,0,,H. Barnes shooting personal FOUL (1 PF) (Anunoby 2 FT),"[203084, 1628384]",1610612759.0,SAS,shooting,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,2882.0,1.0,0.0,Anunoby,1628384.0,,,,,,,,,
441,PT08M43.00S,2026-01-01T01:44:17.8Z,3,REGULAR,freethrow,1 of 2,[],1628384,,,1610612752,72,85,2026-01-01T01:44:17Z,4290000,False,,,0,,O. Anunoby Free Throw 1 of 2 (5 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
443,PT08M43.00S,2026-01-01T01:44:37.9Z,3,REGULAR,freethrow,2 of 2,[],1628384,,,1610612752,72,86,2026-01-01T01:44:37Z,4300000,False,,,0,,O. Anunoby Free Throw 2 of 2 (6 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
444,PT08M31.00S,2026-01-01T01:44:51.2Z,3,REGULAR,3pt,Jump Shot,[],1630577,31.750985545335087,38.72549019607843,1610612759,75,86,2026-01-01T01:44:55Z,4310000,False,56.0,246.0,1,left,J. Champagnie 25' 3PT  (15 PTS) (D. Fox 3 AST),"[1630577, 1628368]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,25.24,Made,15.0,,,,,,,,,,D. Fox,1628368.0,3.0,,,,,
446,PT08M16.00S,2026-01-01T01:45:06.1Z,3,REGULAR,3pt,Jump Shot,[],1630540,73.14388961892247,16.176470588235293,1610612752,75,86,2026-01-01T01:45:15Z,4330000,False,-169.0,200.0,1,right,MISS M. McBride 26' pullup 3PT,[1630540],1610612752.0,NYK,pullup,,,McBride,M. McBride,,,,,Above the Break 3,24+ Left Center,26.18,Missed,,,,,,,,,,,,,,,,,,
447,PT08M13.00S,2026-01-01T01:45:09.6Z,3,REGULAR,rebound,offensive,[],1628969,,,1610612752,75,86,2026-01-01T01:45:09Z,4340000,False,,,0,,M. Bridges REBOUND (Off:2 Def:1),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,446.0,,,,3.0,1.0,2.0,,
448,PT08M09.00S,2026-01-01T01:45:14.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628384,93.77463863337714,44.11764705882353,1610612752,75,86,2026-01-01T02:46:46Z,4350000,False,-29.0,6.0,1,right,MISS O. Anunoby driving Layup,[1628384],1610612752.0,NYK,driving,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,3.0,Missed,,,,,,,,,,,,,,,,,,
449,PT08M09.00S,2026-01-01T01:45:14.2Z,3,REGULAR,rebound,defensive,[],203084,,,1610612759,75,86,2026-01-01T01:45:19Z,4360000,False,,,0,,H. Barnes REBOUND (Off:1 Def:2),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,448.0,,,,3.0,2.0,1.0,,
450,PT08M03.00S,2026-01-01T01:45:19.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642264,5.338370565045992,45.83333333333333,1610612759,77,86,2026-01-01T01:45:29Z,4370000,False,21.0,-2.0,1,left,S. Castle running Layup (4 PTS) (D. Fox 4 AST),"[1642264, 1628368]",1610612759.0,SAS,running,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,2.09,Made,4.0,,,,,,,,,,D. Fox,1628368.0,4.0,,,,,
452,PT07M42.00S,2026-01-01T01:45:41.3Z,3,REGULAR,3pt,Jump Shot,[],1628969,90.3580814717477,2.696078431372549,1610612752,77,86,2026-01-01T01:45:47Z,4390000,False,-237.0,38.0,1,right,MISS M. Bridges 3PT,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,23.95,Missed,,,,,,,,,,,,,,,,,,
453,PT07M39.00S,2026-01-01T01:45:44.3Z,3,REGULAR,rebound,defensive,[],1641705,,,1610612759,77,86,2026-01-01T01:45:47Z,4400000,False,,,0,,V. Wembanyama REBOUND (Off:2 Def:9),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,452.0,,,,11.0,9.0,2.0,,
455,PT07M35.00S,2026-01-01T01:46:01.9Z,3,REGULAR,foul,personal,['3freethrow'],1628973,,,1610612759,77,86,2026-01-01T01:46:11Z,4420000,False,,,0,,J. Brunson shooting personal FOUL (3 PF) (Wembanyama 3 FT),"[1628973, 1641705]",1610612752.0,NYK,shooting,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,,,,,,,204058.0,3.0,0.0,Wembanyama,1641705.0,,,,,,,,,
457,PT07M35.00S,2026-01-01T01:46:29.3Z,3,REGULAR,freethrow,1 of 3,['fastbreak'],1641705,,,1610612759,78,86,2026-01-01T01:46:29Z,4440000,False,,,0,,V. Wembanyama Free Throw 1 of 3 (27 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,27.0,,,,,,,,,,,,,,,,,
458,PT07M35.00S,2026-01-01T01:46:51.3Z,3,REGULAR,freethrow,2 of 3,['fastbreak'],1641705,,,1610612759,79,86,2026-01-01T01:46:51Z,4450000,False,,,0,,V. Wembanyama Free Throw 2 of 3 (28 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,28.0,,,,,,,,,,,,,,,,,
459,PT07M35.00S,2026-01-01T01:46:53.8Z,3,REGULAR,substitution,out,[],1628368,,,1610612759,79,86,2026-01-01T01:46:59Z,4460000,False,,,0,,SUB out: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT07M35.00S,2026-01-01T01:46:53.8Z,3,REGULAR,substitution,in,[],1642844,,,1610612759,79,86,2026-01-01T01:46:59Z,4470000,False,,,0,,SUB in: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT07M35.00S,2026-01-01T01:47:24.9Z,3,REGULAR,freethrow,3 of 3,['fastbreak'],1641705,,,1610612759,80,86,2026-01-01T01:47:24Z,4480000,False,,,0,,V. Wembanyama Free Throw 3 of 3 (29 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,29.0,,,,,,,,,,,,,,,,,
462,PT07M17.00S,2026-01-01T01:47:51.4Z,3,REGULAR,violation,kicked ball,[],1641705,,,1610612752,80,86,2026-01-01T01:52:50Z,4490000,False,,,0,,V. Wembanyama kicked ball VIOLATION,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,1628953.0,,,,,,,,,,,,,
464,PT07M07.00S,2026-01-01T01:48:10.2Z,3,REGULAR,3pt,Jump Shot,[],1630540,77.08607095926413,91.91176470588235,1610612752,80,86,2026-01-01T01:49:05Z,4510000,False,210.0,163.0,1,right,MISS M. McBride 26' 3PT,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Right Center,26.55,Missed,,,,,,,,,,,,,,,,,,
465,PT07M03.00S,2026-01-01T01:48:14.2Z,3,REGULAR,rebound,defensive,[],203084,,,1610612759,80,86,2026-01-01T02:27:53Z,4520000,False,,,0,,H. Barnes REBOUND (Off:1 Def:3),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,464.0,,,,4.0,3.0,1.0,,
466,PT07M02.00S,2026-01-01T01:48:14.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1642844,5.863994743758213,2.941176470588235,1610612759,80,86,2026-01-01T02:08:47Z,4530000,False,235.0,3.0,1,left,MISS D. Harper running 3PT,[1642844],1610612759.0,SAS,running,,,Harper,D. Harper,,,,,Right Corner 3,24+ Right,23.53,Missed,,,,,,,,,,,,,,,,,,
467,PT06M58.00S,2026-01-01T01:48:18.4Z,3,REGULAR,rebound,offensive,[],1642844,,,1610612759,80,86,2026-01-01T02:15:32Z,4540000,False,,,0,,D. Harper REBOUND (Off:1 Def:0),[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,466.0,,,,1.0,0.0,1.0,,
468,PT06M58.00S,2026-01-01T01:48:20.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630577,6.915243101182654,95.58823529411765,1610612759,83,86,2026-01-01T01:48:31Z,4550000,False,-228.0,13.0,1,left,J. Champagnie 3PT  (18 PTS) (H. Barnes 3 AST),"[1630577, 203084]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,22.82,Made,18.0,,,,,,,,,,H. Barnes,203084.0,3.0,,,,,
470,PT06M58.00S,2026-01-01T01:48:30.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,83,86,2026-01-01T01:48:30Z,4570000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT06M48.00S,2026-01-01T01:51:27.1Z,3,REGULAR,3pt,Jump Shot,[],1628384,88.38699080157687,3.6764705882352944,1610612752,83,86,2026-01-01T01:51:32Z,4590000,False,-232.0,57.0,1,right,MISS O. Anunoby 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,23.84,Missed,,,,,,,,,,,,,,,,,,
473,PT06M45.00S,2026-01-01T01:51:30.1Z,3,REGULAR,rebound,defensive,[],1642844,,,1610612759,83,86,2026-01-01T01:51:32Z,4600000,False,,,0,,D. Harper REBOUND (Off:1 Def:1),[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,472.0,,,,2.0,1.0,1.0,,
474,PT06M30.00S,2026-01-01T01:51:44.3Z,3,REGULAR,2pt,Jump Shot,[],203084,9.017739816031538,28.186274509803923,1610612759,83,86,2026-01-01T02:09:03Z,4610000,False,109.0,32.0,1,left,MISS H. Barnes 11' driving floating Shot,[203084],1610612759.0,SAS,driving floating,,,Barnes,H. Barnes,,,,,Mid-Range,8-16 Right,11.38,Missed,,,,,,,,,,,,,,,,,,
475,PT06M28.00S,2026-01-01T01:51:46.3Z,3,REGULAR,rebound,defensive,[],1630540,,,1610612752,83,86,2026-01-01T01:51:49Z,4620000,False,,,0,,M. McBride REBOUND (Off:0 Def:3),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,474.0,,,,3.0,3.0,0.0,,
476,PT06M07.00S,2026-01-01T01:52:07.4Z,3,REGULAR,turnover,bad pass,[],1628384,,,1610612752,83,86,2026-01-01T01:52:14Z,4630000,False,,,0,,O. Anunoby bad pass TURNOVER (2 TO),"[1628384, 1642844]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,2.0,Harper,1642844.0,,,,,,,,,,,,,,
477,PT06M07.00S,2026-01-01T01:52:07.4Z,3,REGULAR,steal,,[],1642844,,,1610612759,83,86,2026-01-01T01:52:10Z,4640000,False,,,0,,D. Harper STEAL (1 STL),[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
478,PT05M58.00S,2026-01-01T01:52:16.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630577,26.231931668856767,78.43137254901961,1610612759,86,86,2026-01-01T01:52:20Z,4650000,False,-142.0,194.0,1,left,J. Champagnie 24' 3PT  (21 PTS) (V. Wembanyama 1 AST),"[1630577, 1641705]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,24.06,Made,21.0,,,,,,,,,,V. Wembanyama,1641705.0,1.0,,,,,
480,PT05M57.00S,2026-01-01T01:52:28.7Z,3,REGULAR,3pt,Jump Shot,[],1628969,91.67214191852825,3.6764705882352944,1610612752,86,89,2026-01-01T01:52:33Z,4670000,False,-232.0,26.0,1,right,M. Bridges 3PT  (11 PTS) (O. Anunoby 2 AST),"[1628969, 1628384]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,23.3,Made,11.0,,,,,,,,,,O. Anunoby,1628384.0,2.0,,,,,
483,PT05M33.00S,2026-01-01T01:53:21.6Z,3,REGULAR,2pt,Jump Shot,[],1641705,24.52365308804205,62.99019607843137,1610612759,88,89,2026-01-01T01:53:26Z,4700000,False,-65.0,178.0,1,left,V. Wembanyama 18' Jump Shot (31 PTS) (H. Barnes 4 AST),"[1641705, 203084]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Left Center,18.95,Made,31.0,,,,,,,,,,H. Barnes,203084.0,4.0,,,,,
485,PT05M15.00S,2026-01-01T01:53:39.0Z,3,REGULAR,3pt,Jump Shot,[],1626157,65.91655716162943,49.01960784313725,1610612752,88,89,2026-01-01T01:53:43Z,4720000,False,-5.0,268.0,1,right,MISS K. Towns 26' 3PT,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,26.79,Missed,,,,,,,,,,,,,,,,,,
