actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
173,PT11M11.00S,2026-01-16T01:45:29.4Z,2,REGULAR,turnover,out-of-bounds,[],1628368,,,1610612759,31,28,2026-01-16T01:45:43Z,1730000,False,,,0,,D. Fox bad pass out-of-bounds TURNOVER (3 TO),[1628368],1610612759.0,SAS,bad pass,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,3.0,,,,,,,,,,,,,2534.0,,,,,,
174,PT10M58.00S,2026-01-16T01:45:50.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626171,4.418528252299605,95.34313725490196,1610612749,31,31,2026-01-16T01:45:55Z,1740000,False,-227.0,-11.0,1,left,B. Portis 3PT  (5 PTS) (K. Kuzma 1 AST),"[1626171, 1628398]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Left Corner 3,24+ Left,,,,22.7,Made,,5.0,K. Kuzma,1628398.0,1.0,,,,,,,,,,
176,PT10M29.00S,2026-01-16T01:46:18.3Z,2,REGULAR,turnover,bad pass,[],203084,,,1610612759,31,31,2026-01-16T01:46:23Z,1760000,False,,,0,,H. Barnes bad pass TURNOVER (1 TO),"[203084, 1628398]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,1.0,Kuzma,1628398.0,,,,,,,,,,,,,,,,,
177,PT10M29.00S,2026-01-16T01:46:18.3Z,2,REGULAR,steal,,[],1628398,,,1610612749,31,31,2026-01-16T01:46:20Z,1770000,False,,,0,,K. Kuzma STEAL (1 STL),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
178,PT10M19.00S,2026-01-16T01:46:29.9Z,2,REGULAR,turnover,bad pass,[],1629018,,,1610612749,31,31,2026-01-16T01:46:50Z,1780000,False,,,0,,G. Trent Jr. bad pass TURNOVER (1 TO),[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,1.0,,,,,,,,,,,,,,,,,,,
179,PT10M19.00S,2026-01-16T01:46:35.4Z,2,REGULAR,foul,personal,[],1626171,,,1610612759,31,31,2026-01-16T01:46:57Z,1790000,False,,,0,,B. Portis loose ball personal FOUL (1 PF),"[1626171, 1642844]",1610612749.0,MIL,loose ball,,,Portis,B. Portis,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,2534.0,1.0,0.0,Harper,1642844.0,,
181,PT10M05.00S,2026-01-16T01:46:54.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641705,82.21090670170827,44.85294117647059,1610612759,31,31,2026-01-16T01:47:01Z,1810000,False,-26.0,115.0,1,right,MISS V. Wembanyama 11' fadeaway Shot,[1641705],1610612759.0,SAS,fadeaway,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,,,,11.75,Missed,,,,,,,,,,,,,,,
182,PT10M03.00S,2026-01-16T01:46:56.9Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,31,31,2026-01-16T01:47:01Z,1820000,False,,,0,,B. Portis REBOUND (Off:0 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,181.0,,,,,3.0,3.0,0.0,,,,,,,
183,PT09M57.00S,2026-01-16T01:47:02.8Z,2,REGULAR,3pt,Jump Shot,[],1626171,31.882391590013142,34.55882352941176,1610612749,31,34,2026-01-16T01:47:06Z,1830000,False,77.0,247.0,1,left,B. Portis 25' 3PT  (8 PTS) (R. Rollins 3 AST),"[1626171, 1631157]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,,,,25.9,Made,,8.0,R. Rollins,1631157.0,3.0,,,,,,,,,,
185,PT09M56.00S,2026-01-16T01:47:07.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,31,34,2026-01-16T01:47:07Z,1850000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT09M56.00S,2026-01-16T01:49:32.9Z,2,REGULAR,substitution,out,[],1642844,,,1610612759,31,34,2026-01-16T01:49:50Z,1860000,False,,,0,,SUB out: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT09M56.00S,2026-01-16T01:49:32.9Z,2,REGULAR,substitution,out,[],1628368,,,1610612759,31,34,2026-01-16T01:49:50Z,1870000,False,,,0,,SUB out: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT09M56.00S,2026-01-16T01:49:32.9Z,2,REGULAR,substitution,in,[],1642264,,,1610612759,31,34,2026-01-16T01:49:50Z,1880000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT09M56.00S,2026-01-16T01:49:32.9Z,2,REGULAR,substitution,in,[],1630322,,,1610612759,31,34,2026-01-16T01:49:50Z,1890000,False,,,0,,SUB in: L. Waters III,[1630322],1610612759.0,SAS,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M40.00S,2026-01-16T01:50:16.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641705,94.03745072273325,50.73529411764706,1610612759,33,34,2026-01-16T01:50:56Z,1900000,False,4.0,4.0,1,right,V. Wembanyama cutting Layup (2 PTS) (H. Barnes 1 AST),"[1641705, 203084]",1610612759.0,SAS,cutting,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,0.51,Made,,2.0,H. Barnes,203084.0,1.0,,,,,,,,,,
192,PT09M22.00S,2026-01-16T01:50:34.2Z,2,REGULAR,3pt,Jump Shot,[],1628398,25.969119579500656,15.196078431372548,1610612749,33,37,2026-01-16T01:50:37Z,1920000,False,174.0,192.0,1,left,K. Kuzma 25' 3PT  (9 PTS) (B. Portis 3 AST),"[1628398, 1626171]",1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,,,,25.88,Made,,9.0,B. Portis,1626171.0,3.0,,,,,,,,,,
194,PT09M04.00S,2026-01-16T01:50:53.8Z,2,REGULAR,foul,personal,['3freethrow'],1629018,,,1610612759,33,37,2026-01-16T01:51:01Z,1940000,False,,,0,,G. Trent Jr. shooting personal FOUL (1 PF) (Champagnie 3 FT),"[1629018, 1630577]",1610612749.0,MIL,shooting,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,1629177.0,1.0,0.0,Champagnie,1630577.0,,
196,PT09M04.00S,2026-01-16T01:51:20.0Z,2,REGULAR,freethrow,1 of 3,[],1630577,,,1610612759,34,37,2026-01-16T01:51:20Z,1960000,False,,,0,,J. Champagnie Free Throw 1 of 3 (7 PTS),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,Made,,7.0,,,,,,,,,,,,,
197,PT09M04.00S,2026-01-16T01:51:33.2Z,2,REGULAR,freethrow,2 of 3,[],1630577,,,1610612759,35,37,2026-01-16T01:51:33Z,1970000,False,,,0,,J. Champagnie Free Throw 2 of 3 (8 PTS),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,Made,,8.0,,,,,,,,,,,,,
198,PT09M04.00S,2026-01-16T01:51:49.4Z,2,REGULAR,freethrow,3 of 3,[],1630577,,,1610612759,36,37,2026-01-16T01:51:49Z,1980000,False,,,0,,J. Champagnie Free Throw 3 of 3 (9 PTS),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,Made,,9.0,,,,,,,,,,,,,
199,PT08M51.00S,2026-01-16T01:52:03.5Z,2,REGULAR,3pt,Jump Shot,[],1628398,33.722076215505915,49.26470588235294,1610612749,36,37,2026-01-16T01:52:07Z,1990000,False,4.0,264.0,1,left,MISS K. Kuzma 26' 3PT,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,,,,26.45,Missed,,,,,,,,,,,,,,,
200,PT08M48.00S,2026-01-16T01:52:06.5Z,2,REGULAR,rebound,defensive,[],1630577,,,1610612759,36,37,2026-01-16T01:52:07Z,2000000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:4),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,,,,,,199.0,,,,,4.0,4.0,0.0,,,,,,,
201,PT08M42.00S,2026-01-16T01:52:12.9Z,2,REGULAR,3pt,Jump Shot,[],203084,89.43823915900131,95.58823529411765,1610612759,36,37,2026-01-16T01:52:17Z,2010000,False,228.0,47.0,1,right,MISS H. Barnes 3PT,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,,,,23.27,Missed,,,,,,,,,,,,,,,
202,PT08M37.00S,2026-01-16T01:52:17.9Z,2,REGULAR,rebound,defensive,[],203914,,,1610612749,36,37,2026-01-16T01:52:17Z,2020000,False,,,0,,G. Harris REBOUND (Off:1 Def:1),[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,Right Corner 3,24+ Right,,,,,,201.0,,,,,2.0,1.0,1.0,,,,,,,
203,PT08M16.00S,2026-01-16T01:52:37.7Z,2,REGULAR,3pt,Jump Shot,[],1628398,4.418528252299605,95.34313725490196,1610612749,36,37,2026-01-16T01:52:41Z,2030000,False,-227.0,-11.0,1,left,MISS K. Kuzma 3PT,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,,,,22.7,Missed,,,,,,,,,,,,,,,
204,PT08M14.00S,2026-01-16T01:52:39.7Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,36,37,2026-01-16T01:52:41Z,2040000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:1),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Left Corner 3,24+ Left,,,,,,203.0,,,,,1.0,1.0,0.0,,,,,,,
205,PT08M08.00S,2026-01-16T01:52:46.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642264,93.38042049934296,50.98039215686274,1610612759,38,37,2026-01-16T01:53:40Z,2050000,False,5.0,10.0,1,right,S. Castle driving DUNK (10 PTS) (H. Barnes 2 AST),"[1642264, 203084]",1610612759.0,SAS,driving,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,1.09,Made,,10.0,H. Barnes,203084.0,2.0,,,,,,,,,,
207,PT07M51.00S,2026-01-16T01:53:02.6Z,2,REGULAR,3pt,Jump Shot,[],1629018,27.151773981603156,17.647058823529413,1610612749,38,37,2026-01-16T01:53:06Z,2070000,False,162.0,203.0,1,left,MISS G. Trent Jr. 25' 3PT,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,,,,25.94,Missed,,,,,,,,,,,,,,,
208,PT07M50.00S,2026-01-16T01:53:03.6Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,38,37,2026-01-16T01:53:06Z,2080000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,,,,,,207.0,,,,,2.0,2.0,0.0,,,,,,,
209,PT07M43.00S,2026-01-16T01:53:13.5Z,2,REGULAR,foul,personal,['2freethrow'],203914,,,1610612759,38,37,2026-01-16T01:53:19Z,2090000,False,,,0,,G. Harris shooting personal FOUL (1 PF) (Wembanyama 2 FT),"[203914, 1641705]",1610612749.0,MIL,shooting,,,Harris,G. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,2534.0,1.0,0.0,Wembanyama,1641705.0,,
211,PT07M43.00S,2026-01-16T01:53:41.6Z,2,REGULAR,freethrow,1 of 2,[],1641705,,,1610612759,39,37,2026-01-16T01:53:41Z,2110000,False,,,0,,V. Wembanyama Free Throw 1 of 2 (3 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,Made,,3.0,,,,,,,,,,,,,
212,PT07M43.00S,2026-01-16T01:53:43.5Z,2,REGULAR,substitution,out,[],203084,,,1610612759,39,37,2026-01-16T01:53:53Z,2120000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M43.00S,2026-01-16T01:53:43.5Z,2,REGULAR,substitution,out,[],1628398,,,1610612759,39,37,2026-01-16T01:53:53Z,2130000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M43.00S,2026-01-16T01:53:43.5Z,2,REGULAR,substitution,in,[],1629640,,,1610612759,39,37,2026-01-16T01:53:53Z,2140000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M43.00S,2026-01-16T01:53:43.5Z,2,REGULAR,substitution,in,[],203507,,,1610612759,39,37,2026-01-16T01:53:53Z,2150000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M43.00S,2026-01-16T01:54:14.4Z,2,REGULAR,freethrow,2 of 2,[],1641705,,,1610612759,40,37,2026-01-16T01:54:14Z,2160000,False,,,0,,V. Wembanyama Free Throw 2 of 2 (4 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,Made,,4.0,,,,,,,,,,,,,
217,PT07M26.00S,2026-01-16T01:54:30.8Z,2,REGULAR,3pt,Jump Shot,[],1626171,8.886333771353483,3.6764705882352944,1610612749,40,37,2026-01-16T01:54:38Z,2170000,False,232.0,31.0,1,left,MISS B. Portis 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Right Corner 3,24+ Right,,,,23.37,Missed,,,,,,,,,,,,,,,
218,PT07M23.00S,2026-01-16T01:54:33.8Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,40,37,2026-01-16T01:54:38Z,2180000,False,,,0,,K. Johnson REBOUND (Off:0 Def:3),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,,,,,,217.0,,,,,3.0,3.0,0.0,,,,,,,
219,PT07M12.00S,2026-01-16T01:54:44.5Z,2,REGULAR,2pt,Jump Shot,[],1641705,94.56307490144546,21.323529411764707,1610612759,40,37,2026-01-16T01:54:48Z,2190000,False,-143.0,-1.0,1,right,MISS V. Wembanyama 14' pullup Shot,[1641705],1610612759.0,SAS,pullup,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Left,,,,14.34,Missed,,,,,,,,,,,,,,,
220,PT07M10.00S,2026-01-16T01:54:46.5Z,2,REGULAR,rebound,offensive,[],1642264,,,1610612759,40,37,2026-01-16T01:54:48Z,2200000,False,,,0,,S. Castle REBOUND (Off:1 Def:0),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Mid-Range,8-16 Left,,,,,,219.0,,,,,1.0,0.0,1.0,,,,,,,
221,PT07M10.00S,2026-01-16T01:54:48.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642264,94.40999984741211,50.0,1610612759,42,37,2026-01-16T01:54:48Z,2210000,False,0.0,0.0,1,right,S. Castle putback Layup (12 PTS),[1642264],1610612759.0,SAS,putback,,,Castle,S. Castle,,,,,Mid-Range,8-16 Left,,,,0.0,Made,,12.0,,,,,,,,,,,,,
222,PT07M05.00S,2026-01-16T01:54:57.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,42,37,2026-01-16T01:54:57Z,2220000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M05.00S,2026-01-16T01:57:21.2Z,2,REGULAR,substitution,out,[],203914,,,1610612749,42,37,2026-01-16T01:57:37Z,2230000,False,,,0,,SUB out: G. Harris,[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M05.00S,2026-01-16T01:57:21.2Z,2,REGULAR,substitution,in,[],1629645,,,1610612749,42,37,2026-01-16T01:57:37Z,2240000,False,,,0,,SUB in: K. Porter Jr.,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M59.00S,2026-01-16T01:58:09.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631157,5.863994743758213,49.50980392156863,1610612749,42,37,2026-01-16T01:58:14Z,2250000,False,2.0,3.0,1,left,MISS R. Rollins driving Layup - blocked,"[1631157, 1641705]",1610612749.0,MIL,driving,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,,,,0.36,Missed,,,,,,,,,,,,,,Wembanyama,1641705.0
226,PT06M59.00S,2026-01-16T01:58:09.9Z,2,REGULAR,block,,[],1641705,,,1610612749,42,37,2026-01-16T01:58:12Z,2260000,False,,,0,,V. Wembanyama BLOCK (1 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
227,PT06M56.00S,2026-01-16T01:58:12.9Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,42,37,2026-01-16T01:58:14Z,2270000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,225.0,,,,,3.0,3.0,0.0,,,,,,,
228,PT06M52.00S,2026-01-16T01:58:16.4Z,2,REGULAR,3pt,Jump Shot,[],1641705,69.33311432325887,67.40196078431373,1610612759,45,37,2026-01-16T01:59:20Z,2280000,False,87.0,236.0,1,right,V. Wembanyama 25' 3PT  (7 PTS) (S. Castle 4 AST),"[1641705, 1642264]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,,,,25.13,Made,,7.0,S. Castle,1642264.0,4.0,,,,,,,,,,
230,PT06M25.00S,2026-01-16T01:58:43.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,17.821944809461236,61.274509803921575,1610612749,45,37,2026-01-16T01:58:48Z,2300000,False,-56.0,115.0,1,left,MISS G. Antetokounmpo 12' fadeaway Shot,[203507],1610612749.0,MIL,fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,12.81,Missed,,,,,,,,,,,,,,,
231,PT06M22.00S,2026-01-16T01:58:46.2Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,45,37,2026-01-16T01:58:48Z,2310000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:4),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,,,,,,230.0,,,,,4.0,4.0,0.0,,,,,,,
232,PT06M17.00S,2026-01-16T01:58:51.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1641705,67.49342969776609,47.794117647058826,1610612759,48,37,2026-01-16T01:59:55Z,2320000,False,-11.0,253.0,1,right,V. Wembanyama 25' 3PT running pullup (10 PTS),[1641705],1610612759.0,SAS,running pullup,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,,,,25.33,Made,,10.0,,,,,,,,,,,,,
233,PT06M04.00S,2026-01-16T01:59:04.2Z,2,REGULAR,3pt,Jump Shot,[],1629018,9.543363994743759,2.941176470588235,1610612749,48,40,2026-01-16T01:59:13Z,2330000,False,235.0,37.0,1,left,G. Trent Jr. 3PT  (3 PTS) (K. Porter Jr. 1 AST),"[1629018, 1629645]",1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Right Corner 3,24+ Right,,,,23.82,Made,,3.0,K. Porter Jr.,1629645.0,1.0,,,,,,,,,,
235,PT05M45.00S,2026-01-16T01:59:25.2Z,2,REGULAR,foul,personal,['2freethrow'],1626171,,,1610612759,48,40,2026-01-16T01:59:31Z,2350000,False,,,0,,B. Portis shooting personal FOUL (2 PF) (Johnson 2 FT),"[1626171, 1629640]",1610612749.0,MIL,shooting,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1629177.0,2.0,0.0,Johnson,1629640.0,,
237,PT05M45.00S,2026-01-16T01:59:51.0Z,2,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,49,40,2026-01-16T01:59:51Z,2370000,False,,,0,,K. Johnson Free Throw 1 of 2 (1 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,,
238,PT05M45.00S,2026-01-16T01:59:51.9Z,2,REGULAR,substitution,out,[],1626171,,,1610612759,49,40,2026-01-16T01:59:57Z,2380000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M45.00S,2026-01-16T01:59:51.9Z,2,REGULAR,substitution,out,[],1631157,,,1610612759,49,40,2026-01-16T01:59:57Z,2390000,False,,,0,,SUB out: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M45.00S,2026-01-16T01:59:51.9Z,2,REGULAR,substitution,in,[],1628398,,,1610612759,49,40,2026-01-16T01:59:57Z,2400000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M45.00S,2026-01-16T01:59:51.9Z,2,REGULAR,substitution,in,[],1626167,,,1610612759,49,40,2026-01-16T01:59:57Z,2410000,False,,,0,,SUB in: M. Turner,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M45.00S,2026-01-16T02:00:13.9Z,2,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,50,40,2026-01-16T02:00:13Z,2420000,False,,,0,,K. Johnson Free Throw 2 of 2 (2 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,Made,,2.0,,,,,,,,,,,,,
243,PT05M26.00S,2026-01-16T02:00:33.5Z,2,REGULAR,3pt,Jump Shot,[],1628398,31.225361366622867,61.029411764705884,1610612749,50,40,2026-01-16T02:00:39Z,2430000,False,-55.0,241.0,1,left,MISS K. Kuzma 24' 3PT,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,,,,24.72,Missed,,,,,,,,,,,,,,,
244,PT05M22.00S,2026-01-16T02:00:37.5Z,2,REGULAR,rebound,defensive,[],1630577,,,1610612759,50,40,2026-01-16T02:00:39Z,2440000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:5),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,,,,,,243.0,,,,,5.0,5.0,0.0,,,,,,,
245,PT05M21.00S,2026-01-16T02:00:44.1Z,2,REGULAR,turnover,traveling,[],1629640,,,1610612759,50,40,2026-01-16T02:00:49Z,2450000,False,,,0,,K. Johnson traveling TURNOVER (1 TO),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,1.0,,,,,,,,,,,,,203593.0,,,,,,
246,PT05M21.00S,2026-01-16T02:00:47.3Z,2,REGULAR,substitution,out,[],1630322,,,1610612749,50,40,2026-01-16T02:00:51Z,2460000,False,,,0,,SUB out: L. Waters III,[1630322],1610612759.0,SAS,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M21.00S,2026-01-16T02:00:47.3Z,2,REGULAR,substitution,in,[],1642844,,,1610612749,50,40,2026-01-16T02:00:51Z,2470000,False,,,0,,SUB in: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M10.00S,2026-01-16T02:01:11.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629645,3.630091984231275,16.666666666666664,1610612749,50,40,2026-01-16T02:01:59Z,2480000,False,167.0,-18.0,1,left,MISS K. Porter Jr. 16' step back Shot,[1629645],1610612749.0,MIL,step back,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Right,,,,16.77,Missed,,,,,,,,,,,,,,,
249,PT05M05.00S,2026-01-16T02:01:16.0Z,2,REGULAR,rebound,offensive,[],1628398,,,1610612749,50,40,2026-01-16T02:01:16Z,2490000,False,,,0,,K. Kuzma REBOUND (Off:1 Def:0),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Right,,,,,,248.0,,,,,1.0,0.0,1.0,,,,,,,
250,PT05M05.00S,2026-01-16T02:01:15.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628398,5.590000152587891,50.0,1610612749,50,40,2026-01-16T02:01:15Z,2500000,False,0.0,0.0,1,left,MISS K. Kuzma tip Layup,[1628398],1610612749.0,MIL,tip,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Left,,,,0.0,Missed,,,,,,,,,,,,,,,
251,PT05M04.00S,2026-01-16T02:01:16.2Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,50,40,2026-01-16T02:01:16Z,2510000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:5),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Left,,,,,,250.0,,,,,5.0,5.0,0.0,,,,,,,
252,PT04M55.00S,2026-01-16T02:01:25.2Z,2,REGULAR,3pt,Jump Shot,[],1629640,90.3580814717477,3.6764705882352944,1610612759,53,40,2026-01-16T02:01:29Z,2520000,False,-232.0,38.0,1,right,K. Johnson 3PT  (5 PTS) (J. Champagnie 1 AST),"[1629640, 1630577]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,,,,23.47,Made,,5.0,J. Champagnie,1630577.0,1.0,,,,,,,,,,
254,PT04M30.00S,2026-01-16T02:01:51.4Z,2,REGULAR,turnover,bad pass,[],203507,,,1610612749,53,40,2026-01-16T02:01:57Z,2540000,False,,,0,,G. Antetokounmpo bad pass TURNOVER (1 TO),"[203507, 1629640]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,1.0,Johnson,1629640.0,,,,,,,,,,,,,,,,,
