actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
167,PT00M20.00S,2023-10-27T23:34:30.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627750,86.41590013140605,66.91176470588235,1610612743,18,25,2023-10-27T23:34:34Z,1660000,False,85.0,75.0,1,right,J. Murray 11' pullup Jump Shot (7 PTS),[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Mid-Range,8-16 Right,11.32,Made,,,,,,,,7.0,,,,,,,,,,
168,PT00M04.10S,2023-10-27T23:34:49.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201565,13.091327201051248,41.17647058823529,1610612763,18,25,2023-10-28T00:24:09Z,1670000,False,44.0,71.0,1,left,MISS D. Rose 8' driving floating bank Shot,[201565],1610612763.0,MEM,driving floating bank,,,Rose,D. Rose,,,,,In The Paint (Non-RA),8-16 Center,8.32,Missed,,,,,,,,,,,,,,,,,,
169,PT00M02.30S,2023-10-27T23:34:50.9Z,1,REGULAR,rebound,offensive,[],201565,,,1610612763,18,25,2023-10-27T23:34:50Z,1680000,False,,,0,,D. Rose REBOUND (Off:1 Def:0),[201565],1610612763.0,MEM,,,,Rose,D. Rose,,,,,In The Paint (Non-RA),8-16 Center,,,168.0,1.0,0.0,1.0,,,,,,,,,,,,,,
170,PT00M00.80S,2023-10-27T23:34:52.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201565,5.913272010512484,50.16850490196079,1610612763,18,25,2023-10-27T23:37:22Z,1690000,False,-1.0,3.0,1,left,MISS D. Rose putback Layup - blocked,"[201565, 1631212]",1610612763.0,MEM,putback,,,Rose,D. Rose,,,,,Restricted Area,0-8 Center,0.32,Missed,,,,,Watson,1631212.0,,,,,,,,,,,,
171,PT00M00.80S,2023-10-27T23:34:52.4Z,1,REGULAR,block,,[],1631212,,,1610612763,18,25,2023-10-27T23:34:54Z,1700000,False,,,0,,P. Watson BLOCK (1 BLK),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
172,PT00M00.80S,2023-10-27T23:34:52.4Z,1,REGULAR,rebound,offensive,[],201565,,,1610612763,18,25,2023-10-27T23:35:11Z,1710000,False,,,0,,D. Rose REBOUND (Off:2 Def:0),[201565],1610612763.0,MEM,,,,Rose,D. Rose,,,,,Restricted Area,0-8 Center,,,170.0,2.0,0.0,2.0,,,,,,,,,,,,,,
173,PT00M00.00S,2023-10-27T23:35:09.8Z,1,REGULAR,2pt,Hook,"['2ndchance', 'pointsinthepaint']",201565,12.746386333771353,64.36121323529412,1610612763,18,25,2023-10-27T23:37:16Z,1720000,False,-72.0,67.0,1,left,MISS D. Rose 9' turnaround bank Hook - blocked,"[201565, 1631212]",1610612763.0,MEM,turnaround bank,,,Rose,D. Rose,,,,,In The Paint (Non-RA),8-16 Left,9.84,Missed,,,,,Watson,1631212.0,,,,,,,,,,,,
174,PT00M00.00S,2023-10-27T23:35:09.8Z,1,REGULAR,block,,[],1631212,,,1610612763,18,25,2023-10-27T23:35:15Z,1730000,False,,,0,,P. Watson BLOCK (2 BLK),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
175,PT00M00.00S,2023-10-27T23:35:09.8Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,18,25,2023-10-27T23:35:35Z,1740000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,173.0,1.0,1.0,0.0,,,,,,,,,,,,,,
176,PT00M00.00S,2023-10-27T23:35:24.7Z,1,REGULAR,period,end,[],0,,,1610612743,18,25,2023-10-27T23:35:24Z,1750000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2023-10-27T23:36:12.2Z,2,REGULAR,substitution,out,['startperiod'],1631223,,,1610612743,18,25,2023-10-27T23:37:32Z,1760000,False,,,0,,SUB out: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2023-10-27T23:36:12.2Z,2,REGULAR,substitution,out,['startperiod'],202704,,,1610612743,18,25,2023-10-27T23:37:32Z,1770000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2023-10-27T23:36:12.2Z,2,REGULAR,substitution,in,['startperiod'],1629723,,,1610612743,18,25,2023-10-27T23:37:32Z,1780000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2023-10-27T23:36:12.2Z,2,REGULAR,substitution,in,['startperiod'],1631124,,,1610612743,18,25,2023-10-27T23:37:32Z,1790000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2023-10-27T23:37:46.2Z,2,REGULAR,period,start,[],0,,,1610612743,18,25,2023-10-27T23:37:46Z,1800000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT11M44.00S,2023-10-27T23:38:01.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630192,93.38042049934296,51.71568627450981,1610612743,18,27,2023-10-27T23:38:06Z,1810000,False,9.0,10.0,1,right,Z. Nnaji cutting finger roll Layup (2 PTS) (J. Murray 1 AST),"[1630192, 1627750]",1610612743.0,DEN,cutting finger roll,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,1.3,Made,,,,,,,,2.0,J. Murray,1627750.0,1.0,,,,,,,
184,PT11M34.00S,2023-10-27T23:38:16.6Z,2,REGULAR,foul,personal,[],1631124,,,1610612763,18,27,2023-10-27T23:38:24Z,1830000,False,,,0,,J. Strawther personal FOUL (1 PF),"[1631124, 1630533]",1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Mid-Range,16-24 Center,,,,,,,,,202027.0,,,,,1.0,0.0,Williams,1630533.0,,,
186,PT11M21.00S,2023-10-27T23:38:41.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,7.046649145860711,46.32352941176471,1610612763,18,27,2023-10-27T23:38:45Z,1850000,False,18.0,14.0,1,left,MISS J. Jackson Jr. driving finger roll Layup,[1628991],1610612763.0,MEM,driving finger roll,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,2.29,Missed,,,,,,,,,,,,,,,,,,
187,PT11M19.00S,2023-10-27T23:38:43.4Z,2,REGULAR,rebound,defensive,[],1631212,,,1610612743,18,27,2023-10-27T23:38:45Z,1860000,False,,,0,,P. Watson REBOUND (Off:0 Def:2),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,186.0,2.0,2.0,0.0,,,,,,,,,,,,,,
188,PT11M08.00S,2023-10-27T23:38:54.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630192,93.11760840998686,51.225490196078425,1610612743,18,27,2023-10-27T23:38:58Z,1870000,False,6.0,12.0,1,right,MISS Z. Nnaji driving Layup - blocked,"[1630192, 1629723]",1610612743.0,DEN,driving,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,1.36,Missed,,,,,Konchar,1629723.0,,,,,,,,,,,,
189,PT11M08.00S,2023-10-27T23:38:54.6Z,2,REGULAR,block,,[],1629723,,,1610612743,18,27,2023-10-27T23:38:56Z,1880000,False,,,0,,J. Konchar BLOCK (1 BLK),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
190,PT11M05.00S,2023-10-27T23:38:57.6Z,2,REGULAR,rebound,defensive,[],1629723,,,1610612763,18,27,2023-10-27T23:38:58Z,1890000,False,,,0,,J. Konchar REBOUND (Off:0 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,,,188.0,2.0,2.0,0.0,,,,,,,,,,,,,,
191,PT11M03.00S,2023-10-27T23:39:01.2Z,2,REGULAR,turnover,out-of-bounds,[],201565,,,1610612763,18,27,2023-10-27T23:39:07Z,1900000,False,,,0,,D. Rose bad pass out-of-bounds TURNOVER (1 TO),[201565],1610612763.0,MEM,bad pass,,,Rose,D. Rose,,,,,Restricted Area,0-8 Center,,,,,,,,,1629178.0,,,,,,,,,1.0,,
192,PT11M03.00S,2023-10-27T23:39:11.0Z,2,REGULAR,substitution,out,[],1631222,,,1610612743,18,27,2023-10-27T23:39:14Z,1910000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT11M03.00S,2023-10-27T23:39:11.0Z,2,REGULAR,substitution,in,[],1630217,,,1610612743,18,27,2023-10-27T23:39:14Z,1920000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT10M47.00S,2023-10-27T23:39:34.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631212,79.45137976346912,8.333333333333332,1610612743,18,30,2023-10-27T23:39:40Z,1930000,False,-208.0,141.0,1,right,P. Watson 25' 3PT  (6 PTS) (J. Murray 2 AST),"[1631212, 1627750]",1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Left Center,25.14,Made,,,,,,,,6.0,J. Murray,1627750.0,2.0,,,,,,,
197,PT10M27.00S,2023-10-27T23:39:56.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630533,6.652431011826544,46.81372549019608,1610612763,20,30,2023-10-27T23:40:04Z,1960000,False,16.0,10.0,1,left,Z. Williams cutting DUNK (4 PTS) (J. Jackson Jr. 1 AST),"[1630533, 1628991]",1610612763.0,MEM,cutting,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,1.88,Made,,,,,,,,4.0,J. Jackson Jr.,1628991.0,1.0,,,,,,,
199,PT10M15.00S,2023-10-27T23:40:07.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631124,88.64980289093299,49.26470588235294,1610612743,20,30,2023-10-27T23:40:12Z,1980000,False,-4.0,54.0,1,right,MISS J. Strawther driving floating Shot - blocked,"[1631124, 1628991]",1610612743.0,DEN,driving floating,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),0-8 Center,5.43,Missed,,,,,Jackson Jr.,1628991.0,,,,,,,,,,,,
200,PT10M15.00S,2023-10-27T23:40:07.7Z,2,REGULAR,block,,[],1628991,,,1610612743,20,30,2023-10-27T23:40:10Z,1990000,False,,,0,,J. Jackson Jr. BLOCK (3 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
201,PT10M12.00S,2023-10-27T23:40:10.7Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,20,30,2023-10-27T23:40:12Z,2000000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,199.0,2.0,2.0,0.0,,,,,,,,,,,,,,
202,PT10M07.00S,2023-10-27T23:40:16.0Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630217,7.30946123521682,52.450980392156865,1610612763,22,30,2023-10-27T23:41:22Z,2010000,False,-12.0,16.0,1,left,D. Bane driving floating bank Jump Shot (2 PTS),[1630217],1610612763.0,MEM,driving floating bank,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,2.03,Made,,,,,,,,2.0,,,,,,,,,,
203,PT10M07.00S,2023-10-27T23:40:22.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,22,30,2023-10-27T23:40:22Z,2020000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT10M07.00S,2023-10-27T23:42:42.3Z,2,REGULAR,substitution,out,[],201565,,,1610612743,22,30,2023-10-27T23:42:59Z,2030000,False,,,0,,SUB out: D. Rose,[201565],1610612763.0,MEM,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT10M07.00S,2023-10-27T23:42:42.3Z,2,REGULAR,substitution,in,[],1631222,,,1610612743,22,30,2023-10-27T23:42:59Z,2040000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M47.00S,2023-10-27T23:43:35.8Z,2,REGULAR,3pt,Jump Shot,[],1631128,68.67608409986859,63.970588235294116,1610612743,22,30,2023-10-27T23:43:41Z,2050000,False,70.0,242.0,1,right,MISS C. Braun 25' step back 3PT,[1631128],1610612743.0,DEN,step back,,,Braun,C. Braun,,,,,Above the Break 3,24+ Center,25.18,Missed,,,,,,,,,,,,,,,,,,
207,PT09M44.00S,2023-10-27T23:43:38.8Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,22,30,2023-10-27T23:43:41Z,2060000,False,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,,,206.0,1.0,1.0,0.0,,,,,,,,,,,,,,
208,PT09M33.00S,2023-10-27T23:43:50.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,13.61695137976347,47.05882352941176,1610612763,24,30,2023-10-27T23:43:54Z,2070000,False,15.0,75.0,1,left,J. Jackson Jr. 7' driving Hook (6 PTS),[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.69,Made,,,,,,,,6.0,,,,,,,,,,
209,PT09M21.00S,2023-10-27T23:44:04.2Z,2,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612743,24,30,2023-10-27T23:44:12Z,2080000,False,,,0,,J. Jackson Jr. shooting personal FOUL (1 PF) (Murray 2 FT),"[1628991, 1627750]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1629178.0,,,,,1.0,0.0,Murray,1627750.0,,,
211,PT09M21.00S,2023-10-27T23:44:31.7Z,2,REGULAR,freethrow,1 of 2,[],1627750,,,1610612743,24,31,2023-10-27T23:44:31Z,2100000,False,,,0,,J. Murray Free Throw 1 of 2 (8 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,,,,,,,,8.0,,,,,,,,,,
212,PT09M21.00S,2023-10-27T23:44:44.6Z,2,REGULAR,freethrow,2 of 2,[],1627750,,,1610612743,24,32,2023-10-27T23:44:44Z,2110000,False,,,0,,J. Murray Free Throw 2 of 2 (9 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,,,,,,,,9.0,,,,,,,,,,
213,PT09M08.00S,2023-10-27T23:44:59.6Z,2,REGULAR,turnover,bad pass,[],1630533,,,1610612763,24,32,2023-10-27T23:45:03Z,2120000,False,,,0,,Z. Williams bad pass TURNOVER (3 TO),"[1630533, 1631212]",1610612763.0,MEM,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,3.0,Watson,1631212.0
214,PT09M08.00S,2023-10-27T23:44:59.6Z,2,REGULAR,steal,,[],1631212,,,1610612743,24,32,2023-10-27T23:45:01Z,2130000,False,,,0,,P. Watson STEAL (1 STL),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
215,PT09M04.00S,2023-10-27T23:45:03.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631212,92.72339027595268,53.92156862745098,1610612743,24,34,2023-10-27T23:45:10Z,2140000,False,20.0,16.0,1,right,P. Watson running finger roll Layup (8 PTS),[1631212],1610612743.0,DEN,running finger roll,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,2.52,Made,,,,,,,,8.0,,,,,,,,,,
216,PT08M58.00S,2023-10-27T23:45:12.2Z,2,REGULAR,foul,personal,['2freethrow'],1627750,,,1610612763,24,34,2023-10-27T23:45:25Z,2150000,False,,,0,,J. Murray shooting personal FOUL (2 PF) (Jackson Jr. 2 FT),"[1627750, 1628991]",1610612743.0,DEN,shooting,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1629178.0,,,,,2.0,0.0,Jackson Jr.,1628991.0,,,
218,PT08M58.00S,2023-10-27T23:45:37.5Z,2,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,25,34,2023-10-27T23:46:13Z,2170000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (7 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,,,,,,,,7.0,,,,,,,,,,
219,PT08M58.00S,2023-10-27T23:45:40.4Z,2,REGULAR,substitution,out,[],1627750,,,1610612763,25,34,2023-10-27T23:45:42Z,2180000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M58.00S,2023-10-27T23:45:40.4Z,2,REGULAR,substitution,in,[],202704,,,1610612763,25,34,2023-10-27T23:45:42Z,2190000,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M58.00S,2023-10-27T23:45:37.5Z,2,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,25,34,2023-10-27T23:46:13Z,2200000,False,,,0,,MISS J. Jackson Jr. Free Throw 2 of 2,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
222,PT08M57.00S,2023-10-27T23:45:38.5Z,2,REGULAR,rebound,offensive,[],1631222,,,1610612763,25,34,2023-10-27T23:46:13Z,2210000,False,,,0,,J. LaRavia REBOUND (Off:1 Def:0),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,221.0,1.0,0.0,1.0,,,,,,,,,,,,,,
223,PT08M57.00S,2023-10-27T23:46:11.8Z,2,REGULAR,foul,personal,['2freethrow'],1631212,,,1610612763,25,34,2023-10-27T23:46:18Z,2220000,False,,,0,,P. Watson shooting personal FOUL (2 PF) (LaRavia 2 FT),"[1631212, 1631222]",1610612743.0,DEN,shooting,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,,,,,,202027.0,,,,,2.0,0.0,LaRavia,1631222.0,,,
225,PT08M57.00S,2023-10-27T23:46:23.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1631222,,,1610612763,25,34,2023-10-27T23:46:23Z,2240000,False,,,0,,MISS J. LaRavia Free Throw 1 of 2,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
226,PT08M57.00S,2023-10-27T23:46:23.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,25,34,2023-10-27T23:46:23Z,2250000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,225.0,,,,,,,,,,,,,,,,,
227,PT08M57.00S,2023-10-27T23:46:37.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1631222,,,1610612763,26,34,2023-10-27T23:46:37Z,2260000,False,,,0,,J. LaRavia Free Throw 2 of 2 (4 PTS),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,Made,,,,,,,,4.0,,,,,,,,,,
228,PT08M44.00S,2023-10-27T23:46:51.8Z,2,REGULAR,3pt,Jump Shot,[],202704,71.82982917214193,76.22549019607843,1610612743,26,37,2023-10-27T23:46:56Z,2270000,False,131.0,212.0,1,right,R. Jackson 24' 3PT  (7 PTS) (C. Braun 1 AST),"[202704, 1631128]",1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Right Center,24.95,Made,,,,,,,,7.0,C. Braun,1631128.0,1.0,,,,,,,
230,PT08M35.00S,2023-10-27T23:47:02.9Z,2,REGULAR,foul,personal,['2freethrow'],1630192,,,1610612763,26,37,2023-10-27T23:47:12Z,2290000,False,,,0,,Z. Nnaji shooting personal FOUL (1 PF) (Bane 2 FT),"[1630192, 1630217]",1610612743.0,DEN,shooting,,,Nnaji,Z. Nnaji,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1629178.0,,,,,1.0,0.0,Bane,1630217.0,,,
232,PT08M35.00S,2023-10-27T23:47:24.8Z,2,REGULAR,freethrow,1 of 2,[],1630217,,,1610612763,27,37,2023-10-27T23:47:24Z,2310000,False,,,0,,D. Bane Free Throw 1 of 2 (3 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
233,PT08M35.00S,2023-10-27T23:47:40.1Z,2,REGULAR,freethrow,2 of 2,[],1630217,,,1610612763,28,37,2023-10-27T23:47:40Z,2320000,False,,,0,,D. Bane Free Throw 2 of 2 (4 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Made,,,,,,,,4.0,,,,,,,,,,
234,PT08M23.00S,2023-10-27T23:47:56.6Z,2,REGULAR,3pt,Jump Shot,[],1631212,71.96123521681997,20.098039215686274,1610612743,28,37,2023-10-27T23:48:03Z,2330000,False,-150.0,211.0,1,right,MISS P. Watson 25' 3PT,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Left Center,25.87,Missed,,,,,,,,,,,,,,,,,,
235,PT08M21.00S,2023-10-27T23:47:58.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,28,37,2023-10-27T23:48:03Z,2340000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Left Center,,,234.0,,,,,,,,,,,,,,,,,
236,PT08M21.00S,2023-10-27T23:48:03.1Z,2,REGULAR,foul,personal,[],1629723,,,1610612743,28,37,2023-10-27T23:48:30Z,2350000,False,,,0,,J. Konchar loose ball personal FOUL (1 PF),"[1629723, 1630192]",1610612763.0,MEM,loose ball,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,,,,,,,,,202027.0,,,,,1.0,0.0,Nnaji,1630192.0,,,
238,PT08M14.00S,2023-10-27T23:48:32.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631124,83.311432325887,38.70251225490196,1610612743,28,37,2023-10-27T23:48:38Z,2370000,False,-56.0,104.0,1,right,MISS J. Strawther 11' floating Shot,[1631124],1610612743.0,DEN,floating,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),8-16 Center,11.87,Missed,,,,,,,,,,,,,,,,,,
239,PT08M12.00S,2023-10-27T23:48:34.3Z,2,REGULAR,rebound,defensive,[],1629723,,,1610612763,28,37,2023-10-27T23:48:38Z,2380000,False,,,0,,J. Konchar REBOUND (Off:0 Def:3),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),8-16 Center,,,238.0,3.0,3.0,0.0,,,,,,,,,,,,,,
240,PT08M02.00S,2023-10-27T23:48:43.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,10.200394218134035,41.66666666666667,1610612763,28,37,2023-10-27T23:48:49Z,2390000,False,42.0,43.0,1,left,MISS D. Bane 6' driving finger roll Layup,[1630217],1610612763.0,MEM,driving finger roll,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,6.02,Missed,,,,,,,,,,,,,,,,,,
241,PT07M56.00S,2023-10-27T23:48:48.9Z,2,REGULAR,rebound,offensive,[],1628991,,,1610612763,28,37,2023-10-27T23:48:48Z,2400000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,240.0,3.0,2.0,1.0,,,,,,,,,,,,,,
242,PT07M56.00S,2023-10-27T23:48:48.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628991,5.590000152587891,50.0,1610612763,30,37,2023-10-27T23:48:51Z,2410000,False,0.0,0.0,1,left,J. Jackson Jr. tip Layup (9 PTS),[1628991],1610612763.0,MEM,tip,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,9.0,,,,,,,,,,
243,PT07M30.00S,2023-10-27T23:49:16.2Z,2,REGULAR,2pt,Jump Shot,[],202704,90.3580814717477,91.17647058823529,1610612743,30,39,2023-10-27T23:49:26Z,2420000,False,206.0,38.0,1,right,R. Jackson 20' step back Jump Shot (9 PTS),[202704],1610612743.0,DEN,step back,,,Jackson,R. Jackson,,,,,Mid-Range,16-24 Right,20.94,Made,,,,,,,,9.0,,,,,,,,,,
244,PT07M09.00S,2023-10-27T23:49:38.0Z,2,REGULAR,2pt,Jump Shot,[],1630217,21.76412614980289,20.588235294117645,1610612763,30,39,2023-10-27T23:49:45Z,2430000,False,147.0,152.0,1,left,MISS D. Bane 21' step back Shot,[1630217],1610612763.0,MEM,step back,,,Bane,D. Bane,,,,,Mid-Range,16-24 Right Center,21.16,Missed,,,,,,,,,,,,,,,,,,
245,PT07M05.00S,2023-10-27T23:49:42.0Z,2,REGULAR,rebound,defensive,[],1631128,,,1610612743,30,39,2023-10-27T23:49:45Z,2440000,False,,,0,,C. Braun REBOUND (Off:0 Def:1),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Mid-Range,16-24 Right Center,,,244.0,1.0,1.0,0.0,,,,,,,,,,,,,,
246,PT07M03.00S,2023-10-27T23:49:44.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631128,92.19776609724047,43.872549019607845,1610612743,30,39,2023-10-27T23:49:52Z,2450000,False,-31.0,21.0,1,right,MISS C. Braun running finger roll Layup,[1631128],1610612743.0,DEN,running finger roll,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,3.7,Missed,,,,,,,,,,,,,,,,,,
