actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
170,PT00M16.10S,2024-03-28T00:36:44.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,33,37,2024-03-28T01:34:34Z,1690000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,Above the Break 3,24+ Left Center,,,169.0,,,,,,,,,,,,,,,,
172,PT00M04.20S,2024-03-28T00:37:12.3Z,1,REGULAR,3pt,Jump Shot,[],1630583,30.17411300919842,69.11764705882352,1610612763,36,37,2024-03-28T01:34:56Z,1710000,False,-96.0,231.0,1,left,S. Aldama 25' 3PT  (6 PTS) (D. Bane 4 AST),"[1630583, 1630217]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,Above the Break 3,24+ Left Center,25.01,Made,,,,,,,6.0,D. Bane,1630217.0,4.0,,,,,,,
174,PT00M01.00S,2024-03-28T00:37:21.9Z,1,REGULAR,3pt,Jump Shot,[],1626156,44.23455978975033,85.5392156862745,1610612747,36,37,2024-03-28T00:46:25Z,1730000,False,178.0,472.0,1,right,MISS D. Russell 50' pullup 3PT,[1626156],1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,,Above the Break 3,24+ Left Center,50.41,Missed,,,,,,,,,,,,,,,,,
175,PT00M01.00S,2024-03-28T00:37:21.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,36,37,2024-03-28T00:46:25Z,1740000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,Above the Break 3,24+ Left Center,,,174.0,,,,,,,,,,,,,,,,
176,PT00M00.00S,2024-03-28T00:37:27.5Z,1,REGULAR,period,end,[],0,,,1610612747,36,37,2024-03-28T00:37:27Z,1750000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2024-03-28T00:39:16.9Z,2,REGULAR,substitution,out,['startperiod'],1629634,,,1610612747,36,37,2024-03-28T00:40:03Z,1760000,False,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2024-03-28T00:39:16.9Z,2,REGULAR,substitution,out,['startperiod'],1630217,,,1610612747,36,37,2024-03-28T00:40:03Z,1770000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2024-03-28T00:39:16.9Z,2,REGULAR,substitution,out,['startperiod'],1629629,,,1610612747,36,37,2024-03-28T00:40:03Z,1780000,False,,,0,,SUB out: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2024-03-28T00:39:16.9Z,2,REGULAR,substitution,out,['startperiod'],203915,,,1610612747,36,37,2024-03-28T00:40:03Z,1790000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2024-03-28T00:39:16.9Z,2,REGULAR,substitution,in,['startperiod'],1630205,,,1610612747,36,37,2024-03-28T00:40:03Z,1800000,False,,,0,,SUB in: L. Stevens,[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2024-03-28T00:39:16.9Z,2,REGULAR,substitution,in,['startperiod'],1641713,,,1610612747,36,37,2024-03-28T00:40:03Z,1810000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2024-03-28T00:39:16.9Z,2,REGULAR,substitution,in,['startperiod'],1631108,,,1610612747,36,37,2024-03-28T00:40:03Z,1820000,False,,,0,,SUB in: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2024-03-28T00:39:16.9Z,2,REGULAR,substitution,in,['startperiod'],2544,,,1610612747,36,37,2024-03-28T00:40:03Z,1830000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2024-03-28T00:40:08.8Z,2,REGULAR,period,start,[],0,,,1610612747,36,37,2024-03-28T00:40:08Z,1840000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT11M43.00S,2024-03-28T00:40:24.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,93.77463863337714,51.225490196078425,1610612747,36,39,2024-03-28T00:40:29Z,1850000,False,6.0,6.0,1,right,T. Prince driving finger roll Layup (3 PTS) (L. James 2 AST),"[1627752, 2544]",1610612747.0,LAL,driving finger roll,,,Prince,T. Prince,,,,,,Restricted Area,0-8 Center,0.86,Made,,,,,,,3.0,L. James,2544.0,2.0,,,,,,,
189,PT11M21.00S,2024-03-28T00:40:47.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630610,10.33180026281209,39.705882352941174,1610612763,38,39,2024-03-28T00:40:50Z,1870000,False,51.0,45.0,1,left,D. Jarreau 6' driving floating bank Jump Shot (4 PTS),[1630610],1610612763.0,MEM,driving floating bank,,,Jarreau,D. Jarreau,,,,,,In The Paint (Non-RA),0-8 Center,6.81,Made,,,,,,,4.0,,,,,,,,,,
190,PT11M07.00S,2024-03-28T00:41:00.3Z,2,REGULAR,3pt,Jump Shot,[],1626156,67.36202365308804,47.549019607843135,1610612747,38,42,2024-03-28T00:41:05Z,1880000,False,-12.0,254.0,1,right,D. Russell 25' 3PT pullup (8 PTS),[1626156],1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,,Above the Break 3,24+ Center,25.46,Made,,,,,,,8.0,,,,,,,,,,
191,PT10M44.00S,2024-03-28T00:41:23.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630610,15.850854139290407,46.81372549019608,1610612763,40,42,2024-03-28T00:41:28Z,1890000,False,16.0,96.0,1,left,D. Jarreau 9' driving floating Jump Shot (6 PTS),[1630610],1610612763.0,MEM,driving floating,,,Jarreau,D. Jarreau,,,,,,In The Paint (Non-RA),8-16 Center,9.78,Made,,,,,,,6.0,,,,,,,,,,
192,PT10M22.00S,2024-03-28T00:41:45.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628385,85.89027595269383,59.068627450980394,1610612747,40,42,2024-03-28T00:41:49Z,1900000,False,45.0,80.0,1,right,MISS H. Giles III 9' turnaround Shot - blocked,"[1628385, 1630610]",1610612747.0,LAL,turnaround,,,Giles III,H. Giles III,,,,,,In The Paint (Non-RA),8-16 Center,9.2,Missed,,,,,Jarreau,1630610.0,,,,,,,,,,,
193,PT10M22.00S,2024-03-28T00:41:45.6Z,2,REGULAR,block,,[],1630610,,,1610612747,40,42,2024-03-28T00:41:48Z,1910000,False,,,0,,D. Jarreau BLOCK (1 BLK),[1630610],1610612763.0,MEM,,,,Jarreau,D. Jarreau,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
194,PT10M19.00S,2024-03-28T00:41:48.6Z,2,REGULAR,rebound,defensive,[],1631222,,,1610612763,40,42,2024-03-28T00:41:49Z,1920000,False,,,0,,J. LaRavia REBOUND (Off:1 Def:1),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,In The Paint (Non-RA),8-16 Center,,,192.0,2.0,1.0,1.0,,,,,,,,,,,,,
195,PT10M17.00S,2024-03-28T00:41:50.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630205,5.732588699080158,50.73529411764706,1610612763,42,42,2024-03-28T00:41:55Z,1930000,False,-4.0,1.0,1,left,L. Stevens running DUNK (2 PTS) (J. LaRavia 3 AST),"[1630205, 1631222]",1610612763.0,MEM,running,,,Stevens,L. Stevens,,,,,,Restricted Area,0-8 Center,0.4,Made,,,,,,,2.0,J. LaRavia,1631222.0,3.0,,,,,,,
197,PT10M09.00S,2024-03-28T00:41:58.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,83.26215505913272,38.23529411764706,1610612747,42,44,2024-03-28T00:42:01Z,1950000,False,-59.0,105.0,1,right,D. Russell 12' driving floating Jump Shot (10 PTS),[1626156],1610612747.0,LAL,driving floating,,,Russell,D. Russell,,,,,,In The Paint (Non-RA),8-16 Center,12.02,Made,,,,,,,10.0,,,,,,,,,,
198,PT09M56.00S,2024-03-28T00:42:11.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630610,17.296320630749015,38.72549019607843,1610612763,44,44,2024-03-28T00:42:14Z,1960000,False,56.0,110.0,1,left,D. Jarreau 12' driving floating Jump Shot (8 PTS),[1630610],1610612763.0,MEM,driving floating,,,Jarreau,D. Jarreau,,,,,,In The Paint (Non-RA),8-16 Center,12.37,Made,,,,,,,8.0,,,,,,,,,,
199,PT09M41.00S,2024-03-28T00:42:26.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,84.44480946123521,58.08823529411765,1610612747,44,44,2024-03-28T00:50:15Z,1970000,False,40.0,94.0,1,right,MISS D. Russell 10' driving floating Shot,[1626156],1610612747.0,LAL,driving floating,,,Russell,D. Russell,,,,,,In The Paint (Non-RA),8-16 Center,10.2,Missed,,,,,,,,,,,,,,,,,
200,PT09M40.00S,2024-03-28T00:42:27.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612763,44,44,2024-03-28T00:42:31Z,1980000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,199.0,,,,,,,,,,,,,,,,
202,PT09M31.00S,2024-03-28T00:42:55.7Z,2,REGULAR,foul,personal,[],1626156,,,1610612763,44,44,2024-03-28T00:42:58Z,2000000,False,,,0,,D. Russell personal FOUL (1 PF),"[1626156, 1630610]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,1193.0,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,0.0,Jarreau,1630610.0
204,PT09M26.00S,2024-03-28T00:43:14.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630205,6.915243101182654,49.50980392156863,1610612763,46,44,2024-03-28T00:43:18Z,2020000,False,2.0,13.0,1,left,L. Stevens driving Layup (4 PTS),[1630205],1610612763.0,MEM,driving,,,Stevens,L. Stevens,,,,,,Restricted Area,0-8 Center,1.27,Made,,,,,,,4.0,,,,,,,,,,
205,PT09M26.00S,2024-03-28T00:43:17.2Z,2,REGULAR,foul,personal,['1freethrow'],1627752,,,1610612763,46,44,2024-03-28T00:46:11Z,2030000,False,,,0,,T. Prince shooting personal FOUL (2 PF) (Stevens 1 FT),"[1627752, 1630205]",1610612747.0,LAL,shooting,,,Prince,T. Prince,,,,,1162.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Stevens,1630205.0
207,PT09M26.00S,2024-03-28T00:43:27.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,46,44,2024-03-28T00:44:05Z,2050000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M26.00S,2024-03-28T00:45:41.7Z,2,REGULAR,substitution,out,[],1628385,,,1610612763,46,44,2024-03-28T00:46:08Z,2060000,False,,,0,,SUB out: H. Giles III,[1628385],1610612747.0,LAL,,,,Giles III,H. Giles III,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M26.00S,2024-03-28T00:45:41.7Z,2,REGULAR,substitution,in,[],1629060,,,1610612763,46,44,2024-03-28T00:46:08Z,2070000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT09M26.00S,2024-03-28T00:46:23.0Z,2,REGULAR,freethrow,1 of 1,[],1630205,,,1610612763,47,44,2024-03-28T00:46:23Z,2080000,False,,,0,,L. Stevens Free Throw 1 of 1 (5 PTS),[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,
211,PT09M04.00S,2024-03-28T00:46:46.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,93.11760840998686,51.470588235294116,1610612747,47,46,2024-03-28T00:46:51Z,2090000,False,7.0,12.0,1,right,L. James driving reverse Layup (8 PTS),[2544],1610612747.0,LAL,driving reverse,,,James,L. James,,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,,,8.0,,,,,,,,,,
212,PT08M46.00S,2024-03-28T00:47:04.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630205,11.777266754270697,36.76470588235294,1610612763,47,46,2024-03-28T00:47:12Z,2100000,False,66.0,58.0,1,left,MISS L. Stevens 8' fadeaway bank Shot,[1630205],1610612763.0,MEM,fadeaway bank,,,Stevens,L. Stevens,,,,,,In The Paint (Non-RA),8-16 Right,8.81,Missed,,,,,,,,,,,,,,,,,
213,PT08M43.00S,2024-03-28T00:47:07.4Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,47,46,2024-03-28T00:47:12Z,2110000,False,,,0,,L. James REBOUND (Off:0 Def:4),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,In The Paint (Non-RA),8-16 Right,,,212.0,4.0,4.0,0.0,,,,,,,,,,,,,
214,PT08M31.00S,2024-03-28T00:47:19.5Z,2,REGULAR,2pt,Jump Shot,[],1629060,79.45137976346912,36.76470588235294,1610612747,47,46,2024-03-28T00:47:22Z,2120000,False,-66.0,141.0,1,right,MISS R. Hachimura 15' Jump Shot,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,Mid-Range,8-16 Center,15.55,Missed,,,,,,,,,,,,,,,,,
215,PT08M29.00S,2024-03-28T00:47:21.5Z,2,REGULAR,rebound,defensive,[],1630610,,,1610612763,47,46,2024-03-28T00:47:22Z,2130000,False,,,0,,D. Jarreau REBOUND (Off:0 Def:1),[1630610],1610612763.0,MEM,,,,Jarreau,D. Jarreau,,,,,,Mid-Range,8-16 Center,,,214.0,1.0,1.0,0.0,,,,,,,,,,,,,
216,PT08M22.00S,2024-03-28T00:47:28.3Z,2,REGULAR,3pt,Jump Shot,[],1630205,29.25427069645204,71.07843137254902,1610612763,47,46,2024-03-28T00:47:31Z,2140000,False,-105.0,222.0,1,left,MISS L. Stevens 24' 3PT,[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,,Above the Break 3,24+ Left Center,24.62,Missed,,,,,,,,,,,,,,,,,
217,PT08M20.00S,2024-03-28T00:47:30.3Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,47,46,2024-03-28T00:47:31Z,2150000,False,,,0,,L. James REBOUND (Off:0 Def:5),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Above the Break 3,24+ Left Center,,,216.0,5.0,5.0,0.0,,,,,,,,,,,,,
218,PT08M18.00S,2024-03-28T00:47:32.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626156,92.46057818659659,50.73529411764706,1610612747,47,46,2024-03-28T00:47:38Z,2160000,False,4.0,18.0,1,right,MISS D. Russell running finger roll Layup,[1626156],1610612747.0,LAL,running finger roll,,,Russell,D. Russell,,,,,,Restricted Area,0-8 Center,1.88,Missed,,,,,,,,,,,,,,,,,
220,PT08M13.00S,2024-03-28T00:47:37.9Z,2,REGULAR,rebound,defensive,[],1630205,,,1610612763,47,46,2024-03-28T00:47:38Z,2180000,False,,,0,,L. Stevens REBOUND (Off:0 Def:1),[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,,Restricted Area,0-8 Center,,,218.0,1.0,1.0,0.0,,,,,,,,,,,,,
221,PT08M10.00S,2024-03-28T00:47:40.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631222,28.728646517739815,24.264705882352942,1610612763,47,46,2024-03-28T01:02:21Z,2190000,False,129.0,218.0,1,left,MISS J. LaRavia 25' running 3PT,[1631222],1610612763.0,MEM,running,,,LaRavia,J. LaRavia,,,,,,Above the Break 3,24+ Right Center,25.27,Missed,,,,,,,,,,,,,,,,,
222,PT08M06.00S,2024-03-28T00:47:44.6Z,2,REGULAR,rebound,defensive,[],1629060,,,1610612747,47,46,2024-03-28T00:47:45Z,2200000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:3),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,Above the Break 3,24+ Right Center,,,221.0,3.0,3.0,0.0,,,,,,,,,,,,,
223,PT08M01.00S,2024-03-28T00:47:51.8Z,2,REGULAR,foul,personal,['2freethrow'],1630583,,,1610612747,47,46,2024-03-28T00:48:06Z,2210000,False,,,0,,S. Aldama shooting personal FOUL (2 PF) (Prince 2 FT),"[1630583, 1627752]",1610612763.0,MEM,shooting,,,Aldama,S. Aldama,,,,,1162.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Prince,1627752.0
225,PT08M01.00S,2024-03-28T00:48:16.3Z,2,REGULAR,freethrow,1 of 2,[],1627752,,,1610612747,47,47,2024-03-28T00:48:16Z,2230000,False,,,0,,T. Prince Free Throw 1 of 2 (4 PTS),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,
226,PT08M01.00S,2024-03-28T00:48:16.9Z,2,REGULAR,substitution,out,[],1631222,,,1610612747,47,47,2024-03-28T00:48:25Z,2240000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M01.00S,2024-03-28T00:48:16.9Z,2,REGULAR,substitution,out,[],1630610,,,1610612747,47,47,2024-03-28T00:48:25Z,2250000,False,,,0,,SUB out: D. Jarreau,[1630610],1610612763.0,MEM,,,,Jarreau,D. Jarreau,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M01.00S,2024-03-28T00:48:16.9Z,2,REGULAR,substitution,in,[],1630590,,,1610612747,47,47,2024-03-28T00:48:25Z,2260000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M01.00S,2024-03-28T00:48:16.9Z,2,REGULAR,substitution,in,[],1630217,,,1610612747,47,47,2024-03-28T00:48:25Z,2270000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M01.00S,2024-03-28T00:48:38.5Z,2,REGULAR,freethrow,2 of 2,[],1627752,,,1610612747,47,48,2024-03-28T00:48:38Z,2280000,False,,,0,,T. Prince Free Throw 2 of 2 (5 PTS),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,
231,PT07M48.00S,2024-03-28T00:48:56.4Z,2,REGULAR,turnover,out-of-bounds,[],1641713,,,1610612763,47,48,2024-03-28T00:49:00Z,2290000,False,,,0,,G. Jackson lost ball out-of-bounds TURNOVER (1 TO),[1641713],1610612763.0,MEM,lost ball,,,Jackson,G. Jackson,,,,,1162.0,Mid-Range,16-24 Left,,,,,,,,,,,,,1.0,,,,,,
232,PT07M35.00S,2024-03-28T00:49:19.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629060,81.94809461235218,41.17647058823529,1610612747,47,50,2024-03-28T00:49:23Z,2300000,False,-44.0,117.0,1,right,R. Hachimura 12' pullup Jump Shot (8 PTS) (L. James 3 AST),"[1629060, 2544]",1610612747.0,LAL,pullup,,,Hachimura,R. Hachimura,,,,,,In The Paint (Non-RA),8-16 Center,12.52,Made,,,,,,,8.0,L. James,2544.0,3.0,,,,,,,
234,PT07M12.00S,2024-03-28T00:49:41.6Z,2,REGULAR,2pt,Jump Shot,[],1630205,20.97568988173456,49.01960784313725,1610612763,49,50,2024-03-28T00:49:45Z,2320000,False,5.0,145.0,1,left,L. Stevens 14' Jump Shot (7 PTS) (D. Bane 5 AST),"[1630205, 1630217]",1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,,Mid-Range,8-16 Center,14.48,Made,,,,,,,7.0,D. Bane,1630217.0,5.0,,,,,,,
236,PT06M53.00S,2024-03-28T00:50:00.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629060,93.77463863337714,50.245098039215684,1610612747,49,52,2024-03-28T00:50:04Z,2340000,False,1.0,6.0,1,right,R. Hachimura cutting DUNK (10 PTS) (L. James 4 AST),"[1629060, 2544]",1610612747.0,LAL,cutting,,,Hachimura,R. Hachimura,,,,,,Restricted Area,0-8 Center,0.61,Made,,,,,,,10.0,L. James,2544.0,4.0,,,,,,,
238,PT06M38.00S,2024-03-28T00:50:15.3Z,2,REGULAR,3pt,Jump Shot,[],1630205,4.28712220762155,95.34313725490196,1610612763,49,52,2024-03-28T00:50:18Z,2360000,False,-227.0,-12.0,1,left,MISS L. Stevens 3PT,[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,,Left Corner 3,24+ Left,22.7,Missed,,,,,,,,,,,,,,,,,
239,PT06M36.00S,2024-03-28T00:50:17.3Z,2,REGULAR,rebound,defensive,[],1626156,,,1610612747,49,52,2024-03-28T00:50:18Z,2370000,False,,,0,,D. Russell REBOUND (Off:1 Def:1),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,Left Corner 3,24+ Left,,,238.0,2.0,1.0,1.0,,,,,,,,,,,,,
240,PT06M29.00S,2024-03-28T00:50:25.6Z,2,REGULAR,3pt,Jump Shot,[],1629060,92.9862023653088,4.166666666666666,1610612747,49,55,2024-03-28T00:50:30Z,2380000,False,-229.0,13.0,1,right,R. Hachimura 3PT  (13 PTS) (T. Prince 1 AST),"[1629060, 1627752]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,Left Corner 3,24+ Left,22.96,Made,,,,,,,13.0,T. Prince,1627752.0,1.0,,,,,,,
242,PT06M27.00S,2024-03-28T00:50:30.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,49,55,2024-03-28T00:50:30Z,2400000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M27.00S,2024-03-28T00:52:38.2Z,2,REGULAR,substitution,out,[],1630583,,,1610612763,49,55,2024-03-28T00:53:10Z,2410000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M27.00S,2024-03-28T00:52:38.2Z,2,REGULAR,substitution,out,[],1630205,,,1610612763,49,55,2024-03-28T00:53:10Z,2420000,False,,,0,,SUB out: L. Stevens,[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M27.00S,2024-03-28T00:52:38.2Z,2,REGULAR,substitution,out,[],1626156,,,1610612763,49,55,2024-03-28T00:53:10Z,2430000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M27.00S,2024-03-28T00:52:38.2Z,2,REGULAR,substitution,out,[],1631108,,,1610612763,49,55,2024-03-28T00:53:10Z,2440000,False,,,0,,SUB out: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M27.00S,2024-03-28T00:52:38.2Z,2,REGULAR,substitution,out,[],1627752,,,1610612763,49,55,2024-03-28T00:53:10Z,2450000,False,,,0,,SUB out: T. Prince,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M27.00S,2024-03-28T00:52:38.2Z,2,REGULAR,substitution,in,[],1628991,,,1610612763,49,55,2024-03-28T00:53:10Z,2460000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M27.00S,2024-03-28T00:52:38.2Z,2,REGULAR,substitution,in,[],1629634,,,1610612763,49,55,2024-03-28T00:53:10Z,2470000,False,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M27.00S,2024-03-28T00:52:38.2Z,2,REGULAR,substitution,in,[],203915,,,1610612763,49,55,2024-03-28T00:53:10Z,2480000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M27.00S,2024-03-28T00:52:38.2Z,2,REGULAR,substitution,in,[],1630559,,,1610612763,49,55,2024-03-28T00:53:10Z,2490000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M27.00S,2024-03-28T00:52:38.2Z,2,REGULAR,substitution,in,[],1629637,,,1610612763,49,55,2024-03-28T00:53:10Z,2500000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M11.00S,2024-03-28T00:53:38.5Z,2,REGULAR,2pt,Jump Shot,[],1630217,26.62614980289093,68.38235294117648,1610612763,49,55,2024-03-28T00:53:42Z,2510000,False,-92.0,198.0,1,left,MISS D. Bane 21' step back Shot,[1630217],1610612763.0,MEM,step back,,,Bane,D. Bane,,,,,,Mid-Range,16-24 Left Center,21.81,Missed,,,,,,,,,,,,,,,,,
254,PT06M09.00S,2024-03-28T00:53:40.5Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,49,55,2024-03-28T00:53:42Z,2520000,False,,,0,,L. James REBOUND (Off:0 Def:6),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Mid-Range,16-24 Left Center,,,253.0,6.0,6.0,0.0,,,,,,,,,,,,,
255,PT06M05.00S,2024-03-28T00:53:45.4Z,2,REGULAR,turnover,bad pass,[],1630559,,,1610612747,49,55,2024-03-28T00:53:48Z,2530000,False,,,0,,A. Reaves bad pass TURNOVER (2 TO),"[1630559, 1630590]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,2.0,Pippen Jr.,1630590.0,,,,
