actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal
172,PT11M29.00S,2024-01-26T00:38:16.3Z,2,REGULAR,3pt,Jump Shot,[],1641767,68.67608409986859,26.96078431372549,1610612754,34,25,2024-01-26T00:38:21Z,1700000,False,-115.0,242.0,1,right,MISS B. Sheppard 26' 3PT,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,26.79,,,,,,,,,
173,PT11M25.00S,2024-01-26T00:38:19.9Z,2,REGULAR,rebound,offensive,[],1631097,,,1610612754,34,25,2024-01-26T00:38:19Z,1710000,False,,,0,,B. Mathurin REBOUND (Off:1 Def:1),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,172.0,2.0,1.0,1.0,,,
174,PT11M15.00S,2024-01-26T00:38:29.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630167,76.2976346911958,9.313725490196079,1610612754,34,25,2024-01-26T00:38:32Z,1720000,False,-203.0,170.0,1,right,MISS O. Toppin 26' step back 3PT,[1630167],1610612754.0,IND,step back,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,26.53,,,,,,,,,
175,PT11M13.00S,2024-01-26T00:38:31.2Z,2,REGULAR,rebound,defensive,[],1630531,,,1610612755,34,25,2024-01-26T00:38:32Z,1730000,False,,,0,,J. Springer REBOUND (Off:0 Def:2),[1630531],1610612755.0,PHI,,,,Springer,J. Springer,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,174.0,2.0,2.0,0.0,,,
176,PT11M08.00S,2024-01-26T00:38:39.8Z,2,REGULAR,foul,personal,[],1630188,,,1610612755,34,25,2024-01-26T00:38:50Z,1740000,False,,,0,,J. Smith personal FOUL (1 PF),"[1630188, 1627863]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,1627524.0,1.0,0.0,House Jr.,1627863.0,,,,,,,,,,,,
178,PT11M03.00S,2024-01-26T00:39:07.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,9.411957950065702,49.50980392156863,1610612755,34,25,2024-01-26T00:39:17Z,1760000,False,2.0,36.0,1,left,MISS T. Maxey driving Layup - blocked,"[1630178, 1630188]",1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,3.61,Smith,1630188.0,,,,,,,
179,PT11M03.00S,2024-01-26T00:39:07.4Z,2,REGULAR,block,,[],1630188,,,1610612755,34,25,2024-01-26T00:39:10Z,1770000,False,,,0,,J. Smith BLOCK (2 BLK),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
180,PT11M00.00S,2024-01-26T00:39:10.4Z,2,REGULAR,rebound,defensive,[],1631097,,,1610612754,34,25,2024-01-26T00:39:49Z,1780000,False,,,0,,B. Mathurin REBOUND (Off:1 Def:2),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,178.0,3.0,2.0,1.0,,,
181,PT10M57.00S,2024-01-26T00:39:15.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1631097,84.05059132720105,35.53921568627451,1610612754,36,25,2024-01-26T00:39:41Z,1790000,False,-72.0,97.0,1,right,B. Mathurin 12' running pullup Jump Shot (2 PTS),[1631097],1610612754.0,IND,running pullup,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,Made,2.0,12.13,,,,,,,,,
182,PT10M57.00S,2024-01-26T00:39:22.9Z,2,REGULAR,foul,personal,['1freethrow'],1627863,,,1610612754,36,25,2024-01-26T00:39:26Z,1800000,False,,,0,,D. House Jr. shooting personal FOUL (1 PF) (Mathurin 1 FT),"[1627863, 1631097]",1610612755.0,PHI,shooting,,,House Jr.,D. House Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,1627524.0,1.0,0.0,Mathurin,1631097.0,,,,,,,,,,,,
184,PT10M57.00S,2024-01-26T00:39:44.0Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1631097,,,1610612754,37,25,2024-01-26T00:39:44Z,1820000,False,,,0,,B. Mathurin Free Throw 1 of 1 (3 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,Made,3.0,,,,,,,,,,
185,PT10M42.00S,2024-01-26T00:40:02.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,12.434296977660972,39.705882352941174,1610612755,37,27,2024-01-26T00:40:24Z,1830000,False,51.0,64.0,1,left,T. Maxey 8' driving floating bank Jump Shot (6 PTS),[1630178],1610612755.0,PHI,driving floating bank,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,Made,6.0,8.25,,,,,,,,,
186,PT10M42.00S,2024-01-26T00:40:05.6Z,2,REGULAR,foul,personal,['1freethrow'],1641767,,,1610612755,37,27,2024-01-26T00:40:34Z,1840000,False,,,0,,B. Sheppard shooting personal FOUL (2 PF) (Maxey 1 FT),"[1641767, 1630178]",1610612754.0,IND,shooting,,,Sheppard,B. Sheppard,,,,,In The Paint (Non-RA),8-16 Right,,,,200834.0,2.0,0.0,Maxey,1630178.0,,,,,,,,,,,,
188,PT10M42.00S,2024-01-26T00:40:28.2Z,2,REGULAR,freethrow,1 of 1,[],1630178,,,1610612755,37,28,2024-01-26T00:40:28Z,1860000,False,,,0,,T. Maxey Free Throw 1 of 1 (7 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,Made,7.0,,,,,,,,,,
189,PT10M30.00S,2024-01-26T00:40:41.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,89.83245729303549,38.48039215686275,1610612754,39,28,2024-01-26T00:41:13Z,1870000,False,-58.0,43.0,1,right,B. Mathurin 7' fadeaway bank Jump Shot (5 PTS),[1631097],1610612754.0,IND,fadeaway bank,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Made,5.0,7.19,,,,,,,,,
190,PT10M12.00S,2024-01-26T00:41:00.9Z,2,REGULAR,foul,personal,['2freethrow'],1630188,,,1610612755,39,28,2024-01-26T00:41:06Z,1880000,False,,,0,,J. Smith shooting personal FOUL (2 PF) (Maxey 2 FT),"[1630188, 1630178]",1610612754.0,IND,shooting,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,1627962.0,2.0,0.0,Maxey,1630178.0,,,,,,,,,,,,
192,PT10M12.00S,2024-01-26T00:41:28.6Z,2,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,39,29,2024-01-26T00:41:28Z,1900000,False,,,0,,T. Maxey Free Throw 1 of 2 (8 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,Made,8.0,,,,,,,,,,
193,PT10M12.00S,2024-01-26T00:41:29.2Z,2,REGULAR,substitution,out,[],1630531,,,1610612755,39,29,2024-01-26T00:41:40Z,1910000,False,,,0,,SUB out: J. Springer,[1630531],1610612755.0,PHI,,,,Springer,J. Springer,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT10M12.00S,2024-01-26T00:41:29.2Z,2,REGULAR,substitution,in,[],201976,,,1610612755,39,29,2024-01-26T00:41:40Z,1920000,False,,,0,,SUB in: P. Beverley,[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT10M12.00S,2024-01-26T00:41:54.6Z,2,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,39,30,2024-01-26T00:41:54Z,1930000,False,,,0,,T. Maxey Free Throw 2 of 2 (9 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,Made,9.0,,,,,,,,,,
196,PT09M57.00S,2024-01-26T00:42:11.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,91.80354796320631,54.41176470588235,1610612754,41,30,2024-01-26T00:42:19Z,1940000,False,22.0,25.0,1,right,B. Mathurin driving finger roll Layup (7 PTS),[1631097],1610612754.0,IND,driving finger roll,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,7.0,3.3,,,,,,,,,
197,PT09M57.00S,2024-01-26T00:42:17.1Z,2,REGULAR,foul,personal,['1freethrow'],1630194,,,1610612754,41,30,2024-01-26T00:42:20Z,1950000,False,,,0,,P. Reed shooting personal FOUL (1 PF) (Mathurin 1 FT),"[1630194, 1631097]",1610612755.0,PHI,shooting,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,1627962.0,1.0,0.0,Mathurin,1631097.0,,,,,,,,,,,,
199,PT09M57.00S,2024-01-26T00:42:40.3Z,2,REGULAR,freethrow,1 of 1,[],1631097,,,1610612754,42,30,2024-01-26T00:42:40Z,1970000,False,,,0,,B. Mathurin Free Throw 1 of 1 (8 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,Made,8.0,,,,,,,,,,
200,PT09M48.00S,2024-01-26T00:42:53.3Z,2,REGULAR,3pt,Jump Shot,[],201976,11.908672798948752,1.715686274509804,1610612755,42,30,2024-01-26T00:42:57Z,1980000,False,241.0,59.0,1,left,MISS P. Beverley 24' 3PT,[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,Right Corner 3,24+ Right,,,,,,,,,Missed,,24.86,,,,,,,,,
201,PT09M43.00S,2024-01-26T00:42:58.3Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612754,42,30,2024-01-26T00:42:57Z,1990000,False,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,200.0,1.0,1.0,0.0,,,
202,PT09M29.00S,2024-01-26T00:43:11.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,93.24901445466492,49.26470588235294,1610612754,44,30,2024-01-26T00:43:15Z,2000000,False,-4.0,11.0,1,right,B. Mathurin Layup (10 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,10.0,1.16,,,,,,,,,
204,PT09M19.00S,2024-01-26T00:43:22.5Z,2,REGULAR,turnover,out-of-bounds,[],1630178,,,1610612755,44,30,2024-01-26T00:43:29Z,2020000,False,,,0,,T. Maxey bad pass out-of-bounds TURNOVER (1 TO),[1630178],1610612755.0,PHI,bad pass,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,1.0,,,1627524.0,,,,,,,,,,,,,,,,
205,PT09M11.00S,2024-01-26T00:43:40.3Z,2,REGULAR,turnover,lost ball,[],204456,,,1610612754,44,30,2024-01-26T00:43:44Z,2030000,False,,,0,,T. McConnell lost ball TURNOVER (1 TO),"[204456, 1630194]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Mid-Range,16-24 Center,1.0,Reed,1630194.0,,,,,,,,,,,,,,,,,
206,PT09M11.00S,2024-01-26T00:43:40.3Z,2,REGULAR,steal,,[],1630194,,,1610612755,44,30,2024-01-26T00:43:41Z,2040000,False,,,0,,P. Reed STEAL (1 STL),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
207,PT09M09.00S,2024-01-26T00:43:43.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627863,5.206964520367937,46.07843137254902,1610612755,44,32,2024-01-26T00:43:54Z,2050000,False,20.0,-4.0,1,left,D. House Jr. running Layup (4 PTS) (P. Beverley 3 AST),"[1627863, 201976]",1610612755.0,PHI,running,,,House Jr.,D. House Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,4.0,1.99,,,,,,,P. Beverley,201976.0,3.0
208,PT09M09.00S,2024-01-26T00:43:49.8Z,2,REGULAR,foul,personal,['1freethrow'],1630167,,,1610612755,44,32,2024-01-26T00:43:56Z,2060000,False,,,0,,O. Toppin shooting personal FOUL (1 PF) (House Jr. 1 FT),"[1630167, 1627863]",1610612754.0,IND,shooting,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,1627962.0,1.0,0.0,House Jr.,1627863.0,,,,,,,,,,,,
211,PT09M09.00S,2024-01-26T00:44:18.9Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1627863,,,1610612755,44,33,2024-01-26T00:44:18Z,2080000,False,,,0,,D. House Jr. Free Throw 1 of 1 (5 PTS),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,Made,5.0,,,,,,,,,,
212,PT08M52.00S,2024-01-26T00:44:36.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,93.38042049934296,56.61764705882353,1610612754,44,33,2024-01-26T00:44:44Z,2090000,False,33.0,10.0,1,right,MISS B. Mathurin driving reverse Layup,[1631097],1610612754.0,IND,driving reverse,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,3.45,,,,,,,,,
213,PT08M50.00S,2024-01-26T00:44:38.8Z,2,REGULAR,rebound,defensive,[],1630194,,,1610612755,44,33,2024-01-26T00:44:44Z,2100000,False,,,0,,P. Reed REBOUND (Off:0 Def:2),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,212.0,2.0,2.0,0.0,,,
214,PT08M44.00S,2024-01-26T00:44:47.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630188,,,1610612755,44,33,2024-01-26T00:44:55Z,2110000,False,,,0,,J. Smith shooting personal FOUL (3 PF) (House Jr. 2 FT),"[1630188, 1627863]",1610612754.0,IND,shooting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,1627524.0,3.0,0.0,House Jr.,1627863.0,,,,,,,,,,,,
216,PT08M44.00S,2024-01-26T00:45:26.1Z,2,REGULAR,freethrow,1 of 2,[],1627863,,,1610612755,44,33,2024-01-26T00:45:26Z,2130000,False,,,0,,MISS D. House Jr. Free Throw 1 of 2,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,Missed,,,,,,,,,,,
217,PT08M44.00S,2024-01-26T00:45:26.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,44,33,2024-01-26T00:45:26Z,2140000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,216.0,,,,,,
218,PT08M44.00S,2024-01-26T00:45:31.6Z,2,REGULAR,substitution,out,[],1630188,,,1610612755,44,33,2024-01-26T00:45:33Z,2150000,False,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M44.00S,2024-01-26T00:45:31.6Z,2,REGULAR,substitution,in,[],1630543,,,1610612755,44,33,2024-01-26T00:45:33Z,2160000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M44.00S,2024-01-26T00:45:47.8Z,2,REGULAR,freethrow,2 of 2,[],1627863,,,1610612755,44,34,2024-01-26T00:45:47Z,2170000,False,,,0,,D. House Jr. Free Throw 2 of 2 (6 PTS),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,Made,6.0,,,,,,,,,,
221,PT08M31.00S,2024-01-26T00:46:05.7Z,2,REGULAR,foul,personal,[],1627863,,,1610612754,44,34,2024-01-26T00:46:18Z,2180000,False,,,0,,D. House Jr. personal FOUL (2 PF),"[1627863, 1630543]",1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,1627524.0,2.0,0.0,Jackson,1630543.0,,,,,,,,,,,,
224,PT08M20.00S,2024-01-26T00:46:39.7Z,2,REGULAR,3pt,Jump Shot,[],1630167,73.14388961892247,16.42156862745098,1610612754,47,34,2024-01-26T00:46:44Z,2200000,False,-168.0,200.0,1,right,O. Toppin 26' 3PT  (7 PTS) (T. McConnell 2 AST),"[1630167, 204456]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Made,7.0,26.11,,,,,,,T. McConnell,204456.0,2.0
226,PT08M03.00S,2024-01-26T00:46:56.7Z,2,REGULAR,2pt,Jump Shot,[],1630178,10.463206307490145,31.127450980392158,1610612755,47,36,2024-01-26T00:47:03Z,2220000,False,94.0,46.0,1,left,T. Maxey 10' driving floating bank Jump Shot (11 PTS),[1630178],1610612755.0,PHI,driving floating bank,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Right,,,,,,,,,Made,11.0,10.5,,,,,,,,,
227,PT07M54.00S,2024-01-26T00:47:05.5Z,2,REGULAR,turnover,bad pass,[],204456,,,1610612754,47,36,2024-01-26T00:47:12Z,2230000,False,,,0,,T. McConnell bad pass TURNOVER (2 TO),"[204456, 1627863]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,2.0,House Jr.,1627863.0,,,,,,,,,,,,,,,,,
228,PT07M54.00S,2024-01-26T00:47:05.5Z,2,REGULAR,steal,,[],1627863,,,1610612755,47,36,2024-01-26T00:47:07Z,2240000,False,,,0,,D. House Jr. STEAL (1 STL),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
229,PT07M49.00S,2024-01-26T00:47:10.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630178,30.436925098554536,77.20588235294117,1610612755,47,36,2024-01-26T00:47:39Z,2250000,False,-136.0,234.0,1,left,MISS T. Maxey 27' running pullup 3PT,[1630178],1610612755.0,PHI,running pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,27.03,,,,,,,,,
230,PT07M47.00S,2024-01-26T00:47:12.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612754,47,36,2024-01-26T00:47:39Z,2260000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,229.0,,,,,,
231,PT07M47.00S,2024-01-26T00:47:19.5Z,2,REGULAR,foul,personal,[],1630194,,,1610612754,47,36,2024-01-26T00:47:22Z,2270000,False,,,0,,P. Reed loose ball personal FOUL (2 PF),"[1630194, 1630543]",1610612755.0,PHI,loose ball,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,1627524.0,2.0,0.0,Jackson,1630543.0,,,,,,,,,,,,
233,PT07M47.00S,2024-01-26T00:47:24.8Z,2,REGULAR,substitution,out,[],1627863,,,1610612754,47,36,2024-01-26T00:47:37Z,2290000,False,,,0,,SUB out: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M47.00S,2024-01-26T00:47:24.8Z,2,REGULAR,substitution,in,[],1626162,,,1610612754,47,36,2024-01-26T00:47:37Z,2300000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M27.00S,2024-01-26T00:47:59.3Z,2,REGULAR,2pt,Jump Shot,[],1630167,93.64323258869908,31.372549019607842,1610612754,49,36,2024-01-26T00:48:06Z,2310000,False,-93.0,7.0,1,right,O. Toppin 9' floating Jump Shot (9 PTS) (B. Mathurin 1 AST),"[1630167, 1631097]",1610612754.0,IND,floating,,,Toppin,O. Toppin,,,,,Mid-Range,8-16 Left,,,,,,,,,Made,9.0,9.34,,,,,,,B. Mathurin,1631097.0,1.0
237,PT07M17.00S,2024-01-26T00:48:12.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201976,12.828515111695138,42.8921568627451,1610612755,49,38,2024-01-26T00:50:04Z,2330000,False,36.0,68.0,1,left,P. Beverley 7' driving floating Jump Shot (2 PTS),[201976],1610612755.0,PHI,driving floating,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Made,2.0,7.68,,,,,,,,,
238,PT07M17.00S,2024-01-26T00:48:17.7Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1641767,,,1610612755,49,38,2024-01-26T00:48:23Z,2340000,False,,,0,,B. Sheppard shooting personal FOUL (3 PF) (Beverley 1 FT),"[1641767, 201976]",1610612754.0,IND,shooting,,,Sheppard,B. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,,,,1627962.0,3.0,0.0,Beverley,201976.0,,,,,,,,,,,,
240,PT07M17.00S,2024-01-26T00:48:24.2Z,2,REGULAR,substitution,out,[],1630543,,,1610612755,49,38,2024-01-26T00:49:13Z,2360000,False,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M17.00S,2024-01-26T00:48:24.2Z,2,REGULAR,substitution,out,[],1641767,,,1610612755,49,38,2024-01-26T00:49:13Z,2370000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M17.00S,2024-01-26T00:48:24.2Z,2,REGULAR,substitution,out,[],201587,,,1610612755,49,38,2024-01-26T00:49:13Z,2380000,False,,,0,,SUB out: N. Batum,[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M17.00S,2024-01-26T00:48:24.2Z,2,REGULAR,substitution,out,[],1630194,,,1610612755,49,38,2024-01-26T00:49:13Z,2390000,False,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M17.00S,2024-01-26T00:48:24.2Z,2,REGULAR,substitution,in,[],1626167,,,1610612755,49,38,2024-01-26T00:49:13Z,2400000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M17.00S,2024-01-26T00:48:24.2Z,2,REGULAR,substitution,in,[],1627741,,,1610612755,49,38,2024-01-26T00:49:13Z,2410000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M17.00S,2024-01-26T00:48:24.2Z,2,REGULAR,substitution,in,[],1630231,,,1610612755,49,38,2024-01-26T00:49:13Z,2420000,False,,,0,,SUB in: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M17.00S,2024-01-26T00:48:24.2Z,2,REGULAR,substitution,in,[],203954,,,1610612755,49,38,2024-01-26T00:49:13Z,2430000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M17.00S,2024-01-26T00:48:58.2Z,2,REGULAR,freethrow,1 of 1,[],201976,,,1610612755,49,39,2024-01-26T00:48:58Z,2440000,False,,,0,,P. Beverley Free Throw 1 of 1 (3 PTS),[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,Made,3.0,,,,,,,,,,
249,PT07M05.00S,2024-01-26T00:49:11.5Z,2,REGULAR,2pt,Jump Shot,[],1626167,70.77858081471747,55.14705882352941,1610612754,49,39,2024-01-26T00:49:16Z,2450000,False,26.0,222.0,1,right,MISS M. Turner 22' Jump Shot,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,16-24 Center,,,,,,,,,Missed,,22.37,,,,,,,,,
250,PT07M05.00S,2024-01-26T00:49:11.5Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,49,39,2024-01-26T00:49:16Z,2460000,False,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,249.0,1.0,1.0,0.0,,,
251,PT06M56.00S,2024-01-26T00:49:20.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,9.411957950065702,46.81372549019608,1610612755,49,39,2024-01-26T00:49:26Z,2470000,False,16.0,36.0,1,left,MISS T. Maxey driving finger roll Layup - blocked,"[1630178, 1630167]",1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,3.94,Toppin,1630167.0,,,,,,,
252,PT06M56.00S,2024-01-26T00:49:20.7Z,2,REGULAR,block,,[],1630167,,,1610612755,49,39,2024-01-26T00:49:22Z,2480000,False,,,0,,O. Toppin BLOCK (1 BLK),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
253,PT06M54.00S,2024-01-26T00:49:22.7Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,49,39,2024-01-26T00:49:45Z,2490000,False,,,0,,M. Turner REBOUND (Off:1 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,251.0,3.0,2.0,1.0,,,
254,PT06M51.00S,2024-01-26T00:49:28.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631097,90.09526938239159,58.333333333333336,1610612754,49,39,2024-01-26T00:49:40Z,2500000,False,42.0,41.0,1,right,MISS B. Mathurin running Layup - blocked,"[1631097, 201976]",1610612754.0,IND,running,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,5.82,Beverley,201976.0,,,,,,,
255,PT06M51.00S,2024-01-26T00:49:28.8Z,2,REGULAR,block,,[],201976,,,1610612754,49,39,2024-01-26T00:49:30Z,2510000,False,,,0,,P. Beverley BLOCK (1 BLK),[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
256,PT06M50.00S,2024-01-26T00:49:29.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,49,39,2024-01-26T00:49:40Z,2520000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,254.0,,,,,,
