actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId
601,PT03M46.00S,2023-12-31T02:14:21.8Z,4,REGULAR,rebound,defensive,[],1628392,,,1610612752,128,115,2023-12-31T02:14:21Z,5930000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:6),[1628392],1610612752.0,NYK,,Hartenstein,I. Hartenstein,,Above the Break 3,24+ Center,,,600.0,8.0,6.0,2.0,,,,,,,,,,,,,,,,,,,
602,PT03M42.00S,2023-12-31T02:14:26.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629614,,,1610612752,128,115,2023-12-31T02:14:33Z,5940000,False,,,0,,A. Nembhard personal FOUL (4 PF) (Brunson 2 FT),"[1629614, 1628973]",1610612754.0,IND,201639.0,Nembhard,A. Nembhard,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,4.0,0.0,Brunson,1628973.0,,,,,,
604,PT03M42.00S,2023-12-31T02:14:54.0Z,4,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,128,116,2023-12-31T02:14:54Z,5960000,False,,,0,,J. Brunson Free Throw 1 of 2 (27 PTS),[1628973],1610612752.0,NYK,,Brunson,J. Brunson,,,,,Made,,,,,27.0,,,,,,,,,,,,,,,,,,
605,PT03M42.00S,2023-12-31T02:15:03.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612752,128,116,2023-12-31T02:15:03Z,5970000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT03M42.00S,2023-12-31T02:17:00.7Z,4,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,128,117,2023-12-31T02:17:00Z,5980000,False,,,0,,J. Brunson Free Throw 2 of 2 (28 PTS),[1628973],1610612752.0,NYK,,Brunson,J. Brunson,,,,,Made,,,,,28.0,,,,,,,,,,,,,,,,,,
607,PT03M30.00S,2023-12-31T02:17:17.0Z,4,REGULAR,3pt,Jump Shot,[],1630174,28.991458607095925,71.07843137254902,1610612754,131,117,2023-12-31T02:17:21Z,5990000,False,-105.0,220.0,1,left,A. Nesmith 24' 3PT  (22 PTS) (T. Haliburton 22 AST),"[1630174, 1630169]",1610612754.0,IND,,Nesmith,A. Nesmith,,Above the Break 3,24+ Left Center,24.39,Made,,,,,22.0,T. Haliburton,1630169.0,22.0,,,,,,,,,,,,,,,
609,PT03M14.00S,2023-12-31T02:17:32.0Z,4,REGULAR,2pt,Jump Shot,[],203944,89.96386333771353,32.59803921568628,1610612752,131,117,2023-12-31T02:18:07Z,6010000,False,-87.0,42.0,1,right,MISS J. Randle 9' driving bank Shot,[203944],1610612752.0,NYK,,Randle,J. Randle,driving bank,Mid-Range,8-16 Left,9.65,Missed,,,,,,,,,,,,,,,,,,,,,,,
613,PT03M11.00S,2023-12-31T02:17:35.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612752,131,117,2023-12-31T02:18:07Z,6020000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,Mid-Range,8-16 Left,,,609.0,,,,,,,,,,,,,,,,,,,,,,
610,PT03M11.00S,2023-12-31T02:18:04.0Z,4,REGULAR,jumpball,recovered,[],1628978,,,1610612752,131,117,2023-12-31T02:18:04Z,6030000,False,,,0,,Jump Ball I. Hartenstein vs. M. Turner: Tip to D. DiVincenzo,"[1628978, 1628392, 1626167]",1610612752.0,NYK,,DiVincenzo,D. DiVincenzo,heldball,,,,,,,,,,,,,,,,,,,,,,D. DiVincenzo,1628978.0,Hartenstein,1628392.0,Turner,1626167.0
614,PT03M09.00S,2023-12-31T02:18:06.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628978,89.70105124835742,57.59803921568627,1610612752,131,119,2023-12-31T02:18:12Z,6060000,False,38.0,44.0,1,right,D. DiVincenzo turnaround Jump Shot (36 PTS),[1628978],1610612752.0,NYK,,DiVincenzo,D. DiVincenzo,turnaround,In The Paint (Non-RA),0-8 Center,5.84,Made,,,,,36.0,,,,,,,,,,,,,,,,,,
615,PT02M50.00S,2023-12-31T02:18:22.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,6.389618922470433,45.83333333333333,1610612754,131,119,2023-12-31T02:19:45Z,6070000,False,21.0,8.0,1,left,MISS M. Turner cutting Layup - blocked,"[1626167, 1628973]",1610612754.0,IND,,Turner,M. Turner,cutting,Restricted Area,0-8 Center,2.21,Missed,,,,,,,,,,,,Brunson,1628973.0,,,,,,,,,,
616,PT02M50.00S,2023-12-31T02:18:22.3Z,4,REGULAR,block,,[],1628973,,,1610612754,131,119,2023-12-31T02:18:22Z,6080000,False,,,0,,J. Brunson BLOCK (1 BLK),[1628973],1610612752.0,NYK,,Brunson,J. Brunson,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT02M48.00S,2023-12-31T02:18:24.3Z,4,REGULAR,rebound,defensive,[],1628392,,,1610612752,131,119,2023-12-31T02:18:34Z,6090000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:7),[1628392],1610612752.0,NYK,,Hartenstein,I. Hartenstein,,Restricted Area,0-8 Center,,,615.0,9.0,7.0,2.0,,,,,,,,,,,,,,,,,,,
618,PT02M47.00S,2023-12-31T02:18:25.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,92.32917214191852,47.794117647058826,1610612752,131,121,2023-12-31T02:20:56Z,6100000,False,-11.0,20.0,1,right,J. Hart running Layup (10 PTS) (D. DiVincenzo 2 AST),"[1628404, 1628978]",1610612752.0,NYK,,Hart,J. Hart,running,Restricted Area,0-8 Center,2.25,Made,,,,,10.0,D. DiVincenzo,1628978.0,2.0,,,,,,,,,,,,,,,
620,PT02M26.00S,2023-12-31T02:18:47.2Z,4,REGULAR,3pt,Jump Shot,[],1630174,7.30946123521682,96.07843137254902,1610612754,131,121,2023-12-31T02:18:53Z,6120000,False,-230.0,16.0,1,left,MISS A. Nesmith step back 3PT,[1630174],1610612754.0,IND,,Nesmith,A. Nesmith,step back,Left Corner 3,24+ Left,23.1,Missed,,,,,,,,,,,,,,,,,,,,,,,
621,PT02M22.00S,2023-12-31T02:18:51.2Z,4,REGULAR,rebound,offensive,[],1629614,,,1610612754,131,121,2023-12-31T02:18:53Z,6130000,False,,,0,,A. Nembhard REBOUND (Off:3 Def:2),[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,,Left Corner 3,24+ Left,,,620.0,5.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
622,PT02M11.00S,2023-12-31T02:19:02.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628973,,,1610612754,131,121,2023-12-31T02:19:11Z,6140000,False,,,0,,J. Brunson take personal FOUL (3 PF) (Mathurin 2 FT),"[1628973, 1631097]",1610612752.0,NYK,203592.0,Brunson,J. Brunson,take,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,3.0,0.0,Mathurin,1631097.0,,,,,,
624,PT02M11.00S,2023-12-31T02:19:36.1Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1631097,,,1610612754,132,121,2023-12-31T02:19:36Z,6160000,False,,,0,,B. Mathurin Free Throw 1 of 2 (19 PTS),[1631097],1610612754.0,IND,,Mathurin,B. Mathurin,,,,,Made,,,,,19.0,,,,,,,,,,,,,,,,,,
625,PT02M11.00S,2023-12-31T02:19:59.9Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1631097,,,1610612754,133,121,2023-12-31T02:20:00Z,6170000,False,,,0,,B. Mathurin Free Throw 2 of 2 (20 PTS),[1631097],1610612754.0,IND,,Mathurin,B. Mathurin,,,,,Made,,,,,20.0,,,,,,,,,,,,,,,,,,
626,PT02M07.00S,2023-12-31T02:20:06.1Z,4,REGULAR,3pt,Jump Shot,[],1628978,71.82982917214193,18.627450980392158,1610612752,133,121,2023-12-31T02:20:11Z,6180000,False,-157.0,212.0,1,right,MISS D. DiVincenzo 26' 3PT,[1628978],1610612752.0,NYK,,DiVincenzo,D. DiVincenzo,,Above the Break 3,24+ Left Center,26.4,Missed,,,,,,,,,,,,,,,,,,,,,,,
627,PT02M03.00S,2023-12-31T02:20:09.3Z,4,REGULAR,rebound,offensive,[],203944,,,1610612752,133,121,2023-12-31T02:20:10Z,6190000,False,,,0,,J. Randle REBOUND (Off:5 Def:6),[203944],1610612752.0,NYK,,Randle,J. Randle,,Above the Break 3,24+ Left Center,,,626.0,11.0,6.0,5.0,,,,,,,,,,,,,,,,,,,
628,PT02M01.00S,2023-12-31T02:20:11.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628978,92.85479632063075,48.03921568627451,1610612752,133,121,2023-12-31T02:20:17Z,6200000,False,-10.0,15.0,1,right,MISS D. DiVincenzo cutting Layup,[1628978],1610612752.0,NYK,,DiVincenzo,D. DiVincenzo,cutting,Restricted Area,0-8 Center,1.77,Missed,,,,,,,,,,,,,,,,,,,,,,,
629,PT01M59.00S,2023-12-31T02:20:13.2Z,4,REGULAR,rebound,offensive,[],203944,,,1610612752,133,121,2023-12-31T02:20:17Z,6210000,False,,,0,,J. Randle REBOUND (Off:6 Def:6),[203944],1610612752.0,NYK,,Randle,J. Randle,,Restricted Area,0-8 Center,,,628.0,12.0,6.0,6.0,,,,,,,,,,,,,,,,,,,
630,PT01M58.00S,2023-12-31T02:20:14.8Z,4,REGULAR,turnover,lost ball,[],203944,,,1610612752,133,121,2023-12-31T02:20:20Z,6220000,False,,,0,,J. Randle lost ball TURNOVER (5 TO),"[203944, 1630174]",1610612752.0,NYK,,Randle,J. Randle,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,5.0,Nesmith,1630174.0,,,,,,,,,,,,
631,PT01M58.00S,2023-12-31T02:20:14.8Z,4,REGULAR,steal,,[],1630174,,,1610612754,133,121,2023-12-31T02:20:17Z,6230000,False,,,0,,A. Nesmith STEAL (1 STL),[1630174],1610612754.0,IND,,Nesmith,A. Nesmith,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT01M44.00S,2023-12-31T02:20:30.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628404,,,1610612754,133,121,2023-12-31T02:20:37Z,6240000,False,,,0,,J. Hart shooting personal FOUL (3 PF) (Haliburton 2 FT),"[1628404, 1630169]",1610612752.0,NYK,1628172.0,Hart,J. Hart,shooting,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,3.0,1.0,Haliburton,1630169.0,,,,,,
634,PT01M44.00S,2023-12-31T02:20:56.9Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630169,,,1610612754,134,121,2023-12-31T02:20:57Z,6260000,False,,,0,,T. Haliburton Free Throw 1 of 2 (21 PTS),[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,,,,,Made,,,,,21.0,,,,,,,,,,,,,,,,,,
635,PT01M44.00S,2023-12-31T02:21:15.4Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630169,,,1610612754,135,121,2023-12-31T02:21:16Z,6270000,False,,,0,,T. Haliburton Free Throw 2 of 2 (22 PTS),[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,,,,,Made,,,,,22.0,,,,,,,,,,,,,,,,,,
636,PT01M36.00S,2023-12-31T02:21:26.3Z,4,REGULAR,3pt,Jump Shot,[],1628404,66.83639947437582,62.745098039215684,1610612752,135,121,2023-12-31T02:21:32Z,6280000,False,64.0,259.0,1,right,MISS J. Hart 26' 3PT,[1628404],1610612752.0,NYK,,Hart,J. Hart,,Above the Break 3,24+ Center,26.69,Missed,,,,,,,,,,,,,,,,,,,,,,,
637,PT01M32.00S,2023-12-31T02:21:30.3Z,4,REGULAR,rebound,offensive,[],1628978,,,1610612752,135,121,2023-12-31T02:21:32Z,6290000,False,,,0,,D. DiVincenzo REBOUND (Off:2 Def:4),[1628978],1610612752.0,NYK,,DiVincenzo,D. DiVincenzo,,Above the Break 3,24+ Center,,,636.0,6.0,4.0,2.0,,,,,,,,,,,,,,,,,,,
638,PT01M32.00S,2023-12-31T02:21:31.3Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628978,94.40999984741211,50.0,1610612752,135,123,2023-12-31T02:21:35Z,6300000,False,0.0,0.0,1,right,D. DiVincenzo tip Layup (38 PTS),[1628978],1610612752.0,NYK,,DiVincenzo,D. DiVincenzo,tip,Restricted Area,0-8 Center,0.0,Made,,,,,38.0,,,,,,,,,,,,,,,,,,
639,PT01M18.00S,2023-12-31T02:21:48.2Z,4,REGULAR,3pt,Jump Shot,[],1630174,8.623521681997373,94.36274509803921,1610612754,138,123,2023-12-31T02:21:53Z,6310000,False,-222.0,29.0,1,left,A. Nesmith 3PT  (25 PTS) (A. Nembhard 5 AST),"[1630174, 1629614]",1610612754.0,IND,,Nesmith,A. Nesmith,,Left Corner 3,24+ Left,22.36,Made,,,,,25.0,A. Nembhard,1629614.0,5.0,,,,,,,,,,,,,,,
641,PT01M12.00S,2023-12-31T02:21:59.1Z,4,REGULAR,3pt,Jump Shot,[],1628973,78.53153745072274,91.17647058823529,1610612752,138,123,2023-12-31T02:22:04Z,6330000,False,206.0,149.0,1,right,MISS J. Brunson 25' pullup 3PT,[1628973],1610612752.0,NYK,,Brunson,J. Brunson,pullup,Above the Break 3,24+ Right Center,25.43,Missed,,,,,,,,,,,,,,,,,,,,,,,
642,PT01M08.00S,2023-12-31T02:22:03.1Z,4,REGULAR,rebound,defensive,[],1630169,,,1610612754,138,123,2023-12-31T02:22:04Z,6340000,False,,,0,,T. Haliburton REBOUND (Off:1 Def:4),[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,,Above the Break 3,24+ Right Center,,,641.0,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
643,PT01M05.00S,2023-12-31T02:22:05.8Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629614,7.835085413929041,44.11764705882353,1610612754,140,123,2023-12-31T02:22:19Z,6350000,False,29.0,21.0,1,left,A. Nembhard running Layup (14 PTS) (T. Haliburton 23 AST),"[1629614, 1630169]",1610612754.0,IND,,Nembhard,A. Nembhard,running,Restricted Area,0-8 Center,3.62,Made,,,,,14.0,T. Haliburton,1630169.0,23.0,,,,,,,,,,,,,,,
645,PT01M05.00S,2023-12-31T02:22:11.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612752,140,123,2023-12-31T02:22:11Z,6370000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT01M05.00S,2023-12-31T02:23:24.4Z,4,REGULAR,substitution,out,[],1630169,,,1610612752,140,123,2023-12-31T02:24:01Z,6380000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT01M05.00S,2023-12-31T02:23:24.4Z,4,REGULAR,substitution,out,[],1631097,,,1610612752,140,123,2023-12-31T02:24:01Z,6390000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT01M05.00S,2023-12-31T02:23:24.4Z,4,REGULAR,substitution,out,[],1629614,,,1610612752,140,123,2023-12-31T02:24:01Z,6400000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT01M05.00S,2023-12-31T02:23:24.4Z,4,REGULAR,substitution,out,[],1630174,,,1610612752,140,123,2023-12-31T02:24:01Z,6410000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT01M05.00S,2023-12-31T02:23:24.4Z,4,REGULAR,substitution,out,[],1626167,,,1610612752,140,123,2023-12-31T02:24:01Z,6420000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT01M05.00S,2023-12-31T02:23:24.4Z,4,REGULAR,substitution,out,[],1628404,,,1610612752,140,123,2023-12-31T02:24:01Z,6430000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT01M05.00S,2023-12-31T02:23:24.4Z,4,REGULAR,substitution,out,[],1628973,,,1610612752,140,123,2023-12-31T02:24:01Z,6440000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT01M05.00S,2023-12-31T02:23:24.4Z,4,REGULAR,substitution,out,[],203944,,,1610612752,140,123,2023-12-31T02:24:01Z,6450000,False,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT01M05.00S,2023-12-31T02:23:24.4Z,4,REGULAR,substitution,out,[],1628392,,,1610612752,140,123,2023-12-31T02:24:01Z,6460000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT01M05.00S,2023-12-31T02:23:24.4Z,4,REGULAR,substitution,out,[],1628978,,,1610612752,140,123,2023-12-31T02:24:01Z,6470000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612752.0,NYK,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT01M05.00S,2023-12-31T02:23:24.4Z,4,REGULAR,substitution,in,[],1641716,,,1610612752,140,123,2023-12-31T02:24:01Z,6480000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT01M05.00S,2023-12-31T02:23:24.4Z,4,REGULAR,substitution,in,[],204456,,,1610612752,140,123,2023-12-31T02:24:01Z,6490000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT01M05.00S,2023-12-31T02:23:24.4Z,4,REGULAR,substitution,in,[],1629670,,,1610612752,140,123,2023-12-31T02:24:01Z,6500000,False,,,0,,SUB in: J. Nwora,[1629670],1610612754.0,IND,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT01M05.00S,2023-12-31T02:23:24.4Z,4,REGULAR,substitution,in,[],1630543,,,1610612752,140,123,2023-12-31T02:24:01Z,6510000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT01M05.00S,2023-12-31T02:23:24.4Z,4,REGULAR,substitution,in,[],1641767,,,1610612752,140,123,2023-12-31T02:24:01Z,6520000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT01M05.00S,2023-12-31T02:23:24.4Z,4,REGULAR,substitution,in,[],1631210,,,1610612752,140,123,2023-12-31T02:24:01Z,6530000,False,,,0,,SUB in: J. Toppin,[1631210],1610612752.0,NYK,,Toppin,J. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT01M05.00S,2023-12-31T02:23:24.4Z,4,REGULAR,substitution,in,[],1630540,,,1610612752,140,123,2023-12-31T02:24:01Z,6540000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT01M05.00S,2023-12-31T02:23:24.4Z,4,REGULAR,substitution,in,[],1631376,,,1610612752,140,123,2023-12-31T02:24:01Z,6550000,False,,,0,,SUB in: D. Skapintsev,[1631376],1610612752.0,NYK,,Skapintsev,D. Skapintsev,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT01M05.00S,2023-12-31T02:23:24.4Z,4,REGULAR,substitution,in,[],1629718,,,1610612752,140,123,2023-12-31T02:24:01Z,6560000,False,,,0,,SUB in: C. Brown Jr.,[1629718],1610612752.0,NYK,,Brown Jr.,C. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT01M05.00S,2023-12-31T02:23:24.4Z,4,REGULAR,substitution,in,[],1627853,,,1610612752,140,123,2023-12-31T02:24:01Z,6570000,False,,,0,,SUB in: R. Arcidiacono,[1627853],1610612752.0,NYK,,Arcidiacono,R. Arcidiacono,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT00M54.40S,2023-12-31T02:24:11.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629718,85.75886990801577,42.15686274509804,1610612752,140,123,2023-12-31T02:24:18Z,6580000,False,-39.0,81.0,1,right,MISS C. Brown Jr. 9' turnaround Shot,[1629718],1610612752.0,NYK,,Brown Jr.,C. Brown Jr.,turnaround,In The Paint (Non-RA),8-16 Center,9.03,Missed,,,,,,,,,,,,,,,,,,,,,,,
667,PT00M50.40S,2023-12-31T02:24:15.2Z,4,REGULAR,rebound,defensive,[],1630543,,,1610612754,140,123,2023-12-31T02:24:18Z,6590000,False,,,0,,I. Jackson REBOUND (Off:0 Def:1),[1630543],1610612754.0,IND,,Jackson,I. Jackson,,In The Paint (Non-RA),8-16 Center,,,666.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
668,PT00M33.60S,2023-12-31T02:24:31.9Z,4,REGULAR,2pt,Jump Shot,[],204456,16.63929040735874,26.225490196078432,1610612754,140,123,2023-12-31T02:24:40Z,6600000,False,119.0,104.0,1,left,MISS T. McConnell 15' pullup Shot,[204456],1610612754.0,IND,,McConnell,T. McConnell,pullup,Mid-Range,8-16 Right,15.79,Missed,,,,,,,,,,,,,,,,,,,,,,,
669,PT00M28.90S,2023-12-31T02:24:36.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612752,140,123,2023-12-31T02:24:40Z,6610000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,Mid-Range,8-16 Right,,,668.0,,,,,,,,,,,,,,,,,,,,,,
671,PT00M28.90S,2023-12-31T02:24:41.6Z,4,REGULAR,substitution,out,[],1630543,,,1610612752,140,123,2023-12-31T02:24:45Z,6630000,False,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,PT00M28.90S,2023-12-31T02:24:41.6Z,4,REGULAR,substitution,in,[],1630167,,,1610612752,140,123,2023-12-31T02:24:45Z,6640000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,PT00M18.00S,2023-12-31T02:25:00.6Z,4,REGULAR,3pt,Jump Shot,[],1629718,89.56964520367937,97.05882352941177,1610612752,140,126,2023-12-31T02:25:05Z,6650000,False,235.0,46.0,1,right,C. Brown Jr. 3PT  (3 PTS) (J. Toppin 1 AST),"[1629718, 1631210]",1610612752.0,NYK,,Brown Jr.,C. Brown Jr.,,Right Corner 3,24+ Right,23.97,Made,,,,,3.0,J. Toppin,1631210.0,1.0,,,,,,,,,,,,,,,
675,PT00M00.00S,2023-12-31T02:25:22.7Z,4,REGULAR,period,end,[],0,,,1610612754,140,126,2023-12-31T02:25:22Z,6670000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,PT00M00.00S,2023-12-31T02:25:26.9Z,4,REGULAR,game,end,[],0,,,0,140,126,2023-12-31T02:25:26Z,6680000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
