actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId
167,PT11M11.00S,2023-12-31T00:36:53.8Z,2,REGULAR,rebound,offensive,[],201959,,,1610612752,34,27,2023-12-31T00:36:55Z,1650000,False,,,0,,T. Gibson REBOUND (Off:2 Def:0),[201959],1610612752.0,NYK,,Gibson,T. Gibson,,Mid-Range,8-16 Right,,,166.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,
168,PT11M10.00S,2023-12-31T00:36:54.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203095,4.5499342969776615,95.83333333333334,1610612752,34,30,2023-12-31T00:36:59Z,1660000,False,-229.0,-10.0,1,left,E. Fournier 3PT  (3 PTS) (T. Gibson 1 AST),"[203095, 201959]",1610612752.0,NYK,,Fournier,E. Fournier,,Left Corner 3,24+ Left,22.94,Made,,,,,3.0,T. Gibson,201959.0,1.0,,,,,,,,,,,,,,,
170,PT10M54.00S,2023-12-31T00:37:10.6Z,2,REGULAR,2pt,Jump Shot,[],1631097,75.64060446780552,59.068627450980394,1610612754,34,30,2023-12-31T00:37:14Z,1680000,False,45.0,176.0,1,right,MISS B. Mathurin 18' pullup Shot,[1631097],1610612754.0,IND,,Mathurin,B. Mathurin,pullup,Mid-Range,16-24 Center,18.22,Missed,,,,,,,,,,,,,,,,,,,,,,,
171,PT10M51.00S,2023-12-31T00:37:13.6Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,34,30,2023-12-31T00:37:14Z,1690000,False,,,0,,J. Hart REBOUND (Off:3 Def:5),[1628404],1610612752.0,NYK,,Hart,J. Hart,,Mid-Range,16-24 Center,,,170.0,8.0,5.0,3.0,,,,,,,,,,,,,,,,,,,
172,PT10M40.00S,2023-12-31T00:37:25.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201959,6.389618922470433,42.8921568627451,1610612752,34,30,2023-12-31T00:48:13Z,1700000,False,36.0,8.0,1,left,MISS T. Gibson turnaround Hook - blocked,"[201959, 1630543]",1610612752.0,NYK,,Gibson,T. Gibson,turnaround,Restricted Area,0-8 Center,3.63,Missed,,,,,,,,,,,,Jackson,1630543.0,,,,,,,,,,
173,PT10M40.00S,2023-12-31T00:37:25.4Z,2,REGULAR,block,,[],1630543,,,1610612752,34,30,2023-12-31T00:37:27Z,1710000,False,,,0,,I. Jackson BLOCK (1 BLK),[1630543],1610612754.0,IND,,Jackson,I. Jackson,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT10M37.00S,2023-12-31T00:37:28.4Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612754,34,30,2023-12-31T00:37:31Z,1720000,False,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612754.0,IND,,Toppin,O. Toppin,,Restricted Area,0-8 Center,,,172.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
175,PT10M27.00S,2023-12-31T00:37:40.1Z,2,REGULAR,foul,offensive,[],1630543,,,1610612754,34,30,2023-12-31T00:38:13Z,1730000,False,,,0,,I. Jackson offensive FOUL (1 PF),"[1630543, 1630540]",1610612754.0,IND,203592.0,Jackson,I. Jackson,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1.0,0.0,McBride,1630540.0,,,,,,
177,PT10M27.00S,2023-12-31T00:37:40.1Z,2,REGULAR,turnover,offensive foul,[],1630543,,,1610612754,34,30,2023-12-31T00:37:40Z,1750000,False,,,0,,I. Jackson offensive foul TURNOVER (1 TO),[1630543],1610612754.0,IND,203592.0,Jackson,I. Jackson,,Mid-Range,16-24 Right Center,,,,,,,,,,,1.0,,,,,,,,,,,,,,
178,PT10M08.00S,2023-12-31T00:38:11.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203944,8.886333771353483,63.725490196078425,1610612752,34,32,2023-12-31T00:38:18Z,1760000,False,-69.0,31.0,1,left,J. Randle 7' turnaround bank Jump Shot (7 PTS),[203944],1610612752.0,NYK,,Randle,J. Randle,turnaround bank,In The Paint (Non-RA),0-8 Center,7.53,Made,,,,,7.0,,,,,,,,,,,,,,,,,,
179,PT09M55.00S,2023-12-31T00:38:24.0Z,2,REGULAR,turnover,lost ball,[],204456,,,1610612754,34,32,2023-12-31T00:38:27Z,1770000,False,,,0,,T. McConnell lost ball TURNOVER (1 TO),"[204456, 1628404]",1610612754.0,IND,,McConnell,T. McConnell,,Mid-Range,8-16 Left,,,,,,,,,,,1.0,Hart,1628404.0,,,,,,,,,,,,
180,PT09M55.00S,2023-12-31T00:38:24.0Z,2,REGULAR,steal,,[],1628404,,,1610612752,34,32,2023-12-31T00:38:25Z,1780000,False,,,0,,J. Hart STEAL (1 STL),[1628404],1610612752.0,NYK,,Hart,J. Hart,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT09M42.00S,2023-12-31T00:38:37.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628404,7.046649145860711,52.69607843137255,1610612752,34,34,2023-12-31T00:38:42Z,1790000,False,-13.0,14.0,1,left,J. Hart driving finger roll Layup (7 PTS) (E. Fournier 1 AST),"[1628404, 203095]",1610612752.0,NYK,,Hart,J. Hart,driving finger roll,Restricted Area,0-8 Center,1.92,Made,,,,,7.0,E. Fournier,203095.0,1.0,,,,,,,,,,,,,,,
183,PT09M39.00S,2023-12-31T00:38:43.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,34,34,2023-12-31T00:38:43Z,1810000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT09M23.00S,2023-12-31T00:41:54.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,90.75229960578186,49.754901960784316,1610612754,36,34,2023-12-31T00:51:00Z,1820000,False,-1.0,34.0,1,right,I. Jackson cutting Layup (2 PTS) (B. Hield 1 AST),"[1630543, 1627741]",1610612754.0,IND,,Jackson,I. Jackson,cutting,Restricted Area,0-8 Center,3.44,Made,,,,,2.0,B. Hield,1627741.0,1.0,,,,,,,,,,,,,,,
188,PT09M04.00S,2023-12-31T00:42:17.9Z,2,REGULAR,foul,technical,['1freethrow'],1630543,,,1610612752,36,34,2023-12-31T00:42:24Z,1840000,False,,,0,,I. Jackson defensive-3-second technical FOUL (1 Tech),[1630543],1610612754.0,IND,1628172.0,Jackson,I. Jackson,defensive-3-second,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
189,PT09M04.00S,2023-12-31T00:42:38.6Z,2,REGULAR,freethrow,1 of 1,[],203944,,,1610612752,36,35,2023-12-31T00:42:38Z,1850000,False,,,0,,J. Randle technical Free Throw 1 of 1 (8 PTS),[203944],1610612752.0,NYK,,Randle,J. Randle,technical,,,,Made,,,,,8.0,,,,,,,,,,,,,,,,,,
191,PT08M49.00S,2023-12-31T00:43:20.8Z,2,REGULAR,3pt,Jump Shot,[],1630540,8.754927726675426,95.09803921568627,1610612752,36,35,2023-12-31T00:43:25Z,1870000,False,-225.0,30.0,1,left,MISS M. McBride 3PT,[1630540],1610612752.0,NYK,,McBride,M. McBride,,Left Corner 3,24+ Left,22.75,Missed,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M47.00S,2023-12-31T00:43:23.6Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612754,36,35,2023-12-31T00:43:23Z,1880000,False,,,0,,O. Toppin REBOUND (Off:0 Def:2),[1630167],1610612754.0,IND,,Toppin,O. Toppin,,Left Corner 3,24+ Left,,,191.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
193,PT08M41.00S,2023-12-31T00:43:29.1Z,2,REGULAR,3pt,Jump Shot,[],1627741,67.88764783180025,60.5392156862745,1610612754,39,35,2023-12-31T00:43:56Z,1890000,False,53.0,249.0,1,right,B. Hield 25' 3PT  (3 PTS) (T. McConnell 1 AST),"[1627741, 204456]",1610612754.0,IND,,Hield,B. Hield,,Above the Break 3,24+ Center,25.49,Made,,,,,3.0,T. McConnell,204456.0,1.0,,,,,,,,,,,,,,,
195,PT08M23.00S,2023-12-31T00:43:46.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630540,17.821944809461236,49.50980392156863,1610612752,39,37,2023-12-31T00:44:01Z,1910000,False,2.0,115.0,1,left,M. McBride 11' pullup Jump Shot (2 PTS),[1630540],1610612752.0,NYK,,McBride,M. McBride,pullup,In The Paint (Non-RA),8-16 Center,11.5,Made,,,,,2.0,,,,,,,,,,,,,,,,,,
196,PT08M08.00S,2023-12-31T00:44:01.7Z,2,REGULAR,3pt,Jump Shot,[],1631097,68.67608409986859,66.17647058823529,1610612754,39,37,2023-12-31T00:44:06Z,1920000,False,81.0,242.0,1,right,MISS B. Mathurin 25' 3PT,[1631097],1610612754.0,IND,,Mathurin,B. Mathurin,,Above the Break 3,24+ Right Center,25.51,Missed,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M05.00S,2023-12-31T00:44:04.7Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,39,37,2023-12-31T00:44:06Z,1930000,False,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],1610612752.0,NYK,,Randle,J. Randle,,Above the Break 3,24+ Right Center,,,196.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,
198,PT08M02.00S,2023-12-31T00:44:09.7Z,2,REGULAR,turnover,out-of-bounds,[],203095,,,1610612752,39,37,2023-12-31T00:44:40Z,1940000,False,,,0,,E. Fournier step out-of-bounds TURNOVER (1 TO),[203095],1610612752.0,NYK,203592.0,Fournier,E. Fournier,step,Right Corner 3,24+ Right,,,,,,,,,,,1.0,,,,,,,,,,,,,,
199,PT07M51.00S,2023-12-31T00:44:38.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",204456,92.06636005256242,54.90196078431373,1610612754,41,37,2023-12-31T00:44:48Z,1950000,False,25.0,22.0,1,right,T. McConnell driving Layup (4 PTS),[204456],1610612754.0,IND,,McConnell,T. McConnell,driving,Restricted Area,0-8 Center,3.3,Made,,,,,4.0,,,,,,,,,,,,,,,,,,
200,PT07M51.00S,2023-12-31T00:44:41.4Z,2,REGULAR,foul,personal,['1freethrow'],1630540,,,1610612754,41,37,2023-12-31T00:44:47Z,1960000,False,,,0,,M. McBride shooting personal FOUL (1 PF) (McConnell 1 FT),"[1630540, 204456]",1610612752.0,NYK,201639.0,McBride,M. McBride,shooting,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,0.0,McConnell,204456.0,,,,,,
202,PT07M51.00S,2023-12-31T00:44:48.1Z,2,REGULAR,substitution,out,[],201959,,,1610612754,41,37,2023-12-31T00:45:26Z,1980000,False,,,0,,SUB out: T. Gibson,[201959],1610612752.0,NYK,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M51.00S,2023-12-31T00:44:48.1Z,2,REGULAR,substitution,in,[],1628392,,,1610612754,41,37,2023-12-31T00:45:26Z,1990000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M51.00S,2023-12-31T00:45:08.3Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],204456,,,1610612754,42,37,2023-12-31T00:45:08Z,2000000,False,,,0,,T. McConnell Free Throw 1 of 1 (5 PTS),[204456],1610612754.0,IND,,McConnell,T. McConnell,,,,,Made,,,,,5.0,,,,,,,,,,,,,,,,,,
205,PT07M38.00S,2023-12-31T00:45:23.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628404,13.748357424441524,45.588235294117645,1610612752,42,37,2023-12-31T00:45:27Z,2010000,False,22.0,77.0,1,left,MISS J. Hart 7' driving floating Shot,[1628404],1610612752.0,NYK,,Hart,J. Hart,driving floating,In The Paint (Non-RA),0-8 Center,7.98,Missed,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M35.00S,2023-12-31T00:45:26.3Z,2,REGULAR,rebound,defensive,[],1627741,,,1610612754,42,37,2023-12-31T00:45:27Z,2020000,False,,,0,,B. Hield REBOUND (Off:0 Def:2),[1627741],1610612754.0,IND,,Hield,B. Hield,,In The Paint (Non-RA),0-8 Center,,,205.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
207,PT07M30.00S,2023-12-31T00:45:30.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631097,93.9060446780552,54.41176470588235,1610612754,44,37,2023-12-31T00:45:36Z,2030000,False,22.0,5.0,1,right,B. Mathurin running DUNK (10 PTS) (O. Toppin 1 AST),"[1631097, 1630167]",1610612754.0,IND,,Mathurin,B. Mathurin,running,Restricted Area,0-8 Center,2.26,Made,,,,,10.0,O. Toppin,1630167.0,1.0,,,,,,,,,,,,,,,
209,PT07M22.00S,2023-12-31T00:45:41.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,44,37,2023-12-31T00:45:41Z,2050000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M22.00S,2023-12-31T00:48:11.2Z,2,REGULAR,substitution,out,[],1628404,,,1610612752,44,37,2023-12-31T00:48:26Z,2060000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M22.00S,2023-12-31T00:48:11.2Z,2,REGULAR,substitution,in,[],1628973,,,1610612752,44,37,2023-12-31T00:48:26Z,2070000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M16.00S,2023-12-31T00:48:51.7Z,2,REGULAR,2pt,Jump Shot,[],1628973,22.421156373193167,46.07843137254902,1610612752,44,37,2023-12-31T00:48:56Z,2080000,False,20.0,158.0,1,left,MISS J. Brunson 15' pullup Shot,[1628973],1610612752.0,NYK,,Brunson,J. Brunson,pullup,Mid-Range,8-16 Center,15.95,Missed,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M13.00S,2023-12-31T00:48:54.7Z,2,REGULAR,rebound,offensive,[],1628392,,,1610612752,44,37,2023-12-31T00:48:56Z,2090000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:1),[1628392],1610612752.0,NYK,,Hartenstein,I. Hartenstein,,Mid-Range,8-16 Center,,,212.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
214,PT07M12.00S,2023-12-31T00:48:55.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203095,5.469776609724048,96.32352941176471,1610612752,44,40,2023-12-31T00:49:00Z,2100000,False,-232.0,-1.0,1,left,E. Fournier 3PT  (6 PTS) (I. Hartenstein 4 AST),"[203095, 1628392]",1610612752.0,NYK,,Fournier,E. Fournier,,Left Corner 3,24+ Left,23.16,Made,,,,,6.0,I. Hartenstein,1628392.0,4.0,,,,,,,,,,,,,,,
216,PT06M47.00S,2023-12-31T00:49:21.1Z,2,REGULAR,2pt,Jump Shot,[],1631097,94.43166885676742,18.872549019607842,1610612754,46,40,2023-12-31T00:49:30Z,2120000,False,-156.0,0.0,1,right,B. Mathurin 15' turnaround fadeaway Jump Shot (12 PTS),[1631097],1610612754.0,IND,,Mathurin,B. Mathurin,turnaround fadeaway,Mid-Range,8-16 Left,15.56,Made,,,,,12.0,,,,,,,,,,,,,,,,,,
217,PT06M47.00S,2023-12-31T00:49:24.6Z,2,REGULAR,foul,personal,['1freethrow'],1630540,,,1610612754,46,40,2023-12-31T00:49:29Z,2130000,False,,,0,,M. McBride shooting personal FOUL (2 PF) (Mathurin 1 FT),"[1630540, 1631097]",1610612752.0,NYK,1628172.0,McBride,M. McBride,shooting,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,2.0,0.0,Mathurin,1631097.0,,,,,,
219,PT06M47.00S,2023-12-31T00:49:53.2Z,2,REGULAR,freethrow,1 of 1,[],1631097,,,1610612754,47,40,2023-12-31T00:49:53Z,2150000,False,,,0,,B. Mathurin Free Throw 1 of 1 (13 PTS),[1631097],1610612754.0,IND,,Mathurin,B. Mathurin,,,,,Made,,,,,13.0,,,,,,,,,,,,,,,,,,
220,PT06M31.00S,2023-12-31T00:50:11.4Z,2,REGULAR,2pt,Jump Shot,[],203944,13.485545335085414,75.49019607843137,1610612752,47,40,2023-12-31T00:50:16Z,2160000,False,-127.0,74.0,1,left,MISS J. Randle 14' pullup Shot,[203944],1610612752.0,NYK,,Randle,J. Randle,pullup,Mid-Range,8-16 Left,14.76,Missed,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M26.00S,2023-12-31T00:50:16.4Z,2,REGULAR,rebound,offensive,[],1628392,,,1610612752,47,40,2023-12-31T00:57:26Z,2170000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:1),[1628392],1610612752.0,NYK,,Hartenstein,I. Hartenstein,,Mid-Range,8-16 Left,,,220.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
222,PT06M26.00S,2023-12-31T00:50:16.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203944,5.732588699080158,54.166666666666664,1610612752,47,42,2023-12-31T00:50:24Z,2180000,False,-21.0,1.0,1,left,J. Randle alley-oop Layup (10 PTS) (M. McBride 1 AST),"[203944, 1630540]",1610612752.0,NYK,,Randle,J. Randle,alley-oop,Restricted Area,0-8 Center,2.08,Made,,,,,10.0,M. McBride,1630540.0,1.0,,,,,,,,,,,,,,,
224,PT06M18.00S,2023-12-31T00:50:27.0Z,2,REGULAR,foul,personal,[],1628973,,,1610612754,47,42,2023-12-31T00:50:41Z,2200000,False,,,0,,J. Brunson personal FOUL (1 PF),"[1628973, 204456]",1610612752.0,NYK,201639.0,Brunson,J. Brunson,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1.0,0.0,McConnell,204456.0,,,,,,
226,PT06M18.00S,2023-12-31T00:50:36.8Z,2,REGULAR,substitution,out,[],203095,,,1610612754,47,42,2023-12-31T00:50:38Z,2220000,False,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M18.00S,2023-12-31T00:50:36.8Z,2,REGULAR,substitution,in,[],1628978,,,1610612754,47,42,2023-12-31T00:50:38Z,2230000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612752.0,NYK,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M09.00S,2023-12-31T00:50:59.2Z,2,REGULAR,turnover,bad pass,[],1631097,,,1610612754,47,42,2023-12-31T00:51:02Z,2240000,False,,,0,,B. Mathurin bad pass TURNOVER (1 TO),"[1631097, 1628392]",1610612754.0,IND,,Mathurin,B. Mathurin,,Mid-Range,16-24 Right,,,,,,,,,,,1.0,Hartenstein,1628392.0,,,,,,,,,,,,
229,PT06M09.00S,2023-12-31T00:50:59.2Z,2,REGULAR,steal,,[],1628392,,,1610612752,47,42,2023-12-31T00:51:00Z,2250000,False,,,0,,I. Hartenstein STEAL (3 STL),[1628392],1610612752.0,NYK,,Hartenstein,I. Hartenstein,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M02.00S,2023-12-31T00:51:08.4Z,2,REGULAR,foul,personal,['2freethrow'],1630543,,,1610612752,47,42,2023-12-31T00:51:13Z,2260000,False,,,0,,I. Jackson shooting personal FOUL (2 PF) (Brunson 2 FT),"[1630543, 1628973]",1610612754.0,IND,201639.0,Jackson,I. Jackson,shooting,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,1.0,Brunson,1628973.0,,,,,,
232,PT06M02.00S,2023-12-31T00:51:44.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1628973,,,1610612752,47,43,2023-12-31T00:51:44Z,2280000,False,,,0,,J. Brunson Free Throw 1 of 2 (8 PTS),[1628973],1610612752.0,NYK,,Brunson,J. Brunson,,,,,Made,,,,,8.0,,,,,,,,,,,,,,,,,,
233,PT06M02.00S,2023-12-31T00:51:49.1Z,2,REGULAR,substitution,out,[],1627741,,,1610612752,47,43,2023-12-31T00:52:02Z,2290000,False,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M02.00S,2023-12-31T00:51:49.1Z,2,REGULAR,substitution,out,[],204456,,,1610612752,47,43,2023-12-31T00:52:02Z,2300000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M02.00S,2023-12-31T00:51:49.1Z,2,REGULAR,substitution,in,[],1630169,,,1610612752,47,43,2023-12-31T00:52:02Z,2310000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M02.00S,2023-12-31T00:51:49.1Z,2,REGULAR,substitution,in,[],1629614,,,1610612752,47,43,2023-12-31T00:52:02Z,2320000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M02.00S,2023-12-31T00:52:24.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1628973,,,1610612752,47,44,2023-12-31T00:52:24Z,2330000,False,,,0,,J. Brunson Free Throw 2 of 2 (9 PTS),[1628973],1610612752.0,NYK,,Brunson,J. Brunson,,,,,Made,,,,,9.0,,,,,,,,,,,,,,,,,,
238,PT05M46.00S,2023-12-31T00:52:42.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,90.3580814717477,44.6078431372549,1610612754,49,44,2023-12-31T00:52:48Z,2340000,False,-27.0,38.0,1,right,O. Toppin driving Layup (2 PTS) (T. Haliburton 9 AST),"[1630167, 1630169]",1610612754.0,IND,,Toppin,O. Toppin,driving,In The Paint (Non-RA),0-8 Center,4.67,Made,,,,,2.0,T. Haliburton,1630169.0,9.0,,,,,,,,,,,,,,,
240,PT05M31.00S,2023-12-31T00:52:56.5Z,2,REGULAR,2pt,Jump Shot,[],1628973,6.652431011826544,20.588235294117645,1610612752,49,44,2023-12-31T00:53:01Z,2360000,False,147.0,10.0,1,left,MISS J. Brunson 14' turnaround fadeaway Shot,[1628973],1610612752.0,NYK,,Brunson,J. Brunson,turnaround fadeaway,Mid-Range,8-16 Right,14.74,Missed,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M28.00S,2023-12-31T00:52:59.5Z,2,REGULAR,rebound,defensive,[],1630169,,,1610612754,49,44,2023-12-31T00:53:01Z,2370000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,,Mid-Range,8-16 Right,,,240.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
242,PT05M21.00S,2023-12-31T00:53:08.7Z,2,REGULAR,turnover,out-of-bounds,[],1631097,,,1610612754,49,44,2023-12-31T00:53:16Z,2380000,False,,,0,,B. Mathurin bad pass out-of-bounds TURNOVER (2 TO),[1631097],1610612754.0,IND,201639.0,Mathurin,B. Mathurin,bad pass,Above the Break 3,24+ Right Center,,,,,,,,,,,2.0,,,,,,,,,,,,,,
243,PT05M01.00S,2023-12-31T00:53:36.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203944,9.149145860709593,55.88235294117647,1610612752,49,44,2023-12-31T00:53:40Z,2390000,False,-29.0,34.0,1,left,MISS J. Randle Layup - blocked,"[203944, 1630167]",1610612752.0,NYK,,Randle,J. Randle,,In The Paint (Non-RA),0-8 Center,4.46,Missed,,,,,,,,,,,,Toppin,1630167.0,,,,,,,,,,
244,PT05M01.00S,2023-12-31T00:53:36.3Z,2,REGULAR,block,,[],1630167,,,1610612752,49,44,2023-12-31T00:53:39Z,2400000,False,,,0,,O. Toppin BLOCK (1 BLK),[1630167],1610612754.0,IND,,Toppin,O. Toppin,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT04M57.00S,2023-12-31T00:53:40.3Z,2,REGULAR,rebound,offensive,[],203944,,,1610612752,49,44,2023-12-31T00:53:40Z,2410000,False,,,0,,J. Randle REBOUND (Off:1 Def:3),[203944],1610612752.0,NYK,,Randle,J. Randle,,In The Paint (Non-RA),0-8 Center,,,243.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
246,PT04M57.00S,2023-12-31T00:53:40.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203944,6.783837056504599,52.69607843137255,1610612752,49,46,2023-12-31T00:53:43Z,2420000,False,-13.0,11.0,1,left,J. Randle putback Layup (12 PTS),[203944],1610612752.0,NYK,,Randle,J. Randle,putback,Restricted Area,0-8 Center,1.76,Made,,,,,12.0,,,,,,,,,,,,,,,,,,
247,PT04M42.00S,2023-12-31T00:53:54.8Z,2,REGULAR,turnover,bad pass,[],1629614,,,1610612754,49,46,2023-12-31T00:53:59Z,2430000,False,,,0,,A. Nembhard bad pass TURNOVER (2 TO),"[1629614, 1628392]",1610612754.0,IND,,Nembhard,A. Nembhard,,Mid-Range,8-16 Left,,,,,,,,,,,2.0,Hartenstein,1628392.0,,,,,,,,,,,,
248,PT04M42.00S,2023-12-31T00:53:54.8Z,2,REGULAR,steal,,[],1628392,,,1610612752,49,46,2023-12-31T00:55:57Z,2440000,False,,,0,,I. Hartenstein STEAL (4 STL),[1628392],1610612752.0,NYK,,Hartenstein,I. Hartenstein,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M40.00S,2023-12-31T00:53:58.5Z,2,REGULAR,turnover,out-of-bounds,[],1628978,,,1610612752,49,46,2023-12-31T00:54:06Z,2450000,False,,,0,,D. DiVincenzo lost ball out-of-bounds TURNOVER (1 TO),[1628978],1610612752.0,NYK,1628172.0,DiVincenzo,D. DiVincenzo,lost ball,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,,,,,,,,,,,,,,
250,PT04M40.00S,2023-12-31T00:54:01.8Z,2,REGULAR,substitution,out,[],1631097,,,1610612754,49,46,2023-12-31T00:54:12Z,2460000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT04M40.00S,2023-12-31T00:54:01.8Z,2,REGULAR,substitution,in,[],1630174,,,1610612754,49,46,2023-12-31T00:54:12Z,2470000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
