actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
176,PT00M01.10S,2024-02-29T01:10:38.9Z,1,REGULAR,substitution,out,[],1630169,,,1610612740,40,24,2024-02-29T01:10:48Z,1740000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT00M01.10S,2024-02-29T01:10:38.9Z,1,REGULAR,substitution,in,[],1631097,,,1610612740,40,24,2024-02-29T01:10:48Z,1750000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT00M00.00S,2024-02-29T01:11:01.1Z,1,REGULAR,period,end,[],0,,,1610612740,40,24,2024-02-29T01:11:01Z,1760000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2024-02-29T01:14:43.1Z,2,REGULAR,period,start,[],0,,,1610612754,40,24,2024-02-29T01:14:43Z,1770000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT11M50.00S,2024-02-29T01:14:53.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],204456,6.652431011826544,46.81372549019608,1610612754,42,24,2024-02-29T01:14:57Z,1780000,False,16.0,10.0,1,left,T. McConnell driving finger roll Layup (2 PTS) (B. Sheppard 1 AST),"[204456, 1641767]",1610612754.0,IND,driving finger roll,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,1.88,Made,,,,,,,2.0,,,,,,,B. Sheppard,1641767.0,1.0,,
184,PT11M33.00S,2024-02-29T01:15:10.8Z,2,REGULAR,turnover,traveling,[],1630230,,,1610612740,42,24,2024-02-29T01:15:15Z,1800000,False,,,0,,N. Marshall traveling TURNOVER (1 TO),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,101284.0,1.0,,,,,,,,,
185,PT11M21.00S,2024-02-29T01:15:29.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641767,5.469776609724048,96.81372549019608,1610612754,42,24,2024-02-29T01:15:34Z,1810000,False,-234.0,-1.0,1,left,MISS B. Sheppard 3PT,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Left Corner 3,24+ Left,23.41,Missed,,,,,,,,,,,,,,,,,,
186,PT11M19.00S,2024-02-29T01:15:31.3Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,42,24,2024-02-29T01:16:27Z,1820000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Left Corner 3,24+ Left,,,,,185.0,3.0,3.0,0.0,,,,,,,,,,,,
187,PT11M12.00S,2024-02-29T01:15:38.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629627,92.85479632063075,53.67647058823529,1610612740,42,24,2024-02-29T01:16:33Z,1830000,False,18.0,15.0,1,right,MISS Z. Williamson driving DUNK - blocked,"[1629627, 1626167]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.36,Missed,Turner,1626167.0,,,,,,,,,,,,,,,,
188,PT11M12.00S,2024-02-29T01:15:38.0Z,2,REGULAR,block,,[],1626167,,,1610612740,42,24,2024-02-29T01:15:40Z,1840000,False,,,0,,M. Turner BLOCK (2 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
189,PT11M09.00S,2024-02-29T01:15:41.0Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612754,42,24,2024-02-29T01:15:42Z,1850000,False,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,,187.0,1.0,1.0,0.0,,,,,,,,,,,,
190,PT11M06.00S,2024-02-29T01:15:43.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631097,6.521024967148489,46.07843137254902,1610612754,42,24,2024-02-29T01:15:50Z,1860000,False,20.0,9.0,1,left,MISS B. Mathurin running Layup,[1631097],1610612754.0,IND,running,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,2.15,Missed,,,,,,,,,,,,,,,,,,
191,PT11M03.00S,2024-02-29T01:15:46.3Z,2,REGULAR,rebound,offensive,[],204456,,,1610612754,42,24,2024-02-29T01:15:46Z,1870000,False,,,0,,T. McConnell REBOUND (Off:2 Def:0),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,,190.0,2.0,0.0,2.0,,,,,,,,,,,,
192,PT11M03.00S,2024-02-29T01:15:47.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1641767,5.995400788436268,95.58823529411765,1610612754,42,24,2024-02-29T01:15:54Z,1880000,False,-228.0,4.0,1,left,MISS B. Sheppard 3PT,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Left Corner 3,24+ Left,22.79,Missed,,,,,,,,,,,,,,,,,,
193,PT11M03.00S,2024-02-29T01:15:47.1Z,2,REGULAR,rebound,offensive,[],1630167,,,1610612754,42,24,2024-02-29T01:15:54Z,1890000,False,,,0,,O. Toppin REBOUND (Off:1 Def:1),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Left Corner 3,24+ Left,,,,,192.0,2.0,1.0,1.0,,,,,,,,,,,,
194,PT10M58.00S,2024-02-29T01:15:53.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",204456,16.113666228646515,48.529411764705884,1610612754,44,24,2024-02-29T01:15:58Z,1900000,False,7.0,99.0,1,left,T. McConnell 9' pullup Jump Shot (4 PTS) (O. Toppin 1 AST),"[204456, 1630167]",1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Center,9.93,Made,,,,,,,4.0,,,,,,,O. Toppin,1630167.0,1.0,,
196,PT10M56.00S,2024-02-29T01:15:58.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,44,24,2024-02-29T01:15:59Z,1920000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT10M56.00S,2024-02-29T01:18:44.1Z,2,REGULAR,substitution,out,[],202685,,,1610612740,44,24,2024-02-29T01:19:12Z,1930000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT10M56.00S,2024-02-29T01:18:44.1Z,2,REGULAR,substitution,out,[],1630530,,,1610612740,44,24,2024-02-29T01:19:12Z,1940000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT10M56.00S,2024-02-29T01:18:44.1Z,2,REGULAR,substitution,in,[],1641722,,,1610612740,44,24,2024-02-29T01:19:12Z,1950000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT10M56.00S,2024-02-29T01:18:44.1Z,2,REGULAR,substitution,in,[],1630529,,,1610612740,44,24,2024-02-29T01:19:12Z,1960000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT10M36.00S,2024-02-29T01:19:44.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629627,91.27792378449409,50.98039215686274,1610612740,44,26,2024-02-29T01:19:53Z,1970000,False,5.0,29.0,1,right,Z. Williamson cutting DUNK (4 PTS) (H. Jones 1 AST),"[1629627, 1630529]",1610612740.0,NOP,cutting,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.99,Made,,,,,,,4.0,,,,,,,H. Jones,1630529.0,1.0,,
204,PT10M18.00S,2024-02-29T01:20:03.8Z,2,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612754,44,26,2024-02-29T01:20:11Z,1990000,False,,,0,,H. Jones shooting personal FOUL (2 PF) (Turner 2 FT),"[1630529, 1626167]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,202037.0,,2.0,0.0,Turner,1626167.0,,,,,
206,PT10M18.00S,2024-02-29T01:20:28.8Z,2,REGULAR,freethrow,1 of 2,[],1626167,,,1610612754,45,26,2024-02-29T01:20:28Z,2010000,False,,,0,,M. Turner Free Throw 1 of 2 (9 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
207,PT10M18.00S,2024-02-29T01:20:46.2Z,2,REGULAR,freethrow,2 of 2,[],1626167,,,1610612754,46,26,2024-02-29T01:20:46Z,2020000,False,,,0,,M. Turner Free Throw 2 of 2 (10 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
208,PT10M05.00S,2024-02-29T01:21:02.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,91.80354796320631,47.05882352941176,1610612740,46,28,2024-02-29T01:21:06Z,2030000,False,-15.0,25.0,1,right,H. Jones driving finger roll Layup (2 PTS) (Z. Williamson 1 AST),"[1630529, 1629627]",1610612740.0,NOP,driving finger roll,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,2.86,Made,,,,,,,2.0,,,,,,,Z. Williamson,1629627.0,1.0,,
209,PT09M48.00S,2024-02-29T01:21:17.5Z,2,REGULAR,3pt,Jump Shot,[],1631097,33.327858081471746,50.73529411764706,1610612754,46,28,2024-02-29T01:21:22Z,2040000,False,-4.0,261.0,1,left,MISS B. Mathurin 26' pullup 3PT,[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,26.08,Missed,,,,,,,,,,,,,,,,,,
210,PT09M45.00S,2024-02-29T01:21:20.5Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612740,46,28,2024-02-29T01:21:22Z,2050000,False,,,0,,N. Marshall REBOUND (Off:0 Def:2),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Center,,,,,209.0,2.0,2.0,0.0,,,,,,,,,,,,
211,PT09M41.00S,2024-02-29T01:21:24.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203468,69.46452036793693,78.18627450980392,1610612740,46,31,2024-02-29T01:24:34Z,2060000,False,141.0,235.0,1,right,C. McCollum 27' 3PT running (9 PTS) (N. Marshall 2 AST),"[203468, 1630230]",1610612740.0,NOP,running,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,27.36,Made,,,,,,,9.0,,,,,,,N. Marshall,1630230.0,2.0,,
213,PT09M32.00S,2024-02-29T01:21:33.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,19.66162943495401,45.588235294117645,1610612754,46,31,2024-02-29T01:21:38Z,2080000,False,22.0,132.0,1,left,MISS T. McConnell 13' pullup Shot,[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Center,13.41,Missed,,,,,,,,,,,,,,,,,,
214,PT09M30.00S,2024-02-29T01:21:36.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,46,31,2024-02-29T01:21:36Z,2090000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,213.0,,,,,,,,,,,,,,,
216,PT09M30.00S,2024-02-29T01:21:38.2Z,2,REGULAR,substitution,out,[],1631097,,,1610612740,46,31,2024-02-29T01:21:46Z,2110000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M30.00S,2024-02-29T01:21:38.2Z,2,REGULAR,substitution,in,[],1627783,,,1610612740,46,31,2024-02-29T01:21:46Z,2120000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M18.00S,2024-02-29T01:22:06.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,91.27792378449409,44.36274509803921,1610612740,46,33,2024-02-29T01:25:32Z,2130000,False,-28.0,29.0,1,right,Z. Williamson driving Layup (6 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,4.08,Made,,,,,,,6.0,,,,,,,,,,,
219,PT09M17.00S,2024-02-29T01:22:10.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,46,33,2024-02-29T01:22:10Z,2140000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M58.00S,2024-02-29T01:25:56.1Z,2,REGULAR,2pt,Jump Shot,[],1627783,23.209592641261498,50.73529411764706,1610612754,48,33,2024-02-29T01:26:01Z,2150000,False,-4.0,166.0,1,left,P. Siakam 16' pullup Jump Shot (8 PTS),[1627783],1610612754.0,IND,pullup,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Center,16.57,Made,,,,,,,8.0,,,,,,,,,,,
222,PT08M42.00S,2024-02-29T01:26:11.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,91.27792378449409,47.794117647058826,1610612740,48,35,2024-02-29T01:26:15Z,2160000,False,-11.0,29.0,1,right,Z. Williamson pullup Jump Shot (8 PTS) (C. McCollum 3 AST),"[1629627, 203468]",1610612740.0,NOP,pullup,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,3.15,Made,,,,,,,8.0,,,,,,,C. McCollum,203468.0,3.0,,
223,PT08M27.00S,2024-02-29T01:26:26.3Z,2,REGULAR,2pt,Jump Shot,[],1627783,11.514454664914586,69.6078431372549,1610612754,50,35,2024-02-29T01:26:30Z,2170000,False,-98.0,56.0,1,left,P. Siakam 11' turnaround Jump Shot (10 PTS),[1627783],1610612754.0,IND,turnaround,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,11.27,Made,,,,,,,10.0,,,,,,,,,,,
224,PT08M15.00S,2024-02-29T01:26:38.9Z,2,REGULAR,turnover,bad pass,[],1641722,,,1610612740,50,35,2024-02-29T01:26:42Z,2180000,False,,,0,,J. Hawkins bad pass TURNOVER (1 TO),"[1641722, 1626167]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1.0,,,,,,,,Turner,1626167.0
225,PT08M15.00S,2024-02-29T01:26:38.9Z,2,REGULAR,steal,,[],1626167,,,1610612754,50,35,2024-02-29T01:26:40Z,2190000,False,,,0,,M. Turner STEAL (1 STL),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
226,PT08M11.00S,2024-02-29T01:26:43.0Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1641767,8.886333771353483,3.9215686274509802,1610612754,53,35,2024-02-29T01:26:58Z,2200000,False,230.0,31.0,1,left,B. Sheppard 3PT running (9 PTS) (O. Toppin 2 AST),"[1641767, 1630167]",1610612754.0,IND,running,,,Sheppard,B. Sheppard,,,,,Right Corner 3,24+ Right,23.25,Made,,,,,,,9.0,,,,,,,O. Toppin,1630167.0,2.0,,
228,PT07M55.00S,2024-02-29T01:26:58.2Z,2,REGULAR,3pt,Jump Shot,[],1629627,68.9388961892247,73.2843137254902,1610612740,53,35,2024-02-29T01:27:02Z,2220000,False,116.0,239.0,1,right,MISS Z. Williamson 26' 3PT,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Right Center,26.63,Missed,,,,,,,,,,,,,,,,,,
229,PT07M51.00S,2024-02-29T01:27:02.2Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612754,53,35,2024-02-29T01:27:02Z,2230000,False,,,0,,O. Toppin REBOUND (Off:1 Def:2),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right Center,,,,,228.0,3.0,2.0,1.0,,,,,,,,,,,,
230,PT07M45.00S,2024-02-29T01:27:10.1Z,2,REGULAR,foul,personal,[],1641722,,,1610612754,53,35,2024-02-29T01:27:16Z,2240000,False,,,0,,J. Hawkins personal FOUL (1 PF),"[1641722, 1626167]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628480.0,,1.0,0.0,Turner,1626167.0,,,,,
232,PT07M45.00S,2024-02-29T01:27:17.5Z,2,REGULAR,substitution,out,[],203468,,,1610612754,53,35,2024-02-29T01:27:24Z,2260000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M45.00S,2024-02-29T01:27:17.5Z,2,REGULAR,substitution,out,[],1630230,,,1610612754,53,35,2024-02-29T01:27:24Z,2270000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M45.00S,2024-02-29T01:27:17.5Z,2,REGULAR,substitution,in,[],1630530,,,1610612754,53,35,2024-02-29T01:27:24Z,2280000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M45.00S,2024-02-29T01:27:17.5Z,2,REGULAR,substitution,in,[],1627742,,,1610612754,53,35,2024-02-29T01:27:24Z,2290000,False,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M36.00S,2024-02-29T01:27:46.8Z,2,REGULAR,2pt,Jump Shot,[],204456,13.748357424441524,31.127450980392158,1610612754,53,35,2024-02-29T01:27:51Z,2300000,False,94.0,77.0,1,left,MISS T. McConnell 12' turnaround Shot,[204456],1610612754.0,IND,turnaround,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,12.16,Missed,,,,,,,,,,,,,,,,,,
237,PT07M33.00S,2024-02-29T01:27:49.8Z,2,REGULAR,rebound,defensive,[],1630529,,,1610612740,53,35,2024-02-29T01:27:51Z,2310000,False,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,8-16 Right,,,,,236.0,1.0,1.0,0.0,,,,,,,,,,,,
239,PT07M15.00S,2024-02-29T01:28:07.6Z,2,REGULAR,2pt,Jump Shot,[],1627742,84.97043363994744,28.676470588235293,1610612740,53,35,2024-02-29T01:28:14Z,2320000,False,-107.0,89.0,1,right,MISS B. Ingram 13' turnaround Shot,[1627742],1610612740.0,NOP,turnaround,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Left,13.87,Missed,,,,,,,,,,,,,,,,,,
240,PT07M12.00S,2024-02-29T01:28:10.6Z,2,REGULAR,rebound,offensive,[],1630530,,,1610612740,53,35,2024-02-29T01:28:14Z,2330000,False,,,0,,T. Murphy III REBOUND (Off:1 Def:0),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Left,,,,,239.0,1.0,0.0,1.0,,,,,,,,,,,,
241,PT07M12.00S,2024-02-29T01:28:13.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630530,92.32917214191852,45.83333333333333,1610612740,53,37,2024-02-29T01:28:18Z,2340000,False,-21.0,20.0,1,right,T. Murphy III putback Layup (5 PTS),[1630530],1610612740.0,NOP,putback,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,2.86,Made,,,,,,,5.0,,,,,,,,,,,
242,PT07M12.00S,2024-02-29T01:28:15.7Z,2,REGULAR,foul,personal,['1freethrow'],1626167,,,1610612740,53,37,2024-02-29T01:28:22Z,2350000,False,,,0,,M. Turner shooting personal FOUL (2 PF) (Murphy III 1 FT),"[1626167, 1630530]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,101284.0,,2.0,0.0,Murphy III,1630530.0,,,,,
244,PT07M12.00S,2024-02-29T01:28:33.5Z,2,REGULAR,substitution,out,[],1629627,,,1610612740,53,37,2024-02-29T01:29:26Z,2370000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M12.00S,2024-02-29T01:28:33.5Z,2,REGULAR,substitution,in,[],1626204,,,1610612740,53,37,2024-02-29T01:29:26Z,2380000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M12.00S,2024-02-29T01:28:56.4Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1630530,,,1610612740,53,38,2024-02-29T01:28:56Z,2390000,False,,,0,,T. Murphy III Free Throw 1 of 1 (6 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
247,PT06M55.00S,2024-02-29T01:29:13.1Z,2,REGULAR,2pt,Jump Shot,[],1626167,10.512483574244415,31.751685049019606,1610612754,55,38,2024-02-29T01:29:26Z,2400000,False,91.0,46.0,1,left,M. Turner 10' driving floating Jump Shot (12 PTS) (P. Siakam 3 AST),"[1626167, 1627783]",1610612754.0,IND,driving floating,,,Turner,M. Turner,,,,,Mid-Range,8-16 Right,10.23,Made,,,,,,,12.0,,,,,,,P. Siakam,1627783.0,3.0,,
249,PT06M39.00S,2024-02-29T01:29:29.1Z,2,REGULAR,2pt,Jump Shot,[],1627742,89.30683311432325,73.52941176470588,1610612740,55,38,2024-02-29T01:29:34Z,2420000,False,118.0,48.0,1,right,MISS B. Ingram 12' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,12.7,Missed,,,,,,,,,,,,,,,,,,
250,PT06M34.00S,2024-02-29T01:29:34.1Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612754,55,38,2024-02-29T01:29:34Z,2430000,False,,,0,,O. Toppin REBOUND (Off:1 Def:3),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Mid-Range,8-16 Right,,,,,249.0,4.0,3.0,1.0,,,,,,,,,,,,
251,PT06M22.00S,2024-02-29T01:29:45.7Z,2,REGULAR,turnover,out-of-bounds,[],1627783,,,1610612754,55,38,2024-02-29T01:29:50Z,2440000,False,,,0,,P. Siakam bad pass out-of-bounds TURNOVER (1 TO),[1627783],1610612754.0,IND,bad pass,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,101284.0,1.0,,,,,,,,,
252,PT06M07.00S,2024-02-29T01:30:08.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630529,90.62089356110381,5.147058823529411,1610612740,55,41,2024-02-29T01:30:12Z,2450000,False,-224.0,36.0,1,right,H. Jones 3PT  (5 PTS) (T. Murphy III 2 AST),"[1630529, 1630530]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Left Corner 3,24+ Left,22.71,Made,,,,,,,5.0,,,,,,,T. Murphy III,1630530.0,2.0,,
254,PT05M51.00S,2024-02-29T01:30:23.5Z,2,REGULAR,3pt,Jump Shot,[],1630167,8.229303547963205,1.9607843137254901,1610612754,55,41,2024-02-29T01:30:29Z,2470000,False,240.0,25.0,1,left,MISS O. Toppin 24' pullup 3PT,[1630167],1610612754.0,IND,pullup,,,Toppin,O. Toppin,,,,,Right Corner 3,24+ Right,24.15,Missed,,,,,,,,,,,,,,,,,,
255,PT05M49.00S,2024-02-29T01:30:25.5Z,2,REGULAR,rebound,defensive,[],1630529,,,1610612740,55,41,2024-02-29T01:30:29Z,2480000,False,,,0,,H. Jones REBOUND (Off:0 Def:2),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Right Corner 3,24+ Right,,,,,254.0,2.0,2.0,0.0,,,,,,,,,,,,
256,PT05M32.00S,2024-02-29T01:30:42.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641722,82.21090670170827,55.63725490196079,1610612740,55,43,2024-02-29T01:30:47Z,2490000,False,28.0,115.0,1,right,J. Hawkins 11' pullup Jump Shot (2 PTS),[1641722],1610612740.0,NOP,pullup,,,Hawkins,J. Hawkins,,,,,In The Paint (Non-RA),8-16 Center,11.81,Made,,,,,,,2.0,,,,,,,,,,,
257,PT05M30.00S,2024-02-29T01:30:47.9Z,2,REGULAR,timeout,full,['team'],0,,,1610612754,55,43,2024-02-29T01:30:47Z,2500000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M30.00S,2024-02-29T01:31:45.0Z,2,REGULAR,substitution,out,[],1630167,,,1610612754,55,43,2024-02-29T01:32:17Z,2510000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M30.00S,2024-02-29T01:31:45.0Z,2,REGULAR,substitution,out,[],204456,,,1610612754,55,43,2024-02-29T01:32:17Z,2520000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M30.00S,2024-02-29T01:31:45.0Z,2,REGULAR,substitution,out,[],1641767,,,1610612754,55,43,2024-02-29T01:32:17Z,2530000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M30.00S,2024-02-29T01:31:45.0Z,2,REGULAR,substitution,out,[],1626167,,,1610612754,55,43,2024-02-29T01:32:17Z,2540000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M30.00S,2024-02-29T01:31:45.0Z,2,REGULAR,substitution,in,[],1630169,,,1610612754,55,43,2024-02-29T01:32:17Z,2550000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
