actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
597,PT05M41.00S,2024-02-29T02:46:13.8Z,4,REGULAR,substitution,out,[],1629627,,,1610612740,110,102,2024-02-29T02:46:32Z,5850000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT05M41.00S,2024-02-29T02:46:13.8Z,4,REGULAR,substitution,out,[],1641722,,,1610612740,110,102,2024-02-29T02:46:32Z,5860000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT05M41.00S,2024-02-29T02:46:13.8Z,4,REGULAR,substitution,in,[],1631097,,,1610612740,110,102,2024-02-29T02:46:32Z,5870000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT05M41.00S,2024-02-29T02:46:13.8Z,4,REGULAR,substitution,in,[],1630530,,,1610612740,110,102,2024-02-29T02:46:32Z,5880000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT05M41.00S,2024-02-29T02:46:13.8Z,4,REGULAR,substitution,in,[],1627742,,,1610612740,110,102,2024-02-29T02:46:32Z,5890000,False,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT05M41.00S,2024-02-29T02:46:13.8Z,4,REGULAR,substitution,out,[],1626167,,,1610612740,110,102,2024-02-29T02:46:51Z,5900000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT05M29.00S,2024-02-29T02:47:10.8Z,4,REGULAR,foul,personal,[],1631097,,,1610612740,110,102,2024-02-29T02:47:16Z,5910000,False,,,0,,B. Mathurin personal FOUL (4 PF),"[1631097, 1627742]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,202037.0,,4.0,0.0,Ingram,1627742.0,,,,,
605,PT05M28.00S,2024-02-29T02:47:34.7Z,4,REGULAR,foul,personal,[],1631097,,,1610612740,110,102,2024-02-29T02:47:50Z,5930000,False,,,0,,B. Mathurin personal FOUL (5 PF),"[1631097, 1630530]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Mid-Range,8-16 Left,,,,,,,,,,1628480.0,,5.0,0.0,Murphy III,1630530.0,,,,,
607,PT05M28.00S,2024-02-29T02:48:03.1Z,4,REGULAR,substitution,out,[],1631097,,,1610612740,110,102,2024-02-29T02:48:05Z,5950000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT05M28.00S,2024-02-29T02:48:03.1Z,4,REGULAR,substitution,in,[],1641767,,,1610612740,110,102,2024-02-29T02:48:05Z,5960000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT05M16.00S,2024-02-29T02:48:29.3Z,4,REGULAR,turnover,bad pass,[],1630230,,,1610612740,110,102,2024-02-29T02:48:32Z,5970000,False,,,0,,N. Marshall bad pass TURNOVER (4 TO),"[1630230, 1641767]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,4.0,,,,,,,,Sheppard,1641767.0
610,PT05M16.00S,2024-02-29T02:48:29.3Z,4,REGULAR,steal,,[],1641767,,,1610612754,110,102,2024-02-29T02:48:30Z,5980000,False,,,0,,B. Sheppard STEAL (2 STL),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
611,PT05M04.00S,2024-02-29T02:48:41.4Z,4,REGULAR,turnover,bad pass,[],1630169,,,1610612754,110,102,2024-02-29T02:48:44Z,5990000,False,,,0,,T. Haliburton bad pass TURNOVER (1 TO),"[1630169, 1630530]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1.0,,,,,,,,Murphy III,1630530.0
612,PT05M04.00S,2024-02-29T02:48:41.4Z,4,REGULAR,steal,,[],1630530,,,1610612740,110,102,2024-02-29T02:48:42Z,6000000,False,,,0,,T. Murphy III STEAL (1 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
613,PT04M48.00S,2024-02-29T02:48:58.5Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1627742,24.129434954007884,69.36274509803921,1610612740,110,104,2024-02-29T02:49:03Z,6010000,False,-97.0,174.0,1,left,B. Ingram 19' Jump Shot (27 PTS) (T. Murphy III 6 AST),"[1627742, 1630530]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Left Center,19.94,Made,,,,,,,27.0,,,,,,,T. Murphy III,1630530.0,6.0,,
615,PT04M26.00S,2024-02-29T02:49:20.7Z,4,REGULAR,3pt,Jump Shot,[],1630169,72.22404730617609,79.41176470588235,1610612754,110,104,2024-02-29T02:49:25Z,6030000,False,147.0,209.0,1,right,MISS T. Haliburton 25' pullup 3PT,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,25.52,Missed,,,,,,,,,,,,,,,,,,
616,PT04M21.00S,2024-02-29T02:49:25.7Z,4,REGULAR,rebound,defensive,[],1630230,,,1610612740,110,104,2024-02-29T02:49:25Z,6040000,False,,,0,,N. Marshall REBOUND (Off:0 Def:8),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Right Center,,,,,615.0,8.0,8.0,0.0,,,,,,,,,,,,
618,PT04M08.00S,2024-02-29T02:49:37.4Z,4,REGULAR,2pt,Jump Shot,[],203468,18.2161629434954,75.0,1610612740,110,104,2024-02-29T02:49:44Z,6060000,False,-125.0,119.0,1,left,MISS C. McCollum 17' pullup Shot,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Left Center,17.24,Missed,,,,,,,,,,,,,,,,,,
619,PT04M05.00S,2024-02-29T02:49:40.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612754,110,104,2024-02-29T02:49:44Z,6070000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,618.0,,,,,,,,,,,,,,,
621,PT03M57.00S,2024-02-29T02:50:00.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,91.67214191852825,43.38235294117647,1610612754,112,104,2024-02-29T02:50:04Z,6090000,False,-33.0,26.0,1,right,P. Siakam driving Layup (18 PTS),[1627783],1610612754.0,IND,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,4.2,Made,,,,,,,18.0,,,,,,,,,,,
622,PT03M44.00S,2024-02-29T02:50:12.4Z,4,REGULAR,3pt,Jump Shot,[],1627742,32.802233902759525,38.72549019607843,1610612740,112,107,2024-02-29T02:50:16Z,6100000,False,56.0,256.0,1,left,B. Ingram 26' 3PT  (30 PTS) (T. Murphy III 7 AST),"[1627742, 1630530]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,26.19,Made,,,,,,,30.0,,,,,,,T. Murphy III,1630530.0,7.0,,
624,PT03M24.00S,2024-02-29T02:50:34.0Z,4,REGULAR,turnover,out-of-bounds,[],1629614,,,1610612754,112,107,2024-02-29T02:50:39Z,6120000,False,,,0,,A. Nembhard bad pass out-of-bounds TURNOVER (1 TO),[1629614],1610612754.0,IND,bad pass,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,,,,,,,,,,202037.0,1.0,,,,,,,,,
625,PT03M24.00S,2024-02-29T02:50:42.8Z,4,REGULAR,substitution,out,[],1630167,,,1610612740,112,107,2024-02-29T02:50:45Z,6130000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT03M24.00S,2024-02-29T02:50:42.8Z,4,REGULAR,substitution,in,[],1626167,,,1610612740,112,107,2024-02-29T02:50:45Z,6150000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT03M24.00S,2024-02-29T02:50:42.8Z,4,REGULAR,substitution,in,[],1629627,,,1610612740,112,107,2024-02-29T02:50:45Z,6160000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT03M24.00S,2024-02-29T02:50:42.8Z,4,REGULAR,substitution,out,[],1630230,,,1610612740,112,107,2024-02-29T02:52:21Z,6165000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT03M15.00S,2024-02-29T02:51:10.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203468,19.004599211563733,35.53921568627451,1610612740,112,109,2024-02-29T02:51:14Z,6170000,False,72.0,126.0,1,left,C. McCollum 14' pullup Jump Shot (21 PTS),[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,14.54,Made,,,,,,,21.0,,,,,,,,,,,
630,PT02M57.00S,2024-02-29T02:51:27.9Z,4,REGULAR,3pt,Jump Shot,[],1630169,69.33311432325887,71.07843137254902,1610612754,115,109,2024-02-29T02:51:35Z,6180000,False,105.0,236.0,1,right,T. Haliburton 25' 3PT step back (17 PTS),[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,25.83,Made,,,,,,,17.0,,,,,,,,,,,
631,PT02M30.00S,2024-02-29T02:51:54.1Z,4,REGULAR,2pt,Jump Shot,[],203468,25.969119579500656,46.07843137254902,1610612740,115,109,2024-02-29T02:52:07Z,6190000,False,20.0,192.0,1,left,MISS C. McCollum 19' pullup Shot,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Center,19.26,Missed,,,,,,,,,,,,,,,,,,
632,PT02M29.00S,2024-02-29T02:51:55.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612740,115,109,2024-02-29T02:52:07Z,6200000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Mid-Range,16-24 Center,,,,,631.0,,,,,,,,,,,,,,,
633,PT02M29.00S,2024-02-29T02:52:07.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626167,,,1610612740,115,109,2024-02-29T02:52:15Z,6210000,False,,,0,,M. Turner loose ball personal FOUL (4 PF) (Jones 2 FT),"[1626167, 1630529]",1610612754.0,IND,loose ball,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,202037.0,,4.0,0.0,Jones,1630529.0,,,,,
636,PT02M29.00S,2024-02-29T02:52:26.0Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630529,,,1610612740,115,110,2024-02-29T02:52:26Z,6230000,False,,,0,,H. Jones Free Throw 1 of 2 (12 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,Made,,,,,,,12.0,,,,,,,,,,,
637,PT02M29.00S,2024-02-29T02:52:27.4Z,4,REGULAR,substitution,out,[],1641767,,,1610612740,115,110,2024-02-29T02:52:29Z,6240000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT02M29.00S,2024-02-29T02:52:27.4Z,4,REGULAR,substitution,in,[],1631097,,,1610612740,115,110,2024-02-29T02:52:29Z,6250000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT02M29.00S,2024-02-29T02:52:47.8Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630529,,,1610612740,115,111,2024-02-29T02:52:47Z,6260000,False,,,0,,H. Jones Free Throw 2 of 2 (13 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
640,PT02M07.00S,2024-02-29T02:53:12.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,92.46057818659659,54.90196078431373,1610612754,117,111,2024-02-29T02:53:28Z,6270000,False,25.0,18.0,1,right,P. Siakam cutting Layup (20 PTS) (T. Haliburton 10 AST),"[1627783, 1630169]",1610612754.0,IND,cutting,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,3.06,Made,,,,,,,20.0,,,,,,,T. Haliburton,1630169.0,10.0,,
642,PT01M51.00S,2024-02-29T02:53:27.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,7.046649145860711,54.90196078431373,1610612740,117,111,2024-02-29T02:53:32Z,6290000,False,-25.0,14.0,1,left,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.81,Missed,,,,,,,,,,,,,,,,,,
643,PT01M50.00S,2024-02-29T02:53:28.8Z,4,REGULAR,rebound,defensive,[],1629614,,,1610612754,117,111,2024-02-29T02:53:32Z,6300000,False,,,0,,A. Nembhard REBOUND (Off:1 Def:2),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,642.0,3.0,2.0,1.0,,,,,,,,,,,,
644,PT01M31.00S,2024-02-29T02:53:48.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1627783,93.9060446780552,49.26470588235294,1610612754,119,111,2024-02-29T02:53:52Z,6310000,False,-4.0,5.0,1,right,P. Siakam cutting DUNK (22 PTS) (T. Haliburton 11 AST),"[1627783, 1630169]",1610612754.0,IND,cutting,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,0.61,Made,,,,,,,22.0,,,,,,,T. Haliburton,1630169.0,11.0,,
646,PT01M22.00S,2024-02-29T02:54:01.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203468,7.835085413929041,58.57843137254902,1610612740,119,111,2024-02-29T02:54:05Z,6330000,False,-43.0,21.0,1,left,MISS C. McCollum Layup,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,4.78,Missed,,,,,,,,,,,,,,,,,,
647,PT01M18.00S,2024-02-29T02:54:05.7Z,4,REGULAR,rebound,defensive,[],1626167,,,1610612754,119,111,2024-02-29T02:54:05Z,6340000,False,,,0,,M. Turner REBOUND (Off:2 Def:8),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,646.0,10.0,8.0,2.0,,,,,,,,,,,,
648,PT01M17.00S,2024-02-29T02:54:06.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627783,93.51182654402102,51.9607843137255,1610612754,121,111,2024-02-29T02:54:11Z,6350000,False,10.0,8.0,1,right,P. Siakam running DUNK (24 PTS) (T. Haliburton 12 AST),"[1627783, 1630169]",1610612754.0,IND,running,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,1.3,Made,,,,,,,24.0,,,,,,,T. Haliburton,1630169.0,12.0,,
650,PT01M17.00S,2024-02-29T02:54:11.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612740,121,111,2024-02-29T02:54:11Z,6370000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT01M13.00S,2024-02-29T02:56:23.9Z,4,REGULAR,3pt,Jump Shot,[],1627742,31.488173455978973,58.82352941176471,1610612740,121,111,2024-02-29T02:56:29Z,6380000,False,-44.0,243.0,1,left,MISS B. Ingram 24' pullup 3PT,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,24.75,Missed,,,,,,,,,,,,,,,,,,
652,PT01M09.00S,2024-02-29T02:56:27.9Z,4,REGULAR,rebound,defensive,[],1629614,,,1610612754,121,111,2024-02-29T02:56:29Z,6390000,False,,,0,,A. Nembhard REBOUND (Off:1 Def:3),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,,,,,651.0,4.0,3.0,1.0,,,,,,,,,,,,
653,PT00M53.00S,2024-02-29T02:56:44.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,92.9862023653088,51.225490196078425,1610612754,123,111,2024-02-29T02:58:44Z,6400000,False,6.0,13.0,1,right,M. Turner finger roll Layup (14 PTS) (T. Haliburton 13 AST),"[1626167, 1630169]",1610612754.0,IND,finger roll,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,,,14.0,,,,,,,T. Haliburton,1630169.0,13.0,,
655,PT00M48.20S,2024-02-29T02:56:56.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626167,,,1610612740,123,111,2024-02-29T02:57:04Z,6420000,False,,,0,,M. Turner shooting personal FOUL (5 PF) (Jones 2 FT),"[1626167, 1630529]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628480.0,,5.0,0.0,Jones,1630529.0,,,,,
657,PT00M48.20S,2024-02-29T02:57:19.7Z,4,REGULAR,freethrow,1 of 2,[],1630529,,,1610612740,123,112,2024-02-29T02:57:53Z,6440000,False,,,0,,H. Jones Free Throw 1 of 2 (14 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,Made,,,,,,,14.0,,,,,,,,,,,
658,PT00M48.20S,2024-02-29T02:57:20.5Z,4,REGULAR,substitution,out,[],1626167,,,1610612740,123,112,2024-02-29T02:57:36Z,6450000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT00M48.20S,2024-02-29T02:57:20.5Z,4,REGULAR,substitution,out,[],1629627,,,1610612740,123,112,2024-02-29T02:57:36Z,6460000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT00M48.20S,2024-02-29T02:57:20.5Z,4,REGULAR,substitution,out,[],1627742,,,1610612740,123,112,2024-02-29T02:57:36Z,6470000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M48.20S,2024-02-29T02:57:20.5Z,4,REGULAR,substitution,in,[],1630167,,,1610612740,123,112,2024-02-29T02:57:36Z,6480000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT00M48.20S,2024-02-29T02:57:20.5Z,4,REGULAR,substitution,in,[],1630230,,,1610612740,123,112,2024-02-29T02:57:36Z,6490000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT00M48.20S,2024-02-29T02:57:20.5Z,4,REGULAR,substitution,in,[],1641722,,,1610612740,123,112,2024-02-29T02:57:36Z,6500000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT00M48.20S,2024-02-29T02:57:19.7Z,4,REGULAR,freethrow,2 of 2,[],1630529,,,1610612740,123,112,2024-02-29T02:57:53Z,6510000,False,,,0,,MISS H. Jones Free Throw 2 of 2,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
665,PT00M46.70S,2024-02-29T02:57:21.2Z,4,REGULAR,rebound,defensive,[],1630169,,,1610612754,123,112,2024-02-29T02:57:53Z,6520000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:3),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,664.0,3.0,3.0,0.0,,,,,,,,,,,,
666,PT00M23.50S,2024-02-29T02:58:19.1Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612754,123,112,2024-02-29T02:58:24Z,6530000,False,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,101284.0,,,,,,,,,,
667,PT00M18.30S,2024-02-29T02:58:34.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203468,6.783837056504599,50.245098039215684,1610612740,123,114,2024-02-29T02:58:39Z,6540000,False,-1.0,11.0,1,left,C. McCollum driving DUNK (23 PTS),[203468],1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,1.14,Made,,,,,,,23.0,,,,,,,,,,,
668,PT00M00.00S,2024-02-29T02:58:55.1Z,4,REGULAR,period,end,[],0,,,1610612754,123,114,2024-02-29T02:58:55Z,6550000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT00M00.00S,2024-02-29T02:58:57.9Z,4,REGULAR,game,end,[],0,,,0,123,114,2024-02-29T02:58:57Z,6560000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
