actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
432,PT03M44.00S,2023-11-23T02:10:43.2Z,3,REGULAR,substitution,in,[],1630201,,,1610612761,91,91,2023-11-23T02:10:55Z,4260000,False,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT03M44.00S,2023-11-23T02:11:08.1Z,3,REGULAR,freethrow,1 of 1,[],1627783,,,1610612761,91,92,2023-11-23T02:11:08Z,4270000,False,,,0,,P. Siakam Free Throw 1 of 1 (29 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,29.0,,,,,,,,,,,,,,,,
434,PT03M27.00S,2023-11-23T02:11:27.8Z,3,REGULAR,foul,personal,['2freethrow'],1630201,,,1610612754,91,92,2023-11-23T02:11:36Z,4280000,False,,,0,,M. Flynn shooting personal FOUL (1 PF) (Mathurin 2 FT),"[1630201, 1631097]",1610612761.0,TOR,shooting,,,Flynn,M. Flynn,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627534.0,,,,,,1.0,0.0,Mathurin,1631097.0
436,PT03M27.00S,2023-11-23T02:12:02.8Z,3,REGULAR,freethrow,1 of 2,[],1631097,,,1610612754,91,92,2023-11-23T02:12:02Z,4300000,False,,,0,,MISS B. Mathurin Free Throw 1 of 2,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
437,PT03M27.00S,2023-11-23T02:12:02.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,91,92,2023-11-23T02:12:02Z,4310000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,436.0,,,,,,,,,,,,,,,,,
438,PT03M27.00S,2023-11-23T02:12:03.4Z,3,REGULAR,substitution,out,[],1627751,,,1610612754,91,92,2023-11-23T02:12:06Z,4320000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT03M27.00S,2023-11-23T02:12:03.4Z,3,REGULAR,substitution,in,[],1630567,,,1610612754,91,92,2023-11-23T02:12:06Z,4330000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT03M27.00S,2023-11-23T02:12:26.6Z,3,REGULAR,freethrow,2 of 2,[],1631097,,,1610612754,92,92,2023-11-23T02:12:26Z,4340000,False,,,0,,B. Mathurin Free Throw 2 of 2 (3 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,,3.0,,,,,,,,,,,,,,,,
441,PT03M11.00S,2023-11-23T02:12:44.9Z,3,REGULAR,3pt,Jump Shot,[],1630567,32.276609724047304,63.725490196078425,1610612761,92,95,2023-11-23T02:12:50Z,4350000,False,-69.0,251.0,1,left,S. Barnes 26' 3PT  (12 PTS) (P. Siakam 2 AST),"[1630567, 1627783]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,26.01,Made,,12.0,P. Siakam,1627783.0,2.0,,,,,,,,,,,,,
443,PT02M50.00S,2023-11-23T02:13:05.4Z,3,REGULAR,3pt,Jump Shot,[],204456,95.74572930354796,96.56862745098039,1610612754,95,95,2023-11-23T02:13:09Z,4370000,False,233.0,-13.0,1,right,T. McConnell 3PT  (7 PTS) (B. Brown 3 AST),"[204456, 1628971]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Right Corner 3,24+ Right,23.31,Made,,7.0,B. Brown,1628971.0,3.0,,,,,,,,,,,,,
445,PT02M34.00S,2023-11-23T02:13:21.4Z,3,REGULAR,3pt,Jump Shot,[],1630567,34.773324572930356,49.01960784313725,1610612761,95,95,2023-11-23T02:13:29Z,4390000,False,5.0,274.0,1,left,MISS S. Barnes 27' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,27.44,Missed,,,,,,,,,,,,,,,,,,
446,PT02M29.00S,2023-11-23T02:13:26.4Z,3,REGULAR,rebound,offensive,[],203490,,,1610612761,95,95,2023-11-23T02:13:29Z,4400000,False,,,0,,O. Porter Jr. REBOUND (Off:1 Def:3),[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,Above the Break 3,24+ Center,,,445.0,,,,,4.0,3.0,1.0,,,,,,,,,,
447,PT02M26.00S,2023-11-23T02:13:29.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630201,7.178055190538765,49.50980392156863,1610612761,95,95,2023-11-23T02:13:38Z,4410000,False,2.0,15.0,1,left,MISS M. Flynn driving Layup,[1630201],1610612761.0,TOR,driving,,,Flynn,M. Flynn,,,,,Restricted Area,0-8 Center,1.52,Missed,,,,,,,,,,,,,,,,,,
448,PT02M22.00S,2023-11-23T02:13:33.9Z,3,REGULAR,rebound,defensive,[],204456,,,1610612754,95,95,2023-11-23T02:13:38Z,4420000,False,,,0,,T. McConnell REBOUND (Off:0 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,447.0,,,,,1.0,1.0,0.0,,,,,,,,,,
449,PT02M19.00S,2023-11-23T02:13:36.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630188,93.24901445466492,50.73529411764706,1610612754,97,95,2023-11-23T02:13:42Z,4430000,False,4.0,11.0,1,right,J. Smith running Layup (4 PTS) (T. McConnell 4 AST),"[1630188, 204456]",1610612754.0,IND,running,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,1.16,Made,,4.0,T. McConnell,204456.0,4.0,,,,,,,,,,,,,
451,PT02M05.00S,2023-11-23T02:13:52.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,6.258212877792378,49.01960784313725,1610612761,97,97,2023-11-23T02:13:58Z,4450000,False,5.0,6.0,1,left,P. Siakam cutting finger roll Layup (31 PTS) (S. Barnes 4 AST),"[1627783, 1630567]",1610612761.0,TOR,cutting finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,0.8,Made,,31.0,S. Barnes,1630567.0,4.0,,,,,,,,,,,,,
453,PT02M05.00S,2023-11-23T02:13:54.1Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",204456,,,1610612761,97,97,2023-11-23T02:14:03Z,4470000,False,,,0,,T. McConnell shooting personal FOUL (4 PF) (Siakam 1 FT),"[204456, 1627783]",1610612754.0,IND,shooting,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202007.0,,,,,,4.0,0.0,Siakam,1627783.0
455,PT02M05.00S,2023-11-23T02:14:14.3Z,3,REGULAR,substitution,out,[],204456,,,1610612761,97,97,2023-11-23T02:15:39Z,4490000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT02M05.00S,2023-11-23T02:14:14.3Z,3,REGULAR,substitution,out,[],203490,,,1610612761,97,97,2023-11-23T02:15:39Z,4500000,False,,,0,,SUB out: O. Porter Jr.,[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT02M05.00S,2023-11-23T02:14:14.3Z,3,REGULAR,substitution,in,[],1630169,,,1610612761,97,97,2023-11-23T02:15:39Z,4510000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT02M05.00S,2023-11-23T02:14:14.3Z,3,REGULAR,substitution,in,[],1628384,,,1610612761,97,97,2023-11-23T02:15:39Z,4520000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT02M05.00S,2023-11-23T02:14:48.6Z,3,REGULAR,freethrow,1 of 1,[],1627783,,,1610612761,97,98,2023-11-23T02:14:48Z,4530000,False,,,0,,P. Siakam Free Throw 1 of 1 (32 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,32.0,,,,,,,,,,,,,,,,
460,PT01M46.00S,2023-11-23T02:15:10.9Z,3,REGULAR,turnover,out-of-bounds,[],1628971,,,1610612754,97,98,2023-11-23T02:15:16Z,4540000,False,,,0,,B. Brown lost ball out-of-bounds TURNOVER (2 TO),[1628971],1610612754.0,IND,lost ball,,,Brown,B. Brown,,,,,Right Corner 3,24+ Right,,,,,,,,,,,202007.0,2.0,,,,,,,,
461,PT01M29.00S,2023-11-23T02:15:36.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630567,17.559132720105126,45.588235294117645,1610612761,97,98,2023-11-23T02:15:41Z,4550000,False,22.0,113.0,1,left,MISS S. Barnes 11' step back Shot,[1630567],1610612761.0,TOR,step back,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,11.47,Missed,,,,,,,,,,,,,,,,,,
462,PT01M26.00S,2023-11-23T02:15:39.7Z,3,REGULAR,rebound,defensive,[],1630188,,,1610612754,97,98,2023-11-23T02:15:41Z,4560000,False,,,0,,J. Smith REBOUND (Off:0 Def:3),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),8-16 Center,,,461.0,,,,,3.0,3.0,0.0,,,,,,,,,,
463,PT01M21.00S,2023-11-23T02:15:44.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629670,94.1688567674113,51.470588235294116,1610612754,97,98,2023-11-23T02:15:51Z,4570000,False,7.0,2.0,1,right,MISS J. Nwora running Layup,[1629670],1610612754.0,IND,running,,,Nwora,J. Nwora,,,,,Restricted Area,0-8 Center,0.77,Missed,,,,,,,,,,,,,,,,,,
464,PT01M20.00S,2023-11-23T02:15:46.4Z,3,REGULAR,rebound,offensive,[],1629670,,,1610612754,97,98,2023-11-23T02:15:46Z,4580000,False,,,0,,J. Nwora REBOUND (Off:2 Def:1),[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Restricted Area,0-8 Center,,,463.0,,,,,3.0,1.0,2.0,,,,,,,,,,
465,PT01M18.00S,2023-11-23T02:15:47.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629670,94.30026281208936,50.98039215686274,1610612754,97,98,2023-11-23T02:15:53Z,4590000,False,5.0,1.0,1,right,MISS J. Nwora Layup - blocked,"[1629670, 1630201]",1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Restricted Area,0-8 Center,0.5,Missed,,,,,,,,,,,Flynn,1630201.0,,,,,,
466,PT01M18.00S,2023-11-23T02:15:47.9Z,3,REGULAR,block,,[],1630201,,,1610612754,97,98,2023-11-23T02:15:49Z,4600000,False,,,0,,M. Flynn BLOCK (1 BLK),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
467,PT01M16.00S,2023-11-23T02:15:49.9Z,3,REGULAR,rebound,offensive,[],1629670,,,1610612754,97,98,2023-11-23T02:15:53Z,4610000,False,,,0,,J. Nwora REBOUND (Off:3 Def:1),[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Restricted Area,0-8 Center,,,465.0,,,,,4.0,1.0,3.0,,,,,,,,,,
468,PT01M14.00S,2023-11-23T02:15:54.7Z,3,REGULAR,foul,personal,[],1630201,,,1610612754,97,98,2023-11-23T02:16:15Z,4620000,False,,,0,,M. Flynn personal FOUL (2 PF),"[1630201, 1629670]",1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Mid-Range,8-16 Right,,,,,,,,,,,202007.0,,,,,,2.0,0.0,Nwora,1629670.0
470,PT01M10.00S,2023-11-23T02:16:24.0Z,3,REGULAR,turnover,traveling,[],1628971,,,1610612754,97,98,2023-11-23T02:16:27Z,4640000,False,,,0,,B. Brown traveling TURNOVER (3 TO),[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1627534.0,3.0,,,,,,,,
471,PT00M56.80S,2023-11-23T02:16:48.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629670,,,1610612761,97,98,2023-11-23T02:16:56Z,4650000,False,,,0,,J. Nwora personal FOUL (3 PF) (Trent Jr. 2 FT),"[1629670, 1629018]",1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Mid-Range,8-16 Left,,,,,,,,,,,202007.0,,,,,,3.0,0.0,Trent Jr.,1629018.0
473,PT00M56.80S,2023-11-23T02:17:11.0Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629018,,,1610612761,97,99,2023-11-23T02:17:11Z,4670000,False,,,0,,G. Trent Jr. Free Throw 1 of 2 (7 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Made,,7.0,,,,,,,,,,,,,,,,
474,PT00M56.80S,2023-11-23T02:17:25.3Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629018,,,1610612761,97,100,2023-11-23T02:17:25Z,4680000,False,,,0,,G. Trent Jr. Free Throw 2 of 2 (8 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Made,,8.0,,,,,,,,,,,,,,,,
475,PT00M50.30S,2023-11-23T02:17:34.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,94.1688567674113,51.225490196078425,1610612754,99,100,2023-11-23T02:17:56Z,4690000,False,6.0,2.0,1,right,J. Smith reverse Layup (6 PTS) (T. Haliburton 14 AST),"[1630188, 1630169]",1610612754.0,IND,reverse,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,0.65,Made,,6.0,T. Haliburton,1630169.0,14.0,,,,,,,,,,,,,
478,PT00M30.90S,2023-11-23T02:18:16.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,7.703679369250986,49.26470588235294,1610612761,99,100,2023-11-23T02:18:19Z,4720000,False,4.0,20.0,1,left,MISS O. Anunoby Layup,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,2.02,Missed,,,,,,,,,,,,,,,,,,
479,PT00M28.90S,2023-11-23T02:18:18.4Z,3,REGULAR,rebound,defensive,[],1630188,,,1610612754,99,100,2023-11-23T02:18:19Z,4730000,False,,,0,,J. Smith REBOUND (Off:0 Def:4),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,478.0,,,,,4.0,4.0,0.0,,,,,,,,,,
480,PT00M18.00S,2023-11-23T02:18:29.2Z,3,REGULAR,3pt,Jump Shot,[],1629670,68.28186596583443,24.264705882352942,1610612754,99,100,2023-11-23T02:18:34Z,4740000,False,-129.0,246.0,1,right,MISS J. Nwora 27' 3PT,[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Left Center,27.74,Missed,,,,,,,,,,,,,,,,,,
481,PT00M14.90S,2023-11-23T02:18:32.3Z,3,REGULAR,rebound,offensive,[],1630169,,,1610612754,99,100,2023-11-23T02:18:34Z,4750000,False,,,0,,T. Haliburton REBOUND (Off:1 Def:2),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,,,480.0,,,,,3.0,2.0,1.0,,,,,,,,,,
482,PT00M14.90S,2023-11-23T02:18:33.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630169,94.40999984741211,50.0,1610612754,101,100,2023-11-23T02:18:33Z,4760000,False,0.0,0.0,1,right,T. Haliburton putback Layup (20 PTS),[1630169],1610612754.0,IND,putback,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Left,0.0,Made,,20.0,,,,,,,,,,,,,,,,
483,PT00M00.10S,2023-11-23T02:18:50.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,14.668199737187912,47.05882352941176,1610612761,101,100,2023-11-23T02:18:54Z,4770000,False,15.0,85.0,1,left,MISS P. Siakam 8' turnaround Shot,[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,8.67,Missed,,,,,,,,,,,,,,,,,,
484,PT00M00.10S,2023-11-23T02:18:50.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,101,100,2023-11-23T02:18:54Z,4780000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,483.0,,,,,,,,,,,,,,,,,
485,PT00M00.00S,2023-11-23T02:18:53.4Z,3,REGULAR,period,end,[],0,,,1610612761,101,100,2023-11-23T02:18:53Z,4790000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT12M00.00S,2023-11-23T02:21:07.5Z,4,REGULAR,substitution,out,['startperiod'],1628971,,,1610612761,101,100,2023-11-23T02:21:20Z,4800000,False,,,0,,SUB out: B. Brown,[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT12M00.00S,2023-11-23T02:21:07.5Z,4,REGULAR,substitution,out,['startperiod'],1627783,,,1610612761,101,100,2023-11-23T02:21:20Z,4810000,False,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT12M00.00S,2023-11-23T02:21:07.5Z,4,REGULAR,substitution,in,['startperiod'],1627741,,,1610612761,101,100,2023-11-23T02:21:20Z,4820000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT12M00.00S,2023-11-23T02:21:07.5Z,4,REGULAR,substitution,in,['startperiod'],1628449,,,1610612761,101,100,2023-11-23T02:21:20Z,4830000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT12M00.00S,2023-11-23T02:21:30.1Z,4,REGULAR,period,start,[],0,,,1610612754,101,100,2023-11-23T02:21:30Z,4840000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT11M45.00S,2023-11-23T02:21:44.6Z,4,REGULAR,turnover,bad pass,[],1629670,,,1610612754,101,100,2023-11-23T02:21:54Z,4850000,False,,,0,,J. Nwora bad pass TURNOVER (1 TO),"[1629670, 1630567]",1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1.0,,,Barnes,1630567.0,,,,
492,PT11M45.00S,2023-11-23T02:21:44.6Z,4,REGULAR,steal,,[],1630567,,,1610612761,101,100,2023-11-23T02:24:13Z,4860000,False,,,0,,S. Barnes STEAL (3 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
493,PT11M30.00S,2023-11-23T02:21:58.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630567,10.200394218134035,55.14705882352941,1610612761,101,100,2023-11-23T02:22:01Z,4870000,False,-26.0,43.0,1,left,MISS S. Barnes turnaround Shot,[1630567],1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,5.04,Missed,,,,,,,,,,,,,,,,,,
494,PT11M29.00S,2023-11-23T02:21:59.7Z,4,REGULAR,rebound,offensive,[],1630567,,,1610612761,101,100,2023-11-23T02:22:01Z,4880000,False,,,0,,S. Barnes REBOUND (Off:1 Def:4),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,493.0,,,,,5.0,4.0,1.0,,,,,,,,,,
495,PT11M26.00S,2023-11-23T02:22:05.7Z,4,REGULAR,foul,personal,['2freethrow'],1630169,,,1610612761,101,100,2023-11-23T02:22:15Z,4890000,False,,,0,,T. Haliburton shooting personal FOUL (2 PF) (Boucher 2 FT),"[1630169, 1628449]",1610612754.0,IND,shooting,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202901.0,,,,,,2.0,0.0,Boucher,1628449.0
497,PT11M26.00S,2023-11-23T02:22:29.3Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1628449,,,1610612761,101,101,2023-11-23T02:22:29Z,4910000,False,,,0,,C. Boucher Free Throw 1 of 2 (3 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,Made,,3.0,,,,,,,,,,,,,,,,
498,PT11M26.00S,2023-11-23T02:22:41.1Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1628449,,,1610612761,101,102,2023-11-23T02:22:41Z,4920000,False,,,0,,C. Boucher Free Throw 2 of 2 (4 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,Made,,4.0,,,,,,,,,,,,,,,,
499,PT11M15.00S,2023-11-23T02:22:53.4Z,4,REGULAR,3pt,Jump Shot,[],1627741,70.51576872536137,17.892156862745097,1610612754,104,102,2023-11-23T02:22:57Z,4930000,False,-161.0,225.0,1,right,B. Hield 27' 3PT pullup (29 PTS) (T. Haliburton 15 AST),"[1627741, 1630169]",1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,27.61,Made,,29.0,T. Haliburton,1630169.0,15.0,,,,,,,,,,,,,
501,PT10M52.00S,2023-11-23T02:23:15.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630201,8.754927726675426,38.970588235294116,1610612761,104,104,2023-11-23T02:26:54Z,4950000,False,55.0,30.0,1,left,M. Flynn 6' driving Layup (10 PTS),[1630201],1610612761.0,TOR,driving,,,Flynn,M. Flynn,,,,,In The Paint (Non-RA),0-8 Center,6.26,Made,,10.0,,,,,,,,,,,,,,,,
502,PT10M40.00S,2023-11-23T02:23:26.9Z,4,REGULAR,turnover,bad pass,[],1630169,,,1610612754,104,104,2023-11-23T02:23:30Z,4960000,False,,,0,,T. Haliburton bad pass TURNOVER (3 TO),"[1630169, 1630567]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,3.0,,,Barnes,1630567.0,,,,
503,PT10M40.00S,2023-11-23T02:23:26.9Z,4,REGULAR,steal,,[],1630567,,,1610612761,104,104,2023-11-23T02:23:28Z,4970000,False,,,0,,S. Barnes STEAL (4 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
504,PT10M31.00S,2023-11-23T02:23:36.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628449,6.915243101182654,47.05882352941176,1610612761,104,104,2023-11-23T02:23:40Z,4980000,False,15.0,13.0,1,left,MISS C. Boucher Layup,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,1.93,Missed,,,,,,,,,,,,,,,,,,
505,PT10M29.00S,2023-11-23T02:23:38.6Z,4,REGULAR,rebound,offensive,[],1630201,,,1610612761,104,104,2023-11-23T02:23:38Z,4990000,False,,,0,,M. Flynn REBOUND (Off:2 Def:2),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Restricted Area,0-8 Center,,,504.0,,,,,4.0,2.0,2.0,,,,,,,,,,
506,PT10M28.00S,2023-11-23T02:23:39.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630201,6.652431011826544,49.50980392156863,1610612761,104,106,2023-11-23T02:23:47Z,5000000,False,2.0,10.0,1,left,M. Flynn putback Layup (12 PTS),[1630201],1610612761.0,TOR,putback,,,Flynn,M. Flynn,,,,,Restricted Area,0-8 Center,1.03,Made,,12.0,,,,,,,,,,,,,,,,
507,PT10M16.00S,2023-11-23T02:23:55.1Z,4,REGULAR,foul,personal,['2freethrow'],1628449,,,1610612754,104,106,2023-11-23T02:24:04Z,5010000,False,,,0,,C. Boucher shooting personal FOUL (2 PF) (Smith 2 FT),"[1628449, 1630188]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202901.0,,,,,,2.0,0.0,Smith,1630188.0
509,PT10M16.00S,2023-11-23T02:24:19.5Z,4,REGULAR,freethrow,1 of 2,[],1630188,,,1610612754,105,106,2023-11-23T02:24:19Z,5030000,False,,,0,,J. Smith Free Throw 1 of 2 (7 PTS),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,Made,,7.0,,,,,,,,,,,,,,,,
510,PT10M16.00S,2023-11-23T02:24:20.1Z,4,REGULAR,substitution,out,[],1629670,,,1610612754,105,106,2023-11-23T02:24:26Z,5040000,False,,,0,,SUB out: J. Nwora,[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT10M16.00S,2023-11-23T02:24:20.1Z,4,REGULAR,substitution,in,[],1630167,,,1610612754,105,106,2023-11-23T02:24:26Z,5050000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT10M16.00S,2023-11-23T02:24:42.4Z,4,REGULAR,freethrow,2 of 2,[],1630188,,,1610612754,106,106,2023-11-23T02:24:42Z,5060000,False,,,0,,J. Smith Free Throw 2 of 2 (8 PTS),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,Made,,8.0,,,,,,,,,,,,,,,,
513,PT10M00.00S,2023-11-23T02:25:03.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628384,10.200394218134035,48.03921568627451,1610612761,106,106,2023-11-23T02:25:07Z,5070000,False,10.0,43.0,1,left,MISS O. Anunoby bank Shot,[1628384],1610612761.0,TOR,bank,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,4.45,Missed,,,,,,,,,,,,,,,,,,
514,PT09M56.00S,2023-11-23T02:25:07.2Z,4,REGULAR,rebound,offensive,[],1628449,,,1610612761,106,106,2023-11-23T02:25:07Z,5080000,False,,,0,,C. Boucher REBOUND (Off:1 Def:0),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),0-8 Center,,,513.0,,,,,1.0,0.0,1.0,,,,,,,,,,
