actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
176,PT11M04.00S,2023-11-23T01:10:03.7Z,2,REGULAR,3pt,Jump Shot,[],1630167,9.543363994743759,3.6764705882352944,1610612754,37,32,2023-11-23T01:10:07Z,1750000,False,232.0,37.0,1,left,MISS O. Toppin 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Right Corner 3,24+ Right,23.46,Missed,,,,,,,,,,,,,,,,,,
177,PT11M03.00S,2023-11-23T01:10:04.7Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,37,32,2023-11-23T01:10:41Z,1760000,False,,,0,,S. Barnes REBOUND (Off:0 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Right Corner 3,24+ Right,,,176.0,,,,,2.0,2.0,0.0,,,,,,,,,,
178,PT10M55.00S,2023-11-23T01:10:12.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,87.72996057818659,43.872549019607845,1610612761,37,32,2023-11-23T01:10:17Z,1770000,False,-31.0,63.0,1,right,MISS S. Barnes 6' driving floating Shot,[1630567],1610612761.0,TOR,driving floating,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,6.99,Missed,,,,,,,,,,,,,,,,,,
179,PT10M52.00S,2023-11-23T01:10:15.4Z,2,REGULAR,rebound,defensive,[],1629670,,,1610612754,37,32,2023-11-23T01:10:17Z,1780000,False,,,0,,J. Nwora REBOUND (Off:0 Def:1),[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,In The Paint (Non-RA),0-8 Center,,,178.0,,,,,1.0,1.0,0.0,,,,,,,,,,
180,PT10M46.00S,2023-11-23T01:10:23.7Z,2,REGULAR,turnover,lost ball,[],1630169,,,1610612754,37,32,2023-11-23T01:57:35Z,1790000,False,,,0,,T. Haliburton lost ball TURNOVER (1 TO),"[1630169, 1630567]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,1.0,,,Barnes,1630567.0,,,,
181,PT10M46.00S,2023-11-23T01:10:23.7Z,2,REGULAR,steal,,[],1630567,,,1610612761,37,32,2023-11-23T01:10:25Z,1800000,False,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
182,PT10M46.00S,2023-11-23T01:10:26.7Z,2,REGULAR,foul,personal,[],1630169,,,1610612761,37,32,2023-11-23T01:10:34Z,1810000,False,,,0,,T. Haliburton personal FOUL (1 PF),"[1630169, 1630567]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,202007.0,,,,,,1.0,0.0,Barnes,1630567.0
185,PT10M33.00S,2023-11-23T01:11:12.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630201,88.91261498028909,96.56862745098039,1610612761,37,35,2023-11-23T01:11:16Z,1840000,False,233.0,52.0,1,right,M. Flynn 3PT  (8 PTS) (O. Anunoby 1 AST),"[1630201, 1628384]",1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Right Corner 3,24+ Right,23.85,Made,,8.0,O. Anunoby,1628384.0,1.0,,,,,,,,,,,,,
187,PT10M31.00S,2023-11-23T01:11:17.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,37,35,2023-11-23T01:11:17Z,1860000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT10M17.00S,2023-11-23T01:14:26.7Z,2,REGULAR,3pt,Jump Shot,[],1630169,33.722076215505915,13.725490196078432,1610612754,40,35,2023-11-23T01:14:31Z,1870000,False,181.0,264.0,1,left,T. Haliburton 32' 3PT pullup (8 PTS) (B. Mathurin 1 AST),"[1630169, 1631097]",1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,32.07,Made,,8.0,B. Mathurin,1631097.0,1.0,,,,,,,,,,,,,
189,PT10M00.00S,2023-11-23T01:14:43.4Z,2,REGULAR,3pt,Jump Shot,[],1629018,79.45137976346912,8.333333333333332,1610612761,40,38,2023-11-23T01:14:47Z,1880000,False,-208.0,141.0,1,right,G. Trent Jr. 25' 3PT  (3 PTS) (M. Flynn 1 AST),"[1629018, 1630201]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,25.14,Made,,3.0,M. Flynn,1630201.0,1.0,,,,,,,,,,,,,
192,PT09M42.00S,2023-11-23T01:15:16.5Z,2,REGULAR,2pt,Layup,[],1630169,12.171484888304862,25.49019607843137,1610612754,40,38,2023-11-23T01:15:20Z,1910000,False,123.0,62.0,1,left,MISS T. Haliburton 13' driving Layup,[1630169],1610612754.0,IND,driving,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Right,13.73,Missed,,,,,,,,,,,,,,,,,,
193,PT09M40.00S,2023-11-23T01:15:18.5Z,2,REGULAR,rebound,offensive,[],1629670,,,1610612754,40,38,2023-11-23T01:15:20Z,1920000,False,,,0,,J. Nwora REBOUND (Off:1 Def:1),[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Mid-Range,8-16 Right,,,192.0,,,,,2.0,1.0,1.0,,,,,,,,,,
194,PT09M40.00S,2023-11-23T01:15:19.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629670,5.590000152587891,50.0,1610612754,40,38,2023-11-23T01:15:22Z,1930000,False,0.0,0.0,1,left,MISS J. Nwora tip Layup,[1629670],1610612754.0,IND,tip,,,Nwora,J. Nwora,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
195,PT09M40.00S,2023-11-23T01:15:19.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,40,38,2023-11-23T01:15:22Z,1940000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,194.0,,,,,,,,,,,,,,,,,
197,PT09M40.00S,2023-11-23T01:15:27.4Z,2,REGULAR,substitution,out,[],1629670,,,1610612754,40,38,2023-11-23T01:15:31Z,1960000,False,,,0,,SUB out: J. Nwora,[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M40.00S,2023-11-23T01:15:27.4Z,2,REGULAR,substitution,in,[],1628971,,,1610612754,40,38,2023-11-23T01:15:31Z,1970000,False,,,0,,SUB in: B. Brown,[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M26.00S,2023-11-23T01:15:57.2Z,2,REGULAR,foul,personal,['2freethrow'],1628449,,,1610612754,40,38,2023-11-23T01:16:01Z,1990000,False,,,0,,C. Boucher shooting personal FOUL (1 PF) (Toppin 2 FT),"[1628449, 1630167]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,Mid-Range,8-16 Right,,,,,,,,,,,202007.0,,,,,,1.0,0.0,Toppin,1630167.0
202,PT09M26.00S,2023-11-23T01:16:21.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630167,,,1610612754,41,38,2023-11-23T01:16:21Z,2010000,False,,,0,,O. Toppin Free Throw 1 of 2 (4 PTS),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,Made,,4.0,,,,,,,,,,,,,,,,
203,PT09M26.00S,2023-11-23T01:16:37.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630167,,,1610612754,42,38,2023-11-23T01:16:37Z,2020000,False,,,0,,O. Toppin Free Throw 2 of 2 (5 PTS),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,Made,,5.0,,,,,,,,,,,,,,,,
204,PT09M13.00S,2023-11-23T01:16:52.4Z,2,REGULAR,3pt,Jump Shot,[],1628384,67.36202365308804,32.84313725490196,1610612761,42,38,2023-11-23T01:16:57Z,2030000,False,-86.0,254.0,1,right,MISS O. Anunoby 26' pullup 3PT,[1628384],1610612761.0,TOR,pullup,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,26.84,Missed,,,,,,,,,,,,,,,,,,
205,PT09M09.00S,2023-11-23T01:16:56.4Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612754,42,38,2023-11-23T01:16:57Z,2040000,False,,,0,,J. Smith REBOUND (Off:0 Def:2),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left Center,,,204.0,,,,,2.0,2.0,0.0,,,,,,,,,,
206,PT08M49.00S,2023-11-23T01:17:16.5Z,2,REGULAR,turnover,bad pass,[],1630169,,,1610612754,42,38,2023-11-23T01:17:20Z,2050000,False,,,0,,T. Haliburton bad pass TURNOVER (2 TO),"[1630169, 1629018]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,2.0,,,Trent Jr.,1629018.0,,,,
207,PT08M49.00S,2023-11-23T01:17:16.5Z,2,REGULAR,steal,,[],1629018,,,1610612761,42,38,2023-11-23T01:17:18Z,2060000,False,,,0,,G. Trent Jr. STEAL (1 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
208,PT08M45.00S,2023-11-23T01:17:20.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629018,94.69448094612353,50.49019607843137,1610612761,42,38,2023-11-23T01:17:27Z,2070000,False,2.0,-3.0,1,right,MISS G. Trent Jr. running Layup - blocked,"[1629018, 1631097]",1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,0.36,Missed,,,,,,,,,,,Mathurin,1631097.0,,,,,,
209,PT08M45.00S,2023-11-23T01:17:20.4Z,2,REGULAR,block,,[],1631097,,,1610612761,42,38,2023-11-23T01:17:23Z,2080000,False,,,0,,B. Mathurin BLOCK (1 BLK),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
210,PT08M40.00S,2023-11-23T01:17:25.4Z,2,REGULAR,rebound,offensive,[],1628384,,,1610612761,42,38,2023-11-23T01:17:27Z,2090000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:0),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,208.0,,,,,1.0,0.0,1.0,,,,,,,,,,
211,PT08M40.00S,2023-11-23T01:17:25.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628384,94.40999984741211,50.0,1610612761,42,40,2023-11-23T01:17:25Z,2100000,False,0.0,0.0,1,right,O. Anunoby tip DUNK (4 PTS),[1628384],1610612761.0,TOR,tip,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Left,0.0,Made,,4.0,,,,,,,,,,,,,,,,
212,PT08M26.00S,2023-11-23T01:17:38.7Z,2,REGULAR,3pt,Jump Shot,[],1630188,29.25427069645204,17.647058823529413,1610612754,42,40,2023-11-23T01:17:42Z,2110000,False,162.0,222.0,1,left,MISS J. Smith 27' 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,27.51,Missed,,,,,,,,,,,,,,,,,,
213,PT08M25.00S,2023-11-23T01:17:39.7Z,2,REGULAR,rebound,defensive,[],1630201,,,1610612761,42,40,2023-11-23T01:17:54Z,2120000,False,,,0,,M. Flynn REBOUND (Off:1 Def:1),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Right Center,,,212.0,,,,,2.0,1.0,1.0,,,,,,,,,,
214,PT08M18.00S,2023-11-23T01:17:47.4Z,2,REGULAR,3pt,Jump Shot,[],1630567,90.62089356110381,5.147058823529411,1610612761,42,43,2023-11-23T01:17:51Z,2130000,False,-224.0,36.0,1,right,S. Barnes 3PT  (7 PTS) (M. Flynn 2 AST),"[1630567, 1630201]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Left Corner 3,24+ Left,22.71,Made,,7.0,M. Flynn,1630201.0,2.0,,,,,,,,,,,,,
216,PT08M02.00S,2023-11-23T01:18:02.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,6.652431011826544,50.0,1610612754,42,43,2023-11-23T01:18:06Z,2150000,False,0.0,10.0,1,left,MISS B. Mathurin driving Layup,[1631097],1610612754.0,IND,driving,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,1.0,Missed,,,,,,,,,,,,,,,,,,
217,PT08M00.00S,2023-11-23T01:18:04.9Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,42,43,2023-11-23T01:18:06Z,2160000,False,,,0,,S. Barnes REBOUND (Off:0 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,216.0,,,,,3.0,3.0,0.0,,,,,,,,,,
218,PT07M57.00S,2023-11-23T01:18:12.1Z,2,REGULAR,foul,personal,['2freethrow'],1630188,,,1610612761,42,43,2023-11-23T01:18:21Z,2170000,False,,,0,,J. Smith shooting personal FOUL (2 PF) (Boucher 2 FT),"[1630188, 1628449]",1610612754.0,IND,shooting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627534.0,,,,,,2.0,0.0,Boucher,1628449.0
220,PT07M57.00S,2023-11-23T01:18:28.2Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628449,,,1610612761,42,44,2023-11-23T01:18:28Z,2190000,False,,,0,,C. Boucher Free Throw 1 of 2 (1 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
221,PT07M57.00S,2023-11-23T01:18:28.9Z,2,REGULAR,substitution,out,[],1630169,,,1610612761,42,44,2023-11-23T01:18:45Z,2200000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M57.00S,2023-11-23T01:18:28.9Z,2,REGULAR,substitution,out,[],1631097,,,1610612761,42,44,2023-11-23T01:18:45Z,2210000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M57.00S,2023-11-23T01:18:28.9Z,2,REGULAR,substitution,out,[],1630188,,,1610612761,42,44,2023-11-23T01:18:45Z,2220000,False,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M57.00S,2023-11-23T01:18:28.9Z,2,REGULAR,substitution,in,[],1626167,,,1610612761,42,44,2023-11-23T01:18:45Z,2230000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M57.00S,2023-11-23T01:18:28.9Z,2,REGULAR,substitution,in,[],1627741,,,1610612761,42,44,2023-11-23T01:18:45Z,2240000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M57.00S,2023-11-23T01:18:28.9Z,2,REGULAR,substitution,in,[],204456,,,1610612761,42,44,2023-11-23T01:18:45Z,2250000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M57.00S,2023-11-23T01:18:56.8Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628449,,,1610612761,42,45,2023-11-23T01:18:56Z,2260000,False,,,0,,C. Boucher Free Throw 2 of 2 (2 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,Made,,2.0,,,,,,,,,,,,,,,,
228,PT07M40.00S,2023-11-23T01:19:14.4Z,2,REGULAR,3pt,Jump Shot,[],1627741,25.57490144546649,86.02941176470588,1610612754,42,45,2023-11-23T01:19:19Z,2270000,False,-180.0,188.0,1,left,MISS B. Hield 26' pullup 3PT,[1627741],1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,26.03,Missed,,,,,,,,,,,,,,,,,,
229,PT07M38.00S,2023-11-23T01:19:16.4Z,2,REGULAR,rebound,defensive,[],1630201,,,1610612761,42,45,2023-11-23T01:19:19Z,2280000,False,,,0,,M. Flynn REBOUND (Off:1 Def:2),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Left Center,,,228.0,,,,,3.0,2.0,1.0,,,,,,,,,,
230,PT07M30.00S,2023-11-23T01:19:25.2Z,2,REGULAR,turnover,bad pass,[],1630201,,,1610612761,42,45,2023-11-23T01:19:29Z,2290000,False,,,0,,M. Flynn bad pass TURNOVER (1 TO),"[1630201, 1627741]",1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,,,Hield,1627741.0,,,,
231,PT07M30.00S,2023-11-23T01:19:25.2Z,2,REGULAR,steal,,[],1627741,,,1610612754,42,45,2023-11-23T01:19:26Z,2300000,False,,,0,,B. Hield STEAL (2 STL),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
232,PT07M18.00S,2023-11-23T01:19:36.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627741,20.318659658344284,3.6764705882352944,1610612754,45,45,2023-11-23T01:19:40Z,2310000,False,232.0,138.0,1,left,B. Hield 26' 3PT pullup (14 PTS) (T. McConnell 1 AST),"[1627741, 204456]",1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,26.99,Made,,14.0,T. McConnell,204456.0,1.0,,,,,,,,,,,,,
234,PT07M07.00S,2023-11-23T01:19:46.6Z,2,REGULAR,3pt,Jump Shot,[],1630567,65.1281208935611,50.98039215686274,1610612761,45,45,2023-11-23T01:19:50Z,2330000,False,5.0,275.0,1,right,MISS S. Barnes 27' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,27.53,Missed,,,,,,,,,,,,,,,,,,
235,PT07M04.00S,2023-11-23T01:19:49.6Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,45,45,2023-11-23T01:19:50Z,2340000,False,,,0,,M. Turner REBOUND (Off:1 Def:3),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,234.0,,,,,4.0,3.0,1.0,,,,,,,,,,
236,PT06M56.00S,2023-11-23T01:19:58.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,7.440867279894875,46.568627450980394,1610612754,47,45,2023-11-23T01:20:02Z,2350000,False,17.0,17.0,1,left,B. Brown cutting Layup (9 PTS) (T. McConnell 2 AST),"[1628971, 204456]",1610612754.0,IND,cutting,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,2.45,Made,,9.0,T. McConnell,204456.0,2.0,,,,,,,,,,,,,
238,PT06M56.00S,2023-11-23T01:20:01.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,47,45,2023-11-23T01:20:01Z,2370000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M56.00S,2023-11-23T01:22:33.9Z,2,REGULAR,substitution,out,[],1628384,,,1610612761,47,45,2023-11-23T01:22:41Z,2380000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M56.00S,2023-11-23T01:22:33.9Z,2,REGULAR,substitution,out,[],1630201,,,1610612761,47,45,2023-11-23T01:22:41Z,2390000,False,,,0,,SUB out: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M56.00S,2023-11-23T01:22:33.9Z,2,REGULAR,substitution,out,[],1628449,,,1610612761,47,45,2023-11-23T01:22:41Z,2400000,False,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M56.00S,2023-11-23T01:22:33.9Z,2,REGULAR,substitution,out,[],1629018,,,1610612761,47,45,2023-11-23T01:22:41Z,2410000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M56.00S,2023-11-23T01:22:33.9Z,2,REGULAR,substitution,in,[],1627751,,,1610612761,47,45,2023-11-23T01:22:41Z,2420000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M56.00S,2023-11-23T01:22:33.9Z,2,REGULAR,substitution,in,[],1627783,,,1610612761,47,45,2023-11-23T01:22:41Z,2430000,False,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M56.00S,2023-11-23T01:22:33.9Z,2,REGULAR,substitution,in,[],203471,,,1610612761,47,45,2023-11-23T01:22:41Z,2440000,False,,,0,,SUB in: D. Schroder,[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M56.00S,2023-11-23T01:22:33.9Z,2,REGULAR,substitution,in,[],203490,,,1610612761,47,45,2023-11-23T01:22:41Z,2450000,False,,,0,,SUB in: O. Porter Jr.,[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M45.00S,2023-11-23T01:23:09.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,91.27792378449409,43.13725490196079,1610612761,47,47,2023-11-23T01:23:13Z,2460000,False,-34.0,29.0,1,right,P. Siakam Layup (11 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,4.52,Made,,11.0,,,,,,,,,,,,,,,,
250,PT06M34.00S,2023-11-23T01:23:22.5Z,2,REGULAR,foul,personal,[],1627783,,,1610612754,47,47,2023-11-23T01:23:46Z,2480000,False,,,0,,P. Siakam personal FOUL (2 PF),"[1627783, 1626167]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,202901.0,,,,,,2.0,0.0,Turner,1626167.0
252,PT06M27.00S,2023-11-23T01:23:44.7Z,2,REGULAR,turnover,lost ball,[],1626167,,,1610612754,47,47,2023-11-23T01:23:52Z,2500000,False,,,0,,M. Turner lost ball TURNOVER (1 TO),"[1626167, 1630567]",1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,,,Barnes,1630567.0,,,,
253,PT06M27.00S,2023-11-23T01:23:44.7Z,2,REGULAR,steal,,[],1630567,,,1610612761,47,47,2023-11-23T01:32:41Z,2510000,False,,,0,,S. Barnes STEAL (2 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
254,PT06M22.00S,2023-11-23T01:23:53.8Z,2,REGULAR,violation,kicked ball,[],204456,,,1610612761,47,47,2023-11-23T01:24:04Z,2520000,False,,,0,,T. McConnell kicked ball VIOLATION,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,1627534.0,,,,,,,,,
255,PT06M07.00S,2023-11-23T01:24:21.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203471,86.67871222076215,46.07843137254902,1610612761,47,49,2023-11-23T01:24:25Z,2530000,False,-20.0,73.0,1,right,D. Schroder 7' turnaround fadeaway Jump Shot (7 PTS),[203471],1610612761.0,TOR,turnaround fadeaway,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),0-8 Center,7.53,Made,,7.0,,,,,,,,,,,,,,,,
256,PT05M46.00S,2023-11-23T01:24:42.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,15.193823915900131,34.80392156862745,1610612754,47,49,2023-11-23T01:24:47Z,2540000,False,76.0,90.0,1,left,MISS T. McConnell 11' fadeaway Shot,[204456],1610612754.0,IND,fadeaway,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Right,11.8,Missed,,,,,,,,,,,,,,,,,,
257,PT05M44.00S,2023-11-23T01:24:44.0Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,47,49,2023-11-23T01:24:47Z,2550000,False,,,0,,S. Barnes REBOUND (Off:0 Def:4),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Right,,,256.0,,,,,4.0,4.0,0.0,,,,,,,,,,
258,PT05M28.00S,2023-11-23T01:25:04.1Z,2,REGULAR,turnover,out-of-bounds,[],1627751,,,1610612761,47,49,2023-11-23T01:32:50Z,2560000,False,,,0,,J. Poeltl bad pass out-of-bounds TURNOVER (3 TO),[1627751],1610612761.0,TOR,bad pass,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202901.0,3.0,,,,,,,,
259,PT05M10.00S,2023-11-23T01:25:28.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627741,7.30946123521682,49.754901960784316,1610612754,49,49,2023-11-23T01:25:32Z,2570000,False,1.0,16.0,1,left,B. Hield cutting finger roll Layup (16 PTS) (B. Brown 2 AST),"[1627741, 1628971]",1610612754.0,IND,cutting finger roll,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,1.62,Made,,16.0,B. Brown,1628971.0,2.0,,,,,,,,,,,,,
261,PT04M54.00S,2023-11-23T01:25:44.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,88.12417871222075,50.98039215686274,1610612761,49,49,2023-11-23T01:25:49Z,2590000,False,5.0,59.0,1,right,MISS P. Siakam driving Hook,[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,5.93,Missed,,,,,,,,,,,,,,,,,,
