actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
172,PT11M05.00S,2024-02-27T00:39:07.5Z,2,REGULAR,rebound,offensive,[],204456,,,1610612754,28,30,2024-02-27T00:39:10Z,1690000,False,,,0,,T. McConnell REBOUND (Off:1 Def:0),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Right Center,,,,171.0,1.0,0.0,1.0,,,,,,,,,,,,,
173,PT11M02.00S,2024-02-27T00:39:11.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1641767,33.065045992115635,48.28431372549019,1610612754,28,30,2024-02-27T00:39:16Z,1700000,False,9.0,258.0,1,left,MISS B. Sheppard 25' 3PT,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Center,25.84,Missed,,,,,,,,,,,,,,,,,,
174,PT10M58.00S,2024-02-27T00:39:15.9Z,2,REGULAR,rebound,defensive,[],1630534,,,1610612761,28,30,2024-02-27T00:39:16Z,1710000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:2),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Center,,,,173.0,2.0,2.0,0.0,,,,,,,,,,,,,
175,PT10M51.00S,2024-02-27T00:39:23.8Z,2,REGULAR,foul,personal,[],1641767,,,1610612761,28,30,2024-02-27T00:39:32Z,1720000,False,,,0,,B. Sheppard personal FOUL (1 PF),"[1641767, 1630534]",1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1627962.0,,1.0,0.0,Agbaji,1630534.0,,
177,PT10M47.00S,2024-02-27T00:39:50.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,92.72339027595268,54.90196078431373,1610612761,28,32,2024-02-27T00:39:54Z,1740000,False,25.0,16.0,1,right,S. Barnes driving finger roll Layup (4 PTS) (B. Brown 1 AST),"[1630567, 1628971]",1610612761.0,TOR,driving finger roll,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,2.92,Made,4.0,,,,,,,B. Brown,1628971.0,1.0,,,,,,,,
179,PT10M30.00S,2024-02-27T00:40:06.0Z,2,REGULAR,turnover,lost ball,[],1630167,,,1610612754,28,32,2024-02-27T00:40:09Z,1760000,False,,,0,,O. Toppin lost ball TURNOVER (1 TO),"[1630167, 1641711]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1.0,,,,,Dick,1641711.0
180,PT10M30.00S,2024-02-27T00:40:06.0Z,2,REGULAR,steal,,[],1641711,,,1610612761,28,32,2024-02-27T00:40:07Z,1770000,False,,,0,,G. Dick STEAL (1 STL),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
181,PT10M25.00S,2024-02-27T00:40:11.2Z,2,REGULAR,turnover,bad pass,[],1628971,,,1610612761,28,32,2024-02-27T00:40:14Z,1780000,False,,,0,,B. Brown bad pass TURNOVER (1 TO),"[1628971, 1630167]",1610612761.0,TOR,,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,,,,,Toppin,1630167.0
182,PT10M25.00S,2024-02-27T00:40:11.2Z,2,REGULAR,steal,,[],1630167,,,1610612754,28,32,2024-02-27T00:40:12Z,1790000,False,,,0,,O. Toppin STEAL (1 STL),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
183,PT10M21.00S,2024-02-27T00:40:16.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641767,5.863994743758213,56.372549019607845,1610612754,30,32,2024-02-27T00:40:20Z,1800000,False,-32.0,3.0,1,left,B. Sheppard running finger roll Layup (2 PTS) (T. McConnell 1 AST),"[1641767, 204456]",1610612754.0,IND,running finger roll,,,Sheppard,B. Sheppard,,,,,Restricted Area,0-8 Center,3.2,Made,2.0,,,,,,,T. McConnell,204456.0,1.0,,,,,,,,
185,PT10M13.00S,2024-02-27T00:40:22.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,88.64980289093299,42.15686274509804,1610612761,30,32,2024-02-27T00:42:24Z,1820000,False,-39.0,54.0,1,right,MISS S. Barnes 6' driving floating Shot,[1630567],1610612761.0,TOR,driving floating,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,6.69,Missed,,,,,,,,,,,,,,,,,,
186,PT10M12.00S,2024-02-27T00:40:23.8Z,2,REGULAR,rebound,offensive,[],1630567,,,1610612761,30,32,2024-02-27T00:42:24Z,1830000,False,,,0,,S. Barnes REBOUND (Off:1 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,185.0,2.0,1.0,1.0,,,,,,,,,,,,,
187,PT10M11.00S,2024-02-27T00:40:25.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630567,92.06636005256242,50.49019607843137,1610612761,30,32,2024-02-27T00:40:30Z,1840000,False,2.0,22.0,1,right,MISS S. Barnes putback Layup,[1630567],1610612761.0,TOR,putback,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,2.22,Missed,,,,,,,,,,,,,,,,,,
189,PT10M11.00S,2024-02-27T00:40:25.6Z,2,REGULAR,rebound,defensive,[],204456,,,1610612754,30,32,2024-02-27T00:40:30Z,1860000,False,,,0,,T. McConnell REBOUND (Off:1 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,187.0,2.0,1.0,1.0,,,,,,,,,,,,,
190,PT10M03.00S,2024-02-27T00:40:32.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630167,23.209592641261498,12.990196078431374,1610612754,30,32,2024-02-27T00:40:37Z,1870000,False,185.0,166.0,1,left,MISS O. Toppin 24' running 3PT,[1630167],1610612754.0,IND,running,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right Center,24.84,Missed,,,,,,,,,,,,,,,,,,
191,PT10M00.00S,2024-02-27T00:40:36.6Z,2,REGULAR,rebound,offensive,[],1630188,,,1610612754,30,32,2024-02-27T00:40:36Z,1880000,False,,,0,,J. Smith REBOUND (Off:2 Def:2),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,,,,190.0,4.0,2.0,2.0,,,,,,,,,,,,,
192,PT09M59.00S,2024-02-27T00:40:37.9Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630188,7.703679369250986,27.941176470588236,1610612754,32,32,2024-02-27T00:40:43Z,1890000,False,110.0,20.0,1,left,J. Smith 11' turnaround bank Jump Shot (4 PTS),[1630188],1610612754.0,IND,turnaround bank,,,Smith,J. Smith,,,,,Mid-Range,8-16 Right,11.21,Made,4.0,,,,,,,,,,,,,,,,,
193,PT09M59.00S,2024-02-27T00:40:41.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,32,32,2024-02-27T00:40:41Z,1900000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M59.00S,2024-02-27T00:43:08.0Z,2,REGULAR,substitution,out,[],1630188,,,1610612761,32,32,2024-02-27T00:43:25Z,1910000,False,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M59.00S,2024-02-27T00:43:08.0Z,2,REGULAR,substitution,out,[],203926,,,1610612761,32,32,2024-02-27T00:43:25Z,1920000,False,,,0,,SUB out: D. McDermott,[203926],1610612754.0,IND,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M59.00S,2024-02-27T00:43:08.0Z,2,REGULAR,substitution,out,[],1628971,,,1610612761,32,32,2024-02-27T00:43:25Z,1930000,False,,,0,,SUB out: B. Brown,[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M59.00S,2024-02-27T00:43:08.0Z,2,REGULAR,substitution,in,[],1641716,,,1610612761,32,32,2024-02-27T00:43:25Z,1940000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M59.00S,2024-02-27T00:43:08.0Z,2,REGULAR,substitution,in,[],1627783,,,1610612761,32,32,2024-02-27T00:43:25Z,1950000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M59.00S,2024-02-27T00:43:08.0Z,2,REGULAR,substitution,in,[],1629628,,,1610612761,32,32,2024-02-27T00:43:25Z,1960000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M49.00S,2024-02-27T00:43:50.7Z,2,REGULAR,3pt,Jump Shot,[],1629628,67.7562417871222,41.42156862745098,1610612761,32,35,2024-02-27T00:43:55Z,1970000,False,-43.0,251.0,1,right,R. Barrett 25' 3PT  (3 PTS) (S. Barnes 5 AST),"[1629628, 1630567]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,25.42,Made,3.0,,,,,,,S. Barnes,1630567.0,5.0,,,,,,,,
203,PT09M24.00S,2024-02-27T00:44:15.4Z,2,REGULAR,3pt,Jump Shot,[],1627783,35.03613666228647,44.85294117647059,1610612754,35,35,2024-02-27T00:44:20Z,2000000,False,26.0,277.0,1,left,P. Siakam 27' 3PT  (6 PTS) (J. Walker 1 AST),"[1627783, 1641716]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,27.8,Made,6.0,,,,,,,J. Walker,1641716.0,1.0,,,,,,,,
205,PT09M11.00S,2024-02-27T00:44:28.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630534,93.38042049934296,48.77450980392157,1610612761,35,37,2024-02-27T00:44:31Z,2020000,False,-6.0,10.0,1,right,O. Agbaji alley-oop DUNK (6 PTS) (K. Olynyk 1 AST),"[1630534, 203482]",1610612761.0,TOR,alley-oop,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,1.15,Made,6.0,,,,,,,K. Olynyk,203482.0,1.0,,,,,,,,
207,PT09M07.00S,2024-02-27T00:44:35.2Z,2,REGULAR,foul,personal,[],1630567,,,1610612754,35,37,2024-02-27T00:44:41Z,2040000,False,,,0,,S. Barnes personal FOUL (1 PF),"[1630567, 1627783]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,1628171.0,,1.0,0.0,Siakam,1627783.0,,
209,PT08M58.00S,2024-02-27T00:45:06.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,13.222733245729303,37.254901960784316,1610612754,37,37,2024-02-27T00:45:10Z,2060000,False,64.0,72.0,1,left,T. McConnell 9' turnaround fadeaway Jump Shot (6 PTS),[204456],1610612754.0,IND,turnaround fadeaway,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Right,9.6,Made,6.0,,,,,,,,,,,,,,,,,
210,PT08M49.00S,2024-02-27T00:45:17.5Z,2,REGULAR,foul,personal,['2freethrow'],1641716,,,1610612761,37,37,2024-02-27T00:45:30Z,2070000,False,,,0,,J. Walker shooting personal FOUL (1 PF) (Barrett 2 FT),"[1641716, 1629628]",1610612754.0,IND,shooting,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628171.0,,1.0,0.0,Barrett,1629628.0,,
212,PT08M49.00S,2024-02-27T00:45:39.8Z,2,REGULAR,freethrow,1 of 2,[],1629628,,,1610612761,37,37,2024-02-27T00:46:07Z,2090000,False,,,0,,MISS R. Barrett Free Throw 1 of 2,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
213,PT08M49.00S,2024-02-27T00:45:39.8Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612761,37,37,2024-02-27T00:46:07Z,2100000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,212.0,,,,,,,,,,,,,,,,
214,PT08M49.00S,2024-02-27T00:45:41.4Z,2,REGULAR,substitution,out,[],1630567,,,1610612761,37,37,2024-02-27T00:45:53Z,2110000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M49.00S,2024-02-27T00:45:41.4Z,2,REGULAR,substitution,in,[],1630193,,,1610612761,37,37,2024-02-27T00:45:53Z,2120000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M49.00S,2024-02-27T00:45:39.8Z,2,REGULAR,freethrow,2 of 2,[],1629628,,,1610612761,37,37,2024-02-27T00:46:07Z,2130000,False,,,0,,MISS R. Barrett Free Throw 2 of 2,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
217,PT08M48.00S,2024-02-27T00:45:40.8Z,2,REGULAR,rebound,defensive,[],1641716,,,1610612754,37,37,2024-02-27T00:46:07Z,2140000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,216.0,1.0,1.0,0.0,,,,,,,,,,,,,
218,PT08M28.00S,2024-02-27T00:46:25.4Z,2,REGULAR,2pt,Jump Shot,[],1627783,21.23850197109067,35.53921568627451,1610612754,39,37,2024-02-27T00:46:29Z,2150000,False,72.0,147.0,1,left,P. Siakam 16' pullup Jump Shot (8 PTS),[1627783],1610612754.0,IND,pullup,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Right Center,16.39,Made,8.0,,,,,,,,,,,,,,,,,
219,PT08M11.00S,2024-02-27T00:46:42.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641711,92.59198423127464,51.71568627450981,1610612761,39,39,2024-02-27T00:46:45Z,2160000,False,9.0,17.0,1,right,G. Dick cutting DUNK (2 PTS) (K. Olynyk 2 AST),"[1641711, 203482]",1610612761.0,TOR,cutting,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,1.91,Made,2.0,,,,,,,K. Olynyk,203482.0,2.0,,,,,,,,
221,PT07M59.00S,2024-02-27T00:46:54.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,7.835085413929041,46.32352941176471,1610612754,41,39,2024-02-27T00:47:21Z,2180000,False,18.0,21.0,1,left,O. Toppin cutting Layup (2 PTS) (P. Siakam 2 AST),"[1630167, 1627783]",1610612754.0,IND,cutting,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,2.8,Made,2.0,,,,,,,P. Siakam,1627783.0,2.0,,,,,,,,
223,PT07M50.00S,2024-02-27T00:47:02.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630534,90.88370565045992,56.127450980392155,1610612761,41,39,2024-02-27T00:47:10Z,2200000,False,31.0,33.0,1,right,MISS O. Agbaji driving Layup - blocked,"[1630534, 1627783]",1610612761.0,TOR,driving,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),0-8 Center,4.52,Missed,,,,,,Siakam,1627783.0,,,,,,,,,,,
224,PT07M50.00S,2024-02-27T00:47:02.2Z,2,REGULAR,block,,[],1627783,,,1610612761,41,39,2024-02-27T00:47:04Z,2210000,False,,,0,,P. Siakam BLOCK (1 BLK),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
225,PT07M47.00S,2024-02-27T00:47:05.2Z,2,REGULAR,rebound,defensive,[],1641716,,,1610612754,41,39,2024-02-27T00:47:10Z,2220000,False,,,0,,J. Walker REBOUND (Off:0 Def:2),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,223.0,2.0,2.0,0.0,,,,,,,,,,,,,
226,PT07M40.00S,2024-02-27T00:47:13.4Z,2,REGULAR,3pt,Jump Shot,[],1641716,17.0335085413929,4.411764705882353,1610612754,41,39,2024-02-27T00:47:19Z,2230000,False,228.0,108.0,1,left,MISS J. Walker 25' 3PT,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,25.2,Missed,,,,,,,,,,,,,,,,,,
227,PT07M38.00S,2024-02-27T00:47:15.4Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612761,41,39,2024-02-27T00:47:33Z,2240000,False,,,0,,I. Quickley REBOUND (Off:0 Def:3),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,,226.0,3.0,3.0,0.0,,,,,,,,,,,,,
228,PT07M30.00S,2024-02-27T00:47:23.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,91.67214191852825,47.05882352941176,1610612761,41,41,2024-02-27T00:47:28Z,2250000,False,-15.0,26.0,1,right,R. Barrett driving reverse Layup (5 PTS) (I. Quickley 2 AST),"[1629628, 1630193]",1610612761.0,TOR,driving reverse,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,2.97,Made,5.0,,,,,,,I. Quickley,1630193.0,2.0,,,,,,,,
230,PT07M09.00S,2024-02-27T00:47:43.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,8.09789750328515,37.00980392156863,1610612754,43,41,2024-02-27T00:47:46Z,2270000,False,65.0,24.0,1,left,T. McConnell 6' pullup Jump Shot (8 PTS),[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,6.92,Made,8.0,,,,,,,,,,,,,,,,,
231,PT06M56.00S,2024-02-27T00:47:56.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641711,84.44480946123521,47.794117647058826,1610612761,43,41,2024-02-27T00:48:00Z,2280000,False,-11.0,94.0,1,right,MISS G. Dick 9' driving floating Shot,[1641711],1610612761.0,TOR,driving floating,,,Dick,G. Dick,,,,,In The Paint (Non-RA),8-16 Center,9.43,Missed,,,,,,,,,,,,,,,,,,
232,PT06M55.00S,2024-02-27T00:47:58.4Z,2,REGULAR,rebound,offensive,[],203482,,,1610612761,43,41,2024-02-27T00:47:58Z,2290000,False,,,0,,K. Olynyk REBOUND (Off:1 Def:1),[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),8-16 Center,,,,231.0,2.0,1.0,1.0,,,,,,,,,,,,,
233,PT06M54.00S,2024-02-27T00:48:00.8Z,2,REGULAR,foul,personal,['2freethrow'],204456,,,1610612761,43,41,2024-02-27T00:48:06Z,2300000,False,,,0,,T. McConnell shooting personal FOUL (1 PF) (Olynyk 2 FT),"[204456, 203482]",1610612754.0,IND,shooting,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628171.0,,1.0,0.0,Olynyk,203482.0,,
235,PT06M54.00S,2024-02-27T00:48:28.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203482,,,1610612761,43,42,2024-02-27T00:48:52Z,2320000,False,,,0,,K. Olynyk Free Throw 1 of 2 (6 PTS),[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
236,PT06M54.00S,2024-02-27T00:48:29.5Z,2,REGULAR,substitution,out,[],1630167,,,1610612761,43,42,2024-02-27T00:48:36Z,2330000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M54.00S,2024-02-27T00:48:29.5Z,2,REGULAR,substitution,out,[],204456,,,1610612761,43,42,2024-02-27T00:48:36Z,2340000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M54.00S,2024-02-27T00:48:29.5Z,2,REGULAR,substitution,in,[],1630169,,,1610612761,43,42,2024-02-27T00:48:36Z,2350000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M54.00S,2024-02-27T00:48:29.5Z,2,REGULAR,substitution,in,[],1626167,,,1610612761,43,42,2024-02-27T00:48:36Z,2360000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M54.00S,2024-02-27T00:48:28.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203482,,,1610612761,43,42,2024-02-27T00:48:52Z,2370000,False,,,0,,MISS K. Olynyk Free Throw 2 of 2,[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
241,PT06M52.00S,2024-02-27T00:48:30.9Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,43,42,2024-02-27T00:48:52Z,2380000,False,,,0,,M. Turner REBOUND (Off:1 Def:3),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,240.0,4.0,3.0,1.0,,,,,,,,,,,,,
242,PT06M31.00S,2024-02-27T00:49:13.5Z,2,REGULAR,3pt,Jump Shot,[],1641767,17.69053876478318,4.411764705882353,1610612754,43,42,2024-02-27T00:49:22Z,2390000,False,228.0,114.0,1,left,MISS B. Sheppard 25' 3PT,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Right Center,25.47,Missed,,,,,,,,,,,,,,,,,,
243,PT06M27.00S,2024-02-27T00:49:17.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612761,43,42,2024-02-27T00:49:22Z,2400000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Right Center,,,,242.0,,,,,,,,,,,,,,,,
245,PT06M27.00S,2024-02-27T00:49:20.5Z,2,REGULAR,substitution,out,[],203482,,,1610612761,43,42,2024-02-27T00:49:25Z,2420000,False,,,0,,SUB out: K. Olynyk,[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M27.00S,2024-02-27T00:49:20.5Z,2,REGULAR,substitution,in,[],1627751,,,1610612761,43,42,2024-02-27T00:49:25Z,2430000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M19.00S,2024-02-27T00:50:05.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,90.75229960578186,58.333333333333336,1610612761,43,44,2024-02-27T00:50:39Z,2440000,False,42.0,34.0,1,right,I. Quickley driving floating bank Jump Shot (7 PTS),[1630193],1610612761.0,TOR,driving floating bank,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,5.41,Made,7.0,,,,,,,,,,,,,,,,,
249,PT06M08.00S,2024-02-27T00:50:16.6Z,2,REGULAR,2pt,Jump Shot,[],1626167,21.76412614980289,50.245098039215684,1610612754,45,44,2024-02-27T00:50:24Z,2460000,False,-1.0,152.0,1,left,M. Turner 15' Jump Shot (10 PTS) (T. Haliburton 5 AST),"[1626167, 1630169]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,8-16 Center,15.21,Made,10.0,,,,,,,T. Haliburton,1630169.0,5.0,,,,,,,,
251,PT05M50.00S,2024-02-27T00:50:33.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,93.11760840998686,55.392156862745104,1610612761,45,44,2024-02-27T00:51:44Z,2480000,False,27.0,12.0,1,right,MISS J. Poeltl turnaround Hook,[1627751],1610612761.0,TOR,turnaround,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,2.96,Missed,,,,,,,,,,,,,,,,,,
252,PT05M48.00S,2024-02-27T00:50:35.0Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612761,45,44,2024-02-27T00:50:36Z,2490000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:2),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,251.0,4.0,2.0,2.0,,,,,,,,,,,,,
253,PT05M47.00S,2024-02-27T00:50:35.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,92.9862023653088,47.30392156862745,1610612761,45,46,2024-02-27T00:50:38Z,2500000,False,-13.0,13.0,1,right,J. Poeltl putback Layup (7 PTS),[1627751],1610612761.0,TOR,putback,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.9,Made,7.0,,,,,,,,,,,,,,,,,
254,PT05M33.00S,2024-02-27T00:50:50.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,5.732588699080158,55.63725490196079,1610612754,45,46,2024-02-27T00:50:54Z,2510000,False,-28.0,1.0,1,left,MISS P. Siakam driving finger roll Layup,[1627783],1610612754.0,IND,driving finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,2.82,Missed,,,,,,,,,,,,,,,,,,
255,PT05M31.00S,2024-02-27T00:50:52.5Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612761,45,46,2024-02-27T00:50:54Z,2520000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:3),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,254.0,5.0,3.0,2.0,,,,,,,,,,,,,
256,PT05M28.00S,2024-02-27T00:50:55.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1641711,92.9862023653088,95.34313725490196,1610612761,45,49,2024-02-27T00:51:00Z,2530000,False,227.0,13.0,1,right,G. Dick 3PT running (5 PTS) (R. Barrett 2 AST),"[1641711, 1629628]",1610612761.0,TOR,running,,,Dick,G. Dick,,,,,Right Corner 3,24+ Right,22.71,Made,5.0,,,,,,,R. Barrett,1629628.0,2.0,,,,,,,,
258,PT05M26.00S,2024-02-27T00:51:00.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,45,49,2024-02-27T00:51:00Z,2550000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
