actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
178,PT08M17.00S,2022-02-05T00:43:49.3Z,2,REGULAR,substitution,out,[],201143,,,1610612765,21,34,2022-02-05T00:44:03Z,1780000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT08M17.00S,2022-02-05T00:43:49.3Z,2,REGULAR,substitution,in,[],1629684,,,1610612765,21,34,2022-02-05T00:44:03Z,1790000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT08M17.00S,2022-02-05T00:43:49.3Z,2,REGULAR,substitution,in,[],1629057,,,1610612765,21,34,2022-02-05T00:44:03Z,1800000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT08M04.00S,2022-02-05T00:44:13.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626168,6.783837056504599,57.35294117647059,1610612765,21,34,2022-02-05T00:44:17Z,1810000,-37.0,11.0,1,left,MISS T. Lyles driving Layup,[1626168],1610612765.0,DET,driving,,,Lyles,T. Lyles,,,,,3.85,Missed,,,,,,,,,,,,,,,,,,,
182,PT08M01.00S,2022-02-05T00:44:16.4Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,21,34,2022-02-05T00:44:17Z,1820000,,,0,,R. Williams III REBOUND (Off:0 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,181.0,2.0,2.0,0.0,,,,,,
183,PT07M44.00S,2022-02-05T00:44:31.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626196,83.919185282523,50.73529411764706,1610612738,21,34,2022-02-05T00:44:36Z,1830000,4.0,99.0,1,right,MISS J. Richardson 9' fadeaway Shot,[1626196],1610612738.0,BOS,fadeaway,,,Richardson,J. Richardson,,,,,9.88,Missed,,,,,,,,,,,,,,,,,,,
184,PT07M41.00S,2022-02-05T00:44:34.9Z,2,REGULAR,rebound,defensive,[],1630165,,,1610612765,21,34,2022-02-05T00:44:36Z,1840000,,,0,,K. Hayes REBOUND (Off:0 Def:2),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,183.0,2.0,2.0,0.0,,,,,,
185,PT07M33.00S,2022-02-05T00:44:47.3Z,2,REGULAR,turnover,3-second-violation,[],1630191,,,1610612765,21,34,2022-02-05T00:45:00Z,1850000,,,0,,I. Stewart 3-second-violation TURNOVER (2 TO),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,201638.0,,,,,,,,,2.0,,,,,
186,PT07M23.00S,2022-02-05T00:45:10.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203471,87.86136662286465,53.92156862745098,1610612738,21,34,2022-02-05T00:45:19Z,1860000,20.0,62.0,1,right,MISS D. Schroder 6' driving finger roll Layup - blocked,"[203471, 1630165]",1610612738.0,BOS,driving finger roll,,,Schroder,D. Schroder,,,,,6.46,Missed,,,,,,,,,,,,,,,Hayes,1630165.0,,,
187,PT07M23.00S,2022-02-05T00:45:10.0Z,2,REGULAR,block,,[],1630165,,,1610612738,21,34,2022-02-05T01:13:04Z,1870000,,,0,,K. Hayes BLOCK (2 BLK),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT07M18.00S,2022-02-05T00:45:15.0Z,2,REGULAR,rebound,defensive,[],203585,,,1610612765,21,34,2022-02-05T00:45:19Z,1880000,,,0,,R. McGruder REBOUND (Off:0 Def:1),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,186.0,1.0,1.0,0.0,,,,,,
189,PT07M17.00S,2022-02-05T00:45:15.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628402,9.674770039421814,48.03921568627451,1610612765,21,34,2022-02-05T00:45:25Z,1890000,10.0,38.0,1,left,MISS F. Jackson running Layup,[1628402],1610612765.0,DET,running,,,Jackson,F. Jackson,,,,,3.96,Missed,,,,,,,,,,,,,,,,,,,
190,PT07M14.00S,2022-02-05T00:45:18.9Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,21,34,2022-02-05T00:45:25Z,1900000,,,0,,R. Williams III REBOUND (Off:0 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,189.0,3.0,3.0,0.0,,,,,,
191,PT07M10.00S,2022-02-05T00:45:27.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,21,34,2022-02-05T00:45:27Z,1910000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT07M10.00S,2022-02-05T00:45:33.7Z,2,REGULAR,substitution,out,[],1626196,,,1610612738,21,34,2022-02-05T00:45:40Z,1920000,,,0,,SUB out: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT07M10.00S,2022-02-05T00:45:33.7Z,2,REGULAR,substitution,in,[],203935,,,1610612738,21,34,2022-02-05T00:45:40Z,1930000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT07M02.00S,2022-02-05T00:46:00.9Z,2,REGULAR,foul,personal,[],1628402,,,1610612738,21,34,2022-02-05T00:46:12Z,1940000,,,0,,F. Jackson personal FOUL (1 PF),"[1628402, 1628369]",1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,1148.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,
196,PT06M55.00S,2022-02-05T00:46:22.7Z,2,REGULAR,2pt,Jump Shot,[],1628369,94.82588699080158,75.49019607843137,1610612738,21,34,2022-02-05T00:46:28Z,1960000,127.0,-4.0,1,right,MISS J. Tatum 12' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,12.76,Missed,,,,,,,,,,,,,,,,,,,
197,PT06M51.00S,2022-02-05T00:46:26.7Z,2,REGULAR,rebound,defensive,[],1626168,,,1610612765,21,34,2022-02-05T00:46:28Z,1970000,,,0,,T. Lyles REBOUND (Off:0 Def:3),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,196.0,3.0,3.0,0.0,,,,,,
198,PT06M48.00S,2022-02-05T00:46:30.1Z,2,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612765,21,34,2022-02-05T00:46:42Z,1980000,,,0,,R. Williams III shooting personal FOUL (1 PF) (Lyles 2 FT),"[1629057, 1626168]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,1198.0,1.0,0.0,Lyles,1626168.0,,,,,,,,,,
200,PT06M48.00S,2022-02-05T00:46:47.9Z,2,REGULAR,foul,technical,['1freethrow'],1628369,,,1610612765,21,34,2022-02-05T00:46:55Z,2000000,,,0,,J. Tatum technical FOUL (1 Tech),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,1198.0,0.0,1.0,,,,,,,,,,,,
201,PT06M48.00S,2022-02-05T00:46:58.8Z,2,REGULAR,freethrow,1 of 1,[],1630165,,,1610612765,21,34,2022-02-05T00:46:58Z,2010000,,,0,,MISS K. Hayes technical Free Throw 1 of 1,[1630165],1610612765.0,DET,technical,,,Hayes,K. Hayes,,,,,,Missed,,,,,,,,,,,,,,,,,,,
202,PT06M48.00S,2022-02-05T00:46:58.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,21,34,2022-02-05T00:46:58Z,2020000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,201.0,,,,,,,,,
203,PT06M48.00S,2022-02-05T00:47:22.8Z,2,REGULAR,freethrow,1 of 2,[],1626168,,,1610612765,22,34,2022-02-05T00:47:22Z,2030000,,,0,,T. Lyles Free Throw 1 of 2 (4 PTS),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
204,PT06M48.00S,2022-02-05T00:47:44.4Z,2,REGULAR,freethrow,2 of 2,[],1626168,,,1610612765,22,34,2022-02-05T00:47:44Z,2040000,,,0,,MISS T. Lyles Free Throw 2 of 2,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,Missed,,,,,,,,,,,,,,,,,,,
205,PT06M45.00S,2022-02-05T00:47:45.7Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,22,34,2022-02-05T00:47:45Z,2050000,,,0,,M. Smart REBOUND (Off:1 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,204.0,3.0,2.0,1.0,,,,,,
206,PT06M31.00S,2022-02-05T00:48:01.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,89.96386333771353,49.754901960784316,1610612738,22,36,2022-02-05T00:48:07Z,2060000,-1.0,42.0,1,right,R. Williams III alley-oop DUNK (4 PTS) (M. Smart 3 AST),"[1629057, 203935]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,4.18,Made,4.0,M. Smart,203935.0,3.0,,,,,,,,,,,,,,,
208,PT06M31.00S,2022-02-05T00:48:05.1Z,2,REGULAR,foul,personal,['1freethrow'],203585,,,1610612738,22,36,2022-02-05T00:48:18Z,2080000,,,0,,R. McGruder shooting personal FOUL (1 PF) (Williams III 1 FT),"[203585, 1629057]",1610612765.0,DET,shooting,,,McGruder,R. McGruder,,,,,,,,,,,1198.0,1.0,0.0,Williams III,1629057.0,,,,,,,,,,
210,PT06M31.00S,2022-02-05T00:48:20.3Z,2,REGULAR,substitution,out,[],1626168,,,1610612738,22,36,2022-02-05T00:49:49Z,2100000,,,0,,SUB out: T. Lyles,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M31.00S,2022-02-05T00:48:20.3Z,2,REGULAR,substitution,out,[],203585,,,1610612738,22,36,2022-02-05T00:49:49Z,2110000,,,0,,SUB out: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M31.00S,2022-02-05T00:48:20.3Z,2,REGULAR,substitution,in,[],203924,,,1610612738,22,36,2022-02-05T00:49:49Z,2120000,,,0,,SUB in: J. Grant,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M31.00S,2022-02-05T00:48:20.3Z,2,REGULAR,substitution,in,[],1628977,,,1610612738,22,36,2022-02-05T00:49:49Z,2130000,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M31.00S,2022-02-05T00:48:36.2Z,2,REGULAR,freethrow,1 of 1,[],1629057,,,1610612738,22,37,2022-02-05T00:48:36Z,2140000,,,0,,R. Williams III Free Throw 1 of 1 (5 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
215,PT06M16.00S,2022-02-05T00:48:51.7Z,2,REGULAR,2pt,Jump Shot,[],1630165,13.354139290407357,72.05882352941177,1610612765,24,37,2022-02-05T00:48:57Z,2150000,-110.0,73.0,1,left,K. Hayes 13' pullup Jump Shot (2 PTS),[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,13.23,Made,2.0,,,,,,,,,,,,,,,,,,
216,PT05M57.00S,2022-02-05T00:49:13.0Z,2,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,24,37,2022-02-05T00:49:20Z,2160000,,,0,,J. Tatum bad pass out-of-bounds TURNOVER (2 TO),[1628369],1610612738.0,BOS,bad pass,,,Tatum,J. Tatum,,,,,,,,,,,1198.0,,,,,,,,,2.0,,,,,
217,PT05M57.00S,2022-02-05T00:49:17.9Z,2,REGULAR,substitution,out,[],1628402,,,1610612765,24,37,2022-02-05T00:49:36Z,2170000,,,0,,SUB out: F. Jackson,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT05M57.00S,2022-02-05T00:49:17.9Z,2,REGULAR,substitution,out,[],203471,,,1610612765,24,37,2022-02-05T00:49:36Z,2180000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT05M57.00S,2022-02-05T00:49:17.9Z,2,REGULAR,substitution,in,[],1630180,,,1610612765,24,37,2022-02-05T00:49:36Z,2190000,,,0,,SUB in: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT05M57.00S,2022-02-05T00:49:17.9Z,2,REGULAR,substitution,in,[],1627759,,,1610612765,24,37,2022-02-05T00:49:36Z,2200000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT05M39.00S,2022-02-05T00:49:46.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630165,24.52365308804205,89.70588235294117,1610612765,24,37,2022-02-05T00:49:51Z,2210000,-199.0,178.0,1,left,MISS K. Hayes 26' 3PT,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,26.66,Missed,,,,,,,,,,,,,,,,,,,
222,PT05M36.00S,2022-02-05T00:49:49.3Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,24,37,2022-02-05T00:49:51Z,2220000,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,221.0,4.0,3.0,1.0,,,,,,
223,PT05M18.00S,2022-02-05T00:50:07.4Z,2,REGULAR,3pt,Jump Shot,[],1628369,74.58935611038108,85.04901960784314,1610612738,24,37,2022-02-05T00:50:12Z,2230000,175.0,186.0,1,right,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.58,Missed,,,,,,,,,,,,,,,,,,,
224,PT05M16.00S,2022-02-05T00:50:09.4Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,24,37,2022-02-05T00:50:12Z,2240000,,,0,,I. Stewart REBOUND (Off:1 Def:4),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,223.0,5.0,4.0,1.0,,,,,,
225,PT05M09.00S,2022-02-05T00:50:16.5Z,2,REGULAR,2pt,Jump Shot,[],1628977,11.251642575558476,21.07843137254902,1610612765,24,37,2022-02-05T00:50:20Z,2250000,145.0,53.0,1,left,MISS H. Diallo 15' pullup Shot,[1628977],1610612765.0,DET,pullup,,,Diallo,H. Diallo,,,,,15.41,Missed,,,,,,,,,,,,,,,,,,,
226,PT05M06.00S,2022-02-05T00:50:19.5Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,24,37,2022-02-05T00:50:20Z,2260000,,,0,,J. Tatum REBOUND (Off:1 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,225.0,4.0,3.0,1.0,,,,,,
227,PT05M05.00S,2022-02-05T00:50:23.4Z,2,REGULAR,foul,personal,['2freethrow'],1630165,,,1610612738,24,37,2022-02-05T00:50:37Z,2270000,,,0,,K. Hayes shooting personal FOUL (1 PF) (Brown 2 FT),"[1630165, 1627759]",1610612765.0,DET,shooting,,,Hayes,K. Hayes,,,,,,,,,,,201638.0,1.0,0.0,Brown,1627759.0,,,,,,,,,,
229,PT05M05.00S,2022-02-05T00:50:46.2Z,2,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,24,38,2022-02-05T00:50:46Z,2290000,,,0,,J. Brown Free Throw 1 of 2 (11 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
230,PT05M05.00S,2022-02-05T00:50:47.1Z,2,REGULAR,substitution,out,[],1630165,,,1610612738,24,38,2022-02-05T00:50:55Z,2300000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT05M05.00S,2022-02-05T00:50:47.1Z,2,REGULAR,substitution,in,[],202709,,,1610612738,24,38,2022-02-05T00:50:55Z,2310000,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT05M05.00S,2022-02-05T00:50:59.5Z,2,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,24,38,2022-02-05T00:50:59Z,2320000,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
233,PT05M02.00S,2022-02-05T00:51:01.1Z,2,REGULAR,rebound,defensive,[],203924,,,1610612765,24,38,2022-02-05T00:51:01Z,2330000,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,232.0,1.0,1.0,0.0,,,,,,
234,PT04M42.00S,2022-02-05T00:51:21.4Z,2,REGULAR,2pt,Jump Shot,[],203924,21.23850197109067,42.15686274509804,1610612765,24,38,2022-02-05T00:51:32Z,2340000,39.0,147.0,1,left,MISS J. Grant 15' fadeaway Shot,[203924],1610612765.0,DET,fadeaway,,,Grant,J. Grant,,,,,15.22,Missed,,,,,,,,,,,,,,,,,,,
235,PT04M31.00S,2022-02-05T00:51:32.4Z,2,REGULAR,rebound,offensive,[],1630191,,,1610612765,24,38,2022-02-05T00:51:32Z,2350000,,,0,,I. Stewart REBOUND (Off:2 Def:4),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,234.0,6.0,4.0,2.0,,,,,,
236,PT04M31.00S,2022-02-05T00:51:31.1Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630191,5.590000152587891,50.0,1610612765,24,38,2022-02-05T00:51:34Z,2360000,0.0,0.0,1,left,MISS I. Stewart tip DUNK,[1630191],1610612765.0,DET,tip,,,Stewart,I. Stewart,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
237,PT04M31.00S,2022-02-05T00:51:31.1Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,24,38,2022-02-05T00:51:34Z,2370000,,,0,,R. Williams III REBOUND (Off:0 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,236.0,4.0,4.0,0.0,,,,,,
238,PT04M26.00S,2022-02-05T00:51:35.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,92.46057818659659,44.36274509803921,1610612738,24,40,2022-02-05T00:51:43Z,2380000,-28.0,18.0,1,right,R. Williams III alley-oop Layup (7 PTS) (J. Tatum 1 AST),"[1629057, 1628369]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,3.37,Made,7.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,,,,,
240,PT04M09.00S,2022-02-05T00:51:53.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630180,10.988830486202366,61.274509803921575,1610612765,24,40,2022-02-05T00:52:01Z,2400000,-56.0,51.0,1,left,MISS S. Bey 7' turnaround Hook,[1630180],1610612765.0,DET,turnaround,,,Bey,S. Bey,,,,,7.59,Missed,,,,,,,,,,,,,,,,,,,
241,PT04M01.00S,2022-02-05T00:52:01.2Z,2,REGULAR,rebound,offensive,[],1628977,,,1610612765,24,40,2022-02-05T00:52:01Z,2410000,,,0,,H. Diallo REBOUND (Off:1 Def:1),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,240.0,2.0,1.0,1.0,,,,,,
242,PT04M01.00S,2022-02-05T00:52:00.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628977,5.590000152587891,50.0,1610612765,26,40,2022-02-05T00:52:00Z,2420000,0.0,0.0,1,left,H. Diallo tip Layup (4 PTS),[1628977],1610612765.0,DET,tip,,,Diallo,H. Diallo,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,,
243,PT03M59.00S,2022-02-05T00:52:05.9Z,2,REGULAR,foul,offensive,[],1627759,,,1610612738,26,40,2022-02-05T00:52:29Z,2430000,,,0,,J. Brown offensive FOUL (2 PF),"[1627759, 202709]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,1198.0,2.0,1.0,Joseph,202709.0,,,,,,,,,,
245,PT03M59.00S,2022-02-05T00:52:05.9Z,2,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,26,40,2022-02-05T00:52:05Z,2450000,,,0,,J. Brown offensive foul TURNOVER (1 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,1198.0,,,,,,,,,1.0,,,,,
246,PT03M40.00S,2022-02-05T00:52:46.4Z,2,REGULAR,foul,personal,[],203935,,,1610612765,26,40,2022-02-05T00:53:05Z,2460000,,,0,,M. Smart personal FOUL (1 PF),"[203935, 203924]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,201638.0,1.0,0.0,Grant,203924.0,,,,,,,,,,
248,PT03M30.00S,2022-02-05T00:53:14.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202709,8.935611038107753,48.73238357843137,1610612765,26,40,2022-02-05T00:53:24Z,2480000,6.0,31.0,1,left,MISS C. Joseph Layup,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,3.21,Missed,,,,,,,,,,,,,,,,,,,
249,PT03M27.00S,2022-02-05T00:53:17.4Z,2,REGULAR,rebound,offensive,[],1628977,,,1610612765,26,40,2022-02-05T00:53:24Z,2490000,,,0,,H. Diallo REBOUND (Off:2 Def:1),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,248.0,3.0,1.0,2.0,,,,,,
250,PT03M25.00S,2022-02-05T00:53:20.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628977,32.013797634691194,54.65686274509803,1610612765,26,40,2022-02-05T00:53:26Z,2500000,-23.0,248.0,1,left,MISS H. Diallo 24' 3PT,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,24.95,Missed,,,,,,,,,,,,,,,,,,,
251,PT03M22.00S,2022-02-05T00:53:23.0Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,26,40,2022-02-05T00:53:26Z,2510000,,,0,,J. Tatum REBOUND (Off:1 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,250.0,5.0,4.0,1.0,,,,,,
252,PT03M14.00S,2022-02-05T00:53:30.2Z,2,REGULAR,3pt,Jump Shot,[],1629684,80.23981603153744,96.56862745098039,1610612738,26,40,2022-02-05T00:53:35Z,2520000,233.0,133.0,1,right,MISS G. Williams 26' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,26.82,Missed,,,,,,,,,,,,,,,,,,,
253,PT03M11.00S,2022-02-05T00:53:33.2Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,26,40,2022-02-05T00:53:35Z,2530000,,,0,,I. Stewart REBOUND (Off:2 Def:5),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,252.0,7.0,5.0,2.0,,,,,,
254,PT03M00.00S,2022-02-05T00:53:45.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,8.886333771353483,51.71568627450981,1610612765,26,40,2022-02-05T00:53:51Z,2540000,-9.0,31.0,1,left,MISS I. Stewart Layup,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,3.22,Missed,,,,,,,,,,,,,,,,,,,
255,PT02M55.00S,2022-02-05T00:53:49.0Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,26,40,2022-02-05T00:53:49Z,2550000,,,0,,R. Williams III REBOUND (Off:0 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,254.0,5.0,5.0,0.0,,,,,,
256,PT02M48.00S,2022-02-05T00:53:56.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,87.33574244415243,55.14705882352941,1610612738,26,40,2022-02-05T00:54:02Z,2560000,26.0,67.0,1,right,MISS J. Brown 7' turnaround Shot,[1627759],1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,7.13,Missed,,,,,,,,,,,,,,,,,,,
257,PT02M47.00S,2022-02-05T00:53:57.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612765,26,40,2022-02-05T00:54:02Z,2570000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,256.0,,,,,,,,,
258,PT02M47.00S,2022-02-05T00:54:03.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,26,40,2022-02-05T00:54:03Z,2580000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT02M47.00S,2022-02-05T00:54:07.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,26,40,2022-02-05T00:54:07Z,2590000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT02M47.00S,2022-02-05T00:54:13.9Z,2,REGULAR,substitution,out,[],1628369,,,1610612765,26,40,2022-02-05T00:56:51Z,2600000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT02M47.00S,2022-02-05T00:54:13.9Z,2,REGULAR,substitution,in,[],203471,,,1610612765,26,40,2022-02-05T00:56:51Z,2610000,,,0,,SUB in: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT02M30.00S,2022-02-05T00:57:11.7Z,2,REGULAR,3pt,Jump Shot,[],1630180,12.959921156373195,3.6764705882352944,1610612765,29,40,2022-02-05T00:57:16Z,2620000,232.0,69.0,1,left,S. Bey 24' 3PT  (5 PTS) (J. Grant 2 AST),"[1630180, 203924]",1610612765.0,DET,,,,Bey,S. Bey,,,,,24.17,Made,5.0,J. Grant,203924.0,2.0,,,,,,,,,,,,,,,
