actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
542,PT11M11.00S,2023-01-14T03:55:39.9Z,4,REGULAR,turnover,bad pass,[],1627736,,,1610612762,88,85,2023-01-14T03:55:44Z,5350000,False,,,0,,M. Beasley bad pass TURNOVER (2 TO),"[1627736, 1630532]",1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,2.0,Wagner,1630532.0,,,,,,,,,,,
543,PT11M11.00S,2023-01-14T03:55:39.9Z,4,REGULAR,steal,,[],1630532,,,1610612753,88,85,2023-01-14T03:55:41Z,5360000,False,,,0,,F. Wagner STEAL (4 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
544,PT11M06.00S,2023-01-14T03:55:44.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630175,91.14651773981603,59.80392156862745,1610612753,88,85,2023-01-14T03:55:51Z,5370000,False,49.0,31.0,1,right,MISS C. Anthony running Layup,[1630175],1610612753.0,ORL,running,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,5.78,Missed,,,,,,,,,,,,,,,,,,
545,PT11M05.00S,2023-01-14T03:55:45.6Z,4,REGULAR,rebound,defensive,[],1630534,,,1610612762,88,85,2023-01-14T03:55:51Z,5380000,False,,,0,,O. Agbaji REBOUND (Off:1 Def:3),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),0-8 Center,,,544.0,4.0,3.0,1.0,,,,,,,,,,,,,,
546,PT10M58.00S,2023-01-14T03:55:52.2Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629659,5.601182654402102,55.392156862745104,1610612762,90,85,2023-01-14T04:00:28Z,5390000,False,-27.0,0.0,1,left,T. Horton-Tucker running reverse Layup (4 PTS),[1629659],1610612762.0,UTA,running reverse,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,2.7,Made,,,,,,,,,4.0,,,,,,,,,
548,PT10M45.00S,2023-01-14T03:56:05.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,90.62089356110381,41.42156862745098,1610612753,90,85,2023-01-14T04:01:15Z,5410000,False,-43.0,36.0,1,right,MISS M. Wagner driving Layup - blocked,"[1629021, 1631117]",1610612753.0,ORL,driving,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,5.58,Missed,,,,,,,,,,,,,Kessler,1631117.0,,,,
549,PT10M45.00S,2023-01-14T03:56:05.2Z,4,REGULAR,block,,[],1631117,,,1610612753,90,85,2023-01-14T03:56:07Z,5420000,False,,,0,,W. Kessler BLOCK (6 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
550,PT10M43.00S,2023-01-14T03:56:07.2Z,4,REGULAR,rebound,defensive,[],1629659,,,1610612762,90,85,2023-01-14T03:56:09Z,5430000,False,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:1),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,548.0,1.0,1.0,0.0,,,,,,,,,,,,,,
551,PT10M38.00S,2023-01-14T03:56:12.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1627736,24.78646517739816,15.196078431372548,1610612762,93,85,2023-01-14T03:56:44Z,5440000,False,174.0,180.0,1,left,M. Beasley 25' 3PT running pullup (9 PTS) (R. Gay 1 AST),"[1627736, 200752]",1610612762.0,UTA,running pullup,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,25.07,Made,,,,,,,,,9.0,R. Gay,200752.0,1.0,,,,,,
553,PT10M38.00S,2023-01-14T03:56:20.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,93,85,2023-01-14T03:56:20Z,5460000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT10M21.00S,2023-01-14T03:59:27.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,92.85479632063075,55.63725490196079,1610612753,93,85,2023-01-14T04:02:50Z,5470000,False,28.0,15.0,1,right,MISS F. Wagner driving reverse Layup,[1630532],1610612753.0,ORL,driving reverse,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,3.18,Missed,,,,,,,,,,,,,,,,,,
555,PT10M21.00S,2023-01-14T03:59:27.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612753,93,85,2023-01-14T03:59:35Z,5480000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Restricted Area,0-8 Center,,,554.0,,,,,,,,,,,,,,,,,
557,PT10M15.00S,2023-01-14T03:59:51.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630532,89.56964520367937,63.23529411764706,1610612753,93,85,2023-01-14T04:03:14Z,5500000,False,66.0,46.0,1,right,MISS F. Wagner 8' driving finger roll Layup,[1630532],1610612753.0,ORL,driving finger roll,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Right,8.03,Missed,,,,,,,,,,,,,,,,,,
558,PT10M14.00S,2023-01-14T03:59:52.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612762,93,85,2023-01-14T03:59:56Z,5510000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,557.0,,,,,,,,,,,,,,,,,
560,PT09M57.00S,2023-01-14T04:00:24.8Z,4,REGULAR,foul,offensive,[],1631117,,,1610612762,93,85,2023-01-14T04:00:33Z,5530000,False,,,0,,W. Kessler charge offensive FOUL (3 PF),"[1631117, 1629021]",1610612762.0,UTA,charge,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1830.0,,,,,,,3.0,0.0,Wagner,1629021.0
562,PT09M57.00S,2023-01-14T04:00:24.8Z,4,REGULAR,turnover,offensive foul,[],1631117,,,1610612762,93,85,2023-01-14T04:00:24Z,5550000,False,,,0,,W. Kessler offensive foul TURNOVER (2 TO),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2.0,,,1830.0,,,,,,,,,,
563,PT09M43.00S,2023-01-14T04:00:55.5Z,4,REGULAR,turnover,bad pass,[],1630175,,,1610612753,93,85,2023-01-14T04:00:59Z,5560000,False,,,0,,C. Anthony bad pass TURNOVER (3 TO),"[1630175, 200752]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,,,,,,,3.0,Gay,200752.0,,,,,,,,,,,
564,PT09M43.00S,2023-01-14T04:00:55.5Z,4,REGULAR,steal,,[],200752,,,1610612762,93,85,2023-01-14T04:00:57Z,5570000,False,,,0,,R. Gay STEAL (1 STL),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
565,PT09M40.00S,2023-01-14T04:01:01.6Z,4,REGULAR,turnover,palming,[],200752,,,1610612762,93,85,2023-01-14T04:01:07Z,5580000,False,,,0,,R. Gay palming TURNOVER (1 TO),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,Mid-Range,16-24 Left Center,,,,,,,1.0,,,1830.0,,,,,,,,,,
566,PT09M24.00S,2023-01-14T04:01:28.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629021,91.67214191852825,54.41176470588235,1610612753,93,87,2023-01-14T04:01:32Z,5590000,False,22.0,26.0,1,right,M. Wagner Layup (9 PTS) (F. Wagner 2 AST),"[1629021, 1630532]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,3.4,Made,,,,,,,,,9.0,F. Wagner,1630532.0,2.0,,,,,,
568,PT09M07.00S,2023-01-14T04:01:45.1Z,4,REGULAR,3pt,Jump Shot,[],1630534,4.944152431011826,2.696078431372549,1610612762,93,87,2023-01-14T04:01:49Z,5610000,False,237.0,-6.0,1,left,MISS O. Agbaji 3PT,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Right Corner 3,24+ Right,23.66,Missed,,,,,,,,,,,,,,,,,,
569,PT09M05.00S,2023-01-14T04:01:47.1Z,4,REGULAR,rebound,defensive,[],1630175,,,1610612753,93,87,2023-01-14T04:01:49Z,5620000,False,,,0,,C. Anthony REBOUND (Off:0 Def:2),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Right Corner 3,24+ Right,,,568.0,2.0,2.0,0.0,,,,,,,,,,,,,,
570,PT09M02.00S,2023-01-14T04:01:52.7Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630175,89.56964520367937,41.42156862745098,1610612753,93,87,2023-01-14T04:14:39Z,5630000,False,-43.0,46.0,1,right,MISS C. Anthony 6' running Layup,[1630175],1610612753.0,ORL,running,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,6.25,Missed,,,,,,,,,,,,,,,,,,
571,PT09M00.00S,2023-01-14T04:01:54.7Z,4,REGULAR,rebound,offensive,[],1628964,,,1610612753,93,87,2023-01-14T04:14:39Z,5640000,False,,,0,,M. Bamba REBOUND (Off:1 Def:0),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,In The Paint (Non-RA),0-8 Center,,,570.0,1.0,0.0,1.0,,,,,,,,,,,,,,
572,PT08M59.00S,2023-01-14T04:01:58.3Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1628964,88.38699080157687,49.26470588235294,1610612753,93,87,2023-01-14T04:13:27Z,5650000,False,-4.0,57.0,1,right,MISS M. Bamba Hook - blocked,"[1628964, 1631117]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,In The Paint (Non-RA),0-8 Center,5.68,Missed,,,,,,,,,,,,,Kessler,1631117.0,,,,
573,PT08M59.00S,2023-01-14T04:01:58.3Z,4,REGULAR,block,,[],1631117,,,1610612753,93,87,2023-01-14T04:02:00Z,5660000,False,,,0,,W. Kessler BLOCK (7 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
574,PT08M58.00S,2023-01-14T04:01:59.3Z,4,REGULAR,rebound,offensive,[],1628964,,,1610612753,93,87,2023-01-14T04:13:27Z,5670000,False,,,0,,M. Bamba REBOUND (Off:2 Def:0),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,In The Paint (Non-RA),0-8 Center,,,572.0,2.0,0.0,2.0,,,,,,,,,,,,,,
639,PT08M56.00S,2023-01-14T04:02:05.5Z,4,REGULAR,turnover,lost ball,[],1628964,,,1610612753,93,87,2023-01-14T04:13:40Z,5675000,False,,,0,,M. Bamba lost ball TURNOVER (1 TO),"[1628964, 1627736]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,,,,,1.0,Beasley,1627736.0,,,,,,,,,,,
640,PT08M56.00S,2023-01-14T04:02:05.5Z,4,REGULAR,steal,,[],1627736,,,1610612762,93,87,2023-01-14T04:13:40Z,5677500,False,,,0,,M. Beasley STEAL (2 STL),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
575,PT08M40.00S,2023-01-14T04:02:12.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627736,30.962549277266753,64.95098039215686,1610612762,93,87,2023-01-14T04:13:40Z,5680000,False,-75.0,239.0,1,left,MISS M. Beasley 25' pullup 3PT,[1627736],1610612762.0,UTA,pullup,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,25.0,Missed,,,,,,,,,,,,,,,,,,
576,PT08M36.00S,2023-01-14T04:02:16.8Z,4,REGULAR,rebound,offensive,[],1630534,,,1610612762,93,87,2023-01-14T04:02:18Z,5690000,False,,,0,,O. Agbaji REBOUND (Off:2 Def:3),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Center,,,575.0,5.0,3.0,2.0,,,,,,,,,,,,,,
577,PT08M33.00S,2023-01-14T04:02:19.5Z,4,REGULAR,3pt,Jump Shot,"['2ndchance', 'fromturnover']",1629659,22.815374507227332,10.53921568627451,1610612762,96,87,2023-01-14T04:13:40Z,5700000,False,197.0,162.0,1,left,T. Horton-Tucker 25' 3PT  (7 PTS) (O. Agbaji 2 AST),"[1629659, 1630534]",1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Right Center,25.53,Made,,,,,,,,,7.0,O. Agbaji,1630534.0,2.0,,,,,,
579,PT08M04.00S,2023-01-14T04:02:47.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,93.24901445466492,44.85294117647059,1610612753,96,89,2023-01-14T04:08:41Z,5720000,False,-26.0,11.0,1,right,M. Wagner driving reverse Layup (11 PTS),[1629021],1610612753.0,ORL,driving reverse,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,2.8,Made,,,,,,,,,11.0,,,,,,,,,
580,PT07M51.00S,2023-01-14T04:03:06.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,10.85742444152431,40.68627450980392,1610612762,96,89,2023-01-14T04:09:09Z,5730000,False,47.0,50.0,1,left,MISS T. Horton-Tucker 6' driving Layup,[1629659],1610612762.0,UTA,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),0-8 Center,6.81,Missed,,,,,,,,,,,,,,,,,,
581,PT07M51.00S,2023-01-14T04:03:08.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612753,96,89,2023-01-14T04:03:08Z,5740000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,580.0,,,,,,,,,,,,,,,,,
583,PT07M51.00S,2023-01-14T04:03:10.0Z,4,REGULAR,substitution,out,[],1627736,,,1610612753,96,89,2023-01-14T04:03:17Z,5760000,False,,,0,,SUB out: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT07M51.00S,2023-01-14T04:03:10.0Z,4,REGULAR,substitution,out,[],1630175,,,1610612753,96,89,2023-01-14T04:03:17Z,5770000,False,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT07M51.00S,2023-01-14T04:03:10.0Z,4,REGULAR,substitution,in,[],203903,,,1610612753,96,89,2023-01-14T04:03:17Z,5780000,False,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT07M51.00S,2023-01-14T04:03:10.0Z,4,REGULAR,substitution,in,[],1628365,,,1610612753,96,89,2023-01-14T04:03:17Z,5790000,False,,,0,,SUB in: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT07M37.00S,2023-01-14T04:03:39.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203082,83.52496714848883,43.13725490196079,1610612753,96,89,2023-01-14T04:10:09Z,5800000,False,-34.0,102.0,1,right,MISS T. Ross 10' driving floating Shot,[203082],1610612753.0,ORL,driving floating,,,Ross,T. Ross,,,,,In The Paint (Non-RA),8-16 Center,10.8,Missed,,,,,,,,,,,,,,,,,,
588,PT07M35.00S,2023-01-14T04:03:41.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612762,96,89,2023-01-14T04:03:46Z,5810000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,587.0,,,,,,,,,,,,,,,,,
589,PT07M35.00S,2023-01-14T04:03:45.7Z,4,REGULAR,foul,personal,[],1629021,,,1610612762,96,89,2023-01-14T04:03:52Z,5820000,False,,,0,,M. Wagner loose ball personal FOUL (3 PF),"[1629021, 1629659]",1610612753.0,ORL,loose ball,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,,,,1830.0,,,,,,,3.0,0.0,Horton-Tucker,1629659.0
591,PT07M17.00S,2023-01-14T04:05:11.7Z,4,REGULAR,jumpball,recovered,[],1628365,,,1610612762,96,89,2023-01-14T04:05:11Z,5840000,False,,,0,,Jump Ball M. Wagner vs. J. Clarkson: Tip to M. Fultz,"[1628365, 1629021, 203903]",1610612753.0,ORL,heldball,M. Fultz,1628365.0,Fultz,M. Fultz,Wagner,1629021.0,Clarkson,203903.0,,,,,,,,,,,,,,,,,,,,,,
594,PT07M17.00S,2023-01-14T04:05:11.7Z,4,REGULAR,turnover,lost ball,[],203903,,,1610612762,96,89,2023-01-14T04:05:11Z,5870000,False,,,0,,J. Clarkson lost ball TURNOVER (4 TO),"[203903, 1629021]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,4.0,Wagner,1629021.0,,,,,,,,,,,
595,PT07M17.00S,2023-01-14T04:05:11.7Z,4,REGULAR,steal,,[],1629021,,,1610612753,96,89,2023-01-14T04:05:11Z,5880000,False,,,0,,M. Wagner STEAL (1 STL),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT07M13.00S,2023-01-14T04:05:16.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628365,91.67214191852825,53.92156862745098,1610612753,96,89,2023-01-14T04:16:34Z,5890000,False,20.0,26.0,1,right,MISS M. Fultz running Layup - blocked,"[1628365, 1630534]",1610612753.0,ORL,running,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,3.24,Missed,,,,,,,,,,,,,Agbaji,1630534.0,,,,
597,PT07M13.00S,2023-01-14T04:05:16.4Z,4,REGULAR,block,,[],1630534,,,1610612753,96,89,2023-01-14T04:05:20Z,5900000,False,,,0,,O. Agbaji BLOCK (2 BLK),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
598,PT07M13.00S,2023-01-14T04:05:16.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612753,96,89,2023-01-14T04:05:32Z,5910000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Restricted Area,0-8 Center,,,596.0,,,,,,,,,,,,,,,,,
600,PT07M09.00S,2023-01-14T04:05:43.2Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629021,67.49342969776609,43.872549019607845,1610612753,96,89,2023-01-14T04:05:50Z,5930000,False,-31.0,253.0,1,right,MISS M. Wagner 25' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Center,25.49,Missed,,,,,,,,,,,,,,,,,,
601,PT07M04.00S,2023-01-14T04:05:48.2Z,4,REGULAR,rebound,defensive,[],200752,,,1610612762,96,89,2023-01-14T04:05:50Z,5940000,False,,,0,,R. Gay REBOUND (Off:1 Def:2),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,Above the Break 3,24+ Center,,,600.0,3.0,2.0,1.0,,,,,,,,,,,,,,
602,PT06M55.00S,2023-01-14T04:06:24.3Z,4,REGULAR,substitution,out,[],200752,,,1610612762,96,89,2023-01-14T04:06:31Z,5950000,False,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT06M55.00S,2023-01-14T04:06:24.3Z,4,REGULAR,substitution,out,[],1629021,,,1610612762,96,89,2023-01-14T04:06:31Z,5960000,False,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT06M55.00S,2023-01-14T04:06:24.3Z,4,REGULAR,substitution,in,[],1628374,,,1610612762,96,89,2023-01-14T04:06:31Z,5970000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT06M55.00S,2023-01-14T04:06:24.3Z,4,REGULAR,substitution,in,[],1628976,,,1610612762,96,89,2023-01-14T04:06:31Z,5980000,False,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT06M55.00S,2023-01-14T04:06:24.3Z,4,REGULAR,substitution,out,[],1631117,,,1610612762,96,89,2023-01-14T04:07:00Z,5990000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT06M55.00S,2023-01-14T04:06:24.3Z,4,REGULAR,substitution,in,[],1629020,,,1610612762,96,89,2023-01-14T04:07:00Z,6000000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT06M53.00S,2023-01-14T04:07:17.1Z,4,REGULAR,jumpball,recovered,[],1629020,,,1610612762,96,89,2023-01-14T04:07:17Z,6010000,False,,,0,,Jump Ball T. Horton-Tucker vs. F. Wagner: Tip to J. Vanderbilt,"[1629020, 1629659, 1630532]",1610612762.0,UTA,heldball,J. Vanderbilt,1629020.0,Vanderbilt,J. Vanderbilt,Horton-Tucker,1629659.0,Wagner,1630532.0,,,,,,,,,,,,,,,,,,,,,,
611,PT06M45.00S,2023-01-14T04:07:25.3Z,4,REGULAR,foul,personal,['3freethrow'],1628365,,,1610612762,96,89,2023-01-14T04:11:02Z,6040000,False,,,0,,M. Fultz flagrant-type-1 personal FOUL (2 PF) (Clarkson 3 FT),"[1628365, 203903]",1610612753.0,ORL,flagrant-type-1,,,Fultz,M. Fultz,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,1628484.0,,,,,,,2.0,0.0,Clarkson,203903.0
615,PT06M45.00S,2023-01-14T04:09:26.4Z,4,REGULAR,substitution,out,[],1630532,,,1610612762,96,89,2023-01-14T04:09:28Z,6080000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT06M45.00S,2023-01-14T04:09:26.4Z,4,REGULAR,substitution,in,[],1631094,,,1610612762,96,89,2023-01-14T04:09:28Z,6090000,False,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT06M45.00S,2023-01-14T04:09:32.6Z,4,REGULAR,freethrow,1 of 3,[],203903,,,1610612762,97,89,2023-01-14T04:11:12Z,6100000,False,,,0,,J. Clarkson flagrant Free Throw 1 of 3 (15 PTS),[203903],1610612762.0,UTA,flagrant,,,Clarkson,J. Clarkson,,,,,,,,Made,,,,,,,,,15.0,,,,,,,,,
618,PT06M45.00S,2023-01-14T04:09:32.6Z,4,REGULAR,freethrow,2 of 3,[],203903,,,1610612762,98,89,2023-01-14T04:11:12Z,6110000,False,,,0,,J. Clarkson flagrant Free Throw 2 of 3 (16 PTS),[203903],1610612762.0,UTA,flagrant,,,Clarkson,J. Clarkson,,,,,,,,Made,,,,,,,,,16.0,,,,,,,,,
619,PT06M45.00S,2023-01-14T04:09:32.6Z,4,REGULAR,freethrow,3 of 3,[],203903,,,1610612762,99,89,2023-01-14T04:11:12Z,6120000,False,,,0,,J. Clarkson flagrant Free Throw 3 of 3 (17 PTS),[203903],1610612762.0,UTA,flagrant,,,Clarkson,J. Clarkson,,,,,,,,Made,,,,,,,,,17.0,,,,,,,,,
620,PT06M41.00S,2023-01-14T04:10:18.7Z,4,REGULAR,3pt,Jump Shot,[],203903,27.677398160315374,78.67647058823529,1610612762,99,89,2023-01-14T04:10:23Z,6130000,False,-143.0,208.0,1,left,MISS J. Clarkson 25' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,25.24,Missed,,,,,,,,,,,,,,,,,,
621,PT06M37.00S,2023-01-14T04:10:22.7Z,4,REGULAR,rebound,defensive,[],1631094,,,1610612753,99,89,2023-01-14T04:10:23Z,6140000,False,,,0,,P. Banchero REBOUND (Off:1 Def:3),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,,,620.0,4.0,3.0,1.0,,,,,,,,,,,,,,
622,PT06M28.00S,2023-01-14T04:10:31.6Z,4,REGULAR,3pt,Jump Shot,[],1628976,66.17936925098554,55.63725490196079,1610612753,99,89,2023-01-14T04:10:37Z,6150000,False,28.0,265.0,1,right,MISS W. Carter Jr. 26' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,26.69,Missed,,,,,,,,,,,,,,,,,,
623,PT06M23.00S,2023-01-14T04:10:36.6Z,4,REGULAR,rebound,defensive,[],1629020,,,1610612762,99,89,2023-01-14T04:10:37Z,6160000,False,,,0,,J. Vanderbilt REBOUND (Off:2 Def:7),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Center,,,622.0,9.0,7.0,2.0,,,,,,,,,,,,,,
624,PT06M13.00S,2023-01-14T04:10:46.2Z,4,REGULAR,turnover,bad pass,[],203903,,,1610612762,99,89,2023-01-14T04:10:50Z,6170000,False,,,0,,J. Clarkson bad pass TURNOVER (5 TO),"[203903, 1628365]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,5.0,Fultz,1628365.0,,,,,,,,,,,
625,PT06M13.00S,2023-01-14T04:10:46.2Z,4,REGULAR,steal,,[],1628365,,,1610612753,99,89,2023-01-14T04:10:47Z,6180000,False,,,0,,M. Fultz STEAL (2 STL),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
626,PT06M08.00S,2023-01-14T04:10:51.6Z,4,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631094,88.38699080157687,55.14705882352941,1610612753,99,89,2023-01-14T04:21:20Z,6190000,False,26.0,57.0,1,right,MISS P. Banchero 6' driving floating Shot,[1631094],1610612753.0,ORL,driving floating,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,6.23,Missed,,,,,,,,,,,,,,,,,,
