actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
174,PT11M31.00S,2022-10-20T01:41:48.7Z,2,REGULAR,turnover,bad pass,[],1630538,,,1610612743,39,30,2022-10-20T01:41:52Z,1740000,,,0,,B. Hyland bad pass TURNOVER (2 TO),"[1630538, 1629659]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),0-8 Center,2.0,Horton-Tucker,1629659.0,,,,,,,,,,,,,,,,,
175,PT11M31.00S,2022-10-20T01:41:48.7Z,2,REGULAR,steal,,[],1629659,,,1610612762,39,30,2022-10-20T01:41:50Z,1750000,,,0,,T. Horton-Tucker STEAL (1 STL),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
176,PT11M21.00S,2022-10-20T01:42:00.0Z,2,REGULAR,foul,personal,['2freethrow'],1630538,,,1610612762,39,30,2022-10-20T01:42:05Z,1760000,,,0,,B. Hyland shooting personal FOUL (2 PF) (Horton-Tucker 2 FT),"[1630538, 1629659]",1610612743.0,DEN,shooting,,,Hyland,B. Hyland,,,,,Restricted Area,0-8 Center,,,,,,,,201246.0,2.0,0.0,Horton-Tucker,1629659.0,,,,,,,,
178,PT11M21.00S,2022-10-20T01:42:26.8Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629659,,,1610612762,39,30,2022-10-20T01:42:26Z,1780000,,,0,,MISS T. Horton-Tucker Free Throw 1 of 2,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
179,PT11M21.00S,2022-10-20T01:42:26.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,39,30,2022-10-20T01:42:26Z,1790000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,178.0,,,,,,,,,,,,,
180,PT11M21.00S,2022-10-20T01:42:44.8Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629659,,,1610612762,40,30,2022-10-20T01:42:44Z,1800000,,,0,,T. Horton-Tucker Free Throw 2 of 2 (3 PTS),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
181,PT11M11.00S,2022-10-20T01:42:56.4Z,2,REGULAR,turnover,bad pass,[],1628432,,,1610612743,40,30,2022-10-20T01:43:00Z,1810000,,,0,,D. Reed bad pass TURNOVER (2 TO),"[1628432, 201144]",1610612743.0,DEN,,,,Reed,D. Reed,,,,,Above the Break 3,24+ Right Center,2.0,Conley,201144.0,,,,,,,,,,,,,,,,,
182,PT11M11.00S,2022-10-20T01:42:56.4Z,2,REGULAR,steal,,[],201144,,,1610612762,40,30,2022-10-20T01:42:58Z,1820000,,,0,,M. Conley STEAL (1 STL),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
183,PT10M56.00S,2022-10-20T01:43:11.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627736,74.72076215505913,15.441176470588236,1610612762,40,30,2022-10-20T01:43:16Z,1830000,-173.0,185.0,1,right,MISS M. Beasley 25' 3PT,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,,,,25.32,Missed,,,,,,,,,,,,,,,
184,PT10M55.00S,2022-10-20T01:43:12.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,40,30,2022-10-20T01:43:16Z,1840000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,183.0,,,,,,,,,,,,,
186,PT10M52.00S,2022-10-20T01:43:34.1Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",200752,75.90341655716163,39.705882352941174,1610612762,42,30,2022-10-20T01:43:38Z,1860000,-51.0,174.0,1,right,R. Gay 18' step back Jump Shot (4 PTS) (M. Conley 3 AST),"[200752, 201144]",1610612762.0,UTA,step back,,,Gay,R. Gay,,,,,Mid-Range,16-24 Center,,,,18.15,Made,4.0,,,,,,,,,,M. Conley,201144.0,3.0,,
187,PT10M50.00S,2022-10-20T01:43:41.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,42,30,2022-10-20T01:43:41Z,1870000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT10M50.00S,2022-10-20T01:45:53.2Z,2,REGULAR,substitution,out,[],1628432,,,1610612743,42,30,2022-10-20T01:46:08Z,1880000,,,0,,SUB out: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT10M50.00S,2022-10-20T01:45:53.2Z,2,REGULAR,substitution,in,[],1627750,,,1610612743,42,30,2022-10-20T01:46:08Z,1890000,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT10M32.00S,2022-10-20T01:46:51.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201145,10.200394218134035,64.95098039215686,1610612743,42,30,2022-10-20T01:46:56Z,1900000,-75.0,43.0,1,left,MISS J. Green 8' turnaround Shot,[201145],1610612743.0,DEN,turnaround,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Left,,,,8.65,Missed,,,,,,,,,,,,,,,
192,PT10M29.00S,2022-10-20T01:46:54.7Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612762,42,30,2022-10-20T01:46:56Z,1910000,,,0,,J. Vanderbilt REBOUND (Off:1 Def:5),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,191.0,,,,,,6.0,5.0,1.0,,,,,
193,PT10M21.00S,2022-10-20T01:47:03.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629659,84.97043363994744,38.48039215686275,1610612762,42,30,2022-10-20T01:48:12Z,1920000,-58.0,89.0,1,right,MISS T. Horton-Tucker 10' fadeaway Shot,[1629659],1610612762.0,UTA,fadeaway,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),8-16 Left,,,,10.58,Missed,,,,,,,,,,,,,,,
194,PT10M16.00S,2022-10-20T01:47:08.1Z,2,REGULAR,rebound,offensive,[],1629020,,,1610612762,42,30,2022-10-20T01:47:08Z,1930000,,,0,,J. Vanderbilt REBOUND (Off:2 Def:5),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,193.0,,,,,,7.0,5.0,2.0,,,,,
195,PT10M16.00S,2022-10-20T01:47:07.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629020,94.40999984741211,50.0,1610612762,44,30,2022-10-20T01:47:07Z,1940000,0.0,0.0,1,right,J. Vanderbilt tip Layup (4 PTS),[1629020],1610612762.0,UTA,tip,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,8-16 Left,,,,0.0,Made,4.0,,,,,,,,,,,,,,
196,PT09M57.00S,2022-10-20T01:47:26.0Z,2,REGULAR,2pt,Jump Shot,[],201145,9.411957950065702,27.450980392156865,1610612743,44,30,2022-10-20T01:48:34Z,1950000,113.0,36.0,1,left,MISS J. Green 11' turnaround fadeaway Shot,[201145],1610612743.0,DEN,turnaround fadeaway,,,Green,J. Green,,,,,Mid-Range,8-16 Right,,,,11.83,Missed,,,,,,,,,,,,,,,
197,PT09M56.00S,2022-10-20T01:47:27.0Z,2,REGULAR,rebound,defensive,[],1627736,,,1610612762,44,30,2022-10-20T01:47:30Z,1960000,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Mid-Range,8-16 Right,,,,,,,196.0,,,,,,1.0,1.0,0.0,,,,,
198,PT09M51.00S,2022-10-20T01:47:33.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],200752,75.77201051248358,6.372549019607843,1610612762,47,30,2022-10-20T01:48:49Z,1970000,-218.0,175.0,1,right,R. Gay 27' 3PT running (7 PTS) (M. Beasley 1 AST),"[200752, 1627736]",1610612762.0,UTA,running,,,Gay,R. Gay,,,,,Above the Break 3,24+ Left Center,,,,27.98,Made,7.0,,,,,,,,,,M. Beasley,1627736.0,1.0,,
200,PT09M33.00S,2022-10-20T01:47:54.3Z,2,REGULAR,foul,personal,[],1629659,,,1610612743,47,30,2022-10-20T01:48:07Z,1990000,,,0,,T. Horton-Tucker personal FOUL (1 PF),"[1629659, 1630538]",1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Mid-Range,16-24 Right Center,,,,,,,,1146.0,1.0,0.0,Hyland,1630538.0,,,,,,,,
202,PT09M33.00S,2022-10-20T01:47:58.3Z,2,REGULAR,substitution,out,[],1630538,,,1610612743,47,30,2022-10-20T01:48:05Z,2010000,,,0,,SUB out: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M33.00S,2022-10-20T01:47:58.3Z,2,REGULAR,substitution,out,[],201599,,,1610612743,47,30,2022-10-20T01:48:05Z,2020000,,,0,,SUB out: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M33.00S,2022-10-20T01:47:58.3Z,2,REGULAR,substitution,in,[],1629008,,,1610612743,47,30,2022-10-20T01:48:05Z,2030000,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M33.00S,2022-10-20T01:47:58.3Z,2,REGULAR,substitution,in,[],203932,,,1610612743,47,30,2022-10-20T01:48:05Z,2040000,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M29.00S,2022-10-20T01:48:21.6Z,2,REGULAR,3pt,Jump Shot,[],1627750,25.18068331143233,16.176470588235293,1610612743,47,30,2022-10-20T01:48:26Z,2050000,169.0,184.0,1,left,MISS J. Murray 25' 3PT,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,,,,25.0,Missed,,,,,,,,,,,,,,,
207,PT09M26.00S,2022-10-20T01:48:24.6Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612762,47,30,2022-10-20T01:48:26Z,2060000,,,0,,J. Vanderbilt REBOUND (Off:2 Def:6),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Right Center,,,,,,,206.0,,,,,,8.0,6.0,2.0,,,,,
208,PT09M18.00S,2022-10-20T01:48:31.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629020,92.72339027595268,52.20588235294118,1610612762,49,30,2022-10-20T01:48:36Z,2070000,11.0,16.0,1,right,J. Vanderbilt DUNK (6 PTS) (T. Horton-Tucker 1 AST),"[1629020, 1629659]",1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,,,,1.93,Made,6.0,,,,,,,,,,T. Horton-Tucker,1629659.0,1.0,,
210,PT09M00.00S,2022-10-20T01:48:50.7Z,2,REGULAR,turnover,bad pass,[],1627750,,,1610612743,49,30,2022-10-20T01:48:58Z,2090000,,,0,,J. Murray bad pass TURNOVER (1 TO),"[1627750, 1629659]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,16-24 Right Center,1.0,Horton-Tucker,1629659.0,,,,,,,,,,,,,,,,,
211,PT09M00.00S,2022-10-20T01:48:50.7Z,2,REGULAR,steal,,[],1629659,,,1610612762,49,30,2022-10-20T01:48:52Z,2100000,,,0,,T. Horton-Tucker STEAL (2 STL),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
212,PT08M56.00S,2022-10-20T01:48:54.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629659,91.93495400788436,54.65686274509803,1610612762,49,30,2022-10-20T01:49:02Z,2110000,23.0,23.0,1,right,MISS T. Horton-Tucker Layup,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,,,,3.3,Missed,,,,,,,,,,,,,,,
213,PT08M55.00S,2022-10-20T01:48:56.2Z,2,REGULAR,rebound,offensive,[],1627736,,,1610612762,49,30,2022-10-20T01:48:56Z,2120000,,,0,,M. Beasley REBOUND (Off:1 Def:1),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,,,,,,,212.0,,,,,,2.0,1.0,1.0,,,,,
214,PT08M55.00S,2022-10-20T01:48:58.6Z,2,REGULAR,foul,personal,['2freethrow'],1628971,,,1610612762,49,30,2022-10-20T01:49:03Z,2130000,,,0,,B. Brown shooting personal FOUL (1 PF) (Beasley 2 FT),"[1628971, 1627736]",1610612743.0,DEN,shooting,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,1146.0,1.0,0.0,Beasley,1627736.0,,,,,,,,
216,PT08M55.00S,2022-10-20T01:49:28.1Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1627736,,,1610612762,50,30,2022-10-20T01:49:28Z,2150000,,,0,,M. Beasley Free Throw 1 of 2 (6 PTS),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
217,PT08M55.00S,2022-10-20T01:49:28.6Z,2,REGULAR,substitution,out,[],200752,,,1610612762,50,30,2022-10-20T01:49:38Z,2160000,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M55.00S,2022-10-20T01:49:28.6Z,2,REGULAR,substitution,out,[],1628971,,,1610612762,50,30,2022-10-20T01:49:38Z,2170000,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M55.00S,2022-10-20T01:49:28.6Z,2,REGULAR,substitution,out,[],201145,,,1610612762,50,30,2022-10-20T01:49:38Z,2180000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M55.00S,2022-10-20T01:49:28.6Z,2,REGULAR,substitution,in,[],203482,,,1610612762,50,30,2022-10-20T01:49:38Z,2190000,,,0,,SUB in: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M55.00S,2022-10-20T01:49:28.6Z,2,REGULAR,substitution,in,[],203484,,,1610612762,50,30,2022-10-20T01:49:38Z,2200000,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M55.00S,2022-10-20T01:49:28.6Z,2,REGULAR,substitution,in,[],203999,,,1610612762,50,30,2022-10-20T01:49:38Z,2210000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M55.00S,2022-10-20T01:49:50.6Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1627736,,,1610612762,51,30,2022-10-20T01:49:50Z,2220000,,,0,,M. Beasley Free Throw 2 of 2 (7 PTS),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
224,PT08M37.00S,2022-10-20T01:50:09.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203932,6.783837056504599,53.431372549019606,1610612743,51,30,2022-10-20T01:50:15Z,2230000,-17.0,11.0,1,left,MISS A. Gordon Layup,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,2.06,Missed,,,,,,,,,,,,,,,
225,PT08M35.00S,2022-10-20T01:50:11.3Z,2,REGULAR,rebound,offensive,[],203932,,,1610612743,51,30,2022-10-20T01:50:15Z,2240000,,,0,,A. Gordon REBOUND (Off:1 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,224.0,,,,,,2.0,1.0,1.0,,,,,
226,PT08M35.00S,2022-10-20T01:50:12.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203932,5.590000152587891,50.0,1610612743,51,30,2022-10-20T01:50:12Z,2250000,0.0,0.0,1,left,MISS A. Gordon tip Layup,[203932],1610612743.0,DEN,tip,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Left,,,,0.0,Missed,,,,,,,,,,,,,,,
227,PT08M33.00S,2022-10-20T01:50:13.1Z,2,REGULAR,rebound,offensive,[],203932,,,1610612743,51,30,2022-10-20T01:50:13Z,2260000,,,0,,A. Gordon REBOUND (Off:2 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Left,,,,,,,226.0,,,,,,3.0,1.0,2.0,,,,,
228,PT08M33.00S,2022-10-20T01:50:13.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203932,5.590000152587891,50.0,1610612743,51,32,2022-10-20T01:50:13Z,2270000,0.0,0.0,1,left,A. Gordon tip Layup (8 PTS),[203932],1610612743.0,DEN,tip,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Left,,,,0.0,Made,8.0,,,,,,,,,,,,,,
229,PT08M20.00S,2022-10-20T01:50:26.9Z,2,REGULAR,3pt,Jump Shot,[],1627736,74.98357424441524,12.745098039215685,1610612762,51,32,2022-10-20T01:50:32Z,2280000,-186.0,183.0,1,right,MISS M. Beasley 26' 3PT,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,,,,26.09,Missed,,,,,,,,,,,,,,,
230,PT08M18.00S,2022-10-20T01:50:28.9Z,2,REGULAR,rebound,offensive,[],1627736,,,1610612762,51,32,2022-10-20T01:50:32Z,2290000,,,0,,M. Beasley REBOUND (Off:2 Def:1),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,,,,,,,229.0,,,,,,3.0,1.0,2.0,,,,,
231,PT08M17.00S,2022-10-20T01:50:30.2Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1627736,79.97700394218134,21.07843137254902,1610612762,51,32,2022-10-20T01:50:35Z,2300000,-145.0,136.0,1,right,MISS M. Beasley 19' pullup Shot,[1627736],1610612762.0,UTA,pullup,,,Beasley,M. Beasley,,,,,Mid-Range,16-24 Left Center,,,,19.83,Missed,,,,,,,,,,,,,,,
232,PT08M17.00S,2022-10-20T01:50:30.2Z,2,REGULAR,rebound,offensive,[],1629020,,,1610612762,51,32,2022-10-20T01:50:35Z,2310000,,,0,,J. Vanderbilt REBOUND (Off:3 Def:6),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,16-24 Left Center,,,,,,,231.0,,,,,,9.0,6.0,3.0,,,,,
233,PT08M07.00S,2022-10-20T01:50:42.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201144,90.75229960578186,43.627450980392155,1610612762,51,32,2022-10-20T01:50:47Z,2320000,-32.0,34.0,1,right,MISS M. Conley Layup - blocked,"[201144, 203484]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,In The Paint (Non-RA),0-8 Center,,,,4.69,Missed,,,,,,,,,,,,,,Caldwell-Pope,203484.0
234,PT08M07.00S,2022-10-20T01:50:42.6Z,2,REGULAR,block,,[],203484,,,1610612762,51,32,2022-10-20T01:50:45Z,2330000,,,0,,K. Caldwell-Pope BLOCK (1 BLK),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
235,PT08M07.00S,2022-10-20T01:50:42.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,51,32,2022-10-20T01:50:47Z,2340000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,233.0,,,,,,,,,,,,,
237,PT08M07.00S,2022-10-20T01:50:50.8Z,2,REGULAR,substitution,out,[],1627750,,,1610612762,51,32,2022-10-20T01:51:00Z,2360000,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT08M07.00S,2022-10-20T01:50:50.8Z,2,REGULAR,substitution,in,[],202397,,,1610612762,51,32,2022-10-20T01:51:00Z,2370000,,,0,,SUB in: I. Smith,[202397],1610612743.0,DEN,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT08M05.00S,2022-10-20T01:51:09.5Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1627736,94.21813403416557,6.395526960784313,1610612762,53,32,2022-10-20T01:51:40Z,2380000,-218.0,2.0,1,right,M. Beasley 21' Jump Shot (9 PTS) (M. Conley 4 AST),"[1627736, 201144]",1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Mid-Range,24+ Left,,,,21.8,Made,9.0,,,,,,,,,,M. Conley,201144.0,4.0,,
241,PT07M41.00S,2022-10-20T01:51:32.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203999,4.944152431011826,53.18627450980392,1610612743,53,34,2022-10-20T01:51:36Z,2400000,-16.0,-6.0,1,left,N. Jokic Layup (10 PTS) (K. Caldwell-Pope 3 AST),"[203999, 203484]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,1.7,Made,10.0,,,,,,,,,,K. Caldwell-Pope,203484.0,3.0,,
243,PT07M25.00S,2022-10-20T01:51:48.5Z,2,REGULAR,3pt,Jump Shot,[],201144,69.20170827858082,68.38235294117648,1610612762,53,34,2022-10-20T01:51:54Z,2420000,92.0,237.0,1,right,MISS M. Conley 25' 3PT,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,,,,25.42,Missed,,,,,,,,,,,,,,,
244,PT07M22.00S,2022-10-20T01:51:51.5Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,53,34,2022-10-20T01:51:54Z,2430000,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,243.0,,,,,,1.0,1.0,0.0,,,,,
245,PT07M18.00S,2022-10-20T01:51:56.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629008,20.18725361366623,53.67647058823529,1610612743,53,36,2022-10-20T01:52:05Z,2440000,-18.0,137.0,1,left,M. Porter Jr. 13' pullup Jump Shot (5 PTS),[1629008],1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,13.85,Made,5.0,,,,,,,,,,,,,,
246,PT06M55.00S,2022-10-20T01:52:18.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,93.38042049934296,54.166666666666664,1610612762,53,36,2022-10-20T01:57:38Z,2450000,21.0,10.0,1,right,MISS T. Horton-Tucker reverse Layup,[1629659],1610612762.0,UTA,reverse,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,,,,2.3,Missed,,,,,,,,,,,,,,,
247,PT06M53.00S,2022-10-20T01:52:20.8Z,2,REGULAR,rebound,offensive,[],1629020,,,1610612762,53,36,2022-10-20T01:57:38Z,2460000,,,0,,J. Vanderbilt REBOUND (Off:4 Def:6),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,,,,,,,246.0,,,,,,10.0,6.0,4.0,,,,,
248,PT06M52.00S,2022-10-20T01:52:22.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203482,71.82982917214193,79.90196078431373,1610612762,53,36,2022-10-20T01:52:29Z,2470000,150.0,212.0,1,right,MISS K. Olynyk 25' 3PT,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,,,,25.97,Missed,,,,,,,,,,,,,,,
249,PT06M52.00S,2022-10-20T01:52:22.4Z,2,REGULAR,rebound,offensive,[],1629020,,,1610612762,53,36,2022-10-20T01:52:29Z,2480000,,,0,,J. Vanderbilt REBOUND (Off:5 Def:6),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Right Center,,,,,,,248.0,,,,,,11.0,6.0,5.0,,,,,
250,PT06M49.00S,2022-10-20T01:52:27.6Z,2,REGULAR,foul,personal,['2freethrow'],202397,,,1610612762,53,36,2022-10-20T01:52:32Z,2490000,,,0,,I. Smith shooting personal FOUL (1 PF) (Vanderbilt 2 FT),"[202397, 1629020]",1610612743.0,DEN,shooting,,,Smith,I. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,203177.0,1.0,0.0,Vanderbilt,1629020.0,,,,,,,,
252,PT06M49.00S,2022-10-20T01:53:11.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629020,,,1610612762,54,36,2022-10-20T01:53:36Z,2510000,,,0,,J. Vanderbilt Free Throw 1 of 2 (7 PTS),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
253,PT06M49.00S,2022-10-20T01:53:12.1Z,2,REGULAR,substitution,out,[],1629659,,,1610612762,54,36,2022-10-20T01:53:19Z,2520000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M49.00S,2022-10-20T01:53:12.1Z,2,REGULAR,substitution,out,[],1627736,,,1610612762,54,36,2022-10-20T01:53:19Z,2530000,,,0,,SUB out: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M49.00S,2022-10-20T01:53:12.1Z,2,REGULAR,substitution,in,[],1628374,,,1610612762,54,36,2022-10-20T01:53:19Z,2540000,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
