actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
169,PT11M12.00S,2022-12-23T02:41:08.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203115,67.23061760840999,57.84313725490197,1610612764,30,32,2022-12-23T02:41:13Z,1680000,False,39.0,256.0,1,right,W. Barton 25' 3PT  (3 PTS),[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,Above the Break 3,24+ Center,25.85,Made,,3.0,,,,,,,,,,,,,,,,
171,PT10M58.00S,2022-12-23T02:41:25.3Z,2,REGULAR,foul,personal,[],1630692,,,1610612762,30,32,2022-12-23T02:41:31Z,1700000,False,,,0,,J. Goodwin personal FOUL (2 PF),"[1630692, 1627736]",1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,Mid-Range,16-24 Center,,,,,,,,2882.0,,,,,,,2.0,0.0,Beasley,1627736.0,,
173,PT10M48.00S,2022-12-23T02:41:54.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,6.389618922470433,54.166666666666664,1610612762,30,32,2022-12-23T02:42:01Z,1720000,False,-21.0,8.0,1,left,MISS N. Alexander-Walker reverse Layup,[1629638],1610612762.0,UTA,reverse,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,2.21,Missed,,,,,,,,,,,,,,,,,,
174,PT10M45.00S,2022-12-23T02:41:57.8Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,30,32,2022-12-23T02:42:01Z,1730000,False,,,0,,K. Kuzma REBOUND (Off:1 Def:3),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,173.0,,,,,,,4.0,3.0,1.0,,,,,,,,
175,PT10M36.00S,2022-12-23T02:42:06.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629655,88.38699080157687,44.6078431372549,1610612764,30,32,2022-12-23T03:00:43Z,1740000,False,-27.0,57.0,1,right,MISS D. Gafford 6' Hook,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,6.28,Missed,,,,,,,,,,,,,,,,,,
176,PT10M33.00S,2022-12-23T02:42:09.0Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612762,30,32,2022-12-23T02:42:11Z,1750000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:2),[1629638],1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,,,175.0,,,,,,,2.0,2.0,0.0,,,,,,,,
177,PT10M24.00S,2022-12-23T02:42:19.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627736,12.302890932982917,42.8921568627451,1610612762,32,32,2022-12-23T02:42:24Z,1760000,False,36.0,63.0,1,left,M. Beasley 7' floating Jump Shot (8 PTS),[1627736],1610612762.0,UTA,floating,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),0-8 Center,7.24,Made,,8.0,,,,,,,,,,,,,,,,
178,PT10M24.00S,2022-12-23T02:42:22.0Z,2,REGULAR,foul,personal,['1freethrow'],203115,,,1610612762,32,32,2022-12-23T02:42:31Z,1770000,False,,,0,,W. Barton shooting personal FOUL (1 PF) (Beasley 1 FT),"[203115, 1627736]",1610612764.0,WAS,shooting,,,Barton,W. Barton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202053.0,,,,,,,1.0,0.0,Beasley,1627736.0,,
180,PT10M24.00S,2022-12-23T02:42:50.4Z,2,REGULAR,freethrow,1 of 1,[],1627736,,,1610612762,33,32,2022-12-23T02:42:50Z,1790000,False,,,0,,M. Beasley Free Throw 1 of 1 (9 PTS),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,Made,,9.0,,,,,,,,,,,,,,,,
181,PT10M16.00S,2022-12-23T02:43:01.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630692,90.3580814717477,49.754901960784316,1610612764,33,32,2022-12-23T02:43:04Z,1800000,False,-1.0,38.0,1,right,MISS J. Goodwin driving DUNK,[1630692],1610612764.0,WAS,driving,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,3.81,Missed,,,,,,,,,,,,,,,,,,
182,PT10M14.00S,2022-12-23T02:43:03.0Z,2,REGULAR,rebound,defensive,[],1627736,,,1610612762,33,32,2022-12-23T02:43:04Z,1810000,False,,,0,,M. Beasley REBOUND (Off:0 Def:2),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,,,181.0,,,,,,,2.0,2.0,0.0,,,,,,,,
183,PT10M09.00S,2022-12-23T02:43:07.6Z,2,REGULAR,turnover,bad pass,[],1627736,,,1610612762,33,32,2022-12-23T02:43:12Z,1820000,False,,,0,,M. Beasley bad pass TURNOVER (1 TO),"[1627736, 1630557]",1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Mid-Range,8-16 Right,,,,,,,,,1.0,,,,,,,,,,Kispert,1630557.0
184,PT10M09.00S,2022-12-23T02:43:07.6Z,2,REGULAR,steal,,[],1630557,,,1610612764,33,32,2022-12-23T02:43:09Z,1830000,False,,,0,,C. Kispert STEAL (1 STL),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
185,PT10M05.00S,2022-12-23T02:43:11.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630692,92.32917214191852,53.67647058823529,1610612764,33,34,2022-12-23T02:43:17Z,1840000,False,18.0,20.0,1,right,J. Goodwin running DUNK (4 PTS) (C. Kispert 1 AST),"[1630692, 1630557]",1610612764.0,WAS,running,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,2.69,Made,,4.0,C. Kispert,1630557.0,1.0,,,,,,,,,,,,,
187,PT09M40.00S,2022-12-23T02:43:36.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,9.543363994743759,44.85294117647059,1610612762,33,34,2022-12-23T03:03:00Z,1860000,False,26.0,37.0,1,left,MISS N. Alexander-Walker reverse Layup,[1629638],1610612762.0,UTA,reverse,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,4.52,Missed,,,,,,,,,,,,,,,,,,
188,PT09M37.00S,2022-12-23T02:43:40.8Z,2,REGULAR,rebound,offensive,[],1631117,,,1610612762,33,34,2022-12-23T02:43:40Z,1870000,False,,,0,,W. Kessler REBOUND (Off:2 Def:2),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,187.0,,,,,,,4.0,2.0,2.0,,,,,,,,
189,PT09M37.00S,2022-12-23T02:43:40.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631117,5.590000152587891,50.0,1610612762,33,34,2022-12-23T02:43:40Z,1880000,False,0.0,0.0,1,left,MISS W. Kessler putback Layup,[1631117],1610612762.0,UTA,putback,,,Kessler,W. Kessler,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
190,PT09M36.00S,2022-12-23T02:43:41.6Z,2,REGULAR,rebound,defensive,[],1630692,,,1610612764,33,34,2022-12-23T02:43:41Z,1890000,False,,,0,,J. Goodwin REBOUND (Off:0 Def:2),[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,Mid-Range,8-16 Left,,,189.0,,,,,,,2.0,2.0,0.0,,,,,,,,
191,PT09M33.00S,2022-12-23T02:43:43.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628398,91.40932982917214,53.67647058823529,1610612764,33,36,2022-12-23T03:04:16Z,1900000,False,18.0,28.0,1,right,K. Kuzma running Layup (12 PTS) (J. Goodwin 1 AST),"[1628398, 1630692]",1610612764.0,WAS,running,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,3.38,Made,,12.0,J. Goodwin,1630692.0,1.0,,,,,,,,,,,,,
193,PT09M17.00S,2022-12-23T02:44:00.2Z,2,REGULAR,3pt,Jump Shot,[],1627736,14.668199737187912,3.9215686274509802,1610612762,33,36,2022-12-23T02:44:04Z,1920000,False,230.0,85.0,1,left,MISS M. Beasley 24' 3PT,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Right Corner 3,24+ Right,24.57,Missed,,,,,,,,,,,,,,,,,,
194,PT09M14.00S,2022-12-23T02:44:03.2Z,2,REGULAR,rebound,defensive,[],1630557,,,1610612764,33,36,2022-12-23T02:44:04Z,1930000,False,,,0,,C. Kispert REBOUND (Off:0 Def:2),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Right Corner 3,24+ Right,,,193.0,,,,,,,2.0,2.0,0.0,,,,,,,,
195,PT09M03.00S,2022-12-23T02:44:16.2Z,2,REGULAR,foul,offensive,[],1629655,,,1610612764,33,36,2022-12-23T02:44:50Z,1940000,False,,,0,,D. Gafford offensive FOUL (2 PF),"[1629655, 1629638]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2882.0,,,,,,,2.0,0.0,Alexander-Walker,1629638.0,,
197,PT09M03.00S,2022-12-23T02:44:16.2Z,2,REGULAR,turnover,offensive foul,[],1629655,,,1610612764,33,36,2022-12-23T02:44:16Z,1960000,False,,,0,,D. Gafford offensive foul TURNOVER (1 TO),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2882.0,1.0,,,,,,,,,,,
198,PT09M03.00S,2022-12-23T02:44:23.0Z,2,REGULAR,substitution,out,[],1627736,,,1610612762,33,36,2022-12-23T02:44:32Z,1970000,False,,,0,,SUB out: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M03.00S,2022-12-23T02:44:23.0Z,2,REGULAR,substitution,out,[],1629020,,,1610612762,33,36,2022-12-23T02:44:32Z,1980000,False,,,0,,SUB out: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M03.00S,2022-12-23T02:44:23.0Z,2,REGULAR,substitution,out,[],1629655,,,1610612762,33,36,2022-12-23T02:44:32Z,1990000,False,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M03.00S,2022-12-23T02:44:23.0Z,2,REGULAR,substitution,in,[],203903,,,1610612762,33,36,2022-12-23T02:44:32Z,2000000,False,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M03.00S,2022-12-23T02:44:23.0Z,2,REGULAR,substitution,in,[],1629012,,,1610612762,33,36,2022-12-23T02:44:32Z,2010000,False,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M03.00S,2022-12-23T02:44:23.0Z,2,REGULAR,substitution,in,[],201959,,,1610612762,33,36,2022-12-23T02:44:32Z,2020000,False,,,0,,SUB in: T. Gibson,[201959],1610612764.0,WAS,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M54.00S,2022-12-23T02:44:49.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203903,3.4986859395532193,2.696078431372549,1610612762,36,36,2022-12-23T02:44:53Z,2030000,False,237.0,-20.0,1,left,J. Clarkson 3PT  (3 PTS) (L. Markkanen 1 AST),"[203903, 1628374]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Right Corner 3,24+ Right,23.73,Made,,3.0,L. Markkanen,1628374.0,1.0,,,,,,,,,,,,,
206,PT08M36.00S,2022-12-23T02:45:06.5Z,2,REGULAR,2pt,Jump Shot,[],203115,80.1084099868594,21.813725490196077,1610612764,36,36,2022-12-23T02:45:13Z,2050000,False,-141.0,134.0,1,right,MISS W. Barton 19' pullup Shot,[203115],1610612764.0,WAS,pullup,,,Barton,W. Barton,,,,,Mid-Range,16-24 Left Center,19.48,Missed,,,,,,,,,,,,,,,,,,
207,PT08M34.00S,2022-12-23T02:45:08.5Z,2,REGULAR,rebound,defensive,[],1631117,,,1610612762,36,36,2022-12-23T02:45:13Z,2060000,False,,,0,,W. Kessler REBOUND (Off:2 Def:3),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Mid-Range,16-24 Left Center,,,206.0,,,,,,,5.0,3.0,2.0,,,,,,,,
208,PT08M23.00S,2022-12-23T02:45:19.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631117,7.178055190538765,44.36274509803921,1610612762,38,36,2022-12-23T02:45:26Z,2070000,False,28.0,15.0,1,left,W. Kessler cutting Layup (2 PTS) (N. Alexander-Walker 3 AST),"[1631117, 1629638]",1610612762.0,UTA,cutting,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,3.19,Made,,2.0,N. Alexander-Walker,1629638.0,3.0,,,,,,,,,,,,,
210,PT08M13.00S,2022-12-23T02:45:30.0Z,2,REGULAR,3pt,Jump Shot,[],1630692,67.49342969776609,57.35294117647059,1610612764,38,36,2022-12-23T03:08:38Z,2090000,False,37.0,253.0,1,right,MISS J. Goodwin 25' pullup 3PT,[1630692],1610612764.0,WAS,pullup,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Center,25.58,Missed,,,,,,,,,,,,,,,,,,
211,PT08M11.00S,2022-12-23T02:45:32.0Z,2,REGULAR,rebound,defensive,[],203903,,,1610612762,38,36,2022-12-23T02:45:34Z,2100000,False,,,0,,J. Clarkson REBOUND (Off:0 Def:3),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Center,,,210.0,,,,,,,3.0,3.0,0.0,,,,,,,,
212,PT07M54.00S,2022-12-23T02:45:49.1Z,2,REGULAR,3pt,Jump Shot,[],203903,34.641918528252305,57.59803921568627,1610612762,41,36,2022-12-23T02:45:53Z,2110000,False,-38.0,273.0,1,left,J. Clarkson 27' 3PT  (6 PTS) (W. Kessler 1 AST),"[203903, 1631117]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Center,27.57,Made,,6.0,W. Kessler,1631117.0,1.0,,,,,,,,,,,,,
214,PT07M52.00S,2022-12-23T02:45:54.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,41,36,2022-12-23T02:45:54Z,2130000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M52.00S,2022-12-23T02:48:22.0Z,2,REGULAR,substitution,out,[],1629638,,,1610612764,41,36,2022-12-23T02:48:42Z,2140000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M52.00S,2022-12-23T02:48:22.0Z,2,REGULAR,substitution,out,[],1631117,,,1610612764,41,36,2022-12-23T02:48:42Z,2150000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M52.00S,2022-12-23T02:48:22.0Z,2,REGULAR,substitution,out,[],203115,,,1610612764,41,36,2022-12-23T02:48:42Z,2160000,False,,,0,,SUB out: W. Barton,[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M52.00S,2022-12-23T02:48:22.0Z,2,REGULAR,substitution,out,[],1630692,,,1610612764,41,36,2022-12-23T02:48:42Z,2170000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M52.00S,2022-12-23T02:48:22.0Z,2,REGULAR,substitution,in,[],201144,,,1610612764,41,36,2022-12-23T02:48:42Z,2180000,False,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M52.00S,2022-12-23T02:48:22.0Z,2,REGULAR,substitution,in,[],1629020,,,1610612764,41,36,2022-12-23T02:48:42Z,2190000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M52.00S,2022-12-23T02:48:22.0Z,2,REGULAR,substitution,in,[],203078,,,1610612764,41,36,2022-12-23T02:48:42Z,2200000,False,,,0,,SUB in: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M52.00S,2022-12-23T02:48:22.0Z,2,REGULAR,substitution,in,[],1628420,,,1610612764,41,36,2022-12-23T02:48:42Z,2210000,False,,,0,,SUB in: M. Morris,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M33.00S,2022-12-23T02:49:24.8Z,2,REGULAR,2pt,Jump Shot,[],203078,76.2976346911958,64.4607843137255,1610612764,41,38,2022-12-23T03:11:50Z,2230000,False,72.0,170.0,1,right,B. Beal 18' pullup Jump Shot (4 PTS) (M. Morris 1 AST),"[203078, 1628420]",1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,Mid-Range,16-24 Right Center,18.5,Made,,4.0,M. Morris,1628420.0,1.0,,,,,,,,,,,,,
226,PT07M17.00S,2022-12-23T02:49:41.2Z,2,REGULAR,3pt,Jump Shot,[],203903,17.821944809461236,94.36274509803921,1610612762,41,38,2022-12-23T02:49:45Z,2250000,False,-222.0,115.0,1,left,MISS J. Clarkson 24' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,24.98,Missed,,,,,,,,,,,,,,,,,,
227,PT07M14.00S,2022-12-23T02:49:44.2Z,2,REGULAR,rebound,defensive,[],1628420,,,1610612764,41,38,2022-12-23T02:49:45Z,2260000,False,,,0,,M. Morris REBOUND (Off:0 Def:2),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Left Center,,,226.0,,,,,,,2.0,2.0,0.0,,,,,,,,
229,PT07M08.00S,2022-12-23T02:49:49.4Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1628420,80.23981603153744,59.068627450980394,1610612764,41,40,2022-12-23T02:49:56Z,2280000,False,45.0,133.0,1,right,M. Morris 14' floating Jump Shot (2 PTS),[1628420],1610612764.0,WAS,floating,,,Morris,M. Morris,,,,,In The Paint (Non-RA),8-16 Center,14.07,Made,,2.0,,,,,,,,,,,,,,,,
230,PT06M51.00S,2022-12-23T02:50:07.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,13.748357424441524,44.36274509803921,1610612762,41,40,2022-12-23T03:13:25Z,2290000,False,28.0,77.0,1,left,MISS J. Clarkson 8' driving floating Shot,[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Center,8.17,Missed,,,,,,,,,,,,,,,,,,
231,PT06M46.00S,2022-12-23T02:50:12.8Z,2,REGULAR,rebound,defensive,[],203078,,,1610612764,41,40,2022-12-23T02:50:13Z,2300000,False,,,0,,B. Beal REBOUND (Off:0 Def:2),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Center,,,230.0,,,,,,,2.0,2.0,0.0,,,,,,,,
232,PT06M35.00S,2022-12-23T02:50:23.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,92.19776609724047,50.49019607843137,1610612764,41,42,2022-12-23T02:50:27Z,2310000,False,2.0,21.0,1,right,C. Kispert cutting Layup (5 PTS) (T. Gibson 1 AST),"[1630557, 201959]",1610612764.0,WAS,cutting,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,2.09,Made,,5.0,T. Gibson,201959.0,1.0,,,,,,,,,,,,,
234,PT06M28.00S,2022-12-23T02:50:33.4Z,2,REGULAR,foul,personal,['2freethrow'],1628420,,,1610612762,41,42,2022-12-23T02:50:42Z,2330000,False,,,0,,M. Morris shooting personal FOUL (1 PF) (Conley 2 FT),"[1628420, 201144]",1610612764.0,WAS,shooting,,,Morris,M. Morris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202053.0,,,,,,,1.0,0.0,Conley,201144.0,,
236,PT06M28.00S,2022-12-23T02:51:06.4Z,2,REGULAR,freethrow,1 of 2,[],201144,,,1610612762,42,42,2022-12-23T02:51:06Z,2350000,False,,,0,,M. Conley Free Throw 1 of 2 (3 PTS),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,Made,,3.0,,,,,,,,,,,,,,,,
237,PT06M28.00S,2022-12-23T02:51:07.2Z,2,REGULAR,substitution,out,[],1628374,,,1610612762,42,42,2022-12-23T02:51:13Z,2360000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M28.00S,2022-12-23T02:51:07.2Z,2,REGULAR,substitution,out,[],1628398,,,1610612762,42,42,2022-12-23T02:51:13Z,2370000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M28.00S,2022-12-23T02:51:07.2Z,2,REGULAR,substitution,in,[],1627736,,,1610612762,42,42,2022-12-23T02:51:13Z,2380000,False,,,0,,SUB in: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M28.00S,2022-12-23T02:51:07.2Z,2,REGULAR,substitution,in,[],1629060,,,1610612762,42,42,2022-12-23T02:51:13Z,2390000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M28.00S,2022-12-23T02:51:33.7Z,2,REGULAR,freethrow,2 of 2,[],201144,,,1610612762,43,42,2022-12-23T02:51:33Z,2400000,False,,,0,,M. Conley Free Throw 2 of 2 (4 PTS),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,Made,,4.0,,,,,,,,,,,,,,,,
242,PT06M16.00S,2022-12-23T02:51:48.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203078,91.93495400788436,53.92156862745098,1610612764,43,44,2022-12-23T02:51:54Z,2410000,False,20.0,23.0,1,right,B. Beal driving Layup (6 PTS),[203078],1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,3.04,Made,,6.0,,,,,,,,,,,,,,,,
243,PT06M15.00S,2022-12-23T02:51:54.0Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612762,43,44,2022-12-23T02:52:05Z,2420000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,202053.0,,,,,,,,,,,,
244,PT06M08.00S,2022-12-23T02:52:10.0Z,2,REGULAR,turnover,out-of-bounds,[],201144,,,1610612762,43,44,2022-12-23T02:52:19Z,2430000,False,,,0,,M. Conley bad pass out-of-bounds TURNOVER (1 TO),[201144],1610612762.0,UTA,bad pass,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,,,,,,,,1628480.0,1.0,,,,,,,,,,,
245,PT06M08.00S,2022-12-23T02:52:14.0Z,2,REGULAR,substitution,out,[],1629012,,,1610612764,43,44,2022-12-23T02:52:17Z,2440000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M08.00S,2022-12-23T02:52:14.0Z,2,REGULAR,substitution,in,[],1631117,,,1610612764,43,44,2022-12-23T02:52:17Z,2450000,False,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M49.00S,2022-12-23T02:52:43.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629060,87.86136662286465,34.55882352941176,1610612764,43,46,2022-12-23T02:52:48Z,2460000,False,-77.0,62.0,1,right,R. Hachimura 9' turnaround fadeaway Jump Shot (5 PTS),[1629060],1610612764.0,WAS,turnaround fadeaway,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),8-16 Left,9.88,Made,,5.0,,,,,,,,,,,,,,,,
248,PT05M27.00S,2022-12-23T02:53:07.1Z,2,REGULAR,foul,personal,['2freethrow'],201959,,,1610612762,43,46,2022-12-23T02:53:16Z,2470000,False,,,0,,T. Gibson shooting personal FOUL (1 PF) (Kessler 2 FT),"[201959, 1631117]",1610612764.0,WAS,shooting,,,Gibson,T. Gibson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202053.0,,,,,,,1.0,0.0,Kessler,1631117.0,,
250,PT05M27.00S,2022-12-23T02:53:30.7Z,2,REGULAR,freethrow,1 of 2,[],1631117,,,1610612762,44,46,2022-12-23T02:53:30Z,2490000,False,,,0,,W. Kessler Free Throw 1 of 2 (3 PTS),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,Made,,3.0,,,,,,,,,,,,,,,,
251,PT05M27.00S,2022-12-23T02:53:47.6Z,2,REGULAR,freethrow,2 of 2,[],1631117,,,1610612762,45,46,2022-12-23T02:53:47Z,2500000,False,,,0,,W. Kessler Free Throw 2 of 2 (4 PTS),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,Made,,4.0,,,,,,,,,,,,,,,,
252,PT05M15.00S,2022-12-23T02:54:01.3Z,2,REGULAR,2pt,Jump Shot,[],203078,89.30683311432325,31.127450980392158,1610612764,45,48,2022-12-23T02:54:07Z,2510000,False,-94.0,48.0,1,right,B. Beal 10' Jump Shot (8 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Mid-Range,8-16 Left,10.59,Made,,8.0,,,,,,,,,,,,,,,,
253,PT04M47.00S,2022-12-23T02:54:28.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,12.302890932982917,44.85294117647059,1610612762,47,48,2022-12-23T02:54:33Z,2520000,False,26.0,63.0,1,left,J. Clarkson 6' driving floating Jump Shot (8 PTS),[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,6.81,Made,,8.0,,,,,,,,,,,,,,,,
