actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId
165,PT00M23.30S,2023-04-08T20:07:17.9Z,1,REGULAR,rebound,defensive,[],1630695,,,1610612762,32,19,2023-04-08T20:07:20Z,1650000,False,,,0,,M. Potter REBOUND (Off:1 Def:3),[1630695],1610612762.0,UTA,,Above the Break 3,24+ Left Center,,,,Potter,M. Potter,,,,,,164.0,4.0,3.0,1.0,,,,,,,,,,,,,,
166,PT00M06.70S,2023-04-08T20:07:34.5Z,1,REGULAR,3pt,Jump Shot,[],1630695,69.99014454664915,18.38235294117647,1610612762,32,19,2023-04-08T20:07:39Z,1660000,False,-158.0,230.0,1,right,MISS M. Potter 27' 3PT,[1630695],1610612762.0,UTA,,Above the Break 3,24+ Left Center,,,,Potter,M. Potter,,,,27.88,Missed,,,,,,,,,,,,,,,,,,
167,PT00M03.90S,2023-04-08T20:07:37.2Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,32,19,2023-04-08T20:07:37Z,1670000,False,,,0,,A. Gordon REBOUND (Off:1 Def:2),[203932],1610612743.0,DEN,,Above the Break 3,24+ Left Center,,,,Gordon,A. Gordon,,,,,,166.0,3.0,2.0,1.0,,,,,,,,,,,,,,
170,PT00M00.00S,2023-04-08T20:07:48.5Z,1,REGULAR,period,end,[],0,,,1610612743,32,19,2023-04-08T20:07:48Z,1700000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2023-04-08T20:09:46.3Z,2,REGULAR,substitution,out,['startperiod'],1627745,,,1610612743,32,19,2023-04-08T20:10:35Z,1720000,False,,,0,,SUB out: D. Jones,[1627745],1610612762.0,UTA,,,,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2023-04-08T20:09:46.3Z,2,REGULAR,substitution,in,['startperiod'],1628962,,,1610612743,32,19,2023-04-08T20:10:35Z,1730000,False,,,0,,SUB in: U. Azubuike,[1628962],1610612762.0,UTA,,,,,,,Azubuike,U. Azubuike,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2023-04-08T20:10:35.8Z,2,REGULAR,period,start,[],0,,,0,32,19,2023-04-08T20:10:35Z,1740000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT11M53.00S,2023-04-08T20:10:42.7Z,2,REGULAR,3pt,Jump Shot,[],1627750,29.517082785808146,69.85294117647058,1610612743,32,19,2023-04-08T20:11:39Z,1750000,False,-99.0,225.0,1,left,MISS J. Murray 24' pullup 3PT,[1627750],1610612743.0,DEN,pullup,Above the Break 3,24+ Left Center,,,,Murray,J. Murray,,,,24.59,Missed,,,,,,,,,,,,,,,,,,
176,PT11M49.00S,2023-04-08T20:10:46.7Z,2,REGULAR,rebound,defensive,[],1628962,,,1610612762,32,19,2023-04-08T20:10:49Z,1760000,False,,,0,,U. Azubuike REBOUND (Off:1 Def:3),[1628962],1610612762.0,UTA,,Above the Break 3,24+ Left Center,,,,Azubuike,U. Azubuike,,,,,,175.0,4.0,3.0,1.0,,,,,,,,,,,,,,
177,PT11M34.00S,2023-04-08T20:11:00.9Z,2,REGULAR,2pt,Jump Shot,[],1630534,92.06636005256242,17.401960784313726,1610612762,32,19,2023-04-08T20:12:45Z,1770000,False,-163.0,22.0,1,right,MISS O. Agbaji 16' step back Shot - blocked,"[1630534, 201145]",1610612762.0,UTA,step back,Mid-Range,16-24 Left,,,,Agbaji,O. Agbaji,,,,16.45,Missed,,,,,,,,,,,Green,201145.0,,,,,,
185,PT11M34.00S,2023-04-08T20:11:00.9Z,2,REGULAR,block,,[],201145,,,1610612762,32,19,2023-04-08T20:12:08Z,1775000,False,,,0,,J. Green BLOCK (1 BLK),[201145],1610612743.0,DEN,,Mid-Range,16-24 Left,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,
178,PT11M31.00S,2023-04-08T20:11:03.9Z,2,REGULAR,rebound,defensive,[],202704,,,1610612743,32,19,2023-04-08T20:11:05Z,1780000,False,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612743.0,DEN,,Mid-Range,16-24 Left,,,,Jackson,R. Jackson,,,,,,177.0,1.0,1.0,0.0,,,,,,,,,,,,,,
179,PT11M23.00S,2023-04-08T20:11:15.6Z,2,REGULAR,violation,kicked ball,[],1631323,,,1610612743,32,19,2023-04-08T20:11:21Z,1790000,False,,,0,,S. Fontecchio kicked ball VIOLATION,[1631323],1610612762.0,UTA,,,,1151.0,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,
180,PT11M17.00S,2023-04-08T20:11:36.2Z,2,REGULAR,3pt,Jump Shot,[],202704,23.99802890932983,86.76470588235294,1610612743,32,19,2023-04-08T20:11:42Z,1800000,False,-184.0,173.0,1,left,MISS R. Jackson 25' 3PT,[202704],1610612743.0,DEN,,Above the Break 3,24+ Left Center,,,,Jackson,R. Jackson,,,,25.25,Missed,,,,,,,,,,,,,,,,,,
181,PT11M13.00S,2023-04-08T20:11:40.2Z,2,REGULAR,rebound,defensive,[],1631323,,,1610612762,32,19,2023-04-08T20:11:42Z,1810000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:3),[1631323],1610612762.0,UTA,,Above the Break 3,24+ Left Center,,,,Fontecchio,S. Fontecchio,,,,,,180.0,3.0,3.0,0.0,,,,,,,,,,,,,,
182,PT11M05.00S,2023-04-08T20:11:48.2Z,2,REGULAR,3pt,Jump Shot,[],1630695,67.49342969776609,40.68627450980392,1610612762,35,19,2023-04-08T20:11:52Z,1820000,False,-47.0,253.0,1,right,M. Potter 25' 3PT  (3 PTS) (S. Fontecchio 2 AST),"[1630695, 1631323]",1610612762.0,UTA,,Above the Break 3,24+ Center,,,,Potter,M. Potter,,,,25.74,Made,,,,,,,3.0,S. Fontecchio,1631323.0,2.0,,,,,,,,
184,PT10M56.00S,2023-04-08T20:11:59.7Z,2,REGULAR,violation,kicked ball,[],1631323,,,1610612743,35,19,2023-04-08T20:12:09Z,1840000,False,,,0,,S. Fontecchio kicked ball VIOLATION,[1631323],1610612762.0,UTA,,,,1151.0,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,
186,PT10M49.00S,2023-04-08T20:12:15.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,12.302890932982917,36.76470588235294,1610612743,35,19,2023-04-08T20:12:20Z,1850000,False,66.0,63.0,1,left,MISS R. Jackson 9' floating Shot,[202704],1610612743.0,DEN,floating,In The Paint (Non-RA),8-16 Right,,,,Jackson,R. Jackson,,,,9.15,Missed,,,,,,,,,,,,,,,,,,
187,PT10M47.00S,2023-04-08T20:12:17.3Z,2,REGULAR,rebound,defensive,[],1630695,,,1610612762,35,19,2023-04-08T20:12:20Z,1860000,False,,,0,,M. Potter REBOUND (Off:1 Def:4),[1630695],1610612762.0,UTA,,In The Paint (Non-RA),8-16 Right,,,,Potter,M. Potter,,,,,,186.0,5.0,4.0,1.0,,,,,,,,,,,,,,
188,PT10M37.00S,2023-04-08T20:12:27.1Z,2,REGULAR,3pt,Jump Shot,[],1630534,90.88370565045992,95.58823529411765,1610612762,38,19,2023-04-08T20:12:32Z,1870000,False,228.0,33.0,1,right,O. Agbaji 3PT  (15 PTS) (S. Fontecchio 3 AST),"[1630534, 1631323]",1610612762.0,UTA,,Right Corner 3,24+ Right,,,,Agbaji,O. Agbaji,,,,23.03,Made,,,,,,,15.0,S. Fontecchio,1631323.0,3.0,,,,,,,,
190,PT10M26.00S,2023-04-08T20:12:37.4Z,2,REGULAR,3pt,Jump Shot,[],1631128,28.728646517739815,10.294117647058822,1610612743,38,19,2023-04-08T20:12:42Z,1890000,False,199.0,218.0,1,left,MISS C. Braun 29' 3PT,[1631128],1610612743.0,DEN,,Above the Break 3,24+ Right Center,,,,Braun,C. Braun,,,,29.45,Missed,,,,,,,,,,,,,,,,,,
191,PT10M23.00S,2023-04-08T20:12:40.7Z,2,REGULAR,rebound,offensive,[],201145,,,1610612743,38,19,2023-04-08T20:12:40Z,1900000,False,,,0,,J. Green REBOUND (Off:1 Def:0),[201145],1610612743.0,DEN,,Above the Break 3,24+ Right Center,,,,Green,J. Green,,,,,,190.0,1.0,0.0,1.0,,,,,,,,,,,,,,
192,PT10M15.00S,2023-04-08T20:12:49.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202704,3.235873850197109,2.696078431372549,1610612743,38,22,2023-04-08T20:12:54Z,1910000,False,237.0,-22.0,1,left,R. Jackson 3PT  (3 PTS) (J. Green 1 AST),"[202704, 201145]",1610612743.0,DEN,,Right Corner 3,24+ Right,,,,Jackson,R. Jackson,,,,23.75,Made,,,,,,,3.0,J. Green,201145.0,1.0,,,,,,,,
194,PT10M02.00S,2023-04-08T20:13:05.0Z,2,REGULAR,foul,offensive,[],1631323,,,1610612762,38,22,2023-04-08T20:13:10Z,1930000,False,,,0,,S. Fontecchio offensive FOUL (3 PF),"[1631323, 1631128]",1610612762.0,UTA,,In The Paint (Non-RA),0-8 Center,1151.0,3.0,0.0,Fontecchio,S. Fontecchio,Braun,1631128.0,,,,,,,,,,,,,,,,,,,,,
196,PT10M02.00S,2023-04-08T20:13:05.0Z,2,REGULAR,turnover,offensive foul,[],1631323,,,1610612762,38,22,2023-04-08T20:13:05Z,1950000,False,,,0,,S. Fontecchio offensive foul TURNOVER (2 TO),[1631323],1610612762.0,UTA,,In The Paint (Non-RA),0-8 Center,1151.0,,,Fontecchio,S. Fontecchio,,,2.0,,,,,,,,,,,,,,,,,,,,
197,PT09M52.00S,2023-04-08T20:13:33.2Z,2,REGULAR,foul,technical,['1freethrow'],1628962,,,1610612743,38,22,2023-04-08T20:13:41Z,1960000,False,,,0,,U. Azubuike defensive-3-second technical FOUL (1 Tech),[1628962],1610612762.0,UTA,defensive-3-second,,,2003.0,1.0,1.0,Azubuike,U. Azubuike,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M52.00S,2023-04-08T20:13:52.7Z,2,REGULAR,freethrow,1 of 1,[],1627750,,,1610612743,38,23,2023-04-08T20:13:52Z,1970000,False,,,0,,J. Murray technical Free Throw 1 of 1 (1 PTS),[1627750],1610612743.0,DEN,technical,,,,,,Murray,J. Murray,,,,,Made,,,,,,,1.0,,,,,,,,,,,
199,PT09M52.00S,2023-04-08T20:13:54.4Z,2,REGULAR,substitution,out,[],1631323,,,1610612743,38,23,2023-04-08T20:13:58Z,1980000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612762.0,UTA,,,,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M52.00S,2023-04-08T20:13:54.4Z,2,REGULAR,substitution,in,[],1629677,,,1610612743,38,23,2023-04-08T20:13:58Z,1990000,False,,,0,,SUB in: L. Samanic,[1629677],1610612762.0,UTA,,,,,,,Samanic,L. Samanic,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M44.00S,2023-04-08T20:14:16.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627750,18.610381077529567,92.40196078431373,1610612743,38,26,2023-04-08T20:14:21Z,2000000,False,-212.0,122.0,1,left,J. Murray 24' 3PT  (4 PTS) (R. Jackson 1 AST),"[1627750, 202704]",1610612743.0,DEN,,Above the Break 3,24+ Left Center,,,,Murray,J. Murray,,,,24.48,Made,,,,,,,4.0,R. Jackson,202704.0,1.0,,,,,,,,
203,PT09M32.00S,2023-04-08T20:14:28.3Z,2,REGULAR,2pt,Jump Shot,[],1630548,73.9323258869908,48.529411764705884,1610612762,38,26,2023-04-08T20:14:33Z,2020000,False,-7.0,193.0,1,right,MISS J. Juzang 19' pullup Shot,[1630548],1610612762.0,UTA,pullup,Mid-Range,16-24 Center,,,,Juzang,J. Juzang,,,,19.26,Missed,,,,,,,,,,,,,,,,,,
204,PT09M29.00S,2023-04-08T20:14:31.3Z,2,REGULAR,rebound,defensive,[],1631128,,,1610612743,38,26,2023-04-08T20:14:33Z,2030000,False,,,0,,C. Braun REBOUND (Off:0 Def:1),[1631128],1610612743.0,DEN,,Mid-Range,16-24 Center,,,,Braun,C. Braun,,,,,,203.0,1.0,1.0,0.0,,,,,,,,,,,,,,
205,PT09M15.00S,2023-04-08T20:14:44.1Z,2,REGULAR,2pt,Jump Shot,[],1627750,19.793035479632064,72.54901960784314,1610612743,38,28,2023-04-08T20:14:50Z,2040000,False,-113.0,134.0,1,left,J. Murray 17' step back Jump Shot (6 PTS),[1627750],1610612743.0,DEN,step back,Mid-Range,16-24 Left Center,,,,Murray,J. Murray,,,,17.48,Made,,,,,,,6.0,,,,,,,,,,,
206,PT09M00.00S,2023-04-08T20:14:59.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630534,86.41590013140605,36.76470588235294,1610612762,38,28,2023-04-08T20:15:04Z,2050000,False,-66.0,75.0,1,right,MISS O. Agbaji 10' driving floating Shot,[1630534],1610612762.0,UTA,driving floating,In The Paint (Non-RA),8-16 Left,,,,Agbaji,O. Agbaji,,,,10.02,Missed,,,,,,,,,,,,,,,,,,
207,PT08M59.00S,2023-04-08T20:15:00.0Z,2,REGULAR,rebound,defensive,[],202704,,,1610612743,38,28,2023-04-08T20:15:04Z,2060000,False,,,0,,R. Jackson REBOUND (Off:0 Def:2),[202704],1610612743.0,DEN,,In The Paint (Non-RA),8-16 Left,,,,Jackson,R. Jackson,,,,,,206.0,2.0,2.0,0.0,,,,,,,,,,,,,,
208,PT08M54.00S,2023-04-08T20:15:05.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202704,5.863994743758213,53.431372549019606,1610612743,38,30,2023-04-08T20:15:15Z,2070000,False,-17.0,3.0,1,left,R. Jackson running reverse Layup (5 PTS),[202704],1610612743.0,DEN,running reverse,Restricted Area,0-8 Center,,,,Jackson,R. Jackson,,,,1.74,Made,,,,,,,5.0,,,,,,,,,,,
209,PT08M54.00S,2023-04-08T20:15:11.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,38,30,2023-04-08T20:15:11Z,2080000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M34.00S,2023-04-08T20:18:23.7Z,2,REGULAR,3pt,Jump Shot,[],1630548,93.64323258869908,94.36274509803921,1610612762,38,30,2023-04-08T20:18:30Z,2090000,False,222.0,7.0,1,right,MISS J. Juzang 3PT,[1630548],1610612762.0,UTA,,Right Corner 3,24+ Right,,,,Juzang,J. Juzang,,,,22.19,Missed,,,,,,,,,,,,,,,,,,
211,PT08M30.00S,2023-04-08T20:18:27.7Z,2,REGULAR,rebound,offensive,[],1630548,,,1610612762,38,30,2023-04-08T20:18:30Z,2100000,False,,,0,,J. Juzang REBOUND (Off:1 Def:0),[1630548],1610612762.0,UTA,,Right Corner 3,24+ Right,,,,Juzang,J. Juzang,,,,,,210.0,1.0,0.0,1.0,,,,,,,,,,,,,,
212,PT08M28.00S,2023-04-08T20:18:29.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630695,66.83639947437582,33.57843137254902,1610612762,41,30,2023-04-08T20:18:34Z,2110000,False,-82.0,259.0,1,right,M. Potter 27' 3PT  (6 PTS) (L. Samanic 1 AST),"[1630695, 1629677]",1610612762.0,UTA,,Above the Break 3,24+ Center,,,,Potter,M. Potter,,,,27.19,Made,,,,,,,6.0,L. Samanic,1629677.0,1.0,,,,,,,,
214,PT08M06.00S,2023-04-08T20:18:50.4Z,2,REGULAR,3pt,Jump Shot,[],202704,32.14520367936925,44.85294117647059,1610612743,41,30,2023-04-08T20:18:56Z,2130000,False,26.0,250.0,1,left,MISS R. Jackson 25' 3PT,[202704],1610612743.0,DEN,,Above the Break 3,24+ Center,,,,Jackson,R. Jackson,,,,25.1,Missed,,,,,,,,,,,,,,,,,,
215,PT08M04.00S,2023-04-08T20:18:52.4Z,2,REGULAR,rebound,defensive,[],1628962,,,1610612762,41,30,2023-04-08T20:18:56Z,2140000,False,,,0,,U. Azubuike REBOUND (Off:1 Def:4),[1628962],1610612762.0,UTA,,Above the Break 3,24+ Center,,,,Azubuike,U. Azubuike,,,,,,214.0,5.0,4.0,1.0,,,,,,,,,,,,,,
216,PT07M43.00S,2023-04-08T20:19:14.3Z,2,REGULAR,2pt,Jump Shot,[],1630548,82.9993429697766,31.127450980392158,1610612762,41,30,2023-04-08T20:19:20Z,2150000,False,-94.0,107.0,1,right,MISS J. Juzang 14' turnaround Shot,[1630548],1610612762.0,UTA,turnaround,Mid-Range,8-16 Left,,,,Juzang,J. Juzang,,,,14.29,Missed,,,,,,,,,,,,,,,,,,
217,PT07M40.00S,2023-04-08T20:19:17.3Z,2,REGULAR,rebound,defensive,[],1631128,,,1610612743,41,30,2023-04-08T20:19:20Z,2160000,False,,,0,,C. Braun REBOUND (Off:0 Def:2),[1631128],1610612743.0,DEN,,Mid-Range,8-16 Left,,,,Braun,C. Braun,,,,,,216.0,2.0,2.0,0.0,,,,,,,,,,,,,,
218,PT07M32.00S,2023-04-08T20:19:27.1Z,2,REGULAR,foul,personal,['2freethrow'],1628962,,,1610612743,41,30,2023-04-08T20:19:32Z,2170000,False,,,0,,U. Azubuike shooting personal FOUL (2 PF) (Green 2 FT),"[1628962, 201145]",1610612762.0,UTA,shooting,Restricted Area,0-8 Center,1151.0,2.0,1.0,Azubuike,U. Azubuike,Green,201145.0,,,,,,,,,,,,,,,,,,,,,
220,PT07M32.00S,2023-04-08T20:20:00.2Z,2,REGULAR,freethrow,1 of 2,[],201145,,,1610612743,41,30,2023-04-08T20:20:00Z,2190000,False,,,0,,MISS J. Green Free Throw 1 of 2,[201145],1610612743.0,DEN,,,,,,,Green,J. Green,,,,,Missed,,,,,,,,,,,,,,,,,,
221,PT07M32.00S,2023-04-08T20:20:00.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,41,30,2023-04-08T20:20:00Z,2200000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,220.0,,,,,,,,,,,,,,,,,
222,PT07M32.00S,2023-04-08T20:20:00.9Z,2,REGULAR,substitution,out,[],1630534,,,1610612743,41,30,2023-04-08T20:20:14Z,2210000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612762.0,UTA,,,,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M32.00S,2023-04-08T20:20:00.9Z,2,REGULAR,substitution,out,[],1630548,,,1610612743,41,30,2023-04-08T20:20:14Z,2220000,False,,,0,,SUB out: J. Juzang,[1630548],1610612762.0,UTA,,,,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M32.00S,2023-04-08T20:20:00.9Z,2,REGULAR,substitution,out,[],1627750,,,1610612743,41,30,2023-04-08T20:20:14Z,2230000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M32.00S,2023-04-08T20:20:00.9Z,2,REGULAR,substitution,out,[],203932,,,1610612743,41,30,2023-04-08T20:20:14Z,2240000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M32.00S,2023-04-08T20:20:00.9Z,2,REGULAR,substitution,in,[],1627739,,,1610612743,41,30,2023-04-08T20:20:14Z,2250000,False,,,0,,SUB in: K. Dunn,[1627739],1610612762.0,UTA,,,,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M32.00S,2023-04-08T20:20:00.9Z,2,REGULAR,substitution,in,[],1629308,,,1610612743,41,30,2023-04-08T20:20:14Z,2260000,False,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612762.0,UTA,,,,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M32.00S,2023-04-08T20:20:00.9Z,2,REGULAR,substitution,in,[],203999,,,1610612743,41,30,2023-04-08T20:20:14Z,2270000,False,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M32.00S,2023-04-08T20:20:00.9Z,2,REGULAR,substitution,in,[],203484,,,1610612743,41,30,2023-04-08T20:20:14Z,2280000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M32.00S,2023-04-08T20:20:30.3Z,2,REGULAR,freethrow,2 of 2,[],201145,,,1610612743,41,31,2023-04-08T20:20:30Z,2290000,False,,,0,,J. Green Free Throw 2 of 2 (3 PTS),[201145],1610612743.0,DEN,,,,,,,Green,J. Green,,,,,Made,,,,,,,3.0,,,,,,,,,,,
231,PT07M21.00S,2023-04-08T20:20:42.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629308,88.51839684625493,58.333333333333336,1610612762,41,31,2023-04-08T20:20:47Z,2300000,False,42.0,55.0,1,right,MISS J. Toscano-Anderson 6' driving floating Shot,[1629308],1610612762.0,UTA,driving floating,In The Paint (Non-RA),0-8 Center,,,,Toscano-Anderson,J. Toscano-Anderson,,,,6.93,Missed,,,,,,,,,,,,,,,,,,
232,PT07M20.00S,2023-04-08T20:20:43.9Z,2,REGULAR,rebound,offensive,[],1628962,,,1610612762,41,31,2023-04-08T20:20:43Z,2310000,False,,,0,,U. Azubuike REBOUND (Off:2 Def:4),[1628962],1610612762.0,UTA,,In The Paint (Non-RA),0-8 Center,,,,Azubuike,U. Azubuike,,,,,,231.0,6.0,4.0,2.0,,,,,,,,,,,,,,
233,PT07M17.00S,2023-04-08T20:20:50.2Z,2,REGULAR,foul,personal,['2freethrow'],203999,,,1610612762,41,31,2023-04-08T20:20:56Z,2320000,False,,,0,,N. Jokic shooting personal FOUL (2 PF) (Azubuike 2 FT),"[203999, 1628962]",1610612743.0,DEN,shooting,In The Paint (Non-RA),0-8 Center,1151.0,2.0,0.0,Jokic,N. Jokic,Azubuike,1628962.0,,,,,,,,,,,,,,,,,,,,,
235,PT07M17.00S,2023-04-08T20:21:19.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628962,,,1610612762,42,31,2023-04-08T20:21:19Z,2340000,False,,,0,,U. Azubuike Free Throw 1 of 2 (3 PTS),[1628962],1610612762.0,UTA,,,,,,,Azubuike,U. Azubuike,,,,,Made,,,,,,,3.0,,,,,,,,,,,
236,PT07M17.00S,2023-04-08T20:21:36.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628962,,,1610612762,43,31,2023-04-08T20:21:36Z,2350000,False,,,0,,U. Azubuike Free Throw 2 of 2 (4 PTS),[1628962],1610612762.0,UTA,,,,,,,Azubuike,U. Azubuike,,,,,Made,,,,,,,4.0,,,,,,,,,,,
237,PT07M05.00S,2023-04-08T20:21:50.2Z,2,REGULAR,3pt,Jump Shot,[],203484,28.991458607095925,26.96078431372549,1610612743,43,34,2023-04-08T20:21:54Z,2360000,False,115.0,220.0,1,left,K. Caldwell-Pope 24' 3PT  (7 PTS) (R. Jackson 2 AST),"[203484, 202704]",1610612743.0,DEN,,Above the Break 3,24+ Right Center,,,,Caldwell-Pope,K. Caldwell-Pope,,,,24.83,Made,,,,,,,7.0,R. Jackson,202704.0,2.0,,,,,,,,
239,PT06M48.00S,2023-04-08T20:22:08.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630695,91.80354796320631,63.23529411764706,1610612762,43,34,2023-04-08T20:22:59Z,2380000,False,66.0,25.0,1,right,MISS M. Potter 7' driving Layup,[1630695],1610612762.0,UTA,driving,In The Paint (Non-RA),0-8 Center,,,,Potter,M. Potter,,,,7.06,Missed,,,,,,,,,,,,,,,,,,
240,PT06M48.00S,2023-04-08T20:22:11.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,43,34,2023-04-08T20:22:11Z,2390000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,239.0,,,,,,,,,,,,,,,,,
241,PT06M46.00S,2023-04-08T20:22:26.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629308,91.67214191852825,54.90196078431373,1610612762,43,34,2023-04-08T20:22:30Z,2400000,False,25.0,26.0,1,right,MISS J. Toscano-Anderson Layup,[1629308],1610612762.0,UTA,,Restricted Area,0-8 Center,,,,Toscano-Anderson,J. Toscano-Anderson,,,,3.56,Missed,,,,,,,,,,,,,,,,,,
242,PT06M43.00S,2023-04-08T20:22:29.1Z,2,REGULAR,rebound,offensive,[],1629308,,,1610612762,43,34,2023-04-08T20:22:30Z,2410000,False,,,0,,J. Toscano-Anderson REBOUND (Off:1 Def:0),[1629308],1610612762.0,UTA,,Restricted Area,0-8 Center,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,241.0,1.0,0.0,1.0,,,,,,,,,,,,,,
243,PT06M43.00S,2023-04-08T20:22:29.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629308,94.40999984741211,50.0,1610612762,43,34,2023-04-08T20:22:29Z,2420000,False,0.0,0.0,1,right,MISS J. Toscano-Anderson tip Layup,[1629308],1610612762.0,UTA,tip,Mid-Range,8-16 Left,,,,Toscano-Anderson,J. Toscano-Anderson,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
244,PT06M42.00S,2023-04-08T20:22:29.8Z,2,REGULAR,rebound,defensive,[],1631128,,,1610612743,43,34,2023-04-08T20:22:29Z,2430000,False,,,0,,C. Braun REBOUND (Off:0 Def:3),[1631128],1610612743.0,DEN,,Mid-Range,8-16 Left,,,,Braun,C. Braun,,,,,,243.0,3.0,3.0,0.0,,,,,,,,,,,,,,
245,PT06M37.00S,2023-04-08T20:22:34.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201145,9.411957950065702,62.5,1610612743,43,34,2023-04-08T20:22:44Z,2440000,False,-62.0,36.0,1,left,MISS J. Green 7' driving Layup,[201145],1610612743.0,DEN,driving,In The Paint (Non-RA),0-8 Center,,,,Green,J. Green,,,,7.21,Missed,,,,,,,,,,,,,,,,,,
246,PT06M35.00S,2023-04-08T20:22:36.5Z,2,REGULAR,rebound,defensive,[],1630695,,,1610612762,43,34,2023-04-08T20:22:42Z,2450000,False,,,0,,M. Potter REBOUND (Off:1 Def:5),[1630695],1610612762.0,UTA,,In The Paint (Non-RA),0-8 Center,,,,Potter,M. Potter,,,,,,245.0,6.0,5.0,1.0,,,,,,,,,,,,,,
