actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId
588,PT05M55.00S,2023-04-08T21:36:48.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629308,5.590000152587891,50.0,1610612762,102,104,2023-04-08T21:36:48Z,5780000,False,0.0,0.0,1,left,MISS J. Toscano-Anderson tip Layup,[1629308],1610612762.0,UTA,tip,Mid-Range,8-16 Left,,,,Toscano-Anderson,J. Toscano-Anderson,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
589,PT05M54.00S,2023-04-08T21:36:48.6Z,4,REGULAR,rebound,offensive,[],1629308,,,1610612762,102,104,2023-04-08T21:36:48Z,5790000,False,,,0,,J. Toscano-Anderson REBOUND (Off:4 Def:0),[1629308],1610612762.0,UTA,,Mid-Range,8-16 Left,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,588.0,4.0,0.0,4.0,,,,,,,,,,,,,,
590,PT05M42.00S,2023-04-08T21:37:00.1Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1630534,5.601182654402102,32.84313725490196,1610612762,102,104,2023-04-08T21:37:04Z,5800000,False,86.0,0.0,1,left,MISS O. Agbaji 8' Jump Shot,[1630534],1610612762.0,UTA,,Mid-Range,8-16 Right,,,,Agbaji,O. Agbaji,,,,8.58,Missed,,,,,,,,,,,,,,,,,,
591,PT05M40.00S,2023-04-08T21:37:02.0Z,4,REGULAR,rebound,defensive,[],1631212,,,1610612743,102,104,2023-04-08T21:37:02Z,5810000,False,,,0,,P. Watson REBOUND (Off:0 Def:2),[1631212],1610612743.0,DEN,,Mid-Range,8-16 Right,,,,Watson,P. Watson,,,,,,590.0,2.0,2.0,0.0,,,,,,,,,,,,,,
592,PT05M23.00S,2023-04-08T21:37:19.5Z,4,REGULAR,2pt,Jump Shot,[],202397,78.26872536136662,62.5,1610612743,102,106,2023-04-08T21:37:24Z,5820000,False,62.0,152.0,1,right,I. Smith 16' pullup Jump Shot (2 PTS) (P. Watson 3 AST),"[202397, 1631212]",1610612743.0,DEN,pullup,Mid-Range,16-24 Right Center,,,,Smith,I. Smith,,,,16.42,Made,,,,,,,2.0,P. Watson,1631212.0,3.0,,,,,,,,
594,PT05M02.00S,2023-04-08T21:37:41.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631323,11.908672798948752,45.588235294117645,1610612762,102,106,2023-04-08T21:37:46Z,5840000,False,22.0,59.0,1,left,MISS S. Fontecchio 6' floating Shot - blocked,"[1631323, 1631128]",1610612762.0,UTA,floating,In The Paint (Non-RA),0-8 Center,,,,Fontecchio,S. Fontecchio,,,,6.34,Missed,,,,,,,,,,,Braun,1631128.0,,,,,,
595,PT05M02.00S,2023-04-08T21:37:41.1Z,4,REGULAR,block,,[],1631128,,,1610612762,102,106,2023-04-08T21:37:45Z,5850000,False,,,0,,C. Braun BLOCK (1 BLK),[1631128],1610612743.0,DEN,,In The Paint (Non-RA),0-8 Center,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,
596,PT05M02.00S,2023-04-08T21:37:41.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612743,102,106,2023-04-08T21:37:57Z,5860000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,594.0,,,,,,,,,,,,,,,,,
597,PT05M02.00S,2023-04-08T21:37:46.5Z,4,REGULAR,foul,personal,[],1631323,,,1610612743,102,106,2023-04-08T21:37:55Z,5870000,False,,,0,,S. Fontecchio loose ball personal FOUL (4 PF),"[1631323, 1631128]",1610612762.0,UTA,loose ball,Restricted Area,0-8 Center,2003.0,4.0,0.0,Fontecchio,S. Fontecchio,Braun,1631128.0,,,,,,,,,,,,,,,,,,,,,
599,PT04M50.00S,2023-04-08T21:38:13.9Z,4,REGULAR,foul,offensive,[],1630192,,,1610612743,102,106,2023-04-08T21:38:21Z,5890000,False,,,0,,Z. Nnaji offensive FOUL (1 PF),"[1630192, 1627739]",1610612743.0,DEN,,Mid-Range,16-24 Left,1151.0,1.0,0.0,Nnaji,Z. Nnaji,Dunn,1627739.0,,,,,,,,,,,,,,,,,,,,,
601,PT04M50.00S,2023-04-08T21:38:13.9Z,4,REGULAR,turnover,offensive foul,[],1630192,,,1610612743,102,106,2023-04-08T21:38:13Z,5910000,False,,,0,,Z. Nnaji offensive foul TURNOVER (1 TO),[1630192],1610612743.0,DEN,,Mid-Range,16-24 Left,1151.0,,,Nnaji,Z. Nnaji,,,1.0,,,,,,,,,,,,,,,,,,,,
602,PT04M39.00S,2023-04-08T21:38:39.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1631323,25.312089356110377,82.84313725490196,1610612762,105,106,2023-04-08T21:38:44Z,5920000,False,-164.0,185.0,1,left,S. Fontecchio 24' 3PT  (15 PTS) (K. Dunn 12 AST),"[1631323, 1627739]",1610612762.0,UTA,,Above the Break 3,24+ Left Center,,,,Fontecchio,S. Fontecchio,,,,24.77,Made,,,,,,,15.0,K. Dunn,1627739.0,12.0,,,,,,,,
604,PT04M20.00S,2023-04-08T21:38:57.4Z,4,REGULAR,2pt,Jump Shot,[],202397,81.68528252299606,27.941176470588236,1610612743,105,108,2023-04-08T21:39:01Z,5940000,False,-110.0,120.0,1,right,I. Smith 16' pullup Jump Shot (4 PTS),[202397],1610612743.0,DEN,pullup,Mid-Range,16-24 Left Center,,,,Smith,I. Smith,,,,16.28,Made,,,,,,,4.0,,,,,,,,,,,
605,PT04M10.00S,2023-04-08T21:39:11.3Z,4,REGULAR,foul,personal,['2freethrow'],1630192,,,1610612762,105,108,2023-04-08T21:39:19Z,5950000,False,,,0,,Z. Nnaji shooting personal FOUL (2 PF) (Dunn 2 FT),"[1630192, 1627739]",1610612743.0,DEN,shooting,In The Paint (Non-RA),8-16 Center,2003.0,2.0,0.0,Nnaji,Z. Nnaji,Dunn,1627739.0,,,,,,,,,,,,,,,,,,,,,
607,PT04M10.00S,2023-04-08T21:39:40.3Z,4,REGULAR,freethrow,1 of 2,[],1627739,,,1610612762,106,108,2023-04-08T21:39:59Z,5970000,False,,,0,,K. Dunn Free Throw 1 of 2 (19 PTS),[1627739],1610612762.0,UTA,,,,,,,Dunn,K. Dunn,,,,,Made,,,,,,,19.0,,,,,,,,,,,
608,PT04M10.00S,2023-04-08T21:39:40.3Z,4,REGULAR,freethrow,2 of 2,[],1627739,,,1610612762,106,108,2023-04-08T21:39:59Z,5980000,False,,,0,,MISS K. Dunn Free Throw 2 of 2,[1627739],1610612762.0,UTA,,,,,,,Dunn,K. Dunn,,,,,Missed,,,,,,,,,,,,,,,,,,
609,PT04M09.00S,2023-04-08T21:39:41.3Z,4,REGULAR,rebound,defensive,[],1631128,,,1610612743,106,108,2023-04-08T21:39:59Z,5990000,False,,,0,,C. Braun REBOUND (Off:0 Def:6),[1631128],1610612743.0,DEN,,,,,,,Braun,C. Braun,,,,,,608.0,6.0,6.0,0.0,,,,,,,,,,,,,,
610,PT03M51.00S,2023-04-08T21:40:15.8Z,4,REGULAR,foul,personal,['2freethrow'],1629308,,,1610612743,106,108,2023-04-08T21:40:29Z,6000000,False,,,0,,J. Toscano-Anderson shooting personal FOUL (2 PF) (Nnaji 2 FT),"[1629308, 1630192]",1610612762.0,UTA,shooting,In The Paint (Non-RA),0-8 Center,2003.0,2.0,0.0,Toscano-Anderson,J. Toscano-Anderson,Nnaji,1630192.0,,,,,,,,,,,,,,,,,,,,,
612,PT03M51.00S,2023-04-08T21:40:46.8Z,4,REGULAR,freethrow,1 of 2,[],1630192,,,1610612743,106,108,2023-04-08T21:40:46Z,6020000,False,,,0,,MISS Z. Nnaji Free Throw 1 of 2,[1630192],1610612743.0,DEN,,,,,,,Nnaji,Z. Nnaji,,,,,Missed,,,,,,,,,,,,,,,,,,
613,PT03M51.00S,2023-04-08T21:40:46.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,106,108,2023-04-08T21:40:46Z,6030000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,612.0,,,,,,,,,,,,,,,,,
614,PT03M51.00S,2023-04-08T21:41:05.3Z,4,REGULAR,freethrow,2 of 2,[],1630192,,,1610612743,106,109,2023-04-08T21:41:05Z,6040000,False,,,0,,Z. Nnaji Free Throw 2 of 2 (1 PTS),[1630192],1610612743.0,DEN,,,,,,,Nnaji,Z. Nnaji,,,,,Made,,,,,,,1.0,,,,,,,,,,,
615,PT03M43.00S,2023-04-08T21:41:17.9Z,4,REGULAR,foul,personal,[],1631128,,,1610612762,106,109,2023-04-08T21:41:34Z,6050000,False,,,0,,C. Braun personal FOUL (2 PF),"[1631128, 1627739]",1610612743.0,DEN,,Mid-Range,8-16 Center,202037.0,2.0,0.0,Braun,C. Braun,Dunn,1627739.0,,,,,,,,,,,,,,,,,,,,,
617,PT03M39.00S,2023-04-08T21:42:00.4Z,4,REGULAR,3pt,Jump Shot,[],1630534,33.459264126149804,37.254901960784316,1610612762,106,109,2023-04-08T21:42:07Z,6070000,False,64.0,262.0,1,left,MISS O. Agbaji 26' 3PT,[1630534],1610612762.0,UTA,,Above the Break 3,24+ Center,,,,Agbaji,O. Agbaji,,,,26.96,Missed,,,,,,,,,,,,,,,,,,
618,PT03M34.00S,2023-04-08T21:42:05.4Z,4,REGULAR,rebound,defensive,[],1630192,,,1610612743,106,109,2023-04-08T21:42:07Z,6080000,False,,,0,,Z. Nnaji REBOUND (Off:0 Def:3),[1630192],1610612743.0,DEN,,Above the Break 3,24+ Center,,,,Nnaji,Z. Nnaji,,,,,,617.0,3.0,3.0,0.0,,,,,,,,,,,,,,
619,PT03M28.00S,2023-04-08T21:42:14.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629308,,,1610612743,106,109,2023-04-08T21:42:35Z,6090000,False,,,0,,J. Toscano-Anderson personal FOUL (3 PF) (Watson 2 FT),"[1629308, 1631212]",1610612762.0,UTA,,In The Paint (Non-RA),0-8 Center,202037.0,3.0,0.0,Toscano-Anderson,J. Toscano-Anderson,Watson,1631212.0,,,,,,,,,,,,,,,,,,,,,
621,PT03M28.00S,2023-04-08T21:42:43.8Z,4,REGULAR,freethrow,1 of 2,[],1631212,,,1610612743,106,109,2023-04-08T21:42:43Z,6110000,False,,,0,,MISS P. Watson Free Throw 1 of 2,[1631212],1610612743.0,DEN,,,,,,,Watson,P. Watson,,,,,Missed,,,,,,,,,,,,,,,,,,
622,PT03M28.00S,2023-04-08T21:42:43.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,106,109,2023-04-08T21:42:43Z,6120000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,621.0,,,,,,,,,,,,,,,,,
623,PT03M28.00S,2023-04-08T21:42:43.8Z,4,REGULAR,freethrow,2 of 2,[],1631212,,,1610612743,106,109,2023-04-08T21:43:13Z,6130000,False,,,0,,MISS P. Watson Free Throw 2 of 2,[1631212],1610612743.0,DEN,,,,,,,Watson,P. Watson,,,,,Missed,,,,,,,,,,,,,,,,,,
624,PT03M26.00S,2023-04-08T21:42:45.8Z,4,REGULAR,rebound,defensive,[],1628962,,,1610612762,106,109,2023-04-08T21:43:13Z,6140000,False,,,0,,U. Azubuike REBOUND (Off:2 Def:8),[1628962],1610612762.0,UTA,,,,,,,Azubuike,U. Azubuike,,,,,,623.0,10.0,8.0,2.0,,,,,,,,,,,,,,
625,PT03M16.00S,2023-04-08T21:43:22.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630534,9.543363994743759,39.21568627450981,1610612762,108,109,2023-04-08T21:43:28Z,6150000,False,54.0,37.0,1,left,O. Agbaji 6' driving Layup (22 PTS) (S. Fontecchio 4 AST),"[1630534, 1631323]",1610612762.0,UTA,driving,In The Paint (Non-RA),0-8 Center,,,,Agbaji,O. Agbaji,,,,6.55,Made,,,,,,,22.0,S. Fontecchio,1631323.0,4.0,,,,,,,,
627,PT03M05.00S,2023-04-08T21:43:34.3Z,4,REGULAR,2pt,Jump Shot,[],202397,77.08607095926413,35.78431372549019,1610612743,108,109,2023-04-08T21:44:59Z,6170000,False,-71.0,163.0,1,right,MISS I. Smith 17' pullup Shot,[202397],1610612743.0,DEN,pullup,Mid-Range,16-24 Left Center,,,,Smith,I. Smith,,,,17.77,Missed,,,,,,,,,,,,,,,,,,
628,PT03M02.00S,2023-04-08T21:43:37.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612762,108,109,2023-04-08T21:43:40Z,6180000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,Mid-Range,16-24 Left Center,,,,,,,,,,,627.0,,,,,,,,,,,,,,,,,
630,PT02M44.00S,2023-04-08T21:44:01.4Z,4,REGULAR,3pt,Jump Shot,[],1631323,21.632720105124836,12.009803921568627,1610612762,108,109,2023-04-08T21:44:06Z,6200000,False,190.0,151.0,1,left,MISS S. Fontecchio 24' 3PT,[1631323],1610612762.0,UTA,,Above the Break 3,24+ Right Center,,,,Fontecchio,S. Fontecchio,,,,24.26,Missed,,,,,,,,,,,,,,,,,,
631,PT02M42.00S,2023-04-08T21:44:03.4Z,4,REGULAR,rebound,offensive,[],1629308,,,1610612762,108,109,2023-04-08T21:44:06Z,6210000,False,,,0,,J. Toscano-Anderson REBOUND (Off:5 Def:0),[1629308],1610612762.0,UTA,,Above the Break 3,24+ Right Center,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,630.0,5.0,0.0,5.0,,,,,,,,,,,,,,
632,PT02M42.00S,2023-04-08T21:44:05.5Z,4,REGULAR,foul,personal,['2freethrow'],1631212,,,1610612762,108,109,2023-04-08T21:44:16Z,6220000,False,,,0,,P. Watson shooting personal FOUL (1 PF) (Toscano-Anderson 2 FT),"[1631212, 1629308]",1610612743.0,DEN,shooting,Restricted Area,0-8 Center,202037.0,1.0,0.0,Watson,P. Watson,Toscano-Anderson,1629308.0,,,,,,,,,,,,,,,,,,,,,
634,PT02M42.00S,2023-04-08T21:44:34.1Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1629308,,,1610612762,109,109,2023-04-08T21:44:34Z,6240000,False,,,0,,J. Toscano-Anderson Free Throw 1 of 2 (6 PTS),[1629308],1610612762.0,UTA,,,,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,Made,,,,,,,6.0,,,,,,,,,,,
635,PT02M42.00S,2023-04-08T21:44:53.0Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1629308,,,1610612762,110,109,2023-04-08T21:44:53Z,6250000,False,,,0,,J. Toscano-Anderson Free Throw 2 of 2 (7 PTS),[1629308],1610612762.0,UTA,,,,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,Made,,,,,,,7.0,,,,,,,,,,,
637,PT02M29.00S,2023-04-08T21:46:36.1Z,4,REGULAR,3pt,Jump Shot,[],1628427,72.35545335085413,13.725490196078432,1610612743,110,109,2023-04-08T21:46:42Z,6270000,False,-181.0,207.0,1,right,MISS V. Cancar 27' 3PT,[1628427],1610612743.0,DEN,,Above the Break 3,24+ Left Center,,,,Cancar,V. Cancar,,,,27.55,Missed,,,,,,,,,,,,,,,,,,
638,PT02M23.00S,2023-04-08T21:46:42.1Z,4,REGULAR,rebound,defensive,[],1629308,,,1610612762,110,109,2023-04-08T21:46:42Z,6280000,False,,,0,,J. Toscano-Anderson REBOUND (Off:5 Def:1),[1629308],1610612762.0,UTA,,Above the Break 3,24+ Left Center,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,637.0,6.0,1.0,5.0,,,,,,,,,,,,,,
639,PT02M08.00S,2023-04-08T21:46:55.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630534,12.565703022339028,41.17647058823529,1610612762,112,109,2023-04-08T21:47:00Z,6290000,False,44.0,66.0,1,left,O. Agbaji 7' floating Jump Shot (24 PTS),[1630534],1610612762.0,UTA,floating,In The Paint (Non-RA),0-8 Center,,,,Agbaji,O. Agbaji,,,,7.9,Made,,,,,,,24.0,,,,,,,,,,,
640,PT01M59.00S,2023-04-08T21:47:04.8Z,4,REGULAR,3pt,Jump Shot,[],1630192,70.90998685939553,23.03921568627451,1610612743,112,109,2023-04-08T21:47:09Z,6300000,False,-135.0,221.0,1,right,MISS Z. Nnaji 25' 3PT,[1630192],1610612743.0,DEN,,Above the Break 3,24+ Left Center,,,,Nnaji,Z. Nnaji,,,,25.88,Missed,,,,,,,,,,,,,,,,,,
641,PT01M57.00S,2023-04-08T21:47:06.8Z,4,REGULAR,rebound,defensive,[],1627739,,,1610612762,112,109,2023-04-08T21:47:09Z,6310000,False,,,0,,K. Dunn REBOUND (Off:1 Def:6),[1627739],1610612762.0,UTA,,Above the Break 3,24+ Left Center,,,,Dunn,K. Dunn,,,,,,640.0,7.0,6.0,1.0,,,,,,,,,,,,,,
642,PT01M52.00S,2023-04-08T21:47:20.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630534,9.674770039421814,41.42156862745098,1610612762,114,109,2023-04-08T21:49:20Z,6320000,False,43.0,38.0,1,left,O. Agbaji driving Layup (26 PTS) (K. Dunn 13 AST),"[1630534, 1627739]",1610612762.0,UTA,driving,In The Paint (Non-RA),0-8 Center,,,,Agbaji,O. Agbaji,,,,5.76,Made,,,,,,,26.0,K. Dunn,1627739.0,13.0,,,,,,,,
644,PT01M44.00S,2023-04-08T21:47:30.4Z,4,REGULAR,3pt,Jump Shot,[],1628427,67.36202365308804,20.588235294117645,1610612743,114,109,2023-04-08T21:47:35Z,6340000,False,-147.0,254.0,1,right,MISS V. Cancar 29' 3PT,[1628427],1610612743.0,DEN,,Above the Break 3,24+ Left Center,,,,Cancar,V. Cancar,,,,29.38,Missed,,,,,,,,,,,,,,,,,,
645,PT01M41.00S,2023-04-08T21:47:33.4Z,4,REGULAR,rebound,defensive,[],1627739,,,1610612762,114,109,2023-04-08T21:47:35Z,6350000,False,,,0,,K. Dunn REBOUND (Off:1 Def:7),[1627739],1610612762.0,UTA,,Above the Break 3,24+ Left Center,,,,Dunn,K. Dunn,,,,,,644.0,8.0,7.0,1.0,,,,,,,,,,,,,,
646,PT01M30.00S,2023-04-08T21:47:43.9Z,4,REGULAR,2pt,Jump Shot,[],1630534,22.026938239159,27.696078431372552,1610612762,114,109,2023-04-08T21:47:48Z,6360000,False,112.0,155.0,1,left,MISS O. Agbaji 19' Jump Shot,[1630534],1610612762.0,UTA,,Mid-Range,16-24 Right Center,,,,Agbaji,O. Agbaji,,,,19.06,Missed,,,,,,,,,,,,,,,,,,
647,PT01M28.00S,2023-04-08T21:47:45.9Z,4,REGULAR,rebound,defensive,[],1628427,,,1610612743,114,109,2023-04-08T21:47:48Z,6370000,False,,,0,,V. Cancar REBOUND (Off:0 Def:1),[1628427],1610612743.0,DEN,,Mid-Range,16-24 Right Center,,,,Cancar,V. Cancar,,,,,,646.0,1.0,1.0,0.0,,,,,,,,,,,,,,
648,PT01M22.00S,2023-04-08T21:47:52.0Z,4,REGULAR,turnover,bad pass,[],1628427,,,1610612743,114,109,2023-04-08T21:47:55Z,6380000,False,,,0,,V. Cancar bad pass TURNOVER (1 TO),"[1628427, 1630534]",1610612743.0,DEN,,Above the Break 3,24+ Center,,,,Cancar,V. Cancar,,,1.0,,,,,,,Agbaji,1630534.0,,,,,,,,,,,,
649,PT01M22.00S,2023-04-08T21:47:52.0Z,4,REGULAR,steal,,[],1630534,,,1610612762,114,109,2023-04-08T21:47:53Z,6390000,False,,,0,,O. Agbaji STEAL (1 STL),[1630534],1610612762.0,UTA,,Above the Break 3,24+ Center,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,
650,PT01M00.00S,2023-04-08T21:48:13.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627739,14.668199737187912,61.029411764705884,1610612762,114,109,2023-04-08T21:48:17Z,6400000,False,-55.0,85.0,1,left,MISS K. Dunn 10' Jump Shot - blocked,"[1627739, 1631212]",1610612762.0,UTA,,In The Paint (Non-RA),8-16 Left,,,,Dunn,K. Dunn,,,,10.16,Missed,,,,,,,,,,,Watson,1631212.0,,,,,,
651,PT01M00.00S,2023-04-08T21:48:13.7Z,4,REGULAR,block,,[],1631212,,,1610612762,114,109,2023-04-08T21:48:16Z,6410000,False,,,0,,P. Watson BLOCK (3 BLK),[1631212],1610612743.0,DEN,,In The Paint (Non-RA),8-16 Left,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,
652,PT00M58.90S,2023-04-08T21:48:14.8Z,4,REGULAR,rebound,defensive,[],1631212,,,1610612743,114,109,2023-04-08T21:48:17Z,6420000,False,,,0,,P. Watson REBOUND (Off:0 Def:3),[1631212],1610612743.0,DEN,,In The Paint (Non-RA),8-16 Left,,,,Watson,P. Watson,,,,,,650.0,3.0,3.0,0.0,,,,,,,,,,,,,,
653,PT00M56.10S,2023-04-08T21:48:21.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631323,,,1610612743,114,109,2023-04-08T21:48:43Z,6430000,False,,,0,,S. Fontecchio shooting personal FOUL (5 PF) (Watson 2 FT),"[1631323, 1631212]",1610612762.0,UTA,shooting,Restricted Area,0-8 Center,202037.0,5.0,0.0,Fontecchio,S. Fontecchio,Watson,1631212.0,,,,,,,,,,,,,,,,,,,,,
655,PT00M56.10S,2023-04-08T21:48:56.9Z,4,REGULAR,freethrow,1 of 2,[],1631212,,,1610612743,114,110,2023-04-08T21:49:17Z,6450000,False,,,0,,P. Watson Free Throw 1 of 2 (6 PTS),[1631212],1610612743.0,DEN,,,,,,,Watson,P. Watson,,,,,Made,,,,,,,6.0,,,,,,,,,,,
656,PT00M56.10S,2023-04-08T21:48:56.9Z,4,REGULAR,freethrow,2 of 2,[],1631212,,,1610612743,114,110,2023-04-08T21:49:17Z,6460000,False,,,0,,MISS P. Watson Free Throw 2 of 2,[1631212],1610612743.0,DEN,,,,,,,Watson,P. Watson,,,,,Missed,,,,,,,,,,,,,,,,,,
657,PT00M54.60S,2023-04-08T21:48:58.4Z,4,REGULAR,rebound,defensive,[],1628962,,,1610612762,114,110,2023-04-08T21:49:17Z,6470000,False,,,0,,U. Azubuike REBOUND (Off:2 Def:9),[1628962],1610612762.0,UTA,,,,,,,Azubuike,U. Azubuike,,,,,,656.0,11.0,9.0,2.0,,,,,,,,,,,,,,
658,PT00M41.30S,2023-04-08T21:49:29.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628962,6.258212877792378,54.90196078431373,1610612762,116,110,2023-04-08T21:49:34Z,6480000,False,-25.0,6.0,1,left,U. Azubuike DUNK (8 PTS) (K. Dunn 14 AST),"[1628962, 1627739]",1610612762.0,UTA,,Restricted Area,0-8 Center,,,,Azubuike,U. Azubuike,,,,2.53,Made,,,,,,,8.0,K. Dunn,1627739.0,14.0,,,,,,,,
660,PT00M34.40S,2023-04-08T21:49:40.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631128,91.27792378449409,50.245098039215684,1610612743,116,112,2023-04-08T21:49:45Z,6500000,False,1.0,29.0,1,right,C. Braun DUNK (12 PTS) (P. Watson 4 AST),"[1631128, 1631212]",1610612743.0,DEN,,Restricted Area,0-8 Center,,,,Braun,C. Braun,,,,2.95,Made,,,,,,,12.0,P. Watson,1631212.0,4.0,,,,,,,,
662,PT00M20.20S,2023-04-08T21:49:59.6Z,4,REGULAR,foul,personal,[],1628427,,,1610612762,116,112,2023-04-08T21:50:30Z,6520000,False,,,0,,V. Cancar personal FOUL (1 PF),"[1628427, 1629308]",1610612743.0,DEN,,Above the Break 3,24+ Right Center,2003.0,1.0,0.0,Cancar,V. Cancar,Toscano-Anderson,1629308.0,,,,,,,,,,,,,,,,,,,,,
664,PT00M18.10S,2023-04-08T21:50:29.4Z,4,REGULAR,turnover,bad pass,[],1630534,,,1610612762,116,112,2023-04-08T21:50:35Z,6540000,False,,,0,,O. Agbaji bad pass TURNOVER (4 TO),"[1630534, 1631128]",1610612762.0,UTA,,Above the Break 3,24+ Right Center,,,,Agbaji,O. Agbaji,,,4.0,,,,,,,Braun,1631128.0,,,,,,,,,,,,
665,PT00M18.10S,2023-04-08T21:50:29.4Z,4,REGULAR,steal,,[],1631128,,,1610612743,116,112,2023-04-08T21:50:31Z,6550000,False,,,0,,C. Braun STEAL (3 STL),[1631128],1610612743.0,DEN,,Above the Break 3,24+ Right Center,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,
666,PT00M15.80S,2023-04-08T21:50:33.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627739,,,1610612743,116,112,2023-04-08T21:50:40Z,6560000,False,,,0,,K. Dunn personal FOUL (2 PF) (Braun 2 FT),"[1627739, 1631128]",1610612762.0,UTA,,Above the Break 3,24+ Left Center,2003.0,2.0,0.0,Dunn,K. Dunn,Braun,1631128.0,,,,,,,,,,,,,,,,,,,,,
668,PT00M15.80S,2023-04-08T21:51:00.8Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1631128,,,1610612743,116,113,2023-04-08T21:51:00Z,6580000,False,,,0,,C. Braun Free Throw 1 of 2 (13 PTS),[1631128],1610612743.0,DEN,,,,,,,Braun,C. Braun,,,,,Made,,,,,,,13.0,,,,,,,,,,,
669,PT00M15.80S,2023-04-08T21:51:20.9Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1631128,,,1610612743,116,114,2023-04-08T21:51:20Z,6590000,False,,,0,,C. Braun Free Throw 2 of 2 (14 PTS),[1631128],1610612743.0,DEN,,,,,,,Braun,C. Braun,,,,,Made,,,,,,,14.0,,,,,,,,,,,
670,PT00M15.80S,2023-04-08T21:51:26.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612762,116,114,2023-04-08T21:51:26Z,6600000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT00M15.80S,2023-04-08T21:52:39.0Z,4,REGULAR,substitution,out,[],1628962,,,1610612762,116,114,2023-04-08T21:52:54Z,6610000,False,,,0,,SUB out: U. Azubuike,[1628962],1610612762.0,UTA,,,,,,,Azubuike,U. Azubuike,,,,,,,,,,,,,,,,,,,,,,,
672,PT00M15.80S,2023-04-08T21:52:39.0Z,4,REGULAR,substitution,in,[],1630695,,,1610612762,116,114,2023-04-08T21:52:54Z,6620000,False,,,0,,SUB in: M. Potter,[1630695],1610612762.0,UTA,,,,,,,Potter,M. Potter,,,,,,,,,,,,,,,,,,,,,,,
673,PT00M11.40S,2023-04-08T21:53:16.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202397,,,1610612762,116,114,2023-04-08T21:55:31Z,6630000,False,,,0,,I. Smith take personal FOUL (1 PF) (Agbaji 2 FT),"[202397, 1630534]",1610612743.0,DEN,take,Above the Break 3,24+ Center,1151.0,1.0,0.0,Smith,I. Smith,Agbaji,1630534.0,,,,,,,,,,,,,,,,,,,,,
