actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
386,PT10M30.00S,2022-10-27T02:25:12.2Z,3,REGULAR,3pt,Jump Shot,[],1629645,75.64060446780552,86.27450980392157,1610612745,64,51,2022-10-27T02:25:17Z,3850000,181.0,176.0,1,right,MISS K. Porter Jr. 25' step back 3PT,[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,25.31,Missed,,,,,,,,,,,,
387,PT10M28.00S,2022-10-27T02:25:14.2Z,3,REGULAR,rebound,defensive,[],1628374,,,1610612762,64,51,2022-10-27T02:25:17Z,3860000,,,0,,L. Markkanen REBOUND (Off:0 Def:6),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,386.0,,,,,,,6.0,6.0,0.0
388,PT10M21.00S,2022-10-27T02:25:21.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629020,6.258212877792378,54.90196078431373,1610612762,64,51,2022-10-27T02:25:25Z,3870000,-25.0,6.0,1,left,MISS J. Vanderbilt Layup,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,,,,,,,2.53,Missed,,,,,,,,,,,,
389,PT10M19.00S,2022-10-27T02:25:23.8Z,3,REGULAR,rebound,offensive,[],1628374,,,1610612762,64,51,2022-10-27T02:25:23Z,3880000,,,0,,L. Markkanen REBOUND (Off:1 Def:6),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,388.0,,,,,,,7.0,6.0,1.0
390,PT10M14.00S,2022-10-27T02:25:29.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629659,32.53942181340342,27.941176470588236,1610612762,64,51,2022-10-27T02:25:34Z,3890000,110.0,253.0,1,left,MISS T. Horton-Tucker 27' 3PT,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Right Center,,,,,,,27.64,Missed,,,,,,,,,,,,
391,PT10M12.00S,2022-10-27T02:25:31.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612745,64,51,2022-10-27T02:25:34Z,3900000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,390.0,,,,,,,,,
392,PT10M12.00S,2022-10-27T02:25:33.7Z,3,REGULAR,foul,personal,[],1629020,,,1610612745,64,51,2022-10-27T02:25:47Z,3910000,,,0,,J. Vanderbilt loose ball personal FOUL (4 PF),"[1629020, 1631095]",1610612762.0,UTA,loose ball,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,,1627963.0,4.0,0.0,Smith Jr.,1631095.0,,,,,,,,,,,,,,
394,PT09M55.00S,2022-10-27T02:26:04.8Z,3,REGULAR,turnover,lost ball,[],1630224,,,1610612745,64,51,2022-10-27T02:26:08Z,3930000,,,0,,J. Green lost ball TURNOVER (2 TO),"[1630224, 203903]",1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,16-24 Right Center,2.0,,,,,,,,,,,,,,,Clarkson,203903.0,,,
395,PT09M55.00S,2022-10-27T02:26:04.8Z,3,REGULAR,steal,,[],203903,,,1610612762,64,51,2022-10-27T02:26:06Z,3940000,,,0,,J. Clarkson STEAL (2 STL),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
396,PT09M52.00S,2022-10-27T02:26:09.5Z,3,REGULAR,foul,personal,['2freethrow'],1631106,,,1610612762,64,51,2022-10-27T02:26:15Z,3950000,,,0,,T. Eason shooting personal FOUL (1 PF) (Markkanen 2 FT),"[1631106, 1628374]",1610612745.0,HOU,shooting,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,202026.0,1.0,0.0,Markkanen,1628374.0,,,,,,,,,,,,,,
398,PT09M52.00S,2022-10-27T02:26:38.1Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628374,,,1610612762,65,51,2022-10-27T02:26:38Z,3970000,,,0,,L. Markkanen Free Throw 1 of 2 (16 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,Made,,,,16.0,,,,,,,,
399,PT09M52.00S,2022-10-27T02:26:52.7Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628374,,,1610612762,66,51,2022-10-27T02:26:52Z,3980000,,,0,,L. Markkanen Free Throw 2 of 2 (17 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,Made,,,,17.0,,,,,,,,
400,PT09M43.00S,2022-10-27T02:27:04.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,91.14651773981603,48.77450980392157,1610612745,66,51,2022-10-27T02:27:09Z,3990000,-6.0,31.0,1,right,MISS K. Porter Jr. driving Layup - blocked,"[1629645, 1628374]",1610612745.0,HOU,driving,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,3.13,Missed,Markkanen,1628374.0,,,,,,,,,,
401,PT09M43.00S,2022-10-27T02:27:04.0Z,3,REGULAR,block,,[],1628374,,,1610612745,66,51,2022-10-27T02:27:05Z,4000000,,,0,,L. Markkanen BLOCK (1 BLK),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
402,PT09M43.00S,2022-10-27T02:27:04.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612745,66,51,2022-10-27T02:27:09Z,4010000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,400.0,,,,,,,,,
405,PT09M31.00S,2022-10-27T02:27:45.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630224,85.23324572930355,3.431372549019608,1610612745,66,54,2022-10-27T02:27:49Z,4040000,-233.0,86.0,1,right,J. Green 24' 3PT  (12 PTS) (K. Porter Jr. 3 AST),"[1630224, 1629645]",1610612745.0,HOU,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,,,,,,,24.83,Made,,,,12.0,K. Porter Jr.,1629645.0,3.0,,,,,
407,PT09M16.00S,2022-10-27T02:28:04.2Z,3,REGULAR,foul,personal,[],1631106,,,1610612762,66,54,2022-10-27T02:28:09Z,4060000,,,0,,T. Eason personal FOUL (2 PF),"[1631106, 203482]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,,202026.0,2.0,0.0,Olynyk,203482.0,,,,,,,,,,,,,,
409,PT09M05.00S,2022-10-27T02:28:27.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628374,12.959921156373195,44.36274509803921,1610612762,68,54,2022-10-27T02:28:35Z,4080000,28.0,69.0,1,left,L. Markkanen 7' turnaround Hook (19 PTS) (T. Horton-Tucker 3 AST),"[1628374, 1629659]",1610612762.0,UTA,turnaround,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,7.48,Made,,,,19.0,T. Horton-Tucker,1629659.0,3.0,,,,,
410,PT08M57.00S,2022-10-27T02:28:36.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,92.46057818659659,54.41176470588235,1610612745,68,56,2022-10-27T02:28:40Z,4090000,22.0,18.0,1,right,K. Porter Jr. driving Layup (9 PTS),[1629645],1610612745.0,HOU,driving,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,2.88,Made,,,,9.0,,,,,,,,
411,PT08M45.00S,2022-10-27T02:28:47.2Z,3,REGULAR,3pt,Jump Shot,[],203903,27.54599211563732,21.323529411764707,1610612762,71,56,2022-10-27T02:28:52Z,4100000,143.0,206.0,1,left,J. Clarkson 25' 3PT  (15 PTS) (J. Vanderbilt 2 AST),"[203903, 1629020]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,,,,,,,25.13,Made,,,,15.0,J. Vanderbilt,1629020.0,2.0,,,,,
413,PT08M30.00S,2022-10-27T02:29:02.2Z,3,REGULAR,2pt,Jump Shot,[],1629645,91.80354796320631,83.57843137254902,1610612745,71,56,2022-10-27T02:33:03Z,4120000,168.0,25.0,1,right,MISS K. Porter Jr. 16' step back Shot,[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Right,,,,,,,16.97,Missed,,,,,,,,,,,,
414,PT08M28.00S,2022-10-27T02:29:04.3Z,3,REGULAR,rebound,offensive,[],1631095,,,1610612745,71,56,2022-10-27T02:29:04Z,4130000,,,0,,J. Smith Jr. REBOUND (Off:1 Def:4),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Right,,,,,,,,,,,413.0,,,,,,,5.0,4.0,1.0
415,PT08M27.00S,2022-10-27T02:29:06.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631095,91.80354796320631,60.78431372549019,1610612745,71,58,2022-10-27T02:29:15Z,4140000,54.0,25.0,1,right,J. Smith Jr. putback Layup (9 PTS),[1631095],1610612745.0,HOU,putback,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.92,Made,,,,9.0,,,,,,,,
416,PT08M12.00S,2022-10-27T02:29:19.6Z,3,REGULAR,3pt,Jump Shot,[],1628374,23.340998685939553,88.97058823529412,1610612762,71,58,2022-10-27T02:29:25Z,4150000,-195.0,167.0,1,left,MISS L. Markkanen 25' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,,,,,,,25.66,Missed,,,,,,,,,,,,
417,PT08M11.00S,2022-10-27T02:29:20.6Z,3,REGULAR,rebound,defensive,[],1630224,,,1610612745,71,58,2022-10-27T02:29:25Z,4160000,,,0,,J. Green REBOUND (Off:1 Def:3),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,416.0,,,,,,,4.0,3.0,1.0
418,PT08M05.00S,2022-10-27T02:29:28.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,92.72339027595268,56.372549019607845,1610612745,71,58,2022-10-27T02:29:32Z,4170000,32.0,16.0,1,right,MISS J. Green driving Layup - blocked,"[1630224, 203903]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,3.56,Missed,Clarkson,203903.0,,,,,,,,,,
419,PT08M05.00S,2022-10-27T02:29:28.0Z,3,REGULAR,block,,[],203903,,,1610612745,71,58,2022-10-27T02:29:30Z,4180000,,,0,,J. Clarkson BLOCK (1 BLK),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
420,PT08M02.00S,2022-10-27T02:29:31.0Z,3,REGULAR,rebound,defensive,[],203482,,,1610612762,71,58,2022-10-27T02:29:32Z,4190000,,,0,,K. Olynyk REBOUND (Off:2 Def:2),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,418.0,,,,,,,4.0,2.0,2.0
421,PT07M59.00S,2022-10-27T02:29:33.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203903,5.075558475689881,95.09803921568627,1610612762,74,58,2022-10-27T02:29:39Z,4200000,-225.0,-5.0,1,left,J. Clarkson 3PT  (18 PTS) (L. Markkanen 2 AST),"[203903, 1628374]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Left Corner 3,24+ Left,,,,,,,22.56,Made,,,,18.0,L. Markkanen,1628374.0,2.0,,,,,
423,PT07M48.00S,2022-10-27T02:29:47.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,74,58,2022-10-27T02:29:47Z,4220000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT07M42.00S,2022-10-27T02:32:49.8Z,3,REGULAR,3pt,Jump Shot,[],1631095,80.3712220762155,5.637254901960785,1610612745,74,58,2022-10-27T02:32:55Z,4230000,-222.0,132.0,1,right,MISS J. Smith Jr. 25' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,25.81,Missed,,,,,,,,,,,,
426,PT07M38.00S,2022-10-27T02:32:53.8Z,3,REGULAR,rebound,defensive,[],1629020,,,1610612762,74,58,2022-10-27T02:32:55Z,4240000,,,0,,J. Vanderbilt REBOUND (Off:2 Def:6),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,425.0,,,,,,,8.0,6.0,2.0
427,PT07M18.00S,2022-10-27T02:33:07.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629659,6.389618922470433,45.34313725490196,1610612762,76,58,2022-10-27T02:36:01Z,4250000,23.0,8.0,1,left,T. Horton-Tucker driving DUNK (12 PTS),[1629659],1610612762.0,UTA,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,,,,,,,2.45,Made,,,,12.0,,,,,,,,
428,PT07M18.00S,2022-10-27T02:33:12.8Z,3,REGULAR,foul,personal,['1freethrow'],1631106,,,1610612762,76,58,2022-10-27T02:33:23Z,4260000,,,0,,T. Eason shooting personal FOUL (3 PF) (Horton-Tucker 1 FT),"[1631106, 1629659]",1610612745.0,HOU,shooting,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,1627963.0,3.0,0.0,Horton-Tucker,1629659.0,,,,,,,,,,,,,,
430,PT07M18.00S,2022-10-27T02:33:50.2Z,3,REGULAR,freethrow,1 of 1,[],1629659,,,1610612762,77,58,2022-10-27T02:33:50Z,4280000,,,0,,T. Horton-Tucker Free Throw 1 of 1 (13 PTS),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,Made,,,,13.0,,,,,,,,
431,PT06M58.00S,2022-10-27T02:34:13.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,91.27792378449409,43.872549019607845,1610612745,77,60,2022-10-27T02:34:17Z,4290000,-31.0,29.0,1,right,J. Green driving Layup (14 PTS) (K. Porter Jr. 4 AST),"[1630224, 1629645]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,4.25,Made,,,,14.0,K. Porter Jr.,1629645.0,4.0,,,,,
434,PT06M44.00S,2022-10-27T02:34:32.9Z,3,REGULAR,substitution,out,[],201569,,,1610612762,77,60,2022-10-27T02:34:40Z,4320000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT06M44.00S,2022-10-27T02:34:32.9Z,3,REGULAR,substitution,in,[],1630231,,,1610612762,77,60,2022-10-27T02:34:40Z,4330000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT06M35.00S,2022-10-27T02:34:55.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,9.411957950065702,47.549019607843135,1610612762,79,60,2022-10-27T02:35:06Z,4340000,12.0,36.0,1,left,J. Clarkson driving floating Jump Shot (20 PTS),[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,,,,,,3.8,Made,,,,20.0,,,,,,,,
437,PT06M26.00S,2022-10-27T02:35:05.7Z,3,REGULAR,3pt,Jump Shot,[],1631106,73.40670170827858,16.666666666666664,1610612745,79,60,2022-10-27T02:35:12Z,4350000,-167.0,197.0,1,right,MISS T. Eason 25' 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Left Center,,,,,,,25.84,Missed,,,,,,,,,,,,
438,PT06M22.00S,2022-10-27T02:35:09.7Z,3,REGULAR,rebound,defensive,[],1629659,,,1610612762,79,60,2022-10-27T02:35:12Z,4360000,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:3),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,437.0,,,,,,,3.0,3.0,0.0
439,PT06M17.00S,2022-10-27T02:35:14.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203482,23.603810775295663,13.480392156862745,1610612762,79,60,2022-10-27T02:35:25Z,4370000,183.0,169.0,1,left,MISS K. Olynyk 24' 3PT,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,,,,,,,24.91,Missed,,,,,,,,,,,,
440,PT06M16.00S,2022-10-27T02:35:15.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612745,79,60,2022-10-27T02:35:25Z,4380000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,439.0,,,,,,,,,
441,PT06M16.00S,2022-10-27T02:35:19.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629020,,,1610612745,79,60,2022-10-27T02:35:24Z,4390000,,,0,,J. Vanderbilt loose ball personal FOUL (5 PF) (Smith Jr. 2 FT),"[1629020, 1631095]",1610612762.0,UTA,loose ball,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,,202026.0,5.0,0.0,Smith Jr.,1631095.0,,,,,,,,,,,,,,
443,PT06M16.00S,2022-10-27T02:36:12.5Z,3,REGULAR,freethrow,1 of 2,[],1631095,,,1610612745,79,60,2022-10-27T02:36:12Z,4410000,,,0,,MISS J. Smith Jr. Free Throw 1 of 2,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
444,PT06M16.00S,2022-10-27T02:36:12.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,79,60,2022-10-27T02:36:12Z,4420000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,443.0,,,,,,,,,
445,PT06M16.00S,2022-10-27T02:36:13.2Z,3,REGULAR,substitution,out,[],1629020,,,1610612745,79,60,2022-10-27T02:36:17Z,4430000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT06M16.00S,2022-10-27T02:36:13.2Z,3,REGULAR,substitution,in,[],1631117,,,1610612745,79,60,2022-10-27T02:36:17Z,4440000,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT06M16.00S,2022-10-27T02:36:42.0Z,3,REGULAR,freethrow,2 of 2,[],1631095,,,1610612745,79,61,2022-10-27T02:36:42Z,4450000,,,0,,J. Smith Jr. Free Throw 2 of 2 (10 PTS),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,Made,,,,10.0,,,,,,,,
448,PT06M02.00S,2022-10-27T02:37:03.1Z,3,REGULAR,foul,offensive,['inpenalty'],1628374,,,1610612762,79,61,2022-10-27T02:37:12Z,4460000,,,0,,L. Markkanen charge offensive FOUL (1 PF),"[1628374, 1629645]",1610612762.0,UTA,charge,,,Markkanen,L. Markkanen,,,,,Mid-Range,8-16 Left,,101284.0,1.0,0.0,Porter Jr.,1629645.0,,,,,,,,,,,,,,
450,PT06M02.00S,2022-10-27T02:37:03.1Z,3,REGULAR,turnover,offensive foul,[],1628374,,,1610612762,79,61,2022-10-27T02:37:03Z,4480000,,,0,,L. Markkanen offensive foul TURNOVER (3 TO),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Mid-Range,8-16 Left,3.0,101284.0,,,,,,,,,,,,,,,,,,
451,PT06M02.00S,2022-10-27T02:37:10.3Z,3,REGULAR,substitution,out,[],1628374,,,1610612745,79,61,2022-10-27T02:37:16Z,4490000,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT06M02.00S,2022-10-27T02:37:10.3Z,3,REGULAR,substitution,in,[],1627736,,,1610612745,79,61,2022-10-27T02:37:16Z,4500000,,,0,,SUB in: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT05M48.00S,2022-10-27T02:37:32.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630231,87.86136662286465,50.245098039215684,1610612745,79,61,2022-10-27T02:37:39Z,4510000,1.0,62.0,1,right,MISS K. Martin Jr. 6' Layup,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,6.16,Missed,,,,,,,,,,,,
454,PT05M47.00S,2022-10-27T02:37:33.8Z,3,REGULAR,rebound,offensive,[],1630231,,,1610612745,79,61,2022-10-27T02:37:33Z,4520000,,,0,,K. Martin Jr. REBOUND (Off:1 Def:3),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,453.0,,,,,,,4.0,3.0,1.0
455,PT05M47.00S,2022-10-27T02:37:35.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631117,,,1610612745,79,61,2022-10-27T02:37:45Z,4530000,,,0,,W. Kessler shooting personal FOUL (2 PF) (Martin Jr. 2 FT),"[1631117, 1630231]",1610612762.0,UTA,shooting,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,1627963.0,2.0,0.0,Martin Jr.,1630231.0,,,,,,,,,,,,,,
457,PT05M47.00S,2022-10-27T02:38:03.9Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1630231,,,1610612745,79,62,2022-10-27T02:38:03Z,4550000,,,0,,K. Martin Jr. Free Throw 1 of 2 (6 PTS),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,Made,,,,6.0,,,,,,,,
458,PT05M47.00S,2022-10-27T02:38:05.2Z,3,REGULAR,substitution,out,[],1631095,,,1610612745,79,62,2022-10-27T02:38:10Z,4560000,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT05M47.00S,2022-10-27T02:38:05.2Z,3,REGULAR,substitution,out,[],1629645,,,1610612745,79,62,2022-10-27T02:38:10Z,4570000,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT05M47.00S,2022-10-27T02:38:05.2Z,3,REGULAR,substitution,in,[],1630227,,,1610612745,79,62,2022-10-27T02:38:10Z,4580000,,,0,,SUB in: D. Nix,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT05M47.00S,2022-10-27T02:38:05.2Z,3,REGULAR,substitution,in,[],1630586,,,1610612745,79,62,2022-10-27T02:38:10Z,4590000,,,0,,SUB in: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT05M47.00S,2022-10-27T02:38:24.0Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1630231,,,1610612745,79,63,2022-10-27T02:38:24Z,4600000,,,0,,K. Martin Jr. Free Throw 2 of 2 (7 PTS),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,Made,,,,7.0,,,,,,,,
463,PT05M38.00S,2022-10-27T02:38:35.7Z,3,REGULAR,3pt,Jump Shot,[],203903,34.37910643889619,31.61764705882353,1610612762,79,63,2022-10-27T02:38:41Z,4610000,92.0,271.0,1,left,MISS J. Clarkson 28' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,,,,,,,28.59,Missed,,,,,,,,,,,,
464,PT05M36.00S,2022-10-27T02:38:38.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612745,79,63,2022-10-27T02:38:38Z,4620000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,463.0,,,,,,,,,
466,PT05M25.00S,2022-10-27T02:38:57.5Z,3,REGULAR,foul,offensive,[],1630586,,,1610612745,79,63,2022-10-27T02:39:04Z,4640000,,,0,,U. Garuba offensive FOUL (2 PF),"[1630586, 1627736]",1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Mid-Range,16-24 Center,,1627963.0,2.0,0.0,Beasley,1627736.0,,,,,,,,,,,,,,
468,PT05M25.00S,2022-10-27T02:38:57.5Z,3,REGULAR,turnover,offensive foul,[],1630586,,,1610612745,79,63,2022-10-27T02:38:57Z,4660000,,,0,,U. Garuba offensive foul TURNOVER (2 TO),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Mid-Range,16-24 Center,2.0,1627963.0,,,,,,,,,,,,,,,,,,
469,PT05M07.00S,2022-10-27T02:39:30.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629659,29.517082785808146,19.362745098039216,1610612762,79,63,2022-10-27T02:39:36Z,4670000,153.0,225.0,1,left,MISS T. Horton-Tucker 27' 3PT,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Right Center,,,,,,,27.22,Missed,,,,,,,,,,,,
470,PT05M06.00S,2022-10-27T02:39:31.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612762,79,63,2022-10-27T02:39:55Z,4680000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,469.0,,,,,,,,,
480,PT05M06.00S,2022-10-27T02:39:32.9Z,3,REGULAR,foul,personal,"['2freethrow', 'inpenalty']",1630231,,,1610612762,79,63,2022-10-27T02:40:47Z,4690000,,,0,,K. Martin Jr. loose ball personal FOUL (3 PF) (Olynyk 2 FT),"[1630231, 203482]",1610612745.0,HOU,loose ball,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,,1627963.0,3.0,0.0,Olynyk,203482.0,,,,,,,,,,,,,,
