actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
188,PT06M52.00S,2022-01-30T21:13:39.4Z,2,REGULAR,rebound,defensive,[],1630245,,,1610612741,49,50,2022-01-30T21:13:45Z,1870000,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,187.0,1.0,1.0,0.0,,,,,,,
189,PT06M52.00S,2022-01-30T21:13:46.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,49,50,2022-01-30T21:13:46Z,1880000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT06M52.00S,2022-01-30T21:15:57.2Z,2,REGULAR,substitution,out,[],1628972,,,1610612741,49,50,2022-01-30T21:16:28Z,1890000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
191,PT06M52.00S,2022-01-30T21:15:57.2Z,2,REGULAR,substitution,out,[],201942,,,1610612741,49,50,2022-01-30T21:16:28Z,1900000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
192,PT06M52.00S,2022-01-30T21:15:57.2Z,2,REGULAR,substitution,out,[],1628396,,,1610612741,49,50,2022-01-30T21:16:28Z,1910000,,,0,,SUB out: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
193,PT06M52.00S,2022-01-30T21:15:57.2Z,2,REGULAR,substitution,out,[],1630570,,,1610612741,49,50,2022-01-30T21:16:28Z,1920000,,,0,,SUB out: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,
194,PT06M52.00S,2022-01-30T21:15:57.2Z,2,REGULAR,substitution,out,[],203468,,,1610612741,49,50,2022-01-30T21:16:28Z,1930000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
195,PT06M52.00S,2022-01-30T21:15:57.2Z,2,REGULAR,substitution,in,[],203897,,,1610612741,49,50,2022-01-30T21:16:28Z,1940000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
196,PT06M52.00S,2022-01-30T21:15:57.2Z,2,REGULAR,substitution,in,[],202696,,,1610612741,49,50,2022-01-30T21:16:28Z,1950000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
197,PT06M52.00S,2022-01-30T21:15:57.2Z,2,REGULAR,substitution,in,[],1629750,,,1610612741,49,50,2022-01-30T21:16:28Z,1960000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
198,PT06M52.00S,2022-01-30T21:15:57.2Z,2,REGULAR,substitution,in,[],203994,,,1610612741,49,50,2022-01-30T21:16:28Z,1970000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,
199,PT06M52.00S,2022-01-30T21:15:57.2Z,2,REGULAR,substitution,in,[],203463,,,1610612741,49,50,2022-01-30T21:16:28Z,1980000,,,0,,SUB in: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,
200,PT06M37.00S,2022-01-30T21:16:55.1Z,2,REGULAR,3pt,Jump Shot,[],1629750,6.258212877792378,3.431372549019608,1610612741,49,50,2022-01-30T21:17:03Z,1990000,233.0,6.0,1,left,MISS J. Green 3PT,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,23.29,Missed,,,,,,,,,,,,,,,,,,
201,PT06M34.00S,2022-01-30T21:16:58.1Z,2,REGULAR,rebound,defensive,[],203463,,,1610612757,49,50,2022-01-30T21:17:03Z,2000000,,,0,,B. McLemore REBOUND (Off:0 Def:2),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,200.0,2.0,2.0,0.0,,,,,,,
202,PT06M19.00S,2022-01-30T21:17:13.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,93.77463863337714,45.588235294117645,1610612757,49,50,2022-01-30T21:17:19Z,2010000,-22.0,6.0,1,right,MISS J. Nurkic driving Layup,[203994],1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,2.29,Missed,,,,,,,,,,,,,,,,,,
204,PT06M19.00S,2022-01-30T21:17:13.2Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,49,50,2022-01-30T21:20:53Z,2030000,,,0,,N. Vucevic REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,202.0,3.0,3.0,0.0,,,,,,,
205,PT06M04.00S,2022-01-30T21:17:27.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202696,5.995400788436268,50.0,1610612741,51,50,2022-01-30T21:17:33Z,2040000,0.0,4.0,1,left,N. Vucevic driving Layup (9 PTS) (Z. LaVine 2 AST),"[202696, 203897]",1610612741.0,CHI,driving,,,Vucevic,N. Vucevic,,,,,0.39,Made,9.0,,,,Z. LaVine,203897.0,2.0,,,,,,,,,,,
207,PT05M47.00S,2022-01-30T21:17:44.0Z,2,REGULAR,2pt,Jump Shot,[],1626181,85.23324572930355,65.93137254901961,1610612757,51,52,2022-01-30T21:17:49Z,2060000,80.0,86.0,1,right,N. Powell 11' driving floating Jump Shot (17 PTS) (A. Simons 4 AST),"[1626181, 1629014]",1610612757.0,POR,driving floating,,,Powell,N. Powell,,,,,11.75,Made,17.0,,,,A. Simons,1629014.0,4.0,,,,,,,,,,,
209,PT05M39.00S,2022-01-30T21:17:56.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,51,52,2022-01-30T21:17:56Z,2080000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT05M39.00S,2022-01-30T21:17:57.9Z,2,REGULAR,substitution,out,[],1629632,,,1610612741,51,52,2022-01-30T21:18:04Z,2090000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
211,PT05M39.00S,2022-01-30T21:17:57.9Z,2,REGULAR,substitution,in,[],1629744,,,1610612741,51,52,2022-01-30T21:18:04Z,2100000,,,0,,SUB in: M. Thomas,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
212,PT05M31.00S,2022-01-30T21:18:22.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,18.610381077529567,63.725490196078425,1610612741,51,52,2022-01-30T21:18:55Z,2110000,-69.0,122.0,1,left,MISS N. Vucevic 14' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,14.03,Missed,,,,,,,,,,,,,,,,,,
213,PT05M29.00S,2022-01-30T21:18:24.3Z,2,REGULAR,rebound,defensive,[],203503,,,1610612757,51,52,2022-01-30T21:18:55Z,2120000,,,0,,T. Snell REBOUND (Off:0 Def:2),[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,212.0,2.0,2.0,0.0,,,,,,,
214,PT05M21.00S,2022-01-30T21:18:32.5Z,2,REGULAR,2pt,Jump Shot,[],1629014,92.19776609724047,17.401960784313726,1610612757,51,52,2022-01-30T21:20:33Z,2130000,-163.0,21.0,1,right,MISS A. Simons 16' pullup Shot,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,16.43,Missed,,,,,,,,,,,,,,,,,,
215,PT05M19.00S,2022-01-30T21:18:34.5Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,51,52,2022-01-30T21:18:59Z,2140000,,,0,,N. Vucevic REBOUND (Off:0 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,214.0,4.0,4.0,0.0,,,,,,,
216,PT05M12.00S,2022-01-30T21:18:42.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203897,17.559132720105126,52.450980392156865,1610612741,51,52,2022-01-30T21:19:04Z,2150000,-12.0,113.0,1,left,MISS Z. LaVine 11' Jump Shot,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,11.33,Missed,,,,,,,,,,,,,,,,,,
217,PT05M10.00S,2022-01-30T21:18:44.0Z,2,REGULAR,rebound,defensive,[],1626181,,,1610612757,51,52,2022-01-30T21:19:04Z,2160000,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,216.0,1.0,1.0,0.0,,,,,,,
218,PT05M07.00S,2022-01-30T21:18:48.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,92.72339027595268,45.588235294117645,1610612757,51,52,2022-01-30T21:19:08Z,2170000,-22.0,16.0,1,right,MISS N. Powell driving Layup - blocked,"[1626181, 203897]",1610612757.0,POR,driving,,,Powell,N. Powell,,,,,2.72,Missed,,,,,,,,,,,,,,,,,LaVine,203897.0
219,PT05M07.00S,2022-01-30T21:18:48.9Z,2,REGULAR,block,,[],203897,,,1610612757,51,52,2022-01-30T21:18:51Z,2180000,,,0,,Z. LaVine BLOCK (1 BLK),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
220,PT05M07.00S,2022-01-30T21:18:48.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,51,52,2022-01-30T21:19:08Z,2190000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,218.0,,,,,,,,,,
221,PT05M07.00S,2022-01-30T21:18:53.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,51,52,2022-01-30T21:18:53Z,2200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT05M04.00S,2022-01-30T21:19:03.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203463,82.21090670170827,7.352941176470589,1610612757,51,52,2022-01-30T21:19:13Z,2210000,-213.0,115.0,1,right,MISS B. McLemore 24' 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,24.21,Missed,,,,,,,,,,,,,,,,,,
223,PT05M00.00S,2022-01-30T21:19:07.7Z,2,REGULAR,rebound,defensive,[],1630245,,,1610612741,51,52,2022-01-30T21:19:13Z,2220000,,,0,,A. Dosunmu REBOUND (Off:0 Def:2),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,222.0,2.0,2.0,0.0,,,,,,,
224,PT04M54.00S,2022-01-30T21:19:12.9Z,2,REGULAR,3pt,Jump Shot,[],202696,31.09395532194481,38.970588235294116,1610612741,51,52,2022-01-30T21:19:19Z,2230000,55.0,240.0,1,left,MISS N. Vucevic 24' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,24.6,Missed,,,,,,,,,,,,,,,,,,
225,PT04M50.00S,2022-01-30T21:19:16.9Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,51,52,2022-01-30T21:19:19Z,2240000,,,0,,J. Nurkic REBOUND (Off:0 Def:1),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,224.0,1.0,1.0,0.0,,,,,,,
226,PT04M47.00S,2022-01-30T21:19:25.0Z,2,REGULAR,foul,personal,[],1630245,,,1610612757,51,52,2022-01-30T21:19:29Z,2250000,,,0,,A. Dosunmu personal FOUL (1 PF),"[1630245, 1629014]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Simons,1629014.0,,
228,PT04M47.00S,2022-01-30T21:19:29.4Z,2,REGULAR,substitution,out,[],203503,,,1610612757,51,52,2022-01-30T21:19:35Z,2270000,,,0,,SUB out: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,
229,PT04M47.00S,2022-01-30T21:19:29.4Z,2,REGULAR,substitution,in,[],203496,,,1610612757,51,52,2022-01-30T21:19:35Z,2280000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,
230,PT04M41.00S,2022-01-30T21:19:48.0Z,2,REGULAR,3pt,Jump Shot,[],203463,77.4802890932983,9.068627450980392,1610612757,51,52,2022-01-30T21:20:05Z,2290000,-205.0,159.0,1,right,MISS B. McLemore 25' 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,25.93,Missed,,,,,,,,,,,,,,,,,,
231,PT04M37.00S,2022-01-30T21:19:52.0Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,51,52,2022-01-30T21:20:05Z,2300000,,,0,,N. Vucevic REBOUND (Off:0 Def:5),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,230.0,5.0,5.0,0.0,,,,,,,
232,PT04M31.00S,2022-01-30T21:19:57.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629750,5.601182654402102,49.50980392156863,1610612741,53,52,2022-01-30T21:20:19Z,2310000,2.0,0.0,1,left,J. Green cutting DUNK (9 PTS) (A. Dosunmu 2 AST),"[1629750, 1630245]",1610612741.0,CHI,cutting,,,Green,J. Green,,,,,0.25,Made,9.0,,,,A. Dosunmu,1630245.0,2.0,,,,,,,,,,,
234,PT04M13.00S,2022-01-30T21:20:15.4Z,2,REGULAR,turnover,lost ball,[],203994,,,1610612757,53,52,2022-01-30T21:20:22Z,2330000,,,0,,J. Nurkic lost ball TURNOVER (1 TO),"[203994, 1629750]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,1.0,Green,1629750.0,,,,,,,,,,,,,,
235,PT04M13.00S,2022-01-30T21:20:15.4Z,2,REGULAR,steal,,[],1629750,,,1610612741,53,52,2022-01-30T21:20:17Z,2340000,,,0,,J. Green STEAL (1 STL),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
236,PT04M07.00S,2022-01-30T21:20:24.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202696,5.469776609724048,50.73529411764706,1610612741,55,52,2022-01-30T21:21:08Z,2350000,-4.0,-1.0,1,left,N. Vucevic driving Layup (11 PTS) (A. Dosunmu 3 AST),"[202696, 1630245]",1610612741.0,CHI,driving,,,Vucevic,N. Vucevic,,,,,0.39,Made,11.0,,,,A. Dosunmu,1630245.0,3.0,,,,,,,,,,,
238,PT04M07.00S,2022-01-30T21:20:28.4Z,2,REGULAR,foul,personal,['1freethrow'],203463,,,1610612741,55,52,2022-01-30T21:20:47Z,2370000,,,0,,B. McLemore shooting personal FOUL (1 PF) (Vucevic 1 FT),"[203463, 202696]",1610612757.0,POR,shooting,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Vucevic,202696.0,,
240,PT04M07.00S,2022-01-30T21:20:41.1Z,2,REGULAR,substitution,out,[],1629744,,,1610612741,55,52,2022-01-30T21:20:53Z,2390000,,,0,,SUB out: M. Thomas,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
241,PT04M07.00S,2022-01-30T21:20:41.1Z,2,REGULAR,substitution,out,[],203463,,,1610612741,55,52,2022-01-30T21:20:53Z,2400000,,,0,,SUB out: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,
242,PT04M07.00S,2022-01-30T21:20:41.1Z,2,REGULAR,substitution,in,[],201942,,,1610612741,55,52,2022-01-30T21:20:53Z,2410000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
243,PT04M07.00S,2022-01-30T21:20:41.1Z,2,REGULAR,substitution,in,[],203468,,,1610612741,55,52,2022-01-30T21:20:53Z,2420000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
244,PT04M07.00S,2022-01-30T21:21:00.1Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],202696,,,1610612741,56,52,2022-01-30T21:21:00Z,2430000,,,0,,N. Vucevic Free Throw 1 of 1 (12 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
245,PT03M55.00S,2022-01-30T21:21:12.7Z,2,REGULAR,3pt,Jump Shot,[],1629014,72.35545335085413,21.323529411764707,1610612757,56,55,2022-01-30T21:21:33Z,2440000,-143.0,207.0,1,right,A. Simons 25' 3PT  (11 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,25.21,Made,11.0,,,,,,,,,,,,,,,,,
246,PT03M40.00S,2022-01-30T21:21:27.9Z,2,REGULAR,3pt,Jump Shot,[],203897,4.812746386333772,94.85294117647058,1610612741,59,55,2022-01-30T21:21:38Z,2450000,-224.0,-7.0,1,left,Z. LaVine 3PT  (8 PTS) (A. Dosunmu 4 AST),"[203897, 1630245]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,22.44,Made,8.0,,,,A. Dosunmu,1630245.0,4.0,,,,,,,,,,,
248,PT03M26.00S,2022-01-30T21:21:41.0Z,2,REGULAR,3pt,Jump Shot,[],1629014,67.09921156373193,48.28431372549019,1610612757,59,55,2022-01-30T21:21:47Z,2470000,-9.0,257.0,1,right,MISS A. Simons 25' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,25.69,Missed,,,,,,,,,,,,,,,,,,
249,PT03M22.00S,2022-01-30T21:21:45.0Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,59,55,2022-01-30T21:21:47Z,2480000,,,0,,N. Vucevic REBOUND (Off:0 Def:6),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,248.0,6.0,6.0,0.0,,,,,,,
250,PT03M16.00S,2022-01-30T21:21:54.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203897,6.783837056504599,46.81372549019608,1610612741,61,55,2022-01-30T21:21:58Z,2490000,16.0,11.0,1,left,Z. LaVine driving finger roll Layup (10 PTS),[203897],1610612741.0,CHI,driving finger roll,,,LaVine,Z. LaVine,,,,,1.95,Made,10.0,,,,,,,,,,,,,,,,,
251,PT03M16.00S,2022-01-30T21:22:00.0Z,2,REGULAR,foul,personal,['1freethrow'],203994,,,1610612741,61,55,2022-01-30T21:22:04Z,2500000,,,0,,J. Nurkic shooting personal FOUL (1 PF) (LaVine 1 FT),"[203994, 203897]",1610612757.0,POR,shooting,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,203592.0,1.0,0.0,LaVine,203897.0,,
253,PT03M16.00S,2022-01-30T21:22:29.5Z,2,REGULAR,freethrow,1 of 1,[],203897,,,1610612741,62,55,2022-01-30T21:22:29Z,2520000,,,0,,Z. LaVine Free Throw 1 of 1 (11 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
254,PT03M08.00S,2022-01-30T21:22:45.7Z,2,REGULAR,foul,personal,[],1629750,,,1610612757,62,55,2022-01-30T21:23:08Z,2530000,,,0,,J. Green personal FOUL (1 PF),"[1629750, 203994]",1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Nurkic,203994.0,,
256,PT03M08.00S,2022-01-30T21:22:55.1Z,2,REGULAR,substitution,out,[],1629750,,,1610612757,62,55,2022-01-30T21:23:03Z,2550000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
257,PT03M08.00S,2022-01-30T21:22:55.1Z,2,REGULAR,substitution,in,[],1629632,,,1610612757,62,55,2022-01-30T21:23:03Z,2560000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
258,PT03M02.00S,2022-01-30T21:23:19.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,87.33574244415243,50.49019607843137,1610612757,62,55,2022-01-30T21:25:39Z,2570000,2.0,67.0,1,right,MISS C. McCollum 6' floating Shot,[203468],1610612757.0,POR,floating,,,McCollum,C. McCollum,,,,,6.65,Missed,,,,,,,,,,,,,,,,,,
259,PT03M00.00S,2022-01-30T21:23:21.9Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,62,55,2022-01-30T21:23:32Z,2580000,,,0,,N. Vucevic REBOUND (Off:0 Def:7),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,258.0,7.0,7.0,0.0,,,,,,,
260,PT02M50.00S,2022-01-30T21:23:32.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],202696,5.338370565045992,50.73529411764706,1610612741,64,55,2022-01-30T21:26:13Z,2590000,-4.0,-2.0,1,left,N. Vucevic DUNK (14 PTS) (A. Dosunmu 5 AST),"[202696, 1630245]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,0.44,Made,14.0,,,,A. Dosunmu,1630245.0,5.0,,,,,,,,,,,
262,PT02M50.00S,2022-01-30T21:23:38.8Z,2,REGULAR,timeout,full,['team'],0,,,1610612757,64,55,2022-01-30T21:23:38Z,2610000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT02M38.00S,2022-01-30T21:25:13.3Z,2,REGULAR,3pt,Jump Shot,[],203496,90.09526938239159,3.9215686274509802,1610612757,64,55,2022-01-30T21:25:22Z,2620000,-230.0,41.0,1,right,MISS R. Covington 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,23.39,Missed,,,,,,,,,,,,,,,,,,
264,PT02M34.00S,2022-01-30T21:25:17.3Z,2,REGULAR,rebound,defensive,[],1630245,,,1610612741,64,55,2022-01-30T21:25:22Z,2630000,,,0,,A. Dosunmu REBOUND (Off:0 Def:3),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,263.0,3.0,3.0,0.0,,,,,,,
265,PT02M30.00S,2022-01-30T21:25:22.0Z,2,REGULAR,turnover,bad pass,[],1630245,,,1610612741,64,55,2022-01-30T21:25:27Z,2640000,,,0,,A. Dosunmu bad pass TURNOVER (1 TO),"[1630245, 1629014]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,1.0,Simons,1629014.0,,,,,,,,,,,,,,
266,PT02M30.00S,2022-01-30T21:25:22.0Z,2,REGULAR,steal,,[],1629014,,,1610612757,64,55,2022-01-30T21:25:23Z,2650000,,,0,,A. Simons STEAL (1 STL),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,
267,PT02M11.00S,2022-01-30T21:25:40.5Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203994,89.96386333771353,49.26470588235294,1610612757,64,57,2022-01-30T21:25:45Z,2660000,-4.0,42.0,1,right,J. Nurkic turnaround Hook (7 PTS),[203994],1610612757.0,POR,turnaround,,,Nurkic,J. Nurkic,,,,,4.2,Made,7.0,,,,,,,,,,,,,,,,,
269,PT01M53.00S,2022-01-30T21:25:58.0Z,2,REGULAR,2pt,Jump Shot,[],203897,6.1268068331143235,20.588235294117645,1610612741,64,57,2022-01-30T21:27:22Z,2680000,147.0,5.0,1,left,MISS Z. LaVine 14' step back Shot,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,14.72,Missed,,,,,,,,,,,,,,,,,,
270,PT01M51.00S,2022-01-30T21:26:00.0Z,2,REGULAR,rebound,defensive,[],203468,,,1610612757,64,57,2022-01-30T21:26:03Z,2690000,,,0,,C. McCollum REBOUND (Off:0 Def:3),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,269.0,3.0,3.0,0.0,,,,,,,
271,PT01M48.00S,2022-01-30T21:26:05.0Z,2,REGULAR,turnover,out-of-bounds,[],203994,,,1610612757,64,57,2022-01-30T21:26:15Z,2700000,,,0,,J. Nurkic bad pass out-of-bounds TURNOVER (2 TO),[203994],1610612757.0,POR,bad pass,,,Nurkic,J. Nurkic,,,,,,,,2.0,,,,,,,,,,1628480.0,,,,,,
272,PT01M27.00S,2022-01-30T21:26:30.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201942,5.075558475689881,75.24509803921569,1610612741,66,57,2022-01-30T21:26:36Z,2710000,-126.0,-5.0,1,left,D. DeRozan 12' Jump Shot (8 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,12.63,Made,8.0,,,,,,,,,,,,,,,,,
273,PT01M13.00S,2022-01-30T21:26:47.2Z,2,REGULAR,foul,personal,['2freethrow'],202696,,,1610612757,66,57,2022-01-30T21:26:55Z,2720000,,,0,,N. Vucevic shooting personal FOUL (1 PF) (Nurkic 2 FT),"[202696, 203994]",1610612741.0,CHI,shooting,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Nurkic,203994.0,,
275,PT01M13.00S,2022-01-30T21:27:17.0Z,2,REGULAR,freethrow,1 of 2,[],203994,,,1610612757,66,58,2022-01-30T21:27:17Z,2740000,,,0,,J. Nurkic Free Throw 1 of 2 (8 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
276,PT01M13.00S,2022-01-30T21:27:26.5Z,2,REGULAR,freethrow,2 of 2,[],203994,,,1610612757,66,59,2022-01-30T21:27:26Z,2750000,,,0,,J. Nurkic Free Throw 2 of 2 (9 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
277,PT01M00.00S,2022-01-30T21:27:41.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201942,5.732588699080158,50.98039215686274,1610612741,68,59,2022-01-30T21:27:47Z,2760000,-5.0,1.0,1,left,D. DeRozan driving DUNK (10 PTS),[201942],1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,0.51,Made,10.0,,,,,,,,,,,,,,,,,
278,PT00M47.60S,2022-01-30T21:27:58.3Z,2,REGULAR,turnover,lost ball,[],1629014,,,1610612757,68,59,2022-01-30T21:28:09Z,2770000,,,0,,A. Simons lost ball TURNOVER (2 TO),"[1629014, 201942]",1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,2.0,DeRozan,201942.0,,,,,,,,,,,,,,
