actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
550,PT04M02.00S,2022-01-30T22:30:33.4Z,4,REGULAR,substitution,in,[],1629833,,,1610612757,128,110,2022-01-30T22:30:48Z,5370000,,,0,,SUB in: K. Blevins,[1629833],1610612757.0,POR,,,,Blevins,K. Blevins,,,,,,,,,,,,,,,,,,,,,,,,
551,PT04M02.00S,2022-01-30T22:30:33.4Z,4,REGULAR,substitution,in,[],1630570,,,1610612757,128,110,2022-01-30T22:30:48Z,5380000,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,
552,PT04M02.00S,2022-01-30T22:30:33.4Z,4,REGULAR,substitution,in,[],1630535,,,1610612757,128,110,2022-01-30T22:30:48Z,5390000,,,0,,SUB in: G. Brown III,[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,,,,,,,,,
553,PT04M02.00S,2022-01-30T22:30:33.4Z,4,REGULAR,substitution,in,[],203503,,,1610612757,128,110,2022-01-30T22:30:48Z,5400000,,,0,,SUB in: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,
554,PT03M43.00S,2022-01-30T22:31:39.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630535,5.469776609724048,49.754901960784316,1610612757,128,112,2022-01-30T22:31:47Z,5410000,1.0,-1.0,1,left,G. Brown III cutting DUNK (2 PTS) (D. Smith Jr. 5 AST),"[1630535, 1628372]",1610612757.0,POR,cutting,,,Brown III,G. Brown III,,,,,0.16,Made,2.0,,,,D. Smith Jr.,1628372.0,5.0,,,,,,,,,,,
556,PT03M22.00S,2022-01-30T22:32:03.3Z,4,REGULAR,turnover,out-of-bounds,[],1630245,,,1610612741,128,112,2022-01-30T22:32:08Z,5430000,,,0,,A. Dosunmu lost ball out-of-bounds TURNOVER (2 TO),[1630245],1610612741.0,CHI,lost ball,,,Dosunmu,A. Dosunmu,,,,,,,,2.0,,,,,,,,,,2714.0,,,,,,
557,PT03M09.00S,2022-01-30T22:32:21.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628372,10.85742444152431,49.754901960784316,1610612757,128,112,2022-01-30T22:32:27Z,5440000,1.0,50.0,1,left,MISS D. Smith Jr. driving floating Shot,[1628372],1610612757.0,POR,driving floating,,,Smith Jr.,D. Smith Jr.,,,,,4.96,Missed,,,,,,,,,,,,,,,,,,
558,PT03M07.00S,2022-01-30T22:32:23.6Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,128,112,2022-01-30T22:32:27Z,5450000,,,0,,N. Vucevic REBOUND (Off:1 Def:13),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,557.0,14.0,13.0,1.0,,,,,,,
559,PT02M48.00S,2022-01-30T22:32:44.7Z,4,REGULAR,turnover,traveling,[],1630245,,,1610612741,128,112,2022-01-30T22:32:51Z,5460000,,,0,,A. Dosunmu traveling TURNOVER (3 TO),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,3.0,,,,,,,,,,2714.0,,,,,,
560,PT02M48.00S,2022-01-30T22:32:49.3Z,4,REGULAR,substitution,out,[],201942,,,1610612757,128,112,2022-01-30T22:32:56Z,5470000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
561,PT02M48.00S,2022-01-30T22:32:49.3Z,4,REGULAR,substitution,in,[],1629744,,,1610612757,128,112,2022-01-30T22:32:56Z,5480000,,,0,,SUB in: M. Thomas,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
562,PT02M37.00S,2022-01-30T22:33:10.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203503,8.623521681997373,40.68627450980392,1610612757,128,112,2022-01-30T22:33:17Z,5490000,47.0,29.0,1,left,MISS T. Snell fadeaway Shot,[203503],1610612757.0,POR,fadeaway,,,Snell,T. Snell,,,,,5.47,Missed,,,,,,,,,,,,,,,,,,
563,PT02M35.00S,2022-01-30T22:33:12.7Z,4,REGULAR,rebound,defensive,[],203897,,,1610612741,128,112,2022-01-30T22:33:17Z,5500000,,,0,,Z. LaVine REBOUND (Off:0 Def:2),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,562.0,2.0,2.0,0.0,,,,,,,
564,PT02M21.00S,2022-01-30T22:33:26.9Z,4,REGULAR,3pt,Jump Shot,[],203897,70.38436268068331,23.03921568627451,1610612741,128,112,2022-01-30T22:33:36Z,5510000,-135.0,226.0,1,right,MISS Z. LaVine 26' step back 3PT,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,26.31,Missed,,,,,,,,,,,,,,,,,,
565,PT02M17.00S,2022-01-30T22:33:30.9Z,4,REGULAR,rebound,defensive,[],1630570,,,1610612757,128,112,2022-01-30T22:33:36Z,5520000,,,0,,T. Watford REBOUND (Off:0 Def:2),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,564.0,2.0,2.0,0.0,,,,,,,
566,PT02M10.00S,2022-01-30T22:33:37.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,7.30946123521682,47.549019607843135,1610612757,128,114,2022-01-30T22:33:42Z,5530000,12.0,16.0,1,left,T. Watford driving Layup (10 PTS),[1630570],1610612757.0,POR,driving,,,Watford,T. Watford,,,,,2.03,Made,10.0,,,,,,,,,,,,,,,,,
567,PT01M52.00S,2022-01-30T22:33:59.1Z,4,REGULAR,foul,personal,['2freethrow'],203503,,,1610612741,128,114,2022-01-30T22:34:06Z,5540000,,,0,,T. Snell shooting personal FOUL (1 PF) (Dosunmu 2 FT),"[203503, 1630245]",1610612757.0,POR,shooting,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,1628480.0,1.0,0.0,Dosunmu,1630245.0,,
569,PT01M52.00S,2022-01-30T22:34:20.0Z,4,REGULAR,substitution,out,[],203897,,,1610612741,128,114,2022-01-30T22:34:25Z,5560000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
570,PT01M52.00S,2022-01-30T22:34:20.0Z,4,REGULAR,substitution,out,[],202696,,,1610612741,128,114,2022-01-30T22:34:25Z,5570000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
571,PT01M52.00S,2022-01-30T22:34:20.0Z,4,REGULAR,substitution,in,[],1628396,,,1610612741,128,114,2022-01-30T22:34:25Z,5580000,,,0,,SUB in: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
572,PT01M52.00S,2022-01-30T22:34:20.0Z,4,REGULAR,substitution,in,[],1628972,,,1610612741,128,114,2022-01-30T22:34:25Z,5590000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
573,PT01M52.00S,2022-01-30T22:34:45.1Z,4,REGULAR,freethrow,1 of 2,[],1630245,,,1610612741,129,114,2022-01-30T22:34:45Z,5600000,,,0,,A. Dosunmu Free Throw 1 of 2 (6 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
574,PT01M52.00S,2022-01-30T22:34:58.2Z,4,REGULAR,freethrow,2 of 2,[],1630245,,,1610612741,130,114,2022-01-30T22:34:58Z,5610000,,,0,,A. Dosunmu Free Throw 2 of 2 (7 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
575,PT01M38.00S,2022-01-30T22:35:14.2Z,4,REGULAR,turnover,lost ball,[],1629833,,,1610612757,130,114,2022-01-30T22:35:20Z,5620000,,,0,,K. Blevins lost ball TURNOVER (1 TO),"[1629833, 1628396]",1610612757.0,POR,,,,Blevins,K. Blevins,,,,,,,,1.0,Bradley,1628396.0,,,,,,,,,,,,,,
576,PT01M38.00S,2022-01-30T22:35:14.2Z,4,REGULAR,steal,,[],1628396,,,1610612741,130,114,2022-01-30T22:35:16Z,5630000,,,0,,T. Bradley STEAL (2 STL),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
577,PT01M17.00S,2022-01-30T22:35:34.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628972,93.11760840998686,53.67647058823529,1610612741,130,114,2022-01-30T22:35:41Z,5640000,18.0,12.0,1,right,MISS T. Brown Jr. driving Layup,[1628972],1610612741.0,CHI,driving,,,Brown Jr.,T. Brown Jr.,,,,,2.21,Missed,,,,,,,,,,,,,,,,,,
578,PT01M15.00S,2022-01-30T22:35:36.8Z,4,REGULAR,rebound,defensive,[],203503,,,1610612757,130,114,2022-01-30T22:35:41Z,5650000,,,0,,T. Snell REBOUND (Off:0 Def:3),[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,577.0,3.0,3.0,0.0,,,,,,,
579,PT01M10.00S,2022-01-30T22:35:44.1Z,4,REGULAR,foul,personal,[],1628972,,,1610612757,130,114,2022-01-30T22:36:15Z,5660000,,,0,,T. Brown Jr. personal FOUL (4 PF),"[1628972, 203503]",1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,2714.0,4.0,0.0,Snell,203503.0,,
581,PT01M10.00S,2022-01-30T22:35:50.4Z,4,REGULAR,substitution,out,[],1629632,,,1610612757,130,114,2022-01-30T22:36:01Z,5680000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
582,PT01M10.00S,2022-01-30T22:35:50.4Z,4,REGULAR,substitution,out,[],1630245,,,1610612757,130,114,2022-01-30T22:36:01Z,5690000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
583,PT01M10.00S,2022-01-30T22:35:50.4Z,4,REGULAR,substitution,in,[],1630792,,,1610612757,130,114,2022-01-30T22:36:01Z,5700000,,,0,,SUB in: M. Hill,[1630792],1610612741.0,CHI,,,,Hill,M. Hill,,,,,,,,,,,,,,,,,,,,,,,,
584,PT01M10.00S,2022-01-30T22:35:50.4Z,4,REGULAR,substitution,in,[],1628035,,,1610612757,130,114,2022-01-30T22:36:01Z,5710000,,,0,,SUB in: A. McKinnie,[1628035],1610612741.0,CHI,,,,McKinnie,A. McKinnie,,,,,,,,,,,,,,,,,,,,,,,,
585,PT00M52.40S,2022-01-30T22:36:26.2Z,4,REGULAR,turnover,bad pass,[],1629833,,,1610612757,130,114,2022-01-30T22:36:30Z,5720000,,,0,,K. Blevins bad pass TURNOVER (2 TO),"[1629833, 1628396]",1610612757.0,POR,,,,Blevins,K. Blevins,,,,,,,,2.0,Bradley,1628396.0,,,,,,,,,,,,,,
586,PT00M52.40S,2022-01-30T22:36:26.2Z,4,REGULAR,steal,,[],1628396,,,1610612741,130,114,2022-01-30T22:36:28Z,5730000,,,0,,T. Bradley STEAL (3 STL),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
587,PT00M48.10S,2022-01-30T22:36:30.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628035,94.56307490144546,52.69607843137255,1610612741,130,114,2022-01-30T22:36:38Z,5740000,13.0,-1.0,1,right,MISS A. McKinnie driving Layup,[1628035],1610612741.0,CHI,driving,,,McKinnie,A. McKinnie,,,,,1.36,Missed,,,,,,,,,,,,,,,,,,
588,PT00M46.40S,2022-01-30T22:36:32.3Z,4,REGULAR,rebound,defensive,[],1628372,,,1610612757,130,114,2022-01-30T22:36:32Z,5750000,,,0,,D. Smith Jr. REBOUND (Off:1 Def:3),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,587.0,4.0,3.0,1.0,,,,,,,
589,PT00M43.20S,2022-01-30T22:36:36.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630535,5.863994743758213,48.77450980392157,1610612757,130,116,2022-01-30T22:36:45Z,5760000,6.0,3.0,1,left,G. Brown III cutting DUNK (4 PTS) (K. Blevins 1 AST),"[1630535, 1629833]",1610612757.0,POR,cutting,,,Brown III,G. Brown III,,,,,0.66,Made,4.0,,,,K. Blevins,1629833.0,1.0,,,,,,,,,,,
591,PT00M27.80S,2022-01-30T22:36:54.4Z,4,REGULAR,3pt,Jump Shot,[],1630792,77.87450722733246,88.48039215686273,1610612741,130,116,2022-01-30T22:37:00Z,5780000,192.0,155.0,1,right,MISS M. Hill 24' 3PT,[1630792],1610612741.0,CHI,,,,Hill,M. Hill,,,,,24.74,Missed,,,,,,,,,,,,,,,,,,
592,PT00M25.10S,2022-01-30T22:36:57.1Z,4,REGULAR,rebound,defensive,[],1628372,,,1610612757,130,116,2022-01-30T22:37:00Z,5790000,,,0,,D. Smith Jr. REBOUND (Off:1 Def:4),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,591.0,5.0,4.0,1.0,,,,,,,
593,PT00M18.80S,2022-01-30T22:37:03.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,7.440867279894875,47.794117647058826,1610612757,130,116,2022-01-30T22:37:09Z,5800000,11.0,17.0,1,left,MISS D. Smith Jr. Layup,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,2.06,Missed,,,,,,,,,,,,,,,,,,
594,PT00M15.10S,2022-01-30T22:37:07.6Z,4,REGULAR,rebound,defensive,[],1628035,,,1610612741,130,116,2022-01-30T22:37:07Z,5810000,,,0,,A. McKinnie REBOUND (Off:0 Def:1),[1628035],1610612741.0,CHI,,,,McKinnie,A. McKinnie,,,,,,,,,,,,,,593.0,1.0,1.0,0.0,,,,,,,
595,PT00M00.00S,2022-01-30T22:37:26.1Z,4,REGULAR,period,end,[],0,,,1610612741,130,116,2022-01-30T22:37:26Z,5820000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT00M00.00S,2022-01-30T22:37:28.9Z,4,REGULAR,game,end,[],0,,,0,130,116,2022-01-30T22:37:28Z,5830000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
