actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
189,PT11M44.00S,2022-01-13T03:43:37.3Z,2,REGULAR,2pt,Jump Shot,[],201988,73.53810775295663,36.51960784313725,1610612751,31,40,2022-01-13T03:44:13Z,1860000,-67.0,196.0,1,right,P. Mills 20' pullup Jump Shot (8 PTS) (K. Edwards 1 AST),"[201988, 1630556]",1610612751.0,BKN,pullup,,,Mills,P. Mills,,,,,20.75,Made,,,,,,,,,,,,,,,8.0,K. Edwards,1630556.0,1.0
191,PT11M27.00S,2022-01-13T03:43:54.1Z,2,REGULAR,2pt,Jump Shot,[],201942,17.821944809461236,25.0,1610612741,31,40,2022-01-13T03:44:13Z,1880000,125.0,115.0,1,left,MISS D. DeRozan 16' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,16.99,Missed,,,,,,,,,,,,,,,,,,
192,PT11M25.00S,2022-01-13T03:43:56.1Z,2,REGULAR,rebound,defensive,[],201949,,,1610612751,31,40,2022-01-13T03:43:56Z,1890000,,,0,,J. Johnson REBOUND (Off:0 Def:1),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,191.0,1.0,1.0,0.0,,,,,,,,,,,,,,
194,PT11M08.00S,2022-01-13T03:44:12.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,91.14651773981603,50.73529411764706,1610612751,31,40,2022-01-13T03:44:22Z,1900000,4.0,31.0,1,right,MISS J. Harden Layup,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,3.09,Missed,,,,,,,,,,,,,,,,,,
195,PT11M02.00S,2022-01-13T03:44:18.6Z,2,REGULAR,rebound,offensive,[],1630556,,,1610612751,31,40,2022-01-13T03:44:42Z,1910000,,,0,,K. Edwards REBOUND (Off:1 Def:0),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,194.0,1.0,0.0,1.0,,,,,,,,,,,,,,
196,PT11M02.00S,2022-01-13T03:44:18.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630556,94.40999984741211,50.0,1610612751,31,40,2022-01-13T05:28:29Z,1920000,0.0,0.0,1,right,MISS K. Edwards putback Layup - blocked,"[1630556, 1628396]",1610612751.0,BKN,putback,,,Edwards,K. Edwards,,,,,0.0,Missed,,,,,,,,,,,,,Bradley,1628396.0,,,,
197,PT11M02.00S,2022-01-13T03:44:18.7Z,2,REGULAR,block,,[],1628396,,,1610612751,31,40,2022-01-13T03:44:20Z,1930000,,,0,,T. Bradley BLOCK (1 BLK),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
198,PT11M00.00S,2022-01-13T03:44:20.7Z,2,REGULAR,rebound,defensive,[],1628396,,,1610612741,31,40,2022-01-13T03:44:39Z,1940000,,,0,,T. Bradley REBOUND (Off:0 Def:2),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,196.0,2.0,2.0,0.0,,,,,,,,,,,,,,
199,PT10M44.00S,2022-01-13T03:44:49.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629632,10.85742444152431,57.59803921568627,1610612741,33,40,2022-01-13T03:44:53Z,1950000,-38.0,50.0,1,left,C. White 6' turnaround Jump Shot (8 PTS),[1629632],1610612741.0,CHI,turnaround,,,White,C. White,,,,,6.25,Made,,,,,,,,,,,,,,,8.0,,,
200,PT10M26.00S,2022-01-13T03:45:07.4Z,2,REGULAR,3pt,Jump Shot,[],201949,68.9388961892247,70.58823529411765,1610612751,33,40,2022-01-13T03:45:12Z,1960000,103.0,239.0,1,right,MISS J. Johnson 26' 3PT,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,26.07,Missed,,,,,,,,,,,,,,,,,,
201,PT10M23.00S,2022-01-13T03:45:10.4Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,33,40,2022-01-13T03:45:12Z,1970000,,,0,,D. DeRozan REBOUND (Off:1 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,200.0,2.0,1.0,1.0,,,,,,,,,,,,,,
202,PT10M12.00S,2022-01-13T03:45:24.1Z,2,REGULAR,foul,personal,['2freethrow'],1630556,,,1610612741,33,40,2022-01-13T03:45:33Z,1980000,,,0,,K. Edwards shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1630556, 201942]",1610612751.0,BKN,shooting,,,Edwards,K. Edwards,,,,,,,,,,,,,,202058.0,1.0,0.0,DeRozan,201942.0,,,,,,
204,PT10M12.00S,2022-01-13T03:45:49.0Z,2,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,33,40,2022-01-13T03:46:14Z,2000000,,,0,,MISS D. DeRozan Free Throw 1 of 2,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Missed,,,,,,,,,,,,,,,,,,
205,PT10M12.00S,2022-01-13T03:45:49.0Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612741,33,40,2022-01-13T03:46:14Z,2010000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,204.0,,,,,,,,,,,,,,,,,
206,PT10M12.00S,2022-01-13T03:45:49.0Z,2,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,33,40,2022-01-13T03:46:14Z,2020000,,,0,,MISS D. DeRozan Free Throw 2 of 2,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Missed,,,,,,,,,,,,,,,,,,
207,PT10M10.00S,2022-01-13T03:45:51.0Z,2,REGULAR,rebound,defensive,[],201988,,,1610612751,33,40,2022-01-13T03:46:14Z,2030000,,,0,,P. Mills REBOUND (Off:0 Def:1),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,206.0,1.0,1.0,0.0,,,,,,,,,,,,,,
208,PT09M54.00S,2022-01-13T03:46:26.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201949,93.38042049934296,52.69607843137255,1610612751,33,42,2022-01-13T03:46:30Z,2040000,13.0,10.0,1,right,J. Johnson Layup (2 PTS) (J. Harden 4 AST),"[201949, 201935]",1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,1.66,Made,,,,,,,,,,,,,,,2.0,J. Harden,201935.0,4.0
210,PT09M43.00S,2022-01-13T03:46:40.2Z,2,REGULAR,foul,personal,[],201949,,,1610612741,33,42,2022-01-13T03:47:17Z,2060000,,,0,,J. Johnson personal FOUL (1 PF),"[201949, 201942]",1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,202026.0,1.0,0.0,DeRozan,201942.0,,,,,,
212,PT09M43.00S,2022-01-13T03:46:52.4Z,2,REGULAR,substitution,out,[],1629632,,,1610612741,33,42,2022-01-13T03:46:58Z,2080000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M43.00S,2022-01-13T03:46:52.4Z,2,REGULAR,substitution,in,[],203897,,,1610612741,33,42,2022-01-13T03:46:58Z,2090000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M32.00S,2022-01-13T03:47:19.2Z,2,REGULAR,3pt,Jump Shot,[],1628972,20.844283837056505,10.53921568627451,1610612741,36,42,2022-01-13T03:47:23Z,2100000,197.0,143.0,1,left,T. Brown Jr. 24' 3PT  (3 PTS) (Z. LaVine 3 AST),"[1628972, 203897]",1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,24.39,Made,,,,,,,,,,,,,,,3.0,Z. LaVine,203897.0,3.0
216,PT09M19.00S,2022-01-13T03:47:32.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,93.11760840998686,48.28431372549019,1610612751,36,42,2022-01-13T03:47:44Z,2120000,-9.0,12.0,1,right,MISS J. Harden driving Layup - blocked,"[201935, 1628396]",1610612751.0,BKN,driving,,,Harden,J. Harden,,,,,1.49,Missed,,,,,,,,,,,,,Bradley,1628396.0,,,,
217,PT09M19.00S,2022-01-13T03:47:32.2Z,2,REGULAR,block,,[],1628396,,,1610612751,36,42,2022-01-13T03:47:34Z,2130000,,,0,,T. Bradley BLOCK (2 BLK),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M16.00S,2022-01-13T03:47:35.2Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,36,42,2022-01-13T03:47:44Z,2140000,,,0,,D. DeRozan REBOUND (Off:1 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,216.0,3.0,2.0,1.0,,,,,,,,,,,,,,
219,PT09M10.00S,2022-01-13T03:47:40.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201942,6.783837056504599,52.69607843137255,1610612741,36,42,2022-01-13T03:47:48Z,2150000,-13.0,11.0,1,left,MISS D. DeRozan driving Layup,[201942],1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,1.76,Missed,,,,,,,,,,,,,,,,,,
220,PT09M07.00S,2022-01-13T03:47:43.6Z,2,REGULAR,rebound,defensive,[],1630560,,,1610612751,36,42,2022-01-13T03:47:43Z,2160000,,,0,,C. Thomas REBOUND (Off:0 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,219.0,1.0,1.0,0.0,,,,,,,,,,,,,,
221,PT09M05.00S,2022-01-13T03:47:45.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201988,95.0886990801577,96.32352941176471,1610612751,36,45,2022-01-13T03:47:52Z,2170000,232.0,-6.0,1,right,P. Mills 3PT  (11 PTS) (J. Harden 5 AST),"[201988, 201935]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,23.17,Made,,,,,,,,,,,,,,,11.0,J. Harden,201935.0,5.0
223,PT08M59.00S,2022-01-13T03:47:55.5Z,2,REGULAR,foul,personal,[],201988,,,1610612741,36,45,2022-01-13T03:48:07Z,2190000,,,0,,P. Mills personal FOUL (1 PF),"[201988, 203897]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,1626301.0,1.0,0.0,LaVine,203897.0,,,,,,
225,PT08M59.00S,2022-01-13T03:48:03.8Z,2,REGULAR,substitution,out,[],1628396,,,1610612741,36,45,2022-01-13T03:48:06Z,2210000,,,0,,SUB out: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M59.00S,2022-01-13T03:48:03.8Z,2,REGULAR,substitution,in,[],202696,,,1610612741,36,45,2022-01-13T03:48:06Z,2220000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M48.00S,2022-01-13T03:48:28.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,9.280551905387648,62.5,1610612741,38,45,2022-01-13T03:48:33Z,2230000,-62.0,35.0,1,left,D. DeRozan 7' turnaround Jump Shot (11 PTS),[201942],1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,7.15,Made,,,,,,,,,,,,,,,11.0,,,
228,PT08M37.00S,2022-01-13T03:48:42.5Z,2,REGULAR,turnover,out-of-bounds,[],201949,,,1610612751,38,45,2022-01-13T03:48:48Z,2240000,,,0,,J. Johnson step out-of-bounds TURNOVER (1 TO),[201949],1610612751.0,BKN,step,,,Johnson,J. Johnson,,,,,,,,,,,1.0,,,1626301.0,,,,,,,,,,
229,PT08M21.00S,2022-01-13T03:49:07.9Z,2,REGULAR,foul,personal,['2freethrow'],201949,,,1610612741,38,45,2022-01-13T03:49:18Z,2250000,,,0,,J. Johnson shooting personal FOUL (2 PF) (Vucevic 2 FT),"[201949, 202696]",1610612751.0,BKN,shooting,,,Johnson,J. Johnson,,,,,,,,,,,,,,202058.0,2.0,0.0,Vucevic,202696.0,,,,,,
231,PT08M21.00S,2022-01-13T03:49:33.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],202696,,,1610612741,39,45,2022-01-13T03:49:33Z,2270000,,,0,,N. Vucevic Free Throw 1 of 2 (5 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,Made,,,,,,,,,,,,,,,5.0,,,
232,PT08M21.00S,2022-01-13T03:49:51.5Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],202696,,,1610612741,40,45,2022-01-13T03:49:51Z,2280000,,,0,,N. Vucevic Free Throw 2 of 2 (6 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,Made,,,,,,,,,,,,,,,6.0,,,
233,PT08M03.00S,2022-01-13T03:50:12.3Z,2,REGULAR,3pt,Jump Shot,[],201935,65.52233902759527,52.20588235294118,1610612751,40,48,2022-01-13T03:50:17Z,2290000,11.0,272.0,1,right,J. Harden 27' 3PT step back (11 PTS),[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,27.18,Made,,,,,,,,,,,,,,,11.0,,,
234,PT07M42.00S,2022-01-13T03:50:33.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203897,5.863994743758213,50.73529411764706,1610612741,42,48,2022-01-13T03:50:37Z,2300000,-4.0,3.0,1,left,Z. LaVine driving DUNK (8 PTS) (L. Ball 4 AST),"[203897, 1628366]",1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,0.45,Made,,,,,,,,,,,,,,,8.0,L. Ball,1628366.0,4.0
236,PT07M22.00S,2022-01-13T03:50:52.4Z,2,REGULAR,3pt,Jump Shot,[],1630560,96.27135348226018,94.36274509803921,1610612751,42,48,2022-01-13T03:50:59Z,2320000,222.0,-17.0,1,right,MISS C. Thomas 3PT,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,22.25,Missed,,,,,,,,,,,,,,,,,,
237,PT07M18.00S,2022-01-13T03:50:56.4Z,2,REGULAR,rebound,offensive,[],201935,,,1610612751,42,48,2022-01-13T03:50:59Z,2330000,,,0,,J. Harden REBOUND (Off:1 Def:2),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,236.0,3.0,2.0,1.0,,,,,,,,,,,,,,
238,PT07M17.00S,2022-01-13T03:51:02.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,42,48,2022-01-13T03:51:01Z,2340000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M17.00S,2022-01-13T03:51:11.2Z,2,REGULAR,substitution,out,[],201942,,,1610612751,42,48,2022-01-13T03:51:23Z,2350000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M17.00S,2022-01-13T03:51:11.2Z,2,REGULAR,substitution,out,[],201988,,,1610612751,42,48,2022-01-13T03:51:23Z,2360000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M17.00S,2022-01-13T03:51:11.2Z,2,REGULAR,substitution,in,[],1629632,,,1610612751,42,48,2022-01-13T03:51:23Z,2370000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M17.00S,2022-01-13T03:51:11.2Z,2,REGULAR,substitution,in,[],202681,,,1610612751,42,48,2022-01-13T03:51:23Z,2380000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M17.00S,2022-01-13T03:51:11.2Z,2,REGULAR,substitution,out,[],201949,,,1610612751,42,48,2022-01-13T03:52:16Z,2390000,,,0,,SUB out: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M17.00S,2022-01-13T03:51:11.2Z,2,REGULAR,substitution,in,[],1630549,,,1610612751,42,48,2022-01-13T03:52:16Z,2395000,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M07.00S,2022-01-13T03:51:53.2Z,2,REGULAR,foul,personal,[],1628972,,,1610612751,42,48,2022-01-13T03:52:02Z,2400000,,,0,,T. Brown Jr. personal FOUL (2 PF),"[1628972, 1630549]",1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,202026.0,2.0,0.0,Sharpe,1630549.0,,,,,,
246,PT06M56.00S,2022-01-13T03:52:11.6Z,2,REGULAR,foul,personal,['3freethrow'],1628972,,,1610612751,42,48,2022-01-13T03:54:41Z,2420000,,,0,,T. Brown Jr. shooting personal FOUL (3 PF) (Harden 3 FT),"[1628972, 201935]",1610612741.0,CHI,shooting,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,202026.0,3.0,0.0,Harden,201935.0,,,,,,
250,PT06M56.00S,2022-01-13T03:52:23.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,42,48,2022-01-13T03:52:23Z,2440000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M56.00S,2022-01-13T03:56:03.3Z,2,REGULAR,freethrow,1 of 3,['2ndchance'],201935,,,1610612751,42,49,2022-01-13T03:56:03Z,2450000,,,0,,J. Harden Free Throw 1 of 3 (12 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,,,,,,,,,,,,,,,12.0,,,
252,PT06M56.00S,2022-01-13T03:56:18.5Z,2,REGULAR,freethrow,2 of 3,['2ndchance'],201935,,,1610612751,42,50,2022-01-13T03:56:18Z,2460000,,,0,,J. Harden Free Throw 2 of 3 (13 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,,,,,,,,,,,,,,,13.0,,,
253,PT06M56.00S,2022-01-13T03:56:31.3Z,2,REGULAR,freethrow,3 of 3,['2ndchance'],201935,,,1610612751,42,51,2022-01-13T03:56:31Z,2470000,,,0,,J. Harden Free Throw 3 of 3 (14 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,,,,,,,,,,,,,,,14.0,,,
254,PT06M48.00S,2022-01-13T03:56:42.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630549,,,1610612741,42,51,2022-01-13T03:56:49Z,2480000,,,0,,D. Sharpe shooting personal FOUL (3 PF) (Ball 2 FT),"[1630549, 1628366]",1610612751.0,BKN,shooting,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,202026.0,3.0,0.0,Ball,1628366.0,,,,,,
256,PT06M48.00S,2022-01-13T03:57:14.7Z,2,REGULAR,freethrow,1 of 2,[],1628366,,,1610612741,43,51,2022-01-13T03:57:32Z,2500000,,,0,,L. Ball Free Throw 1 of 2 (4 PTS),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,Made,,,,,,,,,,,,,,,4.0,,,
257,PT06M48.00S,2022-01-13T03:57:14.7Z,2,REGULAR,freethrow,2 of 2,[],1628366,,,1610612741,43,51,2022-01-13T03:57:32Z,2510000,,,0,,MISS L. Ball Free Throw 2 of 2,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,Missed,,,,,,,,,,,,,,,,,,
258,PT06M46.00S,2022-01-13T03:57:16.7Z,2,REGULAR,rebound,defensive,[],201935,,,1610612751,43,51,2022-01-13T03:57:32Z,2520000,,,0,,J. Harden REBOUND (Off:1 Def:3),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,257.0,4.0,3.0,1.0,,,,,,,,,,,,,,
259,PT06M33.00S,2022-01-13T03:57:44.0Z,2,REGULAR,3pt,Jump Shot,[],202681,72.35545335085413,79.65686274509804,1610612751,43,51,2022-01-13T03:57:49Z,2530000,148.0,207.0,1,right,MISS K. Irving 25' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,25.5,Missed,,,,,,,,,,,,,,,,,,
260,PT06M29.00S,2022-01-13T03:57:48.0Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,43,51,2022-01-13T03:57:49Z,2540000,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,259.0,1.0,1.0,0.0,,,,,,,,,,,,,,
261,PT06M20.00S,2022-01-13T03:57:55.6Z,2,REGULAR,2pt,Jump Shot,[],202696,6.389618922470433,79.41176470588235,1610612741,45,51,2022-01-13T03:58:02Z,2550000,-147.0,8.0,1,left,N. Vucevic 14' Jump Shot (8 PTS) (Z. LaVine 4 AST),"[202696, 203897]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,14.73,Made,,,,,,,,,,,,,,,8.0,Z. LaVine,203897.0,4.0
263,PT06M03.00S,2022-01-13T03:58:12.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,87.72996057818659,59.55882352941176,1610612751,45,51,2022-01-13T03:58:23Z,2570000,48.0,63.0,1,right,MISS K. Irving 7' pullup Shot,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,7.89,Missed,,,,,,,,,,,,,,,,,,
264,PT06M02.00S,2022-01-13T03:58:13.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612741,45,51,2022-01-13T03:58:23Z,2580000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,263.0,,,,,,,,,,,,,,,,,
265,PT06M02.00S,2022-01-13T03:58:22.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,45,51,2022-01-13T03:58:22Z,2590000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT06M02.00S,2022-01-13T03:58:25.0Z,2,REGULAR,substitution,out,[],201935,,,1610612741,45,51,2022-01-13T03:58:35Z,2600000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
267,PT06M02.00S,2022-01-13T03:58:25.0Z,2,REGULAR,substitution,out,[],1630549,,,1610612741,45,51,2022-01-13T03:58:35Z,2610000,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,
268,PT06M02.00S,2022-01-13T03:58:25.0Z,2,REGULAR,substitution,in,[],201142,,,1610612741,45,51,2022-01-13T03:58:35Z,2620000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,
269,PT06M02.00S,2022-01-13T03:58:25.0Z,2,REGULAR,substitution,in,[],201933,,,1610612741,45,51,2022-01-13T03:58:35Z,2630000,,,0,,SUB in: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M56.00S,2022-01-13T03:58:48.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630556,,,1610612741,45,51,2022-01-13T03:58:59Z,2640000,,,0,,K. Edwards personal FOUL (2 PF) (LaVine 2 FT),"[1630556, 203897]",1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,1626301.0,2.0,0.0,LaVine,203897.0,,,,,,
272,PT05M56.00S,2022-01-13T03:59:17.5Z,2,REGULAR,freethrow,1 of 2,[],203897,,,1610612741,46,51,2022-01-13T03:59:17Z,2660000,,,0,,Z. LaVine Free Throw 1 of 2 (9 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,Made,,,,,,,,,,,,,,,9.0,,,
273,PT05M56.00S,2022-01-13T03:59:18.1Z,2,REGULAR,substitution,out,[],1628972,,,1610612741,46,51,2022-01-13T03:59:21Z,2670000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
274,PT05M56.00S,2022-01-13T03:59:18.1Z,2,REGULAR,substitution,in,[],1628035,,,1610612741,46,51,2022-01-13T03:59:21Z,2680000,,,0,,SUB in: A. McKinnie,[1628035],1610612741.0,CHI,,,,McKinnie,A. McKinnie,,,,,,,,,,,,,,,,,,,,,,,,
275,PT05M56.00S,2022-01-13T03:59:34.2Z,2,REGULAR,freethrow,2 of 2,[],203897,,,1610612741,47,51,2022-01-13T03:59:34Z,2690000,,,0,,Z. LaVine Free Throw 2 of 2 (10 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,Made,,,,,,,,,,,,,,,10.0,,,
276,PT05M39.00S,2022-01-13T03:59:52.8Z,2,REGULAR,2pt,Jump Shot,[],201142,78.40013140604468,52.450980392156865,1610612751,47,53,2022-01-13T03:59:59Z,2700000,12.0,151.0,1,right,K. Durant 15' Jump Shot (10 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,15.1,Made,,,,,,,,,,,,,,,10.0,,,
277,PT05M24.00S,2022-01-13T04:00:07.9Z,2,REGULAR,2pt,Jump Shot,[],202696,20.581471747700395,32.1078431372549,1610612741,47,53,2022-01-13T04:00:13Z,2710000,89.0,141.0,1,left,MISS N. Vucevic 16' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,16.7,Missed,,,,,,,,,,,,,,,,,,
278,PT05M21.00S,2022-01-13T04:00:10.9Z,2,REGULAR,rebound,defensive,[],1630560,,,1610612751,47,53,2022-01-13T04:00:13Z,2720000,,,0,,C. Thomas REBOUND (Off:0 Def:2),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,277.0,2.0,2.0,0.0,,,,,,,,,,,,,,
279,PT05M16.00S,2022-01-13T04:00:17.9Z,2,REGULAR,turnover,out-of-bounds,[],1630556,,,1610612751,47,53,2022-01-13T04:00:25Z,2730000,,,0,,K. Edwards lost ball out-of-bounds TURNOVER (1 TO),[1630556],1610612751.0,BKN,lost ball,,,Edwards,K. Edwards,,,,,,,,,,,1.0,,,1626301.0,,,,,,,,,,
280,PT05M16.00S,2022-01-13T04:00:21.4Z,2,REGULAR,substitution,out,[],1628366,,,1610612741,47,53,2022-01-13T04:00:25Z,2740000,,,0,,SUB out: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
281,PT05M16.00S,2022-01-13T04:00:21.4Z,2,REGULAR,substitution,in,[],201942,,,1610612741,47,53,2022-01-13T04:00:25Z,2750000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
