actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
355,PT08M35.00S,2022-03-13T02:22:45.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629636,32.53942181340342,46.32352941176471,1610612739,59,46,2022-03-13T02:22:53Z,3520000,18.0,253.0,1,left,MISS D. Garland 25' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,25.41,Missed,,,,,,,,,,,,,,,,,
356,PT08M32.00S,2022-03-13T02:22:48.1Z,3,REGULAR,rebound,defensive,[],1629750,,,1610612741,59,46,2022-03-13T02:22:53Z,3530000,,,0,,J. Green REBOUND (Off:2 Def:4),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,355.0,6.0,4.0,2.0,,,,,,,
357,PT08M27.00S,2022-03-13T02:22:54.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629632,69.07030223390277,22.54901960784314,1610612741,59,46,2022-03-13T02:23:01Z,3540000,-137.0,238.0,1,right,MISS C. White 27' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,27.49,Missed,,,,,,,,,,,,,,,,,
358,PT08M24.00S,2022-03-13T02:22:57.0Z,3,REGULAR,rebound,defensive,[],201567,,,1610612739,59,46,2022-03-13T02:23:01Z,3550000,,,0,,K. Love REBOUND (Off:0 Def:4),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,357.0,4.0,4.0,0.0,,,,,,,
359,PT08M05.00S,2022-03-13T02:23:16.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,10.5946123521682,55.63725490196079,1610612739,59,46,2022-03-13T02:23:20Z,3560000,-28.0,47.0,1,left,MISS E. Mobley driving floating Shot,[1630596],1610612739.0,CLE,driving floating,,,Mobley,E. Mobley,,,,,,,5.49,Missed,,,,,,,,,,,,,,,,,
360,PT08M04.00S,2022-03-13T02:23:17.1Z,3,REGULAR,rebound,defensive,[],1629632,,,1610612741,59,46,2022-03-13T02:23:20Z,3570000,,,0,,C. White REBOUND (Off:2 Def:5),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,359.0,7.0,5.0,2.0,,,,,,,
361,PT08M01.00S,2022-03-13T02:23:19.4Z,3,REGULAR,turnover,bad pass,[],1629632,,,1610612741,59,46,2022-03-13T02:23:25Z,3580000,,,0,,C. White bad pass TURNOVER (2 TO),"[1629632, 1630171]",1610612741.0,CHI,,,,White,C. White,,,,,,2.0,,,,,,,,,,,,,,,,,Okoro,1630171.0,
362,PT08M01.00S,2022-03-13T02:23:19.4Z,3,REGULAR,steal,,[],1630171,,,1610612739,59,46,2022-03-13T02:23:57Z,3590000,,,0,,I. Okoro STEAL (2 STL),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT07M47.00S,2022-03-13T02:23:33.3Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1629636,3.3672798948751645,81.86274509803921,1610612739,59,48,2022-03-13T02:23:39Z,3600000,-159.0,-21.0,1,left,D. Garland 16' fadeaway Jump Shot (8 PTS),[1629636],1610612739.0,CLE,fadeaway,,,Garland,D. Garland,,,,,,,16.07,Made,8.0,,,,,,,,,,,,,,,,
364,PT07M46.00S,2022-03-13T02:23:38.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,59,48,2022-03-13T02:23:38Z,3610000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT07M35.00S,2022-03-13T02:26:42.5Z,3,REGULAR,2pt,Jump Shot,[],201942,74.85216819973719,45.588235294117645,1610612741,59,48,2022-03-13T02:26:48Z,3620000,-22.0,184.0,1,right,MISS D. DeRozan 18' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,,,18.52,Missed,,,,,,,,,,,,,,,,,
366,PT07M30.00S,2022-03-13T02:26:47.5Z,3,REGULAR,rebound,defensive,[],201567,,,1610612739,59,48,2022-03-13T02:26:48Z,3630000,,,0,,K. Love REBOUND (Off:0 Def:5),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,365.0,5.0,5.0,0.0,,,,,,,
367,PT07M17.00S,2022-03-13T02:27:00.9Z,3,REGULAR,turnover,bad pass,[],1630596,,,1610612739,59,48,2022-03-13T02:29:12Z,3640000,,,0,,E. Mobley bad pass TURNOVER (2 TO),"[1630596, 1629750]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,2.0,,,,,,,,,,,,,,,,,Green,1629750.0,
368,PT07M17.00S,2022-03-13T02:27:00.9Z,3,REGULAR,steal,,[],1629750,,,1610612741,59,48,2022-03-13T02:27:02Z,3650000,,,0,,J. Green STEAL (1 STL),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT07M05.00S,2022-03-13T02:27:12.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629750,71.43561103810775,73.2843137254902,1610612741,62,48,2022-03-13T02:27:21Z,3660000,116.0,216.0,1,right,J. Green 24' 3PT  (7 PTS) (D. DeRozan 5 AST),"[1629750, 201942]",1610612741.0,CHI,,,,Green,J. Green,,,,,,,24.54,Made,7.0,D. DeRozan,201942.0,5.0,,,,,,,,,,,,,
371,PT06M47.00S,2022-03-13T02:27:29.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,7.30946123521682,50.245098039215684,1610612739,62,50,2022-03-13T02:27:33Z,3680000,-1.0,16.0,1,left,D. Garland cutting Layup (10 PTS) (K. Love 1 AST),"[1629636, 201567]",1610612739.0,CLE,cutting,,,Garland,D. Garland,,,,,,,1.62,Made,10.0,K. Love,201567.0,1.0,,,,,,,,,,,,,
373,PT06M31.00S,2022-03-13T02:27:46.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202696,86.41590013140605,47.30392156862745,1610612741,62,50,2022-03-13T02:27:51Z,3700000,-13.0,75.0,1,right,MISS N. Vucevic 7' Hook,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,7.64,Missed,,,,,,,,,,,,,,,,,
374,PT06M29.00S,2022-03-13T02:27:48.5Z,3,REGULAR,rebound,defensive,[],201567,,,1610612739,62,50,2022-03-13T02:27:51Z,3710000,,,0,,K. Love REBOUND (Off:0 Def:6),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,373.0,6.0,6.0,0.0,,,,,,,
375,PT06M26.00S,2022-03-13T02:27:51.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629636,5.338370565045992,49.754901960784316,1610612739,62,52,2022-03-13T02:28:27Z,3720000,1.0,-2.0,1,left,D. Garland running Layup (12 PTS) (K. Love 2 AST),"[1629636, 201567]",1610612739.0,CLE,running,,,Garland,D. Garland,,,,,,,0.26,Made,12.0,K. Love,201567.0,2.0,,,,,,,,,,,,,
377,PT06M12.00S,2022-03-13T02:28:09.0Z,3,REGULAR,foul,personal,[],1630171,,,1610612741,62,52,2022-03-13T02:28:24Z,3740000,,,0,,I. Okoro personal FOUL (1 PF),"[1630171, 202696]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,202053.0,,,,,,,,,,,,,,1.0,0.0,Vucevic,202696.0,,,
379,PT05M59.00S,2022-03-13T02:28:40.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202696,91.5407358738502,52.20588235294118,1610612741,62,52,2022-03-13T02:28:44Z,3760000,11.0,27.0,1,right,MISS N. Vucevic turnaround Hook - blocked,"[202696, 1630596]",1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,,,2.92,Missed,,,,,Mobley,1630596.0,,,,,,,,,,,
380,PT05M59.00S,2022-03-13T02:28:40.0Z,3,REGULAR,block,,[],1630596,,,1610612741,62,52,2022-03-13T02:28:42Z,3770000,,,0,,E. Mobley BLOCK (2 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT05M56.00S,2022-03-13T02:28:43.0Z,3,REGULAR,rebound,defensive,[],1629636,,,1610612739,62,52,2022-03-13T02:28:44Z,3780000,,,0,,D. Garland REBOUND (Off:1 Def:4),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,379.0,5.0,4.0,1.0,,,,,,,
382,PT05M47.00S,2022-03-13T02:28:51.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,7.835085413929041,50.0,1610612739,62,52,2022-03-13T02:28:56Z,3790000,0.0,21.0,1,left,MISS D. Garland driving Layup,[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,,,2.11,Missed,,,,,,,,,,,,,,,,,
383,PT05M46.00S,2022-03-13T02:28:52.1Z,3,REGULAR,rebound,defensive,[],1629750,,,1610612741,62,52,2022-03-13T02:31:12Z,3800000,,,0,,J. Green REBOUND (Off:2 Def:5),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,382.0,7.0,5.0,2.0,,,,,,,
384,PT05M46.00S,2022-03-13T02:28:55.8Z,3,REGULAR,foul,personal,[],1629731,,,1610612741,62,52,2022-03-13T02:29:02Z,3810000,,,0,,D. Wade personal FOUL (2 PF),"[1629731, 201942]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,2882.0,,,,,,,,,,,,,,2.0,0.0,DeRozan,201942.0,,,
386,PT05M46.00S,2022-03-13T02:29:07.1Z,3,REGULAR,substitution,out,[],201567,,,1610612741,62,52,2022-03-13T02:29:13Z,3830000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT05M46.00S,2022-03-13T02:29:07.1Z,3,REGULAR,substitution,in,[],1626224,,,1610612741,62,52,2022-03-13T02:29:13Z,3840000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT05M44.00S,2022-03-13T02:29:35.6Z,3,REGULAR,foul,personal,[],1629731,,,1610612741,62,52,2022-03-13T02:29:41Z,3850000,,,0,,D. Wade personal FOUL (3 PF),"[1629731, 201942]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,2882.0,,,,,,,,,,,,,,3.0,0.0,DeRozan,201942.0,,,
390,PT05M37.00S,2022-03-13T02:30:03.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,62,52,2022-03-13T02:30:03Z,3870000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT05M37.00S,2022-03-13T02:30:12.1Z,3,REGULAR,substitution,out,[],1629731,,,1610612741,62,52,2022-03-13T02:30:16Z,3880000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT05M37.00S,2022-03-13T02:30:12.1Z,3,REGULAR,substitution,in,[],1630205,,,1610612741,62,52,2022-03-13T02:30:16Z,3890000,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT05M28.00S,2022-03-13T02:30:30.0Z,3,REGULAR,2pt,Jump Shot,[],201942,78.40013140604468,52.450980392156865,1610612741,62,52,2022-03-13T02:30:42Z,3900000,12.0,151.0,1,right,MISS D. DeRozan 15' Jump Shot,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,15.1,Missed,,,,,,,,,,,,,,,,,
394,PT05M26.00S,2022-03-13T02:30:32.0Z,3,REGULAR,rebound,defensive,[],1630205,,,1610612739,62,52,2022-03-13T02:30:42Z,3910000,,,0,,L. Stevens REBOUND (Off:0 Def:3),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,393.0,3.0,3.0,0.0,,,,,,,
395,PT05M24.00S,2022-03-13T02:30:39.2Z,3,REGULAR,foul,personal,[],1630245,,,1610612739,62,52,2022-03-13T02:30:44Z,3920000,,,0,,A. Dosunmu personal FOUL (2 PF),"[1630245, 1629636]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,1627961.0,,,,,,,,,,,,,,2.0,0.0,Garland,1629636.0,,,
397,PT05M24.00S,2022-03-13T02:30:44.5Z,3,REGULAR,substitution,out,[],201942,,,1610612739,62,52,2022-03-13T02:30:56Z,3940000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT05M24.00S,2022-03-13T02:30:44.5Z,3,REGULAR,substitution,out,[],1629750,,,1610612739,62,52,2022-03-13T02:30:56Z,3950000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT05M24.00S,2022-03-13T02:30:44.5Z,3,REGULAR,substitution,out,[],1630171,,,1610612739,62,52,2022-03-13T02:30:56Z,3960000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT05M24.00S,2022-03-13T02:30:44.5Z,3,REGULAR,substitution,in,[],1627936,,,1610612739,62,52,2022-03-13T02:30:56Z,3970000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT05M24.00S,2022-03-13T02:30:44.5Z,3,REGULAR,substitution,in,[],1627884,,,1610612739,62,52,2022-03-13T02:30:56Z,3980000,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT05M24.00S,2022-03-13T02:30:44.5Z,3,REGULAR,substitution,in,[],200765,,,1610612739,62,52,2022-03-13T02:30:56Z,3990000,,,0,,SUB in: R. Rondo,[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT05M06.00S,2022-03-13T02:31:26.2Z,3,REGULAR,turnover,lost ball,[],1629636,,,1610612739,62,52,2022-03-13T02:31:31Z,4000000,,,0,,D. Garland lost ball TURNOVER (6 TO),"[1629636, 1630245]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,,6.0,,,,,,,,,,,,,,,,,Dosunmu,1630245.0,
404,PT05M06.00S,2022-03-13T02:31:26.2Z,3,REGULAR,steal,,[],1630245,,,1610612741,62,52,2022-03-13T02:31:46Z,4010000,,,0,,A. Dosunmu STEAL (2 STL),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT05M02.00S,2022-03-13T02:31:29.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630245,93.24901445466492,52.94117647058824,1610612741,64,52,2022-03-13T02:31:35Z,4020000,15.0,11.0,1,right,A. Dosunmu running Layup (12 PTS),[1630245],1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,,,1.84,Made,12.0,,,,,,,,,,,,,,,,
406,PT04M45.00S,2022-03-13T02:31:49.3Z,3,REGULAR,foul,personal,['2freethrow'],1630245,,,1610612739,64,52,2022-03-13T02:31:58Z,4030000,,,0,,A. Dosunmu shooting personal FOUL (3 PF) (Garland 2 FT),"[1630245, 1629636]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,2882.0,,,,,,,,,,,,,,3.0,0.0,Garland,1629636.0,,,
408,PT04M45.00S,2022-03-13T02:32:10.2Z,3,REGULAR,freethrow,1 of 2,[],1629636,,,1610612739,64,53,2022-03-13T02:32:10Z,4050000,,,0,,D. Garland Free Throw 1 of 2 (13 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,
409,PT04M45.00S,2022-03-13T02:32:10.8Z,3,REGULAR,substitution,out,[],1629632,,,1610612739,64,53,2022-03-13T02:32:14Z,4060000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT04M45.00S,2022-03-13T02:32:10.8Z,3,REGULAR,substitution,in,[],1628972,,,1610612739,64,53,2022-03-13T02:32:14Z,4070000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT04M45.00S,2022-03-13T02:32:32.6Z,3,REGULAR,freethrow,2 of 2,[],1629636,,,1610612739,64,54,2022-03-13T02:32:32Z,4080000,,,0,,D. Garland Free Throw 2 of 2 (14 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,
412,PT04M32.00S,2022-03-13T02:32:46.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627936,85.10183968462549,48.77450980392157,1610612741,66,54,2022-03-13T02:32:50Z,4090000,-6.0,88.0,1,right,A. Caruso 8' turnaround Jump Shot (5 PTS),[1627936],1610612741.0,CHI,turnaround,,,Caruso,A. Caruso,,,,,,,8.77,Made,5.0,,,,,,,,,,,,,,,,
413,PT04M13.00S,2022-03-13T02:33:05.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630205,10.726018396846255,52.69607843137255,1610612739,66,54,2022-03-13T02:33:48Z,4100000,-13.0,48.0,1,left,MISS L. Stevens driving floating Shot,[1630205],1610612739.0,CLE,driving floating,,,Stevens,L. Stevens,,,,,,,5.02,Missed,,,,,,,,,,,,,,,,,
414,PT04M12.00S,2022-03-13T02:33:06.0Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,66,54,2022-03-13T02:33:10Z,4110000,,,0,,N. Vucevic REBOUND (Off:0 Def:9),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,413.0,9.0,9.0,0.0,,,,,,,
415,PT04M00.00S,2022-03-13T02:33:18.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202696,93.11760840998686,50.49019607843137,1610612741,68,54,2022-03-13T02:33:30Z,4120000,2.0,12.0,1,right,N. Vucevic Hook (15 PTS) (A. Caruso 2 AST),"[202696, 1627936]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,1.25,Made,15.0,A. Caruso,1627936.0,2.0,,,,,,,,,,,,,
417,PT04M00.00S,2022-03-13T02:33:22.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,68,54,2022-03-13T02:33:22Z,4140000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT03M51.00S,2022-03-13T02:36:24.5Z,3,REGULAR,3pt,Jump Shot,[],1626224,33.85348226018397,47.549019607843135,1610612739,68,54,2022-03-13T02:36:31Z,4150000,12.0,266.0,1,left,MISS C. Osman 26' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,26.6,Missed,,,,,,,,,,,,,,,,,
419,PT03M47.00S,2022-03-13T02:36:28.5Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,68,54,2022-03-13T02:36:31Z,4160000,,,0,,N. Vucevic REBOUND (Off:0 Def:10),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,418.0,10.0,10.0,0.0,,,,,,,
420,PT03M39.00S,2022-03-13T02:36:37.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627936,91.5407358738502,46.81372549019608,1610612741,68,54,2022-03-13T02:36:56Z,4170000,-16.0,27.0,1,right,MISS A. Caruso driving Hook,[1627936],1610612741.0,CHI,driving,,,Caruso,A. Caruso,,,,,,,3.13,Missed,,,,,,,,,,,,,,,,,
421,PT03M36.00S,2022-03-13T02:36:40.1Z,3,REGULAR,rebound,defensive,[],1630596,,,1610612739,68,54,2022-03-13T02:36:44Z,4180000,,,0,,E. Mobley REBOUND (Off:1 Def:4),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,420.0,5.0,4.0,1.0,,,,,,,
422,PT03M26.00S,2022-03-13T02:36:49.5Z,3,REGULAR,turnover,lost ball,[],1630596,,,1610612739,68,54,2022-03-13T02:36:54Z,4190000,,,0,,E. Mobley lost ball TURNOVER (3 TO),"[1630596, 202696]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,3.0,,,,,,,,,,,,,,,,,Vucevic,202696.0,
423,PT03M26.00S,2022-03-13T02:36:49.5Z,3,REGULAR,steal,,[],202696,,,1610612741,68,54,2022-03-13T02:41:34Z,4200000,,,0,,N. Vucevic STEAL (2 STL),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT03M24.00S,2022-03-13T02:36:55.7Z,3,REGULAR,foul,personal,['2freethrow'],1629636,,,1610612741,68,54,2022-03-13T02:37:23Z,4210000,,,0,,D. Garland shooting personal FOUL (2 PF) (Caruso 2 FT),"[1629636, 1627936]",1610612739.0,CLE,shooting,,,Garland,D. Garland,,,,,2882.0,,,,,,,,,,,,,,2.0,0.0,Caruso,1627936.0,,,
426,PT03M24.00S,2022-03-13T02:37:26.6Z,3,REGULAR,foul,technical,['1freethrow'],1629636,,,1610612741,68,54,2022-03-13T02:37:44Z,4230000,,,0,,D. Garland technical FOUL (1 Tech),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,2882.0,,,,,,,,,,,,,,2.0,1.0,,,,,
427,PT03M24.00S,2022-03-13T02:37:45.7Z,3,REGULAR,freethrow,1 of 1,[],202696,,,1610612741,68,54,2022-03-13T02:37:45Z,4240000,,,0,,MISS N. Vucevic technical Free Throw 1 of 1,[202696],1610612741.0,CHI,technical,,,Vucevic,N. Vucevic,,,,,,,,Missed,,,,,,,,,,,,,,,,,
428,PT03M24.00S,2022-03-13T02:37:45.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,68,54,2022-03-13T02:37:45Z,4250000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,427.0,,,,,,,,,,
430,PT03M24.00S,2022-03-13T02:38:02.3Z,3,REGULAR,substitution,out,[],1629636,,,1610612741,68,54,2022-03-13T02:38:06Z,4270000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT03M24.00S,2022-03-13T02:38:02.3Z,3,REGULAR,substitution,in,[],201567,,,1610612741,68,54,2022-03-13T02:38:06Z,4280000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT03M24.00S,2022-03-13T02:38:02.6Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627936,,,1610612741,69,54,2022-03-13T02:41:03Z,4282500,,,0,,A. Caruso Free Throw 1 of 2 (6 PTS),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,
432,PT03M24.00S,2022-03-13T02:38:02.6Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627936,,,1610612741,70,54,2022-03-13T02:41:03Z,4283750,,,0,,A. Caruso Free Throw 2 of 2 (7 PTS),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,
433,PT03M00.00S,2022-03-13T02:38:55.6Z,3,REGULAR,foul,personal,['3freethrow'],1630245,,,1610612739,70,54,2022-03-13T02:41:20Z,4285000,,,0,,A. Dosunmu flagrant-type-1 personal FOUL (4 PF) (Rondo 3 FT),"[1630245, 200765]",1610612741.0,CHI,flagrant-type-1,,,Dosunmu,A. Dosunmu,,,,,1627961.0,,,,,,,,,,,,,,4.0,0.0,Rondo,200765.0,,,
435,PT03M00.00S,2022-03-13T02:39:26.1Z,3,REGULAR,instantreplay,request,[],0,,,1610612739,70,54,2022-03-13T02:41:04Z,4320000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Common Foul to Flagrant 1
436,PT03M00.00S,2022-03-13T02:41:23.3Z,3,REGULAR,freethrow,1 of 3,[],200765,,,1610612739,70,54,2022-03-13T02:42:28Z,4330000,,,0,,MISS R. Rondo flagrant Free Throw 1 of 3,[200765],1610612739.0,CLE,flagrant,,,Rondo,R. Rondo,,,,,,,,Missed,,,,,,,,,,,,,,,,,
437,PT03M00.00S,2022-03-13T02:41:23.3Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612739,70,54,2022-03-13T02:42:28Z,4340000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,436.0,,,,,,,,,,
438,PT03M00.00S,2022-03-13T02:41:23.3Z,3,REGULAR,freethrow,2 of 3,[],200765,,,1610612739,70,55,2022-03-13T02:42:28Z,4350000,,,0,,R. Rondo flagrant Free Throw 2 of 3 (7 PTS),[200765],1610612739.0,CLE,flagrant,,,Rondo,R. Rondo,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,
439,PT03M00.00S,2022-03-13T02:41:23.3Z,3,REGULAR,freethrow,3 of 3,[],200765,,,1610612739,70,56,2022-03-13T02:42:28Z,4360000,,,0,,R. Rondo flagrant Free Throw 3 of 3 (8 PTS),[200765],1610612739.0,CLE,flagrant,,,Rondo,R. Rondo,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,
440,PT03M00.00S,2022-03-13T02:41:47.7Z,3,REGULAR,substitution,out,[],1630245,,,1610612741,70,56,2022-03-13T02:42:02Z,4370000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT03M00.00S,2022-03-13T02:41:47.7Z,3,REGULAR,substitution,out,[],200765,,,1610612741,70,56,2022-03-13T02:42:02Z,4380000,,,0,,SUB out: R. Rondo,[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT03M00.00S,2022-03-13T02:41:47.7Z,3,REGULAR,substitution,in,[],1629632,,,1610612741,70,56,2022-03-13T02:42:02Z,4390000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT03M00.00S,2022-03-13T02:41:47.7Z,3,REGULAR,substitution,in,[],1629164,,,1610612741,70,56,2022-03-13T02:42:02Z,4400000,,,0,,SUB in: B. Goodwin,[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,
