actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
178,PT10M44.00S,2021-11-11T01:45:50.9Z,2,REGULAR,3pt,Jump Shot,[],1627884,31.09395532194481,65.44117647058823,1610612741,34,37,2021-11-11T01:46:01Z,1750000,-77.0,240.0,1,left,MISS D. Jones Jr. 25' 3PT,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,Missed,,25.19,,,,,,,,,,,,,
179,PT10M40.00S,2021-11-11T01:45:54.9Z,2,REGULAR,rebound,offensive,[],1628993,,,1610612741,34,37,2021-11-11T01:46:01Z,1760000,,,0,,A. Johnson REBOUND (Off:1 Def:0),[1628993],1610612741.0,CHI,,,,Johnson,A. Johnson,,,,,,,,,,,,,178.0,1.0,0.0,1.0,,,,,,,,,
180,PT10M29.00S,2021-11-11T01:46:05.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628366,32.53942181340342,74.26470588235294,1610612741,37,37,2021-11-11T01:46:09Z,1770000,-121.0,253.0,1,left,L. Ball 28' 3PT  (9 PTS),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,Made,9.0,28.09,,,,,,,,,,,,,
181,PT10M10.00S,2021-11-11T01:46:24.4Z,2,REGULAR,2pt,Jump Shot,[],204001,79.45137976346912,32.1078431372549,1610612742,37,37,2021-11-11T01:46:30Z,1780000,-89.0,141.0,1,right,MISS K. Porzingis 16' fadeaway Shot,[204001],1610612742.0,DAL,fadeaway,,,Porzingis,K. Porzingis,,,,,,,,,,Missed,,16.68,,,,,,,,,,,,,
182,PT10M07.00S,2021-11-11T01:46:27.4Z,2,REGULAR,rebound,defensive,[],1628993,,,1610612741,37,37,2021-11-11T01:46:30Z,1790000,,,0,,A. Johnson REBOUND (Off:1 Def:1),[1628993],1610612741.0,CHI,,,,Johnson,A. Johnson,,,,,,,,,,,,,181.0,2.0,1.0,1.0,,,,,,,,,
183,PT09M59.00S,2021-11-11T01:46:36.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,9.806176084099869,65.19607843137256,1610612741,37,37,2021-11-11T01:46:52Z,1800000,-76.0,40.0,1,left,MISS D. DeRozan 8' Jump Shot,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,Missed,,8.57,,,,,,,,,,,,,
185,PT09M53.00S,2021-11-11T01:46:42.5Z,2,REGULAR,rebound,defensive,[],203501,,,1610612742,37,37,2021-11-11T01:46:52Z,1820000,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:2),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,183.0,2.0,2.0,0.0,,,,,,,,,
186,PT09M50.00S,2021-11-11T01:46:44.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628425,94.56307490144546,51.9607843137255,1610612742,37,39,2021-11-11T01:47:16Z,1830000,10.0,-1.0,1,right,S. Brown driving Layup (5 PTS) (T. Hardaway Jr. 1 AST),"[1628425, 203501]",1610612742.0,DAL,driving,,,Brown,S. Brown,,,,,,,,,,Made,5.0,0.99,,,,,T. Hardaway Jr.,203501.0,1.0,,,,,,
188,PT09M40.00S,2021-11-11T01:46:56.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201942,5.863994743758213,53.92156862745098,1610612741,39,39,2021-11-11T01:48:51Z,1842500,-20.0,3.0,1,left,D. DeRozan running Layup (5 PTS) (L. Ball 1 AST),"[201942, 1628366]",1610612741.0,CHI,running,,,DeRozan,D. DeRozan,,,,,,,,,,Made,5.0,1.98,,,,,L. Ball,1628366.0,1.0,,,,,,
190,PT09M39.00S,2021-11-11T01:47:04.9Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612742,39,39,2021-11-11T01:48:51Z,1845000,,,0,,TEAM delay-of-game VIOLATION,[],1610612741.0,CHI,,,,,,,,,,203054.0,,,,,,,,,,,,,,,,,,,,
191,PT09M18.00S,2021-11-11T01:47:29.5Z,2,REGULAR,2pt,Jump Shot,[],1628973,77.87450722733246,25.735294117647058,1610612742,39,39,2021-11-11T01:47:44Z,1880000,-121.0,155.0,1,right,MISS J. Brunson 19' Jump Shot,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,Missed,,19.72,,,,,,,,,,,,,
192,PT09M18.00S,2021-11-11T01:47:29.5Z,2,REGULAR,rebound,offensive,[],204001,,,1610612742,39,39,2021-11-11T01:47:44Z,1890000,,,0,,K. Porzingis REBOUND (Off:2 Def:1),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,191.0,3.0,1.0,2.0,,,,,,,,,
193,PT09M12.00S,2021-11-11T01:47:35.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",204001,94.40999984741211,50.0,1610612742,39,41,2021-11-11T01:47:35Z,1900000,0.0,0.0,1,right,K. Porzingis putback DUNK (9 PTS),[204001],1610612742.0,DAL,putback,,,Porzingis,K. Porzingis,,,,,,,,,,Made,9.0,0.0,,,,,,,,,,,,,
194,PT09M00.00S,2021-11-11T01:47:47.7Z,2,REGULAR,3pt,Jump Shot,[],1627884,29.517082785808146,27.941176470588236,1610612741,39,41,2021-11-11T01:48:27Z,1910000,110.0,225.0,1,left,MISS D. Jones Jr. 25' 3PT,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,Missed,,25.06,,,,,,,,,,,,,
195,PT08M59.00S,2021-11-11T01:47:49.8Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612742,39,41,2021-11-11T01:47:49Z,1920000,,,0,,J. Brunson REBOUND (Off:0 Def:3),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,194.0,3.0,3.0,0.0,,,,,,,,,
197,PT08M59.00S,2021-11-11T01:49:40.8Z,2,REGULAR,foul,personal,[],201942,,,1610612742,39,41,2021-11-11T01:49:55Z,1940000,,,0,,D. DeRozan personal FOUL (2 PF),"[201942, 1628973]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,1193.0,2.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,,,,
200,PT08M59.00S,2021-11-11T01:49:54.7Z,2,REGULAR,instantreplay,request,[],0,,,1610612742,39,41,2021-11-11T01:50:02Z,1970000,,,0,,,[],,,support,,,,,,,,,2534.0,,,,,,,,,,,,,,,,,,Common Foul Upheld,,
203,PT08M59.00S,2021-11-11T01:50:04.5Z,2,REGULAR,substitution,out,[],1627884,,,1610612742,39,41,2021-11-11T01:50:22Z,1975000,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M59.00S,2021-11-11T01:50:04.5Z,2,REGULAR,substitution,in,[],1627936,,,1610612742,39,41,2021-11-11T01:50:22Z,1977500,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M59.00S,2021-11-11T01:50:04.5Z,2,REGULAR,substitution,out,[],1628373,,,1610612742,39,41,2021-11-11T01:50:46Z,1978750,,,0,,SUB out: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M59.00S,2021-11-11T01:50:04.5Z,2,REGULAR,substitution,in,[],203493,,,1610612742,39,41,2021-11-11T01:50:46Z,1979375,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M43.00S,2021-11-11T01:50:14.4Z,2,REGULAR,2pt,Jump Shot,[],204001,76.16622864651774,43.13725490196079,1610612742,39,43,2021-11-11T01:50:32Z,1980000,-34.0,172.0,1,right,K. Porzingis 17' Jump Shot (11 PTS) (J. Brunson 2 AST),"[204001, 1628973]",1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,Made,11.0,17.49,,,,,J. Brunson,1628973.0,2.0,,,,,,
205,PT08M27.00S,2021-11-11T01:50:30.3Z,2,REGULAR,2pt,Jump Shot,[],201942,21.369908015768726,74.01960784313727,1610612741,39,43,2021-11-11T01:50:37Z,2000000,-120.0,148.0,1,left,MISS D. DeRozan 19' Jump Shot,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,Missed,,19.09,,,,,,,,,,,,,
206,PT08M27.00S,2021-11-11T01:50:30.3Z,2,REGULAR,rebound,defensive,[],203493,,,1610612742,39,43,2021-11-11T01:50:37Z,2010000,,,0,,R. Bullock REBOUND (Off:0 Def:1),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,205.0,1.0,1.0,0.0,,,,,,,,,
207,PT08M18.00S,2021-11-11T01:50:39.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203501,83.78777923784494,95.83333333333334,1610612742,39,46,2021-11-11T01:50:53Z,2020000,229.0,100.0,1,right,T. Hardaway Jr. 25' 3PT  (5 PTS) (J. Brunson 3 AST),"[203501, 1628973]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,Made,5.0,25.0,,,,,J. Brunson,1628973.0,3.0,,,,,,
210,PT08M08.00S,2021-11-11T01:50:52.1Z,2,REGULAR,foul,personal,[],203501,,,1610612741,39,46,2021-11-11T01:51:12Z,2030000,,,0,,T. Hardaway Jr. personal FOUL (1 PF),"[203501, 201942]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,1193.0,1.0,0.0,DeRozan,201942.0,,,,,,,,,,,,,,,,
213,PT08M01.00S,2021-11-11T01:51:12.8Z,2,REGULAR,3pt,Jump Shot,[],1630245,8.229303547963205,3.9215686274509802,1610612741,39,46,2021-11-11T01:51:19Z,2050000,230.0,25.0,1,left,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,Missed,,23.17,,,,,,,,,,,,,
214,PT07M58.00S,2021-11-11T01:51:15.8Z,2,REGULAR,rebound,defensive,[],204001,,,1610612742,39,46,2021-11-11T01:51:19Z,2060000,,,0,,K. Porzingis REBOUND (Off:2 Def:2),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,213.0,4.0,2.0,2.0,,,,,,,,,
215,PT07M49.00S,2021-11-11T01:51:25.1Z,2,REGULAR,3pt,Jump Shot,[],203501,66.5735873850197,60.78431372549019,1610612742,39,46,2021-11-11T01:51:32Z,2070000,54.0,262.0,1,right,MISS T. Hardaway Jr. 26' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,Missed,,26.72,,,,,,,,,,,,,
216,PT07M45.00S,2021-11-11T01:51:29.1Z,2,REGULAR,rebound,defensive,[],1628993,,,1610612741,39,46,2021-11-11T01:51:32Z,2080000,,,0,,A. Johnson REBOUND (Off:1 Def:2),[1628993],1610612741.0,CHI,,,,Johnson,A. Johnson,,,,,,,,,,,,,215.0,3.0,2.0,1.0,,,,,,,,,
217,PT07M39.00S,2021-11-11T01:51:35.7Z,2,REGULAR,3pt,Jump Shot,[],1628366,24.392247043363994,86.76470588235294,1610612741,42,46,2021-11-11T01:51:40Z,2090000,-184.0,177.0,1,left,L. Ball 25' 3PT  (12 PTS) (D. DeRozan 4 AST),"[1628366, 201942]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,Made,12.0,25.5,,,,,D. DeRozan,201942.0,4.0,,,,,,
219,PT07M17.00S,2021-11-11T01:51:57.0Z,2,REGULAR,2pt,Jump Shot,[],204001,78.13731931668858,50.0,1610612742,42,46,2021-11-11T01:52:10Z,2110000,0.0,153.0,1,right,MISS K. Porzingis 15' Jump Shot,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,Missed,,15.3,,,,,,,,,,,,,
220,PT07M17.00S,2021-11-11T01:51:59.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,42,46,2021-11-11T01:51:59Z,2120000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,219.0,,,,,,,,,,,,
221,PT07M17.00S,2021-11-11T01:52:01.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,42,46,2021-11-11T01:52:01Z,2130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M17.00S,2021-11-11T01:52:02.7Z,2,REGULAR,substitution,out,[],201942,,,1610612742,42,46,2021-11-11T01:52:35Z,2140000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M17.00S,2021-11-11T01:52:02.7Z,2,REGULAR,substitution,out,[],1628993,,,1610612742,42,46,2021-11-11T01:52:35Z,2150000,,,0,,SUB out: A. Johnson,[1628993],1610612741.0,CHI,,,,Johnson,A. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M17.00S,2021-11-11T01:52:02.7Z,2,REGULAR,substitution,out,[],1628425,,,1610612742,42,46,2021-11-11T01:52:35Z,2160000,,,0,,SUB out: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M17.00S,2021-11-11T01:52:02.7Z,2,REGULAR,substitution,out,[],204001,,,1610612742,42,46,2021-11-11T01:52:35Z,2170000,,,0,,SUB out: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M17.00S,2021-11-11T01:52:02.7Z,2,REGULAR,substitution,out,[],203501,,,1610612742,42,46,2021-11-11T01:52:35Z,2180000,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M17.00S,2021-11-11T01:52:02.7Z,2,REGULAR,substitution,in,[],202696,,,1610612742,42,46,2021-11-11T01:52:35Z,2190000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M17.00S,2021-11-11T01:52:02.7Z,2,REGULAR,substitution,in,[],203897,,,1610612742,42,46,2021-11-11T01:52:35Z,2200000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M17.00S,2021-11-11T01:52:02.7Z,2,REGULAR,substitution,in,[],1627827,,,1610612742,42,46,2021-11-11T01:52:35Z,2210000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M17.00S,2021-11-11T01:52:02.7Z,2,REGULAR,substitution,in,[],1629029,,,1610612742,42,46,2021-11-11T01:52:35Z,2220000,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M17.00S,2021-11-11T01:52:02.7Z,2,REGULAR,substitution,in,[],203939,,,1610612742,42,46,2021-11-11T01:52:35Z,2230000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M11.00S,2021-11-11T01:52:37.5Z,2,REGULAR,turnover,bad pass,[],1629029,,,1610612742,42,46,2021-11-11T01:52:48Z,2240000,,,0,,L. Doncic bad pass TURNOVER (1 TO),"[1629029, 1627936]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,1.0,Caruso,1627936.0,,,
233,PT07M11.00S,2021-11-11T01:52:37.5Z,2,REGULAR,steal,,[],1627936,,,1610612741,42,46,2021-11-11T01:52:39Z,2250000,,,0,,A. Caruso STEAL (1 STL),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M07.00S,2021-11-11T01:52:42.3Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630245,6.258212877792378,48.529411764705884,1610612741,42,46,2021-11-11T01:53:38Z,2270000,7.0,6.0,1,left,MISS A. Dosunmu running DUNK - blocked,"[1630245, 1627827]",1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,,,,,,Missed,,0.97,,,,,,,,,,,,Finney-Smith,1627827.0
236,PT07M07.00S,2021-11-11T01:52:42.3Z,2,REGULAR,block,,[],1627827,,,1610612741,42,46,2021-11-11T01:52:48Z,2280000,,,0,,D. Finney-Smith BLOCK (1 BLK),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M07.00S,2021-11-11T01:52:42.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,42,46,2021-11-11T01:52:53Z,2290000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,235.0,,,,,,,,,,,,
238,PT07M07.00S,2021-11-11T01:52:51.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,42,46,2021-11-11T01:52:51Z,2300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M53.00S,2021-11-11T01:53:15.4Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1627936,24.392247043363994,54.90196078431373,1610612741,44,46,2021-11-11T01:53:20Z,2310000,-25.0,177.0,1,left,A. Caruso 17' Jump Shot (2 PTS) (L. Ball 2 AST),"[1627936, 1628366]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,Made,2.0,17.85,,,,,L. Ball,1628366.0,2.0,,,,,,
242,PT06M37.00S,2021-11-11T01:53:43.6Z,2,REGULAR,foul,personal,[],203897,,,1610612742,44,46,2021-11-11T01:54:05Z,2340000,,,0,,Z. LaVine personal FOUL (3 PF),"[203897, 1627827]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,2534.0,3.0,0.0,Finney-Smith,1627827.0,,,,,,,,,,,,,,,,
244,PT06M37.00S,2021-11-11T01:53:52.3Z,2,REGULAR,substitution,out,[],1630245,,,1610612742,44,46,2021-11-11T01:53:57Z,2360000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M37.00S,2021-11-11T01:53:52.3Z,2,REGULAR,substitution,in,[],1629750,,,1610612742,44,46,2021-11-11T01:53:57Z,2370000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M34.00S,2021-11-11T01:54:07.7Z,2,REGULAR,turnover,bad pass,[],1629029,,,1610612742,44,46,2021-11-11T01:54:12Z,2380000,,,0,,L. Doncic bad pass TURNOVER (2 TO),"[1629029, 202696]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,2.0,Vucevic,202696.0,,,
247,PT06M34.00S,2021-11-11T01:54:07.7Z,2,REGULAR,steal,,[],202696,,,1610612741,44,46,2021-11-11T01:54:10Z,2390000,,,0,,N. Vucevic STEAL (1 STL),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M18.00S,2021-11-11T01:54:25.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,44,46,2021-11-11T01:54:25Z,2400000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M12.00S,2021-11-11T01:54:47.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203897,26.888961892247043,52.69607843137255,1610612741,46,46,2021-11-11T01:54:51Z,2410000,-13.0,200.0,1,left,Z. LaVine 20' fadeaway Jump Shot (7 PTS) (N. Vucevic 2 AST),"[203897, 202696]",1610612741.0,CHI,fadeaway,,,LaVine,Z. LaVine,,,,,,,,,,Made,7.0,20.08,,,,,N. Vucevic,202696.0,2.0,,,,,,
251,PT06M00.00S,2021-11-11T01:54:59.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203939,94.43166885676742,53.431372549019606,1610612742,46,48,2021-11-11T01:55:03Z,2430000,17.0,0.0,1,right,D. Powell alley-oop Layup (2 PTS) (J. Brunson 4 AST),"[203939, 1628973]",1610612742.0,DAL,alley-oop,,,Powell,D. Powell,,,,,,,,,,Made,2.0,1.72,,,,,J. Brunson,1628973.0,4.0,,,,,,
253,PT05M47.00S,2021-11-11T01:55:12.0Z,2,REGULAR,2pt,Jump Shot,[],203897,22.683968462549277,32.35294117647059,1610612741,48,48,2021-11-11T01:55:20Z,2450000,88.0,161.0,1,left,Z. LaVine 18' step back Jump Shot (9 PTS),[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,,,,,,Made,9.0,18.33,,,,,,,,,,,,,
254,PT05M35.00S,2021-11-11T01:55:24.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,80.6340341655716,46.81372549019608,1610612742,48,48,2021-11-11T01:55:33Z,2460000,-16.0,130.0,1,right,MISS J. Brunson 13' driving floating Shot,[1628973],1610612742.0,DAL,driving floating,,,Brunson,J. Brunson,,,,,,,,,,Missed,,13.05,,,,,,,,,,,,,
255,PT05M32.00S,2021-11-11T01:55:27.2Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,48,48,2021-11-11T01:55:33Z,2470000,,,0,,N. Vucevic REBOUND (Off:1 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,254.0,5.0,4.0,1.0,,,,,,,,,
256,PT05M25.00S,2021-11-11T01:55:34.5Z,2,REGULAR,3pt,Jump Shot,[],1628366,24.78646517739816,85.7843137254902,1610612741,48,48,2021-11-11T01:55:40Z,2480000,-179.0,180.0,1,left,MISS L. Ball 25' 3PT,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,Missed,,25.41,,,,,,,,,,,,,
257,PT05M22.00S,2021-11-11T01:55:37.4Z,2,REGULAR,rebound,defensive,[],1627827,,,1610612742,48,48,2021-11-11T01:55:37Z,2490000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,256.0,1.0,1.0,0.0,,,,,,,,,
258,PT05M11.00S,2021-11-11T01:55:48.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203939,94.03745072273325,53.18627450980392,1610612742,48,50,2021-11-11T01:55:51Z,2500000,16.0,4.0,1,right,D. Powell alley-oop Layup (4 PTS) (L. Doncic 3 AST),"[203939, 1629029]",1610612742.0,DAL,alley-oop,,,Powell,D. Powell,,,,,,,,,,Made,4.0,1.63,,,,,L. Doncic,1629029.0,3.0,,,,,,
260,PT04M49.00S,2021-11-11T01:56:11.0Z,2,REGULAR,turnover,lost ball,[],202696,,,1610612741,48,50,2021-11-11T01:56:14Z,2520000,,,0,,N. Vucevic lost ball TURNOVER (1 TO),"[202696, 1629029]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,1.0,Doncic,1629029.0,,,
261,PT04M49.00S,2021-11-11T01:56:11.0Z,2,REGULAR,steal,,[],1629029,,,1610612742,48,50,2021-11-11T01:56:12Z,2530000,,,0,,L. Doncic STEAL (1 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M46.00S,2021-11-11T01:56:16.6Z,2,REGULAR,foul,personal,['2freethrow'],1629750,,,1610612742,48,50,2021-11-11T01:56:26Z,2540000,,,0,,J. Green shooting personal FOUL (1 PF) (Doncic 2 FT),"[1629750, 1629029]",1610612741.0,CHI,shooting,,,Green,J. Green,,,,,203054.0,1.0,0.0,Doncic,1629029.0,,,,,,,,,,,,,,,,
264,PT04M46.00S,2021-11-11T01:56:42.3Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629029,,,1610612742,48,51,2021-11-11T01:57:12Z,2560000,,,0,,L. Doncic Free Throw 1 of 2 (7 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
265,PT04M46.00S,2021-11-11T01:56:43.8Z,2,REGULAR,substitution,out,[],1627936,,,1610612742,48,51,2021-11-11T01:56:51Z,2570000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M46.00S,2021-11-11T01:56:43.8Z,2,REGULAR,substitution,out,[],1628973,,,1610612742,48,51,2021-11-11T01:56:51Z,2580000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M46.00S,2021-11-11T01:56:43.8Z,2,REGULAR,substitution,in,[],201942,,,1610612742,48,51,2021-11-11T01:56:51Z,2590000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M46.00S,2021-11-11T01:56:43.8Z,2,REGULAR,substitution,in,[],203501,,,1610612742,48,51,2021-11-11T01:56:51Z,2600000,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M46.00S,2021-11-11T01:56:42.3Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629029,,,1610612742,48,51,2021-11-11T01:57:12Z,2610000,,,0,,MISS L. Doncic Free Throw 2 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,Missed,,,,,,,,,,,,,,,
270,PT04M42.00S,2021-11-11T01:56:46.3Z,2,REGULAR,rebound,defensive,[],1628366,,,1610612741,48,51,2021-11-11T01:57:12Z,2620000,,,0,,L. Ball REBOUND (Off:0 Def:3),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,269.0,3.0,3.0,0.0,,,,,,,,,
271,PT04M41.00S,2021-11-11T01:57:08.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203897,24.129434954007884,84.80392156862744,1610612741,51,51,2021-11-11T01:58:00Z,2630000,-174.0,174.0,1,left,Z. LaVine 24' 3PT running pullup (12 PTS) (L. Ball 3 AST),"[203897, 1628366]",1610612741.0,CHI,running pullup,,,LaVine,Z. LaVine,,,,,,,,,,Made,12.0,24.63,,,,,L. Ball,1628366.0,3.0,,,,,,
