actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
169,PT11M47.00S,2026-04-05T20:09:22.6Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,26,26,2026-04-05T20:09:27Z,1690000,False,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,168.0,,,,,6.0,6.0,0.0,,,,,,,,,
206,PT11M36.00S,2026-04-05T20:09:37.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,11.48160315374507,37.745098039215684,1610612738,26,26,2026-04-05T20:17:23Z,1700000,False,61.0,55.0,1,left,MISS J. Tatum 8' driving Layup - blocked,"[1628369, 1642867]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Right,8.26,Missed,,,,,,,,,,,,,,,,,Murray-Boyles,1642867.0
207,PT11M36.00S,2026-04-05T20:09:37.2Z,2,REGULAR,block,,[],1642867,,,1610612738,26,26,2026-04-05T20:16:58Z,1705000,False,,,0,,C. Murray-Boyles BLOCK (1 BLK),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
208,PT11M35.00S,2026-04-05T20:09:38.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612761,26,26,2026-04-05T20:17:23Z,1707500,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,206.0,,,,,,,,,,,,,,,,
171,PT11M21.00S,2026-04-05T20:09:53.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642266,84.57621550591328,44.6078431372549,1610612761,26,28,2026-04-05T20:16:29Z,1710000,False,-27.0,92.0,1,right,J. Walter 9' driving floating Jump Shot (10 PTS) (C. Murray-Boyles 2 AST),"[1642266, 1642867]",1610612761.0,TOR,driving floating,,,Walter,J. Walter,,,,,In The Paint (Non-RA),8-16 Center,9.64,Made,10.0,,,,,,,,,C. Murray-Boyles,1642867.0,2.0,,,,,,
173,PT11M11.00S,2026-04-05T20:10:10.5Z,2,REGULAR,foul,offensive,[],1628369,,,1610612738,26,28,2026-04-05T20:11:29Z,1730000,False,,,0,,J. Tatum offensive FOUL (1 PF),"[1628369, 1642867]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,,202058.0,,,,,,,1.0,0.0,Murray-Boyles,1642867.0,,
175,PT11M11.00S,2026-04-05T20:10:10.5Z,2,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,26,28,2026-04-05T20:10:10Z,1750000,False,,,0,,J. Tatum offensive foul TURNOVER (3 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,3.0,,,202058.0,,,,,,,,,,,,
176,PT10M55.00S,2026-04-05T20:10:37.4Z,2,REGULAR,turnover,lost ball,[],1629628,,,1610612761,26,28,2026-04-05T20:10:42Z,1760000,False,,,0,,R. Barrett lost ball TURNOVER (2 TO),"[1629628, 1628369]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,,,,,2.0,Tatum,1628369.0,,,,,,,,,,,,,
177,PT10M55.00S,2026-04-05T20:10:37.4Z,2,REGULAR,steal,,[],1628369,,,1610612738,26,28,2026-04-05T20:10:39Z,1770000,False,,,0,,J. Tatum STEAL (2 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
178,PT10M52.00S,2026-04-05T20:10:40.7Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630573,28.991458607095925,75.73529411764706,1610612738,29,28,2026-04-05T20:12:23Z,1780000,False,-129.0,220.0,1,left,S. Hauser 25' 3PT running pullup (3 PTS),[1630573],1610612738.0,BOS,running pullup,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,25.49,Made,3.0,,,,,,,,,,,,,,,,,
179,PT10M51.00S,2026-04-05T20:10:50.8Z,2,REGULAR,foul,technical,['1freethrow'],1629628,,,1610612761,29,28,2026-04-05T20:10:58Z,1790000,False,,,0,,R. Barrett technical FOUL (1 Tech),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Mid-Range,16-24 Left Center,,,,,,,,202007.0,,,,,,,0.0,1.0,,,,
180,PT10M51.00S,2026-04-05T20:11:07.6Z,2,REGULAR,freethrow,1 of 1,[],1628369,,,1610612761,30,28,2026-04-05T20:11:07Z,1800000,False,,,0,,J. Tatum technical Free Throw 1 of 1 (6 PTS),[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
181,PT10M39.00S,2026-04-05T20:11:28.9Z,2,REGULAR,3pt,Jump Shot,[],1630572,70.77858081471747,16.176470588235293,1610612761,30,31,2026-04-05T20:11:34Z,1810000,False,-169.0,222.0,1,right,S. Mamukelashvili 27' 3PT  (3 PTS) (R. Barrett 2 AST),"[1630572, 1629628]",1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Left Center,27.92,Made,3.0,,,,,,,,,R. Barrett,1629628.0,2.0,,,,,,
183,PT10M23.00S,2026-04-05T20:11:45.6Z,2,REGULAR,turnover,bad pass,[],1630202,,,1610612738,30,31,2026-04-05T20:11:49Z,1830000,False,,,0,,P. Pritchard bad pass TURNOVER (1 TO),"[1630202, 1630567]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,,,,,1.0,Barnes,1630567.0,,,,,,,,,,,,,
184,PT10M23.00S,2026-04-05T20:11:45.6Z,2,REGULAR,steal,,[],1630567,,,1610612761,30,31,2026-04-05T20:11:47Z,1840000,False,,,0,,S. Barnes STEAL (2 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
185,PT10M15.00S,2026-04-05T20:11:54.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630572,89.43823915900131,42.8921568627451,1610612761,30,31,2026-04-05T20:12:01Z,1850000,False,-36.0,47.0,1,right,MISS S. Mamukelashvili driving Layup,[1630572],1610612761.0,TOR,driving,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),0-8 Center,5.87,Missed,,,,,,,,,,,,,,,,,,
186,PT10M13.00S,2026-04-05T20:11:57.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,30,31,2026-04-05T20:11:57Z,1860000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,185.0,,,,,,,,,,,,,,,,
188,PT10M12.00S,2026-04-05T20:12:12.4Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1642867,86.41590013140605,24.509803921568626,1610612761,30,31,2026-04-05T20:12:23Z,1880000,False,-127.0,75.0,1,right,MISS C. Murray-Boyles 14' floating Shot,[1642867],1610612761.0,TOR,floating,,,Murray-Boyles,C. Murray-Boyles,,,,,Mid-Range,8-16 Left,14.8,Missed,,,,,,,,,,,,,,,,,,
189,PT10M11.00S,2026-04-05T20:12:13.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,30,31,2026-04-05T20:12:23Z,1890000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,8-16 Left,,,,188.0,,,,,,,,,,,,,,,,
190,PT10M11.00S,2026-04-05T20:12:23.7Z,2,REGULAR,foul,personal,[],1630202,,,1610612761,30,31,2026-04-05T20:12:54Z,1900000,False,,,0,,P. Pritchard loose ball personal FOUL (2 PF),"[1630202, 1642266]",1610612738.0,BOS,loose ball,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202058.0,,,,,,,2.0,0.0,Walter,1642266.0,,
192,PT10M04.00S,2026-04-05T20:12:38.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1642266,65.65374507227332,50.0,1610612761,30,34,2026-04-05T20:12:43Z,1920000,False,0.0,270.0,1,right,J. Walter 27' 3PT  (13 PTS) (S. Mamukelashvili 3 AST),"[1642266, 1630572]",1610612761.0,TOR,,,,Walter,J. Walter,,,,,Above the Break 3,24+ Center,27.04,Made,13.0,,,,,,,,,S. Mamukelashvili,1630572.0,3.0,,,,,,
194,PT10M03.00S,2026-04-05T20:12:45.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,30,34,2026-04-05T20:12:45Z,1940000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M48.00S,2026-04-05T20:15:55.1Z,2,REGULAR,3pt,Jump Shot,[],1628401,29.25427069645204,76.9607843137255,1610612738,30,34,2026-04-05T20:16:02Z,1950000,False,-135.0,222.0,1,left,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,26.01,Missed,,,,,,,,,,,,,,,,,,
196,PT09M45.00S,2026-04-05T20:15:58.1Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,30,34,2026-04-05T20:16:02Z,1960000,False,,,0,,S. Barnes REBOUND (Off:0 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,,195.0,,,,,2.0,2.0,0.0,,,,,,,,,
197,PT09M42.00S,2026-04-05T20:16:02.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,93.64323258869908,43.38235294117647,1610612761,30,34,2026-04-05T20:16:08Z,1970000,False,-33.0,7.0,1,right,MISS R. Barrett running Layup,[1629628],1610612761.0,TOR,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,3.39,Missed,,,,,,,,,,,,,,,,,,
198,PT09M40.00S,2026-04-05T20:16:04.0Z,2,REGULAR,rebound,defensive,[],1630573,,,1610612738,30,34,2026-04-05T20:16:08Z,1980000,False,,,0,,S. Hauser REBOUND (Off:0 Def:2),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,,,,197.0,,,,,2.0,2.0,0.0,,,,,,,,,
199,PT09M23.00S,2026-04-05T20:16:20.3Z,2,REGULAR,3pt,Jump Shot,[],1630573,32.013797634691194,31.372549019607842,1610612738,30,34,2026-04-05T20:16:25Z,1990000,False,93.0,248.0,1,left,MISS S. Hauser 26' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,26.53,Missed,,,,,,,,,,,,,,,,,,
200,PT09M19.00S,2026-04-05T20:16:24.3Z,2,REGULAR,rebound,defensive,[],1630572,,,1610612761,30,34,2026-04-05T20:16:25Z,2000000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:2),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Right Center,,,,199.0,,,,,2.0,2.0,0.0,,,,,,,,,
201,PT09M12.00S,2026-04-05T20:16:31.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642867,80.50262812089356,60.049019607843135,1610612761,30,36,2026-04-05T20:16:36Z,2010000,False,50.0,131.0,1,right,C. Murray-Boyles 14' floating Jump Shot (4 PTS) (S. Mamukelashvili 4 AST),"[1642867, 1630572]",1610612761.0,TOR,floating,,,Murray-Boyles,C. Murray-Boyles,,,,,In The Paint (Non-RA),8-16 Center,14.01,Made,4.0,,,,,,,,,S. Mamukelashvili,1630572.0,4.0,,,,,,
203,PT09M02.00S,2026-04-05T20:16:52.0Z,2,REGULAR,foul,offensive,[],202696,,,1610612738,30,36,2026-04-05T20:17:00Z,2030000,False,,,0,,N. Vučević offensive FOUL (2 PF),"[202696, 1629628]",1610612738.0,BOS,,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,,,,,,202058.0,,,,,,,2.0,0.0,Barrett,1629628.0,,
205,PT09M02.00S,2026-04-05T20:16:52.0Z,2,REGULAR,turnover,offensive foul,[],202696,,,1610612738,30,36,2026-04-05T20:16:52Z,2050000,False,,,0,,N. Vučević offensive foul TURNOVER (2 TO),[202696],1610612738.0,BOS,,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,,,2.0,,,202058.0,,,,,,,,,,,,
209,PT09M02.00S,2026-04-05T20:17:01.1Z,2,REGULAR,substitution,out,[],1630202,,,1610612761,30,36,2026-04-05T20:17:11Z,2060000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT09M02.00S,2026-04-05T20:17:01.1Z,2,REGULAR,substitution,out,[],1630567,,,1610612761,30,36,2026-04-05T20:17:11Z,2070000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M02.00S,2026-04-05T20:17:01.1Z,2,REGULAR,substitution,in,[],1627759,,,1610612761,30,36,2026-04-05T20:17:11Z,2080000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M02.00S,2026-04-05T20:17:01.1Z,2,REGULAR,substitution,in,[],1642347,,,1610612761,30,36,2026-04-05T20:17:11Z,2090000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M52.00S,2026-04-05T20:17:14.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1642867,93.11760840998686,47.30392156862745,1610612761,30,38,2026-04-05T20:17:19Z,2100000,False,-13.0,12.0,1,right,C. Murray-Boyles cutting DUNK (6 PTS) (J. Shead 1 AST),"[1642867, 1642347]",1610612761.0,TOR,cutting,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,1.82,Made,6.0,,,,,,,,,J. Shead,1642347.0,1.0,,,,,,
215,PT08M43.00S,2026-04-05T20:17:28.1Z,2,REGULAR,foul,offensive,[],1628369,,,1610612738,30,38,2026-04-05T20:17:35Z,2120000,False,,,0,,J. Tatum offensive FOUL (2 PF),"[1628369, 1630572]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left,,,,,,,,203054.0,,,,,,,2.0,0.0,Mamukelashvili,1630572.0,,
217,PT08M43.00S,2026-04-05T20:17:28.1Z,2,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,30,38,2026-04-05T20:17:28Z,2140000,False,,,0,,J. Tatum offensive foul TURNOVER (4 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left,,,,,4.0,,,203054.0,,,,,,,,,,,,
218,PT08M43.00S,2026-04-05T20:17:36.9Z,2,REGULAR,substitution,out,[],1628369,,,1610612761,30,38,2026-04-05T20:17:46Z,2150000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M43.00S,2026-04-05T20:17:36.9Z,2,REGULAR,substitution,out,[],202696,,,1610612761,30,38,2026-04-05T20:17:46Z,2160000,False,,,0,,SUB out: N. Vučević,[202696],1610612738.0,BOS,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M43.00S,2026-04-05T20:17:36.9Z,2,REGULAR,substitution,in,[],1629674,,,1610612761,30,38,2026-04-05T20:17:46Z,2170000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M43.00S,2026-04-05T20:17:36.9Z,2,REGULAR,substitution,in,[],1631248,,,1610612761,30,38,2026-04-05T20:17:46Z,2180000,False,,,0,,SUB in: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M33.00S,2026-04-05T20:17:59.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642347,84.70762155059133,61.274509803921575,1610612761,30,38,2026-04-05T20:18:07Z,2190000,False,56.0,91.0,1,right,MISS J. Shead 10' driving floating Shot,[1642347],1610612761.0,TOR,driving floating,,,Shead,J. Shead,,,,,In The Paint (Non-RA),8-16 Right,10.72,Missed,,,,,,,,,,,,,,,,,,
223,PT08M30.00S,2026-04-05T20:18:02.9Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,30,38,2026-04-05T20:18:16Z,2200000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Right,,,,222.0,,,,,1.0,1.0,0.0,,,,,,,,,
224,PT08M09.00S,2026-04-05T20:18:23.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631248,14.536793692509855,47.549019607843135,1610612738,30,38,2026-04-05T20:19:18Z,2210000,False,12.0,84.0,1,left,MISS B. Scheierman 8' pullup Shot,[1631248],1610612738.0,BOS,pullup,,,Scheierman,B. Scheierman,,,,,In The Paint (Non-RA),8-16 Center,8.5,Missed,,,,,,,,,,,,,,,,,,
225,PT08M06.00S,2026-04-05T20:18:26.8Z,2,REGULAR,rebound,offensive,[],1629674,,,1610612738,30,38,2026-04-05T20:19:18Z,2220000,False,,,0,,N. Queta REBOUND (Off:2 Def:0),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),8-16 Center,,,,224.0,,,,,2.0,0.0,2.0,,,,,,,,,
226,PT08M04.00S,2026-04-05T20:18:28.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631248,25.706307490144546,79.65686274509804,1610612738,30,38,2026-04-05T20:18:32Z,2230000,False,-148.0,189.0,1,left,MISS B. Scheierman 24' 3PT,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Above the Break 3,24+ Left Center,24.03,Missed,,,,,,,,,,,,,,,,,,
227,PT08M01.00S,2026-04-05T20:18:31.0Z,2,REGULAR,rebound,offensive,[],1628401,,,1610612738,30,38,2026-04-05T20:18:32Z,2240000,False,,,0,,D. White REBOUND (Off:1 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,226.0,,,,,2.0,1.0,1.0,,,,,,,,,
228,PT07M56.00S,2026-04-05T20:18:36.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628401,14.536793692509855,47.794117647058826,1610612738,30,38,2026-04-05T20:18:54Z,2250000,False,11.0,84.0,1,left,MISS D. White 8' pullup Shot,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,8.48,Missed,,,,,,,,,,,,,,,,,,
229,PT07M53.00S,2026-04-05T20:18:39.7Z,2,REGULAR,rebound,offensive,[],1629674,,,1610612738,30,38,2026-04-05T20:18:43Z,2260000,False,,,0,,N. Queta REBOUND (Off:3 Def:0),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),8-16 Center,,,,228.0,,,,,3.0,0.0,3.0,,,,,,,,,
230,PT07M53.00S,2026-04-05T20:18:40.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629674,6.915243101182654,50.73529411764706,1610612738,32,38,2026-04-05T20:18:50Z,2270000,False,-4.0,13.0,1,left,N. Queta putback Layup (10 PTS),[1629674],1610612738.0,BOS,putback,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,1.3,Made,10.0,,,,,,,,,,,,,,,,,
231,PT07M35.00S,2026-04-05T20:18:57.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642867,91.67214191852825,43.872549019607845,1610612761,32,38,2026-04-05T20:19:05Z,2280000,False,-31.0,26.0,1,right,MISS C. Murray-Boyles reverse Layup,[1642867],1610612761.0,TOR,reverse,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,4.0,Missed,,,,,,,,,,,,,,,,,,
232,PT07M33.00S,2026-04-05T20:18:59.8Z,2,REGULAR,rebound,defensive,[],1631248,,,1610612738,32,38,2026-04-05T20:19:05Z,2290000,False,,,0,,B. Scheierman REBOUND (Off:1 Def:2),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Restricted Area,0-8 Center,,,,231.0,,,,,3.0,2.0,1.0,,,,,,,,,
233,PT07M29.00S,2026-04-05T20:19:03.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630573,30.831143232588698,18.627450980392158,1610612738,32,38,2026-04-05T20:20:06Z,2300000,False,157.0,237.0,1,left,MISS S. Hauser 28' running 3PT,[1630573],1610612738.0,BOS,running,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,28.45,Missed,,,,,,,,,,,,,,,,,,
234,PT07M29.00S,2026-04-05T20:19:03.7Z,2,REGULAR,rebound,offensive,[],1627759,,,1610612738,32,38,2026-04-05T20:19:08Z,2310000,False,,,0,,J. Brown REBOUND (Off:2 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,233.0,,,,,3.0,1.0,2.0,,,,,,,,,
235,PT07M20.00S,2026-04-05T20:19:13.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629674,11.251642575558476,36.029411764705884,1610612738,32,38,2026-04-05T20:19:17Z,2320000,False,70.0,53.0,1,left,MISS N. Queta 8' floating Shot,[1629674],1610612738.0,BOS,floating,,,Queta,N. Queta,,,,,In The Paint (Non-RA),8-16 Right,8.79,Missed,,,,,,,,,,,,,,,,,,
236,PT07M17.00S,2026-04-05T20:19:16.3Z,2,REGULAR,rebound,defensive,[],1630572,,,1610612761,32,38,2026-04-05T20:19:17Z,2330000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:3),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),8-16 Right,,,,235.0,,,,,3.0,3.0,0.0,,,,,,,,,
238,PT07M14.00S,2026-04-05T20:19:23.9Z,2,REGULAR,substitution,out,[],1629628,,,1610612761,32,38,2026-04-05T20:19:34Z,2350000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M14.00S,2026-04-05T20:19:23.9Z,2,REGULAR,substitution,out,[],1642867,,,1610612761,32,38,2026-04-05T20:19:34Z,2360000,False,,,0,,SUB out: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M14.00S,2026-04-05T20:19:23.9Z,2,REGULAR,substitution,in,[],1627742,,,1610612761,32,38,2026-04-05T20:19:34Z,2370000,False,,,0,,SUB in: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M14.00S,2026-04-05T20:19:23.9Z,2,REGULAR,substitution,in,[],1627751,,,1610612761,32,38,2026-04-05T20:19:34Z,2380000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M08.00S,2026-04-05T20:19:53.1Z,2,REGULAR,2pt,Jump Shot,[],1642266,79.45137976346912,43.13725490196079,1610612761,32,38,2026-04-05T20:19:58Z,2390000,False,-34.0,141.0,1,right,MISS J. Walter 14' pullup Shot,[1642266],1610612761.0,TOR,pullup,,,Walter,J. Walter,,,,,Mid-Range,8-16 Center,14.48,Missed,,,,,,,,,,,,,,,,,,
243,PT07M05.00S,2026-04-05T20:19:56.1Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,32,38,2026-04-05T20:19:58Z,2400000,False,,,0,,J. Brown REBOUND (Off:2 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Center,,,,242.0,,,,,4.0,2.0,2.0,,,,,,,,,
244,PT06M56.00S,2026-04-05T20:20:04.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,9.806176084099869,40.68627450980392,1610612738,34,38,2026-04-05T20:21:03Z,2410000,False,47.0,40.0,1,left,J. Brown 6' driving Layup (6 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,6.12,Made,6.0,,,,,,,,,,,,,,,,,
245,PT06M41.00S,2026-04-05T20:20:25.4Z,2,REGULAR,foul,personal,[],1630573,,,1610612761,34,38,2026-04-05T20:20:31Z,2420000,False,,,0,,S. Hauser personal FOUL (1 PF),"[1630573, 1627742]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,202007.0,,,,,,,1.0,0.0,Ingram,1627742.0,,
247,PT06M32.00S,2026-04-05T20:20:54.3Z,2,REGULAR,foul,offensive,[],1627751,,,1610612761,34,38,2026-04-05T20:21:07Z,2440000,False,,,0,,J. Poeltl offensive FOUL (2 PF),"[1627751, 1629674]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,203054.0,,,,,,,2.0,0.0,Queta,1629674.0,,
249,PT06M32.00S,2026-04-05T20:20:54.3Z,2,REGULAR,turnover,offensive foul,[],1627751,,,1610612761,34,38,2026-04-05T20:20:54Z,2460000,False,,,0,,J. Poeltl offensive foul TURNOVER (1 TO),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,1.0,,,203054.0,,,,,,,,,,,,
250,PT06M15.00S,2026-04-05T20:21:23.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,6.1268068331143235,44.6078431372549,1610612738,34,38,2026-04-05T20:21:35Z,2470000,False,27.0,5.0,1,left,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.75,Missed,,,,,,,,,,,,,,,,,,
251,PT06M13.00S,2026-04-05T20:21:25.8Z,2,REGULAR,rebound,offensive,[],1629674,,,1610612738,34,38,2026-04-05T20:21:25Z,2480000,False,,,0,,N. Queta REBOUND (Off:4 Def:0),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,250.0,,,,,4.0,0.0,4.0,,,,,,,,,
