actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
590,PT04M12.00S,2026-04-05T21:40:21.6Z,4,REGULAR,substitution,in,[],1629628,,,1610612761,103,91,2026-04-05T21:40:38Z,5830000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT03M58.00S,2026-04-05T21:40:59.1Z,4,REGULAR,foul,personal,['2freethrow'],1629674,,,1610612761,103,91,2026-04-05T21:41:05Z,5840000,False,,,0,,N. Queta shooting personal FOUL (4 PF) (Mamukelashvili 2 FT),"[1629674, 1630572]",1610612738.0,BOS,shooting,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202058.0,,,,,,,4.0,0.0,Mamukelashvili,1630572.0,,
593,PT03M58.00S,2026-04-05T21:41:24.4Z,4,REGULAR,freethrow,1 of 2,[],1630572,,,1610612761,103,92,2026-04-05T21:41:24Z,5860000,False,,,0,,S. Mamukelashvili Free Throw 1 of 2 (9 PTS),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
594,PT03M58.00S,2026-04-05T21:41:43.9Z,4,REGULAR,freethrow,2 of 2,[],1630572,,,1610612761,103,93,2026-04-05T21:41:43Z,5870000,False,,,0,,S. Mamukelashvili Free Throw 2 of 2 (10 PTS),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
595,PT03M41.00S,2026-04-05T21:42:07.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.11760840998686,55.392156862745104,1610612738,105,93,2026-04-05T21:42:14Z,5880000,False,27.0,12.0,1,right,J. Brown driving Layup (22 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.96,Made,22.0,,,,,,,,,,,,,,,,,
596,PT03M41.00S,2026-04-05T21:42:09.1Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629628,,,1610612738,105,93,2026-04-05T21:42:17Z,5890000,False,,,0,,R. Barrett shooting personal FOUL (2 PF) (Brown 1 FT),"[1629628, 1627759]",1610612761.0,TOR,shooting,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,,,202058.0,,,,,,,2.0,1.0,Brown,1627759.0,,
598,PT03M41.00S,2026-04-05T21:42:39.2Z,4,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,105,93,2026-04-05T21:42:42Z,5910000,False,,,0,,MISS J. Brown Free Throw 1 of 1,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
599,PT03M40.00S,2026-04-05T21:42:40.2Z,4,REGULAR,rebound,offensive,[],1627759,,,1610612738,105,93,2026-04-05T21:43:11Z,5920000,False,,,0,,J. Brown REBOUND (Off:3 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,598.0,,,,,6.0,3.0,3.0,,,,,,,,,
600,PT03M38.00S,2026-04-05T21:42:42.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,92.9862023653088,51.225490196078425,1610612738,107,93,2026-04-05T21:43:20Z,5930000,False,6.0,13.0,1,right,J. Brown driving finger roll Layup (24 PTS),[1627759],1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.47,Made,24.0,,,,,,,,,,,,,,,,,
601,PT03M30.00S,2026-04-05T21:42:49.3Z,4,REGULAR,turnover,bad pass,[],1627742,,,1610612761,107,93,2026-04-05T21:42:53Z,5940000,False,,,0,,B. Ingram bad pass TURNOVER (2 TO),"[1627742, 1628369]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Right,,,,,2.0,Tatum,1628369.0,,,,,,,,,,,,,
602,PT03M30.00S,2026-04-05T21:42:49.3Z,4,REGULAR,steal,,[],1628369,,,1610612738,107,93,2026-04-05T21:42:50Z,5950000,False,,,0,,J. Tatum STEAL (3 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
603,PT03M26.00S,2026-04-05T21:42:52.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,92.9862023653088,50.98039215686274,1610612738,109,93,2026-04-05T21:42:59Z,5960000,False,5.0,13.0,1,right,J. Tatum running Layup (23 PTS),[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.43,Made,23.0,,,,,,,,,,,,,,,,,
604,PT03M11.00S,2026-04-05T21:43:08.8Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629628,6.783837056504599,40.931372549019606,1610612761,109,95,2026-04-05T21:43:15Z,5970000,False,45.0,11.0,1,left,R. Barrett turnaround Hook (13 PTS) (C. Murray-Boyles 5 AST),"[1629628, 1642867]",1610612761.0,TOR,turnaround,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,4.67,Made,13.0,,,,,,,,,C. Murray-Boyles,1642867.0,5.0,,,,,,
606,PT02M48.00S,2026-04-05T21:43:30.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,91.93495400788436,59.31372549019608,1610612738,111,95,2026-04-05T21:43:36Z,5990000,False,47.0,23.0,1,right,D. White fadeaway Jump Shot (10 PTS) (P. Pritchard 3 AST),"[1628401, 1630202]",1610612738.0,BOS,fadeaway,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,5.21,Made,10.0,,,,,,,,,P. Pritchard,1630202.0,3.0,,,,,,
608,PT02M46.00S,2026-04-05T21:43:36.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612761,111,95,2026-04-05T21:43:36Z,6010000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT02M46.00S,2026-04-05T21:44:13.4Z,4,REGULAR,substitution,out,[],1642867,,,1610612761,111,95,2026-04-05T21:45:06Z,6020000,False,,,0,,SUB out: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT02M46.00S,2026-04-05T21:44:13.4Z,4,REGULAR,substitution,out,[],1630572,,,1610612761,111,95,2026-04-05T21:45:06Z,6030000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT02M46.00S,2026-04-05T21:44:13.4Z,4,REGULAR,substitution,in,[],1642347,,,1610612761,111,95,2026-04-05T21:45:06Z,6040000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT02M46.00S,2026-04-05T21:44:13.4Z,4,REGULAR,substitution,in,[],1642266,,,1610612761,111,95,2026-04-05T21:45:06Z,6050000,False,,,0,,SUB in: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT02M39.00S,2026-04-05T21:45:21.0Z,4,REGULAR,turnover,bad pass,[],1630567,,,1610612761,111,95,2026-04-05T21:45:27Z,6060000,False,,,0,,S. Barnes bad pass TURNOVER (4 TO),"[1630567, 1627759]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,,4.0,Brown,1627759.0,,,,,,,,,,,,,
614,PT02M39.00S,2026-04-05T21:45:21.0Z,4,REGULAR,steal,,[],1627759,,,1610612738,111,95,2026-04-05T21:45:23Z,6070000,False,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
615,PT02M37.00S,2026-04-05T21:45:24.0Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627759,92.85479632063075,52.69607843137255,1610612738,113,95,2026-04-05T21:46:03Z,6080000,False,13.0,15.0,1,right,J. Brown running DUNK (26 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.0,Made,26.0,,,,,,,,,,,,,,,,,
616,PT02M26.00S,2026-04-05T21:45:32.8Z,4,REGULAR,3pt,Jump Shot,[],1629628,28.597240473061763,82.84313725490196,1610612761,113,95,2026-04-05T21:45:54Z,6090000,False,-164.0,216.0,1,left,MISS R. Barrett 27' 3PT,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,27.16,Missed,,,,,,,,,,,,,,,,,,
617,PT02M24.00S,2026-04-05T21:45:34.8Z,4,REGULAR,rebound,defensive,[],1628401,,,1610612738,113,95,2026-04-05T21:45:39Z,6100000,False,,,0,,D. White REBOUND (Off:1 Def:5),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,616.0,,,,,6.0,5.0,1.0,,,,,,,,,
618,PT02M12.00S,2026-04-05T21:46:19.7Z,4,REGULAR,jumpball,recovered,[],1630202,,,1610612738,113,95,2026-04-05T21:46:19Z,6110000,False,,,0,,Jump Ball J. Brown vs. B. Ingram: Tip to P. Pritchard,"[1630202, 1627759, 1627742]",1610612738.0,BOS,heldball,P. Pritchard,1630202.0,Pritchard,P. Pritchard,Brown,1627759.0,Ingram,1627742.0,,,,,,,,,,,,,,,,,,,,,,
621,PT02M01.00S,2026-04-05T21:46:30.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,82.07950065703022,38.970588235294116,1610612738,113,95,2026-04-05T21:46:38Z,6140000,False,-55.0,116.0,1,right,MISS P. Pritchard 12' step back Shot,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Center,12.84,Missed,,,,,,,,,,,,,,,,,,
622,PT01M57.00S,2026-04-05T21:46:34.7Z,4,REGULAR,rebound,defensive,[],1629628,,,1610612761,113,95,2026-04-05T21:46:38Z,6150000,False,,,0,,R. Barrett REBOUND (Off:1 Def:3),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,,,,621.0,,,,,4.0,3.0,1.0,,,,,,,,,
623,PT01M54.00S,2026-04-05T21:46:38.5Z,4,REGULAR,turnover,bad pass,[],1629628,,,1610612761,113,95,2026-04-05T21:46:44Z,6160000,False,,,0,,R. Barrett bad pass TURNOVER (3 TO),"[1629628, 1627759]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,,,,,3.0,Brown,1627759.0,,,,,,,,,,,,,
624,PT01M54.00S,2026-04-05T21:46:38.5Z,4,REGULAR,steal,,[],1627759,,,1610612738,113,95,2026-04-05T21:46:41Z,6170000,False,,,0,,J. Brown STEAL (2 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
625,PT01M46.00S,2026-04-05T21:46:47.3Z,4,REGULAR,turnover,lost ball,[],1627759,,,1610612738,113,95,2026-04-05T21:46:52Z,6180000,False,,,0,,J. Brown lost ball TURNOVER (5 TO),"[1627759, 1630567]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,5.0,Barnes,1630567.0,,,,,,,,,,,,,
626,PT01M46.00S,2026-04-05T21:46:47.3Z,4,REGULAR,steal,,[],1630567,,,1610612761,113,95,2026-04-05T21:49:22Z,6190000,False,,,0,,S. Barnes STEAL (3 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
627,PT01M44.00S,2026-04-05T21:46:51.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629628,5.601182654402102,48.529411764705884,1610612761,113,97,2026-04-05T21:46:58Z,6200000,False,7.0,0.0,1,left,R. Barrett running DUNK (15 PTS) (S. Barnes 8 AST),"[1629628, 1630567]",1610612761.0,TOR,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,0.74,Made,15.0,,,,,,,,,S. Barnes,1630567.0,8.0,,,,,,
629,PT01M19.00S,2026-04-05T21:47:22.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,85.75886990801577,63.23529411764706,1610612738,113,97,2026-04-05T21:48:33Z,6220000,False,66.0,81.0,1,right,MISS P. Pritchard 10' fadeaway Shot,[1630202],1610612738.0,BOS,fadeaway,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Right,10.49,Missed,,,,,,,,,,,,,,,,,,
630,PT01M14.00S,2026-04-05T21:47:27.3Z,4,REGULAR,rebound,defensive,[],1629628,,,1610612761,113,97,2026-04-05T21:47:35Z,6230000,False,,,0,,R. Barrett REBOUND (Off:1 Def:4),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Right,,,,629.0,,,,,5.0,4.0,1.0,,,,,,,,,
631,PT01M09.00S,2026-04-05T21:47:36.1Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630567,7.046649145860711,52.20588235294118,1610612761,113,99,2026-04-05T21:48:53Z,6240000,False,-11.0,14.0,1,left,S. Barnes running Layup (10 PTS) (B. Ingram 4 AST),"[1630567, 1627742]",1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,1.76,Made,10.0,,,,,,,,,B. Ingram,1627742.0,4.0,,,,,,
633,PT01M08.00S,2026-04-05T21:47:51.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642347,,,1610612738,113,99,2026-04-05T21:48:24Z,6260000,False,,,0,,J. Shead take personal FOUL (1 PF) (Pritchard 2 FT),"[1642347, 1630202]",1610612761.0,TOR,take,,,Shead,J. Shead,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202007.0,,,,,,,1.0,0.0,Pritchard,1630202.0,,
635,PT01M08.00S,2026-04-05T21:48:14.8Z,4,REGULAR,freethrow,1 of 2,[],1630202,,,1610612738,114,99,2026-04-05T21:48:14Z,6280000,False,,,0,,P. Pritchard Free Throw 1 of 2 (16 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
636,PT01M08.00S,2026-04-05T21:48:16.4Z,4,REGULAR,substitution,out,[],1628369,,,1610612738,114,99,2026-04-05T21:48:33Z,6290000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT01M08.00S,2026-04-05T21:48:16.4Z,4,REGULAR,substitution,out,[],1627759,,,1610612738,114,99,2026-04-05T21:48:33Z,6300000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT01M08.00S,2026-04-05T21:48:16.4Z,4,REGULAR,substitution,out,[],1628401,,,1610612738,114,99,2026-04-05T21:48:33Z,6310000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT01M08.00S,2026-04-05T21:48:16.4Z,4,REGULAR,substitution,out,[],1629674,,,1610612738,114,99,2026-04-05T21:48:33Z,6320000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT01M08.00S,2026-04-05T21:48:16.4Z,4,REGULAR,substitution,out,[],1627742,,,1610612738,114,99,2026-04-05T21:48:33Z,6330000,False,,,0,,SUB out: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT01M08.00S,2026-04-05T21:48:16.4Z,4,REGULAR,substitution,out,[],1630567,,,1610612738,114,99,2026-04-05T21:48:33Z,6340000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT01M08.00S,2026-04-05T21:48:16.4Z,4,REGULAR,substitution,out,[],1629628,,,1610612738,114,99,2026-04-05T21:48:33Z,6350000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT01M08.00S,2026-04-05T21:48:16.4Z,4,REGULAR,substitution,out,[],1642347,,,1610612738,114,99,2026-04-05T21:48:33Z,6360000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT01M08.00S,2026-04-05T21:48:16.4Z,4,REGULAR,substitution,out,[],1642266,,,1610612738,114,99,2026-04-05T21:48:33Z,6370000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT01M08.00S,2026-04-05T21:48:16.4Z,4,REGULAR,substitution,in,[],1631199,,,1610612738,114,99,2026-04-05T21:48:33Z,6380000,False,,,0,,SUB in: R. Harper Jr.,[1631199],1610612738.0,BOS,,,,Harper Jr.,R. Harper Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT01M08.00S,2026-04-05T21:48:16.4Z,4,REGULAR,substitution,in,[],1642864,,,1610612738,114,99,2026-04-05T21:48:33Z,6390000,False,,,0,,SUB in: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT01M08.00S,2026-04-05T21:48:16.4Z,4,REGULAR,substitution,in,[],1641775,,,1610612738,114,99,2026-04-05T21:48:33Z,6400000,False,,,0,,SUB in: J. Walsh,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT01M08.00S,2026-04-05T21:48:16.4Z,4,REGULAR,substitution,in,[],1631248,,,1610612738,114,99,2026-04-05T21:48:33Z,6410000,False,,,0,,SUB in: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT01M08.00S,2026-04-05T21:48:16.4Z,4,REGULAR,substitution,in,[],1642419,,,1610612738,114,99,2026-04-05T21:48:33Z,6420000,False,,,0,,SUB in: J. Battle,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT01M08.00S,2026-04-05T21:48:16.4Z,4,REGULAR,substitution,in,[],1631218,,,1610612738,114,99,2026-04-05T21:48:33Z,6430000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612761.0,TOR,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT01M08.00S,2026-04-05T21:48:16.4Z,4,REGULAR,substitution,in,[],1642918,,,1610612738,114,99,2026-04-05T21:48:33Z,6440000,False,,,0,,SUB in: A. Martin,[1642918],1610612761.0,TOR,,,,Martin,A. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT01M08.00S,2026-04-05T21:48:16.4Z,4,REGULAR,substitution,in,[],1642367,,,1610612738,114,99,2026-04-05T21:48:33Z,6450000,False,,,0,,SUB in: J. Mogbo,[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT01M08.00S,2026-04-05T21:48:16.4Z,4,REGULAR,substitution,in,[],1641711,,,1610612738,114,99,2026-04-05T21:48:33Z,6460000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT01M08.00S,2026-04-05T21:48:39.9Z,4,REGULAR,freethrow,2 of 2,[],1630202,,,1610612738,115,99,2026-04-05T21:48:40Z,6470000,False,,,0,,P. Pritchard Free Throw 2 of 2 (17 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
655,PT00M46.30S,2026-04-05T21:49:03.5Z,4,REGULAR,2pt,Jump Shot,[],1642419,20.97568988173456,43.627450980392155,1610612761,115,101,2026-04-05T21:49:08Z,6480000,False,32.0,145.0,1,left,J. Battle 14' turnaround Jump Shot (2 PTS),[1642419],1610612761.0,TOR,turnaround,,,Battle,J. Battle,,,,,Mid-Range,8-16 Center,14.82,Made,2.0,,,,,,,,,,,,,,,,,
656,PT00M22.10S,2026-04-05T21:49:37.5Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612738,115,101,2026-04-05T21:50:25Z,6490000,False,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,202007.0,,,,,,,,,,,,
657,PT00M00.00S,2026-04-05T21:50:11.4Z,4,REGULAR,period,end,[],0,,,1610612761,115,101,2026-04-05T21:50:11Z,6500000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT00M00.00S,2026-04-05T21:50:59.0Z,4,REGULAR,game,end,[],0,,,0,115,101,2026-04-05T21:50:59Z,6510000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
