actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
265,PT06M19.00S,2022-04-02T00:53:43.7Z,2,REGULAR,substitution,out,[],1630227,,,1610612758,47,38,2022-04-02T00:53:46Z,2600000,,,0,,SUB out: D. Nix,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,
266,PT06M19.00S,2022-04-02T00:53:43.7Z,2,REGULAR,substitution,in,[],1630224,,,1610612758,47,38,2022-04-02T00:53:46Z,2610000,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
267,PT06M08.00S,2022-04-02T00:54:09.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627745,6.258212877792378,49.50980392156863,1610612758,47,40,2022-04-02T00:54:14Z,2620000,2.0,6.0,1,left,D. Jones Layup (4 PTS) (D. Mitchell 3 AST),"[1627745, 1630558]",1610612758.0,SAC,,,,Jones,D. Jones,,,,,0.68,Made,4.0,,,,,D. Mitchell,1630558.0,3.0,,,,,,,,,,
269,PT06M08.00S,2022-04-02T00:54:12.4Z,2,REGULAR,foul,personal,['1freethrow'],1630586,,,1610612758,47,40,2022-04-02T00:54:19Z,2640000,,,0,,U. Garuba shooting personal FOUL (1 PF) (Jones 1 FT),"[1630586, 1627745]",1610612745.0,HOU,shooting,,,Garuba,U. Garuba,,,,,,,,,,,,,,,201245.0,1.0,0.0,Jones,1627745.0,,,,,
271,PT06M08.00S,2022-04-02T00:54:32.2Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1627745,,,1610612758,47,41,2022-04-02T00:54:32Z,2660000,,,0,,D. Jones Free Throw 1 of 1 (5 PTS),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
272,PT05M48.00S,2022-04-02T00:54:54.2Z,2,REGULAR,3pt,Jump Shot,[],1630528,87.20433639947439,95.09803921568627,1610612745,47,41,2022-04-02T00:55:01Z,2670000,225.0,68.0,1,right,MISS J. Christopher 3PT,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,23.55,Missed,,,,,,,,,,,,,,,,,,
273,PT05M46.00S,2022-04-02T00:54:56.2Z,2,REGULAR,rebound,defensive,[],1627745,,,1610612758,47,41,2022-04-02T00:55:01Z,2680000,,,0,,D. Jones REBOUND (Off:0 Def:3),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,272.0,3.0,3.0,0.0,,,,,,,,,,,,,
274,PT05M40.00S,2022-04-02T00:55:43.0Z,2,REGULAR,jumpball,recovered,[],1626168,,,1610612758,47,41,2022-04-02T00:55:43Z,2690000,,,0,,Jump Ball D. Jones vs. J. Tate: Tip to T. Lyles,"[1626168, 1627745, 1630256]",1610612758.0,SAC,heldball,T. Lyles,1626168.0,Lyles,T. Lyles,Jones,1627745.0,Tate,1630256.0,,,,,,,,,,,,,,,,,,,,
277,PT05M31.00S,2022-04-02T00:55:55.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630586,,,1610612758,47,41,2022-04-02T00:56:08Z,2720000,,,0,,U. Garuba shooting personal FOUL (2 PF) (Jackson 2 FT),"[1630586, 1628367]",1610612745.0,HOU,shooting,,,Garuba,U. Garuba,,,,,,,,,,,,,,,1193.0,2.0,0.0,Jackson,1628367.0,,,,,
279,PT05M31.00S,2022-04-02T00:56:23.2Z,2,REGULAR,freethrow,1 of 2,[],1628367,,,1610612758,47,42,2022-04-02T00:56:23Z,2740000,,,0,,J. Jackson Free Throw 1 of 2 (6 PTS),[1628367],1610612758.0,SAC,,,,Jackson,J. Jackson,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
280,PT05M31.00S,2022-04-02T00:56:23.2Z,2,REGULAR,freethrow,2 of 2,[],1628367,,,1610612758,47,42,2022-04-02T00:56:47Z,2750000,,,0,,MISS J. Jackson Free Throw 2 of 2,[1628367],1610612758.0,SAC,,,,Jackson,J. Jackson,,,,,,Missed,,,,,,,,,,,,,,,,,,
281,PT05M29.00S,2022-04-02T00:56:25.2Z,2,REGULAR,rebound,defensive,[],1629645,,,1610612745,47,42,2022-04-02T00:56:47Z,2760000,,,0,,K. Porter Jr. REBOUND (Off:0 Def:1),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,280.0,1.0,1.0,0.0,,,,,,,,,,,,,
282,PT05M08.00S,2022-04-02T00:57:00.3Z,2,REGULAR,turnover,lost ball,[],1629645,,,1610612745,47,42,2022-04-02T00:57:06Z,2770000,,,0,,K. Porter Jr. lost ball TURNOVER (2 TO),"[1629645, 1630558]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,2.0,Mitchell,1630558.0,,
283,PT05M08.00S,2022-04-02T00:57:00.3Z,2,REGULAR,steal,,[],1630558,,,1610612758,47,42,2022-04-02T00:57:02Z,2780000,,,0,,D. Mitchell STEAL (1 STL),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
284,PT05M04.00S,2022-04-02T00:57:05.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626168,6.389618922470433,48.28431372549019,1610612758,47,44,2022-04-02T00:57:16Z,2790000,9.0,8.0,1,left,T. Lyles running finger roll Layup (5 PTS) (J. Jackson 1 AST),"[1626168, 1628367]",1610612758.0,SAC,running finger roll,,,Lyles,T. Lyles,,,,,1.15,Made,5.0,,,,,J. Jackson,1628367.0,1.0,,,,,,,,,,
286,PT05M01.00S,2022-04-02T00:57:15.2Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612745,47,44,2022-04-02T00:57:21Z,2810000,,,0,,TEAM delay-of-game VIOLATION,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,204059.0,,,,,,,,,
287,PT04M46.00S,2022-04-02T00:57:37.1Z,2,REGULAR,3pt,Jump Shot,[],1630224,69.99014454664915,70.09803921568627,1610612745,47,44,2022-04-02T00:57:43Z,2820000,100.0,230.0,1,right,MISS J. Green 25' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,25.06,Missed,,,,,,,,,,,,,,,,,,
288,PT04M44.00S,2022-04-02T00:57:39.1Z,2,REGULAR,rebound,defensive,[],1630558,,,1610612758,47,44,2022-04-02T00:57:43Z,2830000,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,287.0,1.0,1.0,0.0,,,,,,,,,,,,,
289,PT04M36.00S,2022-04-02T00:57:46.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203084,7.703679369250986,50.245098039215684,1610612758,47,44,2022-04-02T00:57:56Z,2840000,-1.0,20.0,1,left,MISS H. Barnes driving Layup - blocked,"[203084, 1630586]",1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,1.99,Missed,,,,,,,,,,,,,,,,,Garuba,1630586.0
290,PT04M36.00S,2022-04-02T00:57:46.8Z,2,REGULAR,block,,[],1630586,,,1610612758,47,44,2022-04-02T00:57:49Z,2850000,,,0,,U. Garuba BLOCK (1 BLK),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,
291,PT04M33.00S,2022-04-02T00:57:49.8Z,2,REGULAR,rebound,offensive,[],203084,,,1610612758,47,44,2022-04-02T00:57:56Z,2860000,,,0,,H. Barnes REBOUND (Off:1 Def:0),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,289.0,1.0,0.0,1.0,,,,,,,,,,,,,
292,PT04M31.00S,2022-04-02T00:57:51.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628367,24.917871222076215,13.480392156862745,1610612758,47,47,2022-04-02T00:57:59Z,2870000,183.0,182.0,1,left,J. Jackson 25' 3PT  (9 PTS) (H. Barnes 1 AST),"[1628367, 203084]",1610612758.0,SAC,,,,Jackson,J. Jackson,,,,,25.76,Made,9.0,,,,,H. Barnes,203084.0,1.0,,,,,,,,,,
294,PT04M24.00S,2022-04-02T00:57:58.5Z,2,REGULAR,3pt,Jump Shot,[],1629645,66.80354796320631,56.26914828431372,1610612745,47,47,2022-04-02T01:01:59Z,2890000,31.0,260.0,1,right,MISS K. Porter Jr. 26' pullup 3PT,[1629645],1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,26.14,Missed,,,,,,,,,,,,,,,,,,
295,PT04M22.00S,2022-04-02T00:58:00.5Z,2,REGULAR,rebound,offensive,[],1630528,,,1610612745,47,47,2022-04-02T00:58:06Z,2900000,,,0,,J. Christopher REBOUND (Off:2 Def:0),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,294.0,2.0,0.0,2.0,,,,,,,,,,,,,
296,PT04M17.00S,2022-04-02T00:58:05.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630586,81.73455978975034,53.630514705882355,1610612745,47,47,2022-04-02T01:02:51Z,2910000,18.0,119.0,1,right,MISS U. Garuba 12' floating Shot - blocked,"[1630586, 1628367]",1610612745.0,HOU,floating,,,Garuba,U. Garuba,,,,,12.06,Missed,,,,,,,,,,,,,,,,,Jackson,1628367.0
297,PT04M17.00S,2022-04-02T00:58:05.6Z,2,REGULAR,block,,[],1628367,,,1610612745,47,47,2022-04-02T00:58:07Z,2920000,,,0,,J. Jackson BLOCK (2 BLK),[1628367],1610612758.0,SAC,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
298,PT04M16.00S,2022-04-02T00:58:06.6Z,2,REGULAR,rebound,defensive,[],1627745,,,1610612758,47,47,2022-04-02T00:58:13Z,2930000,,,0,,D. Jones REBOUND (Off:0 Def:4),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,296.0,4.0,4.0,0.0,,,,,,,,,,,,,
299,PT04M11.00S,2022-04-02T00:58:11.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630558,32.670827858081466,49.01960784313725,1610612758,47,47,2022-04-02T01:03:42Z,2940000,5.0,255.0,1,left,MISS D. Mitchell 25' running pullup 3PT,[1630558],1610612758.0,SAC,running pullup,,,Mitchell,D. Mitchell,,,,,25.46,Missed,,,,,,,,,,,,,,,,,,
300,PT04M10.00S,2022-04-02T00:58:12.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612745,47,47,2022-04-02T00:58:23Z,2950000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,299.0,,,,,,,,,,,,,,,,
301,PT04M10.00S,2022-04-02T00:58:17.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,47,47,2022-04-02T00:58:17Z,2960000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT04M10.00S,2022-04-02T00:58:18.6Z,2,REGULAR,substitution,out,[],1630528,,,1610612745,47,47,2022-04-02T00:58:23Z,2970000,,,0,,SUB out: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,
303,PT04M10.00S,2022-04-02T00:58:18.6Z,2,REGULAR,substitution,in,[],1629726,,,1610612745,47,47,2022-04-02T00:58:23Z,2980000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,
304,PT04M03.00S,2022-04-02T00:58:38.6Z,2,REGULAR,3pt,Jump Shot,[],1629645,70.38436268068331,22.54901960784314,1610612745,50,47,2022-04-02T00:58:45Z,2990000,-137.0,226.0,1,right,K. Porter Jr. 26' 3PT pullup (9 PTS),[1629645],1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,26.44,Made,9.0,,,,,,,,,,,,,,,,,
305,PT03M40.00S,2022-04-02T00:59:02.2Z,2,REGULAR,2pt,Jump Shot,[],203084,7.88436268068331,32.8201593137255,1610612758,50,47,2022-04-02T01:04:26Z,3000000,86.0,22.0,1,left,MISS H. Barnes 8' driving floating Shot,[203084],1610612758.0,SAC,driving floating,,,Barnes,H. Barnes,,,,,8.86,Missed,,,,,,,,,,,,,,,,,,
306,PT03M39.00S,2022-04-02T00:59:03.2Z,2,REGULAR,rebound,defensive,[],1630224,,,1610612745,50,47,2022-04-02T00:59:08Z,3010000,,,0,,J. Green REBOUND (Off:0 Def:5),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,305.0,5.0,5.0,0.0,,,,,,,,,,,,,
307,PT03M32.00S,2022-04-02T00:59:09.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,93.51182654402102,49.754901960784316,1610612745,50,47,2022-04-02T00:59:16Z,3020000,-1.0,8.0,1,right,MISS J. Green driving Layup - blocked,"[1630224, 1627745]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,0.86,Missed,,,,,,,,,,,,,,,,,Jones,1627745.0
308,PT03M32.00S,2022-04-02T00:59:09.7Z,2,REGULAR,block,,[],1627745,,,1610612745,50,47,2022-04-02T00:59:12Z,3030000,,,0,,D. Jones BLOCK (2 BLK),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,
309,PT03M32.00S,2022-04-02T00:59:09.7Z,2,REGULAR,rebound,offensive,[],1630256,,,1610612745,50,47,2022-04-02T00:59:16Z,3040000,,,0,,J. Tate REBOUND (Off:1 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,307.0,2.0,1.0,1.0,,,,,,,,,,,,,
310,PT03M28.00S,2022-04-02T00:59:15.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630224,89.30683311432325,4.166666666666666,1610612745,50,47,2022-04-02T00:59:20Z,3050000,-229.0,48.0,1,right,MISS J. Green 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,23.42,Missed,,,,,,,,,,,,,,,,,,
311,PT03M28.00S,2022-04-02T00:59:15.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,50,47,2022-04-02T00:59:20Z,3060000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,
312,PT03M28.00S,2022-04-02T00:59:18.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,50,47,2022-04-02T00:59:18Z,3070000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT03M28.00S,2022-04-02T00:59:19.5Z,2,REGULAR,substitution,out,[],1628367,,,1610612745,50,47,2022-04-02T00:59:23Z,3080000,,,0,,SUB out: J. Jackson,[1628367],1610612758.0,SAC,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
314,PT03M28.00S,2022-04-02T00:59:19.5Z,2,REGULAR,substitution,in,[],1628978,,,1610612745,50,47,2022-04-02T00:59:23Z,3090000,,,0,,SUB in: D. DiVincenzo,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,
315,PT03M25.00S,2022-04-02T00:59:38.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630256,92.72339027595268,50.245098039215684,1610612745,52,47,2022-04-02T00:59:45Z,3100000,1.0,16.0,1,right,J. Tate cutting DUNK (8 PTS) (K. Porter Jr. 6 AST),"[1630256, 1629645]",1610612745.0,HOU,cutting,,,Tate,J. Tate,,,,,1.59,Made,8.0,,,,,K. Porter Jr.,1629645.0,6.0,,,,,,,,,,
317,PT03M16.00S,2022-04-02T00:59:50.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626168,6.652431011826544,55.63725490196079,1610612758,52,49,2022-04-02T01:00:14Z,3120000,-28.0,10.0,1,left,T. Lyles turnaround Jump Shot (7 PTS) (D. Mitchell 4 AST),"[1626168, 1630558]",1610612758.0,SAC,turnaround,,,Lyles,T. Lyles,,,,,2.99,Made,7.0,,,,,D. Mitchell,1630558.0,4.0,,,,,,,,,,
319,PT03M16.00S,2022-04-02T00:59:53.5Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630256,,,1610612758,52,49,2022-04-02T01:00:03Z,3140000,,,0,,J. Tate shooting personal FOUL (1 PF) (Lyles 1 FT),"[1630256, 1626168]",1610612745.0,HOU,shooting,,,Tate,J. Tate,,,,,,,,,,,,,,,201245.0,1.0,1.0,Lyles,1626168.0,,,,,
321,PT03M16.00S,2022-04-02T01:00:20.0Z,2,REGULAR,freethrow,1 of 1,[],1626168,,,1610612758,52,50,2022-04-02T01:00:20Z,3160000,,,0,,T. Lyles Free Throw 1 of 1 (8 PTS),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
322,PT03M02.00S,2022-04-02T01:00:36.7Z,2,REGULAR,3pt,Jump Shot,[],1629726,80.1084099868594,90.44117647058823,1610612745,55,50,2022-04-02T01:00:42Z,3170000,202.0,134.0,1,right,G. Mathews 24' 3PT  (16 PTS) (U. Garuba 2 AST),"[1629726, 1630586]",1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,24.28,Made,16.0,,,,,U. Garuba,1630586.0,2.0,,,,,,,,,,
324,PT02M47.00S,2022-04-02T01:00:53.8Z,2,REGULAR,turnover,out-of-bounds,[],1628978,,,1610612758,55,50,2022-04-02T01:01:20Z,3190000,,,0,,D. DiVincenzo bad pass out-of-bounds TURNOVER (2 TO),[1628978],1610612758.0,SAC,bad pass,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,1193.0,,,,,2.0,,,,
325,PT02M47.00S,2022-04-02T01:01:01.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,55,50,2022-04-02T01:01:01Z,3200000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT02M30.00S,2022-04-02T01:04:24.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629645,76.2976346911958,44.11764705882353,1610612745,57,50,2022-04-02T01:04:30Z,3210000,-29.0,170.0,1,right,K. Porter Jr. 17' step back Jump Shot (11 PTS),[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,17.28,Made,11.0,,,,,,,,,,,,,,,,,
327,PT02M11.00S,2022-04-02T01:04:43.5Z,2,REGULAR,turnover,lost ball,[],1627745,,,1610612758,57,50,2022-04-02T01:04:48Z,3220000,,,0,,D. Jones lost ball TURNOVER (1 TO),"[1627745, 1629726]",1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,1.0,Mathews,1629726.0,,
328,PT02M11.00S,2022-04-02T01:04:43.5Z,2,REGULAR,steal,,[],1629726,,,1610612745,57,50,2022-04-02T01:04:45Z,3230000,,,0,,G. Mathews STEAL (1 STL),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,
329,PT02M03.00S,2022-04-02T01:04:51.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630256,93.77463863337714,48.529411764705884,1610612745,59,50,2022-04-02T01:04:55Z,3240000,-7.0,6.0,1,right,J. Tate driving DUNK (10 PTS) (G. Mathews 1 AST),"[1630256, 1629726]",1610612745.0,HOU,driving,,,Tate,J. Tate,,,,,0.95,Made,10.0,,,,,G. Mathews,1629726.0,1.0,,,,,,,,,,
331,PT01M37.00S,2022-04-02T01:05:16.0Z,2,REGULAR,3pt,Jump Shot,[],1628978,23.866622864651774,85.04901960784314,1610612758,59,53,2022-04-02T01:05:19Z,3260000,-175.0,172.0,1,left,D. DiVincenzo 24' 3PT  (5 PTS) (D. Mitchell 5 AST),"[1628978, 1630558]",1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,24.54,Made,5.0,,,,,D. Mitchell,1630558.0,5.0,,,,,,,,,,
333,PT01M14.00S,2022-04-02T01:05:39.8Z,2,REGULAR,3pt,Jump Shot,[],1629726,81.42247043363994,92.15686274509804,1610612745,62,53,2022-04-02T01:05:44Z,3280000,211.0,122.0,1,right,G. Mathews 24' 3PT  (19 PTS) (K. Porter Jr. 7 AST),"[1629726, 1629645]",1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,24.36,Made,19.0,,,,,K. Porter Jr.,1629645.0,7.0,,,,,,,,,,
335,PT01M03.00S,2022-04-02T01:05:53.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630256,,,1610612758,62,53,2022-04-02T01:06:00Z,3300000,,,0,,J. Tate shooting personal FOUL (2 PF) (Mitchell 2 FT),"[1630256, 1630558]",1610612745.0,HOU,shooting,,,Tate,J. Tate,,,,,,,,,,,,,,,1193.0,2.0,1.0,Mitchell,1630558.0,,,,,
337,PT01M03.00S,2022-04-02T01:06:17.0Z,2,REGULAR,freethrow,1 of 2,[],1630558,,,1610612758,62,54,2022-04-02T01:06:17Z,3320000,,,0,,D. Mitchell Free Throw 1 of 2 (2 PTS),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
338,PT01M03.00S,2022-04-02T01:06:33.4Z,2,REGULAR,freethrow,2 of 2,[],1630558,,,1610612758,62,55,2022-04-02T01:06:33Z,3330000,,,0,,D. Mitchell Free Throw 2 of 2 (3 PTS),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
339,PT00M52.40S,2022-04-02T01:06:47.0Z,2,REGULAR,2pt,Jump Shot,[],1629645,91.67214191852825,77.94117647058823,1610612745,62,55,2022-04-02T01:13:05Z,3340000,140.0,26.0,1,right,MISS K. Porter Jr. 14' step back Shot,[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,14.21,Missed,,,,,,,,,,,,,,,,,,
340,PT00M50.50S,2022-04-02T01:06:48.9Z,2,REGULAR,rebound,defensive,[],1627745,,,1610612758,62,55,2022-04-02T01:13:05Z,3350000,,,0,,D. Jones REBOUND (Off:0 Def:5),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,339.0,5.0,5.0,0.0,,,,,,,,,,,,,
341,PT00M41.00S,2022-04-02T01:06:57.6Z,2,REGULAR,3pt,Jump Shot,[],1626168,28.33442838370565,79.65686274509804,1610612758,62,55,2022-04-02T01:07:05Z,3360000,-148.0,214.0,1,left,MISS T. Lyles 26' 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,26.02,Missed,,,,,,,,,,,,,,,,,,
342,PT00M38.50S,2022-04-02T01:07:00.1Z,2,REGULAR,rebound,defensive,[],1630224,,,1610612745,62,55,2022-04-02T01:07:00Z,3370000,,,0,,J. Green REBOUND (Off:0 Def:6),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,341.0,6.0,6.0,0.0,,,,,,,,,,,,,
343,PT00M30.50S,2022-04-02T01:07:08.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630224,80.50262812089356,53.92156862745098,1610612745,62,55,2022-04-02T01:11:35Z,3380000,20.0,131.0,1,right,MISS J. Green 13' step back Shot,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,13.23,Missed,,,,,,,,,,,,,,,,,,
344,PT00M27.70S,2022-04-02T01:07:10.9Z,2,REGULAR,rebound,defensive,[],1627745,,,1610612758,62,55,2022-04-02T01:07:13Z,3390000,,,0,,D. Jones REBOUND (Off:0 Def:6),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,343.0,6.0,6.0,0.0,,,,,,,,,,,,,
345,PT00M05.40S,2022-04-02T01:07:34.0Z,2,REGULAR,3pt,Jump Shot,[],1630558,28.597240473061763,77.69607843137256,1610612758,62,55,2022-04-02T01:08:12Z,3400000,-138.0,216.0,1,left,MISS D. Mitchell 25' step back 3PT,[1630558],1610612758.0,SAC,step back,,,Mitchell,D. Mitchell,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,
346,PT00M03.90S,2022-04-02T01:07:35.5Z,2,REGULAR,rebound,offensive,[],1627745,,,1610612758,62,55,2022-04-02T01:08:12Z,3410000,,,0,,D. Jones REBOUND (Off:1 Def:6),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,345.0,7.0,6.0,1.0,,,,,,,,,,,,,
347,PT00M00.90S,2022-04-02T01:07:39.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627745,12.857260183968464,59.77711397058824,1610612758,62,57,2022-04-02T01:14:20Z,3420000,-49.0,68.0,1,left,D. Jones 8' floating Jump Shot (7 PTS),[1627745],1610612758.0,SAC,floating,,,Jones,D. Jones,,,,,8.41,Made,7.0,,,,,,,,,,,,,,,,,
348,PT00M00.00S,2022-04-02T01:07:57.1Z,2,REGULAR,period,end,[],0,,,1610612745,62,57,2022-04-02T01:07:57Z,3430000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2022-04-02T01:22:27.9Z,3,REGULAR,substitution,out,['startperiod'],1628978,,,1610612745,62,57,2022-04-02T01:22:51Z,3440000,,,0,,SUB out: D. DiVincenzo,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2022-04-02T01:22:27.9Z,3,REGULAR,substitution,in,['startperiod'],203200,,,1610612745,62,57,2022-04-02T01:22:51Z,3450000,,,0,,SUB in: J. Holiday,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2022-04-02T01:22:58.6Z,3,REGULAR,period,start,[],0,,,1610612745,62,57,2022-04-02T01:22:58Z,3460000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT11M45.00S,2022-04-02T01:23:12.4Z,3,REGULAR,2pt,Jump Shot,[],1630224,21.76412614980289,27.696078431372552,1610612745,62,57,2022-04-02T01:23:18Z,3470000,112.0,152.0,1,left,MISS J. Green 18' step back Shot,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,18.86,Missed,,,,,,,,,,,,,,,,,,
353,PT11M44.00S,2022-04-02T01:23:13.4Z,3,REGULAR,rebound,defensive,[],203200,,,1610612758,62,57,2022-04-02T01:23:18Z,3480000,,,0,,J. Holiday REBOUND (Off:0 Def:1),[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,352.0,1.0,1.0,0.0,,,,,,,,,,,,,
