actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
181,PT12M00.00S,2021-12-06T00:39:34.8Z,2,REGULAR,period,start,[],0,,,1610612745,28,26,2021-12-06T00:39:34Z,1800000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT11M43.00S,2021-12-06T00:39:53.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,28,26,2021-12-06T00:39:53Z,1810000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT11M36.00S,2021-12-06T00:40:09.8Z,2,REGULAR,3pt,Jump Shot,[],1630578,29.6484888304862,75.49019607843137,1610612745,28,26,2021-12-06T00:40:18Z,1820000,-127.0,226.0,1,left,MISS A. Sengun 25' 3PT,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,25.97,Missed,,,,,,,,,,,,,,,,,,
184,PT11M34.00S,2021-12-06T00:40:11.8Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,28,26,2021-12-06T00:50:25Z,1830000,,,0,,T. Murphy III REBOUND (Off:0 Def:3),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,183.0,3.0,3.0,0.0,,,,,,,,,,,,,,
185,PT11M17.00S,2021-12-06T00:40:40.6Z,2,REGULAR,foul,offensive,[],202685,,,1610612740,28,26,2021-12-06T00:40:51Z,1840000,,,0,,J. Valanciunas offensive FOUL (1 PF),"[202685, 1630578]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,2715.0,,1.0,0.0,Sengun,1630578.0,,,,,,,,
187,PT11M17.00S,2021-12-06T00:40:40.6Z,2,REGULAR,turnover,offensive foul,[],202685,,,1610612740,28,26,2021-12-06T00:40:40Z,1860000,,,0,,J. Valanciunas offensive foul TURNOVER (1 TO),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,2715.0,1.0,,,,,,,,,,,,
188,PT11M17.00S,2021-12-06T00:40:47.5Z,2,REGULAR,substitution,out,[],1630231,,,1610612745,28,26,2021-12-06T00:40:50Z,1870000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,
189,PT11M17.00S,2021-12-06T00:40:47.5Z,2,REGULAR,substitution,in,[],1630256,,,1610612745,28,26,2021-12-06T00:40:50Z,1880000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
190,PT10M57.00S,2021-12-06T00:41:15.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630578,7.046649145860711,52.450980392156865,1610612745,30,26,2021-12-06T00:41:20Z,1890000,-12.0,14.0,1,left,A. Sengun driving Layup (2 PTS),[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,1.84,Made,,,,,,,,,,,2.0,,,,,,,
191,PT10M38.00S,2021-12-06T00:41:34.6Z,2,REGULAR,3pt,Jump Shot,[],1628984,69.20170827858082,27.450980392156865,1610612740,30,26,2021-12-06T00:41:41Z,1900000,-113.0,237.0,1,right,MISS D. Graham 26' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,26.24,Missed,,,,,,,,,,,,,,,,,,
192,PT10M36.00S,2021-12-06T00:41:36.6Z,2,REGULAR,rebound,offensive,[],202685,,,1610612740,30,26,2021-12-06T00:41:41Z,1910000,,,0,,J. Valanciunas REBOUND (Off:1 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,191.0,2.0,1.0,1.0,,,,,,,,,,,,,,
193,PT10M27.00S,2021-12-06T00:41:46.7Z,2,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612740,30,26,2021-12-06T00:42:01Z,1920000,,,0,,A. Sengun shooting personal FOUL (1 PF) (Satoransky 2 FT),"[1630578, 203107]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,,,,,,,2715.0,,1.0,0.0,Satoransky,203107.0,,,,,,,,
195,PT10M27.00S,2021-12-06T00:42:18.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203107,,,1610612740,30,27,2021-12-06T00:42:18Z,1940000,,,0,,T. Satoransky Free Throw 1 of 2 (1 PTS),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,Made,,,,,,,,,,,1.0,,,,,,,
196,PT10M27.00S,2021-12-06T00:42:33.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203107,,,1610612740,30,28,2021-12-06T00:42:33Z,1950000,,,0,,T. Satoransky Free Throw 2 of 2 (2 PTS),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,Made,,,,,,,,,,,2.0,,,,,,,
197,PT10M13.00S,2021-12-06T00:42:48.6Z,2,REGULAR,3pt,Jump Shot,[],1630256,7.966491458607096,96.07843137254902,1610612745,33,28,2021-12-06T00:42:53Z,1960000,-230.0,22.0,1,left,J. Tate 3PT  (5 PTS) (D. Augustin 1 AST),"[1630256, 201571]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,23.15,Made,,,,,,,,,,,5.0,D. Augustin,201571.0,1.0,,,,
199,PT10M00.00S,2021-12-06T00:43:01.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,91.5407358738502,53.67647058823529,1610612740,33,28,2021-12-06T00:43:06Z,1980000,18.0,27.0,1,right,MISS N. Alexander-Walker driving Layup - blocked,"[1629638, 1630578]",1610612740.0,NOP,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,3.27,Missed,,,,,,,,,,,,,,,,,Sengun,1630578.0
200,PT10M00.00S,2021-12-06T00:43:01.2Z,2,REGULAR,block,,[],1630578,,,1610612740,33,28,2021-12-06T00:43:03Z,1990000,,,0,,A. Sengun BLOCK (1 BLK),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M58.00S,2021-12-06T00:43:03.2Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,33,28,2021-12-06T00:43:06Z,2000000,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,199.0,1.0,1.0,0.0,,,,,,,,,,,,,,
202,PT09M53.00S,2021-12-06T00:43:08.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201571,6.783837056504599,45.09803921568628,1610612745,35,28,2021-12-06T00:43:22Z,2010000,25.0,11.0,1,left,D. Augustin running Layup (3 PTS),[201571],1610612745.0,HOU,running,,,Augustin,D. Augustin,,,,,2.7,Made,,,,,,,,,,,3.0,,,,,,,
203,PT09M52.00S,2021-12-06T00:43:14.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,35,28,2021-12-06T00:43:14Z,2020000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M52.00S,2021-12-06T00:45:32.3Z,2,REGULAR,substitution,out,[],1627863,,,1610612740,35,28,2021-12-06T00:45:48Z,2030000,,,0,,SUB out: D. House Jr.,[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M52.00S,2021-12-06T00:45:32.3Z,2,REGULAR,substitution,in,[],1629726,,,1610612740,35,28,2021-12-06T00:45:48Z,2040000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M40.00S,2021-12-06T00:46:29.5Z,2,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612740,35,28,2021-12-06T00:46:51Z,2050000,,,0,,A. Sengun shooting personal FOUL (2 PF) (Valanciunas 2 FT),"[1630578, 202685]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,,,,,,,2002.0,,2.0,0.0,Valanciunas,202685.0,,,,,,,,
208,PT09M40.00S,2021-12-06T00:47:04.6Z,2,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,35,28,2021-12-06T00:47:25Z,2070000,,,0,,MISS J. Valanciunas Free Throw 1 of 2,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Missed,,,,,,,,,,,,,,,,,,
209,PT09M40.00S,2021-12-06T00:47:04.6Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612740,35,28,2021-12-06T00:47:25Z,2080000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,208.0,,,,,,,,,,,,,,,,,
210,PT09M40.00S,2021-12-06T00:47:04.6Z,2,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,35,28,2021-12-06T00:47:25Z,2090000,,,0,,MISS J. Valanciunas Free Throw 2 of 2,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Missed,,,,,,,,,,,,,,,,,,
211,PT09M40.00S,2021-12-06T00:47:04.6Z,2,REGULAR,rebound,defensive,[],1629726,,,1610612745,35,28,2021-12-06T00:47:25Z,2100000,,,0,,G. Mathews REBOUND (Off:0 Def:3),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,210.0,3.0,3.0,0.0,,,,,,,,,,,,,,
212,PT09M25.00S,2021-12-06T00:47:35.0Z,2,REGULAR,3pt,Jump Shot,[],1629726,7.835085413929041,96.07843137254902,1610612745,35,28,2021-12-06T00:47:41Z,2110000,-230.0,21.0,1,left,MISS G. Mathews pullup 3PT,[1629726],1610612745.0,HOU,pullup,,,Mathews,G. Mathews,,,,,23.14,Missed,,,,,,,,,,,,,,,,,,
213,PT09M24.00S,2021-12-06T00:47:36.0Z,2,REGULAR,rebound,offensive,[],1630578,,,1610612745,35,28,2021-12-06T00:47:41Z,2120000,,,0,,A. Sengun REBOUND (Off:1 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,212.0,2.0,1.0,1.0,,,,,,,,,,,,,,
214,PT09M14.00S,2021-12-06T00:47:46.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,6.258212877792378,53.67647058823529,1610612745,37,28,2021-12-06T00:47:51Z,2130000,-18.0,6.0,1,left,A. Sengun driving Layup (4 PTS) (D. Augustin 2 AST),"[1630578, 201571]",1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,1.94,Made,,,,,,,,,,,4.0,D. Augustin,201571.0,2.0,,,,
216,PT08M56.00S,2021-12-06T00:48:03.4Z,2,REGULAR,3pt,Jump Shot,[],1630530,72.22404730617609,83.33333333333334,1610612740,37,28,2021-12-06T00:48:09Z,2150000,167.0,209.0,1,right,MISS T. Murphy III 26' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,26.7,Missed,,,,,,,,,,,,,,,,,,
217,PT08M56.00S,2021-12-06T00:48:03.4Z,2,REGULAR,rebound,offensive,[],203107,,,1610612740,37,28,2021-12-06T00:48:09Z,2160000,,,0,,T. Satoransky REBOUND (Off:1 Def:0),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,216.0,1.0,0.0,1.0,,,,,,,,,,,,,,
218,PT08M52.00S,2021-12-06T00:48:07.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628984,75.90341655716163,8.088235294117647,1610612740,37,28,2021-12-06T00:48:13Z,2170000,-210.0,174.0,1,right,MISS D. Graham 27' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,27.24,Missed,,,,,,,,,,,,,,,,,,
219,PT08M52.00S,2021-12-06T00:48:07.9Z,2,REGULAR,rebound,offensive,[],1630530,,,1610612740,37,28,2021-12-06T00:48:13Z,2180000,,,0,,T. Murphy III REBOUND (Off:1 Def:3),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,218.0,4.0,3.0,1.0,,,,,,,,,,,,,,
220,PT08M44.00S,2021-12-06T00:48:15.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629638,66.5735873850197,51.470588235294116,1610612740,37,28,2021-12-06T00:52:12Z,2190000,7.0,262.0,1,right,MISS N. Alexander-Walker 26' step back 3PT,[1629638],1610612740.0,NOP,step back,,,Alexander-Walker,N. Alexander-Walker,,,,,26.18,Missed,,,,,,,,,,,,,,,,,,
221,PT08M43.00S,2021-12-06T00:48:16.9Z,2,REGULAR,rebound,defensive,[],1630256,,,1610612745,37,28,2021-12-06T00:48:24Z,2200000,,,0,,J. Tate REBOUND (Off:0 Def:2),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,220.0,2.0,2.0,0.0,,,,,,,,,,,,,,
222,PT08M26.00S,2021-12-06T00:48:34.8Z,2,REGULAR,3pt,Jump Shot,[],1629717,25.443495400788436,92.15686274509804,1610612745,37,28,2021-12-06T00:48:41Z,2210000,-211.0,187.0,1,left,MISS A. Brooks 28' 3PT,[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,28.16,Missed,,,,,,,,,,,,,,,,,,
223,PT08M24.00S,2021-12-06T00:48:36.8Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612740,37,28,2021-12-06T00:48:41Z,2220000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,222.0,1.0,1.0,0.0,,,,,,,,,,,,,,
224,PT08M12.00S,2021-12-06T00:48:51.2Z,2,REGULAR,foul,personal,[],1630578,,,1610612740,37,28,2021-12-06T00:49:02Z,2230000,,,0,,A. Sengun personal FOUL (3 PF),"[1630578, 1628984]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,1628168.0,,3.0,0.0,Graham,1628984.0,,,,,,,,
226,PT08M12.00S,2021-12-06T00:48:59.6Z,2,REGULAR,substitution,out,[],1630530,,,1610612740,37,28,2021-12-06T00:49:03Z,2250000,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M12.00S,2021-12-06T00:48:59.6Z,2,REGULAR,substitution,in,[],1627742,,,1610612740,37,28,2021-12-06T00:49:03Z,2260000,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M12.00S,2021-12-06T00:48:59.6Z,2,REGULAR,substitution,out,[],1630578,,,1610612740,37,28,2021-12-06T00:49:15Z,2270000,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M12.00S,2021-12-06T00:48:59.6Z,2,REGULAR,substitution,in,[],1626174,,,1610612740,37,28,2021-12-06T00:49:15Z,2280000,,,0,,SUB in: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M04.00S,2021-12-06T00:49:29.7Z,2,REGULAR,3pt,Jump Shot,[],1629638,67.88764783180025,58.82352941176471,1610612740,37,28,2021-12-06T00:49:36Z,2290000,44.0,249.0,1,right,MISS N. Alexander-Walker 25' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,25.33,Missed,,,,,,,,,,,,,,,,,,
231,PT08M02.00S,2021-12-06T00:49:31.7Z,2,REGULAR,rebound,defensive,[],1629717,,,1610612745,37,28,2021-12-06T00:49:36Z,2300000,,,0,,A. Brooks REBOUND (Off:0 Def:1),[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,230.0,1.0,1.0,0.0,,,,,,,,,,,,,,
232,PT07M54.00S,2021-12-06T00:49:39.3Z,2,REGULAR,turnover,lost ball,[],1630256,,,1610612745,37,28,2021-12-06T00:49:44Z,2310000,,,0,,J. Tate lost ball TURNOVER (3 TO),"[1630256, 1628984]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,3.0,,,,,,,,,Graham,1628984.0,,
233,PT07M54.00S,2021-12-06T00:49:39.3Z,2,REGULAR,steal,,[],1628984,,,1610612740,37,28,2021-12-06T00:49:41Z,2320000,,,0,,D. Graham STEAL (1 STL),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M50.00S,2021-12-06T00:49:43.3Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628984,71.96123521681997,81.61764705882352,1610612740,37,31,2021-12-06T00:51:59Z,2330000,158.0,211.0,1,right,D. Graham 26' 3PT running pullup (3 PTS),[1628984],1610612740.0,NOP,running pullup,,,Graham,D. Graham,,,,,26.37,Made,,,,,,,,,,,3.0,,,,,,,
235,PT07M42.00S,2021-12-06T00:49:51.6Z,2,REGULAR,3pt,Jump Shot,[],1629726,16.113666228646515,95.58823529411765,1610612745,40,31,2021-12-06T00:51:44Z,2340000,-228.0,99.0,1,left,G. Mathews 24' 3PT running (6 PTS) (D. Augustin 3 AST),"[1629726, 201571]",1610612745.0,HOU,running,,,Mathews,G. Mathews,,,,,24.85,Made,,,,,,,,,,,6.0,D. Augustin,201571.0,3.0,,,,
237,PT07M41.00S,2021-12-06T00:49:59.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,40,31,2021-12-06T00:49:59Z,2360000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M41.00S,2021-12-06T00:52:28.5Z,2,REGULAR,substitution,out,[],1629717,,,1610612740,40,31,2021-12-06T00:53:19Z,2370000,,,0,,SUB out: A. Brooks,[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M41.00S,2021-12-06T00:52:28.5Z,2,REGULAR,substitution,out,[],1629638,,,1610612740,40,31,2021-12-06T00:53:19Z,2380000,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M41.00S,2021-12-06T00:52:28.5Z,2,REGULAR,substitution,out,[],202685,,,1610612740,40,31,2021-12-06T00:53:19Z,2390000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M41.00S,2021-12-06T00:52:28.5Z,2,REGULAR,substitution,in,[],1630528,,,1610612740,40,31,2021-12-06T00:53:19Z,2400000,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M41.00S,2021-12-06T00:52:28.5Z,2,REGULAR,substitution,in,[],1626195,,,1610612740,40,31,2021-12-06T00:53:19Z,2410000,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M41.00S,2021-12-06T00:52:28.5Z,2,REGULAR,substitution,in,[],1630529,,,1610612740,40,31,2021-12-06T00:53:19Z,2420000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M20.00S,2021-12-06T00:53:43.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626195,92.32917214191852,48.77450980392157,1610612740,40,33,2021-12-06T00:53:55Z,2430000,-6.0,20.0,1,right,W. Hernangomez turnaround bank Jump Shot (9 PTS),[1626195],1610612740.0,NOP,turnaround bank,,,Hernangomez,W. Hernangomez,,,,,2.05,Made,,,,,,,,,,,9.0,,,,,,,
245,PT06M56.00S,2021-12-06T00:54:07.9Z,2,REGULAR,3pt,Jump Shot,[],1630256,6.389618922470433,97.05882352941177,1610612745,40,33,2021-12-06T00:54:15Z,2440000,-235.0,8.0,1,left,MISS J. Tate 3PT,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,23.54,Missed,,,,,,,,,,,,,,,,,,
246,PT06M55.00S,2021-12-06T00:54:08.9Z,2,REGULAR,rebound,defensive,[],203107,,,1610612740,40,33,2021-12-06T00:54:15Z,2450000,,,0,,T. Satoransky REBOUND (Off:1 Def:1),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,245.0,2.0,1.0,1.0,,,,,,,,,,,,,,
247,PT06M50.00S,2021-12-06T00:54:16.3Z,2,REGULAR,foul,personal,[],1626174,,,1610612740,40,33,2021-12-06T00:54:27Z,2460000,,,0,,C. Wood personal FOUL (2 PF),"[1626174, 203107]",1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,2715.0,,2.0,0.0,Satoransky,203107.0,,,,,,,,
249,PT06M50.00S,2021-12-06T00:54:25.1Z,2,REGULAR,substitution,out,[],201571,,,1610612740,40,33,2021-12-06T00:54:39Z,2480000,,,0,,SUB out: D. Augustin,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M50.00S,2021-12-06T00:54:25.1Z,2,REGULAR,substitution,out,[],1628984,,,1610612740,40,33,2021-12-06T00:54:39Z,2490000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M50.00S,2021-12-06T00:54:25.1Z,2,REGULAR,substitution,in,[],201569,,,1610612740,40,33,2021-12-06T00:54:39Z,2500000,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M50.00S,2021-12-06T00:54:25.1Z,2,REGULAR,substitution,in,[],202066,,,1610612740,40,33,2021-12-06T00:54:39Z,2510000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M40.00S,2021-12-06T00:54:54.1Z,2,REGULAR,2pt,Jump Shot,[],1627742,83.26215505913272,73.0392156862745,1610612740,40,35,2021-12-06T00:54:59Z,2520000,115.0,105.0,1,right,B. Ingram 15' pullup Jump Shot (11 PTS),[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,15.57,Made,,,,,,,,,,,11.0,,,,,,,
254,PT06M23.00S,2021-12-06T00:55:11.1Z,2,REGULAR,turnover,lost ball,[],201569,,,1610612745,40,35,2021-12-06T00:55:15Z,2530000,,,0,,E. Gordon lost ball TURNOVER (1 TO),"[201569, 1626195]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,1.0,,,,,,,,,Hernangomez,1626195.0,,
255,PT06M23.00S,2021-12-06T00:55:11.1Z,2,REGULAR,steal,,[],1626195,,,1610612740,40,35,2021-12-06T00:55:13Z,2540000,,,0,,W. Hernangomez STEAL (1 STL),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M18.00S,2021-12-06T00:55:28.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626174,,,1610612740,40,35,2021-12-06T00:55:34Z,2560000,,,0,,C. Wood shooting personal FOUL (3 PF) (Hernangomez 2 FT),"[1626174, 1626195]",1610612745.0,HOU,shooting,,,Wood,C. Wood,,,,,,,,,,,2002.0,,3.0,0.0,Hernangomez,1626195.0,,,,,,,,
259,PT06M18.00S,2021-12-06T00:55:55.4Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1626195,,,1610612740,40,35,2021-12-06T00:55:55Z,2580000,,,0,,MISS W. Hernangomez Free Throw 1 of 2,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,Missed,,,,,,,,,,,,,,,,,,
260,PT06M18.00S,2021-12-06T00:55:55.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,40,35,2021-12-06T00:55:55Z,2590000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,259.0,,,,,,,,,,,,,,,,,
261,PT06M18.00S,2021-12-06T00:56:11.7Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1626195,,,1610612740,40,36,2021-12-06T00:56:11Z,2600000,,,0,,W. Hernangomez Free Throw 2 of 2 (10 PTS),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,Made,,,,,,,,,,,10.0,,,,,,,
262,PT06M06.00S,2021-12-06T00:56:25.6Z,2,REGULAR,3pt,Jump Shot,[],1626174,27.151773981603156,18.38235294117647,1610612745,43,36,2021-12-06T00:56:30Z,2610000,158.0,203.0,1,left,C. Wood 25' 3PT  (13 PTS) (J. Tate 4 AST),"[1626174, 1630256]",1610612745.0,HOU,,,,Wood,C. Wood,,,,,25.71,Made,,,,,,,,,,,13.0,J. Tate,1630256.0,4.0,,,,
264,PT05M38.00S,2021-12-06T00:56:54.9Z,2,REGULAR,3pt,Jump Shot,[],1627742,66.5735873850197,54.41176470588235,1610612740,43,36,2021-12-06T00:58:35Z,2630000,22.0,262.0,1,right,MISS B. Ingram 26' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,26.26,Missed,,,,,,,,,,,,,,,,,,
265,PT05M35.00S,2021-12-06T00:56:57.9Z,2,REGULAR,rebound,defensive,[],1629726,,,1610612745,43,36,2021-12-06T00:58:35Z,2640000,,,0,,G. Mathews REBOUND (Off:0 Def:4),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,264.0,4.0,4.0,0.0,,,,,,,,,,,,,,
266,PT05M24.00S,2021-12-06T00:57:07.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630256,8.492115637319317,49.26470588235294,1610612745,45,36,2021-12-06T00:57:57Z,2650000,4.0,27.0,1,left,J. Tate Hook (7 PTS) (C. Wood 1 AST),"[1630256, 1626174]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,2.75,Made,,,,,,,,,,,7.0,C. Wood,1626174.0,1.0,,,,
268,PT05M15.00S,2021-12-06T00:57:15.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203107,93.24901445466492,49.50980392156863,1610612740,45,38,2021-12-06T00:59:27Z,2670000,-2.0,11.0,1,right,T. Satoransky running DUNK (4 PTS),[203107],1610612740.0,NOP,running,,,Satoransky,T. Satoransky,,,,,1.13,Made,,,,,,,,,,,4.0,,,,,,,
269,PT04M52.00S,2021-12-06T00:57:38.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201569,10.726018396846255,49.50980392156863,1610612745,45,38,2021-12-06T01:00:30Z,2680000,2.0,48.0,1,left,MISS E. Gordon pullup Shot - blocked,"[201569, 1630529]",1610612745.0,HOU,pullup,,,Gordon,E. Gordon,,,,,4.84,Missed,,,,,,,,,,,,,,,,,Jones,1630529.0
