actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
180,PT11M32.00S,2022-03-31T00:40:29.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628981,92.46057818659659,49.754901960784316,1610612745,41,28,2022-03-31T00:40:34Z,1790000,-1.0,18.0,1,right,B. Fernando alley-oop DUNK (6 PTS) (J. Christopher 4 AST),"[1628981, 1630528]",1610612745.0,HOU,alley-oop,,,Fernando,B. Fernando,,,,,1.84,Made,6.0,,,,,,J. Christopher,1630528.0,4.0,,,,,,,,,,
182,PT11M30.00S,2022-03-31T00:40:37.7Z,2,REGULAR,foul,personal,[],1630227,,,1610612758,41,28,2022-03-31T00:40:44Z,1810000,,,0,,D. Nix personal FOUL (1 PF),"[1630227, 1628978]",1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,1628159.0,1.0,0.0,DiVincenzo,1628978.0,,,,,,,,,,,,,
184,PT11M17.00S,2022-03-31T00:40:59.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203087,6.652431011826544,54.166666666666664,1610612758,41,30,2022-03-31T00:41:05Z,1830000,-21.0,10.0,1,left,J. Lamb driving Layup (2 PTS) (D. Jones 2 AST),"[203087, 1627745]",1610612758.0,SAC,driving,,,Lamb,J. Lamb,,,,,2.31,Made,2.0,,,,,,D. Jones,1627745.0,2.0,,,,,,,,,,
185,PT11M09.00S,2022-03-31T00:41:06.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630528,92.46057818659659,51.470588235294116,1610612745,43,30,2022-03-31T00:41:11Z,1840000,7.0,18.0,1,right,J. Christopher driving Layup (5 PTS),[1630528],1610612745.0,HOU,driving,,,Christopher,J. Christopher,,,,,1.98,Made,5.0,,,,,,,,,,,,,,,,,,
186,PT10M58.00S,2022-03-31T00:41:17.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628978,18.084756898817346,53.18627450980392,1610612758,43,30,2022-03-31T00:41:24Z,1850000,-16.0,117.0,1,left,MISS D. DiVincenzo 11' pullup Shot,[1628978],1610612758.0,SAC,pullup,,,DiVincenzo,D. DiVincenzo,,,,,11.86,Missed,,,,,,,,,,,,,,,,,,,
187,PT10M57.00S,2022-03-31T00:41:19.7Z,2,REGULAR,rebound,offensive,[],1628978,,,1610612758,43,30,2022-03-31T00:41:19Z,1860000,,,0,,D. DiVincenzo REBOUND (Off:1 Def:2),[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,186.0,3.0,2.0,1.0,,,,,,
188,PT10M57.00S,2022-03-31T00:41:23.5Z,2,REGULAR,foul,personal,['2freethrow'],1628981,,,1610612758,43,30,2022-03-31T00:41:33Z,1870000,,,0,,B. Fernando shooting personal FOUL (2 PF) (Jones 2 FT),"[1628981, 1627745]",1610612745.0,HOU,shooting,,,Fernando,B. Fernando,,,,,,,,200834.0,2.0,0.0,Jones,1627745.0,,,,,,,,,,,,,
190,PT10M57.00S,2022-03-31T00:41:44.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1627745,,,1610612758,43,30,2022-03-31T00:41:44Z,1890000,,,0,,MISS D. Jones Free Throw 1 of 2,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,Missed,,,,,,,,,,,,,,,,,,,
191,PT10M57.00S,2022-03-31T00:41:44.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,43,30,2022-03-31T00:41:44Z,1900000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,190.0,,,,,,,,,
192,PT10M57.00S,2022-03-31T00:42:00.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1627745,,,1610612758,43,31,2022-03-31T00:42:00Z,1910000,,,0,,D. Jones Free Throw 2 of 2 (9 PTS),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
193,PT10M40.00S,2022-03-31T00:42:17.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630528,91.01511169513797,54.41176470588235,1610612745,43,31,2022-03-31T00:42:23Z,1920000,22.0,32.0,1,right,MISS J. Christopher driving Layup,[1630528],1610612745.0,HOU,driving,,,Christopher,J. Christopher,,,,,3.89,Missed,,,,,,,,,,,,,,,,,,,
194,PT10M40.00S,2022-03-31T00:42:17.9Z,2,REGULAR,rebound,offensive,[],1630528,,,1610612745,43,31,2022-03-31T00:42:23Z,1930000,,,0,,J. Christopher REBOUND (Off:2 Def:0),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,193.0,2.0,0.0,2.0,,,,,,
195,PT10M40.00S,2022-03-31T00:42:22.2Z,2,REGULAR,turnover,out-of-bounds,[],1630528,,,1610612745,43,31,2022-03-31T00:42:29Z,1940000,,,0,,J. Christopher bad pass out-of-bounds TURNOVER (1 TO),[1630528],1610612745.0,HOU,bad pass,,,Christopher,J. Christopher,,,,,,,,200834.0,,,,,,,,,,,,,,1.0,,,
196,PT10M25.00S,2022-03-31T00:42:41.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203087,21.107095926412615,53.431372549019606,1610612758,43,31,2022-03-31T00:42:46Z,1950000,-17.0,146.0,1,left,MISS J. Lamb 14' driving floating Shot,[203087],1610612758.0,SAC,driving floating,,,Lamb,J. Lamb,,,,,14.69,Missed,,,,,,,,,,,,,,,,,,,
197,PT10M22.00S,2022-03-31T00:42:44.5Z,2,REGULAR,rebound,defensive,[],1628981,,,1610612745,43,31,2022-03-31T00:42:46Z,1960000,,,0,,B. Fernando REBOUND (Off:1 Def:4),[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,196.0,5.0,4.0,1.0,,,,,,
198,PT10M15.00S,2022-03-31T00:42:52.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,92.72339027595268,53.18627450980392,1610612745,43,31,2022-03-31T00:43:06Z,1970000,16.0,16.0,1,right,MISS K. Martin Jr. driving reverse Layup,[1630231],1610612745.0,HOU,driving reverse,,,Martin Jr.,K. Martin Jr.,,,,,2.25,Missed,,,,,,,,,,,,,,,,,,,
199,PT10M13.00S,2022-03-31T00:42:54.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,43,31,2022-03-31T00:47:14Z,1980000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,198.0,,,,,,,,,
202,PT10M13.00S,2022-03-31T00:42:59.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,43,31,2022-03-31T00:42:59Z,2010000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT10M01.00S,2022-03-31T00:43:26.3Z,2,REGULAR,foul,personal,['2freethrow'],1627745,,,1610612745,43,31,2022-03-31T00:43:37Z,2020000,,,0,,D. Jones shooting personal FOUL (2 PF) (Martin Jr. 2 FT),"[1627745, 1630231]",1610612758.0,SAC,shooting,,,Jones,D. Jones,,,,,,,,200834.0,2.0,0.0,Martin Jr.,1630231.0,,,,,,,,,,,,,
206,PT10M01.00S,2022-03-31T00:43:53.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630231,,,1610612745,44,31,2022-03-31T00:43:53Z,2040000,,,0,,K. Martin Jr. Free Throw 1 of 2 (3 PTS),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
207,PT10M01.00S,2022-03-31T00:44:09.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630231,,,1610612745,45,31,2022-03-31T00:44:09Z,2050000,,,0,,K. Martin Jr. Free Throw 2 of 2 (4 PTS),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
208,PT09M49.00S,2022-03-31T00:44:24.1Z,2,REGULAR,foul,personal,['2freethrow'],1629726,,,1610612758,45,31,2022-03-31T00:44:40Z,2060000,,,0,,G. Mathews shooting personal FOUL (2 PF) (Lyles 2 FT),"[1629726, 1626168]",1610612745.0,HOU,shooting,,,Mathews,G. Mathews,,,,,,,,200834.0,2.0,0.0,Lyles,1626168.0,,,,,,,,,,,,,
210,PT09M49.00S,2022-03-31T00:44:51.0Z,2,REGULAR,freethrow,1 of 2,[],1626168,,,1610612758,45,32,2022-03-31T00:44:51Z,2080000,,,0,,T. Lyles Free Throw 1 of 2 (4 PTS),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
211,PT09M49.00S,2022-03-31T00:45:07.4Z,2,REGULAR,freethrow,2 of 2,[],1626168,,,1610612758,45,33,2022-03-31T00:45:07Z,2090000,,,0,,T. Lyles Free Throw 2 of 2 (5 PTS),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
212,PT09M35.00S,2022-03-31T00:45:23.6Z,2,REGULAR,turnover,out-of-bounds,[],1629726,,,1610612745,45,33,2022-03-31T00:45:29Z,2100000,,,0,,G. Mathews bad pass out-of-bounds TURNOVER (1 TO),[1629726],1610612745.0,HOU,bad pass,,,Mathews,G. Mathews,,,,,,,,200834.0,,,,,,,,,,,,,,1.0,,,
213,PT09M30.00S,2022-03-31T00:45:37.7Z,2,REGULAR,foul,personal,[],1630227,,,1610612758,45,33,2022-03-31T00:45:49Z,2110000,,,0,,D. Nix personal FOUL (2 PF),"[1630227, 1627745]",1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,200834.0,2.0,0.0,Jones,1627745.0,,,,,,,,,,,,,
215,PT09M24.00S,2022-03-31T00:45:54.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627745,10.988830486202366,39.705882352941174,1610612758,45,35,2022-03-31T00:45:58Z,2130000,51.0,51.0,1,left,D. Jones 7' turnaround fadeaway Jump Shot (11 PTS) (D. DiVincenzo 2 AST),"[1627745, 1628978]",1610612758.0,SAC,turnaround fadeaway,,,Jones,D. Jones,,,,,7.23,Made,11.0,,,,,,D. DiVincenzo,1628978.0,2.0,,,,,,,,,,
217,PT09M16.00S,2022-03-31T00:46:04.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,45,35,2022-03-31T00:46:04Z,2150000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M08.00S,2022-03-31T00:46:26.4Z,2,REGULAR,foul,personal,['2freethrow'],203087,,,1610612745,45,35,2022-03-31T00:46:37Z,2160000,,,0,,J. Lamb shooting personal FOUL (2 PF) (Christopher 2 FT),"[203087, 1630528]",1610612758.0,SAC,shooting,,,Lamb,J. Lamb,,,,,,,,200832.0,2.0,0.0,Christopher,1630528.0,,,,,,,,,,,,,
220,PT09M08.00S,2022-03-31T00:46:53.9Z,2,REGULAR,freethrow,1 of 2,[],1630528,,,1610612745,45,35,2022-03-31T00:46:53Z,2180000,,,0,,MISS J. Christopher Free Throw 1 of 2,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,Missed,,,,,,,,,,,,,,,,,,,
221,PT09M08.00S,2022-03-31T00:46:53.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,45,35,2022-03-31T00:46:53Z,2190000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,220.0,,,,,,,,,
222,PT09M08.00S,2022-03-31T00:47:14.3Z,2,REGULAR,freethrow,2 of 2,[],1630528,,,1610612745,46,35,2022-03-31T00:47:14Z,2200000,,,0,,J. Christopher Free Throw 2 of 2 (6 PTS),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
223,PT08M53.00S,2022-03-31T00:47:29.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627745,6.521024967148489,50.98039215686274,1610612758,46,37,2022-03-31T00:47:33Z,2210000,-5.0,9.0,1,left,D. Jones alley-oop DUNK (13 PTS) (J. Jackson 1 AST),"[1627745, 1628367]",1610612758.0,SAC,alley-oop,,,Jones,D. Jones,,,,,1.01,Made,13.0,,,,,,J. Jackson,1628367.0,1.0,,,,,,,,,,
225,PT08M46.00S,2022-03-31T00:47:36.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630227,93.51182654402102,49.26470588235294,1610612745,48,37,2022-03-31T00:47:41Z,2230000,-4.0,8.0,1,right,D. Nix driving reverse Layup (2 PTS),[1630227],1610612745.0,HOU,driving reverse,,,Nix,D. Nix,,,,,0.93,Made,2.0,,,,,,,,,,,,,,,,,,
226,PT08M35.00S,2022-03-31T00:47:48.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203087,12.565703022339028,63.725490196078425,1610612758,48,39,2022-03-31T00:47:53Z,2240000,-69.0,66.0,1,left,J. Lamb 9' driving floating Jump Shot (4 PTS),[203087],1610612758.0,SAC,driving floating,,,Lamb,J. Lamb,,,,,9.49,Made,4.0,,,,,,,,,,,,,,,,,,
227,PT08M20.00S,2022-03-31T00:48:02.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628981,86.81011826544021,48.28431372549019,1610612745,50,39,2022-03-31T00:48:07Z,2250000,-9.0,71.0,1,right,B. Fernando 7' turnaround Jump Shot (8 PTS) (J. Christopher 5 AST),"[1628981, 1630528]",1610612745.0,HOU,turnaround,,,Fernando,B. Fernando,,,,,7.2,Made,8.0,,,,,,J. Christopher,1630528.0,5.0,,,,,,,,,,
228,PT08M07.00S,2022-03-31T00:48:15.7Z,2,REGULAR,turnover,bad pass,[],1628978,,,1610612758,50,39,2022-03-31T00:48:20Z,2260000,,,0,,D. DiVincenzo bad pass TURNOVER (2 TO),"[1628978, 1630528]",1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,2.0,Christopher,1630528.0,
229,PT08M07.00S,2022-03-31T00:48:15.7Z,2,REGULAR,steal,,[],1630528,,,1610612745,50,39,2022-03-31T00:48:17Z,2270000,,,0,,J. Christopher STEAL (2 STL),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M03.00S,2022-03-31T00:48:19.6Z,2,REGULAR,turnover,bad pass,[],1630528,,,1610612745,50,39,2022-03-31T00:48:23Z,2280000,,,0,,J. Christopher bad pass TURNOVER (2 TO),"[1630528, 1626168]",1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,2.0,Lyles,1626168.0,
231,PT08M03.00S,2022-03-31T00:48:19.6Z,2,REGULAR,steal,,[],1626168,,,1610612758,50,39,2022-03-31T00:48:21Z,2290000,,,0,,T. Lyles STEAL (1 STL),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M55.00S,2022-03-31T00:48:27.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203087,19.004599211563733,92.64705882352942,1610612758,50,39,2022-03-31T00:48:32Z,2300000,-213.0,126.0,1,left,MISS J. Lamb 24' 3PT,[203087],1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,24.77,Missed,,,,,,,,,,,,,,,,,,,
233,PT07M52.00S,2022-03-31T00:48:30.7Z,2,REGULAR,rebound,defensive,[],1628981,,,1610612745,50,39,2022-03-31T00:48:32Z,2310000,,,0,,B. Fernando REBOUND (Off:1 Def:5),[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,232.0,6.0,5.0,1.0,,,,,,
234,PT07M43.00S,2022-03-31T00:48:38.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630227,91.5407358738502,40.44117647058824,1610612745,52,39,2022-03-31T00:50:38Z,2320000,-48.0,27.0,1,right,D. Nix driving Layup (4 PTS),[1630227],1610612745.0,HOU,driving,,,Nix,D. Nix,,,,,5.49,Made,4.0,,,,,,,,,,,,,,,,,,
235,PT07M29.00S,2022-03-31T00:48:54.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628978,9.543363994743759,35.78431372549019,1610612758,52,39,2022-03-31T00:48:57Z,2330000,71.0,37.0,1,left,MISS D. DiVincenzo 8' driving floating bank Shot,[1628978],1610612758.0,SAC,driving floating bank,,,DiVincenzo,D. DiVincenzo,,,,,8.02,Missed,,,,,,,,,,,,,,,,,,,
236,PT07M27.00S,2022-03-31T00:48:56.4Z,2,REGULAR,rebound,defensive,[],1628981,,,1610612745,52,39,2022-03-31T00:48:57Z,2340000,,,0,,B. Fernando REBOUND (Off:1 Def:6),[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,235.0,7.0,6.0,1.0,,,,,,
237,PT07M24.00S,2022-03-31T00:48:59.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630227,71.82982917214193,18.872549019607842,1610612745,52,39,2022-03-31T00:49:04Z,2350000,-156.0,212.0,1,right,MISS D. Nix 26' 3PT,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,26.32,Missed,,,,,,,,,,,,,,,,,,,
238,PT07M21.00S,2022-03-31T00:49:02.4Z,2,REGULAR,rebound,defensive,[],1628367,,,1610612758,52,39,2022-03-31T00:49:04Z,2360000,,,0,,J. Jackson REBOUND (Off:0 Def:1),[1628367],1610612758.0,SAC,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,237.0,1.0,1.0,0.0,,,,,,
239,PT07M13.00S,2022-03-31T00:49:10.3Z,2,REGULAR,2pt,Jump Shot,[],1628367,23.209592641261498,74.01960784313727,1610612758,52,39,2022-03-31T00:49:14Z,2370000,-120.0,166.0,1,left,MISS J. Jackson 20' pullup Shot,[1628367],1610612758.0,SAC,pullup,,,Jackson,J. Jackson,,,,,20.46,Missed,,,,,,,,,,,,,,,,,,,
240,PT07M10.00S,2022-03-31T00:49:12.2Z,2,REGULAR,rebound,offensive,[],1627745,,,1610612758,52,39,2022-03-31T00:49:12Z,2380000,,,0,,D. Jones REBOUND (Off:2 Def:1),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,239.0,3.0,1.0,2.0,,,,,,
241,PT07M06.00S,2022-03-31T00:49:18.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630528,,,1610612758,52,39,2022-03-31T00:49:30Z,2390000,,,0,,J. Christopher personal FOUL (2 PF) (Lyles 2 FT),"[1630528, 1626168]",1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,200834.0,2.0,0.0,Lyles,1626168.0,,,,,,,,,,,,,
243,PT07M06.00S,2022-03-31T00:49:43.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,52,39,2022-03-31T00:49:43Z,2410000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M06.00S,2022-03-31T00:52:05.6Z,2,REGULAR,substitution,out,[],1630231,,,1610612758,52,39,2022-03-31T00:52:28Z,2420000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M06.00S,2022-03-31T00:52:05.6Z,2,REGULAR,substitution,out,[],1628978,,,1610612758,52,39,2022-03-31T00:52:28Z,2430000,,,0,,SUB out: D. DiVincenzo,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M06.00S,2022-03-31T00:52:05.6Z,2,REGULAR,substitution,in,[],1630256,,,1610612758,52,39,2022-03-31T00:52:28Z,2440000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M06.00S,2022-03-31T00:52:05.6Z,2,REGULAR,substitution,in,[],1630558,,,1610612758,52,39,2022-03-31T00:52:28Z,2450000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M06.00S,2022-03-31T00:52:50.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1626168,,,1610612758,52,39,2022-03-31T00:52:50Z,2460000,,,0,,MISS T. Lyles Free Throw 1 of 2,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,Missed,,,,,,,,,,,,,,,,,,,
250,PT07M06.00S,2022-03-31T00:52:50.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,52,39,2022-03-31T00:52:50Z,2470000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,249.0,,,,,,,,,
251,PT07M06.00S,2022-03-31T00:53:07.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1626168,,,1610612758,52,40,2022-03-31T00:53:07Z,2480000,,,0,,T. Lyles Free Throw 2 of 2 (6 PTS),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
252,PT06M40.00S,2022-03-31T00:53:34.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630256,85.62746386333771,52.450980392156865,1610612745,52,40,2022-03-31T00:53:39Z,2490000,12.0,83.0,1,right,MISS J. Tate 8' driving floating Shot,[1630256],1610612745.0,HOU,driving floating,,,Tate,J. Tate,,,,,8.35,Missed,,,,,,,,,,,,,,,,,,,
253,PT06M38.00S,2022-03-31T00:53:36.3Z,2,REGULAR,rebound,defensive,[],203087,,,1610612758,52,40,2022-03-31T00:53:39Z,2500000,,,0,,J. Lamb REBOUND (Off:0 Def:2),[203087],1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,252.0,2.0,2.0,0.0,,,,,,
254,PT06M26.00S,2022-03-31T00:53:48.2Z,2,REGULAR,3pt,Jump Shot,[],1626168,9.149145860709593,4.166666666666666,1610612758,52,43,2022-03-31T00:53:52Z,2510000,229.0,34.0,1,left,T. Lyles 3PT  (9 PTS) (D. Jones 3 AST),"[1626168, 1627745]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,23.16,Made,9.0,,,,,,D. Jones,1627745.0,3.0,,,,,,,,,,
256,PT06M09.00S,2022-03-31T00:54:06.1Z,2,REGULAR,3pt,Jump Shot,[],1629726,69.59592641261499,13.970588235294118,1610612745,52,43,2022-03-31T00:54:10Z,2530000,-180.0,233.0,1,right,MISS G. Mathews 29' 3PT,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,29.47,Missed,,,,,,,,,,,,,,,,,,,
257,PT06M05.00S,2022-03-31T00:54:10.1Z,2,REGULAR,rebound,defensive,[],1627745,,,1610612758,52,43,2022-03-31T00:54:10Z,2540000,,,0,,D. Jones REBOUND (Off:2 Def:2),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,256.0,4.0,2.0,2.0,,,,,,
258,PT06M03.00S,2022-03-31T00:54:14.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628367,8.229303547963205,47.549019607843135,1610612758,52,45,2022-03-31T00:54:24Z,2550000,12.0,25.0,1,left,J. Jackson running Layup (2 PTS),[1628367],1610612758.0,SAC,running,,,Jackson,J. Jackson,,,,,2.78,Made,2.0,,,,,,,,,,,,,,,,,,
259,PT06M03.00S,2022-03-31T00:54:17.7Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630256,,,1610612758,52,45,2022-03-31T00:54:49Z,2560000,,,0,,J. Tate shooting personal FOUL (1 PF) (Jackson 1 FT),"[1630256, 1628367]",1610612745.0,HOU,shooting,,,Tate,J. Tate,,,,,,,,200832.0,1.0,0.0,Jackson,1628367.0,,,,,,,,,,,,,
261,PT06M03.00S,2022-03-31T00:54:28.8Z,2,REGULAR,substitution,out,[],1630528,,,1610612758,52,45,2022-03-31T00:54:36Z,2580000,,,0,,SUB out: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M03.00S,2022-03-31T00:54:28.8Z,2,REGULAR,substitution,out,[],1629726,,,1610612758,52,45,2022-03-31T00:54:36Z,2590000,,,0,,SUB out: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M03.00S,2022-03-31T00:54:28.8Z,2,REGULAR,substitution,in,[],1630224,,,1610612758,52,45,2022-03-31T00:54:36Z,2600000,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M03.00S,2022-03-31T00:54:28.8Z,2,REGULAR,substitution,in,[],1629645,,,1610612758,52,45,2022-03-31T00:54:36Z,2610000,,,0,,SUB in: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M03.00S,2022-03-31T00:54:53.5Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1628367,,,1610612758,52,46,2022-03-31T00:54:53Z,2620000,,,0,,J. Jackson Free Throw 1 of 1 (3 PTS),[1628367],1610612758.0,SAC,,,,Jackson,J. Jackson,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
266,PT05M45.00S,2022-03-31T00:55:16.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628981,89.70105124835742,50.73529411764706,1610612745,54,46,2022-03-31T00:55:23Z,2630000,4.0,44.0,1,right,B. Fernando Layup (10 PTS),[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,4.45,Made,10.0,,,,,,,,,,,,,,,,,,
267,PT05M45.00S,2022-03-31T00:55:21.3Z,2,REGULAR,foul,personal,['1freethrow'],1628367,,,1610612745,54,46,2022-03-31T00:55:28Z,2640000,,,0,,J. Jackson shooting personal FOUL (1 PF) (Fernando 1 FT),"[1628367, 1628981]",1610612758.0,SAC,shooting,,,Jackson,J. Jackson,,,,,,,,200832.0,1.0,0.0,Fernando,1628981.0,,,,,,,,,,,,,
269,PT05M45.00S,2022-03-31T00:55:55.8Z,2,REGULAR,freethrow,1 of 1,[],1628981,,,1610612745,55,46,2022-03-31T00:55:55Z,2660000,,,0,,B. Fernando Free Throw 1 of 1 (11 PTS),[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
