actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
173,PT11M27.00S,2023-01-21T00:39:45.0Z,2,REGULAR,freethrow,1 of 1,[],1629626,,,1610612753,26,32,2023-01-21T00:39:45Z,1690000,False,,,0,,B. Bol Free Throw 1 of 1 (5 PTS),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
174,PT11M16.00S,2023-01-21T00:39:56.7Z,2,REGULAR,2pt,Jump Shot,[],202685,11.432325886990801,73.79748774509804,1610612740,26,32,2023-01-21T00:40:06Z,1700000,False,-119.0,55.0,1,left,MISS J. Valanciunas 13' Jump Shot,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Left,13.11,Missed,,,,,,,,,,,,,,,,,,
175,PT11M12.00S,2023-01-21T00:40:00.7Z,2,REGULAR,rebound,defensive,[],1629626,,,1610612753,26,32,2023-01-21T00:40:06Z,1710000,False,,,0,,B. Bol REBOUND (Off:0 Def:1),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Mid-Range,8-16 Left,,,,,174.0,1.0,1.0,0.0,,,,,,,,,,,,
176,PT11M05.00S,2023-01-21T00:40:07.1Z,2,REGULAR,3pt,Jump Shot,[],1628964,71.30420499342969,78.18627450980392,1610612753,29,32,2023-01-21T00:40:12Z,1720000,False,141.0,217.0,1,right,M. Bamba 25' 3PT  (3 PTS) (F. Wagner 4 AST),"[1628964, 1630532]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Right Center,25.89,Made,,,,,,,3.0,,,,F. Wagner,1630532.0,4.0,,,,,
178,PT10M41.00S,2023-01-21T00:40:30.8Z,2,REGULAR,2pt,Jump Shot,[],202685,20.367936925098554,42.6547181372549,1610612740,29,32,2023-01-21T00:40:45Z,1740000,False,37.0,139.0,1,left,MISS J. Valanciunas 14' Jump Shot - blocked,"[202685, 1629626]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Center,14.38,Missed,Bol,1629626.0,,,,,,,,,,,,,,,,
179,PT10M41.00S,2023-01-21T00:40:30.8Z,2,REGULAR,block,,[],1629626,,,1610612740,29,32,2023-01-21T00:40:40Z,1750000,False,,,0,,B. Bol BLOCK (1 BLK),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
180,PT10M40.00S,2023-01-21T00:40:31.8Z,2,REGULAR,rebound,offensive,[],202685,,,1610612740,29,32,2023-01-21T01:12:28Z,1760000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:4),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Center,,,,,178.0,5.0,4.0,1.0,,,,,,,,,,,,
181,PT10M39.00S,2023-01-21T00:40:44.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202685,15.062417871222076,40.68627450980392,1610612740,29,34,2023-01-21T01:12:36Z,1770000,False,47.0,89.0,1,left,J. Valanciunas 10' fadeaway Jump Shot (14 PTS),[202685],1610612740.0,NOP,fadeaway,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Center,10.06,Made,,,,,,,14.0,,,,,,,,,,,
182,PT10M21.00S,2023-01-21T00:40:52.3Z,2,REGULAR,3pt,Jump Shot,[],1630175,64.86530880420499,57.35294117647059,1610612753,32,34,2023-01-21T00:40:58Z,1780000,False,37.0,278.0,1,right,C. Anthony 28' 3PT  (5 PTS) (F. Wagner 5 AST),"[1630175, 1630532]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Center,28.02,Made,,,,,,,5.0,,,,F. Wagner,1630532.0,5.0,,,,,
184,PT10M15.00S,2023-01-21T00:40:58.3Z,2,REGULAR,3pt,Jump Shot,[],1630631,29.911300919842315,30.88235294117647,1610612740,32,37,2023-01-21T00:41:54Z,1800000,False,96.0,229.0,1,left,J. Alvarado 24' 3PT  (6 PTS) (J. Hayes 1 AST),"[1630631, 1629637]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,24.79,Made,,,,,,,6.0,,,,J. Hayes,1629637.0,1.0,,,,,
186,PT09M55.00S,2023-01-21T00:41:18.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,87.25361366622865,51.635263480392155,1610612753,34,37,2023-01-21T00:42:50Z,1820000,False,8.0,67.0,1,right,C. Anthony 6' driving floating bank Jump Shot (7 PTS) (T. Ross 1 AST),"[1630175, 203082]",1610612753.0,ORL,driving floating bank,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,6.78,Made,,,,,,,7.0,,,,T. Ross,203082.0,1.0,,,,,
187,PT09M44.00S,2023-01-21T00:41:27.9Z,2,REGULAR,3pt,Jump Shot,[],1628984,27.808804204993432,16.42156862745098,1610612740,34,40,2023-01-21T00:43:52Z,1830000,False,168.0,209.0,1,left,D. Graham 26' 3PT pullup (3 PTS),[1628984],1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,Above the Break 3,24+ Right Center,26.8,Made,,,,,,,3.0,,,,,,,,,,,
188,PT09M32.00S,2023-01-21T00:41:40.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630532,91.93495400788436,52.94117647058824,1610612753,36,40,2023-01-21T00:41:47Z,1840000,False,15.0,23.0,1,right,F. Wagner driving DUNK (10 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.75,Made,,,,,,,10.0,,,,,,,,,,,
189,PT09M10.00S,2023-01-21T00:42:01.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,9.674770039421814,45.09803921568628,1610612740,36,40,2023-01-21T00:42:09Z,1850000,False,25.0,38.0,1,left,MISS J. Alvarado driving floating Shot - blocked,"[1630631, 1628964]",1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,4.56,Missed,Bamba,1628964.0,,,,,,,,,,,,,,,,
190,PT09M10.00S,2023-01-21T00:42:01.9Z,2,REGULAR,block,,[],1628964,,,1610612740,36,40,2023-01-21T00:42:05Z,1860000,False,,,0,,M. Bamba BLOCK (1 BLK),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
191,PT09M07.00S,2023-01-21T00:42:04.9Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,36,40,2023-01-21T00:42:09Z,1870000,False,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,189.0,1.0,1.0,0.0,,,,,,,,,,,,
192,PT09M02.00S,2023-01-21T00:42:10.6Z,2,REGULAR,3pt,Jump Shot,[],1630532,68.01905387647832,40.931372549019606,1610612753,39,40,2023-01-21T00:42:15Z,1880000,False,-45.0,248.0,1,right,F. Wagner 25' 3PT  (13 PTS) (M. Bamba 1 AST),"[1630532, 1628964]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,25.22,Made,,,,,,,13.0,,,,M. Bamba,1628964.0,1.0,,,,,
194,PT09M02.00S,2023-01-21T00:42:22.6Z,2,REGULAR,timeout,full,['team'],0,,,1610612740,39,40,2023-01-21T00:42:22Z,1900000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M02.00S,2023-01-21T00:44:39.4Z,2,REGULAR,substitution,out,[],1629637,,,1610612740,39,40,2023-01-21T00:44:55Z,1910000,False,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M02.00S,2023-01-21T00:44:39.4Z,2,REGULAR,substitution,in,[],1630700,,,1610612740,39,40,2023-01-21T00:44:55Z,1920000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M49.00S,2023-01-21T00:45:18.0Z,2,REGULAR,3pt,Jump Shot,[],1628984,31.225361366622867,30.392156862745097,1610612740,39,40,2023-01-21T00:45:23Z,1930000,False,98.0,241.0,1,left,MISS D. Graham 26' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Right Center,26.02,Missed,,,,,,,,,,,,,,,,,,
199,PT08M45.00S,2023-01-21T00:45:22.0Z,2,REGULAR,rebound,defensive,[],1629626,,,1610612753,39,40,2023-01-21T00:45:23Z,1940000,False,,,0,,B. Bol REBOUND (Off:0 Def:2),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Right Center,,,,,198.0,2.0,2.0,0.0,,,,,,,,,,,,
200,PT08M37.00S,2023-01-21T00:45:30.0Z,2,REGULAR,3pt,Jump Shot,[],1628964,86.28449408672799,97.05882352941177,1610612753,39,40,2023-01-21T00:45:35Z,1950000,False,235.0,76.0,1,right,MISS M. Bamba 24' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Right Corner 3,24+ Right,24.74,Missed,,,,,,,,,,,,,,,,,,
201,PT08M36.00S,2023-01-21T00:45:31.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,39,40,2023-01-21T00:45:35Z,1960000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Right Corner 3,24+ Right,,,,,200.0,,,,,,,,,,,,,,,
203,PT08M20.00S,2023-01-21T00:45:53.9Z,2,REGULAR,2pt,Jump Shot,[],202685,22.158344283837057,56.127450980392155,1610612740,39,40,2023-01-21T00:45:59Z,1980000,False,-31.0,156.0,1,left,MISS J. Valanciunas 15' Jump Shot,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Center,15.88,Missed,,,,,,,,,,,,,,,,,,
204,PT08M17.00S,2023-01-21T00:45:56.9Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,39,40,2023-01-21T00:45:59Z,1990000,False,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Center,,,,,203.0,2.0,2.0,0.0,,,,,,,,,,,,
205,PT08M03.00S,2023-01-21T00:46:10.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,90.01314060446781,57.98866421568627,1610612753,41,40,2023-01-21T00:46:19Z,2000000,False,40.0,41.0,1,right,C. Anthony driving floating Jump Shot (9 PTS),[1630175],1610612753.0,ORL,driving floating,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,5.75,Made,,,,,,,9.0,,,,,,,,,,,
206,PT07M49.00S,2023-01-21T00:46:26.7Z,2,REGULAR,foul,personal,['2freethrow'],1629626,,,1610612740,41,40,2023-01-21T00:46:38Z,2010000,False,,,0,,B. Bol shooting personal FOUL (1 PF) (Alvarado 2 FT),"[1629626, 1630631]",1610612753.0,ORL,shooting,,,Bol,B. Bol,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Alvarado,1630631.0
208,PT07M49.00S,2023-01-21T00:46:52.4Z,2,REGULAR,freethrow,1 of 2,[],1630631,,,1610612740,41,41,2023-01-21T00:46:52Z,2030000,False,,,0,,J. Alvarado Free Throw 1 of 2 (7 PTS),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
209,PT07M49.00S,2023-01-21T00:46:53.2Z,2,REGULAR,substitution,out,[],202685,,,1610612740,41,41,2023-01-21T00:46:58Z,2040000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M49.00S,2023-01-21T00:46:53.2Z,2,REGULAR,substitution,in,[],1626204,,,1610612740,41,41,2023-01-21T00:46:58Z,2050000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M49.00S,2023-01-21T00:47:12.1Z,2,REGULAR,freethrow,2 of 2,[],1630631,,,1610612740,41,42,2023-01-21T00:47:12Z,2060000,False,,,0,,J. Alvarado Free Throw 2 of 2 (8 PTS),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
212,PT07M27.00S,2023-01-21T00:47:36.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629626,92.32917214191852,47.549019607843135,1610612753,43,42,2023-01-21T00:48:13Z,2070000,False,-12.0,20.0,1,right,B. Bol pullup Jump Shot (7 PTS) (F. Wagner 6 AST),"[1629626, 1630532]",1610612753.0,ORL,pullup,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,2.31,Made,,,,,,,7.0,,,,F. Wagner,1630532.0,6.0,,,,,
213,PT07M11.00S,2023-01-21T00:47:51.4Z,2,REGULAR,3pt,Jump Shot,[],1630631,25.706307490144546,86.02941176470588,1610612740,43,42,2023-01-21T00:49:01Z,2080000,False,-180.0,189.0,1,left,MISS J. Alvarado 26' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,26.11,Missed,,,,,,,,,,,,,,,,,,
214,PT07M10.00S,2023-01-21T00:47:52.4Z,2,REGULAR,rebound,defensive,[],203082,,,1610612753,43,42,2023-01-21T00:47:56Z,2090000,False,,,0,,T. Ross REBOUND (Off:0 Def:1),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,Above the Break 3,24+ Left Center,,,,,213.0,1.0,1.0,0.0,,,,,,,,,,,,
217,PT07M03.00S,2023-01-21T00:48:06.6Z,2,REGULAR,substitution,out,[],1628984,,,1610612753,43,42,2023-01-21T00:48:21Z,2110000,False,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M03.00S,2023-01-21T00:48:06.6Z,2,REGULAR,substitution,out,[],1630631,,,1610612753,43,42,2023-01-21T00:48:21Z,2120000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M03.00S,2023-01-21T00:48:06.6Z,2,REGULAR,substitution,in,[],203468,,,1610612753,43,42,2023-01-21T00:48:21Z,2130000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M03.00S,2023-01-21T00:48:06.6Z,2,REGULAR,substitution,in,[],1630529,,,1610612753,43,42,2023-01-21T00:48:21Z,2140000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M49.00S,2023-01-21T00:48:36.2Z,2,REGULAR,turnover,bad pass,[],1629626,,,1610612753,43,42,2023-01-21T00:48:41Z,2150000,False,,,0,,B. Bol bad pass TURNOVER (1 TO),"[1629626, 1630529]",1610612753.0,ORL,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,,,,,1.0,Jones,1630529.0,,,,,,,,
222,PT06M49.00S,2023-01-21T00:48:36.2Z,2,REGULAR,steal,,[],1630529,,,1610612740,43,42,2023-01-21T00:48:38Z,2160000,False,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
223,PT06M43.00S,2023-01-21T00:48:41.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630700,29.77989487516426,28.186274509803923,1610612740,43,42,2023-01-21T00:49:49Z,2170000,False,109.0,227.0,1,left,MISS D. Daniels 25' running 3PT,[1630700],1610612740.0,NOP,running,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,25.22,Missed,,,,,,,,,,,,,,,,,,
224,PT06M42.00S,2023-01-21T00:48:46.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,43,42,2023-01-21T00:48:46Z,2180000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,223.0,,,,,,,,,,,,,,,
225,PT06M42.00S,2023-01-21T00:48:47.0Z,2,REGULAR,foul,personal,[],1628964,,,1610612740,43,42,2023-01-21T00:49:11Z,2190000,False,,,0,,M. Bamba loose ball personal FOUL (1 PF),"[1628964, 1626204]",1610612753.0,ORL,loose ball,,,Bamba,M. Bamba,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1628159.0,1.0,0.0,Nance Jr.,1626204.0
227,PT06M42.00S,2023-01-21T00:48:59.9Z,2,REGULAR,substitution,out,[],1629626,,,1610612740,43,42,2023-01-21T00:49:04Z,2210000,False,,,0,,SUB out: B. Bol,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M42.00S,2023-01-21T00:48:59.9Z,2,REGULAR,substitution,in,[],203914,,,1610612740,43,42,2023-01-21T00:49:04Z,2220000,False,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M37.00S,2023-01-21T00:49:12.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",203468,18.084756898817346,40.44117647058824,1610612740,43,44,2023-01-21T00:50:46Z,2230000,False,48.0,117.0,1,left,C. McCollum 12' floating Jump Shot (8 PTS) (H. Jones 1 AST),"[203468, 1630529]",1610612740.0,NOP,floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,12.69,Made,,,,,,,8.0,,,,H. Jones,1630529.0,1.0,,,,,
231,PT06M19.00S,2023-01-21T00:49:29.4Z,2,REGULAR,3pt,Jump Shot,[],1630532,70.90998685939553,22.30392156862745,1610612753,46,44,2023-01-21T00:49:45Z,2250000,False,-138.0,221.0,1,right,F. Wagner 26' 3PT  (16 PTS) (T. Ross 2 AST),"[1630532, 203082]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,26.07,Made,,,,,,,16.0,,,,T. Ross,203082.0,2.0,,,,,
233,PT06M00.00S,2023-01-21T00:49:50.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626204,6.652431011826544,47.794117647058826,1610612740,46,46,2023-01-21T00:51:14Z,2270000,False,11.0,10.0,1,left,L. Nance Jr. DUNK (2 PTS) (H. Jones 2 AST),"[1626204, 1630529]",1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,1.49,Made,,,,,,,2.0,,,,H. Jones,1630529.0,2.0,,,,,
235,PT06M00.00S,2023-01-21T00:49:54.6Z,2,REGULAR,foul,personal,['1freethrow'],1628964,,,1610612740,46,46,2023-01-21T00:50:05Z,2290000,False,,,0,,M. Bamba shooting personal FOUL (2 PF) (Nance Jr. 1 FT),"[1628964, 1626204]",1610612753.0,ORL,shooting,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,204059.0,2.0,0.0,Nance Jr.,1626204.0
237,PT06M00.00S,2023-01-21T00:50:18.1Z,2,REGULAR,freethrow,1 of 1,[],1626204,,,1610612740,46,47,2023-01-21T00:50:18Z,2310000,False,,,0,,L. Nance Jr. Free Throw 1 of 1 (3 PTS),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
238,PT05M49.00S,2023-01-21T00:50:35.7Z,2,REGULAR,3pt,Jump Shot,[],1630532,91.14651773981603,4.166666666666666,1610612753,46,47,2023-01-21T00:50:43Z,2320000,False,-229.0,31.0,1,right,MISS F. Wagner 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Left Corner 3,24+ Left,23.12,Missed,,,,,,,,,,,,,,,,,,
239,PT05M46.00S,2023-01-21T00:50:38.7Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,46,47,2023-01-21T00:50:43Z,2330000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Left Corner 3,24+ Left,,,,,238.0,1.0,1.0,0.0,,,,,,,,,,,,
250,PT05M37.00S,2023-01-21T00:50:42.5Z,2,REGULAR,turnover,out-of-bounds,[],1630530,,,1610612740,46,47,2023-01-21T00:53:45Z,2335000,False,,,0,,T. Murphy III lost ball out-of-bounds TURNOVER (1 TO),[1630530],1610612740.0,NOP,lost ball,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,,,,1.0,,,,,,204059.0,,,,
243,PT05M37.00S,2023-01-21T00:51:05.7Z,2,REGULAR,substitution,out,[],1628964,,,1610612753,46,47,2023-01-21T00:52:00Z,2360000,False,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M37.00S,2023-01-21T00:51:05.7Z,2,REGULAR,substitution,in,[],1631094,,,1610612753,46,47,2023-01-21T00:52:00Z,2370000,False,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M28.00S,2023-01-21T00:51:28.7Z,2,REGULAR,turnover,bad pass,[],1630532,,,1610612753,46,47,2023-01-21T00:54:37Z,2380000,False,,,0,,F. Wagner bad pass TURNOVER (2 TO),"[1630532, 1630529]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Left,,,,,,,,,,2.0,Jones,1630529.0,,,,,,,,
246,PT05M28.00S,2023-01-21T00:51:28.7Z,2,REGULAR,steal,,[],1630529,,,1610612740,46,47,2023-01-21T00:51:39Z,2390000,False,,,0,,H. Jones STEAL (2 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
247,PT05M22.00S,2023-01-21T00:51:42.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630700,7.440867279894875,53.18627450980392,1610612740,46,47,2023-01-21T00:54:59Z,2400000,False,-16.0,17.0,1,left,MISS D. Daniels running reverse Layup,[1630700],1610612740.0,NOP,running reverse,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,2.36,Missed,,,,,,,,,,,,,,,,,,
248,PT05M20.00S,2023-01-21T00:51:45.1Z,2,REGULAR,rebound,offensive,[],1630529,,,1610612740,46,47,2023-01-21T00:51:45Z,2410000,False,,,0,,H. Jones REBOUND (Off:1 Def:0),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,247.0,1.0,0.0,1.0,,,,,,,,,,,,
249,PT05M20.00S,2023-01-21T00:51:47.2Z,2,REGULAR,foul,personal,['2freethrow'],1630532,,,1610612740,46,47,2023-01-21T00:52:01Z,2420000,False,,,0,,F. Wagner shooting personal FOUL (1 PF) (Jones 2 FT),"[1630532, 1630529]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1830.0,1.0,0.0,Jones,1630529.0
252,PT05M20.00S,2023-01-21T00:52:15.6Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1630529,,,1610612740,46,48,2023-01-21T00:52:15Z,2440000,False,,,0,,H. Jones Free Throw 1 of 2 (3 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
253,PT05M20.00S,2023-01-21T00:52:16.5Z,2,REGULAR,substitution,out,[],1630532,,,1610612740,46,48,2023-01-21T00:52:29Z,2450000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M20.00S,2023-01-21T00:52:16.5Z,2,REGULAR,substitution,out,[],203082,,,1610612740,46,48,2023-01-21T00:52:29Z,2460000,False,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M20.00S,2023-01-21T00:52:16.5Z,2,REGULAR,substitution,in,[],1628365,,,1610612740,46,48,2023-01-21T00:52:29Z,2470000,False,,,0,,SUB in: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M20.00S,2023-01-21T00:52:16.5Z,2,REGULAR,substitution,in,[],1628976,,,1610612740,46,48,2023-01-21T00:52:29Z,2480000,False,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M20.00S,2023-01-21T00:52:38.4Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1630529,,,1610612740,46,48,2023-01-21T00:52:38Z,2490000,False,,,0,,MISS H. Jones Free Throw 2 of 2,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
258,PT05M17.00S,2023-01-21T00:52:40.4Z,2,REGULAR,rebound,defensive,[],1631094,,,1610612753,46,48,2023-01-21T00:52:40Z,2500000,False,,,0,,P. Banchero REBOUND (Off:0 Def:3),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,257.0,3.0,3.0,0.0,,,,,,,,,,,,
259,PT04M59.00S,2023-01-21T00:53:00.8Z,2,REGULAR,foul,personal,['2freethrow'],203468,,,1610612753,46,48,2023-01-21T00:53:13Z,2510000,False,,,0,,C. McCollum shooting personal FOUL (1 PF) (Banchero 2 FT),"[203468, 1631094]",1610612740.0,NOP,shooting,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Banchero,1631094.0
261,PT04M59.00S,2023-01-21T00:53:28.8Z,2,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,47,48,2023-01-21T00:53:28Z,2530000,False,,,0,,P. Banchero Free Throw 1 of 2 (3 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
