actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
182,PT00M26.80S,2022-11-03T23:39:44.2Z,1,REGULAR,substitution,in,[],201939,,,1610612744,30,28,2022-11-03T23:39:52Z,1800000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT00M04.80S,2022-11-03T23:40:22.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203210,89.96386333771353,61.51960784313726,1610612744,30,30,2022-11-03T23:40:28Z,1810000,58.0,42.0,1,right,J. Green 7' Layup (2 PTS) (S. Curry 3 AST),"[203210, 201939]",1610612744.0,GSW,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,7.12,Made,,,,,2.0,S. Curry,201939.0,3.0,,,,,,,,,,
185,PT00M01.90S,2022-11-03T23:40:30.8Z,1,REGULAR,turnover,discontinued dribble,[],1631094,,,1610612753,30,30,2022-11-03T23:40:38Z,1830000,,,0,,P. Banchero discontinued dribble TURNOVER (1 TO),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1.0,,,1162.0,,,,,,
186,PT00M01.90S,2022-11-03T23:40:45.0Z,1,REGULAR,substitution,out,[],1630541,,,1610612744,30,30,2022-11-03T23:41:00Z,1840000,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT00M01.90S,2022-11-03T23:40:45.0Z,1,REGULAR,substitution,in,[],202691,,,1610612744,30,30,2022-11-03T23:41:00Z,1850000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT00M00.00S,2022-11-03T23:41:08.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202691,67.49342969776609,26.96078431372549,1610612744,30,30,2022-11-03T23:41:15Z,1860000,-115.0,253.0,1,right,MISS K. Thompson 27' step back 3PT - blocked,"[202691, 1629643]",1610612744.0,GSW,step back,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,27.81,Missed,,,,,,,,,,,,,,,,,Okeke,1629643.0
189,PT00M00.00S,2022-11-03T23:41:08.4Z,1,REGULAR,block,,[],1629643,,,1610612744,30,30,2022-11-03T23:41:13Z,1870000,,,0,,C. Okeke BLOCK (1 BLK),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
190,PT00M00.00S,2022-11-03T23:41:08.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,30,30,2022-11-03T23:41:15Z,1880000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Left Center,,,188.0,,,,,,,,,,,,,,,,,
191,PT00M00.00S,2022-11-03T23:41:16.7Z,1,REGULAR,period,end,[],0,,,1610612744,30,30,2022-11-03T23:41:16Z,1890000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT12M00.00S,2022-11-03T23:43:13.1Z,2,REGULAR,substitution,out,['startperiod'],201939,,,1610612744,30,30,2022-11-03T23:43:45Z,1900000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT12M00.00S,2022-11-03T23:43:13.1Z,2,REGULAR,substitution,out,['startperiod'],202691,,,1610612744,30,30,2022-11-03T23:43:45Z,1910000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT12M00.00S,2022-11-03T23:43:13.1Z,2,REGULAR,substitution,in,['startperiod'],1626172,,,1610612744,30,30,2022-11-03T23:43:45Z,1920000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT12M00.00S,2022-11-03T23:43:13.1Z,2,REGULAR,substitution,in,['startperiod'],203952,,,1610612744,30,30,2022-11-03T23:43:45Z,1930000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT12M00.00S,2022-11-03T23:43:49.5Z,2,REGULAR,period,start,[],0,,,1610612744,30,30,2022-11-03T23:43:49Z,1940000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT11M48.00S,2022-11-03T23:44:01.2Z,2,REGULAR,3pt,Jump Shot,[],203952,66.83639947437582,53.67647058823529,1610612744,30,30,2022-11-03T23:44:05Z,1950000,18.0,259.0,1,right,MISS A. Wiggins 25' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,25.99,Missed,,,,,,,,,,,,,,,,,,
198,PT11M44.00S,2022-11-03T23:44:05.2Z,2,REGULAR,rebound,defensive,[],1629626,,,1610612753,30,30,2022-11-03T23:44:05Z,1960000,,,0,,B. Bol REBOUND (Off:0 Def:3),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Center,,,197.0,3.0,3.0,0.0,,,,,,,,,,,,,,
199,PT11M31.00S,2022-11-03T23:44:17.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630181,5.338370565045992,54.41176470588235,1610612753,32,30,2022-11-04T00:37:22Z,1970000,-22.0,-2.0,1,left,R. Hampton driving finger roll Layup (5 PTS),[1630181],1610612753.0,ORL,driving finger roll,,,Hampton,R. Hampton,,,,,Restricted Area,0-8 Center,2.22,Made,,,,,5.0,,,,,,,,,,,,,
200,PT11M13.00S,2022-11-03T23:44:35.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203210,93.51182654402102,56.86274509803921,1610612744,32,30,2022-11-04T00:46:44Z,1980000,34.0,8.0,1,right,MISS J. Green Layup - blocked,"[203210, 1631094]",1610612744.0,GSW,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,3.53,Missed,,,,,,,,,,,,,,,,,Banchero,1631094.0
201,PT11M13.00S,2022-11-03T23:44:35.5Z,2,REGULAR,block,,[],1631094,,,1610612744,32,30,2022-11-03T23:44:38Z,1990000,,,0,,P. Banchero BLOCK (1 BLK),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
202,PT11M09.00S,2022-11-03T23:44:39.5Z,2,REGULAR,rebound,offensive,[],203210,,,1610612744,32,30,2022-11-03T23:44:40Z,2000000,,,0,,J. Green REBOUND (Off:1 Def:1),[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,200.0,2.0,1.0,1.0,,,,,,,,,,,,,,
205,PT11M04.00S,2022-11-03T23:44:44.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203210,94.40999984741211,50.0,1610612744,32,30,2022-11-03T23:44:47Z,2030000,0.0,0.0,1,right,MISS J. Green tip Layup,[203210],1610612744.0,GSW,tip,,,Green,J. Green,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
206,PT11M04.00S,2022-11-03T23:44:44.2Z,2,REGULAR,rebound,offensive,[],1626172,,,1610612744,32,30,2022-11-03T23:44:47Z,2040000,,,0,,K. Looney REBOUND (Off:2 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,205.0,4.0,2.0,2.0,,,,,,,,,,,,,,
207,PT11M02.00S,2022-11-03T23:44:46.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626172,94.40999984741211,50.0,1610612744,32,32,2022-11-03T23:44:46Z,2050000,0.0,0.0,1,right,K. Looney tip Layup (10 PTS),[1626172],1610612744.0,GSW,tip,,,Looney,K. Looney,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,10.0,,,,,,,,,,,,,
208,PT10M57.00S,2022-11-03T23:44:51.1Z,2,REGULAR,3pt,Jump Shot,[],1631094,28.465834428383708,76.22549019607843,1610612753,32,32,2022-11-03T23:44:59Z,2060000,-131.0,215.0,1,left,MISS P. Banchero 25' 3PT,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,25.19,Missed,,,,,,,,,,,,,,,,,,
209,PT10M52.00S,2022-11-03T23:44:56.1Z,2,REGULAR,rebound,defensive,[],1629673,,,1610612744,32,32,2022-11-03T23:44:59Z,2070000,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,208.0,1.0,1.0,0.0,,,,,,,,,,,,,,
210,PT10M40.00S,2022-11-03T23:45:08.7Z,2,REGULAR,2pt,Jump Shot,[],1629673,87.99277266754271,72.30392156862744,1610612744,32,32,2022-11-03T23:45:34Z,2080000,112.0,60.0,1,right,MISS J. Poole 12' pullup Shot - blocked,"[1629673, 1629626]",1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,Mid-Range,8-16 Right,12.68,Missed,,,,,,,,,,,,,,,,,Bol,1629626.0
211,PT10M40.00S,2022-11-03T23:45:08.7Z,2,REGULAR,block,,[],1629626,,,1610612744,32,32,2022-11-03T23:45:11Z,2090000,,,0,,B. Bol BLOCK (1 BLK),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
212,PT10M40.00S,2022-11-03T23:45:08.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,32,32,2022-11-03T23:45:34Z,2100000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Mid-Range,8-16 Right,,,210.0,,,,,,,,,,,,,,,,,
214,PT10M40.00S,2022-11-03T23:45:30.7Z,2,REGULAR,foul,personal,['1freethrow'],1630181,,,1610612744,32,32,2022-11-04T00:41:03Z,2120000,,,0,,R. Hampton away-from-play personal FOUL (1 PF) (Jerome 1 FT),"[1630181, 1629660]",1610612753.0,ORL,away-from-play,,,Hampton,R. Hampton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1162.0,1.0,0.0,Jerome,1629660.0,,
217,PT10M40.00S,2022-11-03T23:47:16.6Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1629673,,,1610612744,32,33,2022-11-04T01:45:07Z,2150000,,,0,,J. Poole away-from-play Free Throw 1 of 1 (1 PTS),[1629673],1610612744.0,GSW,away-from-play,,,Poole,J. Poole,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
218,PT10M35.00S,2022-11-03T23:47:38.5Z,2,REGULAR,foul,personal,['2freethrow'],1630284,,,1610612744,32,33,2022-11-04T00:40:09Z,2160000,,,0,,K. Harris shooting personal FOUL (2 PF) (Wiggins 2 FT),"[1630284, 203952]",1610612753.0,ORL,shooting,,,Harris,K. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,201245.0,2.0,0.0,Wiggins,203952.0,,
220,PT10M35.00S,2022-11-03T23:48:01.0Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203952,,,1610612744,32,34,2022-11-04T01:00:18Z,2190000,,,0,,A. Wiggins Free Throw 1 of 2 (4 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
221,PT10M35.00S,2022-11-03T23:48:01.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203952,,,1610612744,32,34,2022-11-04T01:00:18Z,2200000,,,0,,MISS A. Wiggins Free Throw 2 of 2,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
222,PT10M35.00S,2022-11-03T23:48:01.0Z,2,REGULAR,rebound,offensive,[],203210,,,1610612744,32,34,2022-11-04T01:01:54Z,2205000,,,0,,J. Green REBOUND (Off:2 Def:1),[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,,,,,221.0,3.0,1.0,2.0,,,,,,,,,,,,,,
223,PT10M30.00S,2022-11-03T23:48:21.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203210,92.32917214191852,53.18627450980392,1610612744,32,36,2022-11-04T00:51:23Z,2210000,16.0,20.0,1,right,J. Green tip Layup (4 PTS),[203210],1610612744.0,GSW,tip,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.52,Made,,,,,4.0,,,,,,,,,,,,,
225,PT10M08.00S,2022-11-03T23:49:03.0Z,2,REGULAR,turnover,bad pass,[],1630181,,,1610612753,32,36,2022-11-03T23:49:17Z,2230000,,,0,,R. Hampton bad pass TURNOVER (2 TO),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2.0,,,,,,,,,
226,PT09M41.00S,2022-11-03T23:49:33.4Z,2,REGULAR,turnover,bad pass,[],1629660,,,1610612744,32,36,2022-11-03T23:49:43Z,2240000,,,0,,T. Jerome bad pass TURNOVER (1 TO),"[1629660, 1630284]",1610612744.0,GSW,,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,Harris,1630284.0,,,,,,,
227,PT09M41.00S,2022-11-03T23:49:33.4Z,2,REGULAR,steal,,[],1630284,,,1610612753,32,36,2022-11-03T23:49:35Z,2250000,,,0,,K. Harris STEAL (1 STL),[1630284],1610612753.0,ORL,,,,Harris,K. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
228,PT09M39.00S,2022-11-03T23:49:40.9Z,2,REGULAR,foul,personal,[],203952,,,1610612753,32,36,2022-11-03T23:49:56Z,2260000,,,0,,A. Wiggins personal FOUL (1 PF),"[203952, 1630284]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,201245.0,1.0,0.0,Harris,1630284.0,,
230,PT09M26.00S,2022-11-03T23:50:12.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630284,20.844283837056505,92.15686274509804,1610612753,35,36,2022-11-03T23:50:17Z,2280000,-211.0,143.0,1,left,K. Harris 25' 3PT  (3 PTS) (P. Banchero 3 AST),"[1630284, 1631094]",1610612753.0,ORL,,,,Harris,K. Harris,,,,,Above the Break 3,24+ Left Center,25.5,Made,,,,,3.0,P. Banchero,1631094.0,3.0,,,,,,,,,,
232,PT09M02.00S,2022-11-03T23:50:37.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,84.44480946123521,45.09803921568628,1610612744,35,38,2022-11-03T23:50:45Z,2300000,-25.0,94.0,1,right,T. Jerome 9' driving floating Jump Shot (2 PTS) (J. Poole 1 AST),"[1629660, 1629673]",1610612744.0,GSW,driving floating,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),8-16 Center,9.69,Made,,,,,2.0,J. Poole,1629673.0,1.0,,,,,,,,,,
233,PT08M51.00S,2022-11-03T23:50:48.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1631094,11.12023653088042,45.83333333333333,1610612753,35,38,2022-11-03T23:50:55Z,2310000,21.0,52.0,1,left,MISS P. Banchero Hook,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,5.6,Missed,,,,,,,,,,,,,,,,,,
234,PT08M47.00S,2022-11-03T23:50:52.7Z,2,REGULAR,rebound,defensive,[],203210,,,1610612744,35,38,2022-11-03T23:50:55Z,2320000,,,0,,J. Green REBOUND (Off:2 Def:2),[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,233.0,4.0,2.0,2.0,,,,,,,,,,,,,,
235,PT08M33.00S,2022-11-03T23:51:05.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,93.11760840998686,46.81372549019608,1610612744,35,40,2022-11-04T00:27:32Z,2330000,-16.0,12.0,1,right,J. Poole driving Layup (3 PTS) (K. Looney 2 AST),"[1629673, 1626172]",1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,2.0,Made,,,,,3.0,K. Looney,1626172.0,2.0,,,,,,,,,,
237,PT08M33.00S,2022-11-03T23:51:11.7Z,2,REGULAR,timeout,full,['team'],0,,,1610612753,35,40,2022-11-03T23:51:11Z,2350000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT08M33.00S,2022-11-03T23:53:25.1Z,2,REGULAR,substitution,out,[],1629626,,,1610612753,35,40,2022-11-03T23:53:49Z,2360000,,,0,,SUB out: B. Bol,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT08M33.00S,2022-11-03T23:53:25.1Z,2,REGULAR,substitution,in,[],1628964,,,1610612753,35,40,2022-11-03T23:53:49Z,2370000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT08M16.00S,2022-11-03T23:54:14.9Z,2,REGULAR,3pt,Jump Shot,[],1630284,5.469776609724048,96.81372549019608,1610612753,38,40,2022-11-03T23:54:19Z,2380000,-234.0,-1.0,1,left,K. Harris 3PT  (6 PTS) (C. Okeke 1 AST),"[1630284, 1629643]",1610612753.0,ORL,,,,Harris,K. Harris,,,,,Left Corner 3,24+ Left,23.41,Made,,,,,6.0,C. Okeke,1629643.0,1.0,,,,,,,,,,
243,PT08M00.00S,2022-11-03T23:54:30.8Z,2,REGULAR,3pt,Jump Shot,[],1629660,78.53153745072274,93.38235294117648,1610612744,38,40,2022-11-03T23:54:34Z,2400000,217.0,149.0,1,right,MISS T. Jerome 26' 3PT,[1629660],1610612744.0,GSW,,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Right Center,26.33,Missed,,,,,,,,,,,,,,,,,,
244,PT07M58.00S,2022-11-03T23:54:32.8Z,2,REGULAR,rebound,defensive,[],1630284,,,1610612753,38,40,2022-11-03T23:54:34Z,2410000,,,0,,K. Harris REBOUND (Off:1 Def:1),[1630284],1610612753.0,ORL,,,,Harris,K. Harris,,,,,Above the Break 3,24+ Right Center,,,243.0,2.0,1.0,1.0,,,,,,,,,,,,,,
245,PT07M49.00S,2022-11-03T23:54:42.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,6.258212877792378,60.049019607843135,1610612753,38,40,2022-11-03T23:54:47Z,2420000,-50.0,6.0,1,left,MISS P. Banchero driving Layup,[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,5.06,Missed,,,,,,,,,,,,,,,,,,
246,PT07M47.00S,2022-11-03T23:54:44.7Z,2,REGULAR,rebound,defensive,[],203210,,,1610612744,38,40,2022-11-03T23:54:47Z,2430000,,,0,,J. Green REBOUND (Off:2 Def:3),[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,245.0,5.0,3.0,2.0,,,,,,,,,,,,,,
247,PT07M36.00S,2022-11-03T23:54:55.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203952,85.49605781865965,47.05882352941176,1610612744,38,42,2022-11-03T23:54:59Z,2440000,-15.0,84.0,1,right,A. Wiggins 8' Hook (6 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Center,8.51,Made,,,,,6.0,,,,,,,,,,,,,
249,PT07M27.00S,2022-11-03T23:55:14.4Z,2,REGULAR,foul,offensive,[],1628964,,,1610612753,38,42,2022-11-03T23:56:24Z,2460000,,,0,,M. Bamba off-the-ball offensive FOUL (1 PF),"[1628964, 203952]",1610612753.0,ORL,off-the-ball,,,Bamba,M. Bamba,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,1627964.0,1.0,0.0,Wiggins,203952.0,,
251,PT07M27.00S,2022-11-03T23:55:14.4Z,2,REGULAR,turnover,offensive foul,[],1628964,,,1610612753,38,42,2022-11-03T23:55:14Z,2480000,,,0,,M. Bamba offensive foul TURNOVER (1 TO),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1.0,,,1627964.0,,,,,,
252,PT07M27.00S,2022-11-03T23:55:24.7Z,2,REGULAR,substitution,out,[],203210,,,1610612744,38,42,2022-11-03T23:55:38Z,2490000,,,0,,SUB out: J. Green,[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M27.00S,2022-11-03T23:55:24.7Z,2,REGULAR,substitution,out,[],1626172,,,1610612744,38,42,2022-11-03T23:55:38Z,2500000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT07M27.00S,2022-11-03T23:55:24.7Z,2,REGULAR,substitution,out,[],1629660,,,1610612744,38,42,2022-11-03T23:55:38Z,2510000,,,0,,SUB out: T. Jerome,[1629660],1610612744.0,GSW,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT07M27.00S,2022-11-03T23:55:24.7Z,2,REGULAR,substitution,in,[],202691,,,1610612744,38,42,2022-11-03T23:55:38Z,2520000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT07M27.00S,2022-11-03T23:55:24.7Z,2,REGULAR,substitution,in,[],203110,,,1610612744,38,42,2022-11-03T23:55:38Z,2530000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT07M27.00S,2022-11-03T23:55:24.7Z,2,REGULAR,substitution,in,[],1630164,,,1610612744,38,42,2022-11-03T23:55:38Z,2540000,,,0,,SUB in: J. Wiseman,[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT07M12.00S,2022-11-03T23:55:42.1Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203952,85.23324572930355,48.529411764705884,1610612744,38,44,2022-11-03T23:55:49Z,2550000,-7.0,86.0,1,right,A. Wiggins 8' Hook (8 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Center,8.66,Made,,,,,8.0,,,,,,,,,,,,,
260,PT07M12.00S,2022-11-03T23:55:47.4Z,2,REGULAR,foul,personal,['1freethrow'],1629643,,,1610612744,38,44,2022-11-03T23:55:59Z,2570000,,,0,,C. Okeke shooting personal FOUL (2 PF) (Wiggins 1 FT),"[1629643, 203952]",1610612753.0,ORL,shooting,,,Okeke,C. Okeke,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,201245.0,2.0,0.0,Wiggins,203952.0,,
262,PT07M12.00S,2022-11-03T23:56:00.4Z,2,REGULAR,substitution,out,[],1630284,,,1610612744,38,44,2022-11-03T23:56:24Z,2590000,,,0,,SUB out: K. Harris,[1630284],1610612753.0,ORL,,,,Harris,K. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT07M12.00S,2022-11-03T23:56:00.4Z,2,REGULAR,substitution,out,[],1630181,,,1610612744,38,44,2022-11-03T23:56:24Z,2600000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT07M12.00S,2022-11-03T23:56:00.4Z,2,REGULAR,substitution,out,[],1629673,,,1610612744,38,44,2022-11-03T23:56:24Z,2610000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT07M12.00S,2022-11-03T23:56:00.4Z,2,REGULAR,substitution,in,[],1630591,,,1610612744,38,44,2022-11-03T23:56:24Z,2620000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT07M12.00S,2022-11-03T23:56:00.4Z,2,REGULAR,substitution,in,[],1630532,,,1610612744,38,44,2022-11-03T23:56:24Z,2630000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT07M12.00S,2022-11-03T23:56:00.4Z,2,REGULAR,substitution,in,[],201939,,,1610612744,38,44,2022-11-03T23:56:24Z,2640000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT07M12.00S,2022-11-03T23:56:28.6Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],203952,,,1610612744,38,44,2022-11-03T23:56:30Z,2650000,,,0,,MISS A. Wiggins Free Throw 1 of 1,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
269,PT07M10.00S,2022-11-03T23:56:30.6Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,38,44,2022-11-03T23:56:30Z,2660000,,,0,,M. Bamba REBOUND (Off:0 Def:1),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,268.0,1.0,1.0,0.0,,,,,,,,,,,,,,
270,PT06M49.00S,2022-11-03T23:56:50.5Z,2,REGULAR,2pt,Jump Shot,[],1630591,15.850854139290407,82.1078431372549,1610612753,40,44,2022-11-03T23:56:55Z,2670000,-161.0,96.0,1,left,J. Suggs 18' pullup Jump Shot (6 PTS),[1630591],1610612753.0,ORL,pullup,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Left,18.73,Made,,,,,6.0,,,,,,,,,,,,,
271,PT06M25.00S,2022-11-03T23:57:13.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630164,85.23324572930355,35.78431372549019,1610612744,40,44,2022-11-03T23:57:19Z,2680000,-71.0,86.0,1,right,MISS J. Wiseman 11' Hook,[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),8-16 Left,11.18,Missed,,,,,,,,,,,,,,,,,,
272,PT06M21.00S,2022-11-03T23:57:17.8Z,2,REGULAR,rebound,offensive,[],1630164,,,1610612744,40,44,2022-11-03T23:57:19Z,2690000,,,0,,J. Wiseman REBOUND (Off:1 Def:1),[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),8-16 Left,,,271.0,2.0,1.0,1.0,,,,,,,,,,,,,,
