actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId
241,PT06M35.00S,2023-03-10T00:51:49.7Z,2,REGULAR,3pt,Jump Shot,[],1630534,32.14520367936925,51.9607843137255,1610612762,38,41,2023-03-10T00:51:54Z,2400000,False,-10.0,250.0,1,left,MISS O. Agbaji 24' 3PT,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Center,24.99,Missed,,,,,,,,,,,,,,,,,,
242,PT06M32.00S,2023-03-10T00:51:52.7Z,2,REGULAR,rebound,defensive,[],1631094,,,1610612753,38,41,2023-03-10T00:51:54Z,2410000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,,,,,,,241.0,1.0,1.0,0.0,,,,,,,,,,
243,PT06M27.00S,2023-03-10T00:52:00.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,93.11760840998686,61.029411764705884,1610612753,40,41,2023-03-10T00:52:07Z,2420000,False,55.0,12.0,1,right,P. Banchero driving Layup (6 PTS),[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,5.64,Made,6.0,,,,,,,,,,,,,,,,,
244,PT06M27.00S,2023-03-10T00:52:02.4Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630534,,,1610612753,40,41,2023-03-10T00:52:11Z,2430000,False,,,0,,O. Agbaji shooting personal FOUL (1 PF) (Banchero 1 FT),"[1630534, 1631094]",1610612762.0,UTA,shooting,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,203593.0,1.0,0.0,,,,,,Banchero,1631094.0
246,PT06M27.00S,2023-03-10T00:52:26.0Z,2,REGULAR,freethrow,1 of 1,[],1631094,,,1610612753,41,41,2023-03-10T00:52:26Z,2450000,False,,,0,,P. Banchero Free Throw 1 of 1 (7 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
247,PT06M07.00S,2023-03-10T00:52:48.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,4.418528252299605,54.41176470588235,1610612762,41,43,2023-03-10T00:52:56Z,2460000,False,-22.0,-11.0,1,left,T. Horton-Tucker driving reverse Layup (6 PTS) (K. Olynyk 4 AST),"[1629659, 203482]",1610612762.0,UTA,driving reverse,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,2.47,Made,6.0,K. Olynyk,203482.0,4.0,,,,,,,,,,,,,,
249,PT05M48.00S,2023-03-10T00:53:06.8Z,2,REGULAR,turnover,lost ball,[],1631094,,,1610612753,41,43,2023-03-10T00:53:16Z,2480000,False,,,0,,P. Banchero lost ball TURNOVER (2 TO),"[1631094, 1629659]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,2.0,Horton-Tucker,1629659.0,,
250,PT05M48.00S,2023-03-10T00:53:06.8Z,2,REGULAR,steal,,[],1629659,,,1610612762,41,43,2023-03-10T00:53:16Z,2490000,False,,,0,,T. Horton-Tucker STEAL (1 STL),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
251,PT05M41.00S,2023-03-10T00:53:15.1Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630534,7.178055190538765,94.85294117647058,1610612762,41,43,2023-03-10T00:53:22Z,2500000,False,-224.0,15.0,1,left,MISS O. Agbaji 3PT,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Left Corner 3,24+ Left,22.48,Missed,,,,,,,,,,,,,,,,,,
252,PT05M39.00S,2023-03-10T00:53:16.9Z,2,REGULAR,rebound,offensive,[],1631117,,,1610612762,41,43,2023-03-10T00:53:17Z,2510000,False,,,0,,W. Kessler REBOUND (Off:1 Def:3),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Left Corner 3,24+ Left,,,,,,,251.0,4.0,3.0,1.0,,,,,,,,,,
253,PT05M39.00S,2023-03-10T00:53:20.0Z,2,REGULAR,turnover,out-of-bounds,[],1631117,,,1610612762,41,43,2023-03-10T00:53:35Z,2520000,False,,,0,,W. Kessler lost ball out-of-bounds TURNOVER (3 TO),[1631117],1610612762.0,UTA,lost ball,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,203593.0,,,,,3.0,,,,
254,PT05M23.00S,2023-03-10T00:53:45.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628365,77.34888304862024,45.34313725490196,1610612753,43,43,2023-03-10T00:53:50Z,2530000,False,-23.0,160.0,1,right,M. Fultz 16' pullup Jump Shot (4 PTS) (G. Harris 1 AST),"[1628365, 203914]",1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,Mid-Range,16-24 Center,16.21,Made,4.0,G. Harris,203914.0,1.0,,,,,,,,,,,,,,
256,PT05M09.00S,2023-03-10T00:54:00.5Z,2,REGULAR,2pt,Jump Shot,[],1629659,7.046649145860711,32.59803921568628,1610612762,43,43,2023-03-10T00:54:47Z,2550000,False,87.0,14.0,1,left,MISS T. Horton-Tucker 8' turnaround Shot,[1629659],1610612762.0,UTA,turnaround,,,Horton-Tucker,T. Horton-Tucker,,,,,Mid-Range,8-16 Right,8.81,Missed,,,,,,,,,,,,,,,,,,
260,PT05M06.00S,2023-03-10T00:54:03.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,43,43,2023-03-10T00:54:47Z,2560000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,256.0,,,,,,,,,,,,,
257,PT05M06.00S,2023-03-10T00:54:41.8Z,2,REGULAR,jumpball,recovered,[],1629659,,,1610612762,43,43,2023-03-10T00:54:41Z,2570000,False,,,0,,Jump Ball W. Kessler vs. M. Wagner: Tip to T. Horton-Tucker,"[1629659, 1631117, 1629021]",1610612762.0,UTA,lodgedball,T. Horton-Tucker,1629659.0,Horton-Tucker,T. Horton-Tucker,Kessler,1631117.0,Wagner,1629021.0,,,,,,,,,,,,,,,,,,,,,,
261,PT04M55.00S,2023-03-10T00:54:52.6Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1631323,25.04927726675427,63.970588235294116,1610612762,43,45,2023-03-10T00:55:01Z,2600000,False,-70.0,183.0,1,left,S. Fontecchio 19' pullup Jump Shot (6 PTS) (T. Horton-Tucker 2 AST),"[1631323, 1629659]",1610612762.0,UTA,pullup,,,Fontecchio,S. Fontecchio,,,,,Mid-Range,16-24 Left Center,19.59,Made,6.0,T. Horton-Tucker,1629659.0,2.0,,,,,,,,,,,,,,
263,PT04M37.00S,2023-03-10T00:55:09.9Z,2,REGULAR,3pt,Jump Shot,[],1628365,88.12417871222075,4.6568627450980395,1610612753,46,45,2023-03-10T00:55:16Z,2620000,False,-227.0,59.0,1,right,M. Fultz 3PT  (7 PTS) (P. Banchero 1 AST),"[1628365, 1631094]",1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Left Corner 3,24+ Left,23.43,Made,7.0,P. Banchero,1631094.0,1.0,,,,,,,,,,,,,,
265,PT04M14.00S,2023-03-10T00:55:32.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629659,12.434296977660972,54.90196078431373,1610612762,46,47,2023-03-10T00:55:38Z,2640000,False,-25.0,64.0,1,left,T. Horton-Tucker 6' turnaround Jump Shot (8 PTS),[1629659],1610612762.0,UTA,turnaround,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),0-8 Center,6.89,Made,8.0,,,,,,,,,,,,,,,,,
266,PT03M59.00S,2023-03-10T00:55:50.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631117,,,1610612753,46,47,2023-03-10T00:56:01Z,2650000,False,,,0,,W. Kessler shooting personal FOUL (1 PF) (Fultz 2 FT),"[1631117, 1628365]",1610612762.0,UTA,shooting,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1146.0,1.0,0.0,,,,,,Fultz,1628365.0
268,PT03M59.00S,2023-03-10T00:56:20.3Z,2,REGULAR,freethrow,1 of 2,[],1628365,,,1610612753,47,47,2023-03-10T00:56:20Z,2670000,False,,,0,,M. Fultz Free Throw 1 of 2 (8 PTS),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
269,PT03M59.00S,2023-03-10T00:56:21.0Z,2,REGULAR,substitution,out,[],1630532,,,1610612753,47,47,2023-03-10T00:56:30Z,2680000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M59.00S,2023-03-10T00:56:21.0Z,2,REGULAR,substitution,out,[],203482,,,1610612753,47,47,2023-03-10T00:56:30Z,2690000,False,,,0,,SUB out: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M59.00S,2023-03-10T00:56:21.0Z,2,REGULAR,substitution,in,[],1630591,,,1610612753,47,47,2023-03-10T00:56:30Z,2700000,False,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT03M59.00S,2023-03-10T00:56:21.0Z,2,REGULAR,substitution,in,[],1628374,,,1610612753,47,47,2023-03-10T00:56:30Z,2710000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M59.00S,2023-03-10T00:56:46.2Z,2,REGULAR,freethrow,2 of 2,[],1628365,,,1610612753,48,47,2023-03-10T00:56:46Z,2720000,False,,,0,,M. Fultz Free Throw 2 of 2 (9 PTS),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
274,PT03M52.00S,2023-03-10T00:56:59.9Z,2,REGULAR,turnover,out-of-bounds,[],1630534,,,1610612762,48,47,2023-03-10T00:57:08Z,2730000,False,,,0,,O. Agbaji lost ball out-of-bounds TURNOVER (1 TO),[1630534],1610612762.0,UTA,lost ball,,,Agbaji,O. Agbaji,,,,,Mid-Range,16-24 Right,,,,,,,,,,,203593.0,,,,,1.0,,,,
275,PT03M35.00S,2023-03-10T00:57:21.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629021,92.9862023653088,54.90196078431373,1610612753,50,47,2023-03-10T00:57:29Z,2740000,False,25.0,13.0,1,right,M. Wagner cutting Layup (4 PTS) (M. Fultz 1 AST),"[1629021, 1628365]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,2.79,Made,4.0,M. Fultz,1628365.0,1.0,,,,,,,,,,,,,,
281,PT03M21.00S,2023-03-10T00:57:30.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,7.095926412614981,48.30729166666667,1610612762,50,49,2023-03-10T01:10:52Z,2755000,False,8.0,14.0,1,left,L. Markkanen driving bank Jump Shot (12 PTS),[1628374],1610612762.0,UTA,driving bank,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,1.65,Made,12.0,,,,,,,,,,,,,,,,,
277,PT03M21.00S,2023-03-10T00:57:39.0Z,2,REGULAR,foul,personal,['1freethrow'],1629021,,,1610612762,50,49,2023-03-10T01:00:07Z,2760000,False,,,0,,M. Wagner shooting personal FOUL (1 PF) (Markkanen 1 FT),"[1629021, 1628374]",1610612753.0,ORL,shooting,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1146.0,1.0,1.0,,,,,,Markkanen,1628374.0
372,PT03M21.00S,2023-03-10T00:57:48.3Z,2,REGULAR,timeout,full,['team'],0,,,1610612762,50,49,2023-03-10T01:32:11Z,2780000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M21.00S,2023-03-10T00:57:57.6Z,2,REGULAR,substitution,out,[],1631323,,,1610612762,50,49,2023-03-10T01:02:14Z,2795000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M21.00S,2023-03-10T00:57:57.6Z,2,REGULAR,substitution,in,[],203482,,,1610612762,50,49,2023-03-10T01:02:14Z,2797500,False,,,0,,SUB in: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT03M21.00S,2023-03-10T00:57:57.7Z,2,REGULAR,freethrow,1 of 1,[],1628374,,,1610612762,50,50,2023-03-10T01:02:55Z,2800000,False,,,0,,L. Markkanen Free Throw 1 of 1 (13 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
283,PT03M06.00S,2023-03-10T01:01:12.2Z,2,REGULAR,turnover,traveling,[],203914,,,1610612753,50,50,2023-03-10T01:01:29Z,2810000,False,,,0,,G. Harris traveling TURNOVER (2 TO),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,203593.0,,,,,2.0,,,,
284,PT02M48.00S,2023-03-10T01:01:37.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629659,32.933639947437584,45.83333333333333,1610612762,50,53,2023-03-10T01:11:46Z,2820000,False,21.0,257.0,1,left,T. Horton-Tucker 25' 3PT pullup (11 PTS),[1629659],1610612762.0,UTA,pullup,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Center,25.79,Made,11.0,,,,,,,,,,,,,,,,,
286,PT02M35.00S,2023-03-10T01:01:53.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629659,,,1610612753,50,53,2023-03-10T01:40:03Z,2840000,False,,,0,,T. Horton-Tucker personal FOUL (2 PF) (Wagner 2 FT),"[1629659, 1629021]",1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,203593.0,2.0,0.0,,,,,,Wagner,1629021.0
290,PT02M35.00S,2023-03-10T01:02:32.7Z,2,REGULAR,freethrow,1 of 2,[],1629021,,,1610612753,50,53,2023-03-10T01:40:54Z,2860000,False,,,0,,MISS M. Wagner Free Throw 1 of 2,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
291,PT02M35.00S,2023-03-10T01:02:32.7Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612753,50,53,2023-03-10T01:40:54Z,2870000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,290.0,,,,,,,,,,,,,
292,PT02M35.00S,2023-03-10T01:02:32.7Z,2,REGULAR,freethrow,2 of 2,[],1629021,,,1610612753,51,53,2023-03-10T01:40:54Z,2880000,False,,,0,,M. Wagner Free Throw 2 of 2 (5 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
293,PT02M14.00S,2023-03-10T01:03:12.1Z,2,REGULAR,2pt,Jump Shot,[],1629659,25.57490144546649,60.049019607843135,1610612762,51,53,2023-03-10T01:03:20Z,2890000,False,-50.0,188.0,1,left,MISS T. Horton-Tucker 19' step back Shot,[1629659],1610612762.0,UTA,step back,,,Horton-Tucker,T. Horton-Tucker,,,,,Mid-Range,16-24 Center,19.45,Missed,,,,,,,,,,,,,,,,,,
294,PT02M11.00S,2023-03-10T01:03:15.1Z,2,REGULAR,rebound,offensive,[],1628374,,,1610612762,51,53,2023-03-10T01:03:20Z,2900000,False,,,0,,L. Markkanen REBOUND (Off:1 Def:2),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Mid-Range,16-24 Center,,,,,,,293.0,3.0,2.0,1.0,,,,,,,,,,
295,PT01M57.00S,2023-03-10T01:03:29.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628374,31.882391590013142,28.921568627450984,1610612762,51,53,2023-03-10T01:03:36Z,2910000,False,105.0,247.0,1,left,MISS L. Markkanen 26' pullup 3PT,[1628374],1610612762.0,UTA,pullup,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,26.87,Missed,,,,,,,,,,,,,,,,,,
296,PT01M52.00S,2023-03-10T01:03:34.4Z,2,REGULAR,rebound,offensive,[],1631117,,,1610612762,51,53,2023-03-10T01:03:36Z,2920000,False,,,0,,W. Kessler REBOUND (Off:2 Def:3),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Right Center,,,,,,,295.0,5.0,3.0,2.0,,,,,,,,,,
297,PT01M52.00S,2023-03-10T01:03:35.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631117,5.590000152587891,50.0,1610612762,51,55,2023-03-10T01:03:35Z,2930000,False,0.0,0.0,1,left,W. Kessler putback DUNK (4 PTS),[1631117],1610612762.0,UTA,putback,,,Kessler,W. Kessler,,,,,Mid-Range,8-16 Left,0.0,Made,4.0,,,,,,,,,,,,,,,,,
298,PT01M47.00S,2023-03-10T01:03:39.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,91.5407358738502,45.83333333333333,1610612753,53,55,2023-03-10T01:03:51Z,2940000,False,-21.0,27.0,1,right,M. Wagner cutting Layup (7 PTS) (M. Fultz 2 AST),"[1629021, 1628365]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,3.41,Made,7.0,M. Fultz,1628365.0,2.0,,,,,,,,,,,,,,
300,PT01M35.00S,2023-03-10T01:03:53.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,7.835085413929041,52.450980392156865,1610612762,53,57,2023-03-10T01:03:58Z,2960000,False,-12.0,21.0,1,left,T. Horton-Tucker driving Layup (13 PTS) (K. Olynyk 5 AST),"[1629659, 203482]",1610612762.0,UTA,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,2.44,Made,13.0,K. Olynyk,203482.0,5.0,,,,,,,,,,,,,,
302,PT01M35.00S,2023-03-10T01:03:56.0Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631094,,,1610612762,53,57,2023-03-10T01:04:05Z,2980000,False,,,0,,P. Banchero shooting personal FOUL (1 PF) (Horton-Tucker 1 FT),"[1631094, 1629659]",1610612753.0,ORL,shooting,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627963.0,1.0,0.0,,,,,,Horton-Tucker,1629659.0
304,PT01M35.00S,2023-03-10T01:04:06.0Z,2,REGULAR,substitution,out,[],1629021,,,1610612762,53,57,2023-03-10T01:04:11Z,3000000,False,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT01M35.00S,2023-03-10T01:04:06.0Z,2,REGULAR,substitution,in,[],1630532,,,1610612762,53,57,2023-03-10T01:04:11Z,3010000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT01M35.00S,2023-03-10T01:04:33.6Z,2,REGULAR,freethrow,1 of 1,[],1629659,,,1610612762,53,58,2023-03-10T01:04:33Z,3020000,False,,,0,,T. Horton-Tucker Free Throw 1 of 1 (14 PTS),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
307,PT01M24.00S,2023-03-10T01:04:46.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203914,93.51182654402102,45.588235294117645,1610612753,53,58,2023-03-10T01:15:18Z,3030000,False,-22.0,8.0,1,right,MISS G. Harris reverse Layup,[203914],1610612753.0,ORL,reverse,,,Harris,G. Harris,,,,,Restricted Area,0-8 Center,2.37,Missed,,,,,,,,,,,,,,,,,,
308,PT01M24.00S,2023-03-10T01:04:46.3Z,2,REGULAR,rebound,defensive,[],1631117,,,1610612762,53,58,2023-03-10T01:04:58Z,3040000,False,,,0,,W. Kessler REBOUND (Off:2 Def:4),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,307.0,6.0,4.0,2.0,,,,,,,,,,
309,PT01M20.00S,2023-03-10T01:04:52.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631094,,,1610612762,53,58,2023-03-10T01:05:04Z,3050000,False,,,0,,P. Banchero shooting personal FOUL (2 PF) (Markkanen 2 FT),"[1631094, 1628374]",1610612753.0,ORL,shooting,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1146.0,2.0,0.0,,,,,,Markkanen,1628374.0
311,PT01M20.00S,2023-03-10T01:05:30.6Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628374,,,1610612762,53,59,2023-03-10T01:05:30Z,3070000,False,,,0,,L. Markkanen Free Throw 1 of 2 (14 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
312,PT01M20.00S,2023-03-10T01:05:48.2Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628374,,,1610612762,53,60,2023-03-10T01:05:48Z,3080000,False,,,0,,L. Markkanen Free Throw 2 of 2 (15 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
313,PT01M12.00S,2023-03-10T01:06:01.6Z,2,REGULAR,3pt,Jump Shot,[],203914,64.99671484888306,51.71568627450981,1610612753,56,60,2023-03-10T01:06:07Z,3090000,False,9.0,277.0,1,right,G. Harris 27' 3PT  (6 PTS) (M. Fultz 3 AST),"[203914, 1628365]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Center,27.66,Made,6.0,M. Fultz,1628365.0,3.0,,,,,,,,,,,,,,
315,PT00M52.70S,2023-03-10T01:06:25.8Z,2,REGULAR,turnover,traveling,[],1630534,,,1610612762,56,60,2023-03-10T01:06:31Z,3110000,False,,,0,,O. Agbaji traveling TURNOVER (2 TO),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Left Corner 3,24+ Left,,,,,,,,,,,1146.0,,,,,2.0,,,,
316,PT00M45.90S,2023-03-10T01:06:39.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203914,64.47109067017082,54.41176470588235,1610612753,56,60,2023-03-10T01:06:45Z,3120000,False,22.0,281.0,1,right,MISS G. Harris 28' 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Center,28.24,Missed,,,,,,,,,,,,,,,,,,
317,PT00M42.60S,2023-03-10T01:06:42.7Z,2,REGULAR,rebound,defensive,[],1631117,,,1610612762,56,60,2023-03-10T01:06:45Z,3130000,False,,,0,,W. Kessler REBOUND (Off:2 Def:5),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Center,,,,,,,316.0,7.0,5.0,2.0,,,,,,,,,,
318,PT00M39.80S,2023-03-10T01:06:46.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630534,7.5722733245729295,54.90196078431373,1610612762,56,62,2023-03-10T01:06:58Z,3140000,False,-25.0,19.0,1,left,O. Agbaji alley-oop DUNK (8 PTS) (T. Horton-Tucker 3 AST),"[1630534, 1629659]",1610612762.0,UTA,alley-oop,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,3.08,Made,8.0,T. Horton-Tucker,1629659.0,3.0,,,,,,,,,,,,,,
320,PT00M31.10S,2023-03-10T01:06:58.9Z,2,REGULAR,3pt,Jump Shot,[],1631094,71.56701708278581,17.892156862745097,1610612753,56,62,2023-03-10T01:07:03Z,3160000,False,-161.0,215.0,1,right,MISS P. Banchero 26' pullup 3PT,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,26.81,Missed,,,,,,,,,,,,,,,,,,
321,PT00M27.90S,2023-03-10T01:07:02.1Z,2,REGULAR,rebound,defensive,[],1628374,,,1610612762,56,62,2023-03-10T01:07:03Z,3170000,False,,,0,,L. Markkanen REBOUND (Off:1 Def:3),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,,,,,,,320.0,4.0,3.0,1.0,,,,,,,,,,
322,PT00M12.80S,2023-03-10T01:07:17.2Z,2,REGULAR,3pt,Jump Shot,[],1628374,4.155716162943495,98.77450980392157,1610612762,56,62,2023-03-10T01:07:53Z,3180000,False,-244.0,-13.0,1,left,MISS L. Markkanen 24' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Left Corner 3,24+ Left,24.43,Missed,,,,,,,,,,,,,,,,,,
323,PT00M12.30S,2023-03-10T01:07:17.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,56,62,2023-03-10T01:08:11Z,3190000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,322.0,,,,,,,,,,,,,
324,PT00M12.30S,2023-03-10T01:07:27.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630591,,,1610612762,56,62,2023-03-10T01:07:52Z,3200000,False,,,0,,J. Suggs personal FOUL (2 PF) (Kessler 2 FT),"[1630591, 1631117]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1146.0,2.0,0.0,,,,,,Kessler,1631117.0
326,PT00M12.30S,2023-03-10T01:07:53.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1631117,,,1610612762,56,63,2023-03-10T01:07:53Z,3220000,False,,,0,,W. Kessler Free Throw 1 of 2 (5 PTS),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
327,PT00M12.30S,2023-03-10T01:07:57.8Z,2,REGULAR,substitution,out,[],1629659,,,1610612762,56,63,2023-03-10T01:08:03Z,3230000,False,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
