actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
178,PT00M00.00S,2023-01-26T00:41:24.8Z,1,REGULAR,3pt,Jump Shot,[],1631097,46.20565045992115,9.313725490196079,1610612754,46,29,2023-01-26T00:41:53Z,1740000,False,-203.0,453.0,1,right,MISS B. Mathurin 49' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,49.68,,,,,,,,,,,
179,PT00M00.00S,2023-01-26T00:41:24.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,46,29,2023-01-26T00:41:53Z,1750000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,178.0,,,,,,,
180,PT00M00.00S,2023-01-26T00:41:29.7Z,1,REGULAR,period,end,[],0,,,1610612754,46,29,2023-01-26T00:41:29Z,1760000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2023-01-26T00:43:34.1Z,2,REGULAR,substitution,out,['startperiod'],1630678,,,1610612754,46,29,2023-01-26T00:43:58Z,1770000,False,,,0,,SUB out: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2023-01-26T00:43:34.1Z,2,REGULAR,substitution,out,['startperiod'],1630543,,,1610612754,46,29,2023-01-26T00:43:58Z,1780000,False,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2023-01-26T00:43:34.1Z,2,REGULAR,substitution,in,['startperiod'],1629052,,,1610612754,46,29,2023-01-26T00:43:58Z,1790000,False,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2023-01-26T00:43:34.1Z,2,REGULAR,substitution,in,['startperiod'],1626167,,,1610612754,46,29,2023-01-26T00:43:58Z,1800000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2023-01-26T00:44:01.6Z,2,REGULAR,period,start,[],0,,,1610612754,46,29,2023-01-26T00:44:01Z,1810000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT11M45.00S,2023-01-26T00:44:20.0Z,2,REGULAR,foul,personal,['2freethrow'],1629626,,,1610612754,46,29,2023-01-26T00:44:36Z,1820000,False,,,0,,B. Bol shooting personal FOUL (1 PF) (Mathurin 2 FT),"[1629626, 1631097]",1610612753.0,ORL,shooting,,,Bol,B. Bol,,,,,In The Paint (Non-RA),8-16 Right,1146.0,1.0,0.0,Mathurin,1631097.0,,,,,,,,,,,,,,,
188,PT11M45.00S,2023-01-26T00:44:45.2Z,2,REGULAR,freethrow,1 of 2,[],1631097,,,1610612754,46,30,2023-01-26T00:45:07Z,1840000,False,,,0,,B. Mathurin Free Throw 1 of 2 (6 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
189,PT11M45.00S,2023-01-26T00:44:45.2Z,2,REGULAR,freethrow,2 of 2,[],1631097,,,1610612754,46,30,2023-01-26T00:45:07Z,1850000,False,,,0,,MISS B. Mathurin Free Throw 2 of 2,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
190,PT11M42.00S,2023-01-26T00:44:48.2Z,2,REGULAR,rebound,defensive,[],1629021,,,1610612753,46,30,2023-01-26T00:45:07Z,1860000,False,,,0,,M. Wagner REBOUND (Off:0 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,189.0,1.0,1.0,0.0,,,,
191,PT11M31.00S,2023-01-26T00:45:15.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,8.09789750328515,52.94117647058824,1610612753,46,30,2023-01-26T00:45:21Z,1870000,False,-15.0,24.0,1,left,MISS F. Wagner driving Layup - blocked,"[1630532, 1631097]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.78,,,,,,,,,,Mathurin,1631097.0
210,PT11M31.00S,2023-01-26T00:45:15.5Z,2,REGULAR,block,,[],1631097,,,1610612753,46,30,2023-01-26T00:48:17Z,1875000,False,,,0,,B. Mathurin BLOCK (1 BLK),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
192,PT11M27.00S,2023-01-26T00:45:19.5Z,2,REGULAR,rebound,defensive,[],1629052,,,1610612754,46,30,2023-01-26T00:45:21Z,1880000,False,,,0,,O. Brissett REBOUND (Off:0 Def:1),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,191.0,1.0,1.0,0.0,,,,
193,PT11M23.00S,2023-01-26T00:45:23.9Z,2,REGULAR,3pt,Jump Shot,[],1626167,66.70499342969777,39.705882352941174,1610612754,46,33,2023-01-26T00:45:32Z,1890000,False,-51.0,260.0,1,right,M. Turner 26' 3PT  (8 PTS) (T. McConnell 4 AST),"[1626167, 204456]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,,,Made,8.0,,26.55,T. McConnell,204456.0,4.0,,,,,,,,
195,PT11M03.00S,2023-01-26T00:45:44.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,5.732588699080158,48.03921568627451,1610612753,46,33,2023-01-26T00:47:44Z,1910000,False,10.0,1.0,1,left,MISS M. Wagner cutting Layup,[1629021],1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,0.99,,,,,,,,,,,
197,PT10M59.00S,2023-01-26T00:45:48.0Z,2,REGULAR,rebound,defensive,[],204456,,,1610612754,46,33,2023-01-26T00:45:49Z,1930000,False,,,0,,T. McConnell REBOUND (Off:0 Def:2),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,195.0,2.0,2.0,0.0,,,,
198,PT10M56.00S,2023-01-26T00:45:50.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",204456,92.32917214191852,47.30392156862745,1610612754,46,35,2023-01-26T00:46:03Z,1940000,False,-13.0,20.0,1,right,T. McConnell running Layup (5 PTS),[204456],1610612754.0,IND,running,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,,2.38,,,,,,,,,,,
199,PT10M32.00S,2023-01-26T00:46:17.9Z,2,REGULAR,3pt,Jump Shot,[],1630532,27.94021024967148,77.45098039215686,1610612753,46,35,2023-01-26T00:49:40Z,1950000,False,-137.0,210.0,1,left,MISS F. Wagner 25' step back 3PT,[1630532],1610612753.0,ORL,step back,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.1,,,,,,,,,,,
200,PT10M31.00S,2023-01-26T00:46:18.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,46,35,2023-01-26T00:47:04Z,1960000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,199.0,,,,,,,
201,PT10M31.00S,2023-01-26T00:46:24.7Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612753,46,35,2023-01-26T00:46:33Z,1970000,False,,,0,,ORL shot clock Team TURNOVER,[],1610612753.0,ORL,,,,,,,,,,Restricted Area,0-8 Center,202901.0,,,,,,,,,,,,,,,,,,,
202,PT10M11.00S,2023-01-26T00:46:49.0Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1626167,87.72996057818659,45.588235294117645,1610612754,46,35,2023-01-26T00:50:09Z,1980000,False,-22.0,63.0,1,right,MISS M. Turner 6' turnaround Hook,[1626167],1610612754.0,IND,turnaround,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,6.66,,,,,,,,,,,
203,PT10M07.00S,2023-01-26T00:46:53.0Z,2,REGULAR,rebound,defensive,[],1629626,,,1610612753,46,35,2023-01-26T00:46:54Z,1990000,False,,,0,,B. Bol REBOUND (Off:0 Def:1),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202.0,1.0,1.0,0.0,,,,
204,PT10M04.00S,2023-01-26T00:46:58.1Z,2,REGULAR,foul,personal,['2freethrow'],1629052,,,1610612753,46,35,2023-01-26T00:47:24Z,2000000,False,,,0,,O. Brissett shooting personal FOUL (1 PF) (Bol 2 FT),"[1629052, 1629626]",1610612754.0,IND,shooting,,,Brissett,O. Brissett,,,,,Restricted Area,0-8 Center,1146.0,1.0,0.0,Bol,1629626.0,,,,,,,,,,,,,,,
206,PT10M04.00S,2023-01-26T00:47:27.9Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629626,,,1610612753,47,35,2023-01-26T00:47:47Z,2020000,False,,,0,,B. Bol Free Throw 1 of 2 (1 PTS),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
207,PT10M04.00S,2023-01-26T00:47:27.9Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629626,,,1610612753,47,35,2023-01-26T00:47:47Z,2030000,False,,,0,,MISS B. Bol Free Throw 2 of 2,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
208,PT09M59.00S,2023-01-26T00:47:32.9Z,2,REGULAR,rebound,offensive,[],1630175,,,1610612753,47,35,2023-01-26T00:54:55Z,2040000,False,,,0,,C. Anthony REBOUND (Off:1 Def:0),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,207.0,1.0,0.0,1.0,,,,
209,PT09M48.00S,2023-01-26T00:47:57.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630175,14.011169513797633,35.78431372549019,1610612753,49,35,2023-01-26T00:48:10Z,2050000,False,71.0,79.0,1,left,C. Anthony 10' turnaround fadeaway Jump Shot (6 PTS),[1630175],1610612753.0,ORL,turnaround fadeaway,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Made,6.0,,10.64,,,,,,,,,,,
211,PT09M26.00S,2023-01-26T00:48:19.7Z,2,REGULAR,3pt,Jump Shot,[],1630537,66.44218134034165,45.83333333333333,1610612754,49,35,2023-01-26T00:48:27Z,2060000,False,-21.0,263.0,1,right,MISS C. Duarte 26' step back 3PT,[1630537],1610612754.0,IND,step back,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,26.37,,,,,,,,,,,
212,PT09M22.00S,2023-01-26T00:48:23.7Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,49,35,2023-01-26T00:48:27Z,2070000,False,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,211.0,1.0,1.0,0.0,,,,
213,PT09M16.00S,2023-01-26T00:48:29.5Z,2,REGULAR,3pt,Jump Shot,[],1630591,28.465834428383708,75.49019607843137,1610612753,49,35,2023-01-26T00:48:34Z,2080000,False,-127.0,215.0,1,left,MISS J. Suggs 25' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.0,,,,,,,,,,,
214,PT09M13.00S,2023-01-26T00:48:32.5Z,2,REGULAR,rebound,defensive,[],1631097,,,1610612754,49,35,2023-01-26T00:48:34Z,2090000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:1),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,213.0,1.0,1.0,0.0,,,,
215,PT09M08.00S,2023-01-26T00:48:37.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631097,90.75229960578186,44.85294117647059,1610612754,49,37,2023-01-26T00:48:43Z,2100000,False,-26.0,34.0,1,right,B. Mathurin running Layup (8 PTS),[1631097],1610612754.0,IND,running,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,Made,8.0,,4.29,,,,,,,,,,,
216,PT08M53.00S,2023-01-26T00:48:52.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629626,7.835085413929041,48.529411764705884,1610612753,51,37,2023-01-26T00:48:58Z,2110000,False,7.0,21.0,1,left,B. Bol driving finger roll Layup (3 PTS) (C. Anthony 3 AST),"[1629626, 1630175]",1610612753.0,ORL,driving finger roll,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,Made,3.0,,2.24,C. Anthony,1630175.0,3.0,,,,,,,,
218,PT08M45.00S,2023-01-26T00:49:01.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629052,91.67214191852825,45.588235294117645,1610612754,51,37,2023-01-26T00:49:10Z,2130000,False,-22.0,26.0,1,right,MISS O. Brissett driving Layup - blocked,"[1629052, 1629626]",1610612754.0,IND,driving,,,Brissett,O. Brissett,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.4,,,,,,,,,,Bol,1629626.0
219,PT08M45.00S,2023-01-26T00:49:01.0Z,2,REGULAR,block,,[],1629626,,,1610612754,51,37,2023-01-26T00:49:04Z,2140000,False,,,0,,B. Bol BLOCK (1 BLK),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
220,PT08M45.00S,2023-01-26T00:49:01.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,51,37,2023-01-26T00:49:10Z,2150000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,218.0,,,,,,,
221,PT08M39.00S,2023-01-26T00:49:21.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626167,90.88370565045992,46.32352941176471,1610612754,51,37,2023-01-26T00:49:32Z,2160000,False,-18.0,33.0,1,right,MISS M. Turner driving Layup,[1626167],1610612754.0,IND,driving,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.8,,,,,,,,,,,
222,PT08M38.00S,2023-01-26T00:49:22.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,51,37,2023-01-26T00:49:32Z,2170000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,221.0,,,,,,,
224,PT08M33.00S,2023-01-26T00:49:57.5Z,2,REGULAR,foul,technical,['1freethrow'],1629021,,,1610612754,51,37,2023-01-26T00:50:05Z,2190000,False,,,0,,M. Wagner defensive-3-second technical FOUL (1 Tech),[1629021],1610612753.0,ORL,defensive-3-second,,,Wagner,M. Wagner,,,,,,,202901.0,1.0,1.0,,,,,,,,,,,,,,,,,
225,PT08M33.00S,2023-01-26T00:50:07.1Z,2,REGULAR,freethrow,1 of 1,[],1631097,,,1610612754,51,38,2023-01-26T00:50:07Z,2200000,False,,,0,,B. Mathurin technical Free Throw 1 of 1 (9 PTS),[1631097],1610612754.0,IND,technical,,,Mathurin,B. Mathurin,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
226,PT08M33.00S,2023-01-26T00:50:13.5Z,2,REGULAR,substitution,out,[],204456,,,1610612754,51,38,2023-01-26T00:50:21Z,2210000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M33.00S,2023-01-26T00:50:13.5Z,2,REGULAR,substitution,in,[],1627741,,,1610612754,51,38,2023-01-26T00:50:21Z,2220000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M25.00S,2023-01-26T00:50:37.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631097,93.11760840998686,56.127450980392155,1610612754,51,40,2023-01-26T00:58:48Z,2230000,False,31.0,12.0,1,right,B. Mathurin reverse Layup (11 PTS) (B. Hield 1 AST),"[1631097, 1627741]",1610612754.0,IND,reverse,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,Made,11.0,,3.29,B. Hield,1627741.0,1.0,,,,,,,,
230,PT08M25.00S,2023-01-26T00:50:43.1Z,2,REGULAR,foul,personal,['1freethrow'],1629021,,,1610612754,51,40,2023-01-26T00:50:55Z,2250000,False,,,0,,M. Wagner shooting personal FOUL (2 PF) (Mathurin 1 FT),"[1629021, 1631097]",1610612753.0,ORL,shooting,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,1146.0,2.0,1.0,Mathurin,1631097.0,,,,,,,,,,,,,,,
232,PT08M25.00S,2023-01-26T00:51:01.9Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1631097,,,1610612754,51,40,2023-01-26T00:51:08Z,2270000,False,,,0,,MISS B. Mathurin Free Throw 1 of 1,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
233,PT08M24.00S,2023-01-26T00:51:02.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612753,51,40,2023-01-26T00:51:08Z,2280000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,232.0,,,,,,,
234,PT08M24.00S,2023-01-26T00:51:08.1Z,2,REGULAR,foul,personal,[],1629052,,,1610612753,51,40,2023-01-26T00:51:22Z,2290000,False,,,0,,O. Brissett loose ball personal FOUL (2 PF),"[1629052, 1629626]",1610612754.0,IND,loose ball,,,Brissett,O. Brissett,,,,,Restricted Area,0-8 Center,1146.0,2.0,0.0,Bol,1629626.0,,,,,,,,,,,,,,,
236,PT08M07.00S,2023-01-26T00:51:34.0Z,2,REGULAR,3pt,Jump Shot,[],1630591,24.26084099868594,85.7843137254902,1610612753,54,40,2023-01-26T00:51:40Z,2310000,False,-179.0,176.0,1,left,J. Suggs 25' 3PT  (6 PTS) (F. Wagner 2 AST),"[1630591, 1630532]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,,,,,,Made,6.0,,25.07,F. Wagner,1630532.0,2.0,,,,,,,,
238,PT07M53.00S,2023-01-26T00:51:47.8Z,2,REGULAR,3pt,Jump Shot,[],1631097,94.43166885676742,96.81372549019608,1610612754,54,43,2023-01-26T00:51:52Z,2330000,False,234.0,0.0,1,right,B. Mathurin 3PT  (14 PTS) (O. Brissett 1 AST),"[1631097, 1629052]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Right Corner 3,24+ Right,,,,,,Made,14.0,,23.41,O. Brissett,1629052.0,1.0,,,,,,,,
240,PT07M38.00S,2023-01-26T00:52:02.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629626,6.1268068331143235,60.78431372549019,1610612753,54,43,2023-01-26T00:52:09Z,2350000,False,-54.0,5.0,1,left,MISS B. Bol driving Layup,[1629626],1610612753.0,ORL,driving,,,Bol,B. Bol,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,5.41,,,,,,,,,,,
241,PT07M36.00S,2023-01-26T00:52:04.9Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,54,43,2023-01-26T00:52:09Z,2360000,False,,,0,,M. Turner REBOUND (Off:1 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,240.0,3.0,2.0,1.0,,,,
242,PT07M31.00S,2023-01-26T00:52:13.0Z,2,REGULAR,foul,offensive,[],1626167,,,1610612754,54,43,2023-01-26T00:52:44Z,2370000,False,,,0,,M. Turner offensive FOUL (1 PF),"[1626167, 1630175]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,1146.0,1.0,0.0,Anthony,1630175.0,,,,,,,,,,,,,,,
244,PT07M31.00S,2023-01-26T00:52:13.0Z,2,REGULAR,turnover,offensive foul,[],1626167,,,1610612754,54,43,2023-01-26T00:52:13Z,2390000,False,,,0,,M. Turner offensive foul TURNOVER (1 TO),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,1146.0,,,,,,,1.0,,,,,,,,,,,,
245,PT07M18.00S,2023-01-26T00:52:46.3Z,2,REGULAR,turnover,out-of-bounds,[],1629021,,,1610612753,54,43,2023-01-26T00:52:53Z,2400000,False,,,0,,M. Wagner bad pass out-of-bounds TURNOVER (1 TO),[1629021],1610612753.0,ORL,bad pass,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),8-16 Left,1146.0,,,,,,,1.0,,,,,,,,,,,,
246,PT07M03.00S,2023-01-26T00:53:04.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629052,81.8166885676741,95.34313725490196,1610612754,54,46,2023-01-26T00:53:15Z,2410000,False,227.0,118.0,1,right,O. Brissett 25' 3PT  (3 PTS) (B. Mathurin 3 AST),"[1629052, 1631097]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,Above the Break 3,24+ Right Center,,,,,,Made,3.0,,25.58,B. Mathurin,1631097.0,3.0,,,,,,,,
248,PT07M03.00S,2023-01-26T00:53:13.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,54,46,2023-01-26T00:53:13Z,2430000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M03.00S,2023-01-26T00:55:25.2Z,2,REGULAR,substitution,out,[],1630591,,,1610612753,54,46,2023-01-26T00:55:50Z,2440000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M03.00S,2023-01-26T00:55:25.2Z,2,REGULAR,substitution,out,[],1629021,,,1610612753,54,46,2023-01-26T00:55:50Z,2450000,False,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M03.00S,2023-01-26T00:55:25.2Z,2,REGULAR,substitution,out,[],1630532,,,1610612753,54,46,2023-01-26T00:55:50Z,2460000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M03.00S,2023-01-26T00:55:25.2Z,2,REGULAR,substitution,in,[],1628365,,,1610612753,54,46,2023-01-26T00:55:50Z,2470000,False,,,0,,SUB in: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M03.00S,2023-01-26T00:55:25.2Z,2,REGULAR,substitution,in,[],1631094,,,1610612753,54,46,2023-01-26T00:55:50Z,2480000,False,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT07M03.00S,2023-01-26T00:55:25.2Z,2,REGULAR,substitution,in,[],1628976,,,1610612753,54,46,2023-01-26T00:55:50Z,2490000,False,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M51.00S,2023-01-26T00:56:12.9Z,2,REGULAR,turnover,bad pass,[],1631094,,,1610612753,54,46,2023-01-26T00:56:19Z,2500000,False,,,0,,P. Banchero bad pass TURNOVER (2 TO),"[1631094, 1627741]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Right Center,,,,,,,,2.0,,,,,,,,,Hield,1627741.0,,
256,PT06M51.00S,2023-01-26T00:56:12.9Z,2,REGULAR,steal,,[],1627741,,,1610612754,54,46,2023-01-26T00:56:15Z,2510000,False,,,0,,B. Hield STEAL (2 STL),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
257,PT06M44.00S,2023-01-26T00:56:24.2Z,2,REGULAR,foul,personal,['2freethrow'],1630175,,,1610612754,54,46,2023-01-26T00:56:41Z,2520000,False,,,0,,C. Anthony shooting personal FOUL (1 PF) (Duarte 2 FT),"[1630175, 1630537]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,1628953.0,1.0,0.0,Duarte,1630537.0,,,,,,,,,,,,,,,
259,PT06M44.00S,2023-01-26T00:56:42.5Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630537,,,1610612754,54,46,2023-01-26T00:56:42Z,2540000,False,,,0,,MISS C. Duarte Free Throw 1 of 2,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
260,PT06M44.00S,2023-01-26T00:56:42.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,54,46,2023-01-26T00:56:42Z,2550000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,259.0,,,,,,,
261,PT06M44.00S,2023-01-26T00:56:55.7Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630537,,,1610612754,54,47,2023-01-26T00:56:55Z,2560000,False,,,0,,C. Duarte Free Throw 2 of 2 (3 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
263,PT06M23.00S,2023-01-26T00:57:19.0Z,2,REGULAR,turnover,bad pass,[],1628976,,,1610612753,54,47,2023-01-26T00:57:24Z,2570000,False,,,0,,W. Carter Jr. bad pass TURNOVER (2 TO),"[1628976, 1630537]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,2.0,,,,,,,,,Duarte,1630537.0,,
264,PT06M23.00S,2023-01-26T00:57:19.0Z,2,REGULAR,steal,,[],1630537,,,1610612754,54,47,2023-01-26T00:57:21Z,2580000,False,,,0,,C. Duarte STEAL (1 STL),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
