actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
530,PT09M29.00S,2023-01-26T01:58:24.4Z,4,REGULAR,substitution,in,[],1630537,,,1610612753,107,94,2023-01-26T01:58:32Z,5200000,False,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT09M21.00S,2023-01-26T01:58:44.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630591,93.11760840998686,54.41176470588235,1610612753,109,94,2023-01-26T01:59:34Z,5210000,False,22.0,12.0,1,right,J. Suggs driving finger roll Layup (8 PTS) (M. Bamba 2 AST),"[1630591, 1628964]",1610612753.0,ORL,driving finger roll,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,,,Made,8.0,,2.52,M. Bamba,1628964.0,2.0,,,,,,,,
533,PT09M20.00S,2023-01-26T01:58:53.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,109,94,2023-01-26T01:58:53Z,5230000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT09M05.00S,2023-01-26T02:01:54.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,17.95335085413929,50.98039215686274,1610612754,109,94,2023-01-26T02:02:01Z,5240000,False,-5.0,116.0,1,left,MISS B. Mathurin 11' driving floating Shot,[1631097],1610612754.0,IND,driving floating,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,11.64,,,,,,,,,,,
535,PT09M02.00S,2023-01-26T02:01:57.8Z,4,REGULAR,rebound,offensive,[],1630678,,,1610612754,109,94,2023-01-26T02:02:01Z,5250000,False,,,0,,T. Taylor REBOUND (Off:2 Def:0),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,534.0,2.0,0.0,2.0,,,,
536,PT09M01.00S,2023-01-26T02:01:59.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630678,7.835085413929041,51.9607843137255,1610612754,109,94,2023-01-26T02:02:09Z,5260000,False,-10.0,21.0,1,left,MISS T. Taylor putback Layup - blocked,"[1630678, 1628964]",1610612754.0,IND,putback,,,Taylor,T. Taylor,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.33,,,,,,,,,,Bamba,1628964.0
549,PT09M01.00S,2023-01-26T02:01:59.1Z,4,REGULAR,block,,[],1628964,,,1610612754,109,94,2023-01-26T02:03:56Z,5265000,False,,,0,,M. Bamba BLOCK (1 BLK),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
537,PT08M59.00S,2023-01-26T02:02:01.1Z,4,REGULAR,rebound,defensive,[],1629626,,,1610612753,109,94,2023-01-26T02:02:09Z,5270000,False,,,0,,B. Bol REBOUND (Off:1 Def:3),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,536.0,4.0,3.0,1.0,,,,
538,PT08M46.00S,2023-01-26T02:02:13.6Z,4,REGULAR,2pt,Jump Shot,[],1630532,93.5611038107753,33.69332107843137,1610612753,109,94,2023-01-26T02:02:24Z,5280000,False,-82.0,8.0,1,right,MISS F. Wagner 8' driving floating Shot,[1630532],1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,8.19,,,,,,,,,,,
539,PT08M44.00S,2023-01-26T02:02:15.6Z,4,REGULAR,rebound,defensive,[],1626167,,,1610612754,109,94,2023-01-26T02:02:18Z,5290000,False,,,0,,M. Turner REBOUND (Off:4 Def:8),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,538.0,12.0,8.0,4.0,,,,
540,PT08M41.00S,2023-01-26T02:02:27.1Z,4,REGULAR,foul,personal,[],1630591,,,1610612754,109,94,2023-01-26T02:02:38Z,5300000,False,,,0,,J. Suggs personal FOUL (1 PF),"[1630591, 1630537]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Left Center,202901.0,1.0,1.0,Duarte,1630537.0,,,,,,,,,,,,,,,
544,PT08M26.00S,2023-01-26T02:03:14.8Z,4,REGULAR,3pt,Jump Shot,[],1630678,8.09789750328515,4.411764705882353,1610612754,109,94,2023-01-26T02:03:19Z,5340000,False,228.0,24.0,1,left,MISS T. Taylor 3PT,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,22.91,,,,,,,,,,,
545,PT08M23.00S,2023-01-26T02:03:17.8Z,4,REGULAR,rebound,defensive,[],1629626,,,1610612753,109,94,2023-01-26T02:03:19Z,5350000,False,,,0,,B. Bol REBOUND (Off:1 Def:4),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,544.0,5.0,4.0,1.0,,,,
546,PT08M04.00S,2023-01-26T02:03:37.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,93.38042049934296,54.41176470588235,1610612753,109,94,2023-01-26T02:03:42Z,5360000,False,22.0,10.0,1,right,MISS F. Wagner driving Layup,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.41,,,,,,,,,,,
547,PT08M00.00S,2023-01-26T02:03:41.1Z,4,REGULAR,rebound,offensive,[],1629626,,,1610612753,109,94,2023-01-26T02:03:42Z,5370000,False,,,0,,B. Bol REBOUND (Off:2 Def:4),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,546.0,6.0,4.0,2.0,,,,
548,PT08M00.00S,2023-01-26T02:03:40.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629626,94.40999984741211,50.0,1610612753,111,94,2023-01-26T02:03:40Z,5380000,False,0.0,0.0,1,right,B. Bol tip Layup (9 PTS),[1629626],1610612753.0,ORL,tip,,,Bol,B. Bol,,,,,Mid-Range,8-16 Left,,,,,,Made,9.0,,0.0,,,,,,,,,,,
550,PT07M39.00S,2023-01-26T02:04:00.8Z,4,REGULAR,3pt,Jump Shot,[],1631097,24.78646517739816,13.23529411764706,1610612754,111,97,2023-01-26T02:04:05Z,5390000,False,184.0,180.0,1,left,B. Mathurin 25' 3PT pullup (20 PTS),[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,,,,,,Made,20.0,,25.76,,,,,,,,,,,
551,PT07M22.00S,2023-01-26T02:04:18.6Z,4,REGULAR,turnover,bad pass,[],1630532,,,1610612753,111,97,2023-01-26T02:04:24Z,5400000,False,,,0,,F. Wagner bad pass TURNOVER (1 TO),"[1630532, 1630537]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,1.0,,,,,,,,,Duarte,1630537.0,,
552,PT07M22.00S,2023-01-26T02:04:18.6Z,4,REGULAR,steal,,[],1630537,,,1610612754,111,97,2023-01-26T02:04:43Z,5410000,False,,,0,,C. Duarte STEAL (3 STL),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
557,PT07M20.00S,2023-01-26T02:04:35.1Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631097,7.227332457293036,59.94944852941176,1610612754,111,97,2023-01-26T02:07:47Z,5425000,False,-50.0,15.0,1,left,MISS B. Mathurin running finger roll Layup - blocked,"[1631097, 1630175]",1610612754.0,IND,running finger roll,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,5.2,,,,,,,,,,Anthony,1630175.0
558,PT07M20.00S,2023-01-26T02:04:35.1Z,4,REGULAR,block,,[],1630175,,,1610612754,111,97,2023-01-26T02:07:18Z,5432500,False,,,0,,C. Anthony BLOCK (1 BLK),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
559,PT07M20.00S,2023-01-26T02:04:35.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612754,111,97,2023-01-26T02:07:18Z,5436250,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,557.0,,,,,,,
555,PT07M20.00S,2023-01-26T02:04:51.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,111,97,2023-01-26T02:08:31Z,5440000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT07M20.00S,2023-01-26T02:06:50.1Z,4,REGULAR,substitution,out,[],1628964,,,1610612754,111,97,2023-01-26T02:07:20Z,5460000,False,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT07M20.00S,2023-01-26T02:06:50.1Z,4,REGULAR,substitution,out,[],204456,,,1610612754,111,97,2023-01-26T02:07:20Z,5470000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT07M20.00S,2023-01-26T02:06:50.1Z,4,REGULAR,substitution,in,[],1628976,,,1610612754,111,97,2023-01-26T02:07:20Z,5490000,False,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT07M20.00S,2023-01-26T02:06:50.1Z,4,REGULAR,substitution,in,[],1627741,,,1610612754,111,97,2023-01-26T02:07:20Z,5510000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT07M09.00S,2023-01-26T02:08:10.7Z,4,REGULAR,jumpball,recovered,[],1630678,,,1610612754,111,97,2023-01-26T02:08:10Z,5520000,False,,,0,,Jump Ball M. Turner vs. B. Bol: Tip to T. Taylor,"[1630678, 1626167, 1629626]",1610612754.0,IND,challenge,T. Taylor,1630678.0,Taylor,T. Taylor,Turner,1626167.0,Bol,1629626.0,,,,,,,,,,,,,,,,,,,,,,
569,PT07M07.00S,2023-01-26T02:08:13.1Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627741,31.09395532194481,34.31372549019608,1610612754,111,97,2023-01-26T02:08:18Z,5550000,False,78.0,240.0,1,left,MISS B. Hield 25' 3PT - blocked,"[1627741, 1628976]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,25.23,,,,,,,,,,Carter Jr.,1628976.0
602,PT07M07.00S,2023-01-26T02:08:13.1Z,4,REGULAR,block,,[],1628976,,,1610612754,111,97,2023-01-26T02:11:44Z,5555000,False,,,0,,W. Carter Jr. BLOCK (2 BLK),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
570,PT07M04.00S,2023-01-26T02:08:16.1Z,4,REGULAR,rebound,defensive,[],1629626,,,1610612753,111,97,2023-01-26T02:08:18Z,5560000,False,,,0,,B. Bol REBOUND (Off:2 Def:5),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,569.0,7.0,5.0,2.0,,,,
571,PT06M49.00S,2023-01-26T02:08:30.6Z,4,REGULAR,3pt,Jump Shot,[],1630175,68.28186596583443,37.745098039215684,1610612753,111,97,2023-01-26T02:08:38Z,5570000,False,-61.0,246.0,1,right,MISS C. Anthony 25' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,25.32,,,,,,,,,,,
572,PT06M45.00S,2023-01-26T02:08:34.2Z,4,REGULAR,rebound,defensive,[],1630537,,,1610612754,111,97,2023-01-26T02:08:34Z,5580000,False,,,0,,C. Duarte REBOUND (Off:0 Def:2),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,571.0,2.0,2.0,0.0,,,,
573,PT06M30.00S,2023-01-26T02:08:49.5Z,4,REGULAR,3pt,Jump Shot,[],1630537,9.411957950065702,96.56862745098039,1610612754,111,97,2023-01-26T02:08:53Z,5590000,False,-233.0,36.0,1,left,MISS C. Duarte 3PT,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,23.56,,,,,,,,,,,
574,PT06M28.00S,2023-01-26T02:08:51.5Z,4,REGULAR,rebound,defensive,[],1629626,,,1610612753,111,97,2023-01-26T02:08:53Z,5600000,False,,,0,,B. Bol REBOUND (Off:2 Def:6),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,573.0,8.0,6.0,2.0,,,,
575,PT06M26.00S,2023-01-26T02:08:53.5Z,4,REGULAR,turnover,lost ball,[],1629626,,,1610612753,111,97,2023-01-26T02:09:00Z,5610000,False,,,0,,B. Bol lost ball TURNOVER (2 TO),"[1629626, 1630537]",1610612753.0,ORL,,,,Bol,B. Bol,,,,,Mid-Range,16-24 Center,,,,,,,,2.0,,,,,,,,,Duarte,1630537.0,,
576,PT06M26.00S,2023-01-26T02:08:53.5Z,4,REGULAR,steal,,[],1630537,,,1610612754,111,97,2023-01-26T02:08:56Z,5620000,False,,,0,,C. Duarte STEAL (4 STL),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
577,PT06M15.00S,2023-01-26T02:09:05.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631097,7.178055190538765,47.549019607843135,1610612754,111,99,2023-01-26T02:09:09Z,5630000,False,12.0,15.0,1,left,B. Mathurin driving Layup (22 PTS),[1631097],1610612754.0,IND,driving,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,Made,22.0,,1.94,,,,,,,,,,,
578,PT06M07.00S,2023-01-26T02:09:18.4Z,4,REGULAR,foul,personal,[],1630678,,,1610612753,111,99,2023-01-26T02:09:34Z,5640000,False,,,0,,T. Taylor personal FOUL (2 PF),"[1630678, 1630532]",1610612754.0,IND,,,,Taylor,T. Taylor,,,,,Mid-Range,16-24 Left Center,202901.0,2.0,0.0,Wagner,1630532.0,,,,,,,,,,,,,,,
580,PT06M07.00S,2023-01-26T02:09:28.3Z,4,REGULAR,substitution,out,[],1630591,,,1610612753,111,99,2023-01-26T02:09:51Z,5660000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT06M07.00S,2023-01-26T02:09:28.3Z,4,REGULAR,substitution,out,[],1629626,,,1610612753,111,99,2023-01-26T02:09:51Z,5670000,False,,,0,,SUB out: B. Bol,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT06M07.00S,2023-01-26T02:09:28.3Z,4,REGULAR,substitution,out,[],1626167,,,1610612753,111,99,2023-01-26T02:09:51Z,5680000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT06M07.00S,2023-01-26T02:09:28.3Z,4,REGULAR,substitution,in,[],1628365,,,1610612753,111,99,2023-01-26T02:09:51Z,5690000,False,,,0,,SUB in: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT06M07.00S,2023-01-26T02:09:28.3Z,4,REGULAR,substitution,in,[],1631094,,,1610612753,111,99,2023-01-26T02:09:51Z,5700000,False,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT06M07.00S,2023-01-26T02:09:28.3Z,4,REGULAR,substitution,in,[],1630543,,,1610612753,111,99,2023-01-26T02:09:51Z,5710000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT05M58.00S,2023-01-26T02:09:56.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,91.40932982917214,52.69607843137255,1610612753,113,99,2023-01-26T02:12:50Z,5720000,False,13.0,28.0,1,right,W. Carter Jr. driving Layup (15 PTS) (F. Wagner 7 AST),"[1628976, 1630532]",1610612753.0,ORL,driving,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,Made,15.0,,3.14,F. Wagner,1630532.0,7.0,,,,,,,,
587,PT05M58.00S,2023-01-26T02:10:01.5Z,4,REGULAR,foul,personal,['1freethrow'],1631097,,,1610612753,113,99,2023-01-26T02:10:16Z,5730000,False,,,0,,B. Mathurin shooting personal FOUL (3 PF) (Carter Jr. 1 FT),"[1631097, 1628976]",1610612754.0,IND,shooting,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,202901.0,3.0,0.0,Carter Jr.,1628976.0,,,,,,,,,,,,,,,
589,PT05M58.00S,2023-01-26T02:10:21.8Z,4,REGULAR,freethrow,1 of 1,[],1628976,,,1610612753,114,99,2023-01-26T02:10:21Z,5750000,False,,,0,,W. Carter Jr. Free Throw 1 of 1 (16 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,Made,16.0,,,,,,,,,,,,,
591,PT05M37.00S,2023-01-26T02:10:46.5Z,4,REGULAR,3pt,Jump Shot,[],1630537,14.14257555847569,96.32352941176471,1610612754,114,102,2023-01-26T02:13:53Z,5760000,False,-232.0,80.0,1,left,C. Duarte 24' 3PT pullup (12 PTS) (T. Taylor 1 AST),"[1630537, 1630678]",1610612754.0,IND,pullup,,,Duarte,C. Duarte,,,,,Left Corner 3,24+ Left,,,,,,Made,12.0,,24.52,T. Taylor,1630678.0,1.0,,,,,,,,
593,PT05M23.00S,2023-01-26T02:11:00.9Z,4,REGULAR,3pt,Jump Shot,[],1631094,71.30420499342969,15.931372549019606,1610612753,114,102,2023-01-26T02:11:05Z,5780000,False,-170.0,217.0,1,right,MISS P. Banchero 27' 3PT,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,27.6,,,,,,,,,,,
594,PT05M20.00S,2023-01-26T02:11:03.9Z,4,REGULAR,rebound,defensive,[],1627741,,,1610612754,114,102,2023-01-26T02:11:05Z,5790000,False,,,0,,B. Hield REBOUND (Off:1 Def:1),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,593.0,2.0,1.0,1.0,,,,
596,PT05M18.00S,2023-01-26T02:11:05.6Z,4,REGULAR,turnover,bad pass,[],1627741,,,1610612754,114,102,2023-01-26T02:11:11Z,5810000,False,,,0,,B. Hield bad pass TURNOVER (4 TO),"[1627741, 1631094]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,,,,,,,,4.0,,,,,,,,,Banchero,1631094.0,,
597,PT05M18.00S,2023-01-26T02:11:05.6Z,4,REGULAR,steal,,[],1631094,,,1610612753,114,102,2023-01-26T02:11:08Z,5820000,False,,,0,,P. Banchero STEAL (2 STL),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
598,PT05M07.00S,2023-01-26T02:11:19.3Z,4,REGULAR,foul,personal,[],1630543,,,1610612753,114,102,2023-01-26T02:11:32Z,5830000,False,,,0,,I. Jackson personal FOUL (1 PF),"[1630543, 1630532]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Left Center,1146.0,1.0,0.0,Wagner,1630532.0,,,,,,,,,,,,,,,
600,PT05M07.00S,2023-01-26T02:11:31.9Z,4,REGULAR,substitution,out,[],1630532,,,1610612753,114,102,2023-01-26T02:11:41Z,5850000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT05M07.00S,2023-01-26T02:11:31.9Z,4,REGULAR,substitution,in,[],203914,,,1610612753,114,102,2023-01-26T02:11:41Z,5860000,False,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT05M07.00S,2023-01-26T02:11:49.1Z,4,REGULAR,substitution,out,[],1630543,,,1610612753,114,102,2023-01-26T02:11:56Z,5870000,False,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT05M07.00S,2023-01-26T02:11:49.1Z,4,REGULAR,substitution,in,[],1629052,,,1610612753,114,102,2023-01-26T02:11:56Z,5880000,False,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT04M51.00S,2023-01-26T02:12:15.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203914,90.22667542706965,96.56862745098039,1610612753,117,102,2023-01-26T02:12:20Z,5890000,False,233.0,39.0,1,right,G. Harris 3PT  (22 PTS) (M. Fultz 8 AST),"[203914, 1628365]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Right Corner 3,24+ Right,,,,,,Made,22.0,,23.61,M. Fultz,1628365.0,8.0,,,,,,,,
607,PT04M22.00S,2023-01-26T02:12:43.2Z,4,REGULAR,3pt,Jump Shot,[],1630537,6.521024967148489,4.6568627450980395,1610612754,117,105,2023-01-26T02:12:47Z,5910000,False,227.0,9.0,1,left,C. Duarte 3PT  (15 PTS) (B. Hield 4 AST),"[1630537, 1627741]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Right Corner 3,24+ Right,,,,,,Made,15.0,,22.69,B. Hield,1627741.0,4.0,,,,,,,,
609,PT04M04.00S,2023-01-26T02:13:02.1Z,4,REGULAR,turnover,lost ball,[],1631094,,,1610612753,117,105,2023-01-26T02:13:07Z,5930000,False,,,0,,P. Banchero lost ball TURNOVER (3 TO),"[1631094, 1630537]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,3.0,,,,,,,,,Duarte,1630537.0,,
610,PT04M04.00S,2023-01-26T02:13:02.1Z,4,REGULAR,steal,,[],1630537,,,1610612754,117,105,2023-01-26T02:13:04Z,5940000,False,,,0,,C. Duarte STEAL (5 STL),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
611,PT04M02.00S,2023-01-26T02:13:07.7Z,4,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612754,117,105,2023-01-26T02:13:24Z,5950000,False,,,0,,W. Carter Jr. shooting personal FOUL (5 PF) (Duarte 2 FT),"[1628976, 1630537]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,1146.0,5.0,0.0,Duarte,1630537.0,,,,,,,,,,,,,,,
613,PT04M02.00S,2023-01-26T02:13:36.8Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630537,,,1610612754,117,106,2023-01-26T02:14:14Z,5970000,False,,,0,,C. Duarte Free Throw 1 of 2 (16 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,Made,16.0,,,,,,,,,,,,,
614,PT04M02.00S,2023-01-26T02:13:36.8Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630537,,,1610612754,117,106,2023-01-26T02:14:14Z,5980000,False,,,0,,MISS C. Duarte Free Throw 2 of 2,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
615,PT04M01.00S,2023-01-26T02:13:37.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612754,117,106,2023-01-26T02:14:14Z,5990000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,614.0,,,,,,,
616,PT04M01.00S,2023-01-26T02:13:57.8Z,4,REGULAR,foul,personal,[],1631094,,,1610612754,117,106,2023-01-26T02:19:02Z,6000000,False,,,0,,P. Banchero loose ball personal FOUL (3 PF),"[1631094, 1630678]",1610612753.0,ORL,loose ball,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,202901.0,3.0,0.0,Taylor,1630678.0,,,,,,,,,,,,,,,
618,PT03M53.00S,2023-01-26T02:14:17.1Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630678,25.706307490144546,85.04901960784314,1610612754,117,109,2023-01-26T02:14:22Z,6020000,False,-175.0,189.0,1,left,T. Taylor 25' 3PT  (7 PTS) (B. Hield 5 AST),"[1630678, 1627741]",1610612754.0,IND,,,,Taylor,T. Taylor,,,,,Above the Break 3,24+ Left Center,,,,,,Made,7.0,,25.78,B. Hield,1627741.0,5.0,,,,,,,,
620,PT03M32.00S,2023-01-26T02:14:40.1Z,4,REGULAR,3pt,Jump Shot,[],1630175,90.09526938239159,97.05882352941177,1610612753,117,109,2023-01-26T02:14:54Z,6040000,False,235.0,41.0,1,right,MISS C. Anthony 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,23.88,,,,,,,,,,,
621,PT03M31.00S,2023-01-26T02:14:41.1Z,4,REGULAR,rebound,offensive,[],1628976,,,1610612753,117,109,2023-01-26T02:16:44Z,6050000,False,,,0,,W. Carter Jr. REBOUND (Off:2 Def:8),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,620.0,10.0,8.0,2.0,,,,
622,PT03M31.00S,2023-01-26T02:14:57.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627741,,,1610612753,117,109,2023-01-26T02:15:06Z,6060000,False,,,0,,B. Hield personal FOUL (1 PF) (Carter Jr. 2 FT),"[1627741, 1628976]",1610612754.0,IND,,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,202901.0,1.0,0.0,Carter Jr.,1628976.0,,,,,,,,,,,,,,,
