actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
446,PT03M13.00S,2021-11-25T02:44:48.2Z,3,REGULAR,steal,,[],1629630,,,1610612763,87,83,2021-11-25T02:44:50Z,4390000,,,0,,J. Morant STEAL (3 STL),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT03M13.00S,2021-11-25T02:44:56.3Z,3,REGULAR,foul,personal,[],1627832,,,1610612763,87,83,2021-11-25T02:45:20Z,4410000,,,0,,F. VanVleet take personal FOUL (3 PF),"[1627832, 1629630]",1610612761.0,TOR,take,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,1628480.0,3.0,0.0,Morant,1629630.0,,,,,,
450,PT03M07.00S,2021-11-25T02:45:22.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629630,86.41590013140605,53.67647058823529,1610612763,87,83,2021-11-25T02:45:40Z,4430000,18.0,75.0,1,right,MISS J. Morant 7' turnaround Shot,[1629630],1610612763.0,MEM,turnaround,,,Morant,J. Morant,,,,,7.74,Missed,,,,,,,,,,,,,,,,,,,
451,PT03M05.00S,2021-11-25T02:45:24.1Z,3,REGULAR,rebound,defensive,[],1629139,,,1610612761,87,83,2021-11-25T02:45:40Z,4440000,,,0,,Y. Watanabe REBOUND (Off:2 Def:1),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,450.0,3.0,1.0,2.0,,,,,,,,,,,,,,
452,PT02M57.00S,2021-11-25T02:45:31.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630173,6.1268068331143235,49.754901960784316,1610612761,87,85,2021-11-25T02:45:48Z,4450000,1.0,5.0,1,left,P. Achiuwa running finger roll Layup (14 PTS),[1630173],1610612761.0,TOR,running finger roll,,,Achiuwa,P. Achiuwa,,,,,0.52,Made,14.0,,,,,,,,,,,,,,,,,,
453,PT02M36.00S,2021-11-25T02:45:52.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,87.86136662286465,35.78431372549019,1610612763,89,85,2021-11-25T02:46:00Z,4460000,-71.0,62.0,1,right,K. Anderson 9' driving floating Jump Shot (11 PTS) (J. Morant 8 AST),"[203937, 1629630]",1610612763.0,MEM,driving floating,,,Anderson,K. Anderson,,,,,9.41,Made,11.0,,,,,J. Morant,1629630.0,8.0,,,,,,,,,,,
455,PT02M20.00S,2021-11-25T02:46:08.3Z,3,REGULAR,3pt,Jump Shot,[],1630173,29.911300919842315,30.88235294117647,1610612761,89,88,2021-11-25T02:46:13Z,4480000,96.0,229.0,1,left,P. Achiuwa 24' 3PT  (17 PTS) (G. Trent Jr. 4 AST),"[1630173, 1629018]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,24.79,Made,17.0,,,,,G. Trent Jr.,1629018.0,4.0,,,,,,,,,,,
457,PT01M59.00S,2021-11-25T02:46:31.7Z,3,REGULAR,turnover,out-of-bounds,[],1629630,,,1610612763,89,88,2021-11-25T02:46:38Z,4500000,,,0,,J. Morant bad pass out-of-bounds TURNOVER (3 TO),[1629630],1610612763.0,MEM,bad pass,,,Morant,J. Morant,,,,,,,,,,,,,,,203591.0,,,,,,,3.0,,,
458,PT01M59.00S,2021-11-25T02:46:33.8Z,3,REGULAR,substitution,out,[],1630217,,,1610612761,89,88,2021-11-25T02:46:38Z,4510000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT01M59.00S,2021-11-25T02:46:33.8Z,3,REGULAR,substitution,in,[],1629723,,,1610612761,89,88,2021-11-25T02:46:38Z,4520000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT01M45.00S,2021-11-25T02:46:59.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630173,7.046649145860711,49.50980392156863,1610612761,89,88,2021-11-25T02:47:05Z,4530000,2.0,14.0,1,left,MISS P. Achiuwa driving finger roll Layup,[1630173],1610612761.0,TOR,driving finger roll,,,Achiuwa,P. Achiuwa,,,,,1.39,Missed,,,,,,,,,,,,,,,,,,,
461,PT01M43.00S,2021-11-25T02:47:01.2Z,3,REGULAR,rebound,defensive,[],1629723,,,1610612763,89,88,2021-11-25T02:47:05Z,4540000,,,0,,J. Konchar REBOUND (Off:2 Def:4),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,460.0,6.0,4.0,2.0,,,,,,,,,,,,,,
462,PT01M39.00S,2021-11-25T02:47:07.8Z,3,REGULAR,foul,personal,['2freethrow'],1627832,,,1610612763,89,88,2021-11-25T02:47:21Z,4550000,,,0,,F. VanVleet shooting personal FOUL (4 PF) (Morant 2 FT),"[1627832, 1629630]",1610612761.0,TOR,shooting,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,1148.0,4.0,0.0,Morant,1629630.0,,,,,,
464,PT01M39.00S,2021-11-25T02:47:37.9Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1629630,,,1610612763,89,88,2021-11-25T02:47:59Z,4570000,,,0,,MISS J. Morant Free Throw 1 of 2,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Missed,,,,,,,,,,,,,,,,,,,
465,PT01M39.00S,2021-11-25T02:47:37.9Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612763,89,88,2021-11-25T02:47:59Z,4580000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,464.0,,,,,,,,,,,,,,,,,
466,PT01M39.00S,2021-11-25T02:47:39.7Z,3,REGULAR,substitution,out,[],1627832,,,1610612763,89,88,2021-11-25T02:47:51Z,4590000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT01M39.00S,2021-11-25T02:47:39.7Z,3,REGULAR,substitution,out,[],1629018,,,1610612763,89,88,2021-11-25T02:47:51Z,4600000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT01M39.00S,2021-11-25T02:47:39.7Z,3,REGULAR,substitution,in,[],1629004,,,1610612763,89,88,2021-11-25T02:47:51Z,4610000,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT01M39.00S,2021-11-25T02:47:39.7Z,3,REGULAR,substitution,in,[],1630201,,,1610612763,89,88,2021-11-25T02:47:51Z,4620000,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT01M39.00S,2021-11-25T02:47:37.9Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1629630,,,1610612763,89,88,2021-11-25T02:47:59Z,4630000,,,0,,MISS J. Morant Free Throw 2 of 2,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Missed,,,,,,,,,,,,,,,,,,,
471,PT01M35.00S,2021-11-25T02:47:41.9Z,3,REGULAR,rebound,offensive,[],1629630,,,1610612763,89,88,2021-11-25T02:47:59Z,4640000,,,0,,J. Morant REBOUND (Off:3 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,470.0,4.0,1.0,3.0,,,,,,,,,,,,,,
472,PT01M27.00S,2021-11-25T02:48:05.3Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1630533,77.61169513797634,18.627450980392158,1610612763,91,88,2021-11-25T02:48:13Z,4650000,-157.0,158.0,1,right,Z. Williams 22' pullup Jump Shot (2 PTS) (J. Morant 9 AST),"[1630533, 1629630]",1610612763.0,MEM,pullup,,,Williams,Z. Williams,,,,,22.27,Made,2.0,,,,,J. Morant,1629630.0,9.0,,,,,,,,,,,
474,PT01M12.00S,2021-11-25T02:48:20.6Z,3,REGULAR,3pt,Jump Shot,[],1629004,29.25427069645204,26.96078431372549,1610612761,91,91,2021-11-25T02:48:26Z,4670000,115.0,222.0,1,left,S. Mykhailiuk 25' 3PT  (8 PTS) (M. Flynn 3 AST),"[1629004, 1630201]",1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,25.06,Made,8.0,,,,,M. Flynn,1630201.0,3.0,,,,,,,,,,,
476,PT00M53.80S,2021-11-25T02:48:39.0Z,3,REGULAR,3pt,Jump Shot,[],1630533,91.14651773981603,4.901960784313726,1610612763,91,91,2021-11-25T02:48:47Z,4690000,-225.0,31.0,1,right,MISS Z. Williams 3PT,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,22.76,Missed,,,,,,,,,,,,,,,,,,,
477,PT00M48.00S,2021-11-25T02:48:44.8Z,3,REGULAR,rebound,offensive,[],1629634,,,1610612763,91,91,2021-11-25T02:48:47Z,4700000,,,0,,B. Clarke REBOUND (Off:2 Def:3),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,476.0,5.0,3.0,2.0,,,,,,,,,,,,,,
478,PT00M46.50S,2021-11-25T02:48:47.4Z,3,REGULAR,turnover,bad pass,[],203937,,,1610612763,91,91,2021-11-25T02:49:12Z,4710000,,,0,,K. Anderson bad pass TURNOVER (2 TO),"[203937, 1630173]",1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,2.0,Achiuwa,1630173.0,
479,PT00M46.50S,2021-11-25T02:48:47.4Z,3,REGULAR,steal,,[],1630173,,,1610612761,91,91,2021-11-25T02:48:49Z,4720000,,,0,,P. Achiuwa STEAL (1 STL),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT00M40.50S,2021-11-25T02:48:56.2Z,3,REGULAR,turnover,out-of-bounds,[],1630201,,,1610612761,91,91,2021-11-25T02:51:36Z,4730000,,,0,,M. Flynn bad pass out-of-bounds TURNOVER (1 TO),[1630201],1610612761.0,TOR,bad pass,,,Flynn,M. Flynn,,,,,,,,,,,,,,,1148.0,,,,,,,1.0,,,
481,PT00M29.10S,2021-11-25T02:49:16.5Z,3,REGULAR,turnover,lost ball,[],1629723,,,1610612763,91,91,2021-11-25T02:49:33Z,4740000,,,0,,J. Konchar lost ball TURNOVER (1 TO),"[1629723, 1629004]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,1.0,Mykhailiuk,1629004.0,
482,PT00M29.10S,2021-11-25T02:49:16.5Z,3,REGULAR,steal,,[],1629004,,,1610612761,91,91,2021-11-25T02:49:19Z,4750000,,,0,,S. Mykhailiuk STEAL (1 STL),[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT00M06.80S,2021-11-25T02:49:38.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629139,3.630091984231275,94.85294117647058,1610612761,91,91,2021-11-25T02:49:43Z,4760000,-224.0,-18.0,1,left,MISS Y. Watanabe 3PT,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,22.51,Missed,,,,,,,,,,,,,,,,,,,
484,PT00M04.20S,2021-11-25T02:49:41.4Z,3,REGULAR,rebound,defensive,[],203937,,,1610612763,91,91,2021-11-25T02:49:43Z,4770000,,,0,,K. Anderson REBOUND (Off:1 Def:4),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,483.0,5.0,4.0,1.0,,,,,,,,,,,,,,
485,PT00M00.30S,2021-11-25T02:49:47.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630173,,,1610612763,91,91,2021-11-25T02:50:06Z,4780000,,,0,,P. Achiuwa shooting personal FOUL (4 PF) (Williams 2 FT),"[1630173, 1630533]",1610612761.0,TOR,shooting,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,203591.0,4.0,0.0,Williams,1630533.0,,,,,,
487,PT00M00.30S,2021-11-25T02:50:19.5Z,3,REGULAR,freethrow,1 of 2,[],1630533,,,1610612763,92,91,2021-11-25T02:50:19Z,4800000,,,0,,Z. Williams Free Throw 1 of 2 (3 PTS),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
488,PT00M00.30S,2021-11-25T02:50:19.5Z,3,REGULAR,freethrow,2 of 2,[],1630533,,,1610612763,92,91,2021-11-25T02:50:50Z,4810000,,,0,,MISS Z. Williams Free Throw 2 of 2,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,Missed,,,,,,,,,,,,,,,,,,,
489,PT00M00.30S,2021-11-25T02:50:19.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612763,92,91,2021-11-25T02:50:50Z,4820000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,488.0,,,,,,,,,,,,,,,,,
490,PT00M00.00S,2021-11-25T02:50:48.5Z,3,REGULAR,period,end,[],0,,,1610612763,92,91,2021-11-25T02:50:48Z,4830000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT12M00.00S,2021-11-25T02:52:17.2Z,4,REGULAR,substitution,out,['startperiod'],203937,,,1610612763,92,91,2021-11-25T02:53:13Z,4840000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2021-11-25T02:52:17.2Z,4,REGULAR,substitution,out,['startperiod'],1630533,,,1610612763,92,91,2021-11-25T02:53:13Z,4850000,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT12M00.00S,2021-11-25T02:52:17.2Z,4,REGULAR,substitution,out,['startperiod'],1629630,,,1610612763,92,91,2021-11-25T02:53:13Z,4860000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT12M00.00S,2021-11-25T02:52:17.2Z,4,REGULAR,substitution,out,['startperiod'],1630173,,,1610612763,92,91,2021-11-25T02:53:13Z,4870000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT12M00.00S,2021-11-25T02:52:17.2Z,4,REGULAR,substitution,out,['startperiod'],1630625,,,1610612763,92,91,2021-11-25T02:53:13Z,4880000,,,0,,SUB out: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT12M00.00S,2021-11-25T02:52:17.2Z,4,REGULAR,substitution,in,['startperiod'],1626145,,,1610612763,92,91,2021-11-25T02:53:13Z,4890000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT12M00.00S,2021-11-25T02:52:17.2Z,4,REGULAR,substitution,in,['startperiod'],1628415,,,1610612763,92,91,2021-11-25T02:53:13Z,4900000,,,0,,SUB in: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT12M00.00S,2021-11-25T02:52:17.2Z,4,REGULAR,substitution,in,['startperiod'],1628991,,,1610612763,92,91,2021-11-25T02:53:13Z,4910000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT12M00.00S,2021-11-25T02:52:17.2Z,4,REGULAR,substitution,in,['startperiod'],1630567,,,1610612763,92,91,2021-11-25T02:53:13Z,4920000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT12M00.00S,2021-11-25T02:52:17.2Z,4,REGULAR,substitution,in,['startperiod'],1629018,,,1610612763,92,91,2021-11-25T02:53:13Z,4930000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT12M00.00S,2021-11-25T02:53:26.0Z,4,REGULAR,period,start,[],0,,,1610612763,92,91,2021-11-25T02:53:26Z,4940000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT11M44.00S,2021-11-25T02:53:41.0Z,4,REGULAR,3pt,Jump Shot,[],1628991,88.91261498028909,96.32352941176471,1610612763,95,91,2021-11-25T02:53:46Z,4950000,232.0,52.0,1,right,J. Jackson Jr. 3PT  (16 PTS) (T. Jones 5 AST),"[1628991, 1626145]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,23.73,Made,16.0,,,,,T. Jones,1626145.0,5.0,,,,,,,,,,,
504,PT11M26.00S,2021-11-25T02:53:58.9Z,4,REGULAR,3pt,Jump Shot,[],1629018,30.305519053876477,29.65686274509804,1610612761,95,94,2021-11-25T02:54:05Z,4970000,102.0,232.0,1,left,G. Trent Jr. 25' 3PT pullup (12 PTS),[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,25.37,Made,12.0,,,,,,,,,,,,,,,,,,
505,PT11M11.00S,2021-11-25T02:54:13.8Z,4,REGULAR,turnover,lost ball,[],1628415,,,1610612763,95,94,2021-11-25T02:54:19Z,4980000,,,0,,D. Brooks lost ball TURNOVER (2 TO),"[1628415, 1629018]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,2.0,Trent Jr.,1629018.0,
506,PT11M11.00S,2021-11-25T02:54:13.8Z,4,REGULAR,steal,,[],1629018,,,1610612761,95,94,2021-11-25T02:55:44Z,4990000,,,0,,G. Trent Jr. STEAL (1 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT11M06.00S,2021-11-25T02:54:19.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629139,6.1268068331143235,50.98039215686274,1610612761,95,94,2021-11-25T02:54:37Z,5000000,-5.0,5.0,1,left,MISS Y. Watanabe running finger roll Layup,[1629139],1610612761.0,TOR,running finger roll,,,Watanabe,Y. Watanabe,,,,,0.71,Missed,,,,,,,,,,,,,,,,,,,
508,PT11M01.00S,2021-11-25T02:54:24.3Z,4,REGULAR,rebound,defensive,[],1629634,,,1610612763,95,94,2021-11-25T02:54:37Z,5010000,,,0,,B. Clarke REBOUND (Off:2 Def:4),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,507.0,6.0,4.0,2.0,,,,,,,,,,,,,,
584,PT10M55.00S,2021-11-25T02:54:37.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628415,94.43166885676742,48.28431372549019,1610612763,95,94,2021-11-25T03:08:40Z,5025000,-9.0,0.0,1,right,MISS D. Brooks driving DUNK - blocked,"[1628415, 1629139]",1610612763.0,MEM,driving,,,Brooks,D. Brooks,,,,,0.86,Missed,,,,,,,,,,,,,,Watanabe,1629139.0,,,,
585,PT10M55.00S,2021-11-25T02:54:37.5Z,4,REGULAR,block,,[],1629139,,,1610612763,95,94,2021-11-25T03:08:40Z,5032500,,,0,,Y. Watanabe BLOCK (2 BLK),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT10M55.00S,2021-11-25T02:54:37.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612763,95,94,2021-11-25T03:08:40Z,5036250,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,584.0,,,,,,,,,,,,,,,,,
511,PT10M55.00S,2021-11-25T02:54:55.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,95,94,2021-11-25T02:54:55Z,5040000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT10M55.00S,2021-11-25T02:55:04.2Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612763,95,94,2021-11-25T03:00:42Z,5050000,,,0,,,[],1610612761.0,TOR,overturned,,,,,,,,,,,,,,,,,,,1148.0,,,,,,,,,,No Foul on Y. Watanabe
513,PT10M51.00S,2021-11-25T02:57:49.2Z,4,REGULAR,jumpball,recovered,[],1626145,,,1610612763,95,94,2021-11-25T02:57:49Z,5060000,,,0,,Jump Ball J. Jackson Jr. vs. S. Barnes: Tip to T. Jones,"[1626145, 1628991, 1630567]",1610612763.0,MEM,challenge,T. Jones,1626145.0,Jones,T. Jones,Jackson Jr.,1628991.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,,,,,
516,PT10M33.00S,2021-11-25T02:58:08.0Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1628415,78.9257555847569,19.607843137254903,1610612763,97,94,2021-11-25T03:08:40Z,5090000,-152.0,146.0,1,right,D. Brooks 21' pullup Jump Shot (14 PTS) (J. Jackson Jr. 1 AST),"[1628415, 1628991]",1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,21.05,Made,14.0,,,,,J. Jackson Jr.,1628991.0,1.0,,,,,,,,,,,
518,PT10M17.00S,2021-11-25T02:58:26.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,97,94,2021-11-25T02:58:26Z,5110000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT10M10.00S,2021-11-25T02:58:43.8Z,4,REGULAR,2pt,Jump Shot,[],1630201,22.28975032851511,54.166666666666664,1610612761,97,96,2021-11-25T02:58:49Z,5120000,-21.0,157.0,1,left,M. Flynn 15' pullup Jump Shot (4 PTS),[1630201],1610612761.0,TOR,pullup,,,Flynn,M. Flynn,,,,,15.84,Made,4.0,,,,,,,,,,,,,,,,,,
520,PT09M55.00S,2021-11-25T02:58:58.4Z,4,REGULAR,3pt,Jump Shot,[],1628415,66.96780551905388,36.76470588235294,1610612763,100,96,2021-11-25T02:59:04Z,5130000,-66.0,258.0,1,right,D. Brooks 26' 3PT pullup (17 PTS) (B. Clarke 1 AST),"[1628415, 1629634]",1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,26.64,Made,17.0,,,,,B. Clarke,1629634.0,1.0,,,,,,,,,,,
522,PT09M35.00S,2021-11-25T02:59:18.0Z,4,REGULAR,2pt,Jump Shot,[],1629004,10.726018396846255,74.26470588235294,1610612761,100,96,2021-11-25T02:59:25Z,5150000,-121.0,48.0,1,left,MISS S. Mykhailiuk 13' step back Shot,[1629004],1610612761.0,TOR,step back,,,Mykhailiuk,S. Mykhailiuk,,,,,13.06,Missed,,,,,,,,,,,,,,,,,,,
523,PT09M30.00S,2021-11-25T02:59:23.0Z,4,REGULAR,rebound,offensive,[],1630201,,,1610612761,100,96,2021-11-25T02:59:25Z,5160000,,,0,,M. Flynn REBOUND (Off:1 Def:0),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,522.0,1.0,0.0,1.0,,,,,,,,,,,,,,
524,PT09M27.00S,2021-11-25T02:59:25.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629018,30.56833114323259,35.049019607843135,1610612761,100,99,2021-11-25T02:59:32Z,5170000,75.0,235.0,1,left,G. Trent Jr. 24' 3PT  (15 PTS) (M. Flynn 4 AST),"[1629018, 1630201]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,24.64,Made,15.0,,,,,M. Flynn,1630201.0,4.0,,,,,,,,,,,
526,PT09M12.00S,2021-11-25T02:59:41.1Z,4,REGULAR,3pt,Jump Shot,[],1628415,68.54467805519053,72.54901960784314,1610612763,103,99,2021-11-25T02:59:46Z,5190000,113.0,243.0,1,right,D. Brooks 26' 3PT  (20 PTS),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,26.8,Made,20.0,,,,,,,,,,,,,,,,,,
527,PT09M02.00S,2021-11-25T02:59:52.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630201,8.623521681997373,40.44117647058824,1610612761,103,101,2021-11-25T03:00:01Z,5200000,48.0,29.0,1,left,M. Flynn driving floating bank Jump Shot (6 PTS),[1630201],1610612761.0,TOR,driving floating bank,,,Flynn,M. Flynn,,,,,5.57,Made,6.0,,,,,,,,,,,,,,,,,,
528,PT08M49.00S,2021-11-25T03:00:05.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,87.72996057818659,39.950980392156865,1610612763,105,101,2021-11-25T03:00:14Z,5210000,-50.0,63.0,1,right,B. Clarke 8' driving floating Jump Shot (15 PTS),[1629634],1610612763.0,MEM,driving floating,,,Clarke,B. Clarke,,,,,8.04,Made,15.0,,,,,,,,,,,,,,,,,,
529,PT08M49.00S,2021-11-25T03:00:09.3Z,4,REGULAR,foul,personal,['1freethrow'],1629139,,,1610612763,105,101,2021-11-25T03:00:22Z,5220000,,,0,,Y. Watanabe shooting personal FOUL (2 PF) (Clarke 1 FT),"[1629139, 1629634]",1610612761.0,TOR,shooting,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,203591.0,2.0,0.0,Clarke,1629634.0,,,,,,
531,PT08M49.00S,2021-11-25T03:00:30.3Z,4,REGULAR,freethrow,1 of 1,[],1629634,,,1610612763,106,101,2021-11-25T03:00:30Z,5240000,,,0,,B. Clarke Free Throw 1 of 1 (16 PTS),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
532,PT08M27.00S,2021-11-25T03:00:53.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,14.4053876478318,38.970588235294116,1610612761,106,103,2021-11-25T03:00:59Z,5250000,55.0,83.0,1,left,G. Trent Jr. 9' driving floating Jump Shot (17 PTS),[1629018],1610612761.0,TOR,driving floating,,,Trent Jr.,G. Trent Jr.,,,,,9.95,Made,17.0,,,,,,,,,,,,,,,,,,
533,PT08M06.00S,2021-11-25T03:01:35.9Z,4,REGULAR,substitution,out,[],1629004,,,1610612763,106,103,2021-11-25T03:01:48Z,5260000,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT08M06.00S,2021-11-25T03:01:35.9Z,4,REGULAR,substitution,out,[],1629139,,,1610612763,106,103,2021-11-25T03:01:48Z,5270000,,,0,,SUB out: Y. Watanabe,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
