actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
181,PT09M39.00S,2021-11-25T01:42:18.9Z,2,REGULAR,2pt,Jump Shot,[],1627783,81.94809461235218,15.441176470588236,1610612761,39,32,2021-11-25T01:42:24Z,1780000,-173.0,117.0,1,right,MISS P. Siakam 20' Jump Shot,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,20.88,Missed,,,,,,,,,,,,,,,,,,,
182,PT09M37.00S,2021-11-25T01:42:20.9Z,2,REGULAR,rebound,defensive,[],1629723,,,1610612763,39,32,2021-11-25T01:42:24Z,1790000,,,0,,J. Konchar REBOUND (Off:1 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,181.0,3.0,2.0,1.0,,,,,,,,,,,,,,
183,PT09M35.00S,2021-11-25T01:42:26.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,39,32,2021-11-25T01:42:26Z,1800000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT09M30.00S,2021-11-25T01:42:46.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,13.485545335085414,48.77450980392157,1610612763,41,32,2021-11-25T01:42:52Z,1810000,6.0,74.0,1,left,B. Clarke 7' pullup Jump Shot (8 PTS) (T. Jones 2 AST),"[1629634, 1626145]",1610612763.0,MEM,pullup,,,Clarke,B. Clarke,,,,,7.45,Made,8.0,,,,,T. Jones,1626145.0,2.0,,,,,,,,,,,
186,PT09M11.00S,2021-11-25T01:43:04.9Z,2,REGULAR,2pt,Jump Shot,[],1627783,76.42904073587385,39.21568627450981,1610612761,41,34,2021-11-25T01:43:09Z,1830000,-54.0,169.0,1,right,P. Siakam 17' Jump Shot (7 PTS) (M. Flynn 2 AST),"[1627783, 1630201]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,17.75,Made,7.0,,,,,M. Flynn,1630201.0,2.0,,,,,,,,,,,
188,PT08M58.00S,2021-11-25T01:43:18.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,13.222733245729303,42.64705882352941,1610612763,43,34,2021-11-25T01:43:24Z,1850000,37.0,72.0,1,left,J. Jackson Jr. 8' turnaround Hook (10 PTS),[1628991],1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,8.07,Made,10.0,,,,,,,,,,,,,,,,,,
190,PT08M43.00S,2021-11-25T01:43:32.6Z,2,REGULAR,2pt,Jump Shot,[],1630201,73.53810775295663,56.372549019607845,1610612761,43,34,2021-11-25T01:43:38Z,1870000,32.0,196.0,1,right,MISS M. Flynn 19' pullup Shot,[1630201],1610612761.0,TOR,pullup,,,Flynn,M. Flynn,,,,,19.88,Missed,,,,,,,,,,,,,,,,,,,
191,PT08M41.00S,2021-11-25T01:43:35.3Z,2,REGULAR,rebound,defensive,[],1628415,,,1610612763,43,34,2021-11-25T01:43:35Z,1880000,,,0,,D. Brooks REBOUND (Off:0 Def:2),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,190.0,2.0,2.0,0.0,,,,,,,,,,,,,,
192,PT08M29.00S,2021-11-25T01:43:46.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626145,13.748357424441524,48.77450980392157,1610612763,43,34,2021-11-25T01:43:53Z,1890000,6.0,77.0,1,left,MISS T. Jones 7' driving finger roll Layup - blocked,"[1626145, 1629139]",1610612763.0,MEM,driving finger roll,,,Jones,T. Jones,,,,,7.69,Missed,,,,,,,,,,,,,,Watanabe,1629139.0,,,,
193,PT08M29.00S,2021-11-25T01:43:46.5Z,2,REGULAR,block,,[],1629139,,,1610612763,43,34,2021-11-25T01:43:48Z,1900000,,,0,,Y. Watanabe BLOCK (1 BLK),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M26.00S,2021-11-25T01:43:49.5Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,43,34,2021-11-25T01:43:53Z,1910000,,,0,,P. Siakam REBOUND (Off:0 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,192.0,2.0,2.0,0.0,,,,,,,,,,,,,,
195,PT08M24.00S,2021-11-25T01:43:52.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630567,93.11760840998686,50.73529411764706,1610612761,43,34,2021-11-25T01:44:00Z,1920000,4.0,12.0,1,right,MISS S. Barnes Layup,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,1.27,Missed,,,,,,,,,,,,,,,,,,,
196,PT08M24.00S,2021-11-25T01:43:52.0Z,2,REGULAR,rebound,offensive,[],1629139,,,1610612761,43,34,2021-11-25T01:44:00Z,1930000,,,0,,Y. Watanabe REBOUND (Off:1 Def:0),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,195.0,1.0,0.0,1.0,,,,,,,,,,,,,,
197,PT08M24.00S,2021-11-25T01:43:56.4Z,2,REGULAR,foul,personal,['2freethrow'],1628415,,,1610612761,43,34,2021-11-25T01:44:23Z,1940000,,,0,,D. Brooks shooting personal FOUL (1 PF) (Watanabe 2 FT),"[1628415, 1629139]",1610612763.0,MEM,shooting,,,Brooks,D. Brooks,,,,,,,,,,,,,,,203591.0,1.0,0.0,Watanabe,1629139.0,,,,,,
199,PT08M24.00S,2021-11-25T01:44:33.5Z,2,REGULAR,stoppage,blood rule,[],0,,,1610612761,43,34,2021-11-25T01:44:33Z,1960000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M24.00S,2021-11-25T01:45:24.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629139,,,1610612761,43,35,2021-11-25T01:45:24Z,1970000,,,0,,Y. Watanabe Free Throw 1 of 2 (1 PTS),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
201,PT08M24.00S,2021-11-25T01:45:24.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629139,,,1610612761,43,35,2021-11-25T01:45:39Z,1980000,,,0,,MISS Y. Watanabe Free Throw 2 of 2,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,Missed,,,,,,,,,,,,,,,,,,,
202,PT08M22.00S,2021-11-25T01:45:26.3Z,2,REGULAR,rebound,defensive,[],1629723,,,1610612763,43,35,2021-11-25T01:45:39Z,1990000,,,0,,J. Konchar REBOUND (Off:1 Def:3),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,201.0,4.0,3.0,1.0,,,,,,,,,,,,,,
203,PT08M13.00S,2021-11-25T01:45:56.7Z,2,REGULAR,foul,technical,['1freethrow'],1630567,,,1610612763,43,35,2021-11-25T01:46:05Z,2000000,,,0,,S. Barnes defensive-3-second technical FOUL (1 Tech),[1630567],1610612761.0,TOR,defensive-3-second,,,Barnes,S. Barnes,,,,,,,,,,,,,,,1148.0,0.0,1.0,,,,,,,,
204,PT08M13.00S,2021-11-25T01:46:11.6Z,2,REGULAR,freethrow,1 of 1,[],1628415,,,1610612763,43,35,2021-11-25T01:46:11Z,2010000,,,0,,MISS D. Brooks technical Free Throw 1 of 1,[1628415],1610612763.0,MEM,technical,,,Brooks,D. Brooks,,,,,,Missed,,,,,,,,,,,,,,,,,,,
205,PT08M13.00S,2021-11-25T01:46:11.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,43,35,2021-11-25T01:46:11Z,2020000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,204.0,,,,,,,,,,,,,,,,,
206,PT08M06.00S,2021-11-25T01:46:37.1Z,2,REGULAR,foul,personal,[],1629139,,,1610612763,43,35,2021-11-25T01:46:43Z,2030000,,,0,,Y. Watanabe personal FOUL (1 PF),"[1629139, 1626145]",1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,1628480.0,1.0,0.0,Jones,1626145.0,,,,,,
208,PT07M58.00S,2021-11-25T01:46:54.4Z,2,REGULAR,3pt,Jump Shot,[],1628991,28.86005256241787,76.9607843137255,1610612763,43,35,2021-11-25T01:46:59Z,2050000,-135.0,219.0,1,left,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,25.7,Missed,,,,,,,,,,,,,,,,,,,
209,PT07M53.00S,2021-11-25T01:46:59.4Z,2,REGULAR,rebound,offensive,[],1629723,,,1610612763,43,35,2021-11-25T01:46:59Z,2060000,,,0,,J. Konchar REBOUND (Off:2 Def:3),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,208.0,5.0,3.0,2.0,,,,,,,,,,,,,,
210,PT07M53.00S,2021-11-25T01:46:58.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629723,5.590000152587891,50.0,1610612763,45,35,2021-11-25T01:46:58Z,2070000,0.0,0.0,1,left,J. Konchar tip DUNK (2 PTS),[1629723],1610612763.0,MEM,tip,,,Konchar,J. Konchar,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
211,PT07M45.00S,2021-11-25T01:47:06.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629004,93.51182654402102,52.69607843137255,1610612761,45,35,2021-11-25T01:47:17Z,2080000,13.0,8.0,1,right,MISS S. Mykhailiuk driving Layup - blocked,"[1629004, 1628415]",1610612761.0,TOR,driving,,,Mykhailiuk,S. Mykhailiuk,,,,,1.6,Missed,,,,,,,,,,,,,,Brooks,1628415.0,,,,
212,PT07M45.00S,2021-11-25T01:47:06.2Z,2,REGULAR,block,,[],1628415,,,1610612761,45,35,2021-11-25T02:11:19Z,2090000,,,0,,D. Brooks BLOCK (1 BLK),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M43.00S,2021-11-25T01:47:08.2Z,2,REGULAR,rebound,offensive,[],1630567,,,1610612761,45,35,2021-11-25T01:47:17Z,2100000,,,0,,S. Barnes REBOUND (Off:1 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,211.0,2.0,1.0,1.0,,,,,,,,,,,,,,
214,PT07M43.00S,2021-11-25T01:47:15.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630567,94.40999984741211,50.0,1610612761,45,37,2021-11-25T01:47:15Z,2110000,0.0,0.0,1,right,S. Barnes tip DUNK (7 PTS),[1630567],1610612761.0,TOR,tip,,,Barnes,S. Barnes,,,,,0.0,Made,7.0,,,,,,,,,,,,,,,,,,
215,PT07M43.00S,2021-11-25T01:47:17.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,45,37,2021-11-25T01:47:17Z,2120000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M32.00S,2021-11-25T01:47:31.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,14.931011826544022,50.245098039215684,1610612763,47,37,2021-11-25T01:50:17Z,2130000,-1.0,88.0,1,left,B. Clarke 8' floating Jump Shot (10 PTS) (T. Jones 3 AST),"[1629634, 1626145]",1610612763.0,MEM,floating,,,Clarke,B. Clarke,,,,,8.79,Made,10.0,,,,,T. Jones,1626145.0,3.0,,,,,,,,,,,
218,PT07M32.00S,2021-11-25T01:47:34.9Z,2,REGULAR,foul,personal,['1freethrow'],1627783,,,1610612763,47,37,2021-11-25T01:47:59Z,2150000,,,0,,P. Siakam shooting personal FOUL (2 PF) (Clarke 1 FT),"[1627783, 1629634]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,,,,,,,,,,,1148.0,2.0,0.0,Clarke,1629634.0,,,,,,
220,PT07M32.00S,2021-11-25T01:47:46.4Z,2,REGULAR,substitution,out,[],1629004,,,1610612763,47,37,2021-11-25T01:47:58Z,2170000,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M32.00S,2021-11-25T01:47:46.4Z,2,REGULAR,substitution,out,[],1630201,,,1610612763,47,37,2021-11-25T01:47:58Z,2180000,,,0,,SUB out: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M32.00S,2021-11-25T01:47:46.4Z,2,REGULAR,substitution,in,[],1627832,,,1610612763,47,37,2021-11-25T01:47:58Z,2190000,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M32.00S,2021-11-25T01:47:46.4Z,2,REGULAR,substitution,in,[],1629018,,,1610612763,47,37,2021-11-25T01:47:58Z,2200000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M32.00S,2021-11-25T01:48:00.4Z,2,REGULAR,freethrow,1 of 1,[],1629634,,,1610612763,48,37,2021-11-25T01:48:00Z,2210000,,,0,,B. Clarke Free Throw 1 of 1 (11 PTS),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
225,PT07M17.00S,2021-11-25T01:48:14.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629139,94.03745072273325,45.34313725490196,1610612761,48,37,2021-11-25T01:48:18Z,2220000,-23.0,4.0,1,right,MISS Y. Watanabe Layup,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,2.36,Missed,,,,,,,,,,,,,,,,,,,
226,PT07M14.00S,2021-11-25T01:48:17.5Z,2,REGULAR,rebound,defensive,[],1629634,,,1610612763,48,37,2021-11-25T01:48:18Z,2230000,,,0,,B. Clarke REBOUND (Off:1 Def:2),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,225.0,3.0,2.0,1.0,,,,,,,,,,,,,,
227,PT07M08.00S,2021-11-25T01:48:23.1Z,2,REGULAR,3pt,Jump Shot,[],1628991,31.35676741130092,30.14705882352941,1610612763,51,37,2021-11-25T01:48:28Z,2240000,99.0,242.0,1,left,J. Jackson Jr. 26' 3PT  (13 PTS) (T. Jones 4 AST),"[1628991, 1626145]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,26.19,Made,13.0,,,,,T. Jones,1626145.0,4.0,,,,,,,,,,,
229,PT07M02.00S,2021-11-25T01:48:33.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,51,37,2021-11-25T01:48:33Z,2260000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M02.00S,2021-11-25T01:50:26.5Z,2,REGULAR,substitution,out,[],1627783,,,1610612761,51,37,2021-11-25T01:51:16Z,2270000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M02.00S,2021-11-25T01:50:26.5Z,2,REGULAR,substitution,in,[],1630173,,,1610612761,51,37,2021-11-25T01:51:16Z,2280000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M51.00S,2021-11-25T01:51:37.6Z,2,REGULAR,turnover,bad pass,[],1627832,,,1610612761,51,37,2021-11-25T01:51:43Z,2290000,,,0,,F. VanVleet bad pass TURNOVER (1 TO),"[1627832, 1626145]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,1.0,Jones,1626145.0,
233,PT06M51.00S,2021-11-25T01:51:37.6Z,2,REGULAR,steal,,[],1626145,,,1610612763,51,37,2021-11-25T01:51:39Z,2300000,,,0,,T. Jones STEAL (1 STL),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M44.00S,2021-11-25T01:51:45.3Z,2,REGULAR,turnover,lost ball,[],1628415,,,1610612763,51,37,2021-11-25T01:51:51Z,2310000,,,0,,D. Brooks lost ball TURNOVER (1 TO),"[1628415, 1629139]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,1.0,Watanabe,1629139.0,
235,PT06M44.00S,2021-11-25T01:51:45.3Z,2,REGULAR,steal,,[],1629139,,,1610612761,51,37,2021-11-25T01:51:47Z,2320000,,,0,,Y. Watanabe STEAL (1 STL),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M35.00S,2021-11-25T01:51:53.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630567,69.69242772667543,41.38710171568628,1610612761,51,39,2021-11-25T01:52:05Z,2330000,-43.0,232.0,1,right,S. Barnes 23' Jump Shot (9 PTS) (F. VanVleet 1 AST),"[1630567, 1627832]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,23.64,Made,9.0,,,,,F. VanVleet,1627832.0,1.0,,,,,,,,,,,
238,PT06M20.00S,2021-11-25T01:52:09.0Z,2,REGULAR,3pt,Jump Shot,[],1628415,27.54599211563732,78.67647058823529,1610612763,51,39,2021-11-25T01:52:14Z,2350000,-143.0,206.0,1,left,MISS D. Brooks 25' 3PT,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,25.13,Missed,,,,,,,,,,,,,,,,,,,
239,PT06M19.00S,2021-11-25T01:52:10.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612761,51,39,2021-11-25T01:52:14Z,2360000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,238.0,,,,,,,,,,,,,,,,,
240,PT06M19.00S,2021-11-25T01:52:13.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,51,39,2021-11-25T01:52:13Z,2370000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M19.00S,2021-11-25T01:52:13.8Z,2,REGULAR,substitution,out,[],1628991,,,1610612761,51,39,2021-11-25T01:52:25Z,2380000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M19.00S,2021-11-25T01:52:13.8Z,2,REGULAR,substitution,out,[],1629634,,,1610612761,51,39,2021-11-25T01:52:25Z,2390000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M19.00S,2021-11-25T01:52:13.8Z,2,REGULAR,substitution,out,[],1628415,,,1610612761,51,39,2021-11-25T01:52:25Z,2400000,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M19.00S,2021-11-25T01:52:13.8Z,2,REGULAR,substitution,in,[],203937,,,1610612761,51,39,2021-11-25T01:52:25Z,2410000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M19.00S,2021-11-25T01:52:13.8Z,2,REGULAR,substitution,in,[],203500,,,1610612761,51,39,2021-11-25T01:52:25Z,2420000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M19.00S,2021-11-25T01:52:13.8Z,2,REGULAR,substitution,in,[],1630217,,,1610612761,51,39,2021-11-25T01:52:25Z,2430000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M04.00S,2021-11-25T01:52:37.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,93.9060446780552,46.568627450980394,1610612761,51,39,2021-11-25T01:52:50Z,2440000,-17.0,5.0,1,right,MISS S. Barnes turnaround bank Shot,[1630567],1610612761.0,TOR,turnaround bank,,,Barnes,S. Barnes,,,,,1.79,Missed,,,,,,,,,,,,,,,,,,,
248,PT06M03.00S,2021-11-25T01:52:38.4Z,2,REGULAR,rebound,offensive,[],1630567,,,1610612761,51,39,2021-11-25T01:52:50Z,2450000,,,0,,S. Barnes REBOUND (Off:2 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,247.0,3.0,1.0,2.0,,,,,,,,,,,,,,
249,PT06M03.00S,2021-11-25T01:52:40.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630567,94.40999984741211,50.0,1610612761,51,39,2021-11-25T01:52:40Z,2460000,0.0,0.0,1,right,MISS S. Barnes tip Layup,[1630567],1610612761.0,TOR,tip,,,Barnes,S. Barnes,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
250,PT06M03.00S,2021-11-25T01:52:48.7Z,2,REGULAR,rebound,offensive,[],1629139,,,1610612761,51,39,2021-11-25T01:52:48Z,2470000,,,0,,Y. Watanabe REBOUND (Off:2 Def:0),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,249.0,2.0,0.0,2.0,,,,,,,,,,,,,,
251,PT06M03.00S,2021-11-25T01:52:49.4Z,2,REGULAR,foul,personal,['2freethrow'],1626145,,,1610612761,51,39,2021-11-25T01:52:56Z,2480000,,,0,,T. Jones shooting personal FOUL (1 PF) (Watanabe 2 FT),"[1626145, 1629139]",1610612763.0,MEM,shooting,,,Jones,T. Jones,,,,,,,,,,,,,,,203591.0,1.0,0.0,Watanabe,1629139.0,,,,,,
253,PT06M03.00S,2021-11-25T01:53:01.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629139,,,1610612761,51,40,2021-11-25T01:53:01Z,2500000,,,0,,Y. Watanabe Free Throw 1 of 2 (2 PTS),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
254,PT06M03.00S,2021-11-25T01:53:02.4Z,2,REGULAR,substitution,out,[],1626145,,,1610612761,51,40,2021-11-25T01:53:17Z,2510000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M03.00S,2021-11-25T01:53:02.4Z,2,REGULAR,substitution,out,[],1629723,,,1610612761,51,40,2021-11-25T01:53:17Z,2520000,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M03.00S,2021-11-25T01:53:02.4Z,2,REGULAR,substitution,out,[],1630567,,,1610612761,51,40,2021-11-25T01:53:17Z,2530000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M03.00S,2021-11-25T01:53:02.4Z,2,REGULAR,substitution,in,[],1629630,,,1610612761,51,40,2021-11-25T01:53:17Z,2540000,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M03.00S,2021-11-25T01:53:02.4Z,2,REGULAR,substitution,in,[],1630533,,,1610612761,51,40,2021-11-25T01:53:17Z,2550000,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M03.00S,2021-11-25T01:53:02.4Z,2,REGULAR,substitution,in,[],1629004,,,1610612761,51,40,2021-11-25T01:53:17Z,2560000,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M03.00S,2021-11-25T01:53:21.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629139,,,1610612761,51,41,2021-11-25T01:53:21Z,2570000,,,0,,Y. Watanabe Free Throw 2 of 2 (3 PTS),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
261,PT05M46.00S,2021-11-25T01:53:39.9Z,2,REGULAR,turnover,bad pass,[],203937,,,1610612763,51,41,2021-11-25T01:53:44Z,2580000,,,0,,K. Anderson bad pass TURNOVER (1 TO),"[203937, 1629139]",1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,1.0,Watanabe,1629139.0,
262,PT05M46.00S,2021-11-25T01:53:39.9Z,2,REGULAR,steal,,[],1629139,,,1610612761,51,41,2021-11-25T01:53:41Z,2590000,,,0,,Y. Watanabe STEAL (2 STL),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M42.00S,2021-11-25T01:53:43.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627832,93.64323258869908,49.26470588235294,1610612761,51,43,2021-11-25T01:53:54Z,2600000,-4.0,7.0,1,right,F. VanVleet running finger roll Layup (10 PTS),[1627832],1610612761.0,TOR,running finger roll,,,VanVleet,F. VanVleet,,,,,0.82,Made,10.0,,,,,,,,,,,,,,,,,,
264,PT05M42.00S,2021-11-25T01:53:49.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,51,43,2021-11-25T01:53:49Z,2610000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT05M24.00S,2021-11-25T01:56:55.6Z,2,REGULAR,turnover,traveling,[],1630217,,,1610612763,51,43,2021-11-25T01:57:04Z,2620000,,,0,,D. Bane traveling TURNOVER (2 TO),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,1148.0,,,,,,,2.0,,,
266,PT05M09.00S,2021-11-25T01:57:25.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630173,92.9862023653088,48.03921568627451,1610612761,51,43,2021-11-25T01:57:30Z,2630000,-10.0,13.0,1,right,MISS P. Achiuwa alley-oop DUNK,[1630173],1610612761.0,TOR,alley-oop,,,Achiuwa,P. Achiuwa,,,,,1.66,Missed,,,,,,,,,,,,,,,,,,,
267,PT05M07.00S,2021-11-25T01:57:27.4Z,2,REGULAR,rebound,defensive,[],203500,,,1610612763,51,43,2021-11-25T01:57:30Z,2640000,,,0,,S. Adams REBOUND (Off:2 Def:4),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,266.0,6.0,4.0,2.0,,,,,,,,,,,,,,
