actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
178,PT11M16.00S,2021-11-11T01:37:48.0Z,2,REGULAR,rebound,defensive,[],1626162,,,1610612766,36,37,2021-11-11T01:37:48Z,1750000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:2),[1626162],1610612766.0,CHA,,,,,,,,,,Oubre Jr.,K. Oubre Jr.,,,,177.0,2.0,2.0,0.0,,,,,,,,,,,
179,PT11M13.00S,2021-11-11T01:37:53.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629667,93.9060446780552,50.98039215686274,1610612766,36,39,2021-11-11T01:37:59Z,1760000,5.0,5.0,1,right,J. McDaniels cutting finger roll Layup (2 PTS) (K. Oubre Jr. 1 AST),"[1629667, 1626162]",1610612766.0,CHA,cutting finger roll,,,,,,0.69,Made,2.0,McDaniels,J. McDaniels,K. Oubre Jr.,1626162.0,1.0,,,,,,,,,,,,,,,
182,PT11M13.00S,2021-11-11T01:37:56.7Z,2,REGULAR,foul,personal,['1freethrow'],1630217,,,1610612766,36,39,2021-11-11T01:38:13Z,1780000,,,0,,D. Bane shooting personal FOUL (1 PF) (McDaniels 1 FT),"[1630217, 1629667]",1610612763.0,MEM,shooting,,,,,,,,,Bane,D. Bane,,,,,,,,202035.0,1.0,0.0,,,,McDaniels,1629667.0,,,
184,PT11M13.00S,2021-11-11T01:38:18.4Z,2,REGULAR,freethrow,1 of 1,[],1629667,,,1610612766,36,40,2021-11-11T01:38:18Z,1800000,,,0,,J. McDaniels Free Throw 1 of 1 (3 PTS),[1629667],1610612766.0,CHA,,,,,,,,Made,3.0,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,
185,PT10M58.00S,2021-11-11T01:38:34.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,6.783837056504599,51.225490196078425,1610612763,36,40,2021-11-11T01:38:45Z,1810000,-6.0,11.0,1,left,MISS J. Jackson Jr. cutting Layup,[1628991],1610612763.0,MEM,cutting,,,,,,1.28,Missed,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,
187,PT10M58.00S,2021-11-11T01:38:34.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612766,36,40,2021-11-11T01:38:45Z,1830000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,185.0,,,,,,,,,,,,,,
188,PT10M58.00S,2021-11-11T01:38:45.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,36,40,2021-11-11T01:38:53Z,1840000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT10M36.00S,2021-11-11T01:39:05.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,94.1688567674113,48.28431372549019,1610612766,36,40,2021-11-11T01:39:11Z,1850000,-9.0,2.0,1,right,MISS M. Bridges driving finger roll Layup,[1628970],1610612766.0,CHA,driving finger roll,,,,,,0.89,Missed,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
190,PT10M32.00S,2021-11-11T01:39:09.8Z,2,REGULAR,rebound,defensive,[],1629723,,,1610612763,36,40,2021-11-11T01:39:11Z,1860000,,,0,,J. Konchar REBOUND (Off:1 Def:2),[1629723],1610612763.0,MEM,,,,,,,,,,Konchar,J. Konchar,,,,189.0,3.0,2.0,1.0,,,,,,,,,,,
191,PT10M25.00S,2021-11-11T01:39:17.4Z,2,REGULAR,3pt,Jump Shot,[],1629634,9.543363994743759,4.166666666666666,1610612763,36,40,2021-11-11T01:39:22Z,1870000,229.0,37.0,1,left,MISS B. Clarke 3PT,[1629634],1610612763.0,MEM,,,,,,,23.22,Missed,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,
192,PT10M20.00S,2021-11-11T01:39:22.4Z,2,REGULAR,rebound,defensive,[],1629667,,,1610612766,36,40,2021-11-11T01:39:22Z,1880000,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1629667],1610612766.0,CHA,,,,,,,,,,McDaniels,J. McDaniels,,,,191.0,1.0,1.0,0.0,,,,,,,,,,,
193,PT10M11.00S,2021-11-11T01:39:34.0Z,2,REGULAR,foul,personal,[],1629723,,,1610612766,36,40,2021-11-11T01:39:37Z,1890000,,,0,,J. Konchar personal FOUL (1 PF),"[1629723, 1626179]",1610612763.0,MEM,,,,,,,,,,Konchar,J. Konchar,,,,,,,,202035.0,1.0,0.0,,,,Rozier,1626179.0,,,
195,PT09M59.00S,2021-11-11T01:40:02.8Z,2,REGULAR,turnover,bad pass,[],1626162,,,1610612766,36,40,2021-11-11T01:40:06Z,1910000,,,0,,K. Oubre Jr. bad pass TURNOVER (1 TO),"[1626162, 1629634]",1610612766.0,CHA,,,,,,,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,1.0,Clarke,1629634.0,,,,,
196,PT09M59.00S,2021-11-11T01:40:02.8Z,2,REGULAR,steal,,[],1629634,,,1610612763,36,40,2021-11-11T01:40:04Z,1920000,,,0,,B. Clarke STEAL (1 STL),[1629634],1610612763.0,MEM,,,,,,,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,
197,PT09M53.00S,2021-11-11T01:40:08.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630217,29.38567674113009,73.52941176470588,1610612763,36,40,2021-11-11T01:40:15Z,1930000,-118.0,224.0,1,left,MISS D. Bane 25' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,,,,25.27,Missed,,Bane,D. Bane,,,,,,,,,,,,,,,,,,
198,PT09M47.00S,2021-11-11T01:40:14.2Z,2,REGULAR,rebound,offensive,[],1629634,,,1610612763,36,40,2021-11-11T01:40:14Z,1940000,,,0,,B. Clarke REBOUND (Off:2 Def:1),[1629634],1610612763.0,MEM,,,,,,,,,,Clarke,B. Clarke,,,,197.0,3.0,1.0,2.0,,,,,,,,,,,
199,PT09M47.00S,2021-11-11T01:40:14.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629634,5.590000152587891,50.0,1610612763,36,40,2021-11-11T01:40:14Z,1950000,0.0,0.0,1,left,MISS B. Clarke tip Layup - blocked,"[1629634, 1630208]",1610612763.0,MEM,tip,,,,,,0.0,Missed,,Clarke,B. Clarke,,,,,,,,,,,,,,,,Richards,1630208.0,
200,PT09M47.00S,2021-11-11T01:40:14.2Z,2,REGULAR,block,,[],1630208,,,1610612763,36,40,2021-11-11T01:40:15Z,1960000,,,0,,N. Richards BLOCK (2 BLK),[1630208],1610612766.0,CHA,,,,,,,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,
201,PT09M45.00S,2021-11-11T01:40:17.2Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,36,40,2021-11-11T01:40:17Z,1970000,,,0,,M. Bridges REBOUND (Off:1 Def:2),[1628970],1610612766.0,CHA,,,,,,,,,,Bridges,M. Bridges,,,,199.0,3.0,2.0,1.0,,,,,,,,,,,
202,PT09M44.00S,2021-11-11T01:40:17.9Z,2,REGULAR,turnover,lost ball,[],1628970,,,1610612766,36,40,2021-11-11T01:40:21Z,1980000,,,0,,M. Bridges lost ball TURNOVER (1 TO),"[1628970, 1629723]",1610612766.0,CHA,,,,,,,,,,Bridges,M. Bridges,,,,,,,,,,,1.0,Konchar,1629723.0,,,,,
203,PT09M44.00S,2021-11-11T01:40:17.9Z,2,REGULAR,steal,,[],1629723,,,1610612763,36,40,2021-11-11T01:51:43Z,1990000,,,0,,J. Konchar STEAL (1 STL),[1629723],1610612763.0,MEM,,,,,,,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,
204,PT09M41.00S,2021-11-11T01:40:24.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,36,40,2021-11-11T01:40:24Z,2000000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M36.00S,2021-11-11T01:40:44.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629723,18.478975032851512,18.38235294117647,1610612763,36,40,2021-11-11T01:40:48Z,2010000,158.0,121.0,1,left,MISS J. Konchar 19' step back Shot,[1629723],1610612763.0,MEM,step back,,,,,,19.92,Missed,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,
206,PT09M34.00S,2021-11-11T01:40:46.6Z,2,REGULAR,rebound,defensive,[],1626179,,,1610612766,36,40,2021-11-11T01:40:48Z,2020000,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612766.0,CHA,,,,,,,,,,Rozier,T. Rozier,,,,205.0,1.0,1.0,0.0,,,,,,,,,,,
207,PT09M26.00S,2021-11-11T01:40:54.7Z,2,REGULAR,3pt,Jump Shot,[],1626179,73.9323258869908,15.441176470588236,1610612766,36,40,2021-11-11T01:40:59Z,2030000,-173.0,193.0,1,right,MISS T. Rozier 25' step back 3PT,[1626179],1610612766.0,CHA,step back,,,,,,25.87,Missed,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,
208,PT09M24.00S,2021-11-11T01:40:56.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,36,40,2021-11-11T01:40:59Z,2040000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,207.0,,,,,,,,,,,,,,
209,PT09M24.00S,2021-11-11T01:40:59.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,36,40,2021-11-11T01:40:59Z,2050000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT09M15.00S,2021-11-11T01:41:26.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626179,86.5473061760841,44.11764705882353,1610612766,36,42,2021-11-11T01:41:48Z,2060000,-29.0,74.0,1,right,T. Rozier 7' driving floating Jump Shot (5 PTS) (M. Bridges 2 AST),"[1626179, 1628970]",1610612766.0,CHA,driving floating,,,,,,7.96,Made,5.0,Rozier,T. Rozier,M. Bridges,1628970.0,2.0,,,,,,,,,,,,,,,
211,PT09M15.00S,2021-11-11T01:41:30.4Z,2,REGULAR,foul,personal,['1freethrow'],1630217,,,1610612766,36,42,2021-11-11T01:44:24Z,2070000,,,0,,D. Bane shooting personal FOUL (2 PF) (Rozier 1 FT),"[1630217, 1626179]",1610612763.0,MEM,shooting,,,,,,,,,Bane,D. Bane,,,,,,,,1146.0,2.0,0.0,,,,Rozier,1626179.0,,,
214,PT09M15.00S,2021-11-11T01:42:00.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,36,42,2021-11-11T01:44:52Z,2090000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M15.00S,2021-11-11T01:44:55.4Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1626179,,,1610612766,36,43,2021-11-11T01:44:55Z,2100000,,,0,,T. Rozier Free Throw 1 of 1 (6 PTS),[1626179],1610612766.0,CHA,,,,,,,,Made,6.0,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,
216,PT09M00.00S,2021-11-11T01:45:11.2Z,2,REGULAR,3pt,Jump Shot,[],1630217,31.750985545335087,54.41176470588235,1610612763,36,43,2021-11-11T01:45:14Z,2110000,-22.0,246.0,1,left,MISS D. Bane 24' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,,,,24.7,Missed,,Bane,D. Bane,,,,,,,,,,,,,,,,,,
217,PT08M57.00S,2021-11-11T01:45:14.2Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,36,43,2021-11-11T01:45:14Z,2120000,,,0,,N. Richards REBOUND (Off:0 Def:4),[1630208],1610612766.0,CHA,,,,,,,,,,Richards,N. Richards,,,,216.0,4.0,4.0,0.0,,,,,,,,,,,
218,PT08M40.00S,2021-11-11T01:45:30.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,94.43166885676742,49.26470588235294,1610612766,36,43,2021-11-11T01:45:36Z,2130000,-4.0,0.0,1,right,MISS M. Bridges driving reverse Layup,[1628970],1610612766.0,CHA,driving reverse,,,,,,0.37,Missed,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
219,PT08M39.00S,2021-11-11T01:45:31.9Z,2,REGULAR,rebound,defensive,[],1629723,,,1610612763,36,43,2021-11-11T01:45:36Z,2140000,,,0,,J. Konchar REBOUND (Off:1 Def:3),[1629723],1610612763.0,MEM,,,,,,,,,,Konchar,J. Konchar,,,,218.0,4.0,3.0,1.0,,,,,,,,,,,
220,PT08M39.00S,2021-11-11T01:45:38.2Z,2,REGULAR,foul,personal,[],1630208,,,1610612763,36,43,2021-11-11T01:46:03Z,2150000,,,0,,N. Richards take personal FOUL (3 PF),"[1630208, 1629723]",1610612766.0,CHA,take,,,,,,,,,Richards,N. Richards,,,,,,,,202035.0,3.0,0.0,,,,Konchar,1629723.0,,,
222,PT08M39.00S,2021-11-11T01:45:44.8Z,2,REGULAR,substitution,out,[],1630208,,,1610612763,36,43,2021-11-11T01:45:53Z,2170000,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,,,,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,
223,PT08M39.00S,2021-11-11T01:45:44.8Z,2,REGULAR,substitution,in,[],203486,,,1610612763,36,43,2021-11-11T01:45:53Z,2180000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,,,,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,
224,PT08M26.00S,2021-11-11T01:46:10.2Z,2,REGULAR,3pt,Jump Shot,[],1629723,20.05584756898817,8.088235294117647,1610612763,36,43,2021-11-11T01:46:14Z,2190000,210.0,136.0,1,left,MISS J. Konchar 24' 3PT,[1629723],1610612763.0,MEM,,,,,,,24.99,Missed,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,
225,PT08M23.00S,2021-11-11T01:46:13.2Z,2,REGULAR,rebound,defensive,[],1626179,,,1610612766,36,43,2021-11-11T01:46:14Z,2200000,,,0,,T. Rozier REBOUND (Off:0 Def:2),[1626179],1610612766.0,CHA,,,,,,,,,,Rozier,T. Rozier,,,,224.0,2.0,2.0,0.0,,,,,,,,,,,
226,PT08M08.00S,2021-11-11T01:46:28.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203486,93.64323258869908,47.549019607843135,1610612766,36,45,2021-11-11T01:46:33Z,2210000,-12.0,7.0,1,right,M. Plumlee cutting Layup (4 PTS) (M. Bridges 3 AST),"[203486, 1628970]",1610612766.0,CHA,cutting,,,,,,1.43,Made,4.0,Plumlee,M. Plumlee,M. Bridges,1628970.0,3.0,,,,,,,,,,,,,,,
228,PT07M44.00S,2021-11-11T01:46:55.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,36,45,2021-11-11T01:46:55Z,2230000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M44.00S,2021-11-11T01:46:55.6Z,2,REGULAR,substitution,out,[],1629634,,,1610612763,36,45,2021-11-11T01:47:02Z,2240000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,,,,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,
230,PT07M44.00S,2021-11-11T01:46:55.6Z,2,REGULAR,substitution,out,[],1629723,,,1610612763,36,45,2021-11-11T01:47:02Z,2250000,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,,,,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,
231,PT07M44.00S,2021-11-11T01:46:55.6Z,2,REGULAR,substitution,in,[],1629001,,,1610612763,36,45,2021-11-11T01:47:02Z,2260000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,,,,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,
232,PT07M44.00S,2021-11-11T01:46:55.6Z,2,REGULAR,substitution,in,[],203937,,,1610612763,36,45,2021-11-11T01:47:02Z,2270000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,,,,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,
233,PT07M39.00S,2021-11-11T01:47:19.9Z,2,REGULAR,3pt,Jump Shot,[],1630217,29.38567674113009,75.73529411764706,1610612763,36,45,2021-11-11T01:47:23Z,2280000,-129.0,224.0,1,left,MISS D. Bane 25' 3PT,[1630217],1610612763.0,MEM,,,,,,,25.81,Missed,,Bane,D. Bane,,,,,,,,,,,,,,,,,,
234,PT07M36.00S,2021-11-11T01:47:22.9Z,2,REGULAR,rebound,defensive,[],1629667,,,1610612766,36,45,2021-11-11T01:47:23Z,2290000,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1629667],1610612766.0,CHA,,,,,,,,,,McDaniels,J. McDaniels,,,,233.0,2.0,2.0,0.0,,,,,,,,,,,
235,PT07M23.00S,2021-11-11T01:47:36.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,82.47371879106439,39.21568627450981,1610612766,36,45,2021-11-11T01:47:40Z,2300000,-54.0,112.0,1,right,MISS T. Rozier 12' pullup Shot,[1626179],1610612766.0,CHA,pullup,,,,,,12.45,Missed,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,
236,PT07M20.00S,2021-11-11T01:47:39.1Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,36,45,2021-11-11T01:47:40Z,2310000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,235.0,1.0,1.0,0.0,,,,,,,,,,,
237,PT07M13.00S,2021-11-11T01:47:45.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629001,10.33180026281209,4.411764705882353,1610612763,36,45,2021-11-11T01:47:49Z,2320000,228.0,45.0,1,left,MISS D. Melton 3PT,[1629001],1610612763.0,MEM,,,,,,,23.22,Missed,,Melton,D. Melton,,,,,,,,,,,,,,,,,,
238,PT07M10.00S,2021-11-11T01:47:48.3Z,2,REGULAR,rebound,defensive,[],1629667,,,1610612766,36,45,2021-11-11T01:47:49Z,2330000,,,0,,J. McDaniels REBOUND (Off:0 Def:3),[1629667],1610612766.0,CHA,,,,,,,,,,McDaniels,J. McDaniels,,,,237.0,3.0,3.0,0.0,,,,,,,,,,,
239,PT07M03.00S,2021-11-11T01:47:58.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626162,87.72996057818659,42.64705882352941,1610612766,36,47,2021-11-11T01:48:03Z,2340000,-37.0,63.0,1,right,K. Oubre Jr. 7' turnaround Hook (10 PTS) (M. Plumlee 3 AST),"[1626162, 203486]",1610612766.0,CHA,turnaround,,,,,,7.28,Made,10.0,Oubre Jr.,K. Oubre Jr.,M. Plumlee,203486.0,3.0,,,,,,,,,,,,,,,
241,PT07M03.00S,2021-11-11T01:48:01.5Z,2,REGULAR,foul,personal,['1freethrow'],1630217,,,1610612766,36,47,2021-11-11T01:48:09Z,2360000,,,0,,D. Bane shooting personal FOUL (3 PF) (Oubre Jr. 1 FT),"[1630217, 1626162]",1610612763.0,MEM,shooting,,,,,,,,,Bane,D. Bane,,,,,,,,2002.0,3.0,0.0,,,,Oubre Jr.,1626162.0,,,
243,PT07M03.00S,2021-11-11T01:48:28.5Z,2,REGULAR,freethrow,1 of 1,[],1626162,,,1610612766,36,48,2021-11-11T01:48:28Z,2380000,,,0,,K. Oubre Jr. Free Throw 1 of 1 (11 PTS),[1626162],1610612766.0,CHA,,,,,,,,Made,11.0,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,
244,PT06M47.00S,2021-11-11T01:48:46.3Z,2,REGULAR,3pt,Jump Shot,[],1626145,21.895532194480946,9.558823529411764,1610612763,36,48,2021-11-11T01:48:50Z,2390000,202.0,153.0,1,left,MISS T. Jones 25' 3PT,[1626145],1610612763.0,MEM,,,,,,,25.37,Missed,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
245,PT06M45.00S,2021-11-11T01:48:48.3Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,36,48,2021-11-11T01:48:50Z,2400000,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612766.0,CHA,,,,,,,,,,Plumlee,M. Plumlee,,,,244.0,1.0,1.0,0.0,,,,,,,,,,,
246,PT06M40.00S,2021-11-11T01:48:53.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626179,93.64323258869908,48.529411764705884,1610612766,36,48,2021-11-11T01:48:58Z,2410000,-7.0,7.0,1,right,MISS T. Rozier running Layup,[1626179],1610612766.0,CHA,running,,,,,,1.04,Missed,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,
247,PT06M36.00S,2021-11-11T01:48:57.5Z,2,REGULAR,rebound,defensive,[],1629001,,,1610612763,36,48,2021-11-11T01:48:58Z,2420000,,,0,,D. Melton REBOUND (Off:1 Def:3),[1629001],1610612763.0,MEM,,,,,,,,,,Melton,D. Melton,,,,246.0,4.0,3.0,1.0,,,,,,,,,,,
248,PT06M31.00S,2021-11-11T01:49:01.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203937,5.995400788436268,48.529411764705884,1610612763,38,48,2021-11-11T01:49:11Z,2430000,7.0,4.0,1,left,K. Anderson driving finger roll Layup (6 PTS),[203937],1610612763.0,MEM,driving finger roll,,,,,,0.84,Made,6.0,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,
249,PT06M12.00S,2021-11-11T01:49:23.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,38,48,2021-11-11T01:49:23Z,2440000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M12.00S,2021-11-11T01:49:24.1Z,2,REGULAR,substitution,out,[],1628991,,,1610612766,38,48,2021-11-11T01:49:35Z,2450000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,
251,PT06M12.00S,2021-11-11T01:49:24.1Z,2,REGULAR,substitution,out,[],1630217,,,1610612766,38,48,2021-11-11T01:49:35Z,2460000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,,,,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,
252,PT06M12.00S,2021-11-11T01:49:24.1Z,2,REGULAR,substitution,in,[],203500,,,1610612766,38,48,2021-11-11T01:49:35Z,2470000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,,,,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,
253,PT06M12.00S,2021-11-11T01:49:24.1Z,2,REGULAR,substitution,in,[],1628415,,,1610612766,38,48,2021-11-11T01:49:35Z,2480000,,,0,,SUB in: D. Brooks,[1628415],1610612763.0,MEM,,,,,,,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,
254,PT06M06.00S,2021-11-11T01:49:47.9Z,2,REGULAR,3pt,Jump Shot,[],1626162,71.30420499342969,21.323529411764707,1610612766,38,48,2021-11-11T01:50:00Z,2490000,-143.0,217.0,1,right,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612766.0,CHA,,,,,,,26.03,Missed,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,
255,PT06M03.00S,2021-11-11T01:49:51.2Z,2,REGULAR,rebound,defensive,[],1626145,,,1610612763,38,48,2021-11-11T01:49:51Z,2500000,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],1610612763.0,MEM,,,,,,,,,,Jones,T. Jones,,,,254.0,1.0,1.0,0.0,,,,,,,,,,,
256,PT05M51.00S,2021-11-11T01:50:04.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,6.915243101182654,46.568627450980394,1610612763,40,48,2021-11-11T01:50:09Z,2510000,17.0,13.0,1,left,D. Brooks driving reverse Layup (5 PTS) (S. Adams 2 AST),"[1628415, 203500]",1610612763.0,MEM,driving reverse,,,,,,2.13,Made,5.0,Brooks,D. Brooks,S. Adams,203500.0,2.0,,,,,,,,,,,,,,,
257,PT05M42.00S,2021-11-11T01:50:17.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,40,48,2021-11-11T01:50:17Z,2520000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M42.00S,2021-11-11T01:52:24.8Z,2,REGULAR,substitution,out,[],1626145,,,1610612766,40,48,2021-11-11T01:53:02Z,2530000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
259,PT05M42.00S,2021-11-11T01:52:24.8Z,2,REGULAR,substitution,out,[],1628970,,,1610612766,40,48,2021-11-11T01:53:02Z,2540000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
260,PT05M42.00S,2021-11-11T01:52:24.8Z,2,REGULAR,substitution,out,[],1626179,,,1610612766,40,48,2021-11-11T01:53:02Z,2550000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,,,,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,
261,PT05M42.00S,2021-11-11T01:52:24.8Z,2,REGULAR,substitution,out,[],1626162,,,1610612766,40,48,2021-11-11T01:53:02Z,2560000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,,,,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,
262,PT05M42.00S,2021-11-11T01:52:24.8Z,2,REGULAR,substitution,in,[],1629630,,,1610612766,40,48,2021-11-11T01:53:02Z,2570000,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,,,,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,
263,PT05M42.00S,2021-11-11T01:52:24.8Z,2,REGULAR,substitution,in,[],1628998,,,1610612766,40,48,2021-11-11T01:53:02Z,2580000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,,,,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,
264,PT05M42.00S,2021-11-11T01:52:24.8Z,2,REGULAR,substitution,in,[],1630163,,,1610612766,40,48,2021-11-11T01:53:02Z,2590000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,,,,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,
265,PT05M42.00S,2021-11-11T01:52:24.8Z,2,REGULAR,substitution,in,[],202330,,,1610612766,40,48,2021-11-11T01:53:02Z,2600000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,,,,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,
266,PT05M36.00S,2021-11-11T01:53:18.4Z,2,REGULAR,3pt,Jump Shot,[],1629667,69.33311432325887,26.225490196078432,1610612766,40,48,2021-11-11T01:53:23Z,2610000,-119.0,236.0,1,right,MISS J. McDaniels 26' 3PT,[1629667],1610612766.0,CHA,,,,,,,26.41,Missed,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,
