actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
183,PT00M30.50S,2022-01-01T01:35:46.6Z,1,REGULAR,3pt,Jump Shot,[],1626145,31.488173455978973,35.049019607843135,1610612763,30,26,2022-01-01T01:35:50Z,1780000,75.0,243.0,1,left,MISS T. Jones 25' pullup 3PT,[1626145],1610612763.0,MEM,pullup,,,Jones,T. Jones,,,,,25.47,Missed,,,,,,,,,,,,,,,,,,,
184,PT00M28.20S,2022-01-01T01:35:48.9Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,30,26,2022-01-01T01:35:50Z,1790000,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,183.0,1.0,1.0,0.0,,,,,,,,,,,,,,
185,PT00M25.90S,2022-01-01T01:35:53.1Z,1,REGULAR,turnover,out-of-bounds,[],1630170,,,1610612759,30,26,2022-01-01T01:36:17Z,1800000,,,0,,D. Vassell bad pass out-of-bounds TURNOVER (1 TO),[1630170],1610612759.0,SAS,bad pass,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,1.0,,,
186,PT00M25.90S,2022-01-01T01:36:07.0Z,1,REGULAR,substitution,out,[],1627854,,,1610612763,30,26,2022-01-01T01:36:13Z,1810000,,,0,,SUB out: B. Forbes,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT00M25.90S,2022-01-01T01:36:07.0Z,1,REGULAR,substitution,in,[],1628966,,,1610612763,30,26,2022-01-01T01:36:13Z,1820000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT00M03.00S,2022-01-01T01:36:39.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629634,13.354139290407357,62.745098039215684,1610612763,32,26,2022-01-01T01:36:42Z,1830000,-64.0,73.0,1,left,B. Clarke 9' pullup Jump Shot (8 PTS) (T. Jones 3 AST),"[1629634, 1626145]",1610612763.0,MEM,pullup,,,Clarke,B. Clarke,,,,,9.69,Made,8.0,,,,,,,,,,,,T. Jones,1626145.0,3.0,,,,
190,PT00M00.00S,2022-01-01T01:36:51.0Z,1,REGULAR,period,end,[],0,,,1610612759,32,26,2022-01-01T01:36:51Z,1850000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT12M00.00S,2022-01-01T01:38:50.2Z,2,REGULAR,substitution,out,['startperiod'],1629681,,,1610612759,32,26,2022-01-01T01:39:24Z,1860000,,,0,,SUB out: K. Tillie,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT12M00.00S,2022-01-01T01:38:50.2Z,2,REGULAR,substitution,out,['startperiod'],1630200,,,1610612759,32,26,2022-01-01T01:39:24Z,1870000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT12M00.00S,2022-01-01T01:38:50.2Z,2,REGULAR,substitution,out,['startperiod'],1629111,,,1610612759,32,26,2022-01-01T01:39:24Z,1880000,,,0,,SUB out: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT12M00.00S,2022-01-01T01:38:50.2Z,2,REGULAR,substitution,out,['startperiod'],1628966,,,1610612759,32,26,2022-01-01T01:39:24Z,1890000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT12M00.00S,2022-01-01T01:38:50.2Z,2,REGULAR,substitution,in,['startperiod'],203937,,,1610612759,32,26,2022-01-01T01:39:24Z,1900000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT12M00.00S,2022-01-01T01:38:50.2Z,2,REGULAR,substitution,in,['startperiod'],1627854,,,1610612759,32,26,2022-01-01T01:39:24Z,1910000,,,0,,SUB in: B. Forbes,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT12M00.00S,2022-01-01T01:38:50.2Z,2,REGULAR,substitution,in,['startperiod'],1627751,,,1610612759,32,26,2022-01-01T01:39:24Z,1920000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT12M00.00S,2022-01-01T01:38:50.2Z,2,REGULAR,substitution,in,['startperiod'],1628401,,,1610612759,32,26,2022-01-01T01:39:24Z,1930000,,,0,,SUB in: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT12M00.00S,2022-01-01T01:39:29.0Z,2,REGULAR,period,start,[],0,,,1610612759,32,26,2022-01-01T01:39:29Z,1940000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT11M46.00S,2022-01-01T01:39:41.7Z,2,REGULAR,3pt,Jump Shot,[],1629022,67.23061760840999,39.21568627450981,1610612759,32,29,2022-01-01T01:39:45Z,1950000,-54.0,256.0,1,right,L. Walker IV 26' 3PT pullup (6 PTS),[1629022],1610612759.0,SAS,pullup,,,Walker IV,L. Walker IV,,,,,26.11,Made,6.0,,,,,,,,,,,,,,,,,,
201,PT11M31.00S,2022-01-01T01:39:56.5Z,2,REGULAR,3pt,Jump Shot,[],1629634,31.882391590013142,33.088235294117645,1610612763,35,29,2022-01-01T01:40:00Z,1960000,85.0,247.0,1,left,B. Clarke 26' 3PT  (11 PTS) (K. Anderson 1 AST),"[1629634, 203937]",1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,26.13,Made,11.0,,,,,,,,,,,,K. Anderson,203937.0,1.0,,,,
203,PT11M18.00S,2022-01-01T01:40:09.1Z,2,REGULAR,foul,personal,['3freethrow'],1630270,,,1610612759,35,29,2022-01-01T01:40:19Z,1980000,,,0,,X. Sneed shooting personal FOUL (2 PF) (Forbes 3 FT),"[1630270, 1627854]",1610612763.0,MEM,shooting,,,Sneed,X. Sneed,,,,,,,,,,,,1628485.0,2.0,0.0,Forbes,1627854.0,,,,,,,,,
205,PT11M18.00S,2022-01-01T01:41:20.7Z,2,REGULAR,freethrow,1 of 3,[],1627854,,,1610612759,35,30,2022-01-01T01:41:20Z,2000000,,,0,,B. Forbes Free Throw 1 of 3 (2 PTS),[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
206,PT11M18.00S,2022-01-01T01:41:31.6Z,2,REGULAR,freethrow,2 of 3,[],1627854,,,1610612759,35,31,2022-01-01T01:41:31Z,2010000,,,0,,B. Forbes Free Throw 2 of 3 (3 PTS),[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
207,PT11M18.00S,2022-01-01T01:41:44.2Z,2,REGULAR,freethrow,3 of 3,[],1627854,,,1610612759,35,32,2022-01-01T01:41:44Z,2020000,,,0,,B. Forbes Free Throw 3 of 3 (4 PTS),[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
208,PT11M09.00S,2022-01-01T01:41:55.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,12.040078843626807,38.72549019607843,1610612763,37,32,2022-01-01T01:41:59Z,2030000,56.0,61.0,1,left,K. Anderson 8' driving floating bank Jump Shot (2 PTS),[203937],1610612763.0,MEM,driving floating bank,,,Anderson,K. Anderson,,,,,8.29,Made,2.0,,,,,,,,,,,,,,,,,,
209,PT11M01.00S,2022-01-01T01:42:03.1Z,2,REGULAR,3pt,Jump Shot,[],1629022,69.33311432325887,68.13725490196079,1610612759,37,32,2022-01-01T01:42:07Z,2040000,91.0,236.0,1,right,MISS L. Walker IV 25' 3PT,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,25.26,Missed,,,,,,,,,,,,,,,,,,,
210,PT10M58.00S,2022-01-01T01:42:06.1Z,2,REGULAR,rebound,defensive,[],203937,,,1610612763,37,32,2022-01-01T01:42:07Z,2050000,,,0,,K. Anderson REBOUND (Off:0 Def:2),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,209.0,2.0,2.0,0.0,,,,,,,,,,,,,,
211,PT10M55.00S,2022-01-01T01:42:12.3Z,2,REGULAR,foul,personal,['2freethrow'],203937,,,1610612763,37,32,2022-01-01T01:48:15Z,2060000,,,0,,K. Anderson flagrant-type-1 personal FOUL (2 PF) (White 2 FT),"[203937, 1628401]",1610612763.0,MEM,flagrant-type-1,,,Anderson,K. Anderson,,,,,,,,,,,,1628485.0,2.0,0.0,White,1628401.0,,,,,,,,,
213,PT10M55.00S,2022-01-01T01:42:12.3Z,2,REGULAR,turnover,,[],203937,,,1610612763,37,32,2022-01-01T01:44:37Z,2080000,,,0,,K. Anderson TURNOVER (1 TO),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,1628485.0,,,,,,,,,,1.0,,,
214,PT10M55.00S,2022-01-01T01:42:42.2Z,2,REGULAR,stoppage,blood rule,[],0,,,1610612759,37,32,2022-01-01T01:42:42Z,2090000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT10M55.00S,2022-01-01T01:42:54.9Z,2,REGULAR,instantreplay,request,[],0,,,1610612759,37,32,2022-01-01T01:44:33Z,2100000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,1628485.0,,,,,,,,,,,,,Common Foul to Flagrant 1
216,PT10M55.00S,2022-01-01T01:45:31.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,37,32,2022-01-01T01:45:31Z,2110000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT10M55.00S,2022-01-01T01:48:24.6Z,2,REGULAR,freethrow,1 of 2,[],1628401,,,1610612759,37,33,2022-01-01T01:48:24Z,2120000,,,0,,D. White flagrant Free Throw 1 of 2 (6 PTS),[1628401],1610612759.0,SAS,flagrant,,,White,D. White,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
218,PT10M55.00S,2022-01-01T01:48:38.5Z,2,REGULAR,freethrow,2 of 2,[],1628401,,,1610612759,37,34,2022-01-01T01:48:38Z,2130000,,,0,,D. White flagrant Free Throw 2 of 2 (7 PTS),[1628401],1610612759.0,SAS,flagrant,,,White,D. White,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
219,PT10M43.00S,2022-01-01T01:49:02.6Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627751,88.25558475689881,50.0,1610612759,37,34,2022-01-01T01:49:06Z,2140000,0.0,58.0,1,right,MISS J. Poeltl driving Hook,[1627751],1610612759.0,SAS,driving,,,Poeltl,J. Poeltl,,,,,5.79,Missed,,,,,,,,,,,,,,,,,,,
220,PT10M40.00S,2022-01-01T01:49:05.6Z,2,REGULAR,rebound,defensive,[],1630270,,,1610612763,37,34,2022-01-01T01:49:06Z,2150000,,,0,,X. Sneed REBOUND (Off:0 Def:1),[1630270],1610612763.0,MEM,,,,Sneed,X. Sneed,,,,,,,,219.0,1.0,1.0,0.0,,,,,,,,,,,,,,
221,PT10M28.00S,2022-01-01T01:49:18.8Z,2,REGULAR,3pt,Jump Shot,[],1630270,6.915243101182654,96.32352941176471,1610612763,37,34,2022-01-01T01:49:33Z,2160000,-232.0,13.0,1,left,MISS X. Sneed 3PT,[1630270],1610612763.0,MEM,,,,Sneed,X. Sneed,,,,,23.19,Missed,,,,,,,,,,,,,,,,,,,
222,PT10M24.00S,2022-01-01T01:49:22.8Z,2,REGULAR,rebound,offensive,[],1628991,,,1610612763,37,34,2022-01-01T01:49:33Z,2170000,,,0,,J. Jackson Jr. REBOUND (Off:2 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,221.0,4.0,2.0,2.0,,,,,,,,,,,,,,
223,PT10M15.00S,2022-01-01T01:49:30.8Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203937,17.0335085413929,69.36274509803921,1610612763,37,34,2022-01-01T01:49:35Z,2180000,-97.0,108.0,1,left,MISS K. Anderson 14' pullup Shot,[203937],1610612763.0,MEM,pullup,,,Anderson,K. Anderson,,,,,14.47,Missed,,,,,,,,,,,,,,,,,,,
224,PT10M12.00S,2022-01-01T01:49:33.8Z,2,REGULAR,rebound,defensive,[],1630170,,,1610612759,37,34,2022-01-01T01:49:35Z,2190000,,,0,,D. Vassell REBOUND (Off:0 Def:2),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,223.0,2.0,2.0,0.0,,,,,,,,,,,,,,
225,PT10M03.00S,2022-01-01T01:49:43.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,93.24901445466492,52.20588235294118,1610612759,37,36,2022-01-01T01:49:46Z,2200000,11.0,11.0,1,right,J. Poeltl cutting Layup (7 PTS) (L. Walker IV 1 AST),"[1627751, 1629022]",1610612759.0,SAS,cutting,,,Poeltl,J. Poeltl,,,,,1.56,Made,7.0,,,,,,,,,,,,L. Walker IV,1629022.0,1.0,,,,
227,PT09M44.00S,2022-01-01T01:50:04.6Z,2,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612763,37,36,2022-01-01T01:50:12Z,2220000,,,0,,D. White shooting personal FOUL (1 PF) (Jackson Jr. 2 FT),"[1628401, 1628991]",1610612759.0,SAS,shooting,,,White,D. White,,,,,,,,,,,,1628485.0,1.0,0.0,Jackson Jr.,1628991.0,,,,,,,,,
229,PT09M44.00S,2022-01-01T01:50:31.2Z,2,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,37,36,2022-01-01T01:50:31Z,2240000,,,0,,MISS J. Jackson Jr. Free Throw 1 of 2,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
230,PT09M44.00S,2022-01-01T01:50:31.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,37,36,2022-01-01T01:50:31Z,2250000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,229.0,,,,,,,,,,,,,,,,,
231,PT09M44.00S,2022-01-01T01:50:31.8Z,2,REGULAR,substitution,out,[],1630270,,,1610612763,37,36,2022-01-01T01:50:41Z,2260000,,,0,,SUB out: X. Sneed,[1630270],1610612763.0,MEM,,,,Sneed,X. Sneed,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT09M44.00S,2022-01-01T01:50:31.8Z,2,REGULAR,substitution,out,[],1629022,,,1610612763,37,36,2022-01-01T01:50:41Z,2270000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT09M44.00S,2022-01-01T01:50:31.8Z,2,REGULAR,substitution,out,[],1630170,,,1610612763,37,36,2022-01-01T01:50:41Z,2280000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT09M44.00S,2022-01-01T01:50:31.8Z,2,REGULAR,substitution,in,[],1630217,,,1610612763,37,36,2022-01-01T01:50:41Z,2290000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT09M44.00S,2022-01-01T01:50:31.8Z,2,REGULAR,substitution,in,[],203926,,,1610612763,37,36,2022-01-01T01:50:41Z,2300000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT09M44.00S,2022-01-01T01:50:31.8Z,2,REGULAR,substitution,in,[],1628966,,,1610612763,37,36,2022-01-01T01:50:41Z,2310000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT09M44.00S,2022-01-01T01:50:52.7Z,2,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,38,36,2022-01-01T01:50:52Z,2320000,,,0,,J. Jackson Jr. Free Throw 2 of 2 (4 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
238,PT09M28.00S,2022-01-01T01:51:09.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,94.03745072273325,51.225490196078425,1610612759,38,38,2022-01-01T01:51:13Z,2330000,6.0,4.0,1,right,D. White Layup (9 PTS) (J. Poeltl 1 AST),"[1628401, 1627751]",1610612759.0,SAS,,,,White,D. White,,,,,0.7,Made,9.0,,,,,,,,,,,,J. Poeltl,1627751.0,1.0,,,,
240,PT09M12.00S,2022-01-01T01:51:24.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,17.69053876478318,40.19607843137255,1610612763,40,38,2022-01-01T01:51:29Z,2350000,49.0,114.0,1,left,T. Jones 12' driving floating Jump Shot (2 PTS) (B. Clarke 1 AST),"[1626145, 1629634]",1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,12.39,Made,2.0,,,,,,,,,,,,B. Clarke,1629634.0,1.0,,,,
242,PT09M02.00S,2022-01-01T01:51:35.5Z,2,REGULAR,3pt,Jump Shot,[],203926,71.04139290407359,24.264705882352942,1610612759,40,38,2022-01-01T01:51:39Z,2370000,-129.0,220.0,1,right,MISS D. McDermott 25' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,25.46,Missed,,,,,,,,,,,,,,,,,,,
243,PT08M59.00S,2022-01-01T01:51:38.5Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,40,38,2022-01-01T01:51:39Z,2380000,,,0,,J. Jackson Jr. REBOUND (Off:2 Def:3),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,242.0,5.0,3.0,2.0,,,,,,,,,,,,,,
244,PT08M54.00S,2022-01-01T01:51:43.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626145,31.35676741130092,53.92156862745098,1610612763,40,38,2022-01-01T01:51:49Z,2390000,-20.0,242.0,1,left,MISS T. Jones 24' 3PT,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,24.31,Missed,,,,,,,,,,,,,,,,,,,
245,PT08M50.00S,2022-01-01T01:51:47.9Z,2,REGULAR,rebound,defensive,[],203926,,,1610612759,40,38,2022-01-01T01:51:49Z,2400000,,,0,,D. McDermott REBOUND (Off:0 Def:2),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,244.0,2.0,2.0,0.0,,,,,,,,,,,,,,
246,PT08M42.00S,2022-01-01T01:52:41.5Z,2,REGULAR,jumpball,recovered,[],0,,,1610612759,40,38,2022-01-01T01:52:41Z,2410000,,,0,,Jump Ball D. White vs. J. Jackson Jr.: Tip to Team (SAS),"[1628401, 1628991]",1610612759.0,SAS,heldball,Team (SAS),,,,White,1628401.0,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,,,,,,,
249,PT08M33.00S,2022-01-01T01:52:53.5Z,2,REGULAR,3pt,Jump Shot,[],1627854,94.82588699080158,3.9215686274509802,1610612759,40,38,2022-01-01T01:52:57Z,2440000,-230.0,-4.0,1,right,MISS B. Forbes 3PT,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,,
250,PT08M31.00S,2022-01-01T01:52:55.5Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,40,38,2022-01-01T01:52:57Z,2450000,,,0,,D. Bane REBOUND (Off:0 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,249.0,2.0,2.0,0.0,,,,,,,,,,,,,,
251,PT08M20.00S,2022-01-01T01:53:06.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,7.30946123521682,41.911764705882355,1610612763,40,38,2022-01-01T01:53:11Z,2460000,40.0,16.0,1,left,MISS J. Jackson Jr. driving Layup,[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,4.35,Missed,,,,,,,,,,,,,,,,,,,
252,PT08M18.00S,2022-01-01T01:53:08.7Z,2,REGULAR,rebound,defensive,[],203926,,,1610612759,40,38,2022-01-01T01:53:11Z,2470000,,,0,,D. McDermott REBOUND (Off:0 Def:3),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,251.0,3.0,3.0,0.0,,,,,,,,,,,,,,
253,PT08M12.00S,2022-01-01T01:53:14.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627854,86.41590013140605,3.1862745098039214,1610612759,40,41,2022-01-01T01:53:19Z,2480000,-234.0,75.0,1,right,B. Forbes 24' 3PT  (7 PTS) (D. White 4 AST),"[1627854, 1628401]",1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,24.59,Made,7.0,,,,,,,,,,,,D. White,1628401.0,4.0,,,,
255,PT07M57.00S,2022-01-01T01:53:29.9Z,2,REGULAR,3pt,Jump Shot,[],1630217,30.305519053876477,66.91176470588235,1610612763,40,41,2022-01-01T01:53:33Z,2500000,-85.0,232.0,1,left,MISS D. Bane 24' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,24.73,Missed,,,,,,,,,,,,,,,,,,,
256,PT07M54.00S,2022-01-01T01:53:32.9Z,2,REGULAR,rebound,defensive,[],203926,,,1610612759,40,41,2022-01-01T01:53:33Z,2510000,,,0,,D. McDermott REBOUND (Off:0 Def:4),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,255.0,4.0,4.0,0.0,,,,,,,,,,,,,,
257,PT07M49.00S,2022-01-01T01:53:40.0Z,2,REGULAR,foul,personal,['2freethrow'],1630217,,,1610612759,40,41,2022-01-01T01:53:51Z,2520000,,,0,,D. Bane shooting personal FOUL (1 PF) (White 2 FT),"[1630217, 1628401]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,,,,,,,,1628485.0,1.0,0.0,White,1628401.0,,,,,,,,,
259,PT07M49.00S,2022-01-01T01:54:09.8Z,2,REGULAR,freethrow,1 of 2,[],1628401,,,1610612759,40,41,2022-01-01T01:54:09Z,2540000,,,0,,MISS D. White Free Throw 1 of 2,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,Missed,,,,,,,,,,,,,,,,,,,
260,PT07M49.00S,2022-01-01T01:54:09.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,40,41,2022-01-01T01:54:09Z,2550000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,259.0,,,,,,,,,,,,,,,,,
261,PT07M49.00S,2022-01-01T01:54:10.4Z,2,REGULAR,substitution,out,[],1629634,,,1610612759,40,41,2022-01-01T01:54:18Z,2560000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT07M49.00S,2022-01-01T01:54:10.4Z,2,REGULAR,substitution,in,[],203500,,,1610612759,40,41,2022-01-01T01:54:18Z,2570000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT07M49.00S,2022-01-01T01:54:37.5Z,2,REGULAR,freethrow,2 of 2,[],1628401,,,1610612759,40,42,2022-01-01T01:54:37Z,2580000,,,0,,D. White Free Throw 2 of 2 (10 PTS),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
264,PT07M49.00S,2022-01-01T01:54:42.8Z,2,REGULAR,stoppage,blood rule,[],0,,,1610612763,40,42,2022-01-01T01:54:42Z,2590000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT07M49.00S,2022-01-01T01:54:50.5Z,2,REGULAR,substitution,out,[],1628401,,,1610612763,40,42,2022-01-01T01:54:58Z,2600000,,,0,,SUB out: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT07M49.00S,2022-01-01T01:54:50.5Z,2,REGULAR,substitution,in,[],1630200,,,1610612763,40,42,2022-01-01T01:54:58Z,2610000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT07M45.00S,2022-01-01T01:55:35.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,5.995400788436268,47.794117647058826,1610612763,42,42,2022-01-01T01:55:51Z,2620000,11.0,4.0,1,left,D. Bane running finger roll Layup (4 PTS) (J. Jackson Jr. 2 AST),"[1630217, 1628991]",1610612763.0,MEM,running finger roll,,,Bane,D. Bane,,,,,1.17,Made,4.0,,,,,,,,,,,,J. Jackson Jr.,1628991.0,2.0,,,,
269,PT07M30.00S,2022-01-01T01:55:50.9Z,2,REGULAR,2pt,Jump Shot,[],1627854,77.87450722733246,44.11764705882353,1610612759,42,44,2022-01-01T01:55:55Z,2640000,-29.0,155.0,1,right,B. Forbes 15' pullup Jump Shot (9 PTS),[1627854],1610612759.0,SAS,pullup,,,Forbes,B. Forbes,,,,,15.83,Made,9.0,,,,,,,,,,,,,,,,,,
271,PT07M15.00S,2022-01-01T01:56:06.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628991,5.732588699080158,51.9607843137255,1610612763,44,44,2022-01-01T01:56:10Z,2660000,-10.0,1.0,1,left,J. Jackson Jr. cutting DUNK (6 PTS) (S. Adams 3 AST),"[1628991, 203500]",1610612763.0,MEM,cutting,,,Jackson Jr.,J. Jackson Jr.,,,,,0.99,Made,6.0,,,,,,,,,,,,S. Adams,203500.0,3.0,,,,
273,PT07M01.00S,2022-01-01T01:56:20.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203926,92.85479632063075,38.23529411764706,1610612759,44,44,2022-01-01T01:56:24Z,2680000,-59.0,15.0,1,right,MISS D. McDermott 6' driving floating Shot - blocked,"[203926, 1630217]",1610612759.0,SAS,driving floating,,,McDermott,D. McDermott,,,,,6.06,Missed,,,,,,,,,,,Bane,1630217.0,,,,,,,
274,PT07M01.00S,2022-01-01T01:56:20.4Z,2,REGULAR,block,,[],1630217,,,1610612759,44,44,2022-01-01T01:56:22Z,2690000,,,0,,D. Bane BLOCK (1 BLK),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
