actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
180,PT00M02.30S,2021-11-28T23:37:01.9Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612758,38,25,2021-11-28T23:37:06Z,1780000,,,0,,B. Hield REBOUND (Off:0 Def:2),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,179.0,2.0,2.0,0.0,,,,,
181,PT00M00.00S,2021-11-28T23:37:09.3Z,1,REGULAR,period,end,[],0,,,1610612758,38,25,2021-11-28T23:37:09Z,1790000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2021-11-28T23:39:01.8Z,2,REGULAR,substitution,out,['startperiod'],1629001,,,1610612758,38,25,2021-11-28T23:39:40Z,1800000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2021-11-28T23:39:01.8Z,2,REGULAR,substitution,out,['startperiod'],1630217,,,1610612758,38,25,2021-11-28T23:39:40Z,1810000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2021-11-28T23:39:01.8Z,2,REGULAR,substitution,out,['startperiod'],202684,,,1610612758,38,25,2021-11-28T23:39:40Z,1820000,,,0,,SUB out: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2021-11-28T23:39:01.8Z,2,REGULAR,substitution,in,['startperiod'],1628415,,,1610612758,38,25,2021-11-28T23:39:40Z,1830000,,,0,,SUB in: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2021-11-28T23:39:01.8Z,2,REGULAR,substitution,in,['startperiod'],1626145,,,1610612758,38,25,2021-11-28T23:39:40Z,1840000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2021-11-28T23:39:01.8Z,2,REGULAR,substitution,in,['startperiod'],203458,,,1610612758,38,25,2021-11-28T23:39:40Z,1850000,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2021-11-28T23:39:50.3Z,2,REGULAR,period,start,[],0,,,1610612758,38,25,2021-11-28T23:39:50Z,1860000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT11M47.00S,2021-11-28T23:40:02.3Z,2,REGULAR,3pt,Jump Shot,[],1627741,68.80749014454665,68.38235294117648,1610612758,38,25,2021-11-28T23:40:06Z,1870000,92.0,241.0,1,right,MISS B. Hield 25' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,25.76,Missed,,,,,,,,,,,,,,,,,,,
190,PT11M44.00S,2021-11-28T23:40:05.3Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,38,25,2021-11-28T23:40:06Z,1880000,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,189.0,3.0,2.0,1.0,,,,,
191,PT11M37.00S,2021-11-28T23:40:13.1Z,2,REGULAR,2pt,Jump Shot,[],1628415,21.895532194480946,73.77450980392157,1610612763,38,25,2021-11-28T23:40:16Z,1890000,-119.0,153.0,1,left,MISS D. Brooks 19' step back Shot,[1628415],1610612763.0,MEM,step back,,,Brooks,D. Brooks,,,,,19.4,Missed,,,,,,,,,,,,,,,,,,,
192,PT11M33.00S,2021-11-28T23:40:17.1Z,2,REGULAR,rebound,defensive,[],203458,,,1610612758,38,25,2021-11-28T23:40:16Z,1900000,,,0,,A. Len REBOUND (Off:0 Def:1),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,191.0,1.0,1.0,0.0,,,,,
193,PT11M23.00S,2021-11-28T23:40:26.2Z,2,REGULAR,3pt,Jump Shot,[],1627741,93.64323258869908,3.1862745098039214,1610612758,38,28,2021-11-28T23:40:30Z,1910000,-234.0,7.0,1,right,B. Hield 3PT  (7 PTS) (D. Mitchell 1 AST),"[1627741, 1630558]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,23.42,Made,7.0,D. Mitchell,1630558.0,1.0,,,,,,,,,,,,,,,
195,PT11M05.00S,2021-11-28T23:40:43.8Z,2,REGULAR,turnover,lost ball,[],1628991,,,1610612763,38,28,2021-11-28T23:40:46Z,1930000,,,0,,J. Jackson Jr. lost ball TURNOVER (1 TO),"[1628991, 1628963]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,1.0,,,,,,,Bagley III,1628963.0,
196,PT11M05.00S,2021-11-28T23:40:43.8Z,2,REGULAR,steal,,[],1628963,,,1610612758,38,28,2021-11-28T23:55:38Z,1940000,,,0,,M. Bagley III STEAL (1 STL),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT10M56.00S,2021-11-28T23:40:53.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630558,85.10183968462549,94.36274509803921,1610612758,38,28,2021-11-28T23:40:57Z,1950000,222.0,88.0,1,right,MISS D. Mitchell 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,23.84,Missed,,,,,,,,,,,,,,,,,,,
198,PT10M53.00S,2021-11-28T23:40:56.5Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,38,28,2021-11-28T23:40:57Z,1960000,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:3),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,197.0,4.0,3.0,1.0,,,,,
199,PT10M49.00S,2021-11-28T23:41:01.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628415,28.597240473061763,75.49019607843137,1610612763,38,28,2021-11-28T23:41:07Z,1970000,-127.0,216.0,1,left,MISS D. Brooks 25' running 3PT,[1628415],1610612763.0,MEM,running,,,Brooks,D. Brooks,,,,,25.11,Missed,,,,,,,,,,,,,,,,,,,
200,PT10M44.00S,2021-11-28T23:41:04.5Z,2,REGULAR,rebound,offensive,[],1629723,,,1610612763,38,28,2021-11-28T23:41:04Z,1980000,,,0,,J. Konchar REBOUND (Off:1 Def:0),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,199.0,1.0,0.0,1.0,,,,,
201,PT10M39.00S,2021-11-28T23:41:11.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626145,15.982260183968464,34.80392156862745,1610612763,40,28,2021-11-28T23:41:17Z,1990000,76.0,98.0,1,left,T. Jones 12' driving floating Jump Shot (4 PTS),[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,12.38,Made,4.0,,,,,,,,,,,,,,,,,,
202,PT10M39.00S,2021-11-28T23:41:16.1Z,2,REGULAR,foul,personal,['1freethrow'],203458,,,1610612763,40,28,2021-11-28T23:41:27Z,2000000,,,0,,A. Len shooting personal FOUL (3 PF) (Jones 1 FT),"[203458, 1626145]",1610612758.0,SAC,shooting,,,Len,A. Len,,,,,,,,,,,201638.0,3.0,0.0,Jones,1626145.0,,,,,,,,,,
204,PT10M39.00S,2021-11-28T23:41:33.1Z,2,REGULAR,substitution,out,[],203458,,,1610612763,40,28,2021-11-28T23:41:54Z,2020000,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT10M39.00S,2021-11-28T23:41:33.1Z,2,REGULAR,substitution,in,[],1627745,,,1610612763,40,28,2021-11-28T23:41:54Z,2030000,,,0,,SUB in: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT10M39.00S,2021-11-28T23:41:53.6Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1626145,,,1610612763,40,28,2021-11-28T23:41:53Z,2040000,,,0,,MISS T. Jones Free Throw 1 of 1,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,Missed,,,,,,,,,,,,,,,,,,,
207,PT10M36.00S,2021-11-28T23:41:54.3Z,2,REGULAR,rebound,defensive,[],1627745,,,1610612758,40,28,2021-11-28T23:41:54Z,2050000,,,0,,D. Jones REBOUND (Off:0 Def:1),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,206.0,1.0,1.0,0.0,,,,,
208,PT10M24.00S,2021-11-28T23:42:06.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,94.03745072273325,48.28431372549019,1610612758,40,30,2021-11-28T23:42:10Z,2060000,-9.0,4.0,1,right,B. Hield driving finger roll Layup (9 PTS) (D. Mitchell 2 AST),"[1627741, 1630558]",1610612758.0,SAC,driving finger roll,,,Hield,B. Hield,,,,,0.93,Made,9.0,D. Mitchell,1630558.0,2.0,,,,,,,,,,,,,,,
210,PT10M14.00S,2021-11-28T23:42:16.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629634,6.783837056504599,50.245098039215684,1610612763,42,30,2021-11-28T23:42:21Z,2080000,-1.0,11.0,1,left,B. Clarke cutting DUNK (4 PTS) (T. Jones 3 AST),"[1629634, 1626145]",1610612763.0,MEM,cutting,,,Clarke,B. Clarke,,,,,1.14,Made,4.0,T. Jones,1626145.0,3.0,,,,,,,,,,,,,,,
212,PT09M57.00S,2021-11-28T23:42:36.2Z,2,REGULAR,foul,personal,['2freethrow'],1628415,,,1610612758,42,30,2021-11-28T23:42:47Z,2100000,,,0,,D. Brooks shooting personal FOUL (1 PF) (Hield 2 FT),"[1628415, 1627741]",1610612763.0,MEM,shooting,,,Brooks,D. Brooks,,,,,,,,,,,202027.0,1.0,0.0,Hield,1627741.0,,,,,,,,,,
214,PT09M57.00S,2021-11-28T23:43:01.6Z,2,REGULAR,freethrow,1 of 2,[],1627741,,,1610612758,42,31,2021-11-28T23:43:01Z,2120000,,,0,,B. Hield Free Throw 1 of 2 (10 PTS),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
215,PT09M57.00S,2021-11-28T23:43:17.1Z,2,REGULAR,freethrow,2 of 2,[],1627741,,,1610612758,42,32,2021-11-28T23:43:17Z,2130000,,,0,,B. Hield Free Throw 2 of 2 (11 PTS),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
216,PT09M46.00S,2021-11-28T23:43:29.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,11.908672798948752,50.245098039215684,1610612763,44,32,2021-11-28T23:43:33Z,2140000,-1.0,59.0,1,left,B. Clarke floating Jump Shot (6 PTS) (T. Jones 4 AST),"[1629634, 1626145]",1610612763.0,MEM,floating,,,Clarke,B. Clarke,,,,,5.94,Made,6.0,T. Jones,1626145.0,4.0,,,,,,,,,,,,,,,
218,PT09M36.00S,2021-11-28T23:43:38.7Z,2,REGULAR,3pt,Jump Shot,[],1630558,72.48685939553219,80.88235294117648,1610612758,44,35,2021-11-28T23:43:42Z,2160000,154.0,206.0,1,right,D. Mitchell 25' 3PT  (5 PTS) (B. Hield 1 AST),"[1630558, 1627741]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,25.75,Made,5.0,B. Hield,1627741.0,1.0,,,,,,,,,,,,,,,
220,PT09M18.00S,2021-11-28T23:43:59.9Z,2,REGULAR,foul,personal,[],1627745,,,1610612763,44,35,2021-11-28T23:44:14Z,2180000,,,0,,D. Jones personal FOUL (1 PF),"[1627745, 1626145]",1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,202027.0,1.0,0.0,Jones,1626145.0,,,,,,,,,,
222,PT09M08.00S,2021-11-28T23:44:28.2Z,2,REGULAR,2pt,Jump Shot,[],1628415,6.783837056504599,69.36274509803921,1610612763,46,35,2021-11-28T23:44:32Z,2200000,-97.0,11.0,1,left,D. Brooks 9' turnaround fadeaway Jump Shot (10 PTS),[1628415],1610612763.0,MEM,turnaround fadeaway,,,Brooks,D. Brooks,,,,,9.75,Made,10.0,,,,,,,,,,,,,,,,,,
223,PT08M50.00S,2021-11-28T23:44:45.3Z,2,REGULAR,3pt,Jump Shot,[],1630558,74.06373193166885,85.5392156862745,1610612758,46,35,2021-11-28T23:44:49Z,2210000,178.0,191.0,1,right,MISS D. Mitchell 26' 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,26.11,Missed,,,,,,,,,,,,,,,,,,,
224,PT08M47.00S,2021-11-28T23:44:48.3Z,2,REGULAR,rebound,defensive,[],1629723,,,1610612763,46,35,2021-11-28T23:44:49Z,2220000,,,0,,J. Konchar REBOUND (Off:1 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,223.0,2.0,1.0,1.0,,,,,
225,PT08M43.00S,2021-11-28T23:44:52.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629634,6.652431011826544,49.01960784313725,1610612763,48,35,2021-11-28T23:44:57Z,2230000,5.0,10.0,1,left,B. Clarke running Layup (8 PTS) (J. Konchar 1 AST),"[1629634, 1629723]",1610612763.0,MEM,running,,,Clarke,B. Clarke,,,,,1.11,Made,8.0,J. Konchar,1629723.0,1.0,,,,,,,,,,,,,,,
227,PT08M41.00S,2021-11-28T23:45:00.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,48,35,2021-11-28T23:45:00Z,2250000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M41.00S,2021-11-28T23:46:57.4Z,2,REGULAR,substitution,out,[],1629634,,,1610612758,48,35,2021-11-28T23:47:36Z,2260000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M41.00S,2021-11-28T23:46:57.4Z,2,REGULAR,substitution,out,[],1627741,,,1610612758,48,35,2021-11-28T23:47:36Z,2270000,,,0,,SUB out: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M41.00S,2021-11-28T23:46:57.4Z,2,REGULAR,substitution,out,[],1628963,,,1610612758,48,35,2021-11-28T23:47:36Z,2280000,,,0,,SUB out: M. Bagley III,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M41.00S,2021-11-28T23:46:57.4Z,2,REGULAR,substitution,in,[],203500,,,1610612758,48,35,2021-11-28T23:47:36Z,2290000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M41.00S,2021-11-28T23:46:57.4Z,2,REGULAR,substitution,in,[],1629056,,,1610612758,48,35,2021-11-28T23:47:36Z,2300000,,,0,,SUB in: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M41.00S,2021-11-28T23:46:57.4Z,2,REGULAR,substitution,in,[],1629002,,,1610612758,48,35,2021-11-28T23:47:36Z,2310000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M32.00S,2021-11-28T23:47:58.7Z,2,REGULAR,turnover,bad pass,[],1630169,,,1610612758,48,35,2021-11-28T23:48:02Z,2320000,,,0,,T. Haliburton bad pass TURNOVER (1 TO),"[1630169, 203500]",1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,1.0,,,,,,,Adams,203500.0,
235,PT08M32.00S,2021-11-28T23:47:58.7Z,2,REGULAR,steal,,[],203500,,,1610612763,48,35,2021-11-28T23:48:01Z,2330000,,,0,,S. Adams STEAL (1 STL),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M27.00S,2021-11-28T23:48:03.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628415,28.33442838370565,75.98039215686273,1610612763,51,35,2021-11-28T23:48:08Z,2340000,-130.0,214.0,1,left,D. Brooks 25' 3PT running (13 PTS) (T. Jones 5 AST),"[1628415, 1626145]",1610612763.0,MEM,running,,,Brooks,D. Brooks,,,,,25.02,Made,13.0,T. Jones,1626145.0,5.0,,,,,,,,,,,,,,,
238,PT08M17.00S,2021-11-28T23:48:13.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629056,84.97043363994744,56.372549019607845,1610612758,51,35,2021-11-28T23:48:18Z,2360000,32.0,89.0,1,right,MISS T. Davis 9' driving floating Shot,[1629056],1610612758.0,SAC,driving floating,,,Davis,T. Davis,,,,,9.44,Missed,,,,,,,,,,,,,,,,,,,
239,PT08M13.00S,2021-11-28T23:48:17.1Z,2,REGULAR,rebound,offensive,[],1629002,,,1610612758,51,35,2021-11-28T23:48:17Z,2370000,,,0,,C. Metu REBOUND (Off:1 Def:3),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,238.0,4.0,3.0,1.0,,,,,
240,PT08M04.00S,2021-11-28T23:48:26.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629056,83.919185282523,95.34313725490196,1610612758,51,38,2021-11-28T23:55:17Z,2380000,227.0,99.0,1,right,T. Davis 24' 3PT step back (3 PTS) (C. Metu 2 AST),"[1629056, 1629002]",1610612758.0,SAC,step back,,,Davis,T. Davis,,,,,24.73,Made,3.0,C. Metu,1629002.0,2.0,,,,,,,,,,,,,,,
303,PT08M04.00S,2021-11-28T23:48:37.7Z,2,REGULAR,instantreplay,request,[],0,,,1610612763,51,38,2021-11-28T23:57:24Z,2395000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,201638.0,,,,,,,,,,,,,,Changed to 3-pt FG
242,PT07M47.00S,2021-11-28T23:48:48.9Z,2,REGULAR,foul,personal,[],1630558,,,1610612763,51,38,2021-11-28T23:48:54Z,2400000,,,0,,D. Mitchell personal FOUL (1 PF),"[1630558, 1628415]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,202027.0,1.0,0.0,Brooks,1628415.0,,,,,,,,,,
244,PT07M47.00S,2021-11-28T23:48:56.3Z,2,REGULAR,substitution,out,[],1630169,,,1610612763,51,38,2021-11-28T23:49:02Z,2420000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M47.00S,2021-11-28T23:48:56.3Z,2,REGULAR,substitution,in,[],1628368,,,1610612763,51,38,2021-11-28T23:49:02Z,2430000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M41.00S,2021-11-28T23:49:12.3Z,2,REGULAR,3pt,Jump Shot,[],1628415,30.56833114323259,34.068627450980394,1610612763,51,38,2021-11-28T23:49:17Z,2440000,80.0,235.0,1,left,MISS D. Brooks 24' pullup 3PT,[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,24.8,Missed,,,,,,,,,,,,,,,,,,,
247,PT07M39.00S,2021-11-28T23:49:14.3Z,2,REGULAR,rebound,defensive,[],1628368,,,1610612758,51,38,2021-11-28T23:49:17Z,2450000,,,0,,D. Fox REBOUND (Off:0 Def:3),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,246.0,3.0,3.0,0.0,,,,,
248,PT07M33.00S,2021-11-28T23:49:19.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629002,94.43166885676742,96.56862745098039,1610612758,51,38,2021-11-28T23:49:23Z,2460000,233.0,0.0,1,right,MISS C. Metu 3PT,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,23.28,Missed,,,,,,,,,,,,,,,,,,,
249,PT07M30.00S,2021-11-28T23:49:23.7Z,2,REGULAR,rebound,offensive,[],1627745,,,1610612758,51,38,2021-11-28T23:49:23Z,2470000,,,0,,D. Jones REBOUND (Off:1 Def:1),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,248.0,2.0,1.0,1.0,,,,,
250,PT07M25.00S,2021-11-28T23:49:28.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1627745,93.77463863337714,49.26470588235294,1610612758,51,40,2021-11-28T23:49:32Z,2480000,-4.0,6.0,1,right,D. Jones alley-oop DUNK (2 PTS) (D. Mitchell 3 AST),"[1627745, 1630558]",1610612758.0,SAC,alley-oop,,,Jones,D. Jones,,,,,0.7,Made,2.0,D. Mitchell,1630558.0,3.0,,,,,,,,,,,,,,,
252,PT07M11.00S,2021-11-28T23:49:42.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629723,6.652431011826544,50.49019607843137,1610612763,53,40,2021-11-28T23:49:46Z,2500000,-2.0,10.0,1,left,J. Konchar cutting Layup (2 PTS) (S. Adams 4 AST),"[1629723, 203500]",1610612763.0,MEM,cutting,,,Konchar,J. Konchar,,,,,1.03,Made,2.0,S. Adams,203500.0,4.0,,,,,,,,,,,,,,,
254,PT07M01.00S,2021-11-28T23:49:52.6Z,2,REGULAR,turnover,bad pass,[],1629056,,,1610612758,53,40,2021-11-28T23:49:55Z,2520000,,,0,,T. Davis bad pass TURNOVER (2 TO),"[1629056, 1628415]",1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,2.0,,,,,,,Brooks,1628415.0,
255,PT07M01.00S,2021-11-28T23:49:52.6Z,2,REGULAR,steal,,[],1628415,,,1610612763,53,40,2021-11-28T23:49:54Z,2530000,,,0,,D. Brooks STEAL (1 STL),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M50.00S,2021-11-28T23:50:04.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626145,33.065045992115635,30.637254901960787,1610612763,53,40,2021-11-28T23:50:08Z,2540000,97.0,258.0,1,left,MISS T. Jones 27' 3PT,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,27.58,Missed,,,,,,,,,,,,,,,,,,,
257,PT06M45.00S,2021-11-28T23:50:09.2Z,2,REGULAR,rebound,defensive,[],1627745,,,1610612758,53,40,2021-11-28T23:50:08Z,2550000,,,0,,D. Jones REBOUND (Off:1 Def:2),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,256.0,3.0,2.0,1.0,,,,,
258,PT06M36.00S,2021-11-28T23:50:16.7Z,2,REGULAR,3pt,Jump Shot,[],1630558,66.70499342969777,60.78431372549019,1610612758,53,40,2021-11-28T23:50:20Z,2560000,54.0,260.0,1,right,MISS D. Mitchell 26' 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,26.6,Missed,,,,,,,,,,,,,,,,,,,
259,PT06M35.00S,2021-11-28T23:50:19.0Z,2,REGULAR,rebound,offensive,[],1630558,,,1610612758,53,40,2021-11-28T23:50:19Z,2570000,,,0,,D. Mitchell REBOUND (Off:1 Def:0),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,258.0,1.0,0.0,1.0,,,,,
260,PT06M32.00S,2021-11-28T23:50:22.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629002,72.61826544021025,78.92156862745098,1610612758,53,40,2021-11-28T23:50:26Z,2580000,145.0,205.0,1,right,MISS C. Metu 25' 3PT,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,25.08,Missed,,,,,,,,,,,,,,,,,,,
261,PT06M28.00S,2021-11-28T23:50:26.2Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,53,40,2021-11-28T23:50:26Z,2590000,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:4),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,260.0,5.0,4.0,1.0,,,,,
262,PT06M24.00S,2021-11-28T23:50:35.4Z,2,REGULAR,foul,personal,[],1627745,,,1610612763,53,40,2021-11-28T23:59:26Z,2600000,,,0,,D. Jones take personal FOUL (2 PF),"[1627745, 1628415]",1610612758.0,SAC,take,,,Jones,D. Jones,,,,,,,,,,,203177.0,2.0,0.0,Brooks,1628415.0,,,,,,,,,,
264,PT06M24.00S,2021-11-28T23:50:40.7Z,2,REGULAR,substitution,out,[],1626145,,,1610612763,53,40,2021-11-28T23:50:59Z,2620000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M24.00S,2021-11-28T23:50:40.7Z,2,REGULAR,substitution,out,[],1628415,,,1610612763,53,40,2021-11-28T23:50:59Z,2630000,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT06M24.00S,2021-11-28T23:50:40.7Z,2,REGULAR,substitution,out,[],1629723,,,1610612763,53,40,2021-11-28T23:50:59Z,2640000,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT06M24.00S,2021-11-28T23:50:40.7Z,2,REGULAR,substitution,out,[],1629056,,,1610612763,53,40,2021-11-28T23:50:59Z,2650000,,,0,,SUB out: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT06M24.00S,2021-11-28T23:50:40.7Z,2,REGULAR,substitution,in,[],1629001,,,1610612763,53,40,2021-11-28T23:50:59Z,2660000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT06M24.00S,2021-11-28T23:50:40.7Z,2,REGULAR,substitution,in,[],1630217,,,1610612763,53,40,2021-11-28T23:50:59Z,2670000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
