actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
179,PT12M00.00S,2022-03-01T01:41:16.2Z,2,REGULAR,substitution,in,['startperiod'],1629640,,,1610612759,42,34,2022-03-01T01:41:35Z,1700000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2022-03-01T01:41:16.2Z,2,REGULAR,substitution,in,['startperiod'],203926,,,1610612759,42,34,2022-03-01T01:41:35Z,1710000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2022-03-01T01:41:49.3Z,2,REGULAR,period,start,[],0,,,1610612759,42,34,2022-03-01T01:41:49Z,1720000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT11M46.00S,2022-03-01T01:42:02.3Z,2,REGULAR,3pt,Jump Shot,[],1629022,70.12155059132719,73.2843137254902,1610612759,42,34,2022-03-01T01:42:06Z,1730000,116.0,228.0,1,right,MISS L. Walker IV 25' 3PT,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,25.64,Missed,,,,,,,,,,,,,,,,
183,PT11M42.00S,2022-03-01T01:42:06.3Z,2,REGULAR,rebound,offensive,[],1629640,,,1610612759,42,34,2022-03-01T01:42:06Z,1740000,,,0,,K. Johnson REBOUND (Off:2 Def:0),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,182.0,,,,2.0,0.0,2.0,,,,,,
184,PT11M37.00S,2022-03-01T01:42:10.5Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629022,75.1149802890933,59.068627450980394,1610612759,42,36,2022-03-01T01:42:20Z,1750000,45.0,181.0,1,right,L. Walker IV 18' pullup Jump Shot (13 PTS) (D. McDermott 2 AST),"[1629022, 203926]",1610612759.0,SAS,pullup,,,Walker IV,L. Walker IV,,,,,,,,18.7,Made,13.0,,,,D. McDermott,203926.0,2.0,,,,,,,,,
186,PT11M19.00S,2022-03-01T01:42:31.4Z,2,REGULAR,foul,personal,['2freethrow'],1628380,,,1610612763,42,36,2022-03-01T01:42:54Z,1770000,,,0,,Z. Collins shooting personal FOUL (1 PF) (Clarke 2 FT),"[1628380, 1629634]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,202026.0,1.0,0.0,Clarke,1629634.0,
188,PT11M19.00S,2022-03-01T01:42:55.8Z,2,REGULAR,freethrow,1 of 2,[],1629634,,,1610612763,42,36,2022-03-01T01:42:55Z,1790000,,,0,,MISS B. Clarke Free Throw 1 of 2,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,Missed,,,,,,,,,,,,,,,,
189,PT11M19.00S,2022-03-01T01:42:55.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,42,36,2022-03-01T01:42:55Z,1800000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,188.0,,,,,,,,,,,,
190,PT11M19.00S,2022-03-01T01:43:08.0Z,2,REGULAR,freethrow,2 of 2,[],1629634,,,1610612763,42,36,2022-03-01T01:43:08Z,1810000,,,0,,MISS B. Clarke Free Throw 2 of 2,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,Missed,,,,,,,,,,,,,,,,
191,PT11M14.00S,2022-03-01T01:43:11.9Z,2,REGULAR,rebound,offensive,[],1628991,,,1610612763,42,36,2022-03-01T01:43:11Z,1820000,,,0,,J. Jackson Jr. REBOUND (Off:2 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,190.0,,,,4.0,2.0,2.0,,,,,,
192,PT11M14.00S,2022-03-01T01:43:12.4Z,2,REGULAR,turnover,bad pass,[],1628991,,,1610612763,42,36,2022-03-01T01:43:15Z,1830000,,,0,,J. Jackson Jr. bad pass TURNOVER (3 TO),"[1628991, 1630200]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,3.0,Jones,1630200.0,,,,,,,,,,,,,,,,,,
193,PT11M14.00S,2022-03-01T01:43:12.4Z,2,REGULAR,steal,,[],1630200,,,1610612759,42,36,2022-03-01T01:43:14Z,1840000,,,0,,T. Jones STEAL (1 STL),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT11M09.00S,2022-03-01T01:43:16.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630200,93.11760840998686,51.9607843137255,1610612759,42,38,2022-03-01T01:43:23Z,1850000,10.0,12.0,1,right,T. Jones running finger roll Layup (2 PTS) (L. Walker IV 2 AST),"[1630200, 1629022]",1610612759.0,SAS,running finger roll,,,Jones,T. Jones,,,,,,,,1.56,Made,2.0,,,,L. Walker IV,1629022.0,2.0,,,,,,,,,
196,PT10M49.00S,2022-03-01T01:43:36.8Z,2,REGULAR,3pt,Jump Shot,[],1629681,32.276609724047304,46.81372549019608,1610612763,42,38,2022-03-01T01:43:41Z,1870000,16.0,251.0,1,left,MISS K. Tillie 25' 3PT,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,25.14,Missed,,,,,,,,,,,,,,,,
197,PT10M45.00S,2022-03-01T01:43:40.8Z,2,REGULAR,rebound,defensive,[],1628380,,,1610612759,42,38,2022-03-01T01:43:41Z,1880000,,,0,,Z. Collins REBOUND (Off:0 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,196.0,,,,1.0,1.0,0.0,,,,,,
198,PT10M34.00S,2022-03-01T01:43:54.2Z,2,REGULAR,foul,personal,[],1629681,,,1610612759,42,38,2022-03-01T01:44:01Z,1890000,,,0,,K. Tillie personal FOUL (1 PF),"[1629681, 1628380]",1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Collins,1628380.0,
200,PT10M23.00S,2022-03-01T01:44:23.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,91.67214191852825,50.49019607843137,1610612759,42,38,2022-03-01T01:46:42Z,1910000,2.0,26.0,1,right,MISS K. Johnson cutting Layup,[1629640],1610612759.0,SAS,cutting,,,Johnson,K. Johnson,,,,,,,,2.59,Missed,,,,,,,,,,,,,,,,
202,PT10M19.00S,2022-03-01T01:44:27.7Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,42,38,2022-03-01T01:44:27Z,1930000,,,0,,J. Jackson Jr. REBOUND (Off:2 Def:3),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,200.0,,,,5.0,3.0,2.0,,,,,,
203,PT10M16.00S,2022-03-01T01:44:30.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626145,30.305519053876477,67.8921568627451,1610612763,42,38,2022-03-01T01:44:35Z,1940000,-89.0,232.0,1,left,MISS T. Jones 24' running 3PT,[1626145],1610612763.0,MEM,running,,,Jones,T. Jones,,,,,,,,24.9,Missed,,,,,,,,,,,,,,,,
204,PT10M13.00S,2022-03-01T01:44:33.3Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,42,38,2022-03-01T01:44:35Z,1950000,,,0,,K. Johnson REBOUND (Off:2 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,203.0,,,,3.0,1.0,2.0,,,,,,
205,PT10M10.00S,2022-03-01T01:44:36.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629022,94.03745072273325,49.26470588235294,1610612759,42,40,2022-03-01T01:44:41Z,1960000,-4.0,4.0,1,right,L. Walker IV running alley-oop Layup (15 PTS) (T. Jones 2 AST),"[1629022, 1630200]",1610612759.0,SAS,running alley-oop,,,Walker IV,L. Walker IV,,,,,,,,0.51,Made,15.0,,,,T. Jones,1630200.0,2.0,,,,,,,,,
207,PT10M10.00S,2022-03-01T01:44:42.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,42,40,2022-03-01T01:44:42Z,1980000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT10M10.00S,2022-03-01T01:46:51.6Z,2,REGULAR,substitution,out,[],1629022,,,1610612763,42,40,2022-03-01T01:47:11Z,1990000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT10M10.00S,2022-03-01T01:46:51.6Z,2,REGULAR,substitution,in,[],1630170,,,1610612763,42,40,2022-03-01T01:47:11Z,2000000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT09M48.00S,2022-03-01T01:47:50.1Z,2,REGULAR,3pt,Jump Shot,[],1626145,33.196452036793694,52.69607843137255,1610612763,45,40,2022-03-01T01:47:53Z,2010000,-13.0,260.0,1,left,T. Jones 25' 3PT  (7 PTS) (D. Bane 4 AST),"[1626145, 1630217]",1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,25.99,Made,7.0,,,,D. Bane,1630217.0,4.0,,,,,,,,,
212,PT09M37.00S,2022-03-01T01:48:00.1Z,2,REGULAR,3pt,Jump Shot,[],203926,67.49342969776609,52.69607843137255,1610612759,45,40,2022-03-01T01:48:04Z,2030000,13.0,253.0,1,right,MISS D. McDermott 25' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,25.35,Missed,,,,,,,,,,,,,,,,
213,PT09M34.00S,2022-03-01T01:48:03.1Z,2,REGULAR,rebound,defensive,[],1626145,,,1610612763,45,40,2022-03-01T01:48:04Z,2040000,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,212.0,,,,1.0,1.0,0.0,,,,,,
214,PT09M26.00S,2022-03-01T01:48:11.4Z,2,REGULAR,3pt,Jump Shot,[],1629681,5.075558475689881,94.85294117647058,1610612763,48,40,2022-03-01T01:48:15Z,2050000,-224.0,-5.0,1,left,K. Tillie 3PT  (3 PTS) (D. Bane 5 AST),"[1629681, 1630217]",1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,22.44,Made,3.0,,,,D. Bane,1630217.0,5.0,,,,,,,,,
216,PT09M11.00S,2022-03-01T01:48:25.8Z,2,REGULAR,3pt,Jump Shot,[],1628380,66.83639947437582,58.82352941176471,1610612759,48,40,2022-03-01T01:48:29Z,2070000,44.0,259.0,1,right,MISS Z. Collins 26' 3PT,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,26.29,Missed,,,,,,,,,,,,,,,,
217,PT09M11.00S,2022-03-01T01:48:25.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612763,48,40,2022-03-01T01:48:29Z,2080000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,216.0,,,,,,,,,,,,
218,PT09M11.00S,2022-03-01T01:48:28.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,48,40,2022-03-01T01:48:28Z,2090000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M59.00S,2022-03-01T01:48:43.8Z,2,REGULAR,3pt,Jump Shot,[],1626145,28.33442838370565,23.284313725490197,1610612763,48,40,2022-03-01T01:48:48Z,2100000,134.0,214.0,1,left,MISS T. Jones 25' 3PT,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,25.21,Missed,,,,,,,,,,,,,,,,
220,PT08M55.00S,2022-03-01T01:48:47.8Z,2,REGULAR,rebound,defensive,[],1628380,,,1610612759,48,40,2022-03-01T01:48:48Z,2110000,,,0,,Z. Collins REBOUND (Off:0 Def:2),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,219.0,,,,2.0,2.0,0.0,,,,,,
221,PT08M49.00S,2022-03-01T01:48:56.2Z,2,REGULAR,foul,personal,['2freethrow'],1630217,,,1610612759,48,40,2022-03-01T01:49:09Z,2120000,,,0,,D. Bane shooting personal FOUL (1 PF) (Jones 2 FT),"[1630217, 1630200]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Jones,1630200.0,
223,PT08M49.00S,2022-03-01T01:49:23.2Z,2,REGULAR,freethrow,1 of 2,[],1630200,,,1610612759,48,41,2022-03-01T01:49:23Z,2140000,,,0,,T. Jones Free Throw 1 of 2 (3 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
224,PT08M49.00S,2022-03-01T01:49:27.0Z,2,REGULAR,substitution,out,[],203926,,,1610612759,48,41,2022-03-01T01:49:30Z,2150000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M49.00S,2022-03-01T01:49:27.0Z,2,REGULAR,substitution,in,[],1627749,,,1610612759,48,41,2022-03-01T01:49:30Z,2160000,,,0,,SUB in: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M49.00S,2022-03-01T01:49:47.4Z,2,REGULAR,freethrow,2 of 2,[],1630200,,,1610612759,48,42,2022-03-01T01:49:47Z,2170000,,,0,,T. Jones Free Throw 2 of 2 (4 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
227,PT08M34.00S,2022-03-01T01:50:03.2Z,2,REGULAR,3pt,Jump Shot,[],1630217,14.011169513797633,4.166666666666666,1610612763,48,42,2022-03-01T01:50:11Z,2180000,229.0,79.0,1,left,MISS D. Bane 24' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,24.25,Missed,,,,,,,,,,,,,,,,
228,PT08M32.00S,2022-03-01T01:50:05.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612759,48,42,2022-03-01T01:50:11Z,2190000,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,227.0,,,,,,,,,,,,
230,PT08M32.00S,2022-03-01T01:50:09.4Z,2,REGULAR,foul,personal,[],1628991,,,1610612759,48,42,2022-03-01T01:50:16Z,2210000,,,0,,J. Jackson Jr. loose ball personal FOUL (1 PF),"[1628991, 1628380]",1610612763.0,MEM,loose ball,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Collins,1628380.0,
232,PT08M32.00S,2022-03-01T01:50:18.5Z,2,REGULAR,substitution,out,[],1630200,,,1610612759,48,42,2022-03-01T01:50:23Z,2230000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M32.00S,2022-03-01T01:50:18.5Z,2,REGULAR,substitution,in,[],203926,,,1610612759,48,42,2022-03-01T01:50:23Z,2240000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M14.00S,2022-03-01T01:50:41.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,85.10183968462549,65.19607843137256,1610612759,48,42,2022-03-01T01:50:47Z,2250000,76.0,88.0,1,right,MISS D. Vassell 11' driving floating Shot,[1630170],1610612759.0,SAS,driving floating,,,Vassell,D. Vassell,,,,,,,,11.59,Missed,,,,,,,,,,,,,,,,
235,PT08M11.00S,2022-03-01T01:50:44.5Z,2,REGULAR,rebound,defensive,[],1629634,,,1610612763,48,42,2022-03-01T01:50:44Z,2260000,,,0,,B. Clarke REBOUND (Off:0 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,234.0,,,,1.0,1.0,0.0,,,,,,
236,PT08M07.00S,2022-03-01T01:50:48.4Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1630217,29.685446780551906,48.330269607843135,1610612763,50,42,2022-03-01T01:51:01Z,2270000,8.0,227.0,1,left,D. Bane 22' running pullup Jump Shot (3 PTS),[1630217],1610612763.0,MEM,running pullup,,,Bane,D. Bane,,,,,,,,22.67,Made,3.0,,,,,,,,,,,,,,,
237,PT07M53.00S,2022-03-01T01:51:01.7Z,2,REGULAR,3pt,Jump Shot,[],1628380,66.44218134034165,51.225490196078425,1610612759,50,42,2022-03-01T01:51:05Z,2280000,6.0,263.0,1,right,MISS Z. Collins 26' 3PT,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,26.3,Missed,,,,,,,,,,,,,,,,
238,PT07M50.00S,2022-03-01T01:51:04.7Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,50,42,2022-03-01T01:51:05Z,2290000,,,0,,D. Bane REBOUND (Off:0 Def:3),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,237.0,,,,3.0,3.0,0.0,,,,,,
239,PT07M37.00S,2022-03-01T01:51:17.2Z,2,REGULAR,3pt,Jump Shot,[],1626145,28.991458607095925,75.73529411764706,1610612763,50,42,2022-03-01T01:51:21Z,2300000,-129.0,220.0,1,left,MISS T. Jones 25' pullup 3PT,[1626145],1610612763.0,MEM,pullup,,,Jones,T. Jones,,,,,,,,25.49,Missed,,,,,,,,,,,,,,,,
240,PT07M34.00S,2022-03-01T01:51:20.2Z,2,REGULAR,rebound,defensive,[],1630170,,,1610612759,50,42,2022-03-01T01:51:21Z,2310000,,,0,,D. Vassell REBOUND (Off:0 Def:3),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,239.0,,,,3.0,3.0,0.0,,,,,,
241,PT07M23.00S,2022-03-01T01:51:31.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,94.30026281208936,52.69607843137255,1610612759,50,42,2022-03-01T01:51:36Z,2320000,13.0,1.0,1,right,MISS K. Johnson cutting Layup,[1629640],1610612759.0,SAS,cutting,,,Johnson,K. Johnson,,,,,,,,1.35,Missed,,,,,,,,,,,,,,,,
243,PT07M18.00S,2022-03-01T01:51:36.9Z,2,REGULAR,rebound,defensive,[],1629634,,,1610612763,50,42,2022-03-01T01:51:36Z,2340000,,,0,,B. Clarke REBOUND (Off:0 Def:2),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,241.0,,,,2.0,2.0,0.0,,,,,,
244,PT07M11.00S,2022-03-01T01:51:46.9Z,2,REGULAR,foul,personal,['2freethrow'],1630170,,,1610612763,50,42,2022-03-01T01:51:55Z,2350000,,,0,,D. Vassell shooting personal FOUL (2 PF) (Jackson Jr. 2 FT),"[1630170, 1628991]",1610612759.0,SAS,shooting,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,1626302.0,2.0,0.0,Jackson Jr.,1628991.0,
246,PT07M11.00S,2022-03-01T01:52:10.7Z,2,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,51,42,2022-03-01T01:52:10Z,2370000,,,0,,J. Jackson Jr. Free Throw 1 of 2 (6 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
247,PT07M11.00S,2022-03-01T01:52:11.4Z,2,REGULAR,substitution,out,[],1629634,,,1610612763,51,42,2022-03-01T01:52:19Z,2380000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M11.00S,2022-03-01T01:52:11.4Z,2,REGULAR,substitution,out,[],1628380,,,1610612763,51,42,2022-03-01T01:52:19Z,2390000,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M11.00S,2022-03-01T01:52:11.4Z,2,REGULAR,substitution,in,[],203500,,,1610612763,51,42,2022-03-01T01:52:19Z,2400000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M11.00S,2022-03-01T01:52:11.4Z,2,REGULAR,substitution,in,[],1627751,,,1610612763,51,42,2022-03-01T01:52:19Z,2410000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M11.00S,2022-03-01T01:52:34.1Z,2,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,51,42,2022-03-01T01:52:34Z,2420000,,,0,,MISS J. Jackson Jr. Free Throw 2 of 2,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,Missed,,,,,,,,,,,,,,,,
252,PT07M07.00S,2022-03-01T01:52:36.5Z,2,REGULAR,rebound,offensive,[],203500,,,1610612763,51,42,2022-03-01T01:52:36Z,2430000,,,0,,S. Adams REBOUND (Off:1 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,251.0,,,,3.0,2.0,1.0,,,,,,
253,PT07M04.00S,2022-03-01T01:52:39.0Z,2,REGULAR,turnover,bad pass,[],203500,,,1610612763,51,42,2022-03-01T01:52:41Z,2440000,,,0,,S. Adams bad pass TURNOVER (1 TO),"[203500, 203926]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,1.0,McDermott,203926.0,,,,,,,,,,,,,,,,,,
254,PT07M04.00S,2022-03-01T01:52:39.0Z,2,REGULAR,steal,,[],203926,,,1610612759,51,42,2022-03-01T01:52:40Z,2450000,,,0,,D. McDermott STEAL (1 STL),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT07M00.00S,2022-03-01T01:52:43.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629640,94.30026281208936,49.50980392156863,1610612759,51,44,2022-03-01T01:52:50Z,2460000,-2.0,1.0,1,right,K. Johnson running DUNK (5 PTS) (D. Murray 3 AST),"[1629640, 1627749]",1610612759.0,SAS,running,,,Johnson,K. Johnson,,,,,,,,0.27,Made,5.0,,,,D. Murray,1627749.0,3.0,,,,,,,,,
257,PT06M44.00S,2022-03-01T01:52:58.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,11.383048620236531,60.78431372549019,1610612763,51,44,2022-03-01T01:53:04Z,2480000,-54.0,55.0,1,left,MISS D. Bane 7' floating Shot,[1630217],1610612763.0,MEM,floating,,,Bane,D. Bane,,,,,,,,7.67,Missed,,,,,,,,,,,,,,,,
258,PT06M43.00S,2022-03-01T01:52:59.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612759,51,44,2022-03-01T01:53:04Z,2490000,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,257.0,,,,,,,,,,,,
259,PT06M43.00S,2022-03-01T01:53:03.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,51,44,2022-03-01T01:53:03Z,2500000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M23.00S,2022-03-01T01:53:29.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,87.86136662286465,49.754901960784316,1610612759,51,46,2022-03-01T01:53:33Z,2510000,-1.0,62.0,1,right,J. Poeltl 6' Hook (8 PTS),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,6.16,Made,8.0,,,,,,,,,,,,,,,
261,PT06M05.00S,2022-03-01T01:53:47.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,10.988830486202366,42.15686274509804,1610612763,51,46,2022-03-01T01:53:52Z,2520000,39.0,51.0,1,left,MISS J. Jackson Jr. 6' driving Layup,[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,6.42,Missed,,,,,,,,,,,,,,,,
262,PT06M03.00S,2022-03-01T01:53:49.8Z,2,REGULAR,rebound,offensive,[],203500,,,1610612763,51,46,2022-03-01T02:00:38Z,2530000,,,0,,S. Adams REBOUND (Off:2 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,261.0,,,,4.0,2.0,2.0,,,,,,
315,PT06M03.00S,2022-03-01T01:53:52.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,6.521024967148489,51.71568627450981,1610612763,51,46,2022-03-01T02:00:38Z,2535000,-9.0,9.0,1,left,MISS S. Adams tip Layup,[203500],1610612763.0,MEM,tip,,,Adams,S. Adams,,,,,,,,1.23,Missed,,,,,,,,,,,,,,,,
316,PT06M03.00S,2022-03-01T01:53:52.5Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,51,46,2022-03-01T02:00:31Z,2537500,,,0,,K. Johnson REBOUND (Off:2 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,315.0,,,,4.0,2.0,2.0,,,,,,
263,PT05M55.00S,2022-03-01T01:53:57.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,84.1819973718791,51.470588235294116,1610612759,51,48,2022-03-01T01:54:00Z,2540000,7.0,96.0,1,right,K. Johnson 9' driving floating Jump Shot (7 PTS) (D. Murray 4 AST),"[1629640, 1627749]",1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,,,,9.65,Made,7.0,,,,D. Murray,1627749.0,4.0,,,,,,,,,
265,PT05M43.00S,2022-03-01T01:54:08.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,18.478975032851512,35.78431372549019,1610612763,51,48,2022-03-01T01:54:12Z,2560000,71.0,121.0,1,left,MISS T. Jones 14' pullup Shot,[1626145],1610612763.0,MEM,pullup,,,Jones,T. Jones,,,,,,,,14.05,Missed,,,,,,,,,,,,,,,,
266,PT05M41.00S,2022-03-01T01:54:10.9Z,2,REGULAR,rebound,offensive,[],1629681,,,1610612763,51,48,2022-03-01T01:54:12Z,2570000,,,0,,K. Tillie REBOUND (Off:1 Def:0),[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,265.0,,,,1.0,0.0,1.0,,,,,,
