actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,value,blockPlayerName,blockPersonId
624,PT04M03.00S,2022-04-11T01:18:45.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,99,129,2022-04-11T01:18:45Z,6210000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,623.0,,,,,,,,,,,,,,,
625,PT04M03.00S,2022-04-11T01:18:58.3Z,4,REGULAR,freethrow,2 of 2,[],1629633,,,1610612763,100,129,2022-04-11T01:18:58Z,6220000,,,0,,J. Culver Free Throw 2 of 2 (9 PTS),[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,,,,,Made,,,,,,,,,,9.0,,,,,,
626,PT03M52.00S,2022-04-11T01:19:12.0Z,4,REGULAR,turnover,bad pass,[],1630271,,,1610612738,100,129,2022-04-11T01:19:15Z,6230000,,,0,,B. Thomas bad pass TURNOVER (1 TO),"[1630271, 1630583]",1610612738.0,BOS,,,,Thomas,B. Thomas,,,,,1.0,Aldama,1630583.0,,,,,,,,,,,,,,,,,,
627,PT03M52.00S,2022-04-11T01:19:12.0Z,4,REGULAR,steal,,[],1630583,,,1610612763,100,129,2022-04-11T01:19:13Z,6240000,,,0,,S. Aldama STEAL (2 STL),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT03M48.00S,2022-04-11T01:19:18.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629633,5.995400788436268,51.225490196078425,1610612763,102,129,2022-04-11T01:19:33Z,6250000,-6.0,4.0,1,left,J. Culver running DUNK (11 PTS) (S. Aldama 4 AST),"[1629633, 1630583]",1610612763.0,MEM,running,,,Culver,J. Culver,,,,,,,,0.72,Made,,,,,,,,,,11.0,S. Aldama,1630583.0,4.0,,,
630,PT03M48.00S,2022-04-11T01:19:22.5Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630271,,,1610612763,102,129,2022-04-11T01:19:38Z,6270000,,,0,,B. Thomas shooting personal FOUL (1 PF) (Culver 1 FT),"[1630271, 1629633]",1610612738.0,BOS,shooting,,,Thomas,B. Thomas,,,,,,,,,,,,,,2882.0,1.0,0.0,Culver,1629633.0,,,,,,,
632,PT03M48.00S,2022-04-11T01:19:42.0Z,4,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1629633,,,1610612763,103,129,2022-04-11T01:19:42Z,6290000,,,0,,J. Culver Free Throw 1 of 1 (12 PTS),[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,,,,,Made,,,,,,,,,,12.0,,,,,,
633,PT03M37.00S,2022-04-11T01:19:56.0Z,4,REGULAR,3pt,Jump Shot,[],1630346,66.04796320630749,50.73529411764706,1610612738,103,129,2022-04-11T01:20:00Z,6300000,4.0,267.0,1,right,MISS M. Ryan 26' 3PT,[1630346],1610612738.0,BOS,,,,Ryan,M. Ryan,,,,,,,,26.66,Missed,,,,,,,,,,,,,,,,
634,PT03M34.00S,2022-04-11T01:19:59.0Z,4,REGULAR,rebound,defensive,[],1630583,,,1610612763,103,129,2022-04-11T01:20:00Z,6310000,,,0,,S. Aldama REBOUND (Off:5 Def:3),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,633.0,8.0,3.0,5.0,,,,,,,,,,,,
635,PT03M30.00S,2022-04-11T01:20:02.9Z,4,REGULAR,turnover,bad pass,[],1630583,,,1610612763,103,129,2022-04-11T01:20:06Z,6320000,,,0,,S. Aldama bad pass TURNOVER (3 TO),"[1630583, 1630271]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,3.0,Thomas,1630271.0,,,,,,,,,,,,,,,,,,
636,PT03M30.00S,2022-04-11T01:20:02.9Z,4,REGULAR,steal,,[],1630271,,,1610612738,103,129,2022-04-11T01:20:04Z,6330000,,,0,,B. Thomas STEAL (1 STL),[1630271],1610612738.0,BOS,,,,Thomas,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT03M25.00S,2022-04-11T01:20:08.0Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630346,83.78777923784494,96.07843137254902,1610612738,103,129,2022-04-11T01:20:15Z,6340000,230.0,100.0,1,right,MISS M. Ryan 25' running 3PT,[1630346],1610612738.0,BOS,running,,,Ryan,M. Ryan,,,,,,,,25.11,Missed,,,,,,,,,,,,,,,,
638,PT03M20.00S,2022-04-11T01:20:13.0Z,4,REGULAR,rebound,defensive,[],1629723,,,1610612763,103,129,2022-04-11T01:20:15Z,6350000,,,0,,J. Konchar REBOUND (Off:7 Def:5),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,637.0,12.0,5.0,7.0,,,,,,,,,,,,
639,PT03M16.00S,2022-04-11T01:20:17.0Z,4,REGULAR,2pt,Jump Shot,['fastbreak'],1629633,22.946780551905388,63.48039215686274,1610612763,105,129,2022-04-11T01:20:24Z,6360000,-67.0,163.0,1,left,J. Culver 17' pullup Jump Shot (14 PTS) (J. Konchar 9 AST),"[1629633, 1629723]",1610612763.0,MEM,pullup,,,Culver,J. Culver,,,,,,,,17.66,Made,,,,,,,,,,14.0,J. Konchar,1629723.0,9.0,,,
641,PT02M54.00S,2022-04-11T01:20:38.3Z,4,REGULAR,3pt,Jump Shot,[],1630271,68.15045992115637,30.14705882352941,1610612738,105,132,2022-04-11T01:20:43Z,6380000,-99.0,247.0,1,right,B. Thomas 26' 3PT pullup (3 PTS),[1630271],1610612738.0,BOS,pullup,,,Thomas,B. Thomas,,,,,,,,26.61,Made,,,,,,,,,,3.0,,,,,,
642,PT02M44.00S,2022-04-11T01:20:48.4Z,4,REGULAR,3pt,Jump Shot,[],1630214,31.61957950065703,44.85294117647059,1610612763,105,132,2022-04-11T01:20:57Z,6390000,26.0,245.0,1,left,MISS X. Tillman 24' 3PT,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,24.6,Missed,,,,,,,,,,,,,,,,
643,PT02M43.00S,2022-04-11T01:20:49.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,105,132,2022-04-11T01:29:44Z,6400000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,642.0,,,,,,,,,,,,,,,
644,PT02M43.00S,2022-04-11T01:20:55.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,105,132,2022-04-11T01:20:55Z,6410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT02M43.00S,2022-04-11T01:20:57.0Z,4,REGULAR,substitution,out,[],1630174,,,1610612738,105,132,2022-04-11T01:21:02Z,6420000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT02M43.00S,2022-04-11T01:20:57.0Z,4,REGULAR,substitution,in,[],1630573,,,1610612738,105,132,2022-04-11T01:21:02Z,6430000,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT02M33.00S,2022-04-11T01:21:16.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628436,94.43166885676742,49.26470588235294,1610612738,105,134,2022-04-11T01:21:21Z,6440000,-4.0,0.0,1,right,L. Kornet cutting DUNK (10 PTS) (M. Fitts 1 AST),"[1628436, 1630238]",1610612738.0,BOS,cutting,,,Kornet,L. Kornet,,,,,,,,0.37,Made,,,,,,,,,,10.0,M. Fitts,1630238.0,1.0,,,
649,PT02M20.00S,2022-04-11T01:21:30.1Z,4,REGULAR,3pt,Jump Shot,[],1630583,31.225361366622867,50.245098039215684,1610612763,105,134,2022-04-11T01:21:35Z,6460000,-1.0,241.0,1,left,MISS S. Aldama 24' 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,24.1,Missed,,,,,,,,,,,,,,,,
650,PT02M15.00S,2022-04-11T01:21:35.1Z,4,REGULAR,rebound,defensive,[],1630271,,,1610612738,105,134,2022-04-11T01:21:35Z,6470000,,,0,,B. Thomas REBOUND (Off:0 Def:2),[1630271],1610612738.0,BOS,,,,Thomas,B. Thomas,,,,,,,,,,649.0,2.0,2.0,0.0,,,,,,,,,,,,
651,PT02M10.00S,2022-04-11T01:21:39.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630573,93.9060446780552,45.588235294117645,1610612738,105,136,2022-04-11T01:21:46Z,6480000,-22.0,5.0,1,right,S. Hauser cutting Layup (5 PTS) (L. Kornet 2 AST),"[1630573, 1628436]",1610612738.0,BOS,cutting,,,Hauser,S. Hauser,,,,,,,,2.26,Made,,,,,,,,,,5.0,L. Kornet,1628436.0,2.0,,,
653,PT01M46.00S,2022-04-11T01:22:03.7Z,4,REGULAR,3pt,Jump Shot,[],1630582,6.652431011826544,2.450980392156863,1610612763,108,136,2022-04-11T01:22:09Z,6500000,238.0,10.0,1,left,Y. Pons 3PT  (6 PTS) (J. Konchar 10 AST),"[1630582, 1629723]",1610612763.0,MEM,,,,Pons,Y. Pons,,,,,,,,23.79,Made,,,,,,,,,,6.0,J. Konchar,1629723.0,10.0,,,
655,PT01M28.00S,2022-04-11T01:22:25.6Z,4,REGULAR,3pt,Jump Shot,[],1630346,64.86530880420499,58.82352941176471,1610612738,108,136,2022-04-11T01:22:29Z,6520000,44.0,278.0,1,right,MISS M. Ryan 28' 3PT,[1630346],1610612738.0,BOS,,,,Ryan,M. Ryan,,,,,,,,28.13,Missed,,,,,,,,,,,,,,,,
656,PT01M26.00S,2022-04-11T01:22:27.6Z,4,REGULAR,rebound,defensive,[],1629723,,,1610612763,108,136,2022-04-11T01:22:29Z,6530000,,,0,,J. Konchar REBOUND (Off:7 Def:6),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,655.0,13.0,6.0,7.0,,,,,,,,,,,,
657,PT01M20.00S,2022-04-11T01:22:34.7Z,4,REGULAR,turnover,lost ball,[],1630583,,,1610612763,108,136,2022-04-11T01:22:38Z,6540000,,,0,,S. Aldama lost ball TURNOVER (4 TO),"[1630583, 1630346]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,4.0,Ryan,1630346.0,,,,,,,,,,,,,,,,,,
658,PT01M20.00S,2022-04-11T01:22:34.7Z,4,REGULAR,steal,,[],1630346,,,1610612738,108,136,2022-04-11T01:22:36Z,6550000,,,0,,M. Ryan STEAL (1 STL),[1630346],1610612738.0,BOS,,,,Ryan,M. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT01M13.00S,2022-04-11T01:22:41.5Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630573,92.32917214191852,94.85294117647058,1610612738,108,136,2022-04-11T01:22:56Z,6560000,224.0,20.0,1,right,MISS S. Hauser 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,22.52,Missed,,,,,,,,,,,,,,,,
660,PT01M10.00S,2022-04-11T01:22:46.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,108,136,2022-04-11T01:22:46Z,6570000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,659.0,,,,,,,,,,,,,,,
661,PT01M10.00S,2022-04-11T01:22:47.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,108,136,2022-04-11T01:22:47Z,6580000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT01M08.00S,2022-04-11T01:23:02.1Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630346,92.72339027595268,3.1862745098039214,1610612738,108,136,2022-04-11T01:23:06Z,6590000,-234.0,16.0,1,right,MISS M. Ryan 3PT,[1630346],1610612738.0,BOS,,,,Ryan,M. Ryan,,,,,,,,23.46,Missed,,,,,,,,,,,,,,,,
663,PT01M04.00S,2022-04-11T01:23:06.1Z,4,REGULAR,rebound,defensive,[],1630583,,,1610612763,108,136,2022-04-11T01:23:06Z,6600000,,,0,,S. Aldama REBOUND (Off:5 Def:4),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,662.0,9.0,4.0,5.0,,,,,,,,,,,,
664,PT00M58.10S,2022-04-11T01:23:12.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630583,10.068988173455978,40.68627450980392,1610612763,110,136,2022-04-11T01:23:20Z,6610000,47.0,42.0,1,left,S. Aldama 6' driving floating bank Jump Shot (20 PTS),[1630583],1610612763.0,MEM,driving floating bank,,,Aldama,S. Aldama,,,,,,,,6.28,Made,,,,,,,,,,20.0,,,,,,
682,PT00M41.80S,2022-04-11T01:23:34.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630271,92.85479632063075,48.03921568627451,1610612738,110,136,2022-04-11T01:27:18Z,6625000,-10.0,15.0,1,right,MISS B. Thomas driving DUNK - blocked,"[1630271, 1630582]",1610612738.0,BOS,driving,,,Thomas,B. Thomas,,,,,,,,1.77,Missed,,,,,,,,,,,,,,,Pons,1630582.0
683,PT00M41.80S,2022-04-11T01:23:34.4Z,4,REGULAR,block,,[],1630582,,,1610612738,110,136,2022-04-11T01:27:18Z,6632500,,,0,,Y. Pons BLOCK (3 BLK),[1630582],1610612763.0,MEM,,,,Pons,Y. Pons,,,,,,,,,,,,,,,,,,,,,,,,,
684,PT00M41.80S,2022-04-11T01:23:34.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,110,136,2022-04-11T01:27:18Z,6636250,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,682.0,,,,,,,,,,,,,,,
667,PT00M41.80S,2022-04-11T01:23:56.7Z,4,REGULAR,timeout,challenge,['team'],0,,,1610612738,110,136,2022-04-11T01:26:14Z,6640000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT00M41.80S,2022-04-11T01:23:58.8Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612738,110,136,2022-04-11T01:24:49Z,6650000,,,0,,,[],1610612763.0,MEM,overturned,,,,,,,,,,,,,,,,,,2882.0,,,,,,,,,No Foul on Y. Pons,,
669,PT00M36.90S,2022-04-11T01:25:22.0Z,4,REGULAR,jumpball,recovered,[],1628436,,,1610612738,110,136,2022-04-11T01:25:22Z,6660000,,,0,,Jump Ball L. Kornet vs. S. Aldama: Tip to L. Kornet,"[1628436, 1628436, 1630583]",1610612738.0,BOS,challenge,L. Kornet,1628436.0,Kornet,L. Kornet,Kornet,1628436.0,Aldama,1630583.0,,,,,,,,,,,,,,,,,,,,,
672,PT00M35.60S,2022-04-11T01:25:23.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630346,86.67871222076215,2.696078431372549,1610612738,110,139,2022-04-11T01:27:18Z,6690000,-237.0,73.0,1,right,M. Ryan 24' 3PT  (3 PTS) (M. Fitts 2 AST),"[1630346, 1630238]",1610612738.0,BOS,,,,Ryan,M. Ryan,,,,,,,,24.74,Made,,,,,,,,,,3.0,M. Fitts,1630238.0,2.0,,,
674,PT00M21.60S,2022-04-11T01:25:41.7Z,4,REGULAR,2pt,Jump Shot,[],1629633,22.552562417871222,66.91176470588235,1610612763,110,139,2022-04-11T01:32:40Z,6710000,-85.0,159.0,1,left,MISS J. Culver 18' step back Shot,[1629633],1610612763.0,MEM,step back,,,Culver,J. Culver,,,,,,,,18.05,Missed,,,,,,,,,,,,,,,,
675,PT00M19.00S,2022-04-11T01:25:44.3Z,4,REGULAR,rebound,offensive,[],1630583,,,1610612763,110,139,2022-04-11T01:25:47Z,6720000,,,0,,S. Aldama REBOUND (Off:6 Def:4),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,674.0,10.0,4.0,6.0,,,,,,,,,,,,
676,PT00M14.90S,2022-04-11T01:25:48.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629633,32.013797634691194,54.90196078431373,1610612763,110,139,2022-04-11T01:25:52Z,6730000,-25.0,248.0,1,left,MISS J. Culver 24' 3PT,[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,,,,24.96,Missed,,,,,,,,,,,,,,,,
677,PT00M12.10S,2022-04-11T01:25:51.1Z,4,REGULAR,rebound,defensive,[],1628436,,,1610612738,110,139,2022-04-11T01:25:52Z,6740000,,,0,,L. Kornet REBOUND (Off:3 Def:2),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,676.0,5.0,2.0,3.0,,,,,,,,,,,,
678,PT00M12.10S,2022-04-11T01:25:54.4Z,4,REGULAR,foul,personal,[],1630583,,,1610612738,110,139,2022-04-11T01:25:57Z,6750000,,,0,,S. Aldama personal FOUL (3 PF),"[1630583, 1628436]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,2882.0,3.0,0.0,Kornet,1628436.0,,,,,,,
680,PT00M00.00S,2022-04-11T01:26:23.1Z,4,REGULAR,period,end,[],0,,,1610612738,110,139,2022-04-11T01:26:23Z,6770000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,PT00M00.00S,2022-04-11T01:26:24.9Z,4,REGULAR,game,end,[],0,,,0,110,139,2022-04-11T01:26:24Z,6780000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
