actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,value,blockPlayerName,blockPersonId
181,PT11M21.00S,2022-04-10T23:48:01.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'defensivegoaltending']",201143,9.017739816031538,52.94117647058824,1610612738,25,34,2022-04-10T23:48:17Z,1810000,-15.0,32.0,1,left,A. Horford floating Jump Shot (6 PTS) (J. Brown 1 AST),"[201143, 1627759]",1610612738.0,BOS,floating,,,Horford,A. Horford,,,,,,,,3.55,Made,,,,,,,,,,6.0,J. Brown,1627759.0,1.0,,,
183,PT11M21.00S,2022-04-10T23:48:05.7Z,2,REGULAR,violation,defensive goaltending,[],1630582,,,1610612738,25,34,2022-04-10T23:48:17Z,1830000,,,0,,Y. Pons defensive goaltending VIOLATION,[1630582],1610612763.0,MEM,,,,Pons,Y. Pons,,,,,,,,,,,,,,2530.0,,,,,,,,,,,
184,PT11M08.00S,2022-04-10T23:48:25.9Z,2,REGULAR,turnover,bad pass,[],1630583,,,1610612763,25,34,2022-04-10T23:48:30Z,1840000,,,0,,S. Aldama bad pass TURNOVER (1 TO),"[1630583, 1630202]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,1.0,Pritchard,1630202.0,,,,,,,,,,,,,,,,,,
185,PT11M08.00S,2022-04-10T23:48:25.9Z,2,REGULAR,steal,,[],1630202,,,1610612738,25,34,2022-04-10T23:49:43Z,1850000,,,0,,P. Pritchard STEAL (1 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT11M04.00S,2022-04-10T23:48:33.2Z,2,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,25,34,2022-04-10T23:48:39Z,1860000,,,0,,J. Brown lost ball out-of-bounds TURNOVER (2 TO),[1627759],1610612738.0,BOS,lost ball,,,Brown,J. Brown,,,,,2.0,,,,,,,,,2882.0,,,,,,,,,,,
187,PT10M49.00S,2022-04-10T23:48:53.9Z,2,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612763,25,34,2022-04-10T23:49:02Z,1870000,,,0,,G. Williams shooting personal FOUL (1 PF) (Anderson 2 FT),"[1629684, 203937]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,2882.0,1.0,0.0,Anderson,203937.0,,,,,,,
189,PT10M49.00S,2022-04-10T23:49:20.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203937,,,1610612763,26,34,2022-04-10T23:49:20Z,1890000,,,0,,K. Anderson Free Throw 1 of 2 (9 PTS),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,Made,,,,,,,,,,9.0,,,,,,
190,PT10M49.00S,2022-04-10T23:49:36.4Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203937,,,1610612763,27,34,2022-04-10T23:49:36Z,1900000,,,0,,K. Anderson Free Throw 2 of 2 (10 PTS),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,Made,,,,,,,,,,10.0,,,,,,
191,PT10M36.00S,2022-04-10T23:49:50.1Z,2,REGULAR,3pt,Jump Shot,[],1630174,24.52365308804205,15.931372549019606,1610612738,27,34,2022-04-10T23:49:54Z,1910000,170.0,178.0,1,left,MISS A. Nesmith 24' 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,24.63,Missed,,,,,,,,,,,,,,,,
192,PT10M33.00S,2022-04-10T23:49:53.1Z,2,REGULAR,rebound,defensive,[],1629001,,,1610612763,27,34,2022-04-10T23:49:54Z,1920000,,,0,,D. Melton REBOUND (Off:1 Def:1),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,191.0,2.0,1.0,1.0,,,,,,,,,,,,
193,PT10M29.00S,2022-04-10T23:49:59.5Z,2,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612763,27,34,2022-04-10T23:50:21Z,1930000,,,0,,A. Nesmith shooting personal FOUL (2 PF) (Melton 2 FT),"[1630174, 1629001]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,2530.0,2.0,0.0,Melton,1629001.0,,,,,,,
195,PT10M29.00S,2022-04-10T23:50:24.5Z,2,REGULAR,freethrow,1 of 2,[],1629001,,,1610612763,27,34,2022-04-10T23:50:24Z,1950000,,,0,,MISS D. Melton Free Throw 1 of 2,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,Missed,,,,,,,,,,,,,,,,
196,PT10M29.00S,2022-04-10T23:50:24.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,27,34,2022-04-10T23:50:24Z,1960000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,195.0,,,,,,,,,,,,,,,
197,PT10M29.00S,2022-04-10T23:50:40.5Z,2,REGULAR,freethrow,2 of 2,[],1629001,,,1610612763,28,34,2022-04-10T23:50:40Z,1970000,,,0,,D. Melton Free Throw 2 of 2 (4 PTS),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,Made,,,,,,,,,,4.0,,,,,,
198,PT10M21.00S,2022-04-10T23:50:52.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201143,6.652431011826544,43.38235294117647,1610612738,28,34,2022-04-10T23:51:22Z,1980000,33.0,10.0,1,left,MISS A. Horford cutting finger roll Layup - blocked,"[201143, 1630582]",1610612738.0,BOS,cutting finger roll,,,Horford,A. Horford,,,,,,,,3.46,Missed,,,,,,,,,,,,,,,Pons,1630582.0
199,PT10M21.00S,2022-04-10T23:50:52.5Z,2,REGULAR,block,,[],1630582,,,1610612738,28,34,2022-04-10T23:50:55Z,1990000,,,0,,Y. Pons BLOCK (1 BLK),[1630582],1610612763.0,MEM,,,,Pons,Y. Pons,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT10M21.00S,2022-04-10T23:50:52.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,28,34,2022-04-10T23:52:41Z,2000000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,198.0,,,,,,,,,,,,,,,
201,PT10M21.00S,2022-04-10T23:50:58.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,28,34,2022-04-10T23:50:58Z,2010000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT10M10.00S,2022-04-10T23:51:20.2Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1627759,24.129434954007884,26.96078431372549,1610612738,28,34,2022-04-10T23:51:30Z,2020000,115.0,174.0,1,left,MISS J. Brown 20' step back Shot,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,,,,20.89,Missed,,,,,,,,,,,,,,,,
203,PT10M08.00S,2022-04-10T23:51:22.2Z,2,REGULAR,rebound,defensive,[],203937,,,1610612763,28,34,2022-04-10T23:51:30Z,2030000,,,0,,K. Anderson REBOUND (Off:1 Def:2),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,202.0,3.0,2.0,1.0,,,,,,,,,,,,
204,PT10M02.00S,2022-04-10T23:51:27.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629001,71.43561103810775,77.20588235294117,1610612763,31,34,2022-04-10T23:51:36Z,2040000,136.0,216.0,1,right,D. Melton 25' 3PT running pullup (7 PTS) (K. Anderson 2 AST),"[1629001, 203937]",1610612763.0,MEM,running pullup,,,Melton,D. Melton,,,,,,,,25.52,Made,,,,,,,,,,7.0,K. Anderson,203937.0,2.0,,,
206,PT09M40.00S,2022-04-10T23:51:49.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201143,12.565703022339028,44.36274509803921,1610612738,31,36,2022-04-10T23:51:54Z,2060000,28.0,66.0,1,left,A. Horford 7' turnaround Hook (8 PTS),[201143],1610612738.0,BOS,turnaround,,,Horford,A. Horford,,,,,,,,7.14,Made,,,,,,,,,,8.0,,,,,,
207,PT09M31.00S,2022-04-10T23:52:02.7Z,2,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612763,31,36,2022-04-10T23:52:10Z,2070000,,,0,,A. Nesmith shooting personal FOUL (3 PF) (Culver 2 FT),"[1630174, 1629633]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,201245.0,3.0,0.0,Culver,1629633.0,,,,,,,
209,PT09M31.00S,2022-04-10T23:52:26.7Z,2,REGULAR,freethrow,1 of 2,[],1629633,,,1610612763,31,36,2022-04-10T23:52:26Z,2090000,,,0,,MISS J. Culver Free Throw 1 of 2,[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,,,,,Missed,,,,,,,,,,,,,,,,
210,PT09M31.00S,2022-04-10T23:52:26.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,31,36,2022-04-10T23:52:26Z,2100000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,209.0,,,,,,,,,,,,,,,
211,PT09M31.00S,2022-04-10T23:52:32.4Z,2,REGULAR,substitution,out,[],1629684,,,1610612763,31,36,2022-04-10T23:52:40Z,2110000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M31.00S,2022-04-10T23:52:32.4Z,2,REGULAR,substitution,out,[],1630174,,,1610612763,31,36,2022-04-10T23:52:40Z,2120000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M31.00S,2022-04-10T23:52:32.4Z,2,REGULAR,substitution,in,[],1628401,,,1610612763,31,36,2022-04-10T23:52:40Z,2130000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M31.00S,2022-04-10T23:52:32.4Z,2,REGULAR,substitution,in,[],1628369,,,1610612763,31,36,2022-04-10T23:52:40Z,2140000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M31.00S,2022-04-10T23:52:49.7Z,2,REGULAR,freethrow,2 of 2,[],1629633,,,1610612763,31,36,2022-04-10T23:52:49Z,2150000,,,0,,MISS J. Culver Free Throw 2 of 2,[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,,,,,Missed,,,,,,,,,,,,,,,,
216,PT09M29.00S,2022-04-10T23:52:51.2Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,31,36,2022-04-10T23:52:51Z,2160000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,215.0,2.0,2.0,0.0,,,,,,,,,,,,
217,PT09M19.00S,2022-04-10T23:53:02.0Z,2,REGULAR,turnover,lost ball,[],1628369,,,1610612738,31,36,2022-04-10T23:53:06Z,2170000,,,0,,J. Tatum lost ball TURNOVER (2 TO),"[1628369, 1629633]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,2.0,Culver,1629633.0,,,,,,,,,,,,,,,,,,
218,PT09M19.00S,2022-04-10T23:53:02.0Z,2,REGULAR,steal,,[],1629633,,,1610612763,31,36,2022-04-10T23:53:03Z,2180000,,,0,,J. Culver STEAL (1 STL),[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT09M18.00S,2022-04-10T23:53:07.8Z,2,REGULAR,foul,offensive,[],1629633,,,1610612763,31,36,2022-04-10T23:53:24Z,2190000,,,0,,J. Culver offensive FOUL (2 PF),"[1629633, 1628369]",1610612763.0,MEM,,,,Culver,J. Culver,,,,,,,,,,,,,,2882.0,2.0,0.0,Tatum,1628369.0,,,,,,,
221,PT09M18.00S,2022-04-10T23:53:07.8Z,2,REGULAR,turnover,offensive foul,[],1629633,,,1610612763,31,36,2022-04-10T23:53:07Z,2210000,,,0,,J. Culver offensive foul TURNOVER (1 TO),[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,1.0,,,,,,,,,2882.0,,,,,,,,,,,
222,PT09M02.00S,2022-04-10T23:53:41.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,7.703679369250986,94.6078431372549,1610612738,31,39,2022-04-10T23:53:46Z,2220000,-223.0,20.0,1,left,P. Pritchard 3PT  (6 PTS) (J. Brown 2 AST),"[1630202, 1627759]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,22.39,Made,,,,,,,,,,6.0,J. Brown,1627759.0,2.0,,,
224,PT08M43.00S,2022-04-10T23:53:59.7Z,2,REGULAR,3pt,Jump Shot,[],1629001,70.12155059132719,68.62745098039215,1610612763,31,39,2022-04-10T23:54:14Z,2240000,93.0,228.0,1,right,MISS D. Melton 24' pullup 3PT,[1629001],1610612763.0,MEM,pullup,,,Melton,D. Melton,,,,,,,,24.66,Missed,,,,,,,,,,,,,,,,
225,PT08M43.00S,2022-04-10T23:53:59.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,31,39,2022-04-10T23:54:14Z,2250000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,224.0,,,,,,,,,,,,,,,
226,PT08M43.00S,2022-04-10T23:54:05.3Z,2,REGULAR,foul,personal,[],1630202,,,1610612763,31,39,2022-04-10T23:54:13Z,2260000,,,0,,P. Pritchard loose ball personal FOUL (1 PF),"[1630202, 203937]",1610612738.0,BOS,loose ball,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,2882.0,1.0,0.0,Anderson,203937.0,,,,,,,
228,PT08M35.00S,2022-04-10T23:54:29.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630583,84.1819973718791,54.65686274509803,1610612763,31,39,2022-04-10T23:54:35Z,2280000,23.0,96.0,1,right,MISS S. Aldama 9' driving floating Shot,[1630583],1610612763.0,MEM,driving floating,,,Aldama,S. Aldama,,,,,,,,9.9,Missed,,,,,,,,,,,,,,,,
229,PT08M31.00S,2022-04-10T23:54:33.8Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,31,39,2022-04-10T23:54:35Z,2290000,,,0,,A. Horford REBOUND (Off:0 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,228.0,4.0,4.0,0.0,,,,,,,,,,,,
230,PT08M22.00S,2022-04-10T23:54:44.1Z,2,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,31,39,2022-04-10T23:54:57Z,2300000,,,0,,J. Tatum bad pass out-of-bounds TURNOVER (3 TO),[1628369],1610612738.0,BOS,bad pass,,,Tatum,J. Tatum,,,,,3.0,,,,,,,,,2530.0,,,,,,,,,,,
231,PT08M08.00S,2022-04-10T23:55:13.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612763,31,39,2022-04-10T23:55:20Z,2310000,,,0,,J. Brown shooting personal FOUL (3 PF) (Aldama 2 FT),"[1627759, 1630583]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,2530.0,3.0,0.0,Aldama,1630583.0,,,,,,,
233,PT08M08.00S,2022-04-10T23:55:35.8Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630583,,,1610612763,32,39,2022-04-10T23:55:35Z,2330000,,,0,,S. Aldama Free Throw 1 of 2 (6 PTS),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,Made,,,,,,,,,,6.0,,,,,,
234,PT08M08.00S,2022-04-10T23:55:37.0Z,2,REGULAR,substitution,out,[],1629633,,,1610612763,32,39,2022-04-10T23:55:42Z,2340000,,,0,,SUB out: J. Culver,[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M08.00S,2022-04-10T23:55:37.0Z,2,REGULAR,substitution,in,[],1630533,,,1610612763,32,39,2022-04-10T23:55:42Z,2350000,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M08.00S,2022-04-10T23:55:53.4Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630583,,,1610612763,32,39,2022-04-10T23:55:53Z,2360000,,,0,,MISS S. Aldama Free Throw 2 of 2,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,Missed,,,,,,,,,,,,,,,,
237,PT08M06.00S,2022-04-10T23:55:54.8Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,32,39,2022-04-10T23:55:54Z,2370000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,236.0,2.0,2.0,0.0,,,,,,,,,,,,
238,PT07M47.00S,2022-04-10T23:56:13.3Z,2,REGULAR,3pt,Jump Shot,[],1628401,24.917871222076215,82.59803921568627,1610612738,32,39,2022-04-10T23:56:18Z,2380000,-163.0,182.0,1,left,MISS D. White 24' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,24.41,Missed,,,,,,,,,,,,,,,,
239,PT07M45.00S,2022-04-10T23:56:15.3Z,2,REGULAR,rebound,offensive,[],1630202,,,1610612738,32,39,2022-04-10T23:56:18Z,2390000,,,0,,P. Pritchard REBOUND (Off:1 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,238.0,2.0,1.0,1.0,,,,,,,,,,,,
240,PT07M44.00S,2022-04-10T23:56:17.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'defensivegoaltending']",1630202,6.389618922470433,47.30392156862745,1610612738,32,41,2022-04-10T23:56:44Z,2400000,13.0,8.0,1,left,P. Pritchard putback Layup (8 PTS),[1630202],1610612738.0,BOS,putback,,,Pritchard,P. Pritchard,,,,,,,,1.55,Made,,,,,,,,,,8.0,,,,,,
241,PT07M44.00S,2022-04-10T23:56:21.6Z,2,REGULAR,violation,defensive goaltending,[],1630582,,,1610612738,32,41,2022-04-10T23:56:49Z,2410000,,,0,,Y. Pons defensive goaltending VIOLATION,[1630582],1610612763.0,MEM,,,,Pons,Y. Pons,,,,,,,,,,,,,,2882.0,,,,,,,,,,,
242,PT07M21.00S,2022-04-10T23:56:56.4Z,2,REGULAR,3pt,Jump Shot,[],203937,75.50919842312747,13.970588235294118,1610612763,32,41,2022-04-10T23:57:01Z,2420000,-180.0,178.0,1,right,MISS K. Anderson 25' 3PT,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,25.3,Missed,,,,,,,,,,,,,,,,
243,PT07M18.00S,2022-04-10T23:56:59.4Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,32,41,2022-04-10T23:57:01Z,2430000,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,242.0,1.0,1.0,0.0,,,,,,,,,,,,
244,PT07M05.00S,2022-04-10T23:57:11.7Z,2,REGULAR,3pt,Jump Shot,[],201143,14.536793692509855,94.36274509803921,1610612738,32,44,2022-04-10T23:57:16Z,2440000,-222.0,84.0,1,left,A. Horford 3PT  (11 PTS) (J. Brown 3 AST),"[201143, 1627759]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,23.72,Made,,,,,,,,,,11.0,J. Brown,1627759.0,3.0,,,
246,PT07M03.00S,2022-04-10T23:57:19.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,32,44,2022-04-10T23:57:19Z,2460000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M03.00S,2022-04-11T00:00:18.4Z,2,REGULAR,substitution,out,[],1630583,,,1610612763,32,44,2022-04-11T00:00:36Z,2470000,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M03.00S,2022-04-11T00:00:18.4Z,2,REGULAR,substitution,in,[],1630214,,,1610612763,32,44,2022-04-11T00:00:36Z,2480000,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M42.00S,2022-04-11T00:01:01.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203937,91.67214191852825,48.77450980392157,1610612763,34,44,2022-04-11T00:01:06Z,2490000,-6.0,26.0,1,right,K. Anderson driving finger roll Layup (12 PTS) (D. Melton 2 AST),"[203937, 1629001]",1610612763.0,MEM,driving finger roll,,,Anderson,K. Anderson,,,,,,,,2.65,Made,,,,,,,,,,12.0,D. Melton,1629001.0,2.0,,,
250,PT06M19.00S,2022-04-11T00:01:23.3Z,2,REGULAR,3pt,Jump Shot,[],1627759,28.203022339027594,75.98039215686273,1610612738,34,47,2022-04-11T00:01:28Z,2500000,-130.0,213.0,1,left,J. Brown 24' 3PT step back (8 PTS),[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,,,,24.91,Made,,,,,,,,,,8.0,,,,,,
251,PT06M11.00S,2022-04-11T00:01:31.0Z,2,REGULAR,2pt,Jump Shot,[],1630533,76.95466491458606,69.85294117647058,1610612763,34,47,2022-04-11T00:01:36Z,2510000,99.0,164.0,1,right,MISS Z. Williams 19' pullup Shot,[1630533],1610612763.0,MEM,pullup,,,Williams,Z. Williams,,,,,,,,19.18,Missed,,,,,,,,,,,,,,,,
252,PT06M08.00S,2022-04-11T00:01:34.0Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,34,47,2022-04-11T00:01:36Z,2520000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,251.0,3.0,3.0,0.0,,,,,,,,,,,,
253,PT06M04.00S,2022-04-11T00:01:39.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,32.933639947437584,14.950980392156863,1610612738,34,47,2022-04-11T00:01:47Z,2530000,175.0,257.0,1,left,MISS J. Brown 31' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,,,,31.11,Missed,,,,,,,,,,,,,,,,
254,PT05M59.00S,2022-04-11T00:01:44.7Z,2,REGULAR,rebound,defensive,[],203937,,,1610612763,34,47,2022-04-11T00:01:47Z,2540000,,,0,,K. Anderson REBOUND (Off:1 Def:3),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,253.0,4.0,3.0,1.0,,,,,,,,,,,,
255,PT05M50.00S,2022-04-11T00:01:52.2Z,2,REGULAR,3pt,Jump Shot,[],1630582,72.61826544021025,78.92156862745098,1610612763,34,47,2022-04-11T00:01:58Z,2550000,145.0,205.0,1,right,MISS Y. Pons 25' 3PT,[1630582],1610612763.0,MEM,,,,Pons,Y. Pons,,,,,,,,25.08,Missed,,,,,,,,,,,,,,,,
256,PT05M48.00S,2022-04-11T00:01:54.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,34,47,2022-04-11T00:01:58Z,2560000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,255.0,,,,,,,,,,,,,,,
257,PT05M48.00S,2022-04-11T00:01:57.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,34,47,2022-04-11T00:01:57Z,2570000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M48.00S,2022-04-11T00:02:03.9Z,2,REGULAR,substitution,out,[],203937,,,1610612738,34,47,2022-04-11T00:02:07Z,2580000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M48.00S,2022-04-11T00:02:03.9Z,2,REGULAR,substitution,in,[],1629723,,,1610612738,34,47,2022-04-11T00:02:07Z,2590000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M29.00S,2022-04-11T00:02:29.1Z,2,REGULAR,2pt,Jump Shot,[],1628369,21.107095926412615,42.8921568627451,1610612738,34,49,2022-04-11T00:02:41Z,2600000,36.0,146.0,1,left,J. Tatum 15' turnaround fadeaway Jump Shot (16 PTS),[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,,,,15.02,Made,,,,,,,,,,16.0,,,,,,
262,PT05M13.00S,2022-04-11T00:02:45.1Z,2,REGULAR,3pt,Jump Shot,[],1629001,85.80814717477004,96.83670343137256,1610612763,37,49,2022-04-11T00:03:08Z,2620000,234.0,81.0,1,right,D. Melton 24' 3PT  (10 PTS) (J. Konchar 5 AST),"[1629001, 1629723]",1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,24.78,Made,,,,,,,,,,10.0,J. Konchar,1629723.0,5.0,,,
264,PT04M52.00S,2022-04-11T00:03:07.6Z,2,REGULAR,turnover,lost ball,[],1628369,,,1610612738,37,49,2022-04-11T00:03:12Z,2640000,,,0,,J. Tatum lost ball TURNOVER (4 TO),"[1628369, 1630533]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,4.0,Williams,1630533.0,,,,,,,,,,,,,,,,,,
265,PT04M52.00S,2022-04-11T00:03:07.6Z,2,REGULAR,steal,,[],1630533,,,1610612763,37,49,2022-04-11T00:03:09Z,2650000,,,0,,Z. Williams STEAL (1 STL),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M52.00S,2022-04-11T00:03:10.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612763,37,49,2022-04-11T00:03:40Z,2660000,,,0,,J. Tatum take personal FOUL (1 PF) (Konchar 2 FT),"[1628369, 1629723]",1610612738.0,BOS,take,,,Tatum,J. Tatum,,,,,,,,,,,,,,2882.0,1.0,0.0,Konchar,1629723.0,,,,,,,
268,PT04M52.00S,2022-04-11T00:03:41.7Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629723,,,1610612763,37,49,2022-04-11T00:03:41Z,2680000,,,0,,MISS J. Konchar Free Throw 1 of 2,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,Missed,,,,,,,,,,,,,,,,
269,PT04M52.00S,2022-04-11T00:03:41.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,37,49,2022-04-11T00:03:41Z,2690000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,268.0,,,,,,,,,,,,,,,
