actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
178,PT12M00.00S,2025-12-30T00:40:14.2Z,2,REGULAR,substitution,in,['startperiod'],1630163,,,1610612766,26,25,2025-12-30T00:40:59Z,1780000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2025-12-30T00:41:02.3Z,2,REGULAR,period,start,[],0,,,1610612749,26,25,2025-12-30T00:41:02Z,1790000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT11M40.00S,2025-12-30T00:41:22.3Z,2,REGULAR,3pt,Jump Shot,[],1628398,31.61957950065703,39.21568627450981,1610612749,26,25,2025-12-30T00:41:26Z,1800000,False,54.0,245.0,1,left,MISS K. Kuzma 25' 3PT,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,25.06,Missed,,,,,,,,,,,,,,,,,,
181,PT11M36.00S,2025-12-30T00:41:26.3Z,2,REGULAR,rebound,defensive,[],1642275,,,1610612766,26,25,2025-12-30T00:41:26Z,1810000,False,,,0,,T. Salaün REBOUND (Off:0 Def:6),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Above the Break 3,24+ Center,,,180.0,,,6.0,6.0,0.0,,,,,,,,,,,,
182,PT11M29.00S,2025-12-30T00:41:32.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630163,66.44218134034165,40.68627450980392,1610612766,26,25,2025-12-30T00:50:21Z,1820000,False,-47.0,263.0,1,right,MISS L. Ball 26' running pullup 3PT,[1630163],1610612766.0,CHA,running pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,26.7,Missed,,,,,,,,,,,,,,,,,,
183,PT11M25.00S,2025-12-30T00:41:36.2Z,2,REGULAR,rebound,defensive,[],1629645,,,1610612749,26,25,2025-12-30T00:50:21Z,1830000,False,,,0,,K. Porter Jr. REBOUND (Off:1 Def:1),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Center,,,182.0,,,2.0,1.0,1.0,,,,,,,,,,,,
184,PT11M21.00S,2025-12-30T00:41:40.5Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1629645,22.552562417871222,29.166666666666668,1610612749,26,27,2025-12-30T00:41:48Z,1840000,False,104.0,159.0,1,left,K. Porter Jr. 19' running pullup Jump Shot (7 PTS),[1629645],1610612749.0,MIL,running pullup,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Right Center,19.05,Made,,,,,,,7.0,,,,,,,,,,,
185,PT11M09.00S,2025-12-30T00:41:52.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,92.06636005256242,46.32352941176471,1610612766,26,27,2025-12-30T00:41:56Z,1850000,False,-18.0,22.0,1,right,MISS L. Ball driving Layup,[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,2.88,Missed,,,,,,,,,,,,,,,,,,
186,PT11M06.00S,2025-12-30T00:41:55.8Z,2,REGULAR,rebound,defensive,[],1629645,,,1610612749,26,27,2025-12-30T00:41:56Z,1860000,False,,,0,,K. Porter Jr. REBOUND (Off:1 Def:2),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,185.0,,,3.0,2.0,1.0,,,,,,,,,,,,
187,PT11M01.00S,2025-12-30T00:42:00.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628398,6.652431011826544,46.07843137254902,1610612749,26,29,2025-12-30T00:42:11Z,1870000,False,20.0,10.0,1,left,K. Kuzma running Layup (4 PTS) (K. Porter Jr. 2 AST),"[1628398, 1629645]",1610612749.0,MIL,running,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,2.2,Made,,,,,,,4.0,K. Porter Jr.,1629645.0,2.0,,,,,,,,
189,PT10M44.00S,2025-12-30T00:42:17.5Z,2,REGULAR,3pt,Jump Shot,[],1641706,63.288436268068324,58.82352941176471,1610612766,26,29,2025-12-30T00:42:25Z,1890000,False,44.0,293.0,1,right,MISS B. Miller 29' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,29.59,Missed,,,,,,,,,,,,,,,,,,
190,PT10M41.00S,2025-12-30T00:42:20.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612749,26,29,2025-12-30T00:42:25Z,1900000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Center,,,189.0,,,,,,,,,,,,,,,,,
192,PT10M41.00S,2025-12-30T00:42:26.9Z,2,REGULAR,substitution,out,[],1628398,,,1610612749,26,29,2025-12-30T00:42:37Z,1920000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT10M41.00S,2025-12-30T00:42:26.9Z,2,REGULAR,substitution,in,[],203507,,,1610612749,26,29,2025-12-30T00:42:37Z,1930000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT10M29.00S,2025-12-30T00:42:57.7Z,2,REGULAR,3pt,Jump Shot,[],203914,6.783837056504599,95.83333333333334,1610612749,26,29,2025-12-30T00:43:04Z,1940000,False,-229.0,11.0,1,left,MISS G. Harris 3PT,[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,Left Corner 3,24+ Left,22.95,Missed,,,,,,,,,,,,,,,,,,
195,PT10M27.00S,2025-12-30T00:42:59.7Z,2,REGULAR,rebound,defensive,[],1642883,,,1610612766,26,29,2025-12-30T00:43:04Z,1950000,False,,,0,,S. James REBOUND (Off:1 Def:2),[1642883],1610612766.0,CHA,,,,James,S. James,,,,,Left Corner 3,24+ Left,,,194.0,,,3.0,2.0,1.0,,,,,,,,,,,,
196,PT10M15.00S,2025-12-30T00:43:14.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1641706,89.96386333771353,43.872549019607845,1610612766,28,29,2025-12-30T00:43:21Z,1960000,False,-31.0,42.0,1,right,B. Miller turnaround bank Hook (8 PTS) (L. Ball 2 AST),"[1641706, 1630163]",1610612766.0,CHA,turnaround bank,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,5.18,Made,,,,,,,8.0,L. Ball,1630163.0,2.0,,,,,,,,
198,PT10M15.00S,2025-12-30T00:43:18.2Z,2,REGULAR,foul,personal,['1freethrow'],203507,,,1610612766,28,29,2025-12-30T00:43:34Z,1980000,False,,,0,,G. Antetokounmpo shooting personal FOUL (1 PF) (Miller 1 FT),"[203507, 1641706]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2004.0,1.0,0.0,Miller,1641706.0,,,
200,PT10M15.00S,2025-12-30T00:43:36.1Z,2,REGULAR,substitution,out,[],1642883,,,1610612766,28,29,2025-12-30T00:43:40Z,2000000,False,,,0,,SUB out: S. James,[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT10M15.00S,2025-12-30T00:43:36.1Z,2,REGULAR,substitution,in,[],1642862,,,1610612766,28,29,2025-12-30T00:43:40Z,2010000,False,,,0,,SUB in: L. McNeeley,[1642862],1610612766.0,CHA,,,,McNeeley,L. McNeeley,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT10M15.00S,2025-12-30T00:43:48.0Z,2,REGULAR,freethrow,1 of 1,[],1641706,,,1610612766,29,29,2025-12-30T00:43:48Z,2020000,False,,,0,,B. Miller Free Throw 1 of 1 (9 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
203,PT10M04.00S,2025-12-30T00:44:00.9Z,2,REGULAR,turnover,lost ball,[],1629645,,,1610612749,29,29,2025-12-30T00:44:05Z,2030000,False,,,0,,K. Porter Jr. lost ball TURNOVER (1 TO),"[1629645, 1642275]",1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Salaün,1642275.0
204,PT10M04.00S,2025-12-30T00:44:00.9Z,2,REGULAR,steal,,[],1642275,,,1610612766,29,29,2025-12-30T00:44:02Z,2040000,False,,,0,,T. Salaün STEAL (1 STL),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
205,PT10M00.00S,2025-12-30T00:44:05.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631217,92.32917214191852,49.26470588235294,1610612766,31,29,2025-12-30T00:44:12Z,2050000,False,-4.0,20.0,1,right,M. Diabaté running DUNK (2 PTS) (T. Salaün 1 AST),"[1631217, 1642275]",1610612766.0,CHA,running,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,1.99,Made,,,,,,,2.0,T. Salaün,1642275.0,1.0,,,,,,,,
207,PT10M00.00S,2025-12-30T00:44:12.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,31,29,2025-12-30T00:44:12Z,2070000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT10M00.00S,2025-12-30T00:44:13.7Z,2,REGULAR,substitution,out,[],1641706,,,1610612749,31,29,2025-12-30T00:47:01Z,2080000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT10M00.00S,2025-12-30T00:44:13.7Z,2,REGULAR,substitution,out,[],1629018,,,1610612749,31,29,2025-12-30T00:47:01Z,2090000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT10M00.00S,2025-12-30T00:44:13.7Z,2,REGULAR,substitution,in,[],1629012,,,1610612749,31,29,2025-12-30T00:47:01Z,2100000,False,,,0,,SUB in: C. Sexton,[1629012],1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT10M00.00S,2025-12-30T00:44:13.7Z,2,REGULAR,substitution,in,[],1631260,,,1610612749,31,29,2025-12-30T00:47:01Z,2110000,False,,,0,,SUB in: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M38.00S,2025-12-30T00:47:30.4Z,2,REGULAR,3pt,Jump Shot,[],1626171,8.492115637319317,94.85294117647058,1610612749,31,32,2025-12-30T00:47:35Z,2120000,False,-224.0,27.0,1,left,B. Portis 3PT  (7 PTS) (A. Green 1 AST),"[1626171, 1631260]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Left Corner 3,24+ Left,22.6,Made,,,,,,,7.0,A. Green,1631260.0,1.0,,,,,,,,
214,PT09M21.00S,2025-12-30T00:47:48.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,87.86136662286465,41.911764705882355,1610612766,33,32,2025-12-30T00:47:51Z,2140000,False,-40.0,62.0,1,right,C. Sexton 7' driving Layup (4 PTS) (L. Ball 3 AST),"[1629012, 1630163]",1610612766.0,CHA,driving,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,7.37,Made,,,,,,,4.0,L. Ball,1630163.0,3.0,,,,,,,,
216,PT09M14.00S,2025-12-30T00:48:01.0Z,2,REGULAR,foul,personal,[],1642275,,,1610612749,33,32,2025-12-30T00:48:17Z,2160000,False,,,0,,T. Salaün personal FOUL (1 PF),"[1642275, 203507]",1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2004.0,1.0,0.0,Antetokounmpo,203507.0,,,
218,PT09M14.00S,2025-12-30T00:48:17.0Z,2,REGULAR,substitution,out,[],1642275,,,1610612749,33,32,2025-12-30T00:48:22Z,2180000,False,,,0,,SUB out: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT09M14.00S,2025-12-30T00:48:17.0Z,2,REGULAR,substitution,in,[],1641790,,,1610612749,33,32,2025-12-30T00:48:22Z,2190000,False,,,0,,SUB in: P. Hall,[1641790],1610612766.0,CHA,,,,Hall,P. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT09M08.00S,2025-12-30T00:48:29.3Z,2,REGULAR,3pt,Jump Shot,[],1626171,31.882391590013142,39.950980392156865,1610612749,33,35,2025-12-30T00:48:33Z,2200000,False,50.0,247.0,1,left,B. Portis 25' 3PT  (10 PTS) (G. Antetokounmpo 3 AST),"[1626171, 203507]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,25.22,Made,,,,,,,10.0,G. Antetokounmpo,203507.0,3.0,,,,,,,,
222,PT08M52.00S,2025-12-30T00:48:44.6Z,2,REGULAR,turnover,bad pass,[],1630163,,,1610612766,33,35,2025-12-30T00:48:49Z,2220000,False,,,0,,L. Ball bad pass TURNOVER (1 TO),"[1630163, 1629645]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Porter Jr.,1629645.0
223,PT08M52.00S,2025-12-30T00:48:44.6Z,2,REGULAR,steal,,[],1629645,,,1610612749,33,35,2025-12-30T00:48:46Z,2230000,False,,,0,,K. Porter Jr. STEAL (1 STL),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
224,PT08M48.00S,2025-12-30T00:48:50.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203507,6.258212877792378,50.0,1610612749,33,37,2025-12-30T00:48:56Z,2240000,False,0.0,6.0,1,left,G. Antetokounmpo running Layup (6 PTS) (K. Porter Jr. 3 AST),"[203507, 1629645]",1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.63,Made,,,,,,,6.0,K. Porter Jr.,1629645.0,3.0,,,,,,,,
225,PT08M48.00S,2025-12-30T00:48:54.9Z,2,REGULAR,foul,personal,['1freethrow'],1642862,,,1610612749,33,37,2025-12-30T00:49:09Z,2250000,False,,,0,,L. McNeeley shooting personal FOUL (1 PF) (Antetokounmpo 1 FT),"[1642862, 203507]",1610612766.0,CHA,shooting,,,McNeeley,L. McNeeley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1201.0,1.0,0.0,Antetokounmpo,203507.0,,,
228,PT08M48.00S,2025-12-30T00:49:31.7Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",203507,,,1610612749,33,38,2025-12-30T00:49:31Z,2270000,False,,,0,,G. Antetokounmpo Free Throw 1 of 1 (7 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
229,PT08M21.00S,2025-12-30T00:50:02.4Z,2,REGULAR,3pt,Jump Shot,[],1629012,76.82325886990802,88.48039215686273,1610612766,36,38,2025-12-30T00:50:07Z,2280000,False,192.0,165.0,1,right,C. Sexton 25' 3PT pullup (7 PTS) (L. Ball 4 AST),"[1629012, 1630163]",1610612766.0,CHA,pullup,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Right Center,25.37,Made,,,,,,,7.0,L. Ball,1630163.0,4.0,,,,,,,,
230,PT08M12.00S,2025-12-30T00:50:11.5Z,2,REGULAR,3pt,Jump Shot,[],1626171,26.363337713534822,17.892156862745097,1610612749,36,38,2025-12-30T00:50:15Z,2290000,False,161.0,195.0,1,left,MISS B. Portis 25' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Right Center,25.28,Missed,,,,,,,,,,,,,,,,,,
231,PT08M09.00S,2025-12-30T00:50:14.5Z,2,REGULAR,rebound,defensive,[],1631217,,,1610612766,36,38,2025-12-30T00:50:15Z,2300000,False,,,0,,M. Diabaté REBOUND (Off:0 Def:1),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Above the Break 3,24+ Right Center,,,230.0,,,1.0,1.0,0.0,,,,,,,,,,,,
232,PT08M05.00S,2025-12-30T00:50:21.4Z,2,REGULAR,foul,personal,['2freethrow'],1626171,,,1610612766,36,38,2025-12-30T00:50:30Z,2310000,False,,,0,,B. Portis shooting personal FOUL (2 PF) (Hall 2 FT),"[1626171, 1641790]",1610612749.0,MIL,shooting,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1201.0,2.0,0.0,Hall,1641790.0,,,
234,PT08M05.00S,2025-12-30T00:51:01.1Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1641790,,,1610612766,36,38,2025-12-30T00:51:01Z,2330000,False,,,0,,MISS P. Hall Free Throw 1 of 2,[1641790],1610612766.0,CHA,,,,Hall,P. Hall,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
235,PT08M05.00S,2025-12-30T00:51:01.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,36,38,2025-12-30T00:51:01Z,2340000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,234.0,,,,,,,,,,,,,,,,,
236,PT08M05.00S,2025-12-30T00:51:17.9Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1641790,,,1610612766,37,38,2025-12-30T00:51:17Z,2350000,False,,,0,,P. Hall Free Throw 2 of 2 (3 PTS),[1641790],1610612766.0,CHA,,,,Hall,P. Hall,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
237,PT07M46.00S,2025-12-30T00:51:36.8Z,2,REGULAR,3pt,Jump Shot,[],203914,7.966491458607096,95.09803921568627,1610612749,37,41,2025-12-30T00:51:42Z,2360000,False,-225.0,22.0,1,left,G. Harris 3PT  (3 PTS) (K. Porter Jr. 4 AST),"[203914, 1629645]",1610612749.0,MIL,,,,Harris,G. Harris,,,,,Left Corner 3,24+ Left,22.66,Made,,,,,,,3.0,K. Porter Jr.,1629645.0,4.0,,,,,,,,
239,PT07M35.00S,2025-12-30T00:51:48.2Z,2,REGULAR,3pt,Jump Shot,[],1630163,75.1149802890933,85.29411764705883,1610612766,40,41,2025-12-30T03:39:25Z,2380000,False,176.0,181.0,1,right,L. Ball 25' 3PT pullup (11 PTS) (C. Sexton 3 AST),"[1630163, 1629012]",1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,25.31,Made,,,,,,,11.0,C. Sexton,1629012.0,3.0,,,,,,,,
241,PT07M23.00S,2025-12-30T00:52:06.4Z,2,REGULAR,foul,personal,[],1642862,,,1610612749,40,41,2025-12-30T00:52:15Z,2400000,False,,,0,,L. McNeeley personal FOUL (2 PF),"[1642862, 1631260]",1610612766.0,CHA,,,,McNeeley,L. McNeeley,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1151.0,2.0,0.0,Green,1631260.0,,,
243,PT07M23.00S,2025-12-30T00:52:14.6Z,2,REGULAR,substitution,out,[],1626171,,,1610612749,40,41,2025-12-30T00:52:21Z,2420000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M23.00S,2025-12-30T00:52:14.6Z,2,REGULAR,substitution,out,[],203914,,,1610612749,40,41,2025-12-30T00:52:21Z,2430000,False,,,0,,SUB out: G. Harris,[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M23.00S,2025-12-30T00:52:14.6Z,2,REGULAR,substitution,in,[],1626167,,,1610612749,40,41,2025-12-30T00:52:21Z,2440000,False,,,0,,SUB in: M. Turner,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M23.00S,2025-12-30T00:52:14.6Z,2,REGULAR,substitution,in,[],1631157,,,1610612749,40,41,2025-12-30T00:52:21Z,2450000,False,,,0,,SUB in: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M20.00S,2025-12-30T00:52:38.8Z,2,REGULAR,turnover,double dribble,[],203507,,,1610612749,40,41,2025-12-30T00:52:46Z,2460000,False,,,0,,G. Antetokounmpo double dribble TURNOVER (1 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1201.0,,,,,1.0,,
248,PT07M04.00S,2025-12-30T00:53:09.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629012,66.96780551905388,64.95098039215686,1610612766,43,41,2025-12-30T00:53:14Z,2470000,False,75.0,258.0,1,right,C. Sexton 26' 3PT  (10 PTS) (L. Ball 5 AST),"[1629012, 1630163]",1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,26.86,Made,,,,,,,10.0,L. Ball,1630163.0,5.0,,,,,,,,
250,PT06M50.00S,2025-12-30T00:53:24.0Z,2,REGULAR,turnover,bad pass,[],1631157,,,1610612749,43,41,2025-12-30T00:53:29Z,2490000,False,,,0,,R. Rollins bad pass TURNOVER (3 TO),"[1631157, 1631217]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,3.0,Diabaté,1631217.0
251,PT06M50.00S,2025-12-30T00:53:24.0Z,2,REGULAR,steal,,[],1631217,,,1610612766,43,41,2025-12-30T00:53:26Z,2500000,False,,,0,,M. Diabaté STEAL (2 STL),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
252,PT06M47.00S,2025-12-30T00:53:32.9Z,2,REGULAR,foul,personal,['2freethrow'],203507,,,1610612766,43,41,2025-12-30T00:53:40Z,2510000,False,,,0,,G. Antetokounmpo shooting personal FOUL (2 PF) (Diabaté 2 FT),"[203507, 1631217]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1151.0,2.0,0.0,Diabaté,1631217.0,,,
254,PT06M47.00S,2025-12-30T00:53:52.4Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631217,,,1610612766,44,41,2025-12-30T00:53:52Z,2530000,False,,,0,,M. Diabaté Free Throw 1 of 2 (3 PTS),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
255,PT06M47.00S,2025-12-30T00:53:54.6Z,2,REGULAR,substitution,out,[],1630163,,,1610612766,44,41,2025-12-30T00:54:00Z,2540000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M47.00S,2025-12-30T00:53:54.6Z,2,REGULAR,substitution,in,[],1641706,,,1610612766,44,41,2025-12-30T00:54:00Z,2550000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M47.00S,2025-12-30T00:54:09.4Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1631217,,,1610612766,45,41,2025-12-30T00:54:09Z,2560000,False,,,0,,M. Diabaté Free Throw 2 of 2 (4 PTS),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
258,PT06M27.00S,2025-12-30T00:54:31.6Z,2,REGULAR,3pt,Jump Shot,[],1631260,30.436925098554536,72.79411764705883,1610612749,45,41,2025-12-30T00:54:35Z,2570000,False,-114.0,234.0,1,left,MISS A. Green 25' 3PT,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Left Center,25.99,Missed,,,,,,,,,,,,,,,,,,
259,PT06M24.00S,2025-12-30T00:54:34.6Z,2,REGULAR,rebound,defensive,[],1642862,,,1610612766,45,41,2025-12-30T00:54:35Z,2580000,False,,,0,,L. McNeeley REBOUND (Off:0 Def:1),[1642862],1610612766.0,CHA,,,,McNeeley,L. McNeeley,,,,,Above the Break 3,24+ Left Center,,,258.0,,,1.0,1.0,0.0,,,,,,,,,,,,
260,PT06M08.00S,2025-12-30T00:54:50.3Z,2,REGULAR,3pt,Jump Shot,[],1629012,69.59592641261499,74.01960784313727,1610612766,48,41,2025-12-30T00:54:53Z,2590000,False,120.0,233.0,1,right,C. Sexton 26' 3PT  (13 PTS) (B. Miller 3 AST),"[1629012, 1641706]",1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Right Center,26.24,Made,,,,,,,13.0,B. Miller,1641706.0,3.0,,,,,,,,
262,PT06M08.00S,2025-12-30T00:55:01.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,48,41,2025-12-30T00:55:01Z,2610000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M08.00S,2025-12-30T00:55:08.3Z,2,REGULAR,substitution,out,[],1631217,,,1610612749,48,41,2025-12-30T00:57:50Z,2620000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M08.00S,2025-12-30T00:55:08.3Z,2,REGULAR,substitution,out,[],1642862,,,1610612749,48,41,2025-12-30T00:57:50Z,2630000,False,,,0,,SUB out: L. McNeeley,[1642862],1610612766.0,CHA,,,,McNeeley,L. McNeeley,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M08.00S,2025-12-30T00:55:08.3Z,2,REGULAR,substitution,in,[],1642275,,,1610612749,48,41,2025-12-30T00:57:50Z,2640000,False,,,0,,SUB in: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT06M08.00S,2025-12-30T00:55:08.3Z,2,REGULAR,substitution,in,[],1630182,,,1610612749,48,41,2025-12-30T00:57:50Z,2650000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
