actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
439,PT05M45.00S,2025-12-30T01:38:40.6Z,3,REGULAR,3pt,Jump Shot,[],1626167,91.5407358738502,95.58823529411765,1610612749,79,81,2025-12-30T01:38:44Z,4350000,False,228.0,27.0,1,right,M. Turner 3PT  (17 PTS) (K. Porter Jr. 8 AST),"[1626167, 1629645]",1610612749.0,MIL,,,,Turner,M. Turner,,,,,Right Corner 3,24+ Right,22.95,Made,,,,,,,17.0,K. Porter Jr.,1629645.0,8.0,,,,,,,,
441,PT05M22.00S,2025-12-30T01:39:03.9Z,3,REGULAR,3pt,Jump Shot,[],1630182,7.5722733245729295,94.85294117647058,1610612766,79,81,2025-12-30T01:39:07Z,4370000,False,-224.0,19.0,1,left,MISS J. Green 3PT,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,22.51,Missed,,,,,,,,,,,,,,,,,,
442,PT05M19.00S,2025-12-30T01:39:06.9Z,3,REGULAR,rebound,defensive,[],1631157,,,1610612749,79,81,2025-12-30T01:39:07Z,4380000,False,,,0,,R. Rollins REBOUND (Off:0 Def:3),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Left Corner 3,24+ Left,,,441.0,,,3.0,3.0,0.0,,,,,,,,,,,,
443,PT05M11.00S,2025-12-30T01:39:18.9Z,3,REGULAR,foul,personal,['2freethrow'],1641790,,,1610612749,79,81,2025-12-30T01:39:26Z,4390000,False,,,0,,P. Hall shooting personal FOUL (1 PF) (Turner 2 FT),"[1641790, 1626167]",1610612766.0,CHA,shooting,,,Hall,P. Hall,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1151.0,1.0,0.0,Turner,1626167.0,,,
445,PT05M11.00S,2025-12-30T01:39:49.9Z,3,REGULAR,freethrow,1 of 2,[],1626167,,,1610612749,79,82,2025-12-30T01:39:49Z,4410000,False,,,0,,M. Turner Free Throw 1 of 2 (18 PTS),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,Made,,,,,,,18.0,,,,,,,,,,,
446,PT05M11.00S,2025-12-30T01:39:51.9Z,3,REGULAR,substitution,out,[],1642883,,,1610612749,79,82,2025-12-30T01:40:03Z,4420000,False,,,0,,SUB out: S. James,[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT05M11.00S,2025-12-30T01:39:51.9Z,3,REGULAR,substitution,out,[],1629645,,,1610612749,79,82,2025-12-30T01:40:03Z,4430000,False,,,0,,SUB out: K. Porter Jr.,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT05M11.00S,2025-12-30T01:39:51.9Z,3,REGULAR,substitution,in,[],1642862,,,1610612749,79,82,2025-12-30T01:40:03Z,4440000,False,,,0,,SUB in: L. McNeeley,[1642862],1610612766.0,CHA,,,,McNeeley,L. McNeeley,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT05M11.00S,2025-12-30T01:39:51.9Z,3,REGULAR,substitution,in,[],1629018,,,1610612749,79,82,2025-12-30T01:40:03Z,4450000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT05M11.00S,2025-12-30T01:40:16.3Z,3,REGULAR,freethrow,2 of 2,[],1626167,,,1610612749,79,83,2025-12-30T01:40:16Z,4460000,False,,,0,,M. Turner Free Throw 2 of 2 (19 PTS),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,Made,,,,,,,19.0,,,,,,,,,,,
451,PT04M58.00S,2025-12-30T01:40:37.7Z,3,REGULAR,foul,personal,[],1629018,,,1610612766,79,83,2025-12-30T01:41:13Z,4470000,False,,,0,,G. Trent Jr. personal FOUL (1 PF),"[1629018, 1641706]",1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,2004.0,1.0,0.0,Miller,1641706.0,,,
453,PT04M58.00S,2025-12-30T01:40:50.9Z,3,REGULAR,substitution,out,[],1631260,,,1610612766,79,83,2025-12-30T01:40:56Z,4490000,False,,,0,,SUB out: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT04M58.00S,2025-12-30T01:40:50.9Z,3,REGULAR,substitution,in,[],1626171,,,1610612766,79,83,2025-12-30T01:40:56Z,4500000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT04M47.00S,2025-12-30T01:41:09.1Z,3,REGULAR,3pt,Jump Shot,[],1629012,31.488173455978973,60.5392156862745,1610612766,79,83,2025-12-30T01:41:16Z,4510000,False,-53.0,243.0,1,left,MISS C. Sexton 24' 3PT,[1629012],1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,24.91,Missed,,,,,,,,,,,,,,,,,,
456,PT04M43.00S,2025-12-30T01:41:12.9Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612749,79,83,2025-12-30T01:41:12Z,4520000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,,,455.0,,,2.0,2.0,0.0,,,,,,,,,,,,
457,PT04M34.00S,2025-12-30T01:41:22.1Z,3,REGULAR,3pt,Jump Shot,[],1626167,66.5735873850197,61.274509803921575,1610612749,79,83,2025-12-30T01:41:26Z,4530000,False,56.0,262.0,1,right,MISS M. Turner 26' 3PT,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,26.77,Missed,,,,,,,,,,,,,,,,,,
458,PT04M30.00S,2025-12-30T01:41:26.1Z,3,REGULAR,rebound,defensive,[],1630182,,,1610612766,79,83,2025-12-30T01:41:26Z,4540000,False,,,0,,J. Green REBOUND (Off:1 Def:1),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,457.0,,,2.0,1.0,1.0,,,,,,,,,,,,
459,PT04M23.00S,2025-12-30T01:41:32.6Z,3,REGULAR,3pt,Jump Shot,[],1642862,32.40801576872536,24.264705882352942,1610612766,79,83,2025-12-30T01:41:41Z,4550000,False,129.0,252.0,1,left,MISS L. McNeeley 28' 3PT,[1642862],1610612766.0,CHA,,,,McNeeley,L. McNeeley,,,,,Above the Break 3,24+ Right Center,28.31,Missed,,,,,,,,,,,,,,,,,,
460,PT04M20.00S,2025-12-30T01:41:35.6Z,3,REGULAR,rebound,offensive,[],1642862,,,1610612766,79,83,2025-12-30T02:01:13Z,4560000,False,,,0,,L. McNeeley REBOUND (Off:1 Def:1),[1642862],1610612766.0,CHA,,,,McNeeley,L. McNeeley,,,,,Above the Break 3,24+ Right Center,,,459.0,,,2.0,1.0,1.0,,,,,,,,,,,,
461,PT04M16.00S,2025-12-30T01:41:39.7Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1629012,7.5722733245729295,67.40196078431373,1610612766,79,83,2025-12-30T01:41:45Z,4570000,False,-87.0,19.0,1,left,MISS C. Sexton 8' driving floating Shot,[1629012],1610612766.0,CHA,driving floating,,,Sexton,C. Sexton,,,,,Mid-Range,8-16 Left,8.9,Missed,,,,,,,,,,,,,,,,,,
462,PT04M16.00S,2025-12-30T01:41:39.7Z,3,REGULAR,rebound,offensive,[],1641790,,,1610612766,79,83,2025-12-30T01:41:45Z,4580000,False,,,0,,P. Hall REBOUND (Off:1 Def:1),[1641790],1610612766.0,CHA,,,,Hall,P. Hall,,,,,Mid-Range,8-16 Left,,,461.0,,,2.0,1.0,1.0,,,,,,,,,,,,
463,PT04M10.00S,2025-12-30T01:41:45.3Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1641790,5.590000152587891,50.0,1610612766,79,83,2025-12-30T01:41:51Z,4590000,False,0.0,0.0,1,left,MISS P. Hall tip DUNK,[1641790],1610612766.0,CHA,tip,,,Hall,P. Hall,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
464,PT04M10.00S,2025-12-30T01:41:45.3Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612749,79,83,2025-12-30T01:41:51Z,4600000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:3),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,463.0,,,3.0,3.0,0.0,,,,,,,,,,,,
465,PT04M05.00S,2025-12-30T01:41:50.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,90.3580814717477,95.09803921568627,1610612749,79,86,2025-12-30T01:41:55Z,4610000,False,225.0,38.0,1,right,G. Trent Jr. 3PT running (9 PTS) (K. Kuzma 1 AST),"[1629018, 1628398]",1610612749.0,MIL,running,,,Trent Jr.,G. Trent Jr.,,,,,Right Corner 3,24+ Right,22.87,Made,,,,,,,9.0,K. Kuzma,1628398.0,1.0,,,,,,,,
467,PT03M56.00S,2025-12-30T01:41:59.6Z,3,REGULAR,3pt,Jump Shot,[],1642862,30.17411300919842,76.47058823529412,1610612766,82,86,2025-12-30T01:42:03Z,4630000,False,-132.0,231.0,1,left,L. McNeeley 26' 3PT  (3 PTS) (C. Sexton 7 AST),"[1642862, 1629012]",1610612766.0,CHA,,,,McNeeley,L. McNeeley,,,,,Above the Break 3,24+ Left Center,26.63,Made,,,,,,,3.0,C. Sexton,1629012.0,7.0,,,,,,,,
469,PT03M48.00S,2025-12-30T01:42:17.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641706,,,1610612749,82,86,2025-12-30T01:42:27Z,4650000,False,,,0,,B. Miller shooting personal FOUL (2 PF) (Rollins 2 FT),"[1641706, 1631157]",1610612766.0,CHA,shooting,,,Miller,B. Miller,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,2004.0,2.0,0.0,Rollins,1631157.0,,,
471,PT03M48.00S,2025-12-30T01:42:39.8Z,3,REGULAR,freethrow,1 of 2,[],1631157,,,1610612749,82,86,2025-12-30T01:42:39Z,4670000,False,,,0,,MISS R. Rollins Free Throw 1 of 2,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
472,PT03M48.00S,2025-12-30T01:42:39.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,82,86,2025-12-30T01:42:39Z,4680000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,471.0,,,,,,,,,,,,,,,,,
473,PT03M48.00S,2025-12-30T01:42:58.7Z,3,REGULAR,freethrow,2 of 2,[],1631157,,,1610612749,82,87,2025-12-30T01:42:58Z,4690000,False,,,0,,R. Rollins Free Throw 2 of 2 (13 PTS),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
474,PT03M28.00S,2025-12-30T01:43:20.8Z,3,REGULAR,3pt,Jump Shot,[],1630182,8.492115637319317,94.6078431372549,1610612766,82,87,2025-12-30T01:43:24Z,4700000,False,-223.0,27.0,1,left,MISS J. Green 3PT,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,22.47,Missed,,,,,,,,,,,,,,,,,,
475,PT03M25.00S,2025-12-30T01:43:23.8Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612749,82,87,2025-12-30T01:43:23Z,4710000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:4),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,,,474.0,,,4.0,4.0,0.0,,,,,,,,,,,,
476,PT03M18.00S,2025-12-30T01:43:31.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631157,91.01511169513797,45.09803921568628,1610612749,82,87,2025-12-30T01:43:35Z,4720000,False,-25.0,32.0,1,right,MISS R. Rollins driving Layup,[1631157],1610612749.0,MIL,driving,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,4.03,Missed,,,,,,,,,,,,,,,,,,
477,PT03M15.00S,2025-12-30T01:43:34.0Z,3,REGULAR,rebound,defensive,[],1642862,,,1610612766,82,87,2025-12-30T01:43:34Z,4730000,False,,,0,,L. McNeeley REBOUND (Off:1 Def:2),[1642862],1610612766.0,CHA,,,,McNeeley,L. McNeeley,,,,,Restricted Area,0-8 Center,,,476.0,,,3.0,2.0,1.0,,,,,,,,,,,,
478,PT03M08.00S,2025-12-30T01:43:41.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1642862,8.09789750328515,3.1862745098039214,1610612766,82,87,2025-12-30T01:52:51Z,4740000,False,234.0,24.0,1,left,MISS L. McNeeley running 3PT,[1642862],1610612766.0,CHA,running,,,McNeeley,L. McNeeley,,,,,Right Corner 3,24+ Right,23.53,Missed,,,,,,,,,,,,,,,,,,
479,PT03M08.00S,2025-12-30T01:43:41.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612766,82,87,2025-12-30T01:43:46Z,4750000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Right Corner 3,24+ Right,,,478.0,,,,,,,,,,,,,,,,,
481,PT03M08.00S,2025-12-30T01:43:53.7Z,3,REGULAR,substitution,out,[],1626167,,,1610612766,82,87,2025-12-30T01:44:05Z,4770000,False,,,0,,SUB out: M. Turner,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT03M08.00S,2025-12-30T01:43:53.7Z,3,REGULAR,substitution,out,[],1631157,,,1610612766,82,87,2025-12-30T01:44:05Z,4780000,False,,,0,,SUB out: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT03M08.00S,2025-12-30T01:43:53.7Z,3,REGULAR,substitution,in,[],1629645,,,1610612766,82,87,2025-12-30T01:44:05Z,4790000,False,,,0,,SUB in: K. Porter Jr.,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT03M08.00S,2025-12-30T01:43:53.7Z,3,REGULAR,substitution,in,[],203914,,,1610612766,82,87,2025-12-30T01:44:05Z,4800000,False,,,0,,SUB in: G. Harris,[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT02M59.00S,2025-12-30T01:44:13.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629012,13.354139290407357,48.03921568627451,1610612766,84,87,2025-12-30T01:44:18Z,4810000,False,10.0,73.0,1,left,C. Sexton 7' floating Jump Shot (15 PTS) (J. Green 1 AST),"[1629012, 1630182]",1610612766.0,CHA,floating,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,7.37,Made,,,,,,,15.0,J. Green,1630182.0,1.0,,,,,,,,
487,PT02M42.00S,2025-12-30T01:44:30.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,87.46714848883047,46.81372549019608,1610612749,84,89,2025-12-30T01:44:34Z,4830000,False,-16.0,65.0,1,right,B. Portis 6' floating Jump Shot (12 PTS) (K. Porter Jr. 9 AST),"[1626171, 1629645]",1610612749.0,MIL,floating,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,6.72,Made,,,,,,,12.0,K. Porter Jr.,1629645.0,9.0,,,,,,,,
489,PT02M19.00S,2025-12-30T01:44:52.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642862,6.258212877792378,44.11764705882353,1610612766,86,89,2025-12-30T02:28:00Z,4850000,False,29.0,6.0,1,left,L. McNeeley driving Layup (5 PTS) (C. Sexton 8 AST),"[1642862, 1629012]",1610612766.0,CHA,driving,,,McNeeley,L. McNeeley,,,,,Restricted Area,0-8 Center,3.01,Made,,,,,,,5.0,C. Sexton,1629012.0,8.0,,,,,,,,
491,PT02M05.00S,2025-12-30T01:45:06.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,91.93495400788436,47.30392156862745,1610612749,86,91,2025-12-30T01:45:09Z,4870000,False,-13.0,23.0,1,right,K. Porter Jr. driving Layup (13 PTS),[1629645],1610612749.0,MIL,driving,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,2.69,Made,,,,,,,13.0,,,,,,,,,,,
492,PT01M45.00S,2025-12-30T01:45:27.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,18.478975032851512,43.38235294117647,1610612766,86,91,2025-12-30T01:45:33Z,4880000,False,33.0,121.0,1,left,MISS C. Sexton 12' floating Shot,[1629012],1610612766.0,CHA,floating,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Center,12.56,Missed,,,,,,,,,,,,,,,,,,
493,PT01M42.00S,2025-12-30T01:45:29.8Z,3,REGULAR,rebound,defensive,[],1629018,,,1610612749,86,91,2025-12-30T01:45:29Z,4890000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,492.0,,,1.0,1.0,0.0,,,,,,,,,,,,
494,PT01M34.00S,2025-12-30T01:45:37.7Z,3,REGULAR,3pt,Jump Shot,[],1626171,93.11760840998686,95.09803921568627,1610612749,86,91,2025-12-30T01:45:43Z,4900000,False,225.0,12.0,1,right,MISS B. Portis 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Right Corner 3,24+ Right,22.58,Missed,,,,,,,,,,,,,,,,,,
495,PT01M32.00S,2025-12-30T01:45:40.0Z,3,REGULAR,rebound,defensive,[],1642862,,,1610612766,86,91,2025-12-30T01:45:40Z,4910000,False,,,0,,L. McNeeley REBOUND (Off:1 Def:3),[1642862],1610612766.0,CHA,,,,McNeeley,L. McNeeley,,,,,Right Corner 3,24+ Right,,,494.0,,,4.0,3.0,1.0,,,,,,,,,,,,
496,PT01M14.00S,2025-12-30T01:45:57.8Z,3,REGULAR,3pt,Jump Shot,[],1641706,29.911300919842315,79.16666666666666,1610612766,86,91,2025-12-30T01:46:03Z,4920000,False,-146.0,229.0,1,left,MISS B. Miller 27' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,27.12,Missed,,,,,,,,,,,,,,,,,,
497,PT01M10.00S,2025-12-30T01:46:01.8Z,3,REGULAR,rebound,offensive,[],1642862,,,1610612766,86,91,2025-12-30T01:46:03Z,4930000,False,,,0,,L. McNeeley REBOUND (Off:2 Def:3),[1642862],1610612766.0,CHA,,,,McNeeley,L. McNeeley,,,,,Above the Break 3,24+ Left Center,,,496.0,,,5.0,3.0,2.0,,,,,,,,,,,,
498,PT01M10.00S,2025-12-30T01:46:02.5Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642862,5.590000152587891,50.0,1610612766,88,91,2025-12-30T01:55:52Z,4940000,False,0.0,0.0,1,left,L. McNeeley tip Layup (7 PTS),[1642862],1610612766.0,CHA,tip,,,McNeeley,L. McNeeley,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,7.0,,,,,,,,,,,
499,PT00M59.30S,2025-12-30T01:46:13.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,91.5407358738502,56.61764705882353,1610612749,88,91,2025-12-30T01:46:20Z,4950000,False,33.0,27.0,1,right,MISS K. Porter Jr. driving Layup,[1629645],1610612749.0,MIL,driving,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,4.27,Missed,,,,,,,,,,,,,,,,,,
500,PT00M59.30S,2025-12-30T01:46:15.0Z,3,REGULAR,rebound,offensive,[],1628398,,,1610612749,88,91,2025-12-30T01:46:15Z,4960000,False,,,0,,K. Kuzma REBOUND (Off:1 Def:4),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,499.0,,,5.0,4.0,1.0,,,,,,,,,,,,
501,PT00M59.30S,2025-12-30T01:46:18.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'defensivegoaltending']",1628398,90.09526938239159,50.0,1610612749,88,93,2025-12-30T01:56:31Z,4970000,False,0.0,41.0,1,right,K. Kuzma putback Layup (6 PTS),[1628398],1610612749.0,MIL,putback,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,4.06,Made,,,,,,,6.0,,,,,,,,,,,
502,PT00M59.30S,2025-12-30T01:46:22.9Z,3,REGULAR,violation,defensive goaltending,[],1641706,,,1610612749,88,93,2025-12-30T01:46:28Z,4980000,False,,,0,,B. Miller defensive goaltending VIOLATION,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,2004.0,,,,,,,
503,PT00M38.40S,2025-12-30T01:46:50.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,10.85742444152431,49.01960784313725,1610612766,88,93,2025-12-30T01:46:54Z,4990000,False,5.0,50.0,1,left,MISS C. Sexton driving Layup,[1629012],1610612766.0,CHA,driving,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,4.98,Missed,,,,,,,,,,,,,,,,,,
504,PT00M36.30S,2025-12-30T01:46:52.9Z,3,REGULAR,rebound,defensive,[],203914,,,1610612749,88,93,2025-12-30T01:46:52Z,5000000,False,,,0,,G. Harris REBOUND (Off:0 Def:1),[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,503.0,,,1.0,1.0,0.0,,,,,,,,,,,,
505,PT00M29.40S,2025-12-30T01:46:59.9Z,3,REGULAR,2pt,Jump Shot,[],1629645,80.23981603153744,71.56862745098039,1610612749,88,93,2025-12-30T01:57:37Z,5010000,False,108.0,133.0,1,right,MISS K. Porter Jr. 17' pullup Shot,[1629645],1610612749.0,MIL,pullup,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Right Center,17.14,Missed,,,,,,,,,,,,,,,,,,
506,PT00M29.00S,2025-12-30T01:47:00.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612749,88,93,2025-12-30T01:47:18Z,5020000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Mid-Range,16-24 Right Center,,,505.0,,,,,,,,,,,,,,,,,
507,PT00M29.00S,2025-12-30T01:47:05.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641706,,,1610612749,88,93,2025-12-30T01:47:37Z,5030000,False,,,0,,B. Miller loose ball personal FOUL (3 PF) (Portis 2 FT),"[1641706, 1626171]",1610612766.0,CHA,loose ball,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1151.0,3.0,0.0,Portis,1626171.0,,,
509,PT00M29.00S,2025-12-30T01:47:43.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,88,93,2025-12-30T01:47:43Z,5050000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT00M29.00S,2025-12-30T01:49:03.8Z,3,REGULAR,substitution,out,[],1630182,,,1610612749,88,93,2025-12-30T01:50:14Z,5060000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT00M29.00S,2025-12-30T01:49:03.8Z,3,REGULAR,substitution,out,[],1641790,,,1610612749,88,93,2025-12-30T01:50:14Z,5070000,False,,,0,,SUB out: P. Hall,[1641790],1610612766.0,CHA,,,,Hall,P. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT00M29.00S,2025-12-30T01:49:03.8Z,3,REGULAR,substitution,out,[],1641706,,,1610612749,88,93,2025-12-30T01:50:14Z,5080000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT00M29.00S,2025-12-30T01:49:03.8Z,3,REGULAR,substitution,in,[],1631217,,,1610612749,88,93,2025-12-30T01:50:14Z,5090000,False,,,0,,SUB in: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT00M29.00S,2025-12-30T01:49:03.8Z,3,REGULAR,substitution,in,[],1642275,,,1610612749,88,93,2025-12-30T01:50:14Z,5100000,False,,,0,,SUB in: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT00M29.00S,2025-12-30T01:49:03.8Z,3,REGULAR,substitution,in,[],1630163,,,1610612749,88,93,2025-12-30T01:50:14Z,5110000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT00M29.00S,2025-12-30T01:50:28.5Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1626171,,,1610612749,88,94,2025-12-30T01:50:28Z,5120000,False,,,0,,B. Portis Free Throw 1 of 2 (13 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
517,PT00M29.00S,2025-12-30T01:50:50.1Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1626171,,,1610612749,88,95,2025-12-30T01:50:50Z,5130000,False,,,0,,B. Portis Free Throw 2 of 2 (14 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,Made,,,,,,,14.0,,,,,,,,,,,
518,PT00M02.90S,2025-12-30T01:51:19.6Z,3,REGULAR,3pt,Jump Shot,[],1630163,28.86005256241787,80.14705882352942,1610612766,88,95,2025-12-30T01:51:32Z,5140000,False,-151.0,219.0,1,left,MISS L. Ball 26' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,26.57,Missed,,,,,,,,,,,,,,,,,,
519,PT00M02.80S,2025-12-30T01:51:19.7Z,3,REGULAR,rebound,offensive,[],1629012,,,1610612766,88,95,2025-12-30T01:51:39Z,5150000,False,,,0,,C. Sexton REBOUND (Off:1 Def:0),[1629012],1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Left Center,,,518.0,,,1.0,0.0,1.0,,,,,,,,,,,,
