actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
179,PT10M23.00S,2021-10-27T23:42:07.6Z,2,REGULAR,3pt,Jump Shot,[],203914,28.465834428383708,29.411764705882355,1610612753,34,36,2021-10-27T23:42:51Z,1760000,103.0,215.0,1,left,MISS G. Harris pullup 3PT,[203914],1610612753.0,ORL,pullup,,,Harris,G. Harris,,,,,23.84,Missed,,,,,,,,,,,,,,,,,,
180,PT10M20.00S,2021-10-27T23:42:10.6Z,2,REGULAR,rebound,defensive,[],202330,,,1610612766,34,36,2021-10-27T23:42:15Z,1770000,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,179.0,1.0,1.0,0.0,,,,,,,,,,,,,,
181,PT10M17.00S,2021-10-27T23:42:14.7Z,2,REGULAR,foul,personal,[],203914,,,1610612766,34,36,2021-10-27T23:42:25Z,1780000,,,0,,G. Harris personal FOUL (2 PF),"[203914, 1629667]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,1198.0,2.0,0.0,McDaniels,1629667.0,,,,,
183,PT10M17.00S,2021-10-27T23:42:22.3Z,2,REGULAR,substitution,out,[],202397,,,1610612766,34,36,2021-10-27T23:42:36Z,1800000,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
184,PT10M17.00S,2021-10-27T23:42:22.3Z,2,REGULAR,substitution,out,[],1628998,,,1610612766,34,36,2021-10-27T23:42:36Z,1810000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
185,PT10M17.00S,2021-10-27T23:42:22.3Z,2,REGULAR,substitution,out,[],1630208,,,1610612766,34,36,2021-10-27T23:42:36Z,1820000,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,
186,PT10M17.00S,2021-10-27T23:42:22.3Z,2,REGULAR,substitution,in,[],1628970,,,1610612766,34,36,2021-10-27T23:42:36Z,1830000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
187,PT10M17.00S,2021-10-27T23:42:22.3Z,2,REGULAR,substitution,in,[],1630163,,,1610612766,34,36,2021-10-27T23:42:36Z,1840000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
188,PT10M17.00S,2021-10-27T23:42:22.3Z,2,REGULAR,substitution,in,[],203486,,,1610612766,34,36,2021-10-27T23:42:36Z,1850000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
189,PT10M11.00S,2021-10-27T23:42:39.5Z,2,REGULAR,2pt,Jump Shot,[],1630163,78.79434954007884,44.6078431372549,1610612766,34,38,2021-10-27T23:42:44Z,1860000,-27.0,147.0,1,right,L. Ball 14' driving floating Jump Shot (2 PTS),[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,14.93,Made,,,,,2.0,,,,,,,,,,,,,
190,PT09M54.00S,2021-10-27T23:42:57.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,8.09789750328515,43.872549019607845,1610612753,34,38,2021-10-27T23:43:05Z,1870000,31.0,24.0,1,left,MISS W. Carter Jr. Layup - blocked,"[1628976, 1629667]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,3.86,Missed,,,,,,,,,,,,,,,,,McDaniels,1629667.0
191,PT09M54.00S,2021-10-27T23:42:57.8Z,2,REGULAR,block,,[],1629667,,,1610612753,34,38,2021-10-27T23:43:00Z,1880000,,,0,,J. McDaniels BLOCK (1 BLK),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
192,PT09M54.00S,2021-10-27T23:42:57.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,34,38,2021-10-27T23:43:05Z,1890000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,190.0,,,,,,,,,,,,,,,,,
193,PT09M54.00S,2021-10-27T23:43:04.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,34,38,2021-10-27T23:43:04Z,1900000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M54.00S,2021-10-27T23:43:05.6Z,2,REGULAR,substitution,out,[],203914,,,1610612753,34,38,2021-10-27T23:43:13Z,1910000,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M54.00S,2021-10-27T23:43:05.6Z,2,REGULAR,substitution,out,[],1629667,,,1610612753,34,38,2021-10-27T23:43:13Z,1920000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M54.00S,2021-10-27T23:43:05.6Z,2,REGULAR,substitution,in,[],1630591,,,1610612753,34,38,2021-10-27T23:43:13Z,1930000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M54.00S,2021-10-27T23:43:05.6Z,2,REGULAR,substitution,in,[],1626162,,,1610612753,34,38,2021-10-27T23:43:13Z,1940000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M45.00S,2021-10-27T23:43:29.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630175,30.699737187910642,33.82352941176471,1610612753,37,38,2021-10-27T23:43:34Z,1950000,81.0,236.0,1,left,C. Anthony 24' 3PT pullup (8 PTS),[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,24.96,Made,,,,,8.0,,,,,,,,,,,,,
199,PT09M27.00S,2021-10-27T23:43:49.0Z,2,REGULAR,foul,personal,['2freethrow'],1630181,,,1610612766,37,38,2021-10-27T23:44:02Z,1960000,,,0,,R. Hampton shooting personal FOUL (2 PF) (Hayward 2 FT),"[1630181, 202330]",1610612753.0,ORL,shooting,,,Hampton,R. Hampton,,,,,,,,,,,,,,,1628487.0,2.0,0.0,Hayward,202330.0,,,,,
201,PT09M27.00S,2021-10-27T23:44:12.3Z,2,REGULAR,freethrow,1 of 2,[],202330,,,1610612766,37,39,2021-10-27T23:44:12Z,1980000,,,0,,G. Hayward Free Throw 1 of 2 (4 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
202,PT09M27.00S,2021-10-27T23:44:25.8Z,2,REGULAR,freethrow,2 of 2,[],202330,,,1610612766,37,40,2021-10-27T23:44:25Z,1990000,,,0,,G. Hayward Free Throw 2 of 2 (5 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
203,PT09M20.00S,2021-10-27T23:44:35.2Z,2,REGULAR,3pt,Jump Shot,[],1630591,32.670827858081466,42.15686274509804,1610612753,37,40,2021-10-27T23:44:41Z,2000000,39.0,255.0,1,left,MISS J. Suggs 25' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,25.76,Missed,,,,,,,,,,,,,,,,,,
204,PT09M18.00S,2021-10-27T23:44:40.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,37,40,2021-10-27T23:44:40Z,2010000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,203.0,,,,,,,,,,,,,,,,,
205,PT09M18.00S,2021-10-27T23:44:42.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,37,40,2021-10-27T23:44:42Z,2020000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M08.00S,2021-10-27T23:44:58.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628976,22.026938239159,62.00980392156863,1610612753,39,40,2021-10-27T23:45:03Z,2030000,-60.0,155.0,1,left,W. Carter Jr. 16' Jump Shot (8 PTS) (C. Anthony 2 AST),"[1628976, 1630175]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,16.58,Made,,,,,8.0,,,,,,,,,C. Anthony,1630175.0,2.0,,
208,PT08M54.00S,2021-10-27T23:45:12.1Z,2,REGULAR,2pt,Jump Shot,[],202330,94.1688567674113,72.05882352941177,1610612766,39,42,2021-10-27T23:45:19Z,2050000,110.0,2.0,1,right,G. Hayward 11' turnaround fadeaway Jump Shot (7 PTS),[202330],1610612766.0,CHA,turnaround fadeaway,,,Hayward,G. Hayward,,,,,11.03,Made,,,,,7.0,,,,,,,,,,,,,
209,PT08M42.00S,2021-10-27T23:45:24.4Z,2,REGULAR,3pt,Jump Shot,[],1630175,28.465834428383708,73.2843137254902,1610612753,39,42,2021-10-27T23:45:30Z,2060000,-116.0,215.0,1,left,MISS C. Anthony 24' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,24.46,Missed,,,,,,,,,,,,,,,,,,
210,PT08M40.00S,2021-10-27T23:45:26.4Z,2,REGULAR,rebound,defensive,[],202330,,,1610612766,39,42,2021-10-27T23:45:30Z,2070000,,,0,,G. Hayward REBOUND (Off:0 Def:2),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,209.0,2.0,2.0,0.0,,,,,,,,,,,,,,
211,PT08M35.00S,2021-10-27T23:45:33.4Z,2,REGULAR,foul,personal,['2freethrow'],1630532,,,1610612766,39,42,2021-10-27T23:45:44Z,2080000,,,0,,F. Wagner shooting personal FOUL (1 PF) (Bridges 2 FT),"[1630532, 1628970]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,,,,,,,,,,,1198.0,1.0,0.0,Bridges,1628970.0,,,,,
213,PT08M35.00S,2021-10-27T23:45:57.9Z,2,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,39,42,2021-10-27T23:45:57Z,2100000,,,0,,MISS M. Bridges Free Throw 1 of 2,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Missed,,,,,,,,,,,,,,,,,,
214,PT08M35.00S,2021-10-27T23:45:57.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,39,42,2021-10-27T23:45:57Z,2110000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,213.0,,,,,,,,,,,,,,,,,
215,PT08M35.00S,2021-10-27T23:45:58.8Z,2,REGULAR,substitution,out,[],1630181,,,1610612766,39,42,2021-10-27T23:46:03Z,2120000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M35.00S,2021-10-27T23:45:58.8Z,2,REGULAR,substitution,in,[],203082,,,1610612766,39,42,2021-10-27T23:46:03Z,2130000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M35.00S,2021-10-27T23:46:15.1Z,2,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,39,43,2021-10-27T23:46:15Z,2140000,,,0,,M. Bridges Free Throw 2 of 2 (8 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
218,PT08M14.00S,2021-10-27T23:46:37.2Z,2,REGULAR,2pt,Jump Shot,[],1630175,6.915243101182654,93.62745098039215,1610612753,39,43,2021-10-27T23:46:43Z,2150000,-218.0,13.0,1,left,MISS C. Anthony 21' Jump Shot,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,21.85,Missed,,,,,,,,,,,,,,,,,,
219,PT08M11.00S,2021-10-27T23:46:40.2Z,2,REGULAR,rebound,defensive,[],202330,,,1610612766,39,43,2021-10-27T23:46:44Z,2160000,,,0,,G. Hayward REBOUND (Off:0 Def:3),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,218.0,3.0,3.0,0.0,,,,,,,,,,,,,,
220,PT07M58.00S,2021-10-27T23:46:53.0Z,2,REGULAR,3pt,Jump Shot,[],1628970,88.78120893561103,95.09803921568627,1610612766,39,43,2021-10-27T23:46:58Z,2170000,225.0,53.0,1,right,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,23.16,Missed,,,,,,,,,,,,,,,,,,
221,PT07M56.00S,2021-10-27T23:46:55.0Z,2,REGULAR,rebound,offensive,[],203486,,,1610612766,39,43,2021-10-27T23:46:58Z,2180000,,,0,,M. Plumlee REBOUND (Off:2 Def:1),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,220.0,3.0,1.0,2.0,,,,,,,,,,,,,,
222,PT07M53.00S,2021-10-27T23:47:00.5Z,2,REGULAR,turnover,backcourt,[],203486,,,1610612766,39,43,2021-10-27T23:47:09Z,2190000,,,0,,M. Plumlee backcourt TURNOVER (1 TO),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,1.0,,,1628487.0,,,,,,,,,
223,PT07M53.00S,2021-10-27T23:47:14.7Z,2,REGULAR,substitution,out,[],1628976,,,1610612753,39,43,2021-10-27T23:47:25Z,2200000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M53.00S,2021-10-27T23:47:14.7Z,2,REGULAR,substitution,in,[],1628964,,,1610612753,39,43,2021-10-27T23:47:25Z,2210000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M48.00S,2021-10-27T23:47:31.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628964,8.015768725361367,45.86014093137255,1610612753,41,43,2021-10-27T23:47:38Z,2220000,21.0,23.0,1,left,M. Bamba Layup (6 PTS) (F. Wagner 1 AST),"[1628964, 1630532]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,3.08,Made,,,,,6.0,,,,,,,,,F. Wagner,1630532.0,1.0,,
227,PT07M37.00S,2021-10-27T23:47:43.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,90.62089356110381,43.13725490196079,1610612766,41,43,2021-10-27T23:47:54Z,2240000,-34.0,36.0,1,right,MISS L. Ball driving finger roll Layup,[1630163],1610612766.0,CHA,driving finger roll,,,Ball,L. Ball,,,,,4.95,Missed,,,,,,,,,,,,,,,,,,
228,PT07M35.00S,2021-10-27T23:47:45.1Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,41,43,2021-10-27T23:47:54Z,2250000,,,0,,M. Bamba REBOUND (Off:2 Def:2),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,227.0,4.0,2.0,2.0,,,,,,,,,,,,,,
229,PT07M28.00S,2021-10-27T23:47:52.7Z,2,REGULAR,3pt,Jump Shot,[],1630532,5.732588699080158,94.85294117647058,1610612753,44,43,2021-10-27T23:48:28Z,2260000,-224.0,1.0,1,left,F. Wagner 3PT  (8 PTS) (C. Anthony 3 AST),"[1630532, 1630175]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,22.43,Made,,,,,8.0,,,,,,,,,C. Anthony,1630175.0,3.0,,
231,PT07M28.00S,2021-10-27T23:48:05.5Z,2,REGULAR,timeout,full,['team'],0,,,1610612766,44,43,2021-10-27T23:48:05Z,2280000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M28.00S,2021-10-27T23:49:45.3Z,2,REGULAR,substitution,out,[],202330,,,1610612766,44,43,2021-10-27T23:50:34Z,2290000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M28.00S,2021-10-27T23:49:45.3Z,2,REGULAR,substitution,in,[],1628998,,,1610612766,44,43,2021-10-27T23:50:34Z,2300000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M17.00S,2021-10-27T23:51:03.7Z,2,REGULAR,foul,personal,[],1630175,,,1610612766,44,43,2021-10-27T23:51:20Z,2310000,,,0,,C. Anthony personal FOUL (2 PF),"[1630175, 1630163]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,1198.0,2.0,0.0,Ball,1630163.0,,,,,
236,PT07M08.00S,2021-10-27T23:51:28.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,92.9862023653088,52.94117647058824,1610612766,44,45,2021-10-27T23:51:33Z,2330000,15.0,13.0,1,right,M. Bridges driving Layup (10 PTS),[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,1.99,Made,,,,,10.0,,,,,,,,,,,,,
237,PT06M50.00S,2021-10-27T23:51:45.4Z,2,REGULAR,turnover,bad pass,[],1628964,,,1610612753,44,45,2021-10-27T23:51:51Z,2340000,,,0,,M. Bamba bad pass TURNOVER (1 TO),"[1628964, 1630163]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,1.0,Ball,1630163.0,,,,,,,,,,
238,PT06M50.00S,2021-10-27T23:51:45.4Z,2,REGULAR,steal,,[],1630163,,,1610612766,44,45,2021-10-27T23:51:48Z,2350000,,,0,,L. Ball STEAL (1 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M45.00S,2021-10-27T23:51:50.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203486,94.43166885676742,50.73529411764706,1610612766,44,47,2021-10-27T23:52:03Z,2360000,4.0,0.0,1,right,M. Plumlee running DUNK (3 PTS) (L. Ball 2 AST),"[203486, 1630163]",1610612766.0,CHA,running,,,Plumlee,M. Plumlee,,,,,0.37,Made,,,,,3.0,,,,,,,,,L. Ball,1630163.0,2.0,,
241,PT06M31.00S,2021-10-27T23:52:04.7Z,2,REGULAR,2pt,Jump Shot,[],203082,20.71287779237845,54.41176470588235,1610612753,44,47,2021-10-27T23:52:10Z,2380000,-22.0,142.0,1,left,MISS T. Ross 14' pullup Shot,[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,14.39,Missed,,,,,,,,,,,,,,,,,,
242,PT06M29.00S,2021-10-27T23:52:06.7Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,44,47,2021-10-27T23:52:10Z,2390000,,,0,,L. Ball REBOUND (Off:0 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,241.0,2.0,2.0,0.0,,,,,,,,,,,,,,
243,PT06M13.00S,2021-10-27T23:52:22.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,90.75229960578186,58.08823529411765,1610612766,44,49,2021-10-27T23:53:15Z,2400000,40.0,34.0,1,right,L. Ball fadeaway Jump Shot (4 PTS),[1630163],1610612766.0,CHA,fadeaway,,,Ball,L. Ball,,,,,5.31,Made,,,,,4.0,,,,,,,,,,,,,
244,PT06M13.00S,2021-10-27T23:52:29.9Z,2,REGULAR,timeout,full,['team'],0,,,1610612753,44,49,2021-10-27T23:52:29Z,2410000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M02.00S,2021-10-27T23:55:28.4Z,2,REGULAR,3pt,Jump Shot,[],1630532,32.802233902759525,39.46078431372549,1610612753,47,49,2021-10-27T23:55:34Z,2420000,53.0,256.0,1,left,F. Wagner 26' 3PT  (11 PTS) (J. Suggs 1 AST),"[1630532, 1630591]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,26.12,Made,,,,,11.0,,,,,,,,,J. Suggs,1630591.0,1.0,,
247,PT05M46.00S,2021-10-27T23:55:44.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,91.67214191852825,48.529411764705884,1610612766,47,51,2021-10-27T23:55:50Z,2440000,-7.0,26.0,1,right,M. Bridges driving Layup (12 PTS) (C. Martin 3 AST),"[1628970, 1628998]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,2.68,Made,,,,,12.0,,,,,,,,,C. Martin,1628998.0,3.0,,
248,PT05M26.00S,2021-10-27T23:56:03.0Z,2,REGULAR,3pt,Jump Shot,[],1630591,13.748357424441524,2.450980392156863,1610612753,47,51,2021-10-27T23:56:07Z,2450000,238.0,77.0,1,left,MISS J. Suggs 24' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,24.98,Missed,,,,,,,,,,,,,,,,,,
249,PT05M22.00S,2021-10-27T23:56:07.0Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,47,51,2021-10-27T23:56:07Z,2460000,,,0,,M. Plumlee REBOUND (Off:2 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,248.0,4.0,2.0,2.0,,,,,,,,,,,,,,
250,PT05M17.00S,2021-10-27T23:56:12.5Z,2,REGULAR,3pt,Jump Shot,[],1630163,63.6826544021025,38.72549019607843,1610612766,47,51,2021-10-27T23:56:23Z,2470000,-56.0,289.0,1,right,MISS L. Ball 29' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,29.44,Missed,,,,,,,,,,,,,,,,,,
251,PT05M12.00S,2021-10-27T23:56:17.5Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612753,47,51,2021-10-27T23:56:23Z,2480000,,,0,,C. Anthony REBOUND (Off:0 Def:2),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,250.0,2.0,2.0,0.0,,,,,,,,,,,,,,
252,PT05M03.00S,2021-10-27T23:56:26.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,7.966491458607096,47.05882352941176,1610612753,47,51,2021-10-27T23:56:32Z,2490000,15.0,22.0,1,left,MISS C. Anthony driving Layup,[1630175],1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,2.68,Missed,,,,,,,,,,,,,,,,,,
254,PT05M00.00S,2021-10-27T23:56:29.6Z,2,REGULAR,rebound,offensive,[],1628964,,,1610612753,47,51,2021-10-27T23:56:29Z,2500000,,,0,,M. Bamba REBOUND (Off:3 Def:2),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,252.0,5.0,2.0,3.0,,,,,,,,,,,,,,
255,PT04M58.00S,2021-10-27T23:56:31.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630175,7.703679369250986,47.549019607843135,1610612753,49,51,2021-10-27T23:56:36Z,2510000,12.0,20.0,1,left,C. Anthony Layup (10 PTS) (M. Bamba 2 AST),"[1630175, 1628964]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,2.34,Made,,,,,10.0,,,,,,,,,M. Bamba,1628964.0,2.0,,
257,PT04M47.00S,2021-10-27T23:56:43.1Z,2,REGULAR,turnover,bad pass,[],1628998,,,1610612766,49,51,2021-10-27T23:56:48Z,2530000,,,0,,C. Martin bad pass TURNOVER (1 TO),"[1628998, 1630532]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,1.0,Wagner,1630532.0,,,,,,,,,,
258,PT04M47.00S,2021-10-27T23:56:43.1Z,2,REGULAR,steal,,[],1630532,,,1610612753,49,51,2021-10-27T23:56:45Z,2540000,,,0,,F. Wagner STEAL (1 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M46.00S,2021-10-27T23:56:46.8Z,2,REGULAR,foul,personal,[],1628998,,,1610612753,49,51,2021-10-27T23:56:59Z,2550000,,,0,,C. Martin personal FOUL (1 PF),"[1628998, 1630532]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,201639.0,1.0,0.0,Wagner,1630532.0,,,,,
261,PT04M46.00S,2021-10-27T23:57:00.2Z,2,REGULAR,substitution,out,[],1630163,,,1610612753,49,51,2021-10-27T23:57:11Z,2570000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M46.00S,2021-10-27T23:57:00.2Z,2,REGULAR,substitution,in,[],202397,,,1610612753,49,51,2021-10-27T23:57:11Z,2580000,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M36.00S,2021-10-27T23:57:23.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630175,22.28975032851511,66.66666666666666,1610612753,49,51,2021-10-27T23:57:29Z,2590000,-83.0,157.0,1,left,MISS C. Anthony 17' pullup Shot,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,17.77,Missed,,,,,,,,,,,,,,,,,,
264,PT04M34.00S,2021-10-27T23:57:25.6Z,2,REGULAR,rebound,offensive,[],1628964,,,1610612753,49,51,2021-10-27T23:57:25Z,2600000,,,0,,M. Bamba REBOUND (Off:4 Def:2),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,263.0,6.0,2.0,4.0,,,,,,,,,,,,,,
265,PT04M33.00S,2021-10-27T23:57:26.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628964,7.178055190538765,48.77450980392157,1610612753,51,51,2021-10-27T23:57:32Z,2610000,6.0,15.0,1,left,M. Bamba DUNK (8 PTS),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,1.62,Made,,,,,8.0,,,,,,,,,,,,,
266,PT04M27.00S,2021-10-27T23:57:35.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630591,,,1610612766,51,51,2021-10-27T23:57:45Z,2620000,,,0,,J. Suggs personal FOUL (2 PF) (Martin 2 FT),"[1630591, 1628998]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,1628487.0,2.0,0.0,Martin,1628998.0,,,,,
268,PT04M27.00S,2021-10-27T23:57:59.8Z,2,REGULAR,freethrow,1 of 2,[],1628998,,,1610612766,51,52,2021-10-27T23:57:59Z,2640000,,,0,,C. Martin Free Throw 1 of 2 (9 PTS),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
