actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
175,PT09M27.00S,2022-04-01T23:39:47.2Z,2,REGULAR,rebound,defensive,[],1628365,,,1610612753,30,31,2022-04-01T23:39:49Z,1730000,,,0,,M. Fultz REBOUND (Off:0 Def:4),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,174.0,4.0,4.0,0.0,,,
176,PT09M21.00S,2022-04-01T23:39:53.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628365,5.732588699080158,60.049019607843135,1610612753,30,31,2022-04-01T23:40:18Z,1740000,-50.0,1.0,1,left,MISS M. Fultz running Layup,[1628365],1610612753.0,ORL,running,,,Fultz,M. Fultz,,,,,,,,,,5.02,Missed,,,,,,,,,,,,,,
177,PT09M18.00S,2022-04-01T23:39:56.0Z,2,REGULAR,rebound,defensive,[],201152,,,1610612761,30,31,2022-04-01T23:40:18Z,1750000,,,0,,T. Young REBOUND (Off:0 Def:1),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,176.0,1.0,1.0,0.0,,,
178,PT09M15.00S,2022-04-01T23:40:00.1Z,2,REGULAR,turnover,lost ball,[],201152,,,1610612761,30,31,2022-04-01T23:40:06Z,1760000,,,0,,T. Young lost ball TURNOVER (1 TO),"[201152, 1629962]",1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,1.0,,,,Cannady,1629962.0,,,,,,,
179,PT09M15.00S,2022-04-01T23:40:00.1Z,2,REGULAR,steal,,[],1629962,,,1610612753,30,31,2022-04-01T23:40:03Z,1770000,,,0,,D. Cannady STEAL (1 STL),[1629962],1610612753.0,ORL,,,,Cannady,D. Cannady,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT08M57.00S,2022-04-01T23:40:17.2Z,2,REGULAR,turnover,bad pass,[],201577,,,1610612753,30,31,2022-04-01T23:40:22Z,1780000,,,0,,R. Lopez bad pass TURNOVER (1 TO),"[201577, 201152]",1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,1.0,,,,Young,201152.0,,,,,,,
181,PT08M57.00S,2022-04-01T23:40:17.2Z,2,REGULAR,steal,,[],201152,,,1610612761,30,31,2022-04-01T23:40:19Z,1790000,,,0,,T. Young STEAL (2 STL),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT08M53.00S,2022-04-01T23:40:21.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630173,93.24901445466492,52.94117647058824,1610612761,30,33,2022-04-01T23:40:31Z,1800000,15.0,11.0,1,right,P. Achiuwa running Layup (4 PTS) (T. Young 2 AST),"[1630173, 201152]",1610612761.0,TOR,running,,,Achiuwa,P. Achiuwa,,,,,,,,,,1.84,Made,4.0,,T. Young,201152.0,2.0,,,,,,,,,
184,PT08M39.00S,2022-04-01T23:40:34.7Z,2,REGULAR,2pt,Jump Shot,[],1628365,11.777266754270697,21.323529411764707,1610612753,30,33,2022-04-01T23:40:40Z,1820000,143.0,58.0,1,left,MISS M. Fultz 15' pullup Shot,[1628365],1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,,,,,,15.48,Missed,,,,,,,,,,,,,,
185,PT08M36.00S,2022-04-01T23:40:37.7Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,30,33,2022-04-01T23:40:40Z,1830000,,,0,,P. Siakam REBOUND (Off:1 Def:4),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,184.0,5.0,4.0,1.0,,,
186,PT08M31.00S,2022-04-01T23:40:45.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,86.28449408672799,50.245098039215684,1610612761,30,35,2022-04-01T23:40:51Z,1840000,1.0,76.0,1,right,P. Siakam 7' turnaround Jump Shot (4 PTS),[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,,,,,,7.64,Made,4.0,,,,,,,,,,,,,
187,PT08M31.00S,2022-04-01T23:40:48.4Z,2,REGULAR,foul,personal,['1freethrow'],1628365,,,1610612761,30,35,2022-04-01T23:41:05Z,1850000,,,0,,M. Fultz shooting personal FOUL (1 PF) (Siakam 1 FT),"[1628365, 1627783]",1610612753.0,ORL,shooting,,,Fultz,M. Fultz,,,,,1627524.0,1.0,0.0,Siakam,1627783.0,,,,,,,,,,,,,,,,
189,PT08M31.00S,2022-04-01T23:41:00.8Z,2,REGULAR,substitution,out,[],1628449,,,1610612761,30,35,2022-04-01T23:41:04Z,1870000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M31.00S,2022-04-01T23:41:00.8Z,2,REGULAR,substitution,in,[],203920,,,1610612761,30,35,2022-04-01T23:41:04Z,1880000,,,0,,SUB in: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M31.00S,2022-04-01T23:41:29.8Z,2,REGULAR,freethrow,1 of 1,[],1627783,,,1610612761,30,36,2022-04-01T23:41:29Z,1890000,,,0,,P. Siakam Free Throw 1 of 1 (5 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
193,PT08M17.00S,2022-04-01T23:41:47.1Z,2,REGULAR,foul,personal,[],203920,,,1610612753,30,36,2022-04-01T23:41:56Z,1900000,,,0,,K. Birch personal FOUL (1 PF),"[203920, 1629021]",1610612761.0,TOR,,,,Birch,K. Birch,,,,,1627961.0,1.0,0.0,Wagner,1629021.0,,,,,,,,,,,,,,,,
195,PT08M04.00S,2022-04-01T23:42:18.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201577,7.440867279894875,48.77450980392157,1610612753,32,36,2022-04-01T23:42:23Z,1920000,6.0,17.0,1,left,R. Lopez Layup (4 PTS) (M. Fultz 4 AST),"[201577, 1628365]",1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,1.84,Made,4.0,,M. Fultz,1628365.0,4.0,,,,,,,,,
197,PT07M48.00S,2022-04-01T23:42:38.0Z,2,REGULAR,foul,personal,['2freethrow'],1629021,,,1610612761,32,36,2022-04-01T23:42:44Z,1940000,,,0,,M. Wagner shooting personal FOUL (1 PF) (Siakam 2 FT),"[1629021, 1627783]",1610612753.0,ORL,shooting,,,Wagner,M. Wagner,,,,,1627524.0,1.0,0.0,Siakam,1627783.0,,,,,,,,,,,,,,,,
199,PT07M48.00S,2022-04-01T23:43:07.1Z,2,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,32,36,2022-04-01T23:43:07Z,1960000,,,0,,MISS P. Siakam Free Throw 1 of 2,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,Missed,,,,,,,,,,,,,,
200,PT07M48.00S,2022-04-01T23:43:07.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,32,36,2022-04-01T23:43:07Z,1970000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,199.0,,,,,,
201,PT07M48.00S,2022-04-01T23:43:24.9Z,2,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,32,37,2022-04-01T23:43:25Z,1980000,,,0,,P. Siakam Free Throw 2 of 2 (6 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
202,PT07M36.00S,2022-04-01T23:43:38.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628365,16.90210249671485,49.26470588235294,1610612753,34,37,2022-04-01T23:43:42Z,1990000,4.0,106.0,1,left,M. Fultz 10' pullup Jump Shot (2 PTS),[1628365],1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,,,,,,10.65,Made,2.0,,,,,,,,,,,,,
203,PT07M16.00S,2022-04-01T23:43:59.5Z,2,REGULAR,3pt,Jump Shot,[],1630173,87.46714848883047,95.09803921568627,1610612761,34,37,2022-04-01T23:44:03Z,2000000,225.0,65.0,1,right,MISS P. Achiuwa 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,23.48,Missed,,,,,,,,,,,,,,
204,PT07M13.00S,2022-04-01T23:44:01.8Z,2,REGULAR,rebound,defensive,[],1629021,,,1610612753,34,37,2022-04-01T23:44:01Z,2010000,,,0,,M. Wagner REBOUND (Off:0 Def:2),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,203.0,2.0,2.0,0.0,,,
205,PT07M08.00S,2022-04-01T23:44:07.5Z,2,REGULAR,3pt,Jump Shot,[],1629962,5.469776609724048,2.696078431372549,1610612753,37,37,2022-04-01T23:44:19Z,2020000,237.0,-1.0,1,left,D. Cannady 3PT  (6 PTS) (A. Schofield 1 AST),"[1629962, 1629678]",1610612753.0,ORL,,,,Cannady,D. Cannady,,,,,,,,,,23.65,Made,6.0,,A. Schofield,1629678.0,1.0,,,,,,,,,
207,PT06M51.00S,2022-04-01T23:44:25.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203920,90.62089356110381,43.13725490196079,1610612761,37,37,2022-04-01T23:44:42Z,2040000,-34.0,36.0,1,right,MISS K. Birch Layup,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,4.95,Missed,,,,,,,,,,,,,,
208,PT06M51.00S,2022-04-01T23:44:25.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612753,37,37,2022-04-01T23:44:42Z,2050000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,207.0,,,,,,
209,PT06M51.00S,2022-04-01T23:44:30.8Z,2,REGULAR,foul,personal,[],203920,,,1610612753,37,37,2022-04-01T23:45:16Z,2060000,,,0,,K. Birch loose ball personal FOUL (2 PF),"[203920, 201577]",1610612761.0,TOR,loose ball,,,Birch,K. Birch,,,,,200832.0,2.0,0.0,Lopez,201577.0,,,,,,,,,,,,,,,,
211,PT06M51.00S,2022-04-01T23:44:55.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,37,37,2022-04-01T23:54:34Z,2080000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M51.00S,2022-04-01T23:45:41.5Z,2,REGULAR,substitution,out,[],1628384,,,1610612753,37,37,2022-04-01T23:47:16Z,2090000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M51.00S,2022-04-01T23:45:41.5Z,2,REGULAR,substitution,out,[],1630173,,,1610612753,37,37,2022-04-01T23:47:16Z,2100000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M51.00S,2022-04-01T23:45:41.5Z,2,REGULAR,substitution,in,[],1627832,,,1610612753,37,37,2022-04-01T23:47:16Z,2110000,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M51.00S,2022-04-01T23:45:41.5Z,2,REGULAR,substitution,in,[],1629018,,,1610612753,37,37,2022-04-01T23:47:16Z,2120000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M39.00S,2022-04-01T23:47:37.4Z,2,REGULAR,3pt,Jump Shot,[],1629962,25.57490144546649,17.401960784313726,1610612753,37,37,2022-04-01T23:47:43Z,2130000,163.0,188.0,1,left,MISS D. Cannady 24' pullup 3PT,[1629962],1610612753.0,ORL,pullup,,,Cannady,D. Cannady,,,,,,,,,,24.87,Missed,,,,,,,,,,,,,,
217,PT06M36.00S,2022-04-01T23:47:40.3Z,2,REGULAR,rebound,offensive,[],1629678,,,1610612753,37,37,2022-04-01T23:47:40Z,2140000,,,0,,A. Schofield REBOUND (Off:2 Def:1),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,216.0,3.0,1.0,2.0,,,
218,PT06M30.00S,2022-04-01T23:47:46.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629678,25.969119579500656,18.38235294117647,1610612753,37,37,2022-04-01T23:47:51Z,2150000,158.0,192.0,1,left,MISS A. Schofield 24' 3PT,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,24.84,Missed,,,,,,,,,,,,,,
219,PT06M25.00S,2022-04-01T23:47:51.3Z,2,REGULAR,rebound,defensive,[],203920,,,1610612761,37,37,2022-04-01T23:47:51Z,2160000,,,0,,K. Birch REBOUND (Off:0 Def:1),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,218.0,1.0,1.0,0.0,,,
220,PT06M19.00S,2022-04-01T23:47:56.2Z,2,REGULAR,2pt,Jump Shot,[],1629018,83.39356110381078,83.08823529411765,1610612761,37,39,2022-04-01T23:48:01Z,2170000,165.0,104.0,1,right,G. Trent Jr. 19' pullup Jump Shot (10 PTS),[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,19.52,Made,10.0,,,,,,,,,,,,,
241,PT06M04.00S,2022-04-01T23:48:03.8Z,2,REGULAR,turnover,lost ball,[],1629021,,,1610612753,37,39,2022-04-01T23:50:33Z,2175000,,,0,,M. Wagner lost ball TURNOVER (1 TO),"[1629021, 201152]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,1.0,,,,Young,201152.0,,,,,,,
242,PT06M04.00S,2022-04-01T23:48:03.8Z,2,REGULAR,steal,,[],201152,,,1610612761,37,39,2022-04-01T23:50:33Z,2177500,,,0,,T. Young STEAL (3 STL),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT05M58.00S,2022-04-01T23:48:17.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'fromturnover']",1627783,92.06636005256242,56.86274509803921,1610612761,37,39,2022-04-01T23:50:37Z,2200000,34.0,22.0,1,right,MISS P. Siakam running alley-oop Layup - blocked,"[1627783, 201577]",1610612761.0,TOR,running alley-oop,,,Siakam,P. Siakam,,,,,,,,,,4.08,Missed,,,,,,,,,,,,Lopez,201577.0,
224,PT05M58.00S,2022-04-01T23:48:17.5Z,2,REGULAR,block,,[],201577,,,1610612761,37,39,2022-04-01T23:48:20Z,2210000,,,0,,R. Lopez BLOCK (1 BLK),[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT05M58.00S,2022-04-01T23:48:17.5Z,2,REGULAR,rebound,defensive,[],1628365,,,1610612753,37,39,2022-04-01T23:48:34Z,2220000,,,0,,M. Fultz REBOUND (Off:0 Def:5),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,223.0,5.0,5.0,0.0,,,
226,PT05M58.00S,2022-04-01T23:48:25.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629018,,,1610612753,37,39,2022-04-01T23:51:04Z,2230000,,,0,,G. Trent Jr. take personal FOUL (1 PF) (Fultz 2 FT),"[1629018, 1628365]",1610612761.0,TOR,take,,,Trent Jr.,G. Trent Jr.,,,,,1627524.0,1.0,0.0,Fultz,1628365.0,,,,,,,,,,,,,,,,
228,PT05M58.00S,2022-04-01T23:49:01.2Z,2,REGULAR,freethrow,1 of 2,[],1628365,,,1610612753,38,39,2022-04-01T23:49:01Z,2250000,,,0,,M. Fultz Free Throw 1 of 2 (3 PTS),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
229,PT05M58.00S,2022-04-01T23:49:01.9Z,2,REGULAR,substitution,out,[],201152,,,1610612753,38,39,2022-04-01T23:49:08Z,2260000,,,0,,SUB out: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT05M58.00S,2022-04-01T23:49:01.9Z,2,REGULAR,substitution,in,[],1630567,,,1610612753,38,39,2022-04-01T23:49:08Z,2270000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT05M58.00S,2022-04-01T23:49:25.5Z,2,REGULAR,freethrow,2 of 2,[],1628365,,,1610612753,39,39,2022-04-01T23:49:25Z,2280000,,,0,,M. Fultz Free Throw 2 of 2 (4 PTS),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
232,PT05M40.00S,2022-04-01T23:49:48.9Z,2,REGULAR,foul,offensive,['inpenalty'],203920,,,1610612761,39,39,2022-04-01T23:51:41Z,2290000,,,0,,K. Birch charge offensive FOUL (3 PF),"[203920, 1629021]",1610612761.0,TOR,charge,,,Birch,K. Birch,,,,,1627524.0,3.0,0.0,Wagner,1629021.0,,,,,,,,,,,,,,,,
234,PT05M40.00S,2022-04-01T23:49:48.9Z,2,REGULAR,turnover,offensive foul,[],203920,,,1610612761,39,39,2022-04-01T23:49:48Z,2310000,,,0,,K. Birch offensive foul TURNOVER (1 TO),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,1627524.0,,,,,,,,1.0,,,,,,,,,,,,
235,PT05M40.00S,2022-04-01T23:50:01.6Z,2,REGULAR,substitution,out,[],1628365,,,1610612753,39,39,2022-04-01T23:50:11Z,2320000,,,0,,SUB out: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT05M40.00S,2022-04-01T23:50:01.6Z,2,REGULAR,substitution,out,[],1629678,,,1610612753,39,39,2022-04-01T23:50:11Z,2330000,,,0,,SUB out: A. Schofield,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT05M40.00S,2022-04-01T23:50:01.6Z,2,REGULAR,substitution,in,[],1630175,,,1610612753,39,39,2022-04-01T23:50:11Z,2340000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT05M40.00S,2022-04-01T23:50:01.6Z,2,REGULAR,substitution,in,[],1629643,,,1610612753,39,39,2022-04-01T23:50:11Z,2350000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M29.00S,2022-04-01T23:50:28.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629643,16.63929040735874,92.8921568627451,1610612753,42,39,2022-04-01T23:50:42Z,2360000,-214.0,104.0,1,left,C. Okeke 3PT  (3 PTS) (C. Anthony 3 AST),"[1629643, 1630175]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,23.83,Made,3.0,,C. Anthony,1630175.0,3.0,,,,,,,,,
243,PT05M13.00S,2022-04-01T23:50:44.0Z,2,REGULAR,3pt,Jump Shot,[],1629018,67.7562417871222,64.4607843137255,1610612761,42,42,2022-04-01T23:50:48Z,2380000,72.0,251.0,1,right,G. Trent Jr. 26' 3PT  (13 PTS) (F. VanVleet 2 AST),"[1629018, 1627832]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,26.08,Made,13.0,,F. VanVleet,1627832.0,2.0,,,,,,,,,
245,PT05M02.00S,2022-04-01T23:50:56.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,7.440867279894875,41.911764705882355,1610612753,42,42,2022-04-01T23:54:08Z,2400000,40.0,17.0,1,left,MISS C. Anthony driving Layup,[1630175],1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,,,,,,4.4,Missed,,,,,,,,,,,,,,
246,PT04M59.00S,2022-04-01T23:50:59.1Z,2,REGULAR,rebound,defensive,[],203920,,,1610612761,42,42,2022-04-01T23:51:01Z,2410000,,,0,,K. Birch REBOUND (Off:0 Def:2),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,245.0,2.0,2.0,0.0,,,
247,PT04M54.00S,2022-04-01T23:51:05.7Z,2,REGULAR,foul,personal,[],1630175,,,1610612761,42,42,2022-04-01T23:51:14Z,2420000,,,0,,C. Anthony personal FOUL (1 PF),"[1630175, 1627832]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,1627961.0,1.0,0.0,VanVleet,1627832.0,,,,,,,,,,,,,,,,
249,PT04M54.00S,2022-04-01T23:51:13.6Z,2,REGULAR,substitution,out,[],1629962,,,1610612761,42,42,2022-04-01T23:51:22Z,2440000,,,0,,SUB out: D. Cannady,[1629962],1610612753.0,ORL,,,,Cannady,D. Cannady,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT04M54.00S,2022-04-01T23:51:13.6Z,2,REGULAR,substitution,out,[],203920,,,1610612761,42,42,2022-04-01T23:51:22Z,2450000,,,0,,SUB out: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT04M54.00S,2022-04-01T23:51:13.6Z,2,REGULAR,substitution,in,[],1630181,,,1610612761,42,42,2022-04-01T23:51:22Z,2460000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT04M54.00S,2022-04-01T23:51:13.6Z,2,REGULAR,substitution,in,[],1628384,,,1610612761,42,42,2022-04-01T23:51:22Z,2470000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M45.00S,2022-04-01T23:51:42.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,84.57621550591328,36.27450980392157,1610612761,42,44,2022-04-01T23:51:46Z,2480000,-69.0,92.0,1,right,P. Siakam 11' pullup Jump Shot (8 PTS) (S. Barnes 3 AST),"[1627783, 1630567]",1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,,,,,,11.52,Made,8.0,,S. Barnes,1630567.0,3.0,,,,,,,,,
255,PT04M27.00S,2022-04-01T23:51:59.0Z,2,REGULAR,3pt,Jump Shot,[],1630181,13.222733245729303,94.36274509803921,1610612753,42,44,2022-04-01T23:52:03Z,2500000,-222.0,72.0,1,left,MISS R. Hampton 3PT,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,23.31,Missed,,,,,,,,,,,,,,
256,PT04M25.00S,2022-04-01T23:52:01.0Z,2,REGULAR,rebound,defensive,[],1627832,,,1610612761,42,44,2022-04-01T23:52:03Z,2510000,,,0,,F. VanVleet REBOUND (Off:0 Def:2),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,255.0,2.0,2.0,0.0,,,
257,PT04M09.00S,2022-04-01T23:52:17.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,88.78120893561103,53.92156862745098,1610612761,42,44,2022-04-01T23:52:23Z,2520000,20.0,53.0,1,right,MISS S. Barnes Hook,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,5.65,Missed,,,,,,,,,,,,,,
258,PT04M07.00S,2022-04-01T23:52:19.4Z,2,REGULAR,rebound,defensive,[],1629021,,,1610612753,42,44,2022-04-01T23:52:23Z,2530000,,,0,,M. Wagner REBOUND (Off:0 Def:3),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,257.0,3.0,3.0,0.0,,,
259,PT04M02.00S,2022-04-01T23:52:24.9Z,2,REGULAR,turnover,bad pass,[],1630175,,,1610612753,42,44,2022-04-01T23:52:29Z,2540000,,,0,,C. Anthony bad pass TURNOVER (2 TO),"[1630175, 1628384]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,2.0,,,,Anunoby,1628384.0,,,,,,,
260,PT04M02.00S,2022-04-01T23:52:24.9Z,2,REGULAR,steal,,[],1628384,,,1610612761,42,44,2022-04-01T23:52:27Z,2550000,,,0,,O. Anunoby STEAL (2 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT03M52.00S,2022-04-01T23:52:34.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627783,92.72339027595268,51.9607843137255,1610612761,42,46,2022-04-01T23:55:27Z,2560000,10.0,16.0,1,right,P. Siakam driving Layup (10 PTS),[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,,,,,,1.87,Made,10.0,,,,,,,,,,,,,
262,PT03M38.00S,2022-04-01T23:52:48.5Z,2,REGULAR,turnover,lost ball,[],201577,,,1610612753,42,46,2022-04-01T23:52:52Z,2570000,,,0,,R. Lopez lost ball TURNOVER (2 TO),"[201577, 1627832]",1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,2.0,,,,VanVleet,1627832.0,,,,,,,
263,PT03M38.00S,2022-04-01T23:52:48.5Z,2,REGULAR,steal,,[],1627832,,,1610612761,42,46,2022-04-01T23:52:50Z,2580000,,,0,,F. VanVleet STEAL (2 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT03M33.00S,2022-04-01T23:52:53.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627783,91.5407358738502,50.98039215686274,1610612761,42,48,2022-04-01T23:53:01Z,2590000,5.0,27.0,1,right,P. Siakam running finger roll Layup (12 PTS),[1627783],1610612761.0,TOR,running finger roll,,,Siakam,P. Siakam,,,,,,,,,,2.74,Made,12.0,,,,,,,,,,,,,
265,PT03M11.00S,2022-04-01T23:53:14.9Z,2,REGULAR,3pt,Jump Shot,[],1629643,5.469776609724048,93.87254901960785,1610612753,42,48,2022-04-01T23:53:28Z,2600000,-219.0,-1.0,1,left,MISS C. Okeke 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,21.94,Missed,,,,,,,,,,,,,,
266,PT03M08.00S,2022-04-01T23:53:17.9Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,42,48,2022-04-01T23:53:28Z,2610000,,,0,,P. Siakam REBOUND (Off:1 Def:5),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,265.0,6.0,5.0,1.0,,,
