actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
173,PT10M39.00S,2022-01-18T00:37:32.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,91.93495400788436,44.6078431372549,1610612757,20,26,2022-01-18T00:37:38Z,1700000,-27.0,23.0,1,right,D. Smith Jr. cutting Layup (4 PTS) (B. McLemore 1 AST),"[1628372, 203463]",1610612757.0,POR,cutting,,,Smith Jr.,D. Smith Jr.,,,,,3.57,Made,4.0,,,,,,,B. McLemore,203463.0,1.0,,,,,,,,,
175,PT10M23.00S,2022-01-18T00:37:55.5Z,2,REGULAR,foul,personal,[],1628372,,,1610612753,20,26,2022-01-18T00:38:03Z,1720000,,,0,,D. Smith Jr. personal FOUL (1 PF),"[1628372, 1629021]",1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,1628480.0,1.0,0.0,Wagner,1629021.0,
177,PT10M17.00S,2022-01-18T00:38:11.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,7.440867279894875,45.83333333333333,1610612753,22,26,2022-01-18T00:38:22Z,1740000,21.0,17.0,1,left,M. Wagner cutting Layup (7 PTS) (T. Ross 2 AST),"[1629021, 203082]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,2.71,Made,7.0,,,,,,,T. Ross,203082.0,2.0,,,,,,,,,
179,PT10M03.00S,2022-01-18T00:38:25.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,84.44480946123521,55.63725490196079,1610612757,22,28,2022-01-18T00:38:32Z,1760000,28.0,94.0,1,right,C. McCollum 9' floating Jump Shot (7 PTS) (D. Smith Jr. 2 AST),"[203468, 1628372]",1610612757.0,POR,floating,,,McCollum,C. McCollum,,,,,9.79,Made,7.0,,,,,,,D. Smith Jr.,1628372.0,2.0,,,,,,,,,
181,PT09M50.00S,2022-01-18T00:38:41.3Z,2,REGULAR,foul,personal,['2freethrow'],203463,,,1610612753,22,28,2022-01-18T00:38:53Z,1780000,,,0,,B. McLemore shooting personal FOUL (1 PF) (Ross 2 FT),"[203463, 203082]",1610612757.0,POR,shooting,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Ross,203082.0,
183,PT09M50.00S,2022-01-18T00:39:06.5Z,2,REGULAR,freethrow,1 of 2,[],203082,,,1610612753,22,28,2022-01-18T00:39:06Z,1800000,,,0,,MISS T. Ross Free Throw 1 of 2,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,Missed,,,,,,,,,,,,,,,,,,,
184,PT09M50.00S,2022-01-18T00:39:06.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,22,28,2022-01-18T00:39:06Z,1810000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,183.0,,,,,,,,,,,,,,,,,
185,PT09M50.00S,2022-01-18T00:39:07.4Z,2,REGULAR,substitution,out,[],203468,,,1610612753,22,28,2022-01-18T00:39:09Z,1820000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT09M50.00S,2022-01-18T00:39:07.4Z,2,REGULAR,substitution,in,[],1629014,,,1610612753,22,28,2022-01-18T00:39:09Z,1830000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT09M50.00S,2022-01-18T00:39:23.2Z,2,REGULAR,freethrow,2 of 2,[],203082,,,1610612753,23,28,2022-01-18T00:39:23Z,1840000,,,0,,T. Ross Free Throw 2 of 2 (1 PTS),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
188,PT09M30.00S,2022-01-18T00:39:48.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628372,90.75229960578186,44.11764705882353,1610612757,23,28,2022-01-18T00:39:59Z,1850000,-29.0,34.0,1,right,MISS D. Smith Jr. Hook,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,4.53,Missed,,,,,,,,,,,,,,,,,,,
189,PT09M27.00S,2022-01-18T00:39:51.4Z,2,REGULAR,rebound,offensive,[],1630570,,,1610612757,23,28,2022-01-18T00:39:59Z,1860000,,,0,,T. Watford REBOUND (Off:1 Def:2),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,188.0,3.0,2.0,1.0,,,,,,,,,,,,,,
190,PT09M26.00S,2022-01-18T00:39:51.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630570,91.40932982917214,54.41176470588235,1610612757,23,30,2022-01-18T00:40:11Z,1870000,22.0,28.0,1,right,T. Watford putback Layup (6 PTS),[1630570],1610612757.0,POR,putback,,,Watford,T. Watford,,,,,3.59,Made,6.0,,,,,,,,,,,,,,,,,,
191,PT09M20.00S,2022-01-18T00:39:57.6Z,2,REGULAR,3pt,Jump Shot,[],1629021,32.013797634691194,57.59803921568627,1610612753,26,30,2022-01-18T00:40:14Z,1880000,-38.0,248.0,1,left,M. Wagner 25' 3PT  (10 PTS) (J. Suggs 2 AST),"[1629021, 1630591]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,25.13,Made,10.0,,,,,,,J. Suggs,1630591.0,2.0,,,,,,,,,
193,PT09M03.00S,2022-01-18T00:40:14.6Z,2,REGULAR,turnover,bad pass,[],1629014,,,1610612757,26,30,2022-01-18T00:40:19Z,1900000,,,0,,A. Simons bad pass TURNOVER (2 TO),"[1629014, 1630591]",1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,2.0,Suggs,1630591.0,,,,,,
194,PT09M03.00S,2022-01-18T00:40:14.6Z,2,REGULAR,steal,,[],1630591,,,1610612753,26,30,2022-01-18T00:41:57Z,1910000,,,0,,J. Suggs STEAL (1 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M00.00S,2022-01-18T00:40:18.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630591,7.178055190538765,49.754901960784316,1610612753,28,30,2022-01-18T00:40:44Z,1920000,1.0,15.0,1,left,J. Suggs running Layup (6 PTS),[1630591],1610612753.0,ORL,running,,,Suggs,J. Suggs,,,,,1.5,Made,6.0,,,,,,,,,,,,,,,,,,
196,PT09M00.00S,2022-01-18T00:40:32.0Z,2,REGULAR,timeout,full,['team'],0,,,1610612757,28,30,2022-01-18T00:40:32Z,1930000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M00.00S,2022-01-18T00:41:16.3Z,2,REGULAR,substitution,out,[],1630570,,,1610612757,28,30,2022-01-18T00:42:57Z,1940000,,,0,,SUB out: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M00.00S,2022-01-18T00:41:16.3Z,2,REGULAR,substitution,out,[],1629642,,,1610612757,28,30,2022-01-18T00:42:57Z,1950000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M00.00S,2022-01-18T00:41:16.3Z,2,REGULAR,substitution,out,[],1628372,,,1610612757,28,30,2022-01-18T00:42:57Z,1960000,,,0,,SUB out: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M00.00S,2022-01-18T00:41:16.3Z,2,REGULAR,substitution,in,[],203994,,,1610612757,28,30,2022-01-18T00:42:57Z,1970000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M00.00S,2022-01-18T00:41:16.3Z,2,REGULAR,substitution,in,[],203496,,,1610612757,28,30,2022-01-18T00:42:57Z,1980000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M00.00S,2022-01-18T00:41:16.3Z,2,REGULAR,substitution,in,[],203503,,,1610612757,28,30,2022-01-18T00:42:57Z,1990000,,,0,,SUB in: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M45.00S,2022-01-18T00:43:27.7Z,2,REGULAR,3pt,Jump Shot,[],203496,78.79434954007884,7.598039215686274,1610612757,28,30,2022-01-18T00:43:31Z,2000000,-212.0,147.0,1,right,MISS R. Covington 25' 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,25.79,Missed,,,,,,,,,,,,,,,,,,,
204,PT08M42.00S,2022-01-18T00:43:30.7Z,2,REGULAR,rebound,defensive,[],203082,,,1610612753,28,30,2022-01-18T00:43:31Z,2010000,,,0,,T. Ross REBOUND (Off:0 Def:1),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,203.0,1.0,1.0,0.0,,,,,,,,,,,,,,
205,PT08M35.00S,2022-01-18T00:43:38.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,7.30946123521682,48.03921568627451,1610612753,28,30,2022-01-18T00:43:47Z,2020000,10.0,16.0,1,left,MISS M. Wagner cutting Layup - blocked,"[1629021, 203496]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,1.89,Missed,,,,,,Covington,203496.0,,,,,,,,,,,,
206,PT08M35.00S,2022-01-18T00:43:38.2Z,2,REGULAR,block,,[],203496,,,1610612753,28,30,2022-01-18T00:43:43Z,2030000,,,0,,R. Covington BLOCK (3 BLK),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M35.00S,2022-01-18T00:43:38.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,28,30,2022-01-18T00:43:47Z,2040000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,205.0,,,,,,,,,,,,,,,,,
208,PT08M35.00S,2022-01-18T00:43:46.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,28,30,2022-01-18T00:43:46Z,2050000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M31.00S,2022-01-18T00:43:57.4Z,2,REGULAR,foul,personal,[],203503,,,1610612753,28,30,2022-01-18T00:44:17Z,2060000,,,0,,T. Snell personal FOUL (2 PF),"[203503, 1630181]",1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,1628480.0,2.0,0.0,Hampton,1630181.0,
211,PT08M20.00S,2022-01-18T00:44:28.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630591,7.703679369250986,47.30392156862745,1610612753,30,30,2022-01-18T00:44:33Z,2080000,13.0,20.0,1,left,J. Suggs cutting Layup (8 PTS) (F. Wagner 2 AST),"[1630591, 1630532]",1610612753.0,ORL,cutting,,,Suggs,J. Suggs,,,,,2.4,Made,8.0,,,,,,,F. Wagner,1630532.0,2.0,,,,,,,,,
213,PT08M10.00S,2022-01-18T00:44:42.7Z,2,REGULAR,violation,kicked ball,[],203082,,,1610612757,30,30,2022-01-18T00:45:16Z,2100000,,,0,,T. Ross kicked ball VIOLATION,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,2534.0,,,,,
214,PT08M04.00S,2022-01-18T00:44:59.5Z,2,REGULAR,3pt,Jump Shot,[],1629014,66.96780551905388,49.26470588235294,1610612757,30,30,2022-01-18T00:46:22Z,2110000,-4.0,258.0,1,right,MISS A. Simons 25' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,25.8,Missed,,,,,,,,,,,,,,,,,,,
215,PT08M00.00S,2022-01-18T00:45:03.3Z,2,REGULAR,rebound,defensive,[],1629021,,,1610612753,30,30,2022-01-18T00:45:03Z,2120000,,,0,,M. Wagner REBOUND (Off:0 Def:2),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,214.0,2.0,2.0,0.0,,,,,,,,,,,,,,
216,PT07M48.00S,2022-01-18T00:45:15.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,9.674770039421814,38.72549019607843,1610612753,30,30,2022-01-18T00:45:29Z,2130000,56.0,38.0,1,left,MISS M. Wagner 6' driving Layup,[1629021],1610612753.0,ORL,driving,,,Wagner,M. Wagner,,,,,6.82,Missed,,,,,,,,,,,,,,,,,,,
218,PT07M45.00S,2022-01-18T00:45:18.7Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,30,30,2022-01-18T00:45:29Z,2150000,,,0,,J. Nurkic REBOUND (Off:0 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,216.0,5.0,5.0,0.0,,,,,,,,,,,,,,
219,PT07M34.00S,2022-01-18T00:45:29.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,91.14651773981603,59.31372549019608,1610612757,30,32,2022-01-18T00:45:39Z,2160000,47.0,31.0,1,right,J. Nurkic driving Layup (8 PTS),[203994],1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,5.58,Made,8.0,,,,,,,,,,,,,,,,,,
220,PT07M15.00S,2022-01-18T00:45:49.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630181,5.732588699080158,55.63725490196079,1610612753,30,32,2022-01-18T00:46:00Z,2170000,-28.0,1.0,1,left,MISS R. Hampton driving floating Shot,[1630181],1610612753.0,ORL,driving floating,,,Hampton,R. Hampton,,,,,2.82,Missed,,,,,,,,,,,,,,,,,,,
221,PT07M12.00S,2022-01-18T00:45:52.0Z,2,REGULAR,rebound,defensive,[],203496,,,1610612757,30,32,2022-01-18T00:46:00Z,2180000,,,0,,R. Covington REBOUND (Off:1 Def:3),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,220.0,4.0,3.0,1.0,,,,,,,,,,,,,,
222,PT07M10.00S,2022-01-18T00:45:54.0Z,2,REGULAR,turnover,lost ball,[],203496,,,1610612757,30,32,2022-01-18T00:46:07Z,2190000,,,0,,R. Covington lost ball TURNOVER (1 TO),"[203496, 1630181]",1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,1.0,Hampton,1630181.0,,,,,,
223,PT07M10.00S,2022-01-18T00:45:54.0Z,2,REGULAR,steal,,[],1630181,,,1610612753,30,32,2022-01-18T00:45:58Z,2200000,,,0,,R. Hampton STEAL (2 STL),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M02.00S,2022-01-18T00:46:01.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629021,28.07161629434954,77.45098039215686,1610612753,30,32,2022-01-18T00:46:14Z,2210000,-137.0,211.0,1,left,MISS M. Wagner 25' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,25.21,Missed,,,,,,,,,,,,,,,,,,,
225,PT06M59.00S,2022-01-18T00:46:05.2Z,2,REGULAR,rebound,defensive,[],203496,,,1610612757,30,32,2022-01-18T00:46:05Z,2220000,,,0,,R. Covington REBOUND (Off:1 Def:4),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,224.0,5.0,4.0,1.0,,,,,,,,,,,,,,
226,PT06M49.00S,2022-01-18T00:46:15.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,89.43823915900131,43.38235294117647,1610612757,30,34,2022-01-18T00:46:28Z,2230000,-33.0,47.0,1,right,J. Nurkic driving Layup (10 PTS),[203994],1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,5.73,Made,10.0,,,,,,,,,,,,,,,,,,
227,PT06M49.00S,2022-01-18T00:46:20.7Z,2,REGULAR,foul,personal,['1freethrow'],1629021,,,1610612757,30,34,2022-01-18T00:47:04Z,2240000,,,0,,M. Wagner shooting personal FOUL (1 PF) (Nurkic 1 FT),"[1629021, 203994]",1610612753.0,ORL,shooting,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Nurkic,203994.0,
229,PT06M49.00S,2022-01-18T00:46:42.8Z,2,REGULAR,substitution,out,[],1630591,,,1610612757,30,34,2022-01-18T00:46:50Z,2260000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M49.00S,2022-01-18T00:46:42.8Z,2,REGULAR,substitution,out,[],1629021,,,1610612757,30,34,2022-01-18T00:46:50Z,2270000,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M49.00S,2022-01-18T00:46:42.8Z,2,REGULAR,substitution,in,[],1628964,,,1610612757,30,34,2022-01-18T00:46:50Z,2280000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M49.00S,2022-01-18T00:46:42.8Z,2,REGULAR,substitution,in,[],1630175,,,1610612757,30,34,2022-01-18T00:46:50Z,2290000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M49.00S,2022-01-18T00:46:55.0Z,2,REGULAR,substitution,out,[],1630181,,,1610612757,30,34,2022-01-18T00:47:00Z,2300000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M49.00S,2022-01-18T00:46:55.0Z,2,REGULAR,substitution,in,[],203914,,,1610612757,30,34,2022-01-18T00:47:00Z,2310000,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M49.00S,2022-01-18T00:47:16.7Z,2,REGULAR,freethrow,1 of 1,[],203994,,,1610612757,30,34,2022-01-18T00:47:20Z,2320000,,,0,,MISS J. Nurkic Free Throw 1 of 1,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Missed,,,,,,,,,,,,,,,,,,,
236,PT06M46.00S,2022-01-18T00:47:19.7Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,30,34,2022-01-18T00:47:20Z,2330000,,,0,,M. Bamba REBOUND (Off:0 Def:5),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,235.0,5.0,5.0,0.0,,,,,,,,,,,,,,
237,PT06M39.00S,2022-01-18T00:47:27.5Z,2,REGULAR,foul,personal,['2freethrow'],1629014,,,1610612753,30,34,2022-01-18T00:47:35Z,2340000,,,0,,A. Simons shooting personal FOUL (1 PF) (Anthony 2 FT),"[1629014, 1630175]",1610612757.0,POR,shooting,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Anthony,1630175.0,
239,PT06M39.00S,2022-01-18T00:47:52.4Z,2,REGULAR,freethrow,1 of 2,[],1630175,,,1610612753,31,34,2022-01-18T00:47:52Z,2360000,,,0,,C. Anthony Free Throw 1 of 2 (1 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
240,PT06M39.00S,2022-01-18T00:48:11.8Z,2,REGULAR,freethrow,2 of 2,[],1630175,,,1610612753,32,34,2022-01-18T00:48:11Z,2370000,,,0,,C. Anthony Free Throw 2 of 2 (2 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
241,PT06M23.00S,2022-01-18T00:48:28.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203994,85.62746386333771,48.77450980392157,1610612757,32,34,2022-01-18T00:48:36Z,2380000,-6.0,83.0,1,right,MISS J. Nurkic 8' Hook,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,8.28,Missed,,,,,,,,,,,,,,,,,,,
242,PT06M21.00S,2022-01-18T00:48:30.0Z,2,REGULAR,rebound,offensive,[],203994,,,1610612757,32,34,2022-01-18T00:48:30Z,2390000,,,0,,J. Nurkic REBOUND (Off:1 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,241.0,6.0,5.0,1.0,,,,,,,,,,,,,,
243,PT06M20.00S,2022-01-18T00:48:31.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,90.62089356110381,50.245098039215684,1610612757,32,34,2022-01-18T00:49:02Z,2400000,1.0,36.0,1,right,MISS J. Nurkic putback Layup - blocked,"[203994, 1628964]",1610612757.0,POR,putback,,,Nurkic,J. Nurkic,,,,,3.57,Missed,,,,,,Bamba,1628964.0,,,,,,,,,,,,
244,PT06M20.00S,2022-01-18T00:48:31.0Z,2,REGULAR,block,,[],1628964,,,1610612757,32,34,2022-01-18T00:48:33Z,2410000,,,0,,M. Bamba BLOCK (2 BLK),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M16.00S,2022-01-18T00:48:35.0Z,2,REGULAR,rebound,offensive,[],203994,,,1610612757,32,34,2022-01-18T00:48:43Z,2420000,,,0,,J. Nurkic REBOUND (Off:2 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,243.0,7.0,5.0,2.0,,,,,,,,,,,,,,
246,PT06M16.00S,2022-01-18T00:48:35.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,91.27792378449409,52.94117647058824,1610612757,32,36,2022-01-18T00:48:48Z,2430000,15.0,29.0,1,right,J. Nurkic putback Layup (12 PTS),[203994],1610612757.0,POR,putback,,,Nurkic,J. Nurkic,,,,,3.3,Made,12.0,,,,,,,,,,,,,,,,,,
247,PT06M09.00S,2022-01-18T00:48:41.7Z,2,REGULAR,3pt,Jump Shot,[],1628964,32.013797634691194,39.705882352941174,1610612753,35,36,2022-01-18T00:48:51Z,2440000,51.0,248.0,1,left,M. Bamba 25' 3PT  (5 PTS) (C. Anthony 2 AST),"[1628964, 1630175]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,25.37,Made,5.0,,,,,,,C. Anthony,1630175.0,2.0,,,,,,,,,
249,PT05M49.00S,2022-01-18T00:49:02.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,91.14651773981603,46.07843137254902,1610612757,35,36,2022-01-18T00:49:15Z,2460000,-20.0,31.0,1,right,MISS J. Nurkic driving Layup,[203994],1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,3.64,Missed,,,,,,,,,,,,,,,,,,,
250,PT05M47.00S,2022-01-18T00:49:04.5Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,35,36,2022-01-18T00:49:10Z,2470000,,,0,,M. Bamba REBOUND (Off:0 Def:6),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,249.0,6.0,6.0,0.0,,,,,,,,,,,,,,
251,PT05M37.00S,2022-01-18T00:49:13.4Z,2,REGULAR,turnover,bad pass,[],1630532,,,1610612753,35,36,2022-01-18T00:49:17Z,2480000,,,0,,F. Wagner bad pass TURNOVER (2 TO),"[1630532, 203994]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,2.0,Nurkic,203994.0,,,,,,
252,PT05M37.00S,2022-01-18T00:49:13.4Z,2,REGULAR,steal,,[],203994,,,1610612757,35,36,2022-01-18T00:49:16Z,2490000,,,0,,J. Nurkic STEAL (2 STL),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M36.00S,2022-01-18T00:49:18.7Z,2,REGULAR,turnover,out-of-bounds,[],203496,,,1610612757,35,36,2022-01-18T00:49:26Z,2500000,,,0,,R. Covington bad pass out-of-bounds TURNOVER (2 TO),[203496],1610612757.0,POR,bad pass,,,Covington,R. Covington,,,,,,,,,,,,,,,,,2.0,,,2534.0,,,,,
254,PT05M36.00S,2022-01-18T00:49:22.3Z,2,REGULAR,substitution,out,[],203082,,,1610612753,35,36,2022-01-18T00:49:30Z,2510000,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M36.00S,2022-01-18T00:49:22.3Z,2,REGULAR,substitution,in,[],201577,,,1610612753,35,36,2022-01-18T00:49:30Z,2520000,,,0,,SUB in: R. Lopez,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M23.00S,2022-01-18T00:49:44.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630532,17.427726675427067,54.65686274509803,1610612753,35,36,2022-01-18T00:49:52Z,2530000,-23.0,111.0,1,left,MISS F. Wagner 11' driving floating Shot,[1630532],1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,11.37,Missed,,,,,,,,,,,,,,,,,,,
257,PT05M20.00S,2022-01-18T00:49:47.6Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,35,36,2022-01-18T00:52:43Z,2540000,,,0,,J. Nurkic REBOUND (Off:2 Def:6),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,256.0,8.0,6.0,2.0,,,,,,,,,,,,,,
260,PT05M16.00S,2022-01-18T00:49:51.9Z,2,REGULAR,turnover,lost ball,[],203994,,,1610612757,35,36,2022-01-18T00:49:57Z,2570000,,,0,,J. Nurkic lost ball TURNOVER (3 TO),"[203994, 1630532]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,3.0,Wagner,1630532.0,,,,,,
261,PT05M16.00S,2022-01-18T00:49:51.9Z,2,REGULAR,steal,,[],1630532,,,1610612753,35,36,2022-01-18T00:49:54Z,2580000,,,0,,F. Wagner STEAL (1 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M12.00S,2022-01-18T00:49:55.6Z,2,REGULAR,turnover,bad pass,[],1630175,,,1610612753,35,36,2022-01-18T00:50:01Z,2590000,,,0,,C. Anthony bad pass TURNOVER (2 TO),"[1630175, 203496]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,2.0,Covington,203496.0,,,,,,
263,PT05M12.00S,2022-01-18T00:49:55.6Z,2,REGULAR,steal,,[],203496,,,1610612757,35,36,2022-01-18T00:49:58Z,2600000,,,0,,R. Covington STEAL (2 STL),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
