actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
265,PT03M43.00S,2022-01-23T23:59:50.8Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612741,42,35,2022-01-24T00:00:15Z,2630000,,,0,,TEAM delay-of-game VIOLATION,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,1626302.0,,,,,,,,,,,,,
266,PT03M43.00S,2022-01-23T23:59:59.5Z,2,REGULAR,foul,technical,"['1freethrow', 'team']",0,,,1610612741,42,35,2022-01-24T00:12:32Z,2640000,,,0,,TEAM foul technical,[],1610612741.0,CHI,delay,,,,,,,,,,,,,,,,1626302.0,,,,,,,,,,,,,
267,PT03M43.00S,2022-01-24T00:00:19.6Z,2,REGULAR,freethrow,1 of 1,[],1630175,,,1610612741,42,35,2022-01-24T00:00:19Z,2650000,,,0,,MISS C. Anthony technical Free Throw 1 of 1,[1630175],1610612753.0,ORL,technical,,,Anthony,C. Anthony,,,,,,Missed,,,,,,,,,,,,,,,,,,,
268,PT03M43.00S,2022-01-24T00:00:19.6Z,2,REGULAR,rebound,defensive,"['deadball', 'team']",0,,,1610612741,42,35,2022-01-24T00:00:19Z,2660000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,267.0,,,,,,,,,,,,,,,,,
269,PT03M28.00S,2022-01-24T00:00:44.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,15.456636005256241,63.48039215686274,1610612741,42,37,2022-01-24T00:01:04Z,2670000,-67.0,93.0,1,left,D. DeRozan 11' Jump Shot (20 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,11.47,Made,20.0,,,,,,,,,,,,,,,,,,
270,PT03M20.00S,2022-01-24T00:00:53.8Z,2,REGULAR,3pt,Jump Shot,[],1629643,70.77858081471747,78.92156862745098,1610612753,45,37,2022-01-24T00:01:24Z,2680000,145.0,222.0,1,right,C. Okeke 26' 3PT step back (8 PTS) (C. Anthony 3 AST),"[1629643, 1630175]",1610612753.0,ORL,step back,,,Okeke,C. Okeke,,,,,26.51,Made,8.0,,,,,,,,,,,,,,,C. Anthony,1630175.0,3.0,
272,PT02M56.00S,2022-01-24T00:01:17.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629632,16.90210249671485,39.46078431372549,1610612741,45,37,2022-01-24T00:01:29Z,2700000,53.0,106.0,1,left,MISS C. White 11' driving floating bank Shot,[1629632],1610612741.0,CHI,driving floating bank,,,White,C. White,,,,,11.87,Missed,,,,,,,,,,,,,,,,,,,
273,PT02M56.00S,2022-01-24T00:01:17.2Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,45,37,2022-01-24T00:01:29Z,2710000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,272.0,2.0,2.0,0.0,,,,,,,,,,,,,,
274,PT02M47.00S,2022-01-24T00:01:26.6Z,2,REGULAR,3pt,Jump Shot,[],1628976,71.56701708278581,80.3921568627451,1610612753,48,37,2022-01-24T00:01:34Z,2720000,152.0,215.0,1,right,W. Carter Jr. 26' 3PT  (8 PTS) (I. Brazdeikis 2 AST),"[1628976, 1629649]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,26.31,Made,8.0,,,,,,,,,,,,,,,I. Brazdeikis,1629649.0,2.0,
276,PT02M23.00S,2022-01-24T00:01:51.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629076,7.966491458607096,54.90196078431373,1610612741,48,37,2022-01-24T00:02:01Z,2740000,-25.0,22.0,1,left,MISS T. Cook driving DUNK - blocked,"[1629076, 1628976]",1610612741.0,CHI,driving,,,Cook,T. Cook,,,,,3.32,Missed,,,,,,,,,,,,Carter Jr.,1628976.0,,,,,,
277,PT02M23.00S,2022-01-24T00:01:51.2Z,2,REGULAR,block,,[],1628976,,,1610612741,48,37,2022-01-24T00:01:54Z,2750000,,,0,,W. Carter Jr. BLOCK (2 BLK),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT02M18.00S,2022-01-24T00:01:56.2Z,2,REGULAR,rebound,defensive,[],1629649,,,1610612753,48,37,2022-01-24T00:02:01Z,2760000,,,0,,I. Brazdeikis REBOUND (Off:0 Def:1),[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,276.0,1.0,1.0,0.0,,,,,,,,,,,,,,
279,PT02M15.00S,2022-01-24T00:01:59.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630175,69.33311432325887,72.54901960784314,1610612753,48,37,2022-01-24T00:02:09Z,2770000,113.0,236.0,1,right,MISS C. Anthony 26' running 3PT,[1630175],1610612753.0,ORL,running,,,Anthony,C. Anthony,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,,
280,PT02M15.00S,2022-01-24T00:01:59.0Z,2,REGULAR,rebound,offensive,[],1630532,,,1610612753,48,37,2022-01-24T00:02:09Z,2780000,,,0,,F. Wagner REBOUND (Off:1 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,279.0,2.0,1.0,1.0,,,,,,,,,,,,,,
281,PT02M09.00S,2022-01-24T00:02:04.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630175,67.09921156373193,60.29411764705882,1610612753,51,37,2022-01-24T00:02:12Z,2790000,51.0,257.0,1,right,C. Anthony 26' 3PT  (5 PTS) (F. Wagner 3 AST),"[1630175, 1630532]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,26.19,Made,5.0,,,,,,,,,,,,,,,F. Wagner,1630532.0,3.0,
283,PT01M51.00S,2022-01-24T00:02:22.7Z,2,REGULAR,3pt,Jump Shot,[],1630245,6.783837056504599,3.431372549019608,1610612741,51,37,2022-01-24T00:02:33Z,2810000,233.0,11.0,1,left,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,23.31,Missed,,,,,,,,,,,,,,,,,,,
284,PT01M45.00S,2022-01-24T00:02:28.7Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,51,37,2022-01-24T00:02:33Z,2820000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,283.0,3.0,3.0,0.0,,,,,,,,,,,,,,
285,PT01M33.00S,2022-01-24T00:02:40.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,84.57621550591328,38.48039215686275,1610612753,51,37,2022-01-24T00:02:48Z,2830000,-58.0,92.0,1,right,MISS C. Anthony 10' floating Shot,[1630175],1610612753.0,ORL,floating,,,Anthony,C. Anthony,,,,,10.9,Missed,,,,,,,,,,,,,,,,,,,
286,PT01M31.00S,2022-01-24T00:02:42.9Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,51,37,2022-01-24T00:02:48Z,2840000,,,0,,N. Vucevic REBOUND (Off:2 Def:5),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,285.0,7.0,5.0,2.0,,,,,,,,,,,,,,
287,PT01M24.00S,2022-01-24T00:03:38.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,15.325229960578188,50.73529411764706,1610612741,51,37,2022-01-24T00:09:37Z,2850000,-4.0,92.0,1,left,MISS N. Vucevic 9' Jump Shot - blocked,"[202696, 1628976]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,9.17,Missed,,,,,,,,,,,,Carter Jr.,1628976.0,,,,,,
288,PT01M24.00S,2022-01-24T00:03:38.1Z,2,REGULAR,block,,[],1628976,,,1610612741,51,37,2022-01-24T00:02:57Z,2860000,,,0,,W. Carter Jr. BLOCK (3 BLK),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT01M24.00S,2022-01-24T00:03:38.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612753,51,37,2022-01-24T00:09:37Z,2865000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,287.0,,,,,,,,,,,,,,,,,
292,PT01M24.00S,2022-01-24T00:03:38.2Z,2,REGULAR,substitution,out,[],1630532,,,1610612753,51,37,2022-01-24T00:10:35Z,2867500,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT01M24.00S,2022-01-24T00:03:38.2Z,2,REGULAR,substitution,in,[],1629678,,,1610612753,51,37,2022-01-24T00:10:35Z,2868750,,,0,,SUB in: A. Schofield,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT01M24.00S,2022-01-24T00:03:38.4Z,2,REGULAR,jumpball,recovered,[],1629649,,,1610612753,51,37,2022-01-24T00:10:09Z,2870000,,,0,,Jump Ball W. Carter Jr. vs. N. Vucevic: Tip to I. Brazdeikis,"[1629649, 1628976, 202696]",1610612753.0,ORL,heldball,I. Brazdeikis,1629649.0,Brazdeikis,I. Brazdeikis,Carter Jr.,1628976.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,
294,PT01M06.00S,2022-01-24T00:03:51.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629649,84.97043363994744,54.166666666666664,1610612753,53,37,2022-01-24T00:08:55Z,2920000,21.0,89.0,1,right,I. Brazdeikis 9' driving Layup (5 PTS),[1629649],1610612753.0,ORL,driving,,,Brazdeikis,I. Brazdeikis,,,,,9.12,Made,5.0,,,,,,,,,,,,,,,,,,
295,PT00M48.40S,2022-01-24T00:04:09.3Z,2,REGULAR,2pt,Jump Shot,[],1630245,15.193823915900131,24.019607843137255,1610612741,53,37,2022-01-24T00:06:09Z,2930000,130.0,90.0,1,left,MISS A. Dosunmu 15' Jump Shot,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,15.82,Missed,,,,,,,,,,,,,,,,,,,
296,PT00M48.40S,2022-01-24T00:04:09.3Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,53,37,2022-01-24T00:06:09Z,2940000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:4),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,295.0,4.0,4.0,0.0,,,,,,,,,,,,,,
297,PT00M31.40S,2022-01-24T00:04:26.8Z,2,REGULAR,3pt,Jump Shot,[],1629643,69.99014454664915,12.745098039215685,1610612753,53,37,2022-01-24T00:06:12Z,2950000,-186.0,230.0,1,right,MISS C. Okeke 29' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,29.57,Missed,,,,,,,,,,,,,,,,,,,
298,PT00M27.60S,2022-01-24T00:04:30.6Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,53,37,2022-01-24T00:06:12Z,2960000,,,0,,N. Vucevic REBOUND (Off:2 Def:6),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,297.0,8.0,6.0,2.0,,,,,,,,,,,,,,
299,PT00M05.00S,2022-01-24T00:04:53.2Z,2,REGULAR,turnover,bad pass,[],1630245,,,1610612741,53,37,2022-01-24T00:05:11Z,2970000,,,0,,A. Dosunmu bad pass TURNOVER (3 TO),"[1630245, 1629678]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,3.0,,,Schofield,1629678.0,,,,
300,PT00M05.00S,2022-01-24T00:04:53.2Z,2,REGULAR,steal,,[],1629678,,,1610612753,53,37,2022-01-24T00:04:55Z,2980000,,,0,,A. Schofield STEAL (1 STL),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT00M00.00S,2022-01-24T00:05:02.1Z,2,REGULAR,period,end,[],0,,,1610612753,53,37,2022-01-24T00:05:02Z,2990000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT12M00.00S,2022-01-24T00:19:44.9Z,3,REGULAR,substitution,out,['startperiod'],1629643,,,1610612753,53,37,2022-01-24T00:20:21Z,3000000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT12M00.00S,2022-01-24T00:19:44.9Z,3,REGULAR,substitution,out,['startperiod'],1629649,,,1610612753,53,37,2022-01-24T00:20:21Z,3010000,,,0,,SUB out: I. Brazdeikis,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT12M00.00S,2022-01-24T00:19:44.9Z,3,REGULAR,substitution,out,['startperiod'],1629678,,,1610612753,53,37,2022-01-24T00:20:21Z,3020000,,,0,,SUB out: A. Schofield,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT12M00.00S,2022-01-24T00:19:44.9Z,3,REGULAR,substitution,in,['startperiod'],1630591,,,1610612753,53,37,2022-01-24T00:20:21Z,3030000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT12M00.00S,2022-01-24T00:19:44.9Z,3,REGULAR,substitution,in,['startperiod'],1628964,,,1610612753,53,37,2022-01-24T00:20:21Z,3040000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT12M00.00S,2022-01-24T00:19:44.9Z,3,REGULAR,substitution,in,['startperiod'],1630532,,,1610612753,53,37,2022-01-24T00:20:21Z,3050000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT12M00.00S,2022-01-24T00:20:28.8Z,3,REGULAR,period,start,[],0,,,1610612741,53,37,2022-01-24T00:20:28Z,3060000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT11M43.00S,2022-01-24T00:20:44.8Z,3,REGULAR,3pt,Jump Shot,[],202696,65.78515111695138,48.77450980392157,1610612741,53,37,2022-01-24T00:20:58Z,3070000,-6.0,269.0,1,right,MISS N. Vucevic 26' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,26.92,Missed,,,,,,,,,,,,,,,,,,,
311,PT11M38.00S,2022-01-24T00:20:49.8Z,3,REGULAR,rebound,defensive,[],1630175,,,1610612753,53,37,2022-01-24T00:20:58Z,3080000,,,0,,C. Anthony REBOUND (Off:0 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,310.0,1.0,1.0,0.0,,,,,,,,,,,,,,
312,PT11M37.00S,2022-01-24T00:21:01.8Z,3,REGULAR,foul,personal,[],201942,,,1610612753,53,37,2022-01-24T00:21:41Z,3090000,,,0,,D. DeRozan personal FOUL (1 PF),"[201942, 1630591]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,1626302.0,1.0,0.0,Suggs,1630591.0,,,,,,,,,
314,PT11M16.00S,2022-01-24T00:21:44.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,10.988830486202366,42.8921568627451,1610612753,53,37,2022-01-24T00:21:48Z,3110000,36.0,51.0,1,left,MISS C. Anthony 6' turnaround Shot,[1630175],1610612753.0,ORL,turnaround,,,Anthony,C. Anthony,,,,,6.2,Missed,,,,,,,,,,,,,,,,,,,
315,PT11M13.00S,2022-01-24T00:21:46.9Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,53,37,2022-01-24T00:21:46Z,3120000,,,0,,N. Vucevic REBOUND (Off:2 Def:7),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,314.0,9.0,7.0,2.0,,,,,,,,,,,,,,
316,PT10M59.00S,2022-01-24T00:22:01.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202696,87.20433639947439,53.18627450980392,1610612741,53,37,2022-01-24T00:22:13Z,3130000,16.0,68.0,1,right,MISS N. Vucevic 6' driving Hook,[202696],1610612741.0,CHI,driving,,,Vucevic,N. Vucevic,,,,,6.96,Missed,,,,,,,,,,,,,,,,,,,
317,PT10M56.00S,2022-01-24T00:22:04.1Z,3,REGULAR,rebound,defensive,[],1630532,,,1610612753,53,37,2022-01-24T00:22:04Z,3140000,,,0,,F. Wagner REBOUND (Off:1 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,316.0,3.0,2.0,1.0,,,,,,,,,,,,,,
318,PT10M41.00S,2022-01-24T00:22:19.2Z,3,REGULAR,turnover,lost ball,[],1628964,,,1610612753,53,37,2022-01-24T00:22:23Z,3150000,,,0,,M. Bamba lost ball TURNOVER (2 TO),"[1628964, 1629632]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,2.0,,,White,1629632.0,,,,
319,PT10M41.00S,2022-01-24T00:22:19.2Z,3,REGULAR,steal,,[],1629632,,,1610612741,53,37,2022-01-24T00:22:21Z,3160000,,,0,,C. White STEAL (1 STL),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT10M40.00S,2022-01-24T00:22:23.9Z,3,REGULAR,foul,personal,['2freethrow'],1630175,,,1610612741,53,37,2022-01-24T00:22:36Z,3170000,,,0,,C. Anthony shooting personal FOUL (1 PF) (White 2 FT),"[1630175, 1629632]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,,,,,,,,1201.0,1.0,0.0,White,1629632.0,,,,,,,,,
322,PT10M40.00S,2022-01-24T00:22:55.9Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629632,,,1610612741,53,37,2022-01-24T00:22:55Z,3190000,,,0,,MISS C. White Free Throw 1 of 2,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,Missed,,,,,,,,,,,,,,,,,,,
323,PT10M40.00S,2022-01-24T00:22:55.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,53,37,2022-01-24T00:22:55Z,3200000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,322.0,,,,,,,,,,,,,,,,,
324,PT10M40.00S,2022-01-24T00:23:09.3Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629632,,,1610612741,53,38,2022-01-24T00:23:09Z,3210000,,,0,,C. White Free Throw 2 of 2 (11 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
325,PT10M26.00S,2022-01-24T00:23:23.9Z,3,REGULAR,turnover,lost ball,[],1630532,,,1610612753,53,38,2022-01-24T00:23:28Z,3220000,,,0,,F. Wagner lost ball TURNOVER (1 TO),"[1630532, 201942]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,1.0,,,DeRozan,201942.0,,,,
326,PT10M26.00S,2022-01-24T00:23:23.9Z,3,REGULAR,steal,,[],201942,,,1610612741,53,38,2022-01-24T00:32:54Z,3230000,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT10M21.00S,2022-01-24T00:23:28.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201942,91.80354796320631,49.01960784313725,1610612741,53,38,2022-01-24T00:23:34Z,3240000,-5.0,25.0,1,right,MISS D. DeRozan running Layup,[201942],1610612741.0,CHI,running,,,DeRozan,D. DeRozan,,,,,2.5,Missed,,,,,,,,,,,,,,,,,,,
328,PT10M19.00S,2022-01-24T00:23:30.6Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,53,38,2022-01-24T00:23:34Z,3250000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:5),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,327.0,5.0,5.0,0.0,,,,,,,,,,,,,,
329,PT10M12.00S,2022-01-24T00:23:39.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,14.273981603153747,42.64705882352941,1610612753,55,38,2022-01-24T00:23:45Z,3260000,37.0,82.0,1,left,C. Anthony 8' pullup Jump Shot (7 PTS),[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,8.96,Made,7.0,,,,,,,,,,,,,,,,,,
330,PT09M58.00S,2022-01-24T00:23:53.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202696,85.89027595269383,52.69607843137255,1610612741,55,38,2022-01-24T00:23:57Z,3270000,13.0,80.0,1,right,MISS N. Vucevic 8' driving Hook,[202696],1610612741.0,CHI,driving,,,Vucevic,N. Vucevic,,,,,8.12,Missed,,,,,,,,,,,,,,,,,,,
331,PT09M55.00S,2022-01-24T00:23:56.2Z,3,REGULAR,rebound,defensive,[],1628964,,,1610612753,55,38,2022-01-24T00:23:57Z,3280000,,,0,,M. Bamba REBOUND (Off:0 Def:3),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,330.0,3.0,3.0,0.0,,,,,,,,,,,,,,
332,PT09M51.00S,2022-01-24T00:24:02.0Z,3,REGULAR,foul,personal,['2freethrow'],1629076,,,1610612753,55,38,2022-01-24T00:24:25Z,3290000,,,0,,T. Cook shooting personal FOUL (2 PF) (Wagner 2 FT),"[1629076, 1630532]",1610612741.0,CHI,shooting,,,Cook,T. Cook,,,,,,,,,,,,1201.0,2.0,0.0,Wagner,1630532.0,,,,,,,,,
334,PT09M51.00S,2022-01-24T00:24:31.1Z,3,REGULAR,freethrow,1 of 2,[],1630532,,,1610612753,56,38,2022-01-24T00:24:31Z,3310000,,,0,,F. Wagner Free Throw 1 of 2 (9 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
335,PT09M51.00S,2022-01-24T00:24:41.8Z,3,REGULAR,freethrow,2 of 2,[],1630532,,,1610612753,57,38,2022-01-24T00:24:41Z,3320000,,,0,,F. Wagner Free Throw 2 of 2 (10 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
336,PT09M39.00S,2022-01-24T00:24:56.2Z,3,REGULAR,3pt,Jump Shot,[],1629632,67.09921156373193,71.56862745098039,1610612741,57,38,2022-01-24T00:25:02Z,3330000,108.0,257.0,1,right,MISS C. White 27' step back 3PT,[1629632],1610612741.0,CHI,step back,,,White,C. White,,,,,27.85,Missed,,,,,,,,,,,,,,,,,,,
337,PT09M36.00S,2022-01-24T00:24:59.8Z,3,REGULAR,rebound,offensive,[],202696,,,1610612741,57,38,2022-01-24T00:24:59Z,3340000,,,0,,N. Vucevic REBOUND (Off:3 Def:7),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,336.0,10.0,7.0,3.0,,,,,,,,,,,,,,
338,PT09M32.00S,2022-01-24T00:25:05.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629632,91.80354796320631,51.470588235294116,1610612741,57,40,2022-01-24T00:25:18Z,3350000,7.0,25.0,1,right,C. White driving Layup (13 PTS),[1629632],1610612741.0,CHI,driving,,,White,C. White,,,,,2.56,Made,13.0,,,,,,,,,,,,,,,,,,
339,PT09M32.00S,2022-01-24T00:25:09.3Z,3,REGULAR,foul,personal,['1freethrow'],1628964,,,1610612741,57,40,2022-01-24T00:25:18Z,3360000,,,0,,M. Bamba shooting personal FOUL (4 PF) (White 1 FT),"[1628964, 1629632]",1610612753.0,ORL,shooting,,,Bamba,M. Bamba,,,,,,,,,,,,1201.0,4.0,0.0,White,1629632.0,,,,,,,,,
341,PT09M32.00S,2022-01-24T00:25:20.3Z,3,REGULAR,substitution,out,[],1628964,,,1610612741,57,40,2022-01-24T00:26:11Z,3380000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT09M32.00S,2022-01-24T00:25:20.3Z,3,REGULAR,substitution,in,[],1629021,,,1610612741,57,40,2022-01-24T00:26:11Z,3390000,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT09M32.00S,2022-01-24T00:25:42.9Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1629632,,,1610612741,57,41,2022-01-24T00:25:43Z,3400000,,,0,,C. White Free Throw 1 of 1 (14 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
344,PT09M07.00S,2022-01-24T00:26:07.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629021,12.959921156373195,41.66666666666667,1610612753,57,41,2022-01-24T00:26:18Z,3410000,42.0,69.0,1,left,MISS M. Wagner 8' pullup Shot - blocked,"[1629021, 1629076]",1610612753.0,ORL,pullup,,,Wagner,M. Wagner,,,,,8.09,Missed,,,,,,,,,,,,Cook,1629076.0,,,,,,
345,PT09M07.00S,2022-01-24T00:26:07.4Z,3,REGULAR,block,,[],1629076,,,1610612753,57,41,2022-01-24T00:26:59Z,3420000,,,0,,T. Cook BLOCK (1 BLK),[1629076],1610612741.0,CHI,,,,Cook,T. Cook,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT09M03.00S,2022-01-24T00:26:11.4Z,3,REGULAR,rebound,defensive,[],201942,,,1610612741,57,41,2022-01-24T00:26:18Z,3430000,,,0,,D. DeRozan REBOUND (Off:1 Def:3),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,344.0,4.0,3.0,1.0,,,,,,,,,,,,,,
347,PT08M56.00S,2022-01-24T00:26:23.3Z,3,REGULAR,turnover,out-of-bounds,[],202696,,,1610612741,57,41,2022-01-24T00:26:31Z,3440000,,,0,,N. Vucevic bad pass out-of-bounds TURNOVER (3 TO),[202696],1610612741.0,CHI,bad pass,,,Vucevic,N. Vucevic,,,,,,,,,,,,1626302.0,,,,,3.0,,,,,,,,
348,PT08M43.00S,2022-01-24T00:26:45.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628976,5.732588699080158,48.28431372549019,1610612753,59,41,2022-01-24T00:26:52Z,3450000,9.0,1.0,1,left,W. Carter Jr. cutting DUNK (10 PTS) (J. Suggs 3 AST),"[1628976, 1630591]",1610612753.0,ORL,cutting,,,Carter Jr.,W. Carter Jr.,,,,,0.87,Made,10.0,,,,,,,,,,,,,,,J. Suggs,1630591.0,3.0,
