actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
181,PT10M01.00S,2021-11-11T00:39:47.6Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630591,,,1610612753,26,33,2021-11-11T00:39:47Z,1760000,,,0,,J. Suggs Free Throw 1 of 2 (5 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,Made,,,,,,,5.0,,,,,,,,
182,PT10M01.00S,2021-11-11T00:40:03.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630591,,,1610612753,27,33,2021-11-11T00:40:03Z,1770000,,,0,,J. Suggs Free Throw 2 of 2 (6 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,Made,,,,,,,6.0,,,,,,,,
183,PT09M58.00S,2021-11-11T00:40:12.0Z,2,REGULAR,foul,personal,[],1630591,,,1610612751,27,33,2021-11-11T00:40:19Z,1780000,,,0,,J. Suggs personal FOUL (1 PF),"[1630591, 1628975]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,1628171.0,1.0,0.0,Carter,1628975.0,,,
185,PT09M53.00S,2021-11-11T00:40:28.8Z,2,REGULAR,2pt,Jump Shot,[],1628975,79.84559789750328,28.921568627450984,1610612751,27,35,2021-11-11T00:40:34Z,1800000,-105.0,137.0,1,right,J. Carter 17' pullup Jump Shot (2 PTS),[1628975],1610612751.0,BKN,pullup,,,Carter,J. Carter,,,,,,,,17.29,Made,,,,,,,2.0,,,,,,,,
187,PT09M45.00S,2021-11-11T00:40:41.7Z,2,REGULAR,foul,personal,[],1627761,,,1610612753,27,35,2021-11-11T00:41:05Z,1820000,,,0,,D. Bembry personal FOUL (2 PF),"[1627761, 1630591]",1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,1198.0,2.0,0.0,Suggs,1630591.0,,,
189,PT09M42.00S,2021-11-11T00:41:00.5Z,2,REGULAR,foul,personal,['2freethrow'],200794,,,1610612753,27,35,2021-11-11T00:41:22Z,1840000,,,0,,P. Millsap shooting personal FOUL (1 PF) (Bamba 2 FT),"[200794, 1628964]",1610612751.0,BKN,shooting,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,1628171.0,1.0,0.0,Bamba,1628964.0,,,
191,PT09M42.00S,2021-11-11T00:41:23.0Z,2,REGULAR,freethrow,1 of 2,[],1628964,,,1610612753,28,35,2021-11-11T00:41:23Z,1860000,,,0,,M. Bamba Free Throw 1 of 2 (8 PTS),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,Made,,,,,,,8.0,,,,,,,,
192,PT09M42.00S,2021-11-11T00:41:34.4Z,2,REGULAR,freethrow,2 of 2,[],1628964,,,1610612753,29,35,2021-11-11T00:41:34Z,1870000,,,0,,M. Bamba Free Throw 2 of 2 (9 PTS),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,Made,,,,,,,9.0,,,,,,,,
193,PT09M30.00S,2021-11-11T00:41:47.5Z,2,REGULAR,2pt,Jump Shot,[],200746,72.22404730617609,37.745098039215684,1610612751,29,37,2021-11-11T00:41:55Z,1880000,-61.0,209.0,1,right,L. Aldridge 21' Jump Shot (9 PTS) (J. Carter 2 AST),"[200746, 1628975]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,21.74,Made,,,,,,,9.0,,,,,,J. Carter,1628975.0,2.0
197,PT09M12.00S,2021-11-11T00:42:18.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200794,,,1610612753,29,37,2021-11-11T00:42:32Z,1920000,,,0,,P. Millsap shooting personal FOUL (2 PF) (Hampton 2 FT),"[200794, 1630181]",1610612751.0,BKN,shooting,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,1198.0,2.0,0.0,Hampton,1630181.0,,,
199,PT09M12.00S,2021-11-11T00:42:35.5Z,2,REGULAR,freethrow,1 of 2,[],1630181,,,1610612753,30,37,2021-11-11T00:42:35Z,1940000,,,0,,R. Hampton Free Throw 1 of 2 (1 PTS),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,Made,,,,,,,1.0,,,,,,,,
200,PT09M12.00S,2021-11-11T00:42:36.1Z,2,REGULAR,substitution,out,[],1629643,,,1610612753,30,37,2021-11-11T00:42:48Z,1950000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M12.00S,2021-11-11T00:42:36.1Z,2,REGULAR,substitution,out,[],1630591,,,1610612753,30,37,2021-11-11T00:42:48Z,1960000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M12.00S,2021-11-11T00:42:36.1Z,2,REGULAR,substitution,out,[],1627761,,,1610612753,30,37,2021-11-11T00:42:48Z,1970000,,,0,,SUB out: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M12.00S,2021-11-11T00:42:36.1Z,2,REGULAR,substitution,in,[],1630532,,,1610612753,30,37,2021-11-11T00:42:48Z,1980000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M12.00S,2021-11-11T00:42:36.1Z,2,REGULAR,substitution,in,[],1630175,,,1610612753,30,37,2021-11-11T00:42:48Z,1990000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M12.00S,2021-11-11T00:42:36.1Z,2,REGULAR,substitution,in,[],201935,,,1610612753,30,37,2021-11-11T00:42:48Z,2000000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M12.00S,2021-11-11T00:43:01.3Z,2,REGULAR,freethrow,2 of 2,[],1630181,,,1610612753,30,37,2021-11-11T00:43:01Z,2010000,,,0,,MISS R. Hampton Free Throw 2 of 2,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,Missed,,,,,,,,,,,,,,,
207,PT09M09.00S,2021-11-11T00:43:03.0Z,2,REGULAR,rebound,defensive,[],201935,,,1610612751,30,37,2021-11-11T00:43:03Z,2020000,,,0,,J. Harden REBOUND (Off:0 Def:4),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,206.0,4.0,4.0,0.0,,,,,,,,,,,
208,PT08M59.00S,2021-11-11T00:43:13.0Z,2,REGULAR,2pt,Jump Shot,[],200746,74.58935611038108,68.38235294117648,1610612751,30,37,2021-11-11T00:43:22Z,2030000,92.0,186.0,1,right,MISS L. Aldridge 20' Jump Shot,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,20.78,Missed,,,,,,,,,,,,,,,
209,PT08M56.00S,2021-11-11T00:43:16.4Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,30,37,2021-11-11T00:43:16Z,2040000,,,0,,M. Bamba REBOUND (Off:1 Def:3),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,208.0,4.0,3.0,1.0,,,,,,,,,,,
210,PT08M49.00S,2021-11-11T00:43:23.0Z,2,REGULAR,2pt,Jump Shot,[],1628964,23.340998685939553,28.431372549019606,1610612753,30,37,2021-11-11T00:44:19Z,2050000,108.0,167.0,1,left,MISS M. Bamba 19' pullup Shot,[1628964],1610612753.0,ORL,pullup,,,Bamba,M. Bamba,,,,,,,,19.87,Missed,,,,,,,,,,,,,,,
211,PT08M47.00S,2021-11-11T00:43:25.0Z,2,REGULAR,rebound,defensive,[],1628975,,,1610612751,30,37,2021-11-11T00:43:29Z,2060000,,,0,,J. Carter REBOUND (Off:0 Def:1),[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,210.0,1.0,1.0,0.0,,,,,,,,,,,
212,PT08M43.00S,2021-11-11T00:43:32.5Z,2,REGULAR,foul,personal,[],1628964,,,1610612751,30,37,2021-11-11T00:43:46Z,2070000,,,0,,M. Bamba personal FOUL (1 PF),"[1628964, 200746]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,1198.0,1.0,0.0,Aldridge,200746.0,,,
214,PT08M37.00S,2021-11-11T00:43:51.1Z,2,REGULAR,3pt,Jump Shot,[],201988,93.11760840998686,95.83333333333334,1610612751,30,40,2021-11-11T00:43:56Z,2090000,229.0,12.0,1,right,P. Mills 3PT  (3 PTS) (J. Harden 7 AST),"[201988, 201935]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,22.95,Made,,,,,,,3.0,,,,,,J. Harden,201935.0,7.0
216,PT08M15.00S,2021-11-11T00:44:13.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630181,7.30946123521682,53.18627450980392,1610612753,32,40,2021-11-11T00:44:21Z,2110000,-16.0,16.0,1,left,R. Hampton driving finger roll Layup (3 PTS),[1630181],1610612753.0,ORL,driving finger roll,,,Hampton,R. Hampton,,,,,,,,2.27,Made,,,,,,,3.0,,,,,,,,
217,PT07M58.00S,2021-11-11T00:44:29.6Z,2,REGULAR,3pt,Jump Shot,[],200746,95.74572930354796,95.58823529411765,1610612751,32,43,2021-11-11T00:44:35Z,2120000,228.0,-13.0,1,right,L. Aldridge 3PT  (12 PTS) (J. Carter 3 AST),"[200746, 1628975]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,22.82,Made,,,,,,,12.0,,,,,,J. Carter,1628975.0,3.0
219,PT07M39.00S,2021-11-11T00:44:48.3Z,2,REGULAR,3pt,Jump Shot,[],1628964,27.151773981603156,79.65686274509804,1610612753,32,43,2021-11-11T00:44:54Z,2140000,-148.0,203.0,1,left,MISS M. Bamba 25' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,25.12,Missed,,,,,,,,,,,,,,,
220,PT07M36.00S,2021-11-11T00:44:51.3Z,2,REGULAR,rebound,defensive,[],201935,,,1610612751,32,43,2021-11-11T00:44:54Z,2150000,,,0,,J. Harden REBOUND (Off:0 Def:5),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,219.0,5.0,5.0,0.0,,,,,,,,,,,
221,PT07M26.00S,2021-11-11T00:45:02.1Z,2,REGULAR,3pt,Jump Shot,[],200746,66.70499342969777,47.30392156862745,1610612751,32,46,2021-11-11T00:45:08Z,2160000,-13.0,260.0,1,right,L. Aldridge 26' 3PT  (15 PTS) (J. Carter 4 AST),"[200746, 1628975]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,26.08,Made,,,,,,,15.0,,,,,,J. Carter,1628975.0,4.0
223,PT07M16.00S,2021-11-11T00:45:19.1Z,2,REGULAR,timeout,full,['team'],0,,,1610612753,32,46,2021-11-11T00:45:19Z,2180000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M08.00S,2021-11-11T00:48:17.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,32,46,2021-11-11T00:48:18Z,2190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M05.00S,2021-11-11T00:48:30.7Z,2,REGULAR,2pt,Jump Shot,[],1630175,7.30946123521682,81.37254901960785,1610612753,32,46,2021-11-11T00:48:35Z,2200000,-157.0,16.0,1,left,MISS C. Anthony 15' Jump Shot,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,15.77,Missed,,,,,,,,,,,,,,,
226,PT07M03.00S,2021-11-11T00:48:33.1Z,2,REGULAR,rebound,offensive,[],1630181,,,1610612753,32,46,2021-11-11T00:48:33Z,2210000,,,0,,R. Hampton REBOUND (Off:1 Def:0),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,225.0,1.0,0.0,1.0,,,,,,,,,,,
227,PT06M58.00S,2021-11-11T00:48:37.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630181,29.517082785808146,24.754901960784316,1610612753,32,46,2021-11-11T00:50:12Z,2220000,126.0,225.0,1,left,MISS R. Hampton 25' step back 3PT,[1630181],1610612753.0,ORL,step back,,,Hampton,R. Hampton,,,,,,,,25.8,Missed,,,,,,,,,,,,,,,
228,PT06M55.00S,2021-11-11T00:48:40.4Z,2,REGULAR,rebound,defensive,[],200746,,,1610612751,32,46,2021-11-11T00:48:43Z,2230000,,,0,,L. Aldridge REBOUND (Off:2 Def:4),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,227.0,6.0,4.0,2.0,,,,,,,,,,,
229,PT06M34.00S,2021-11-11T00:49:02.8Z,2,REGULAR,turnover,bad pass,[],201935,,,1610612751,32,46,2021-11-11T00:49:08Z,2240000,,,0,,J. Harden bad pass TURNOVER (3 TO),"[201935, 1630175]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,3.0,Anthony,1630175.0,,,,,,,,,,,,,,,,,
230,PT06M34.00S,2021-11-11T00:49:02.8Z,2,REGULAR,steal,,[],1630175,,,1610612753,32,46,2021-11-11T00:49:05Z,2250000,,,0,,C. Anthony STEAL (1 STL),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M29.00S,2021-11-11T00:49:07.8Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203914,4.944152431011826,3.1862745098039214,1610612753,32,46,2021-11-11T00:49:17Z,2260000,234.0,-6.0,1,left,MISS G. Harris running 3PT,[203914],1610612753.0,ORL,running,,,Harris,G. Harris,,,,,,,,23.42,Missed,,,,,,,,,,,,,,,
232,PT06M25.00S,2021-11-11T00:49:11.1Z,2,REGULAR,rebound,offensive,[],1630532,,,1610612753,32,46,2021-11-11T00:49:11Z,2270000,,,0,,F. Wagner REBOUND (Off:2 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,231.0,3.0,1.0,2.0,,,,,,,,,,,
233,PT06M23.00S,2021-11-11T00:49:13.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630175,30.305519053876477,26.96078431372549,1610612753,32,46,2021-11-11T00:49:21Z,2280000,115.0,232.0,1,left,MISS C. Anthony 25' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,25.94,Missed,,,,,,,,,,,,,,,
234,PT06M20.00S,2021-11-11T00:49:16.0Z,2,REGULAR,rebound,defensive,[],201988,,,1610612751,32,46,2021-11-11T00:49:21Z,2290000,,,0,,P. Mills REBOUND (Off:0 Def:1),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,233.0,1.0,1.0,0.0,,,,,,,,,,,
235,PT06M12.00S,2021-11-11T00:49:24.0Z,2,REGULAR,2pt,Jump Shot,[],1628975,73.14388961892247,62.745098039215684,1610612751,32,46,2021-11-11T00:49:28Z,2300000,64.0,200.0,1,right,MISS J. Carter 20' pullup Shot,[1628975],1610612751.0,BKN,pullup,,,Carter,J. Carter,,,,,,,,20.98,Missed,,,,,,,,,,,,,,,
236,PT06M09.00S,2021-11-11T00:49:27.0Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,32,46,2021-11-11T00:49:28Z,2310000,,,0,,M. Bamba REBOUND (Off:1 Def:4),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,235.0,5.0,4.0,1.0,,,,,,,,,,,
237,PT06M03.00S,2021-11-11T00:49:34.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628964,6.915243101182654,57.59803921568627,1610612753,32,46,2021-11-11T00:51:51Z,2320000,-38.0,13.0,1,left,MISS M. Bamba driving Layup - blocked,"[1628964, 200794]",1610612753.0,ORL,driving,,,Bamba,M. Bamba,,,,,,,,4.0,Missed,,,,,Millsap,200794.0,,,,,,,,,
243,PT06M03.00S,2021-11-11T00:49:34.2Z,2,REGULAR,block,,[],200794,,,1610612753,32,46,2021-11-11T00:49:55Z,2325000,,,0,,P. Millsap BLOCK (1 BLK),[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M03.00S,2021-11-11T00:49:34.2Z,2,REGULAR,rebound,defensive,[],201935,,,1610612751,32,46,2021-11-11T00:50:05Z,2330000,,,0,,J. Harden REBOUND (Off:0 Def:6),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,237.0,6.0,6.0,0.0,,,,,,,,,,,
239,PT05M56.00S,2021-11-11T00:49:40.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201988,76.42904073587385,90.44117647058823,1610612751,32,46,2021-11-11T00:52:23Z,2340000,202.0,169.0,1,right,MISS P. Mills 26' running 3PT,[201988],1610612751.0,BKN,running,,,Mills,P. Mills,,,,,,,,26.36,Missed,,,,,,,,,,,,,,,
240,PT05M56.00S,2021-11-11T00:49:40.4Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612753,32,46,2021-11-11T00:49:48Z,2350000,,,0,,C. Anthony REBOUND (Off:0 Def:3),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,239.0,3.0,3.0,0.0,,,,,,,,,,,
241,PT05M45.00S,2021-11-11T00:49:51.1Z,2,REGULAR,3pt,Jump Shot,[],203914,6.915243101182654,4.166666666666666,1610612753,32,46,2021-11-11T00:49:57Z,2360000,229.0,13.0,1,left,MISS G. Harris 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,22.95,Missed,,,,,,,,,,,,,,,
242,PT05M41.00S,2021-11-11T00:49:55.1Z,2,REGULAR,rebound,defensive,[],201935,,,1610612751,32,46,2021-11-11T00:49:57Z,2370000,,,0,,J. Harden REBOUND (Off:0 Def:7),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,241.0,7.0,7.0,0.0,,,,,,,,,,,
244,PT05M37.00S,2021-11-11T00:50:00.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628975,72.79894875164258,84.33670343137256,1610612751,32,49,2021-11-11T00:54:42Z,2380000,172.0,203.0,1,right,J. Carter 26' 3PT running pullup (5 PTS) (J. Harden 8 AST),"[1628975, 201935]",1610612751.0,BKN,running pullup,,,Carter,J. Carter,,,,,,,,26.6,Made,,,,,,,5.0,,,,,,J. Harden,201935.0,8.0
246,PT05M22.00S,2021-11-11T00:50:18.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630181,8.754927726675426,51.71568627450981,1610612753,34,49,2021-11-11T00:55:22Z,2400000,-9.0,30.0,1,left,R. Hampton driving Layup (5 PTS),[1630181],1610612753.0,ORL,driving,,,Hampton,R. Hampton,,,,,,,,3.1,Made,,,,,,,5.0,,,,,,,,
247,PT05M11.00S,2021-11-11T00:50:35.5Z,2,REGULAR,timeout,full,['team'],0,,,1610612751,34,49,2021-11-11T00:50:35Z,2410000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M11.00S,2021-11-11T00:52:37.4Z,2,REGULAR,substitution,out,[],1628964,,,1610612751,34,49,2021-11-11T00:53:04Z,2420000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M11.00S,2021-11-11T00:52:37.4Z,2,REGULAR,substitution,out,[],203914,,,1610612751,34,49,2021-11-11T00:53:04Z,2430000,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M11.00S,2021-11-11T00:52:37.4Z,2,REGULAR,substitution,out,[],1628975,,,1610612751,34,49,2021-11-11T00:53:04Z,2440000,,,0,,SUB out: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M11.00S,2021-11-11T00:52:37.4Z,2,REGULAR,substitution,out,[],200794,,,1610612751,34,49,2021-11-11T00:53:04Z,2450000,,,0,,SUB out: P. Millsap,[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M11.00S,2021-11-11T00:52:37.4Z,2,REGULAR,substitution,in,[],203082,,,1610612751,34,49,2021-11-11T00:53:04Z,2460000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M11.00S,2021-11-11T00:52:37.4Z,2,REGULAR,substitution,in,[],1628976,,,1610612751,34,49,2021-11-11T00:53:04Z,2470000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M11.00S,2021-11-11T00:52:37.4Z,2,REGULAR,substitution,in,[],203925,,,1610612751,34,49,2021-11-11T00:53:04Z,2480000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M11.00S,2021-11-11T00:52:37.4Z,2,REGULAR,substitution,in,[],201142,,,1610612751,34,49,2021-11-11T00:53:04Z,2490000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M57.00S,2021-11-11T00:53:34.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",201935,89.30683311432325,43.13725490196079,1610612751,34,51,2021-11-11T00:54:00Z,2500000,-34.0,48.0,1,right,J. Harden driving Layup (7 PTS),[201935],1610612751.0,BKN,driving,,,Harden,J. Harden,,,,,,,,5.9,Made,,,,,,,7.0,,,,,,,,
257,PT04M57.00S,2021-11-11T00:53:40.7Z,2,REGULAR,violation,defensive goaltending,[],1628976,,,1610612751,34,51,2021-11-11T00:54:00Z,2510000,,,0,,W. Carter Jr. defensive goaltending VIOLATION,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,202049.0,,,,,,,
258,PT04M44.00S,2021-11-11T00:53:56.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,6.783837056504599,43.872549019607845,1610612753,36,51,2021-11-11T00:54:04Z,2520000,31.0,11.0,1,left,C. Anthony alley-oop Layup (2 PTS) (R. Hampton 1 AST),"[1630175, 1630181]",1610612753.0,ORL,alley-oop,,,Anthony,C. Anthony,,,,,,,,3.26,Made,,,,,,,2.0,,,,,,R. Hampton,1630181.0,1.0
260,PT04M34.00S,2021-11-11T00:54:09.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,89.83245729303549,44.6078431372549,1610612751,36,53,2021-11-11T00:57:27Z,2540000,-27.0,43.0,1,right,J. Harden driving Layup (9 PTS),[201935],1610612751.0,BKN,driving,,,Harden,J. Harden,,,,,,,,5.09,Made,,,,,,,9.0,,,,,,,,
261,PT04M34.00S,2021-11-11T00:54:18.0Z,2,REGULAR,foul,personal,['1freethrow'],1628976,,,1610612751,36,53,2021-11-11T00:54:38Z,2550000,,,0,,W. Carter Jr. shooting personal FOUL (1 PF) (Harden 1 FT),"[1628976, 201935]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,202049.0,1.0,0.0,Harden,201935.0,,,
263,PT04M34.00S,2021-11-11T00:54:40.6Z,2,REGULAR,foul,technical,['1freethrow'],1628976,,,1610612751,36,53,2021-11-11T00:54:48Z,2570000,,,0,,W. Carter Jr. technical FOUL (1 Tech),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,202049.0,1.0,1.0,,,,,
264,PT04M34.00S,2021-11-11T00:54:50.0Z,2,REGULAR,freethrow,1 of 1,[],201935,,,1610612751,36,53,2021-11-11T00:54:50Z,2580000,,,0,,MISS J. Harden technical Free Throw 1 of 1,[201935],1610612751.0,BKN,technical,,,Harden,J. Harden,,,,,,,,,Missed,,,,,,,,,,,,,,,
265,PT04M34.00S,2021-11-11T00:54:50.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,36,53,2021-11-11T00:54:50Z,2590000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,264.0,,,,,,,,,,,,,,
266,PT04M34.00S,2021-11-11T00:55:14.8Z,2,REGULAR,freethrow,1 of 1,[],201935,,,1610612751,36,54,2021-11-11T00:55:14Z,2600000,,,0,,J. Harden Free Throw 1 of 1 (10 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,Made,,,,,,,10.0,,,,,,,,
267,PT04M22.00S,2021-11-11T00:55:27.9Z,2,REGULAR,2pt,Jump Shot,[],203082,23.47240473061761,46.07843137254902,1610612753,38,54,2021-11-11T00:55:34Z,2610000,20.0,168.0,1,left,T. Ross 16' Jump Shot (4 PTS) (R. Hampton 2 AST),"[203082, 1630181]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,16.92,Made,,,,,,,4.0,,,,,,R. Hampton,1630181.0,2.0
269,PT04M09.00S,2021-11-11T00:55:48.8Z,2,REGULAR,foul,technical,['1freethrow'],1628976,,,1610612751,38,54,2021-11-11T00:56:37Z,2630000,,,0,,W. Carter Jr. defensive-3-second technical FOUL (2 Tech),[1628976],1610612753.0,ORL,defensive-3-second,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,1198.0,1.0,2.0,,,,,
270,PT04M09.00S,2021-11-11T00:56:06.3Z,2,REGULAR,freethrow,1 of 1,[],201142,,,1610612751,38,55,2021-11-11T00:56:06Z,2640000,,,0,,K. Durant technical Free Throw 1 of 1 (13 PTS),[201142],1610612751.0,BKN,technical,,,Durant,K. Durant,,,,,,,,,Made,,,,,,,13.0,,,,,,,,
271,PT04M09.00S,2021-11-11T00:56:09.0Z,2,REGULAR,substitution,out,[],201988,,,1610612751,38,55,2021-11-11T00:56:22Z,2650000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
272,PT04M09.00S,2021-11-11T00:56:09.0Z,2,REGULAR,substitution,out,[],200746,,,1610612751,38,55,2021-11-11T00:56:22Z,2660000,,,0,,SUB out: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M09.00S,2021-11-11T00:56:09.0Z,2,REGULAR,substitution,in,[],1628971,,,1610612751,38,55,2021-11-11T00:56:22Z,2670000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
