actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
648,PT03M16.00S,2021-11-11T02:09:31.6Z,4,REGULAR,rebound,defensive,[],1629649,,,1610612753,85,117,2021-11-11T02:10:22Z,6290000,,,0,,I. Brazdeikis REBOUND (Off:0 Def:1),[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,646.0,1.0,1.0,0.0,,,,,,,,,,,
649,PT03M07.00S,2021-11-11T02:09:39.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629643,92.59198423127464,46.07843137254902,1610612753,87,117,2021-11-11T02:09:59Z,6300000,-20.0,17.0,1,right,C. Okeke cutting DUNK (4 PTS) (I. Brazdeikis 1 AST),"[1629643, 1629649]",1610612753.0,ORL,cutting,,,Okeke,C. Okeke,,,,,,,,2.6,Made,,,,,,,4.0,,,,,,I. Brazdeikis,1629649.0,1.0
651,PT03M04.00S,2021-11-11T02:09:51.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612751,87,117,2021-11-11T02:09:51Z,6320000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT03M04.00S,2021-11-11T02:10:49.5Z,4,REGULAR,substitution,out,[],1627761,,,1610612751,87,117,2021-11-11T02:11:12Z,6330000,,,0,,SUB out: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,
653,PT03M04.00S,2021-11-11T02:10:49.5Z,4,REGULAR,substitution,in,[],1628971,,,1610612751,87,117,2021-11-11T02:11:12Z,6340000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
654,PT02M50.00S,2021-11-11T02:11:29.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630549,6.1268068331143235,45.588235294117645,1610612751,87,119,2021-11-11T02:11:36Z,6350000,22.0,5.0,1,left,D. Sharpe Layup (2 PTS),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,2.27,Made,,,,,,,2.0,,,,,,,,
655,PT02M29.00S,2021-11-11T02:11:49.8Z,4,REGULAR,3pt,Jump Shot,[],1629649,94.1688567674113,95.09803921568627,1610612753,90,119,2021-11-11T02:11:55Z,6360000,225.0,2.0,1,right,I. Brazdeikis 3PT  (5 PTS) (C. Okeke 3 AST),"[1629649, 1629643]",1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,22.55,Made,,,,,,,5.0,,,,,,C. Okeke,1629643.0,3.0
657,PT02M08.00S,2021-11-11T02:12:14.6Z,4,REGULAR,foul,personal,[],1629021,,,1610612751,90,119,2021-11-11T02:12:23Z,6380000,,,0,,M. Wagner personal FOUL (3 PF),"[1629021, 1628975]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,1198.0,3.0,0.0,Carter,1628975.0,,,
659,PT02M01.00S,2021-11-11T02:12:36.6Z,4,REGULAR,foul,personal,['2freethrow'],1629649,,,1610612751,90,119,2021-11-11T02:12:53Z,6400000,,,0,,I. Brazdeikis shooting personal FOUL (1 PF) (Sharpe 2 FT),"[1629649, 1630549]",1610612753.0,ORL,shooting,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,1628171.0,1.0,0.0,Sharpe,1630549.0,,,
661,PT02M01.00S,2021-11-11T02:13:04.2Z,4,REGULAR,freethrow,1 of 2,[],1630549,,,1610612751,90,120,2021-11-11T02:13:04Z,6420000,,,0,,D. Sharpe Free Throw 1 of 2 (3 PTS),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,Made,,,,,,,3.0,,,,,,,,
662,PT02M01.00S,2021-11-11T02:13:17.6Z,4,REGULAR,freethrow,2 of 2,[],1630549,,,1610612751,90,121,2021-11-11T02:13:17Z,6430000,,,0,,D. Sharpe Free Throw 2 of 2 (4 PTS),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,Made,,,,,,,4.0,,,,,,,,
663,PT01M51.00S,2021-11-11T02:13:30.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628539,90.22667542706965,58.333333333333336,1610612753,90,121,2021-11-11T02:19:35Z,6440000,42.0,39.0,1,right,MISS M. Mulder driving finger roll Layup - blocked,"[1628539, 1630549]",1610612753.0,ORL,driving finger roll,,,Mulder,M. Mulder,,,,,,,,5.74,Missed,,,,,Sharpe,1630549.0,,,,,,,,,
664,PT01M51.00S,2021-11-11T02:13:30.5Z,4,REGULAR,block,,[],1630549,,,1610612753,90,121,2021-11-11T02:13:33Z,6450000,,,0,,D. Sharpe BLOCK (1 BLK),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,
665,PT01M50.00S,2021-11-11T02:13:31.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612751,90,121,2021-11-11T02:13:48Z,6460000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,663.0,,,,,,,,,,,,,,
666,PT01M50.00S,2021-11-11T02:13:36.6Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,90,121,2021-11-11T02:13:36Z,6470000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT01M38.00S,2021-11-11T02:13:52.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,6.1268068331143235,44.36274509803921,1610612751,90,123,2021-11-11T02:13:59Z,6480000,28.0,5.0,1,left,C. Thomas driving finger roll Layup (2 PTS),[1630560],1610612751.0,BKN,driving finger roll,,,Thomas,C. Thomas,,,,,,,,2.87,Made,,,,,,,2.0,,,,,,,,
668,PT01M22.00S,2021-11-11T02:14:11.2Z,4,REGULAR,turnover,out-of-bounds,[],1629649,,,1610612753,90,123,2021-11-11T02:14:18Z,6490000,,,0,,I. Brazdeikis bad pass out-of-bounds TURNOVER (1 TO),[1629649],1610612753.0,ORL,bad pass,,,Brazdeikis,I. Brazdeikis,,,,,1.0,,,,,,,,,,,,1198.0,,,,,,,
693,PT01M22.00S,2021-11-11T02:14:21.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,90,123,2021-11-11T02:20:12Z,6495000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT01M08.00S,2021-11-11T02:14:30.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630549,9.806176084099869,41.17647058823529,1610612751,90,123,2021-11-11T02:14:36Z,6500000,44.0,40.0,1,left,MISS D. Sharpe driving Layup,[1630549],1610612751.0,BKN,driving,,,Sharpe,D. Sharpe,,,,,,,,5.93,Missed,,,,,,,,,,,,,,,
670,PT01M07.00S,2021-11-11T02:14:31.8Z,4,REGULAR,rebound,offensive,[],1630549,,,1610612751,90,123,2021-11-11T02:15:48Z,6510000,,,0,,D. Sharpe REBOUND (Off:1 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,669.0,2.0,1.0,1.0,,,,,,,,,,,
671,PT01M06.00S,2021-11-11T02:14:33.9Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1630549,5.590000152587891,50.0,1610612751,90,123,2021-11-11T02:15:27Z,6520000,0.0,0.0,1,left,MISS D. Sharpe tip Layup,[1630549],1610612751.0,BKN,tip,,,Sharpe,D. Sharpe,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,
672,PT01M05.00S,2021-11-11T02:14:34.9Z,4,REGULAR,rebound,offensive,[],1630549,,,1610612751,90,123,2021-11-11T02:15:32Z,6530000,,,0,,D. Sharpe REBOUND (Off:2 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,671.0,3.0,1.0,2.0,,,,,,,,,,,
673,PT01M05.00S,2021-11-11T02:14:35.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630549,5.590000152587891,50.0,1610612751,90,123,2021-11-11T02:14:35Z,6540000,0.0,0.0,1,left,MISS D. Sharpe tip Layup,[1630549],1610612751.0,BKN,tip,,,Sharpe,D. Sharpe,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,
674,PT01M05.00S,2021-11-11T02:14:36.6Z,4,REGULAR,rebound,offensive,[],1630549,,,1610612751,90,123,2021-11-11T02:14:36Z,6550000,,,0,,D. Sharpe REBOUND (Off:3 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,673.0,4.0,1.0,3.0,,,,,,,,,,,
677,PT01M05.00S,2021-11-11T02:14:41.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,90,123,2021-11-11T02:14:41Z,6580000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,PT00M59.40S,2021-11-11T02:14:55.3Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628975,8.623521681997373,3.9215686274509802,1610612751,90,123,2021-11-11T02:18:49Z,6590000,230.0,29.0,1,left,MISS J. Carter 3PT,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,23.22,Missed,,,,,,,,,,,,,,,
679,PT00M59.40S,2021-11-11T02:14:55.3Z,4,REGULAR,rebound,defensive,[],1629643,,,1610612753,90,123,2021-11-11T02:15:06Z,6600000,,,0,,C. Okeke REBOUND (Off:0 Def:5),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,678.0,5.0,5.0,0.0,,,,,,,,,,,
680,PT00M50.60S,2021-11-11T02:15:06.3Z,4,REGULAR,foul,personal,[],200794,,,1610612753,90,123,2021-11-11T02:15:19Z,6610000,,,0,,P. Millsap personal FOUL (4 PF),"[200794, 1629643]",1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,202049.0,4.0,0.0,Okeke,1629643.0,,,
682,PT00M47.10S,2021-11-11T02:15:33.7Z,4,REGULAR,3pt,Jump Shot,[],1629649,65.78515111695138,63.970588235294116,1610612753,90,123,2021-11-11T02:22:46Z,6630000,70.0,269.0,1,right,MISS I. Brazdeikis 27' pullup 3PT,[1629649],1610612753.0,ORL,pullup,,,Brazdeikis,I. Brazdeikis,,,,,,,,27.8,Missed,,,,,,,,,,,,,,,
683,PT00M43.80S,2021-11-11T02:15:37.0Z,4,REGULAR,rebound,defensive,[],1630549,,,1610612751,90,123,2021-11-11T02:15:52Z,6640000,,,0,,D. Sharpe REBOUND (Off:3 Def:2),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,682.0,5.0,2.0,3.0,,,,,,,,,,,
684,PT00M20.90S,2021-11-11T02:15:59.8Z,4,REGULAR,3pt,Jump Shot,[],1628975,18.2161629434954,3.9215686274509802,1610612751,90,123,2021-11-11T02:16:13Z,6650000,230.0,119.0,1,left,MISS J. Carter 25' bank 3PT,[1628975],1610612751.0,BKN,bank,,,Carter,J. Carter,,,,,,,,25.92,Missed,,,,,,,,,,,,,,,
685,PT00M17.10S,2021-11-11T02:16:03.6Z,4,REGULAR,rebound,defensive,[],1629021,,,1610612753,90,123,2021-11-11T02:16:03Z,6660000,,,0,,M. Wagner REBOUND (Off:0 Def:2),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,684.0,2.0,2.0,0.0,,,,,,,,,,,
686,PT00M14.50S,2021-11-11T02:16:06.2Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629649,90.75229960578186,55.63725490196079,1610612753,90,123,2021-11-11T02:16:41Z,6670000,28.0,34.0,1,right,MISS I. Brazdeikis running Layup - blocked,"[1629649, 1630560]",1610612753.0,ORL,running,,,Brazdeikis,I. Brazdeikis,,,,,,,,4.45,Missed,,,,,Thomas,1630560.0,,,,,,,,,
687,PT00M14.50S,2021-11-11T02:16:06.2Z,4,REGULAR,block,,[],1630560,,,1610612753,90,123,2021-11-11T02:16:08Z,6680000,,,0,,C. Thomas BLOCK (1 BLK),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
688,PT00M10.80S,2021-11-11T02:16:09.9Z,4,REGULAR,rebound,defensive,[],1630560,,,1610612751,90,123,2021-11-11T02:16:09Z,6690000,,,0,,C. Thomas REBOUND (Off:0 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,686.0,1.0,1.0,0.0,,,,,,,,,,,
689,PT00M00.00S,2021-11-11T02:16:36.8Z,4,REGULAR,period,end,[],0,,,1610612751,90,123,2021-11-11T02:16:36Z,6700000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,PT00M00.00S,2021-11-11T02:16:58.8Z,4,REGULAR,game,end,[],0,,,0,90,123,2021-11-11T02:16:58Z,6710000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
