actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
622,PT01M51.00S,2022-03-09T02:17:39.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612753,95,96,2022-03-09T02:17:44Z,6190000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,621.0,,,,,,,,,,,,,,
623,PT01M51.00S,2022-03-09T02:17:46.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203109,,,1610612753,95,96,2022-03-09T02:18:13Z,6200000,,,0,,J. Crowder loose ball personal FOUL (3 PF) (Carter Jr. 2 FT),"[203109, 1628976]",1610612756.0,PHX,loose ball,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,101284.0,3.0,0.0,Carter Jr.,1628976.0,,,,,
625,PT01M51.00S,2022-03-09T02:18:11.0Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1628976,,,1610612753,96,96,2022-03-09T02:18:11Z,6220000,,,0,,W. Carter Jr. Free Throw 1 of 2 (19 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,Made,19.0,,,,,,,,,,,,,,,,,,
626,PT01M51.00S,2022-03-09T02:18:33.3Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1628976,,,1610612753,97,96,2022-03-09T02:18:33Z,6230000,,,0,,W. Carter Jr. Free Throw 2 of 2 (20 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,Made,20.0,,,,,,,,,,,,,,,,,,
627,PT01M36.00S,2022-03-09T02:18:49.5Z,4,REGULAR,3pt,Jump Shot,[],203109,86.28449408672799,95.34313725490196,1610612756,97,96,2022-03-09T02:19:01Z,6240000,227.0,76.0,1,right,MISS J. Crowder 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,23.92,Missed,,,,,,,,,,,,,,,,,,,
628,PT01M31.00S,2022-03-09T02:18:54.5Z,4,REGULAR,rebound,offensive,[],1629028,,,1610612756,97,96,2022-03-09T02:19:00Z,6250000,,,0,,D. Ayton REBOUND (Off:4 Def:14),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,627.0,18.0,14.0,4.0,,,,,,,,,,,
629,PT01M31.00S,2022-03-09T02:18:57.3Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629028,94.40999984741211,50.0,1610612756,97,98,2022-03-09T02:19:13Z,6260000,0.0,0.0,1,right,D. Ayton tip Layup (19 PTS),[1629028],1610612756.0,PHX,tip,,,Ayton,D. Ayton,,,,,0.0,Made,19.0,,,,,,,,,,,,,,,,,,
630,PT01M14.00S,2022-03-09T02:19:13.6Z,4,REGULAR,2pt,Jump Shot,[],1628976,6.1268068331143235,69.85294117647058,1610612753,97,98,2022-03-09T02:19:20Z,6270000,-99.0,5.0,1,left,MISS W. Carter Jr. 9' fadeaway Shot,[1628976],1610612753.0,ORL,fadeaway,,,Carter Jr.,W. Carter Jr.,,,,,9.94,Missed,,,,,,,,,,,,,,,,,,,
631,PT01M13.00S,2022-03-09T02:19:15.1Z,4,REGULAR,rebound,offensive,[],1628964,,,1610612753,97,98,2022-03-09T02:19:15Z,6280000,,,0,,M. Bamba REBOUND (Off:3 Def:11),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,630.0,14.0,11.0,3.0,,,,,,,,,,,
632,PT01M12.00S,2022-03-09T02:19:15.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628964,10.85742444152431,50.49019607843137,1610612753,97,98,2022-03-09T02:19:27Z,6290000,-2.0,50.0,1,left,MISS M. Bamba putback Layup,[1628964],1610612753.0,ORL,putback,,,Bamba,M. Bamba,,,,,4.97,Missed,,,,,,,,,,,,,,,,,,,
633,PT01M11.00S,2022-03-09T02:19:16.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612756,97,98,2022-03-09T02:19:27Z,6300000,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,632.0,,,,,,,,,,,,,,
634,PT01M11.00S,2022-03-09T02:19:21.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,97,98,2022-03-09T02:19:21Z,6310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT00M59.60S,2022-03-09T02:19:39.7Z,4,REGULAR,2pt,Jump Shot,[],1626166,84.97043363994744,21.813725490196077,1610612756,97,98,2022-03-09T02:19:45Z,6320000,-141.0,89.0,1,right,MISS C. Payne 16' step back Shot,[1626166],1610612756.0,PHX,step back,,,Payne,C. Payne,,,,,16.65,Missed,,,,,,,,,,,,,,,,,,,
636,PT00M57.30S,2022-03-09T02:19:42.0Z,4,REGULAR,rebound,defensive,[],1628964,,,1610612753,97,98,2022-03-09T02:19:45Z,6330000,,,0,,M. Bamba REBOUND (Off:3 Def:12),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,635.0,15.0,12.0,3.0,,,,,,,,,,,
637,PT00M36.60S,2022-03-09T02:20:02.7Z,4,REGULAR,2pt,Jump Shot,[],1630175,16.507884362680684,74.01960784313727,1610612753,97,98,2022-03-09T02:20:07Z,6340000,-120.0,103.0,1,left,MISS C. Anthony 15' pullup Shot,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,15.8,Missed,,,,,,,,,,,,,,,,,,,
638,PT00M34.20S,2022-03-09T02:20:05.1Z,4,REGULAR,rebound,defensive,[],1629028,,,1610612756,97,98,2022-03-09T02:20:05Z,6350000,,,0,,D. Ayton REBOUND (Off:4 Def:15),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,637.0,19.0,15.0,4.0,,,,,,,,,,,
639,PT00M12.70S,2022-03-09T02:20:27.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,87.99277266754271,49.754901960784316,1610612756,97,100,2022-03-09T02:20:42Z,6360000,-1.0,60.0,1,right,D. Ayton 6' floating Jump Shot (21 PTS) (C. Payne 12 AST),"[1629028, 1626166]",1610612756.0,PHX,floating,,,Ayton,D. Ayton,,,,,6.04,Made,21.0,C. Payne,1626166.0,12.0,,,,,,,,,,,,,,,
641,PT00M12.70S,2022-03-09T02:20:37.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612753,97,100,2022-03-09T02:20:37Z,6380000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT00M12.70S,2022-03-09T02:20:59.5Z,4,REGULAR,substitution,out,[],1628964,,,1610612753,97,100,2022-03-09T02:22:08Z,6390000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT00M12.70S,2022-03-09T02:20:59.5Z,4,REGULAR,substitution,in,[],1629643,,,1610612753,97,100,2022-03-09T02:22:08Z,6400000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT00M12.70S,2022-03-09T02:20:59.5Z,4,REGULAR,substitution,out,[],1629028,,,1610612753,97,100,2022-03-09T02:22:52Z,6405000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT00M12.70S,2022-03-09T02:20:59.5Z,4,REGULAR,substitution,in,[],1628470,,,1610612753,97,100,2022-03-09T02:22:52Z,6407500,,,0,,SUB in: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT00M10.90S,2022-03-09T02:22:26.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628969,,,1610612753,97,100,2022-03-09T02:22:35Z,6410000,,,0,,M. Bridges personal FOUL (2 PF) (Anthony 2 FT),"[1628969, 1630175]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,101284.0,2.0,0.0,Anthony,1630175.0,,,,,
648,PT00M10.90S,2022-03-09T02:22:57.9Z,4,REGULAR,freethrow,1 of 2,[],1630175,,,1610612753,98,100,2022-03-09T02:22:57Z,6430000,,,0,,C. Anthony Free Throw 1 of 2 (10 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
649,PT00M10.90S,2022-03-09T02:22:58.9Z,4,REGULAR,substitution,out,[],1628470,,,1610612753,98,100,2022-03-09T02:23:03Z,6440000,,,0,,SUB out: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT00M10.90S,2022-03-09T02:22:58.9Z,4,REGULAR,substitution,in,[],1629028,,,1610612753,98,100,2022-03-09T02:23:03Z,6450000,,,0,,SUB in: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT00M10.90S,2022-03-09T02:23:22.2Z,4,REGULAR,freethrow,2 of 2,[],1630175,,,1610612753,99,100,2022-03-09T02:23:22Z,6460000,,,0,,C. Anthony Free Throw 2 of 2 (11 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
652,PT00M08.30S,2022-03-09T02:23:28.4Z,4,REGULAR,foul,personal,[],1630175,,,1610612756,99,100,2022-03-09T02:23:43Z,6470000,,,0,,C. Anthony personal FOUL (2 PF),"[1630175, 1629013]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,1151.0,2.0,0.0,Shamet,1629013.0,,,,,
654,PT00M06.90S,2022-03-09T02:23:46.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630175,,,1610612756,99,100,2022-03-09T02:23:52Z,6490000,,,0,,C. Anthony personal FOUL (3 PF) (Payne 2 FT),"[1630175, 1626166]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,1151.0,3.0,0.0,Payne,1626166.0,,,,,
656,PT00M06.90S,2022-03-09T02:24:20.3Z,4,REGULAR,freethrow,1 of 2,[],1626166,,,1610612756,99,101,2022-03-09T02:24:20Z,6510000,,,0,,C. Payne Free Throw 1 of 2 (17 PTS),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
657,PT00M06.90S,2022-03-09T02:24:20.9Z,4,REGULAR,substitution,out,[],1630181,,,1610612756,99,101,2022-03-09T02:24:26Z,6520000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT00M06.90S,2022-03-09T02:24:20.9Z,4,REGULAR,substitution,in,[],1628964,,,1610612756,99,101,2022-03-09T02:24:26Z,6530000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT00M06.90S,2022-03-09T02:24:47.9Z,4,REGULAR,freethrow,2 of 2,[],1626166,,,1610612756,99,102,2022-03-09T02:24:47Z,6540000,,,0,,C. Payne Free Throw 2 of 2 (18 PTS),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,Made,18.0,,,,,,,,,,,,,,,,,,
660,PT00M06.90S,2022-03-09T02:24:50.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612753,99,102,2022-03-09T02:24:50Z,6550000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M06.90S,2022-03-09T02:24:52.3Z,4,REGULAR,substitution,out,[],1628964,,,1610612753,99,102,2022-03-09T02:26:18Z,6560000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT00M06.90S,2022-03-09T02:24:52.3Z,4,REGULAR,substitution,out,[],1629028,,,1610612753,99,102,2022-03-09T02:26:18Z,6570000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT00M06.90S,2022-03-09T02:24:52.3Z,4,REGULAR,substitution,in,[],1630181,,,1610612753,99,102,2022-03-09T02:26:18Z,6580000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT00M06.90S,2022-03-09T02:24:52.3Z,4,REGULAR,substitution,in,[],1628470,,,1610612753,99,102,2022-03-09T02:26:18Z,6590000,,,0,,SUB in: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT00M04.20S,2022-03-09T02:26:33.8Z,4,REGULAR,3pt,Jump Shot,[],1630532,31.61957950065703,29.901960784313726,1610612753,99,102,2022-03-09T02:26:37Z,6600000,100.0,245.0,1,left,MISS F. Wagner 26' 3PT - blocked,"[1630532, 1628969]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,26.45,Missed,,,,,,,,,,,,,,,Bridges,1628969.0,,,
666,PT00M04.20S,2022-03-09T02:26:33.8Z,4,REGULAR,block,,[],1628969,,,1610612753,99,102,2022-03-09T02:26:36Z,6610000,,,0,,M. Bridges BLOCK (1 BLK),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT00M01.20S,2022-03-09T02:26:36.8Z,4,REGULAR,rebound,defensive,[],203109,,,1610612756,99,102,2022-03-09T02:26:37Z,6620000,,,0,,J. Crowder REBOUND (Off:0 Def:11),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,665.0,11.0,11.0,0.0,,,,,,,,,,,
668,PT00M00.00S,2022-03-09T02:26:48.7Z,4,REGULAR,period,end,[],0,,,1610612756,99,102,2022-03-09T02:26:48Z,6630000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT00M00.00S,2022-03-09T02:26:51.0Z,4,REGULAR,game,end,[],0,,,0,99,102,2022-03-09T02:26:51Z,6640000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
