actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
175,PT09M39.00S,2022-03-09T00:38:18.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630688,9.937582128777924,46.81372549019608,1610612756,29,32,2022-03-09T00:38:56Z,1750000,16.0,41.0,1,left,MISS I. Wainright running Layup - blocked,"[1630688, 1629021]",1610612756.0,PHX,running,,,Wainright,I. Wainright,,,,,4.39,Missed,,,,,,,,,,,,,,,Wagner,1629021.0,,,
176,PT09M39.00S,2022-03-09T00:38:18.6Z,2,REGULAR,block,,[],1629021,,,1610612756,29,32,2022-03-09T00:38:21Z,1760000,,,0,,M. Wagner BLOCK (1 BLK),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT09M39.00S,2022-03-09T00:38:18.6Z,2,REGULAR,rebound,defensive,[],203914,,,1610612753,29,32,2022-03-09T00:38:32Z,1770000,,,0,,G. Harris REBOUND (Off:0 Def:1),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,175.0,1.0,1.0,0.0,,,,,,,,,,,
178,PT09M28.00S,2022-03-09T00:38:33.6Z,2,REGULAR,foul,personal,[],1626166,,,1610612753,29,32,2022-03-09T00:38:46Z,1780000,,,0,,C. Payne personal FOUL (1 PF),"[1626166, 1629021]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,1628951.0,1.0,0.0,Wagner,1629021.0,,,,,
180,PT09M13.00S,2022-03-09T00:39:07.1Z,2,REGULAR,2pt,Jump Shot,[],1629643,71.96123521681997,67.40196078431373,1610612753,29,32,2022-03-09T00:39:12Z,1800000,87.0,211.0,1,right,MISS C. Okeke 22' Jump Shot,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,22.83,Missed,,,,,,,,,,,,,,,,,,,
181,PT09M10.00S,2022-03-09T00:39:09.9Z,2,REGULAR,rebound,defensive,[],201580,,,1610612756,29,32,2022-03-09T00:39:09Z,1810000,,,0,,J. McGee REBOUND (Off:0 Def:2),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,180.0,2.0,2.0,0.0,,,,,,,,,,,
182,PT09M02.00S,2022-03-09T00:39:18.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,9.280551905387648,42.64705882352941,1610612756,29,32,2022-03-09T00:39:37Z,1820000,37.0,35.0,1,left,MISS C. Payne driving Layup,[1626166],1610612756.0,PHX,driving,,,Payne,C. Payne,,,,,5.06,Missed,,,,,,,,,,,,,,,,,,,
183,PT09M02.00S,2022-03-09T00:39:18.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612753,29,32,2022-03-09T00:39:38Z,1830000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,182.0,,,,,,,,,,,,,,
184,PT09M02.00S,2022-03-09T00:39:27.0Z,2,REGULAR,foul,personal,[],201580,,,1610612753,29,32,2022-03-09T00:40:09Z,1840000,,,0,,J. McGee loose ball personal FOUL (2 PF),"[201580, 1629021]",1610612756.0,PHX,loose ball,,,McGee,J. McGee,,,,,,,,,,,,,,,,1628951.0,2.0,0.0,Wagner,1629021.0,,,,,
187,PT09M02.00S,2022-03-09T00:39:39.2Z,2,REGULAR,substitution,out,[],1628988,,,1610612753,29,32,2022-03-09T00:39:42Z,1870000,,,0,,SUB out: A. Holiday,[1628988],1610612756.0,PHX,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT09M02.00S,2022-03-09T00:39:39.2Z,2,REGULAR,substitution,in,[],1629013,,,1610612753,29,32,2022-03-09T00:39:42Z,1880000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M53.00S,2022-03-09T00:39:50.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,92.9862023653088,53.92156862745098,1610612753,31,32,2022-03-09T00:39:57Z,1890000,20.0,13.0,1,right,M. Fultz driving Layup (2 PTS),[1628365],1610612753.0,ORL,driving,,,Fultz,M. Fultz,,,,,2.37,Made,2.0,,,,,,,,,,,,,,,,,,
190,PT08M29.00S,2022-03-09T00:40:13.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630688,17.821944809461236,50.49019607843137,1610612756,31,32,2022-03-09T00:40:20Z,1900000,-2.0,115.0,1,left,MISS I. Wainright 11' Jump Shot,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,11.5,Missed,,,,,,,,,,,,,,,,,,,
191,PT08M26.00S,2022-03-09T00:40:16.7Z,2,REGULAR,rebound,defensive,[],1629021,,,1610612753,31,32,2022-03-09T00:40:20Z,1910000,,,0,,M. Wagner REBOUND (Off:0 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,190.0,1.0,1.0,0.0,,,,,,,,,,,
192,PT08M18.00S,2022-03-09T00:40:24.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,89.04402102496715,44.11764705882353,1610612753,31,32,2022-03-09T00:40:32Z,1920000,-29.0,50.0,1,right,MISS M. Wagner driving Layup - blocked,"[1629021, 1630688]",1610612753.0,ORL,driving,,,Wagner,M. Wagner,,,,,5.84,Missed,,,,,,,,,,,,,,,Wainright,1630688.0,,,
193,PT08M18.00S,2022-03-09T00:40:24.6Z,2,REGULAR,block,,[],1630688,,,1610612753,31,32,2022-03-09T00:40:27Z,1930000,,,0,,I. Wainright BLOCK (1 BLK),[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M17.00S,2022-03-09T00:40:25.6Z,2,REGULAR,rebound,offensive,[],1629021,,,1610612753,31,32,2022-03-09T00:42:36Z,1940000,,,0,,M. Wagner REBOUND (Off:1 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,192.0,2.0,1.0,1.0,,,,,,,,,,,
206,PT08M16.00S,2022-03-09T00:40:27.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629021,88.64980289093299,49.50980392156863,1610612753,31,32,2022-03-09T00:42:51Z,1945000,-2.0,54.0,1,right,MISS M. Wagner Layup - blocked,"[1629021, 201580]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,5.43,Missed,,,,,,,,,,,,,,,McGee,201580.0,,,
207,PT08M16.00S,2022-03-09T00:40:27.3Z,2,REGULAR,block,,[],201580,,,1610612753,31,32,2022-03-09T00:42:01Z,1947500,,,0,,J. McGee BLOCK (1 BLK),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M16.00S,2022-03-09T00:40:27.3Z,2,REGULAR,rebound,defensive,[],1626166,,,1610612756,31,32,2022-03-09T00:42:51Z,1948750,,,0,,C. Payne REBOUND (Off:0 Def:2),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,206.0,2.0,2.0,0.0,,,,,,,,,,,
197,PT08M04.00S,2022-03-09T00:40:38.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628470,7.440867279894875,42.40196078431372,1610612756,31,34,2022-03-09T00:42:08Z,1970000,38.0,17.0,1,left,T. Craig Layup (6 PTS) (C. Payne 5 AST),"[1628470, 1626166]",1610612756.0,PHX,,,,Craig,T. Craig,,,,,4.18,Made,6.0,C. Payne,1626166.0,5.0,,,,,,,,,,,,,,,
199,PT07M50.00S,2022-03-09T00:40:52.7Z,2,REGULAR,3pt,Jump Shot,[],1629021,67.36202365308804,60.049019607843135,1610612753,31,34,2022-03-09T00:40:57Z,1990000,50.0,254.0,1,right,MISS M. Wagner 25' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,25.92,Missed,,,,,,,,,,,,,,,,,,,
200,PT07M47.00S,2022-03-09T00:40:55.7Z,2,REGULAR,rebound,defensive,[],1626166,,,1610612756,31,34,2022-03-09T00:40:57Z,2000000,,,0,,C. Payne REBOUND (Off:0 Def:3),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,199.0,3.0,3.0,0.0,,,,,,,,,,,
201,PT07M40.00S,2022-03-09T00:41:03.3Z,2,REGULAR,turnover,lost ball,[],1626166,,,1610612756,31,34,2022-03-09T00:41:08Z,2010000,,,0,,C. Payne lost ball TURNOVER (1 TO),"[1626166, 203914]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,1.0,,,,,,,,Harris,203914.0,
202,PT07M40.00S,2022-03-09T00:41:03.3Z,2,REGULAR,steal,,[],203914,,,1610612753,31,34,2022-03-09T00:41:05Z,2020000,,,0,,G. Harris STEAL (1 STL),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M32.00S,2022-03-09T00:41:11.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629021,68.80749014454665,28.676470588235293,1610612753,34,34,2022-03-09T00:41:14Z,2030000,-107.0,241.0,1,right,M. Wagner 26' 3PT  (3 PTS) (T. Ross 1 AST),"[1629021, 203082]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,26.32,Made,3.0,T. Ross,203082.0,1.0,,,,,,,,,,,,,,,
205,PT07M31.00S,2022-03-09T00:41:15.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,34,34,2022-03-09T00:41:15Z,2050000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M31.00S,2022-03-09T00:41:16.6Z,2,REGULAR,substitution,out,[],1628365,,,1610612756,34,34,2022-03-09T00:43:57Z,2060000,,,0,,SUB out: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M31.00S,2022-03-09T00:41:16.6Z,2,REGULAR,substitution,out,[],201580,,,1610612756,34,34,2022-03-09T00:43:57Z,2070000,,,0,,SUB out: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M31.00S,2022-03-09T00:41:16.6Z,2,REGULAR,substitution,out,[],1630688,,,1610612756,34,34,2022-03-09T00:43:57Z,2080000,,,0,,SUB out: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M31.00S,2022-03-09T00:41:16.6Z,2,REGULAR,substitution,in,[],1630175,,,1610612756,34,34,2022-03-09T00:43:57Z,2090000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M31.00S,2022-03-09T00:41:16.6Z,2,REGULAR,substitution,in,[],1629028,,,1610612756,34,34,2022-03-09T00:43:57Z,2100000,,,0,,SUB in: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M31.00S,2022-03-09T00:41:16.6Z,2,REGULAR,substitution,in,[],203109,,,1610612756,34,34,2022-03-09T00:43:57Z,2110000,,,0,,SUB in: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M16.00S,2022-03-09T00:44:21.6Z,2,REGULAR,2pt,Jump Shot,[],1629028,20.97568988173456,49.01960784313725,1610612756,34,34,2022-03-09T00:44:30Z,2120000,5.0,145.0,1,left,MISS D. Ayton 14' turnaround Shot,[1629028],1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,14.48,Missed,,,,,,,,,,,,,,,,,,,
216,PT07M15.00S,2022-03-09T00:44:23.3Z,2,REGULAR,rebound,offensive,[],1629028,,,1610612756,34,34,2022-03-09T00:44:23Z,2130000,,,0,,D. Ayton REBOUND (Off:1 Def:3),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,215.0,4.0,3.0,1.0,,,,,,,,,,,
217,PT07M13.00S,2022-03-09T00:44:24.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629028,9.543363994743759,52.20588235294118,1610612756,34,34,2022-03-09T00:45:24Z,2140000,-11.0,37.0,1,left,MISS D. Ayton putback Layup,[1629028],1610612756.0,PHX,putback,,,Ayton,D. Ayton,,,,,3.88,Missed,,,,,,,,,,,,,,,,,,,
218,PT07M12.00S,2022-03-09T00:44:26.2Z,2,REGULAR,rebound,defensive,[],1629643,,,1610612753,34,34,2022-03-09T00:44:26Z,2150000,,,0,,C. Okeke REBOUND (Off:0 Def:2),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,217.0,2.0,2.0,0.0,,,,,,,,,,,
219,PT07M02.00S,2022-03-09T00:44:35.6Z,2,REGULAR,3pt,Jump Shot,[],1629643,78.66294349540078,90.93137254901961,1610612753,34,34,2022-03-09T00:44:42Z,2160000,205.0,148.0,1,right,MISS C. Okeke 25' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,25.27,Missed,,,,,,,,,,,,,,,,,,,
220,PT06M59.00S,2022-03-09T00:44:38.9Z,2,REGULAR,rebound,offensive,[],203082,,,1610612753,34,34,2022-03-09T00:44:38Z,2170000,,,0,,T. Ross REBOUND (Off:1 Def:1),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,219.0,2.0,1.0,1.0,,,,,,,,,,,
221,PT06M58.00S,2022-03-09T00:44:40.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203082,71.17279894875165,19.607843137254903,1610612753,34,34,2022-03-09T00:44:45Z,2180000,-152.0,218.0,1,right,MISS T. Ross 26' 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,26.62,Missed,,,,,,,,,,,,,,,,,,,
222,PT06M58.00S,2022-03-09T00:44:40.8Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612756,34,34,2022-03-09T00:44:45Z,2190000,,,0,,D. Ayton REBOUND (Off:1 Def:4),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,221.0,5.0,4.0,1.0,,,,,,,,,,,
223,PT06M41.00S,2022-03-09T00:44:57.0Z,2,REGULAR,3pt,Jump Shot,[],1629013,30.436925098554536,64.4607843137255,1610612756,34,34,2022-03-09T00:45:01Z,2200000,-72.0,234.0,1,left,MISS L. Shamet 24' 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,24.45,Missed,,,,,,,,,,,,,,,,,,,
224,PT06M38.00S,2022-03-09T00:45:00.0Z,2,REGULAR,rebound,defensive,[],1629021,,,1610612753,34,34,2022-03-09T00:45:01Z,2210000,,,0,,M. Wagner REBOUND (Off:1 Def:2),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,223.0,3.0,2.0,1.0,,,,,,,,,,,
225,PT06M31.00S,2022-03-09T00:45:08.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,88.64980289093299,38.970588235294116,1610612753,34,34,2022-03-09T00:45:11Z,2220000,-55.0,54.0,1,right,MISS C. Anthony 7' driving floating bank Shot,[1630175],1610612753.0,ORL,driving floating bank,,,Anthony,C. Anthony,,,,,7.73,Missed,,,,,,,,,,,,,,,,,,,
226,PT06M28.00S,2022-03-09T00:45:11.0Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612756,34,34,2022-03-09T00:45:11Z,2230000,,,0,,D. Ayton REBOUND (Off:1 Def:5),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,225.0,6.0,5.0,1.0,,,,,,,,,,,
227,PT06M19.00S,2022-03-09T00:45:19.1Z,2,REGULAR,2pt,Jump Shot,[],203109,27.151773981603156,56.127450980392155,1610612756,34,36,2022-03-09T00:45:24Z,2240000,-31.0,203.0,1,left,J. Crowder 20' pullup Jump Shot (2 PTS) (C. Payne 6 AST),"[203109, 1626166]",1610612756.0,PHX,pullup,,,Crowder,J. Crowder,,,,,20.5,Made,2.0,C. Payne,1626166.0,6.0,,,,,,,,,,,,,,,
229,PT05M57.00S,2022-03-09T00:45:41.5Z,2,REGULAR,3pt,Jump Shot,[],203082,78.79434954007884,91.42156862745098,1610612753,34,36,2022-03-09T00:45:47Z,2260000,207.0,147.0,1,right,MISS T. Ross 25' 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,25.39,Missed,,,,,,,,,,,,,,,,,,,
230,PT05M52.00S,2022-03-09T00:45:46.5Z,2,REGULAR,rebound,defensive,[],1629013,,,1610612756,34,36,2022-03-09T00:45:47Z,2270000,,,0,,L. Shamet REBOUND (Off:0 Def:2),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,229.0,2.0,2.0,0.0,,,,,,,,,,,
231,PT05M43.00S,2022-03-09T00:45:55.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,13.748357424441524,57.35294117647059,1610612756,34,38,2022-03-09T00:46:00Z,2280000,-37.0,77.0,1,left,D. Ayton 8' Jump Shot (13 PTS) (C. Payne 7 AST),"[1629028, 1626166]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,8.51,Made,13.0,C. Payne,1626166.0,7.0,,,,,,,,,,,,,,,
233,PT05M30.00S,2022-03-09T00:46:07.8Z,2,REGULAR,3pt,Jump Shot,[],1629021,67.7562417871222,59.80392156862745,1610612753,37,38,2022-03-09T00:46:11Z,2300000,49.0,251.0,1,right,M. Wagner 25' 3PT  (6 PTS) (C. Anthony 4 AST),"[1629021, 1630175]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,25.53,Made,6.0,C. Anthony,1630175.0,4.0,,,,,,,,,,,,,,,
235,PT05M08.00S,2022-03-09T00:46:30.1Z,2,REGULAR,2pt,Jump Shot,[],203109,20.844283837056505,28.431372549019606,1610612756,37,38,2022-03-09T00:46:34Z,2320000,108.0,143.0,1,left,MISS J. Crowder 17' pullup Shot,[203109],1610612756.0,PHX,pullup,,,Crowder,J. Crowder,,,,,17.94,Missed,,,,,,,,,,,,,,,,,,,
236,PT05M05.00S,2022-03-09T00:46:33.1Z,2,REGULAR,rebound,defensive,[],1629021,,,1610612753,37,38,2022-03-09T00:46:34Z,2330000,,,0,,M. Wagner REBOUND (Off:1 Def:3),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,235.0,4.0,3.0,1.0,,,,,,,,,,,
237,PT04M57.00S,2022-03-09T00:46:40.6Z,2,REGULAR,3pt,Jump Shot,[],1629021,66.5735873850197,48.77450980392157,1610612753,37,38,2022-03-09T00:46:44Z,2340000,-6.0,262.0,1,right,MISS M. Wagner 26' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,26.18,Missed,,,,,,,,,,,,,,,,,,,
238,PT04M54.00S,2022-03-09T00:46:43.6Z,2,REGULAR,rebound,defensive,[],1626166,,,1610612756,37,38,2022-03-09T00:46:44Z,2350000,,,0,,C. Payne REBOUND (Off:0 Def:4),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,237.0,4.0,4.0,0.0,,,,,,,,,,,
239,PT04M46.00S,2022-03-09T00:46:53.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,6.389618922470433,53.18627450980392,1610612756,37,40,2022-03-09T00:46:58Z,2360000,-16.0,8.0,1,left,D. Ayton cutting DUNK (15 PTS) (J. Crowder 2 AST),"[1629028, 203109]",1610612756.0,PHX,cutting,,,Ayton,D. Ayton,,,,,1.76,Made,15.0,J. Crowder,203109.0,2.0,,,,,,,,,,,,,,,
241,PT04M28.00S,2022-03-09T00:47:11.6Z,2,REGULAR,turnover,bad pass,[],1629021,,,1610612753,37,40,2022-03-09T00:52:08Z,2380000,,,0,,M. Wagner bad pass TURNOVER (1 TO),"[1629021, 1628470]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,1.0,,,,,,,,Craig,1628470.0,
242,PT04M28.00S,2022-03-09T00:47:11.6Z,2,REGULAR,steal,,[],1628470,,,1610612756,37,40,2022-03-09T00:47:13Z,2390000,,,0,,T. Craig STEAL (1 STL),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT04M28.00S,2022-03-09T00:47:16.3Z,2,REGULAR,foul,personal,[],203914,,,1610612756,37,40,2022-03-09T00:50:37Z,2400000,,,0,,G. Harris take personal FOUL (1 PF),"[203914, 1626166]",1610612753.0,ORL,take,,,Harris,G. Harris,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Payne,1626166.0,,,,,
245,PT04M28.00S,2022-03-09T00:47:23.3Z,2,REGULAR,substitution,out,[],1629643,,,1610612756,37,40,2022-03-09T00:47:44Z,2420000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT04M28.00S,2022-03-09T00:47:23.3Z,2,REGULAR,substitution,out,[],203914,,,1610612756,37,40,2022-03-09T00:47:44Z,2430000,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT04M28.00S,2022-03-09T00:47:23.3Z,2,REGULAR,substitution,out,[],1629021,,,1610612756,37,40,2022-03-09T00:47:44Z,2440000,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT04M28.00S,2022-03-09T00:47:23.3Z,2,REGULAR,substitution,out,[],203082,,,1610612756,37,40,2022-03-09T00:47:44Z,2450000,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M28.00S,2022-03-09T00:47:23.3Z,2,REGULAR,substitution,out,[],1628470,,,1610612756,37,40,2022-03-09T00:47:44Z,2460000,,,0,,SUB out: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT04M28.00S,2022-03-09T00:47:23.3Z,2,REGULAR,substitution,out,[],1626166,,,1610612756,37,40,2022-03-09T00:47:44Z,2470000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT04M28.00S,2022-03-09T00:47:23.3Z,2,REGULAR,substitution,in,[],1630181,,,1610612756,37,40,2022-03-09T00:47:44Z,2480000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT04M28.00S,2022-03-09T00:47:23.3Z,2,REGULAR,substitution,in,[],1628976,,,1610612756,37,40,2022-03-09T00:47:44Z,2490000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M28.00S,2022-03-09T00:47:23.3Z,2,REGULAR,substitution,in,[],1628964,,,1610612756,37,40,2022-03-09T00:47:44Z,2500000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT04M28.00S,2022-03-09T00:47:23.3Z,2,REGULAR,substitution,in,[],1630532,,,1610612756,37,40,2022-03-09T00:47:44Z,2510000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT04M28.00S,2022-03-09T00:47:23.3Z,2,REGULAR,substitution,in,[],1628969,,,1610612756,37,40,2022-03-09T00:47:44Z,2520000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M28.00S,2022-03-09T00:47:23.3Z,2,REGULAR,substitution,in,[],1628988,,,1610612756,37,40,2022-03-09T00:47:44Z,2530000,,,0,,SUB in: A. Holiday,[1628988],1610612756.0,PHX,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT04M17.00S,2022-03-09T00:47:47.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203109,22.026938239159,66.42156862745098,1610612756,37,40,2022-03-09T00:47:55Z,2540000,-82.0,155.0,1,left,MISS J. Crowder 17' Jump Shot,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,17.5,Missed,,,,,,,,,,,,,,,,,,,
258,PT04M17.00S,2022-03-09T00:47:47.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612753,37,40,2022-03-09T00:49:43Z,2550000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,257.0,,,,,,,,,,,,,,
259,PT04M17.00S,2022-03-09T00:47:57.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,37,40,2022-03-09T00:49:43Z,2560000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT03M59.00S,2022-03-09T00:48:25.2Z,2,REGULAR,turnover,discontinued dribble,[],1630181,,,1610612753,37,40,2022-03-09T00:48:41Z,2570000,,,0,,R. Hampton discontinued dribble TURNOVER (2 TO),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,2.0,101284.0,,,,,,,,,
261,PT03M46.00S,2022-03-09T00:48:52.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629028,8.886333771353483,50.73529411764706,1610612756,37,40,2022-03-09T00:49:00Z,2580000,-4.0,31.0,1,left,MISS D. Ayton alley-oop Layup,[1629028],1610612756.0,PHX,alley-oop,,,Ayton,D. Ayton,,,,,3.12,Missed,,,,,,,,,,,,,,,,,,,
262,PT03M44.00S,2022-03-09T00:48:54.9Z,2,REGULAR,rebound,defensive,[],1630181,,,1610612753,37,40,2022-03-09T00:48:54Z,2590000,,,0,,R. Hampton REBOUND (Off:0 Def:1),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,261.0,1.0,1.0,0.0,,,,,,,,,,,
263,PT03M31.00S,2022-03-09T00:49:07.1Z,2,REGULAR,3pt,Jump Shot,[],1628964,87.46714848883047,95.09803921568627,1610612753,37,40,2022-03-09T00:49:11Z,2600000,225.0,65.0,1,right,MISS M. Bamba 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,23.48,Missed,,,,,,,,,,,,,,,,,,,
