actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
186,PT10M19.00S,2022-01-29T00:42:24.5Z,2,REGULAR,freethrow,2 of 2,[],1630165,,,1610612765,41,24,2022-01-29T00:42:24Z,1850000,,,0,,K. Hayes Free Throw 2 of 2 (5 PTS),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,Made,,,,,,5.0,,,,,,,,,,,,,
187,PT10M08.00S,2022-01-29T00:42:38.5Z,2,REGULAR,3pt,Jump Shot,[],1629643,1.2647831800262812,97.05882352941177,1610612753,44,24,2022-01-29T00:42:44Z,1860000,-235.0,-41.0,1,left,C. Okeke 3PT  (8 PTS) (G. Harris 1 AST),"[1629643, 203914]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,23.88,Made,,,,,,8.0,G. Harris,203914.0,1.0,,,,,,,,,,
189,PT09M54.00S,2022-01-29T00:42:51.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203585,90.75229960578186,47.549019607843135,1610612765,44,24,2022-01-29T00:43:02Z,1880000,-12.0,34.0,1,right,MISS R. McGruder Layup - blocked,"[203585, 1629643]",1610612765.0,DET,,,,McGruder,R. McGruder,,,,,3.65,Missed,,,,,,,,,,,,,,,,,Okeke,1629643.0,
190,PT09M54.00S,2022-01-29T00:42:51.7Z,2,REGULAR,block,,[],1629643,,,1610612765,44,24,2022-01-29T00:42:55Z,1890000,,,0,,C. Okeke BLOCK (1 BLK),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M49.00S,2022-01-29T00:42:56.7Z,2,REGULAR,rebound,offensive,[],203585,,,1610612765,44,24,2022-01-29T00:43:02Z,1900000,,,0,,R. McGruder REBOUND (Off:1 Def:0),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,189.0,,,,,,,,,1.0,0.0,1.0,,,,,,,
192,PT09M48.00S,2022-01-29T00:42:58.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626168,91.27792378449409,51.71568627450981,1610612765,44,26,2022-01-29T00:43:07Z,1910000,9.0,29.0,1,right,T. Lyles cutting Layup (5 PTS) (R. McGruder 2 AST),"[1626168, 203585]",1610612765.0,DET,cutting,,,Lyles,T. Lyles,,,,,3.07,Made,,,,,,5.0,R. McGruder,203585.0,2.0,,,,,,,,,,
194,PT09M42.00S,2022-01-29T00:43:04.2Z,2,REGULAR,turnover,bad pass,[],1630591,,,1610612753,44,26,2022-01-29T01:29:23Z,1930000,,,0,,J. Suggs bad pass TURNOVER (2 TO),"[1630591, 1630165]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,2.0,Hayes,1630165.0,,,,,,,,,,,,,,
195,PT09M42.00S,2022-01-29T00:43:04.2Z,2,REGULAR,steal,,[],1630165,,,1610612765,44,26,2022-01-29T00:43:07Z,1940000,,,0,,K. Hayes STEAL (1 STL),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M31.00S,2022-01-29T00:43:15.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628402,92.85479632063075,52.94117647058824,1610612765,44,28,2022-01-29T00:52:49Z,1950000,15.0,15.0,1,right,F. Jackson cutting Layup (2 PTS) (R. McGruder 3 AST),"[1628402, 203585]",1610612765.0,DET,cutting,,,Jackson,F. Jackson,,,,,2.08,Made,,,,,,2.0,R. McGruder,203585.0,3.0,,,,,,,,,,
198,PT09M31.00S,2022-01-29T00:43:21.2Z,2,REGULAR,timeout,full,['team'],0,,,1610612753,44,28,2022-01-29T00:43:21Z,1970000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M31.00S,2022-01-29T00:45:26.9Z,2,REGULAR,substitution,out,[],1630591,,,1610612753,44,28,2022-01-29T00:45:54Z,1980000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M31.00S,2022-01-29T00:45:26.9Z,2,REGULAR,substitution,in,[],1630175,,,1610612753,44,28,2022-01-29T00:45:54Z,1990000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M21.00S,2022-01-29T00:46:17.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203914,9.149145860709593,44.6078431372549,1610612753,46,28,2022-01-29T00:46:28Z,2000000,27.0,34.0,1,left,G. Harris driving floating bank Jump Shot (7 PTS),[203914],1610612753.0,ORL,driving floating bank,,,Harris,G. Harris,,,,,4.3,Made,,,,,,7.0,,,,,,,,,,,,,
204,PT08M59.00S,2022-01-29T00:46:40.9Z,2,REGULAR,turnover,out-of-bounds,[],1626168,,,1610612765,46,28,2022-01-29T00:46:49Z,2020000,,,0,,T. Lyles lost ball out-of-bounds TURNOVER (1 TO),[1626168],1610612765.0,DET,lost ball,,,Lyles,T. Lyles,,,,,,,,202041.0,1.0,,,,,,,,,,,,,,,,
205,PT08M40.00S,2022-01-29T00:47:08.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630175,18.478975032851512,22.30392156862745,1610612753,46,28,2022-01-29T00:47:14Z,2030000,138.0,121.0,1,left,MISS C. Anthony 18' step back Shot,[1630175],1610612753.0,ORL,step back,,,Anthony,C. Anthony,,,,,18.4,Missed,,,,,,,,,,,,,,,,,,,
206,PT08M36.00S,2022-01-29T00:47:12.5Z,2,REGULAR,rebound,defensive,[],1628367,,,1610612765,46,28,2022-01-29T00:47:14Z,2040000,,,0,,J. Jackson REBOUND (Off:0 Def:1),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,205.0,,,,,,,,,1.0,1.0,0.0,,,,,,,
207,PT08M26.00S,2022-01-29T00:47:22.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626168,92.19776609724047,50.0,1610612765,46,28,2022-01-29T00:47:38Z,2050000,0.0,21.0,1,right,MISS T. Lyles Hook,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,2.08,Missed,,,,,,,,,,,,,,,,,,,
208,PT08M26.00S,2022-01-29T00:47:22.5Z,2,REGULAR,rebound,offensive,[],203585,,,1610612765,46,28,2022-01-29T00:47:38Z,2060000,,,0,,R. McGruder REBOUND (Off:2 Def:0),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,207.0,,,,,,,,,2.0,0.0,2.0,,,,,,,
209,PT08M26.00S,2022-01-29T00:47:29.0Z,2,REGULAR,foul,personal,['2freethrow'],1630175,,,1610612765,46,28,2022-01-29T00:47:44Z,2070000,,,0,,C. Anthony shooting personal FOUL (1 PF) (McGruder 2 FT),"[1630175, 203585]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,,,,202041.0,,,,,,,,,,,1.0,0.0,McGruder,203585.0,,,
211,PT08M26.00S,2022-01-29T00:47:47.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203585,,,1610612765,46,29,2022-01-29T00:47:47Z,2090000,,,0,,R. McGruder Free Throw 1 of 2 (4 PTS),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,Made,,,,,,4.0,,,,,,,,,,,,,
212,PT08M26.00S,2022-01-29T00:48:03.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203585,,,1610612765,46,30,2022-01-29T00:48:03Z,2100000,,,0,,R. McGruder Free Throw 2 of 2 (5 PTS),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,Made,,,,,,5.0,,,,,,,,,,,,,
213,PT08M09.00S,2022-01-29T00:48:23.6Z,2,REGULAR,foul,personal,['2freethrow'],203585,,,1610612753,46,30,2022-01-29T00:48:33Z,2110000,,,0,,R. McGruder shooting personal FOUL (1 PF) (Ross 2 FT),"[203585, 203082]",1610612765.0,DET,shooting,,,McGruder,R. McGruder,,,,,,,,1628951.0,,,,,,,,,,,1.0,0.0,Ross,203082.0,,,
215,PT08M09.00S,2022-01-29T00:48:49.6Z,2,REGULAR,freethrow,1 of 2,[],203082,,,1610612753,47,30,2022-01-29T00:48:49Z,2130000,,,0,,T. Ross Free Throw 1 of 2 (6 PTS),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,Made,,,,,,6.0,,,,,,,,,,,,,
216,PT08M09.00S,2022-01-29T00:48:50.4Z,2,REGULAR,substitution,out,[],1629643,,,1610612753,47,30,2022-01-29T00:48:57Z,2140000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M09.00S,2022-01-29T00:48:50.4Z,2,REGULAR,substitution,in,[],1630532,,,1610612753,47,30,2022-01-29T00:48:57Z,2150000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M09.00S,2022-01-29T00:49:14.6Z,2,REGULAR,freethrow,2 of 2,[],203082,,,1610612753,48,30,2022-01-29T00:49:14Z,2160000,,,0,,T. Ross Free Throw 2 of 2 (7 PTS),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,Made,,,,,,7.0,,,,,,,,,,,,,
219,PT08M00.00S,2022-01-29T00:49:27.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626168,92.77266754270697,41.99601715686275,1610612765,48,32,2022-01-29T00:50:00Z,2170000,-40.0,15.0,1,right,T. Lyles driving floating Jump Shot (7 PTS) (K. Hayes 2 AST),"[1626168, 1630165]",1610612765.0,DET,driving floating,,,Lyles,T. Lyles,,,,,4.29,Made,,,,,,7.0,K. Hayes,1630165.0,2.0,,,,,,,,,,
220,PT08M00.00S,2022-01-29T00:49:34.2Z,2,REGULAR,foul,personal,['1freethrow'],1629021,,,1610612765,48,32,2022-01-29T00:49:50Z,2180000,,,0,,M. Wagner shooting personal FOUL (1 PF) (Lyles 1 FT),"[1629021, 1626168]",1610612753.0,ORL,shooting,,,Wagner,M. Wagner,,,,,,,,1628951.0,,,,,,,,,,,1.0,0.0,Lyles,1626168.0,,,
223,PT08M00.00S,2022-01-29T00:50:01.3Z,2,REGULAR,freethrow,1 of 1,[],1626168,,,1610612765,48,33,2022-01-29T00:50:01Z,2200000,,,0,,T. Lyles Free Throw 1 of 1 (8 PTS),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,Made,,,,,,8.0,,,,,,,,,,,,,
224,PT07M52.00S,2022-01-29T00:50:10.3Z,2,REGULAR,turnover,lost ball,[],1629021,,,1610612753,48,33,2022-01-29T00:50:17Z,2210000,,,0,,M. Wagner lost ball TURNOVER (1 TO),"[1629021, 1628367]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,1.0,Jackson,1628367.0,,,,,,,,,,,,,,
225,PT07M52.00S,2022-01-29T00:50:10.3Z,2,REGULAR,steal,,[],1628367,,,1610612765,48,33,2022-01-29T00:50:12Z,2220000,,,0,,J. Jackson STEAL (1 STL),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M46.00S,2022-01-29T00:50:15.7Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203585,86.81011826544021,3.6764705882352944,1610612765,48,36,2022-01-29T00:50:23Z,2230000,-232.0,71.0,1,right,R. McGruder 24' 3PT running (8 PTS) (J. Jackson 1 AST),"[203585, 1628367]",1610612765.0,DET,running,,,McGruder,R. McGruder,,,,,24.24,Made,,,,,,8.0,J. Jackson,1628367.0,1.0,,,,,,,,,,
228,PT07M22.00S,2022-01-29T00:50:39.6Z,2,REGULAR,3pt,Jump Shot,[],203914,23.209592641261498,84.80392156862744,1610612753,51,36,2022-01-29T00:50:48Z,2250000,-174.0,166.0,1,left,G. Harris 24' 3PT step back (10 PTS),[203914],1610612753.0,ORL,step back,,,Harris,G. Harris,,,,,24.03,Made,,,,,,10.0,,,,,,,,,,,,,
229,PT07M13.00S,2022-01-29T00:50:51.9Z,2,REGULAR,violation,kicked ball,[],203914,,,1610612765,51,36,2022-01-29T00:51:00Z,2260000,,,0,,G. Harris kicked ball VIOLATION,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,202041.0,,,,,,,,,,,,,,,,,
230,PT07M13.00S,2022-01-29T00:51:00.8Z,2,REGULAR,substitution,out,[],1629021,,,1610612765,51,36,2022-01-29T00:51:14Z,2270000,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M13.00S,2022-01-29T00:51:00.8Z,2,REGULAR,substitution,in,[],1628976,,,1610612765,51,36,2022-01-29T00:51:14Z,2280000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M06.00S,2022-01-29T00:51:18.8Z,2,REGULAR,3pt,Jump Shot,[],1628402,72.35545335085413,78.67647058823529,1610612765,51,39,2022-01-29T00:51:27Z,2290000,143.0,207.0,1,right,F. Jackson 25' 3PT  (5 PTS) (R. McGruder 4 AST),"[1628402, 203585]",1610612765.0,DET,,,,Jackson,F. Jackson,,,,,25.21,Made,,,,,,5.0,R. McGruder,203585.0,4.0,,,,,,,,,,
235,PT06M49.00S,2022-01-29T00:51:36.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,8.229303547963205,53.67647058823529,1610612753,51,39,2022-01-29T00:51:40Z,2310000,-18.0,25.0,1,left,MISS F. Wagner driving floating Shot,[1630532],1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,3.1,Missed,,,,,,,,,,,,,,,,,,,
236,PT06M47.00S,2022-01-29T00:51:38.1Z,2,REGULAR,rebound,defensive,[],1628367,,,1610612765,51,39,2022-01-29T00:51:40Z,2320000,,,0,,J. Jackson REBOUND (Off:0 Def:2),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,235.0,,,,,,,,,2.0,2.0,0.0,,,,,,,
237,PT06M42.00S,2022-01-29T00:51:44.6Z,2,REGULAR,foul,personal,['2freethrow'],1630532,,,1610612765,51,39,2022-01-29T00:51:54Z,2330000,,,0,,F. Wagner shooting personal FOUL (1 PF) (Lyles 2 FT),"[1630532, 1626168]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,,,,202041.0,,,,,,,,,,,1.0,0.0,Lyles,1626168.0,,,
239,PT06M42.00S,2022-01-29T00:52:13.6Z,2,REGULAR,freethrow,1 of 2,[],1626168,,,1610612765,51,40,2022-01-29T00:52:13Z,2350000,,,0,,T. Lyles Free Throw 1 of 2 (9 PTS),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,Made,,,,,,9.0,,,,,,,,,,,,,
240,PT06M42.00S,2022-01-29T00:52:32.0Z,2,REGULAR,freethrow,2 of 2,[],1626168,,,1610612765,51,41,2022-01-29T00:52:32Z,2360000,,,0,,T. Lyles Free Throw 2 of 2 (10 PTS),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,Made,,,,,,10.0,,,,,,,,,,,,,
241,PT06M26.00S,2022-01-29T00:52:51.1Z,2,REGULAR,foul,personal,[],1628402,,,1610612753,51,41,2022-01-29T00:52:59Z,2370000,,,0,,F. Jackson personal FOUL (2 PF),"[1628402, 1630175]",1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,1627964.0,,,,,,,,,,,2.0,0.0,Anthony,1630175.0,,,
243,PT06M13.00S,2022-01-29T00:53:21.9Z,2,REGULAR,3pt,Jump Shot,[],203082,30.56833114323259,67.8921568627451,1610612753,51,41,2022-01-29T00:53:27Z,2390000,-89.0,235.0,1,left,MISS T. Ross 25' 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,25.13,Missed,,,,,,,,,,,,,,,,,,,
244,PT06M10.00S,2022-01-29T00:53:24.9Z,2,REGULAR,rebound,defensive,[],1630165,,,1610612765,51,41,2022-01-29T00:53:27Z,2400000,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,243.0,,,,,,,,,1.0,1.0,0.0,,,,,,,
245,PT06M05.00S,2022-01-29T00:53:31.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203082,,,1610612765,51,41,2022-01-29T00:53:56Z,2410000,,,0,,T. Ross personal FOUL (1 PF) (McGruder 2 FT),"[203082, 203585]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,1628951.0,,,,,,,,,,,1.0,0.0,McGruder,203585.0,,,
247,PT06M05.00S,2022-01-29T00:53:59.4Z,2,REGULAR,freethrow,1 of 2,[],203585,,,1610612765,51,42,2022-01-29T00:53:59Z,2430000,,,0,,R. McGruder Free Throw 1 of 2 (9 PTS),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,Made,,,,,,9.0,,,,,,,,,,,,,
248,PT06M05.00S,2022-01-29T00:54:00.2Z,2,REGULAR,substitution,out,[],203914,,,1610612765,51,42,2022-01-29T00:54:08Z,2440000,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M05.00S,2022-01-29T00:54:00.2Z,2,REGULAR,substitution,in,[],1628964,,,1610612765,51,42,2022-01-29T00:54:08Z,2450000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M05.00S,2022-01-29T00:54:25.9Z,2,REGULAR,freethrow,2 of 2,[],203585,,,1610612765,51,43,2022-01-29T00:54:25Z,2460000,,,0,,R. McGruder Free Throw 2 of 2 (10 PTS),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,Made,,,,,,10.0,,,,,,,,,,,,,
251,PT05M49.00S,2022-01-29T00:54:46.7Z,2,REGULAR,foul,personal,[],1628402,,,1610612753,51,43,2022-01-29T00:54:55Z,2470000,,,0,,F. Jackson personal FOUL (3 PF),"[1628402, 1630532]",1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,1628951.0,,,,,,,,,,,3.0,0.0,Wagner,1630532.0,,,
253,PT05M41.00S,2022-01-29T00:55:25.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628367,,,1610612753,51,43,2022-01-29T00:55:32Z,2490000,,,0,,J. Jackson personal FOUL (1 PF) (Anthony 2 FT),"[1628367, 1630175]",1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,202041.0,,,,,,,,,,,1.0,0.0,Anthony,1630175.0,,,
255,PT05M41.00S,2022-01-29T00:56:04.5Z,2,REGULAR,freethrow,1 of 2,[],1630175,,,1610612753,51,43,2022-01-29T00:56:04Z,2510000,,,0,,MISS C. Anthony Free Throw 1 of 2,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Missed,,,,,,,,,,,,,,,,,,,
256,PT05M41.00S,2022-01-29T00:56:04.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,51,43,2022-01-29T00:56:04Z,2520000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,255.0,,,,,,,,,,,,,,,,,,
257,PT05M41.00S,2022-01-29T00:56:05.4Z,2,REGULAR,substitution,out,[],1628402,,,1610612753,51,43,2022-01-29T00:56:28Z,2530000,,,0,,SUB out: F. Jackson,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M41.00S,2022-01-29T00:56:05.4Z,2,REGULAR,substitution,out,[],1626168,,,1610612753,51,43,2022-01-29T00:56:28Z,2540000,,,0,,SUB out: T. Lyles,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M41.00S,2022-01-29T00:56:05.4Z,2,REGULAR,substitution,out,[],203585,,,1610612753,51,43,2022-01-29T00:56:28Z,2550000,,,0,,SUB out: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M41.00S,2022-01-29T00:56:05.4Z,2,REGULAR,substitution,in,[],1630191,,,1610612753,51,43,2022-01-29T00:56:28Z,2560000,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M41.00S,2022-01-29T00:56:05.4Z,2,REGULAR,substitution,in,[],1630595,,,1610612753,51,43,2022-01-29T00:56:28Z,2570000,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M41.00S,2022-01-29T00:56:05.4Z,2,REGULAR,substitution,in,[],1628977,,,1610612753,51,43,2022-01-29T00:56:28Z,2580000,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M41.00S,2022-01-29T00:56:37.3Z,2,REGULAR,freethrow,2 of 2,[],1630175,,,1610612753,52,43,2022-01-29T00:56:37Z,2590000,,,0,,C. Anthony Free Throw 2 of 2 (6 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Made,,,,,,6.0,,,,,,,,,,,,,
264,PT05M21.00S,2022-01-29T00:56:58.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630165,92.59198423127464,53.18627450980392,1610612765,52,45,2022-01-29T00:57:03Z,2600000,16.0,17.0,1,right,K. Hayes driving Layup (7 PTS) (H. Diallo 1 AST),"[1630165, 1628977]",1610612765.0,DET,driving,,,Hayes,K. Hayes,,,,,2.33,Made,,,,,,7.0,H. Diallo,1628977.0,1.0,,,,,,,,,,
266,PT05M09.00S,2022-01-29T00:57:09.8Z,2,REGULAR,2pt,Jump Shot,[],203082,15.505913272010513,22.817095588235293,1610612753,54,45,2022-01-29T00:57:20Z,2620000,136.0,93.0,1,left,T. Ross 16' pullup Jump Shot (9 PTS) (C. Anthony 3 AST),"[203082, 1630175]",1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,16.48,Made,,,,,,9.0,C. Anthony,1630175.0,3.0,,,,,,,,,,
268,PT04M50.00S,2022-01-29T00:57:28.4Z,2,REGULAR,3pt,Jump Shot,[],1630165,76.03482260183968,87.00980392156863,1610612765,54,45,2022-01-29T00:57:35Z,2640000,185.0,173.0,1,right,MISS K. Hayes 25' step back 3PT,[1630165],1610612765.0,DET,step back,,,Hayes,K. Hayes,,,,,25.31,Missed,,,,,,,,,,,,,,,,,,,
269,PT04M46.00S,2022-01-29T00:57:32.4Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,54,45,2022-01-29T00:57:35Z,2650000,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,268.0,,,,,,,,,1.0,1.0,0.0,,,,,,,
270,PT04M45.00S,2022-01-29T00:57:36.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630165,,,1610612753,54,45,2022-01-29T01:07:55Z,2660000,,,0,,K. Hayes take personal FOUL (2 PF) (Carter Jr. 2 FT),"[1630165, 1628976]",1610612765.0,DET,take,,,Hayes,K. Hayes,,,,,,,,1628951.0,,,,,,,,,,,2.0,0.0,Carter Jr.,1628976.0,,,
272,PT04M45.00S,2022-01-29T00:58:04.0Z,2,REGULAR,freethrow,1 of 2,[],1628976,,,1610612753,55,45,2022-01-29T00:58:04Z,2680000,,,0,,W. Carter Jr. Free Throw 1 of 2 (1 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,Made,,,,,,1.0,,,,,,,,,,,,,
273,PT04M45.00S,2022-01-29T00:58:07.8Z,2,REGULAR,substitution,out,[],203082,,,1610612753,55,45,2022-01-29T00:58:20Z,2690000,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M45.00S,2022-01-29T00:58:07.8Z,2,REGULAR,substitution,out,[],1630165,,,1610612753,55,45,2022-01-29T00:58:20Z,2700000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M45.00S,2022-01-29T00:58:07.8Z,2,REGULAR,substitution,in,[],1630591,,,1610612753,55,45,2022-01-29T00:58:20Z,2710000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M45.00S,2022-01-29T00:58:07.8Z,2,REGULAR,substitution,in,[],202709,,,1610612753,55,45,2022-01-29T00:58:20Z,2720000,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M45.00S,2022-01-29T00:58:25.6Z,2,REGULAR,freethrow,2 of 2,[],1628976,,,1610612753,56,45,2022-01-29T00:58:25Z,2730000,,,0,,W. Carter Jr. Free Throw 2 of 2 (2 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,Made,,,,,,2.0,,,,,,,,,,,,,
278,PT04M30.00S,2022-01-29T00:58:42.1Z,2,REGULAR,2pt,Jump Shot,[],1628367,76.16622864651774,56.372549019607845,1610612765,56,45,2022-01-29T00:58:48Z,2740000,32.0,172.0,1,right,MISS J. Jackson 17' step back Shot,[1628367],1610612765.0,DET,step back,,,Jackson,J. Jackson,,,,,17.44,Missed,,,,,,,,,,,,,,,,,,,
279,PT04M27.00S,2022-01-29T00:58:45.1Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612753,56,45,2022-01-29T00:58:48Z,2750000,,,0,,C. Anthony REBOUND (Off:0 Def:3),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,278.0,,,,,,,,,3.0,3.0,0.0,,,,,,,
280,PT04M22.00S,2022-01-29T00:58:50.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630532,6.389618922470433,52.20588235294118,1610612753,56,45,2022-01-29T00:58:57Z,2760000,-11.0,8.0,1,left,MISS F. Wagner running Layup,[1630532],1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,1.34,Missed,,,,,,,,,,,,,,,,,,,
281,PT04M18.00S,2022-01-29T00:58:54.2Z,2,REGULAR,rebound,defensive,[],1628367,,,1610612765,56,45,2022-01-29T00:58:57Z,2770000,,,0,,J. Jackson REBOUND (Off:0 Def:3),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,280.0,,,,,,,,,3.0,3.0,0.0,,,,,,,
