actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,value
177,PT10M08.00S,2021-12-05T03:42:31.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626196,73.80091984231275,15.686274509803921,1610612738,25,44,2021-12-05T03:42:53Z,1750000,-172.0,194.0,1,right,MISS J. Richardson 25' running 3PT,[1626196],1610612738.0,BOS,running,,,Richardson,J. Richardson,,,,,,,,,,,25.89,Missed,,,,,,,,,,,,,
178,PT10M08.00S,2021-12-05T03:42:31.7Z,2,REGULAR,rebound,defensive,[],203469,,,1610612757,25,44,2021-12-05T03:42:53Z,1760000,,,0,,C. Zeller REBOUND (Off:1 Def:2),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,177.0,3.0,2.0,1.0,,,,,,,
179,PT09M52.00S,2021-12-05T03:42:50.0Z,2,REGULAR,foul,personal,[],1630174,,,1610612757,25,44,2021-12-05T03:43:03Z,1770000,,,0,,A. Nesmith personal FOUL (3 PF),"[1630174, 1626204]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,1179.0,,3.0,0.0,Nance Jr.,1626204.0,,,,,,,,,,,,,,,
182,PT09M43.00S,2021-12-05T03:43:19.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,8.492115637319317,45.83333333333333,1610612757,25,44,2021-12-05T03:43:33Z,1790000,21.0,27.0,1,left,MISS D. Smith Jr. driving Layup - blocked,"[1628372, 1629057]",1610612757.0,POR,driving,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,3.43,Missed,Williams III,1629057.0,,,,,,,,,,,
183,PT09M43.00S,2021-12-05T03:43:19.3Z,2,REGULAR,block,,[],1629057,,,1610612757,25,44,2021-12-05T03:43:21Z,1800000,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT09M43.00S,2021-12-05T03:43:19.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,25,44,2021-12-05T03:43:33Z,1810000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,182.0,,,,,,,,,,
185,PT09M43.00S,2021-12-05T03:43:23.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,25,44,2021-12-05T03:43:23Z,1820000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT09M43.00S,2021-12-05T03:43:23.5Z,2,REGULAR,substitution,out,[],1630174,,,1610612757,25,44,2021-12-05T03:43:27Z,1830000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT09M43.00S,2021-12-05T03:43:23.5Z,2,REGULAR,substitution,in,[],1627823,,,1610612757,25,44,2021-12-05T03:43:27Z,1840000,,,0,,SUB in: J. Hernangomez,[1627823],1610612738.0,BOS,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT09M41.00S,2021-12-05T03:43:39.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203463,13.61695137976347,96.81372549019608,1610612757,28,44,2021-12-05T03:43:44Z,1850000,-234.0,75.0,1,left,B. McLemore 24' 3PT  (5 PTS) (D. Smith Jr. 1 AST),"[203463, 1628372]",1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,24.6,Made,,,,,,,5.0,D. Smith Jr.,1628372.0,1.0,,,
190,PT09M18.00S,2021-12-05T03:44:02.0Z,2,REGULAR,3pt,Jump Shot,[],1630202,91.67214191852825,3.6764705882352944,1610612738,28,44,2021-12-05T03:44:06Z,1870000,-232.0,26.0,1,right,MISS P. Pritchard 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,23.3,Missed,,,,,,,,,,,,,
191,PT09M15.00S,2021-12-05T03:44:05.0Z,2,REGULAR,rebound,defensive,[],203469,,,1610612757,28,44,2021-12-05T03:44:06Z,1880000,,,0,,C. Zeller REBOUND (Off:1 Def:3),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,190.0,4.0,3.0,1.0,,,,,,,
192,PT09M07.00S,2021-12-05T03:44:13.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203469,5.469776609724048,49.01960784313725,1610612757,30,44,2021-12-05T03:44:22Z,1890000,5.0,-1.0,1,left,C. Zeller cutting Layup (6 PTS) (D. Smith Jr. 2 AST),"[203469, 1628372]",1610612757.0,POR,cutting,,,Zeller,C. Zeller,,,,,,,,,,,0.5,Made,,,,,,,6.0,D. Smith Jr.,1628372.0,2.0,,,
194,PT09M07.00S,2021-12-05T03:44:20.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,30,44,2021-12-05T03:44:20Z,1910000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M43.00S,2021-12-05T03:47:36.7Z,2,REGULAR,3pt,Jump Shot,[],1630202,67.62483574244416,77.45098039215686,1610612738,30,47,2021-12-05T03:47:42Z,1920000,137.0,252.0,1,right,P. Pritchard 28' 3PT  (3 PTS) (J. Tatum 2 AST),"[1630202, 1628369]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,28.68,Made,,,,,,,3.0,J. Tatum,1628369.0,2.0,,,
197,PT08M24.00S,2021-12-05T03:47:55.0Z,2,REGULAR,2pt,Jump Shot,[],1628372,23.603810775295663,64.70588235294117,1610612757,32,47,2021-12-05T03:47:59Z,1940000,-74.0,169.0,1,left,D. Smith Jr. 18' pullup Jump Shot (3 PTS) (C. Zeller 1 AST),"[1628372, 203469]",1610612757.0,POR,pullup,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,18.47,Made,,,,,,,3.0,C. Zeller,203469.0,1.0,,,
199,PT08M07.00S,2021-12-05T03:48:19.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,32,47,2021-12-05T03:48:19Z,1960000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M00.00S,2021-12-05T03:48:36.9Z,2,REGULAR,2pt,Jump Shot,[],1628369,89.56964520367937,11.27450980392157,1610612738,32,47,2021-12-05T03:48:41Z,1970000,-194.0,46.0,1,right,MISS J. Tatum 19' Jump Shot,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,19.89,Missed,,,,,,,,,,,,,
201,PT07M58.00S,2021-12-05T03:48:38.9Z,2,REGULAR,rebound,defensive,[],203469,,,1610612757,32,47,2021-12-05T03:48:41Z,1980000,,,0,,C. Zeller REBOUND (Off:1 Def:4),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,200.0,5.0,4.0,1.0,,,,,,,
202,PT07M38.00S,2021-12-05T03:49:04.7Z,2,REGULAR,foul,personal,[],1630202,,,1610612757,32,47,2021-12-05T03:49:11Z,1990000,,,0,,P. Pritchard personal FOUL (1 PF),"[1630202, 1626204]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,202901.0,,1.0,0.0,Nance Jr.,1626204.0,,,,,,,,,,,,,,,
204,PT07M38.00S,2021-12-05T03:49:11.0Z,2,REGULAR,substitution,out,[],203503,,,1610612757,32,47,2021-12-05T03:49:19Z,2010000,,,0,,SUB out: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M38.00S,2021-12-05T03:49:11.0Z,2,REGULAR,substitution,out,[],203463,,,1610612757,32,47,2021-12-05T03:49:19Z,2020000,,,0,,SUB out: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M38.00S,2021-12-05T03:49:11.0Z,2,REGULAR,substitution,in,[],1626181,,,1610612757,32,47,2021-12-05T03:49:19Z,2030000,,,0,,SUB in: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M38.00S,2021-12-05T03:49:11.0Z,2,REGULAR,substitution,in,[],203468,,,1610612757,32,47,2021-12-05T03:49:19Z,2040000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M29.00S,2021-12-05T03:49:37.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,20.318659658344284,34.068627450980394,1610612757,32,47,2021-12-05T03:49:42Z,2050000,80.0,138.0,1,left,MISS N. Powell 15' pullup Shot,[1626181],1610612757.0,POR,pullup,,,Powell,N. Powell,,,,,,,,,,,15.98,Missed,,,,,,,,,,,,,
209,PT07M24.00S,2021-12-05T03:49:42.5Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,32,47,2021-12-05T03:49:42Z,2060000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,208.0,5.0,5.0,0.0,,,,,,,
210,PT07M11.00S,2021-12-05T03:49:58.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,32,47,2021-12-05T03:49:58Z,2070000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M05.00S,2021-12-05T03:50:23.4Z,2,REGULAR,turnover,bad pass,[],1627823,,,1610612738,32,47,2021-12-05T03:50:28Z,2080000,,,0,,J. Hernangomez bad pass TURNOVER (1 TO),"[1627823, 1626204]",1610612738.0,BOS,,,,Hernangomez,J. Hernangomez,,,,,,1.0,,,,,,,,,,,,,,,,,Nance Jr.,1626204.0,
212,PT07M05.00S,2021-12-05T03:50:23.4Z,2,REGULAR,steal,,[],1626204,,,1610612757,32,47,2021-12-05T03:51:46Z,2090000,,,0,,L. Nance Jr. STEAL (1 STL),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M02.00S,2021-12-05T03:50:27.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626204,5.863994743758213,51.225490196078425,1610612757,34,47,2021-12-05T03:50:33Z,2100000,-6.0,3.0,1,left,L. Nance Jr. running DUNK (2 PTS) (C. McCollum 2 AST),"[1626204, 203468]",1610612757.0,POR,running,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,0.66,Made,,,,,,,2.0,C. McCollum,203468.0,2.0,,,
215,PT06M43.00S,2021-12-05T03:50:45.2Z,2,REGULAR,2pt,Jump Shot,[],1630202,76.2976346911958,28.431372549019606,1610612738,34,47,2021-12-05T03:50:53Z,2120000,-108.0,170.0,1,right,MISS P. Pritchard 20' pullup Shot,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,,,,,,,20.16,Missed,,,,,,,,,,,,,
216,PT06M42.00S,2021-12-05T03:50:46.2Z,2,REGULAR,rebound,defensive,[],203469,,,1610612757,34,47,2021-12-05T03:50:53Z,2130000,,,0,,C. Zeller REBOUND (Off:1 Def:5),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,215.0,6.0,5.0,1.0,,,,,,,
217,PT06M34.00S,2021-12-05T03:50:55.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203468,5.995400788436268,48.03921568627451,1610612757,34,47,2021-12-05T03:51:43Z,2140000,10.0,4.0,1,left,MISS C. McCollum driving Layup,[203468],1610612757.0,POR,driving,,,McCollum,C. McCollum,,,,,,,,,,,1.05,Missed,,,,,,,,,,,,,
218,PT06M34.00S,2021-12-05T03:50:55.1Z,2,REGULAR,rebound,offensive,[],203469,,,1610612757,34,47,2021-12-05T03:51:43Z,2150000,,,0,,C. Zeller REBOUND (Off:2 Def:5),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,217.0,7.0,5.0,2.0,,,,,,,
219,PT06M34.00S,2021-12-05T03:50:57.5Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203469,5.590000152587891,50.0,1610612757,36,47,2021-12-05T03:51:30Z,2160000,0.0,0.0,1,left,C. Zeller tip DUNK (8 PTS),[203469],1610612757.0,POR,tip,,,Zeller,C. Zeller,,,,,,,,,,,0.0,Made,,,,,,,8.0,,,,,,
220,PT06M34.00S,2021-12-05T03:51:01.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,36,47,2021-12-05T03:51:30Z,2170000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M34.00S,2021-12-05T03:53:20.4Z,2,REGULAR,substitution,out,[],1626196,,,1610612738,36,47,2021-12-05T03:53:42Z,2190000,,,0,,SUB out: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M34.00S,2021-12-05T03:53:20.4Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,36,47,2021-12-05T03:53:42Z,2200000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M34.00S,2021-12-05T03:53:20.4Z,2,REGULAR,substitution,in,[],203935,,,1610612738,36,47,2021-12-05T03:53:42Z,2210000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M34.00S,2021-12-05T03:53:20.4Z,2,REGULAR,substitution,in,[],1629684,,,1610612738,36,47,2021-12-05T03:53:42Z,2220000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M14.00S,2021-12-05T03:54:13.7Z,2,REGULAR,turnover,lost ball,[],203935,,,1610612738,36,47,2021-12-05T03:54:19Z,2230000,,,0,,M. Smart lost ball TURNOVER (2 TO),"[203935, 1628372]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,2.0,,,,,,,,,,,,,,,,,Smith Jr.,1628372.0,
226,PT06M14.00S,2021-12-05T03:54:13.7Z,2,REGULAR,steal,,[],1628372,,,1610612757,36,47,2021-12-05T03:54:15Z,2240000,,,0,,D. Smith Jr. STEAL (1 STL),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M10.00S,2021-12-05T03:54:17.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628372,6.521024967148489,48.529411764705884,1610612757,38,47,2021-12-05T03:54:24Z,2250000,7.0,9.0,1,left,D. Smith Jr. running DUNK (5 PTS),[1628372],1610612757.0,POR,running,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,1.15,Made,,,,,,,5.0,,,,,,
228,PT05M48.00S,2021-12-05T03:54:39.2Z,2,REGULAR,2pt,Jump Shot,[],1628369,87.99277266754271,17.15686274509804,1610612738,38,47,2021-12-05T03:54:43Z,2260000,-164.0,60.0,1,right,MISS J. Tatum 17' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,,,,,,,17.5,Missed,,,,,,,,,,,,,
229,PT05M46.00S,2021-12-05T03:54:41.2Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,38,47,2021-12-05T03:54:43Z,2270000,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,228.0,2.0,1.0,1.0,,,,,,,
230,PT05M44.00S,2021-12-05T03:54:43.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627823,76.69185282522996,86.76470588235294,1610612738,38,50,2021-12-05T03:54:46Z,2280000,184.0,167.0,1,right,J. Hernangomez 24' 3PT  (3 PTS) (R. Williams III 1 AST),"[1627823, 1629057]",1610612738.0,BOS,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,24.81,Made,,,,,,,3.0,R. Williams III,1629057.0,1.0,,,
232,PT05M22.00S,2021-12-05T03:55:05.2Z,2,REGULAR,3pt,Jump Shot,[],203468,20.71287779237845,91.17647058823529,1610612757,41,50,2021-12-05T03:55:10Z,2300000,-206.0,142.0,1,left,C. McCollum 25' 3PT pullup (9 PTS),[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,,,,,,,25.02,Made,,,,,,,9.0,,,,,,
233,PT05M06.00S,2021-12-05T03:55:21.4Z,2,REGULAR,3pt,Jump Shot,[],1629684,92.06636005256242,3.6764705882352944,1610612738,41,50,2021-12-05T03:55:25Z,2310000,-232.0,22.0,1,right,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,23.27,Missed,,,,,,,,,,,,,
234,PT05M03.00S,2021-12-05T03:55:24.4Z,2,REGULAR,rebound,defensive,[],203469,,,1610612757,41,50,2021-12-05T03:55:25Z,2320000,,,0,,C. Zeller REBOUND (Off:2 Def:6),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,233.0,8.0,6.0,2.0,,,,,,,
235,PT04M58.00S,2021-12-05T03:55:29.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626181,7.835085413929041,49.50980392156863,1610612757,43,50,2021-12-05T03:55:41Z,2330000,2.0,21.0,1,left,N. Powell running Layup (4 PTS) (C. McCollum 3 AST),"[1626181, 203468]",1610612757.0,POR,running,,,Powell,N. Powell,,,,,,,,,,,2.12,Made,,,,,,,4.0,C. McCollum,203468.0,3.0,,,
238,PT04M58.00S,2021-12-05T03:55:39.7Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612738,43,50,2021-12-05T03:55:47Z,2360000,,,0,,TEAM delay-of-game VIOLATION,[],1610612757.0,POR,,,,,,,,,,1179.0,,,,,,,,,,,,,,,,,,,,
239,PT04M32.00S,2021-12-05T03:56:07.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,80.1084099868594,44.85294117647059,1610612738,43,50,2021-12-05T03:56:11Z,2370000,-26.0,134.0,1,right,MISS J. Tatum 13' driving floating bank Shot,[1628369],1610612738.0,BOS,driving floating bank,,,Tatum,J. Tatum,,,,,,,,,,,13.69,Missed,,,,,,,,,,,,,
240,PT04M30.00S,2021-12-05T03:56:08.9Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612757,43,50,2021-12-05T03:56:08Z,2380000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:3),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,239.0,3.0,3.0,0.0,,,,,,,
241,PT04M28.00S,2021-12-05T03:56:14.0Z,2,REGULAR,foul,personal,['2freethrow'],203935,,,1610612757,43,50,2021-12-05T03:56:25Z,2390000,,,0,,M. Smart shooting personal FOUL (2 PF) (Smith Jr. 2 FT),"[203935, 1628372]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,201246.0,,2.0,0.0,Smith Jr.,1628372.0,,,,,,,,,,,,,,,
243,PT04M28.00S,2021-12-05T03:56:41.3Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628372,,,1610612757,44,50,2021-12-05T03:56:41Z,2410000,,,0,,D. Smith Jr. Free Throw 1 of 2 (6 PTS),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,Made,,,,,,,6.0,,,,,,
244,PT04M28.00S,2021-12-05T03:56:42.4Z,2,REGULAR,substitution,out,[],203469,,,1610612757,44,50,2021-12-05T03:56:52Z,2420000,,,0,,SUB out: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT04M28.00S,2021-12-05T03:56:42.4Z,2,REGULAR,substitution,out,[],1628369,,,1610612757,44,50,2021-12-05T03:56:52Z,2430000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT04M28.00S,2021-12-05T03:56:42.4Z,2,REGULAR,substitution,in,[],203994,,,1610612757,44,50,2021-12-05T03:56:52Z,2440000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT04M28.00S,2021-12-05T03:56:42.4Z,2,REGULAR,substitution,in,[],203471,,,1610612757,44,50,2021-12-05T03:56:52Z,2450000,,,0,,SUB in: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT04M28.00S,2021-12-05T03:57:08.9Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628372,,,1610612757,45,50,2021-12-05T03:57:08Z,2460000,,,0,,D. Smith Jr. Free Throw 2 of 2 (7 PTS),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,Made,,,,,,,7.0,,,,,,
249,PT04M03.00S,2021-12-05T03:57:35.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,86.41590013140605,35.53921568627451,1610612738,45,50,2021-12-05T03:57:39Z,2470000,-72.0,75.0,1,right,MISS M. Smart 10' turnaround fadeaway Shot,[203935],1610612738.0,BOS,turnaround fadeaway,,,Smart,M. Smart,,,,,,,,,,,10.43,Missed,,,,,,,,,,,,,
250,PT04M01.00S,2021-12-05T03:57:37.3Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,45,50,2021-12-05T03:57:37Z,2480000,,,0,,R. Williams III REBOUND (Off:2 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,249.0,3.0,1.0,2.0,,,,,,,
251,PT03M51.00S,2021-12-05T03:57:47.3Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203471,72.35545335085413,53.92156862745098,1610612738,45,50,2021-12-05T03:57:52Z,2490000,20.0,207.0,1,right,MISS D. Schroder 20' pullup Shot,[203471],1610612738.0,BOS,pullup,,,Schroder,D. Schroder,,,,,,,,,,,20.83,Missed,,,,,,,,,,,,,
252,PT03M49.00S,2021-12-05T03:57:49.3Z,2,REGULAR,rebound,offensive,[],1629684,,,1610612738,45,50,2021-12-05T03:57:52Z,2500000,,,0,,G. Williams REBOUND (Off:1 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,251.0,3.0,2.0,1.0,,,,,,,
253,PT03M49.00S,2021-12-05T03:57:52.8Z,2,REGULAR,foul,personal,[],1626204,,,1610612738,45,50,2021-12-05T03:58:06Z,2510000,,,0,,L. Nance Jr. personal FOUL (1 PF),"[1626204, 1629684]",1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,201246.0,,1.0,0.0,Williams,1629684.0,,,,,,,,,,,,,,,
255,PT03M37.00S,2021-12-05T03:58:21.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203935,69.99014454664915,17.892156862745097,1610612738,45,50,2021-12-05T03:58:27Z,2530000,-161.0,230.0,1,right,MISS M. Smart 28' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,28.01,Missed,,,,,,,,,,,,,
256,PT03M34.00S,2021-12-05T03:58:24.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612757,45,50,2021-12-05T03:58:27Z,2540000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,255.0,,,,,,,,,,
257,PT03M34.00S,2021-12-05T03:58:27.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,45,50,2021-12-05T03:58:27Z,2550000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT03M34.00S,2021-12-05T03:58:28.0Z,2,REGULAR,substitution,out,[],1626204,,,1610612757,45,50,2021-12-05T03:58:35Z,2560000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT03M34.00S,2021-12-05T03:58:28.0Z,2,REGULAR,substitution,in,[],203496,,,1610612757,45,50,2021-12-05T03:58:35Z,2570000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT03M24.00S,2021-12-05T03:58:53.8Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",203935,,,1610612757,45,50,2021-12-05T03:59:02Z,2580000,,,0,,M. Smart shooting personal FOUL (3 PF) (McCollum 3 FT),"[203935, 203468]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,202901.0,,3.0,0.0,McCollum,203468.0,,,,,,,,,,,,,,,
262,PT03M24.00S,2021-12-05T03:59:21.3Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",203935,,,1610612757,45,50,2021-12-05T03:59:28Z,2600000,,,0,,M. Smart technical FOUL (1 Tech),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,201246.0,,3.0,1.0,,,,,,,,,,,,,,,,,
263,PT03M24.00S,2021-12-05T03:59:35.6Z,2,REGULAR,freethrow,1 of 1,[],203468,,,1610612757,46,50,2021-12-05T03:59:35Z,2610000,,,0,,C. McCollum technical Free Throw 1 of 1 (10 PTS),[203468],1610612757.0,POR,technical,,,McCollum,C. McCollum,,,,,,,,,,,,Made,,,,,,,10.0,,,,,,
264,PT03M24.00S,2021-12-05T03:59:55.7Z,2,REGULAR,freethrow,1 of 3,[],203468,,,1610612757,47,50,2021-12-05T04:00:29Z,2620000,,,0,,C. McCollum Free Throw 1 of 3 (11 PTS),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,Made,,,,,,,11.0,,,,,,
265,PT03M24.00S,2021-12-05T03:59:55.7Z,2,REGULAR,freethrow,2 of 3,[],203468,,,1610612757,48,50,2021-12-05T04:00:29Z,2630000,,,0,,C. McCollum Free Throw 2 of 3 (12 PTS),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,Made,,,,,,,12.0,,,,,,
266,PT03M24.00S,2021-12-05T04:00:10.0Z,2,REGULAR,substitution,out,[],1629057,,,1610612757,48,50,2021-12-05T04:00:13Z,2640000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT03M24.00S,2021-12-05T04:00:10.0Z,2,REGULAR,substitution,in,[],202683,,,1610612757,48,50,2021-12-05T04:00:13Z,2650000,,,0,,SUB in: E. Freedom,[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,,,,,,,,,,,,
