actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
277,PT06M22.00S,2022-02-25T04:01:32.8Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",203952,,,1610612744,38,55,2022-02-25T04:01:56Z,2700000,,,0,,MISS A. Wiggins Free Throw 2 of 2,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,Missed,,,,,,,,,,,,,,,
278,PT06M19.00S,2022-02-25T04:01:35.8Z,2,REGULAR,rebound,defensive,[],1629604,,,1610612757,38,55,2022-02-25T04:01:56Z,2710000,,,0,,C. Elleby REBOUND (Off:0 Def:2),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,277.0,2.0,2.0,0.0,,,,,,,,,,,
279,PT06M03.00S,2022-02-25T04:02:10.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,84.44480946123521,36.029411764705884,1610612757,38,55,2022-02-25T04:02:18Z,2720000,-70.0,94.0,1,right,MISS A. Simons 11' fadeaway Shot,[1629014],1610612757.0,POR,fadeaway,,,Simons,A. Simons,,,,,,,,11.69,Missed,,,,,,,,,,,,,,,
280,PT05M57.00S,2022-02-25T04:02:15.7Z,2,REGULAR,rebound,defensive,[],1629308,,,1610612744,38,55,2022-02-25T04:02:15Z,2730000,,,0,,J. Toscano-Anderson REBOUND (Off:0 Def:1),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,279.0,1.0,1.0,0.0,,,,,,,,,,,
281,PT05M53.00S,2022-02-25T04:02:23.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629604,,,1610612744,38,55,2022-02-25T04:02:32Z,2740000,,,0,,C. Elleby personal FOUL (2 PF) (Poole 2 FT),"[1629604, 1629673]",1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,1146.0,2.0,0.0,Poole,1629673.0,,,,,,
283,PT05M53.00S,2022-02-25T04:02:50.4Z,2,REGULAR,freethrow,1 of 2,[],1629673,,,1610612744,38,56,2022-02-25T04:02:50Z,2760000,,,0,,J. Poole Free Throw 1 of 2 (7 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,Made,,,,,,,,,,7.0,,,,,
284,PT05M53.00S,2022-02-25T04:02:54.3Z,2,REGULAR,substitution,out,[],201939,,,1610612744,38,56,2022-02-25T04:03:00Z,2770000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
285,PT05M53.00S,2022-02-25T04:02:54.3Z,2,REGULAR,substitution,in,[],1630228,,,1610612744,38,56,2022-02-25T04:03:00Z,2780000,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,
286,PT05M53.00S,2022-02-25T04:03:12.1Z,2,REGULAR,freethrow,2 of 2,[],1629673,,,1610612744,38,57,2022-02-25T04:03:12Z,2790000,,,0,,J. Poole Free Throw 2 of 2 (8 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,Made,,,,,,,,,,8.0,,,,,
287,PT05M39.00S,2022-02-25T04:03:29.0Z,2,REGULAR,foul,personal,['2freethrow'],1629308,,,1610612757,38,57,2022-02-25T04:03:53Z,2800000,,,0,,J. Toscano-Anderson shooting personal FOUL (1 PF) (Simons 2 FT),"[1629308, 1629014]",1610612744.0,GSW,shooting,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,1146.0,1.0,0.0,Simons,1629014.0,,,,,,
289,PT05M39.00S,2022-02-25T04:03:54.7Z,2,REGULAR,freethrow,1 of 2,[],1629014,,,1610612757,39,57,2022-02-25T04:03:54Z,2820000,,,0,,A. Simons Free Throw 1 of 2 (14 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,Made,,,,,,,,,,14.0,,,,,
290,PT05M39.00S,2022-02-25T04:04:14.5Z,2,REGULAR,freethrow,2 of 2,[],1629014,,,1610612757,40,57,2022-02-25T04:04:14Z,2830000,,,0,,A. Simons Free Throw 2 of 2 (15 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,Made,,,,,,,,,,15.0,,,,,
291,PT05M22.00S,2022-02-25T04:04:33.5Z,2,REGULAR,turnover,out-of-bounds,[],1630228,,,1610612744,40,57,2022-02-25T04:04:40Z,2840000,,,0,,J. Kuminga bad pass out-of-bounds TURNOVER (3 TO),[1630228],1610612744.0,GSW,bad pass,,,Kuminga,J. Kuminga,,,,,3.0,,,,,,,,,202037.0,,,,,,,,,,
292,PT05M00.00S,2022-02-25T04:05:02.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1626159,92.19776609724047,18.137254901960784,1610612757,40,57,2022-02-25T04:05:08Z,2850000,-159.0,21.0,1,right,MISS J. Winslow 16' pullup Shot,[1626159],1610612757.0,POR,pullup,,,Winslow,J. Winslow,,,,,,,,16.07,Missed,,,,,,,,,,,,,,,
293,PT04M58.00S,2022-02-25T04:05:04.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,40,57,2022-02-25T04:05:08Z,2860000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,292.0,,,,,,,,,,,,,,
294,PT04M58.00S,2022-02-25T04:05:11.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,40,57,2022-02-25T04:05:11Z,2870000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT04M58.00S,2022-02-25T04:05:12.1Z,2,REGULAR,substitution,out,[],1629308,,,1610612744,40,57,2022-02-25T04:05:19Z,2880000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,
296,PT04M58.00S,2022-02-25T04:05:12.1Z,2,REGULAR,substitution,in,[],203490,,,1610612744,40,57,2022-02-25T04:05:19Z,2890000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
297,PT04M44.00S,2022-02-25T04:05:39.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626159,,,1610612744,40,57,2022-02-25T04:06:10Z,2900000,,,0,,J. Winslow shooting personal FOUL (1 PF) (Kuminga 2 FT),"[1626159, 1630228]",1610612757.0,POR,shooting,,,Winslow,J. Winslow,,,,,,,,,,,,,,202027.0,1.0,0.0,Kuminga,1630228.0,,,,,,
299,PT04M44.00S,2022-02-25T04:06:10.9Z,2,REGULAR,freethrow,1 of 2,[],1630228,,,1610612744,40,58,2022-02-25T04:06:10Z,2920000,,,0,,J. Kuminga Free Throw 1 of 2 (6 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,Made,,,,,,,,,,6.0,,,,,
300,PT04M44.00S,2022-02-25T04:06:11.7Z,2,REGULAR,substitution,out,[],1627780,,,1610612744,40,58,2022-02-25T04:06:23Z,2930000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
301,PT04M44.00S,2022-02-25T04:06:11.7Z,2,REGULAR,substitution,in,[],202691,,,1610612744,40,58,2022-02-25T04:06:23Z,2940000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
302,PT04M44.00S,2022-02-25T04:06:27.4Z,2,REGULAR,freethrow,2 of 2,[],1630228,,,1610612744,40,59,2022-02-25T04:06:27Z,2950000,,,0,,J. Kuminga Free Throw 2 of 2 (7 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,Made,,,,,,,,,,7.0,,,,,
303,PT04M28.00S,2022-02-25T04:06:47.9Z,2,REGULAR,foul,personal,['2freethrow'],1629673,,,1610612757,40,59,2022-02-25T04:07:00Z,2960000,,,0,,J. Poole shooting personal FOUL (3 PF) (Elleby 2 FT),"[1629673, 1629604]",1610612744.0,GSW,shooting,,,Poole,J. Poole,,,,,,,,,,,,,,202027.0,3.0,0.0,Elleby,1629604.0,,,,,,
305,PT04M28.00S,2022-02-25T04:07:18.2Z,2,REGULAR,freethrow,1 of 2,[],1629604,,,1610612757,41,59,2022-02-25T04:07:18Z,2980000,,,0,,C. Elleby Free Throw 1 of 2 (3 PTS),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,Made,,,,,,,,,,3.0,,,,,
306,PT04M28.00S,2022-02-25T04:07:19.1Z,2,REGULAR,substitution,out,[],1629673,,,1610612757,41,59,2022-02-25T04:07:24Z,2990000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,
307,PT04M28.00S,2022-02-25T04:07:19.1Z,2,REGULAR,substitution,in,[],201939,,,1610612757,41,59,2022-02-25T04:07:24Z,3000000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
308,PT04M28.00S,2022-02-25T04:07:36.3Z,2,REGULAR,freethrow,2 of 2,[],1629604,,,1610612757,42,59,2022-02-25T04:07:36Z,3010000,,,0,,C. Elleby Free Throw 2 of 2 (4 PTS),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,Made,,,,,,,,,,4.0,,,,,
309,PT04M18.00S,2022-02-25T04:07:49.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628404,,,1610612744,42,59,2022-02-25T04:08:08Z,3020000,,,0,,J. Hart shooting personal FOUL (3 PF) (Kuminga 2 FT),"[1628404, 1630228]",1610612757.0,POR,shooting,,,Hart,J. Hart,,,,,,,,,,,,,,202027.0,3.0,0.0,Kuminga,1630228.0,,,,,,
323,PT04M18.00S,2022-02-25T04:08:01.8Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612744,42,59,2022-02-25T04:10:21Z,3040000,,,0,,TEAM delay-of-game VIOLATION,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT04M18.00S,2022-02-25T04:08:14.5Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1628404,,,1610612744,42,59,2022-02-25T04:08:22Z,3050000,,,0,,J. Hart technical FOUL (1 Tech),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,1146.0,3.0,1.0,,,,,,,,
313,PT04M18.00S,2022-02-25T04:08:23.2Z,2,REGULAR,freethrow,1 of 1,[],201939,,,1610612744,42,60,2022-02-25T04:08:23Z,3060000,,,0,,S. Curry technical Free Throw 1 of 1 (11 PTS),[201939],1610612744.0,GSW,technical,,,Curry,S. Curry,,,,,,,,,Made,,,,,,,,,,11.0,,,,,
314,PT04M18.00S,2022-02-25T04:08:35.0Z,2,REGULAR,freethrow,1 of 2,[],1630228,,,1610612744,42,61,2022-02-25T04:08:35Z,3070000,,,0,,J. Kuminga Free Throw 1 of 2 (8 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,Made,,,,,,,,,,8.0,,,,,
315,PT04M18.00S,2022-02-25T04:08:46.9Z,2,REGULAR,freethrow,2 of 2,[],1630228,,,1610612744,42,62,2022-02-25T04:08:46Z,3080000,,,0,,J. Kuminga Free Throw 2 of 2 (9 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,Made,,,,,,,,,,9.0,,,,,
316,PT04M06.00S,2022-02-25T04:09:01.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626159,82.60512483574244,44.6078431372549,1610612757,44,62,2022-02-25T04:09:08Z,3090000,-27.0,111.0,1,right,J. Winslow 11' driving floating Jump Shot (6 PTS) (A. Simons 2 AST),"[1626159, 1629014]",1610612757.0,POR,driving floating,,,Winslow,J. Winslow,,,,,,,,11.42,Made,,,,,,,,,,6.0,A. Simons,1629014.0,2.0,,
318,PT03M58.00S,2022-02-25T04:09:09.9Z,2,REGULAR,3pt,Jump Shot,[],202691,27.94021024967148,17.401960784313726,1610612744,44,62,2022-02-25T04:09:14Z,3110000,163.0,210.0,1,left,MISS K. Thompson 26' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,26.59,Missed,,,,,,,,,,,,,,,
319,PT03M55.00S,2022-02-25T04:09:12.9Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612757,44,62,2022-02-25T04:09:14Z,3120000,,,0,,J. Hart REBOUND (Off:0 Def:4),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,318.0,4.0,4.0,0.0,,,,,,,,,,,
320,PT03M41.00S,2022-02-25T04:09:29.2Z,2,REGULAR,foul,personal,[],201939,,,1610612757,44,62,2022-02-25T04:09:40Z,3130000,,,0,,S. Curry personal FOUL (2 PF),"[201939, 1629014]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,202037.0,2.0,0.0,Simons,1629014.0,,,,,,
322,PT03M34.00S,2022-02-25T04:10:08.1Z,2,REGULAR,foul,technical,['1freethrow'],203490,,,1610612757,44,62,2022-02-25T04:10:19Z,3150000,,,0,,O. Porter Jr. defensive-3-second technical FOUL (1 Tech),[203490],1610612744.0,GSW,defensive-3-second,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,1146.0,0.0,1.0,,,,,,,,
324,PT03M34.00S,2022-02-25T04:10:24.0Z,2,REGULAR,freethrow,1 of 1,[],1629014,,,1610612757,45,62,2022-02-25T04:10:24Z,3160000,,,0,,A. Simons technical Free Throw 1 of 1 (16 PTS),[1629014],1610612757.0,POR,technical,,,Simons,A. Simons,,,,,,,,,Made,,,,,,,,,,16.0,,,,,
325,PT03M22.00S,2022-02-25T04:10:54.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626159,85.62746386333771,39.21568627450981,1610612757,45,62,2022-02-25T04:11:05Z,3170000,-54.0,83.0,1,right,MISS J. Winslow 9' driving floating Shot,[1626159],1610612757.0,POR,driving floating,,,Winslow,J. Winslow,,,,,,,,9.86,Missed,,,,,,,,,,,,,,,
326,PT03M22.00S,2022-02-25T04:10:58.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,45,62,2022-02-25T04:10:58Z,3180000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,325.0,,,,,,,,,,,,,,
334,PT03M22.00S,2022-02-25T04:11:10.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,45,62,2022-02-25T04:12:38Z,3185000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT03M13.00S,2022-02-25T04:11:25.3Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629014,90.75229960578186,26.715686274509803,1610612757,45,62,2022-02-25T04:11:30Z,3190000,-116.0,34.0,1,right,MISS A. Simons 12' pullup Shot - blocked,"[1629014, 203952]",1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,,,,12.14,Missed,,,,,,,,,,,,,,Wiggins,203952.0
328,PT03M13.00S,2022-02-25T04:11:25.3Z,2,REGULAR,block,,[],203952,,,1610612757,45,62,2022-02-25T04:11:28Z,3200000,,,0,,A. Wiggins BLOCK (1 BLK),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
329,PT03M09.00S,2022-02-25T04:11:29.3Z,2,REGULAR,rebound,offensive,[],1629014,,,1610612757,45,62,2022-02-25T04:11:30Z,3210000,,,0,,A. Simons REBOUND (Off:1 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,327.0,2.0,1.0,1.0,,,,,,,,,,,
330,PT03M05.00S,2022-02-25T04:11:32.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629604,72.35545335085413,80.3921568627451,1610612757,45,62,2022-02-25T04:11:37Z,3220000,152.0,207.0,1,right,MISS C. Elleby 25' 3PT,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,25.71,Missed,,,,,,,,,,,,,,,
331,PT03M02.00S,2022-02-25T04:11:36.7Z,2,REGULAR,rebound,offensive,[],1629234,,,1610612757,45,62,2022-02-25T04:11:36Z,3230000,,,0,,D. Eubanks REBOUND (Off:2 Def:1),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,330.0,3.0,1.0,2.0,,,,,,,,,,,
332,PT03M02.00S,2022-02-25T04:11:36.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629234,94.40999984741211,50.0,1610612757,47,62,2022-02-25T04:11:36Z,3240000,0.0,0.0,1,right,D. Eubanks tip DUNK (2 PTS),[1629234],1610612757.0,POR,tip,,,Eubanks,D. Eubanks,,,,,,,,0.0,Made,,,,,,,,,,2.0,,,,,
333,PT03M00.00S,2022-02-25T04:11:45.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,47,62,2022-02-25T04:11:45Z,3250000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT02M55.00S,2022-02-25T04:15:22.5Z,2,REGULAR,3pt,Jump Shot,[],203952,22.158344283837057,87.99019607843137,1610612744,47,62,2022-02-25T04:15:28Z,3260000,-190.0,156.0,1,left,MISS A. Wiggins 24' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,24.57,Missed,,,,,,,,,,,,,,,
336,PT02M51.00S,2022-02-25T04:15:26.6Z,2,REGULAR,rebound,offensive,[],203490,,,1610612744,47,62,2022-02-25T04:15:26Z,3270000,,,0,,O. Porter Jr. REBOUND (Off:3 Def:4),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,335.0,7.0,4.0,3.0,,,,,,,,,,,
337,PT02M47.00S,2022-02-25T04:15:30.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201939,35.56176084099869,48.529411764705884,1610612744,47,65,2022-02-25T04:15:35Z,3280000,7.0,282.0,1,left,S. Curry 28' 3PT  (14 PTS) (K. Thompson 1 AST),"[201939, 202691]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,28.19,Made,,,,,,,,,,14.0,K. Thompson,202691.0,1.0,,
339,PT02M29.00S,2022-02-25T04:15:48.2Z,2,REGULAR,3pt,Jump Shot,[],1629014,67.36202365308804,45.83333333333333,1610612757,50,65,2022-02-25T04:15:54Z,3300000,-21.0,254.0,1,right,A. Simons 25' 3PT  (19 PTS) (J. Hart 2 AST),"[1629014, 1628404]",1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,25.51,Made,,,,,,,,,,19.0,J. Hart,1628404.0,2.0,,
341,PT02M10.00S,2022-02-25T04:16:07.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,9.674770039421814,51.470588235294116,1610612744,50,67,2022-02-25T04:16:15Z,3320000,-7.0,38.0,1,left,S. Curry driving finger roll Layup (16 PTS) (O. Porter Jr. 2 AST),"[201939, 203490]",1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,,,,3.91,Made,,,,,,,,,,16.0,O. Porter Jr.,203490.0,2.0,,
342,PT01M54.00S,2022-02-25T04:16:22.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,91.01511169513797,50.0,1610612757,50,67,2022-02-25T04:16:31Z,3330000,0.0,32.0,1,right,MISS J. Hart driving Layup,[1628404],1610612757.0,POR,driving,,,Hart,J. Hart,,,,,,,,3.2,Missed,,,,,,,,,,,,,,,
343,PT01M52.00S,2022-02-25T04:16:24.9Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612744,50,67,2022-02-25T04:16:31Z,3340000,,,0,,J. Kuminga REBOUND (Off:0 Def:4),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,342.0,4.0,4.0,0.0,,,,,,,,,,,
344,PT01M51.00S,2022-02-25T04:16:30.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629234,,,1610612744,50,67,2022-02-25T04:16:51Z,3350000,,,0,,D. Eubanks personal FOUL (2 PF) (Kuminga 2 FT),"[1629234, 1630228]",1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,202037.0,2.0,0.0,Kuminga,1630228.0,,,,,,
346,PT01M51.00S,2022-02-25T04:16:53.2Z,2,REGULAR,freethrow,1 of 2,[],1630228,,,1610612744,50,67,2022-02-25T04:16:53Z,3370000,,,0,,MISS J. Kuminga Free Throw 1 of 2,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,Missed,,,,,,,,,,,,,,,
347,PT01M51.00S,2022-02-25T04:16:53.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,50,67,2022-02-25T04:16:53Z,3380000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,346.0,,,,,,,,,,,,,,
349,PT01M51.00S,2022-02-25T04:17:08.7Z,2,REGULAR,freethrow,2 of 2,[],1630228,,,1610612744,50,68,2022-02-25T04:17:08Z,3390000,,,0,,J. Kuminga Free Throw 2 of 2 (10 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,Made,,,,,,,,,,10.0,,,,,
350,PT01M40.00S,2022-02-25T04:17:20.9Z,2,REGULAR,3pt,Jump Shot,[],1626159,76.42904073587385,12.5,1610612757,53,68,2022-02-25T04:17:29Z,3400000,-188.0,169.0,1,right,J. Winslow 25' 3PT  (9 PTS) (J. Hart 3 AST),"[1626159, 1628404]",1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,25.25,Made,,,,,,,,,,9.0,J. Hart,1628404.0,3.0,,
352,PT01M27.00S,2022-02-25T04:17:35.7Z,2,REGULAR,turnover,out-of-bounds,[],201939,,,1610612744,53,68,2022-02-25T04:17:41Z,3420000,,,0,,S. Curry bad pass out-of-bounds TURNOVER (2 TO),[201939],1610612744.0,GSW,bad pass,,,Curry,S. Curry,,,,,2.0,,,,,,,,,202027.0,,,,,,,,,,
353,PT01M05.00S,2022-02-25T04:18:10.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626159,82.9993429697766,4.6568627450980395,1610612757,53,68,2022-02-25T04:18:15Z,3430000,-227.0,107.0,1,right,MISS J. Winslow 25' 3PT,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,25.08,Missed,,,,,,,,,,,,,,,
354,PT01M01.00S,2022-02-25T04:18:14.1Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,53,68,2022-02-25T04:18:15Z,3440000,,,0,,A. Wiggins REBOUND (Off:1 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,353.0,2.0,1.0,1.0,,,,,,,,,,,
355,PT01M01.00S,2022-02-25T04:18:17.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626159,,,1610612744,53,68,2022-02-25T04:18:25Z,3450000,,,0,,J. Winslow personal FOUL (2 PF) (Curry 2 FT),"[1626159, 201939]",1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,,,,,,,202037.0,2.0,0.0,Curry,201939.0,,,,,,
357,PT01M01.00S,2022-02-25T04:18:49.1Z,2,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,53,69,2022-02-25T04:18:49Z,3470000,,,0,,S. Curry Free Throw 1 of 2 (17 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,Made,,,,,,,,,,17.0,,,,,
358,PT01M01.00S,2022-02-25T04:19:10.3Z,2,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,53,70,2022-02-25T04:19:10Z,3480000,,,0,,S. Curry Free Throw 2 of 2 (18 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,Made,,,,,,,,,,18.0,,,,,
359,PT00M46.10S,2022-02-25T04:19:29.8Z,2,REGULAR,foul,personal,[],203952,,,1610612757,53,70,2022-02-25T04:19:45Z,3490000,,,0,,A. Wiggins personal FOUL (2 PF),"[203952, 1629014]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,202037.0,2.0,0.0,Simons,1629014.0,,,,,,
361,PT00M39.00S,2022-02-25T04:19:55.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626159,93.77463863337714,50.98039215686274,1610612757,55,70,2022-02-25T04:20:04Z,3510000,5.0,6.0,1,right,J. Winslow alley-oop Layup (11 PTS) (A. Simons 3 AST),"[1626159, 1629014]",1610612757.0,POR,alley-oop,,,Winslow,J. Winslow,,,,,,,,0.77,Made,,,,,,,,,,11.0,A. Simons,1629014.0,3.0,,
363,PT00M32.40S,2022-02-25T04:20:01.9Z,2,REGULAR,3pt,Jump Shot,[],201939,37.92706964520368,69.36274509803921,1610612744,55,70,2022-02-25T04:20:11Z,3530000,-97.0,304.0,1,left,MISS S. Curry 31' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,,,,31.9,Missed,,,,,,,,,,,,,,,
364,PT00M32.40S,2022-02-25T04:20:01.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612757,55,70,2022-02-25T04:20:11Z,3540000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,363.0,,,,,,,,,,,,,,
365,PT00M29.80S,2022-02-25T04:20:08.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,55,70,2022-02-25T04:20:08Z,3550000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT00M29.80S,2022-02-25T04:20:13.0Z,2,REGULAR,substitution,out,[],203952,,,1610612757,55,70,2022-02-25T04:20:22Z,3560000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
367,PT00M29.80S,2022-02-25T04:20:13.0Z,2,REGULAR,substitution,in,[],1627780,,,1610612757,55,70,2022-02-25T04:20:22Z,3570000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
368,PT00M12.90S,2022-02-25T04:20:51.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201939,,,1610612757,55,70,2022-02-25T04:21:09Z,3580000,,,0,,S. Curry shooting personal FOUL (3 PF) (Simons 2 FT),"[201939, 1629014]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,,,,,,,,,,1146.0,3.0,0.0,Simons,1629014.0,,,,,,
