actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
177,PT11M14.00S,2021-10-28T02:39:15.3Z,2,REGULAR,rebound,offensive,[],203469,,,1610612757,24,27,2021-10-28T02:39:49Z,1770000,,,0,,C. Zeller REBOUND (Off:1 Def:0),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,176.0,1.0,0.0,1.0,,,,,,,,,,,,,,
178,PT11M14.00S,2021-10-28T02:39:14.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203469,5.590000152587891,50.0,1610612757,26,27,2021-10-28T02:40:44Z,1780000,0.0,0.0,1,left,C. Zeller tip Layup (4 PTS),[203469],1610612757.0,POR,tip,,,Zeller,C. Zeller,,,,,0.0,Made,,,,,4.0,,,,,,,,,,,,,
179,PT11M08.00S,2021-10-28T02:39:20.9Z,2,REGULAR,3pt,Jump Shot,[],1630217,67.23061760840999,33.088235294117645,1610612763,26,27,2021-10-28T02:39:25Z,1790000,-85.0,256.0,1,right,MISS D. Bane 26' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,26.91,Missed,,,,,,,,,,,,,,,,,,
180,PT11M05.00S,2021-10-28T02:39:23.9Z,2,REGULAR,rebound,defensive,[],1628372,,,1610612757,26,27,2021-10-28T02:39:25Z,1800000,,,0,,D. Smith Jr. REBOUND (Off:0 Def:3),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,179.0,3.0,3.0,0.0,,,,,,,,,,,,,,
181,PT11M01.00S,2021-10-28T02:39:27.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203468,13.354139290407357,4.166666666666666,1610612757,26,27,2021-10-28T02:39:32Z,1810000,229.0,73.0,1,left,MISS C. McCollum 24' 3PT,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,24.05,Missed,,,,,,,,,,,,,,,,,,
182,PT10M58.00S,2021-10-28T02:39:30.7Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,26,27,2021-10-28T02:39:32Z,1820000,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,181.0,2.0,1.0,1.0,,,,,,,,,,,,,,
183,PT10M54.00S,2021-10-28T02:39:34.0Z,2,REGULAR,turnover,bad pass,[],1628991,,,1610612763,26,27,2021-10-28T02:39:38Z,1830000,,,0,,J. Jackson Jr. bad pass TURNOVER (1 TO),"[1628991, 1626204]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,1.0,,,,,Nance Jr.,1626204.0
184,PT10M54.00S,2021-10-28T02:39:34.0Z,2,REGULAR,steal,,[],1626204,,,1610612757,26,27,2021-10-28T02:39:37Z,1840000,,,0,,L. Nance Jr. STEAL (1 STL),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,
185,PT10M40.00S,2021-10-28T02:39:48.4Z,2,REGULAR,turnover,bad pass,[],1629014,,,1610612757,26,27,2021-10-28T02:39:55Z,1850000,,,0,,A. Simons bad pass TURNOVER (1 TO),"[1629014, 1630217]",1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,1.0,,,,,Bane,1630217.0
186,PT10M40.00S,2021-10-28T02:39:48.4Z,2,REGULAR,steal,,[],1630217,,,1610612763,26,27,2021-10-28T02:39:50Z,1860000,,,0,,D. Bane STEAL (1 STL),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,
187,PT10M29.00S,2021-10-28T02:39:59.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628991,93.9060446780552,46.81372549019608,1610612763,26,29,2021-10-28T02:40:14Z,1870000,-16.0,5.0,1,right,J. Jackson Jr. driving Layup (4 PTS) (B. Clarke 1 AST),"[1628991, 1629634]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,1.66,Made,,,,,4.0,B. Clarke,1629634.0,1.0,,,,,,,,,,
188,PT10M13.00S,2021-10-28T02:40:15.0Z,2,REGULAR,3pt,Jump Shot,[],1629014,31.488173455978973,65.19607843137256,1610612757,29,29,2021-10-28T02:40:18Z,1880000,-76.0,243.0,1,left,A. Simons 25' 3PT  (11 PTS) (C. Zeller 1 AST),"[1629014, 203469]",1610612757.0,POR,,,,Simons,A. Simons,,,,,25.51,Made,,,,,11.0,C. Zeller,203469.0,1.0,,,,,,,,,,
190,PT09M54.00S,2021-10-28T02:40:35.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629634,94.1688567674113,50.49019607843137,1610612763,29,31,2021-10-28T02:40:53Z,1900000,2.0,2.0,1,right,B. Clarke Layup (6 PTS) (J. Jackson Jr. 3 AST),"[1629634, 1628991]",1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,0.34,Made,,,,,6.0,J. Jackson Jr.,1628991.0,3.0,,,,,,,,,,
192,PT09M38.00S,2021-10-28T02:40:50.4Z,2,REGULAR,3pt,Jump Shot,[],1629014,32.276609724047304,50.98039215686274,1610612757,32,31,2021-10-28T02:40:55Z,1920000,-5.0,251.0,1,left,A. Simons 25' 3PT  (14 PTS) (D. Smith Jr. 1 AST),"[1629014, 1628372]",1610612757.0,POR,,,,Simons,A. Simons,,,,,25.09,Made,,,,,14.0,D. Smith Jr.,1628372.0,1.0,,,,,,,,,,
194,PT09M18.00S,2021-10-28T02:41:10.0Z,2,REGULAR,3pt,Jump Shot,[],1626145,95.0886990801577,3.431372549019608,1610612763,32,34,2021-10-28T02:41:16Z,1940000,-233.0,-6.0,1,right,T. Jones 3PT  (3 PTS) (J. Konchar 2 AST),"[1626145, 1629723]",1610612763.0,MEM,,,,Jones,T. Jones,,,,,23.29,Made,,,,,3.0,J. Konchar,1629723.0,2.0,,,,,,,,,,
196,PT09M03.00S,2021-10-28T02:41:25.0Z,2,REGULAR,3pt,Jump Shot,[],1626204,20.844283837056505,91.91176470588235,1610612757,32,34,2021-10-28T02:41:29Z,1960000,-210.0,143.0,1,left,MISS L. Nance Jr. 25' 3PT,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,25.4,Missed,,,,,,,,,,,,,,,,,,
197,PT09M01.00S,2021-10-28T02:41:27.0Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,32,34,2021-10-28T02:41:29Z,1970000,,,0,,D. Bane REBOUND (Off:0 Def:3),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,196.0,3.0,3.0,0.0,,,,,,,,,,,,,,
198,PT08M55.00S,2021-10-28T02:41:34.1Z,2,REGULAR,3pt,Jump Shot,[],1628991,68.01905387647832,34.55882352941176,1610612763,32,34,2021-10-28T02:43:01Z,1980000,-77.0,248.0,1,right,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,25.98,Missed,,,,,,,,,,,,,,,,,,
212,PT08M52.00S,2021-10-28T02:41:37.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612757,32,34,2021-10-28T02:43:22Z,1985000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,198.0,,,,,,,,,,,,,,,,,
199,PT08M52.00S,2021-10-28T02:42:08.2Z,2,REGULAR,foul,technical,['1freethrow'],1628372,,,1610612757,32,34,2021-10-28T02:42:58Z,1990000,,,0,,D. Smith Jr. technical FOUL (1 Tech),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,202037.0,,0.0,1.0,,,,
200,PT08M52.00S,2021-10-28T02:42:19.0Z,2,REGULAR,freethrow,1 of 1,[],1630217,,,1610612757,32,35,2021-10-28T02:42:58Z,2000000,,,0,,D. Bane technical Free Throw 1 of 1 (10 PTS),[1630217],1610612763.0,MEM,technical,,,Bane,D. Bane,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
201,PT08M52.00S,2021-10-28T02:42:22.0Z,2,REGULAR,substitution,out,[],1628372,,,1610612757,32,35,2021-10-28T02:42:58Z,2010000,,,0,,SUB out: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M52.00S,2021-10-28T02:42:22.0Z,2,REGULAR,substitution,out,[],1626204,,,1610612757,32,35,2021-10-28T02:42:58Z,2020000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M52.00S,2021-10-28T02:42:22.0Z,2,REGULAR,substitution,out,[],1629634,,,1610612757,32,35,2021-10-28T02:42:58Z,2030000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M52.00S,2021-10-28T02:42:22.0Z,2,REGULAR,substitution,out,[],1629723,,,1610612757,32,35,2021-10-28T02:42:58Z,2040000,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M52.00S,2021-10-28T02:42:22.0Z,2,REGULAR,substitution,in,[],203496,,,1610612757,32,35,2021-10-28T02:42:58Z,2050000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M52.00S,2021-10-28T02:42:22.0Z,2,REGULAR,substitution,in,[],203081,,,1610612757,32,35,2021-10-28T02:42:58Z,2060000,,,0,,SUB in: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M52.00S,2021-10-28T02:42:22.0Z,2,REGULAR,substitution,in,[],1630533,,,1610612757,32,35,2021-10-28T02:42:58Z,2070000,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M52.00S,2021-10-28T02:42:22.0Z,2,REGULAR,substitution,in,[],203937,,,1610612757,32,35,2021-10-28T02:42:58Z,2080000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M50.00S,2021-10-28T02:42:58.5Z,2,REGULAR,jumpball,recovered,[],1629014,,,1610612757,32,35,2021-10-28T02:42:58Z,2090000,,,0,,Jump Ball C. Zeller vs. D. Bane: Tip to A. Simons,"[1629014, 203469, 1630217]",1610612757.0,POR,heldball,A. Simons,1629014.0,Simons,A. Simons,Zeller,203469.0,Bane,1630217.0,,,,,,,,,,,,,,,,,,,,
213,PT08M45.00S,2021-10-28T02:43:07.0Z,2,REGULAR,foul,personal,[],1626145,,,1610612757,32,35,2021-10-28T02:43:13Z,2120000,,,0,,T. Jones personal FOUL (1 PF),"[1626145, 203496]",1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,202053.0,,1.0,0.0,Covington,203496.0,,
215,PT08M45.00S,2021-10-28T02:43:15.2Z,2,REGULAR,substitution,out,[],203469,,,1610612757,32,35,2021-10-28T02:43:17Z,2140000,,,0,,SUB out: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M45.00S,2021-10-28T02:43:15.2Z,2,REGULAR,substitution,in,[],203994,,,1610612757,32,35,2021-10-28T02:43:17Z,2150000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M34.00S,2021-10-28T02:43:40.4Z,2,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612757,32,35,2021-10-28T02:43:52Z,2160000,,,0,,J. Jackson Jr. shooting personal FOUL (1 PF) (McCollum 2 FT),"[1628991, 203468]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,1179.0,,1.0,0.0,McCollum,203468.0,,
219,PT08M34.00S,2021-10-28T02:44:10.0Z,2,REGULAR,freethrow,1 of 2,[],203468,,,1610612757,32,35,2021-10-28T02:44:10Z,2180000,,,0,,MISS C. McCollum Free Throw 1 of 2,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,Missed,,,,,,,,,,,,,,,,,,
220,PT08M34.00S,2021-10-28T02:44:10.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,32,35,2021-10-28T02:44:10Z,2190000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,219.0,,,,,,,,,,,,,,,,,
221,PT08M34.00S,2021-10-28T02:44:27.2Z,2,REGULAR,freethrow,2 of 2,[],203468,,,1610612757,33,35,2021-10-28T02:44:27Z,2200000,,,0,,C. McCollum Free Throw 2 of 2 (6 PTS),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
222,PT08M25.00S,2021-10-28T02:44:38.4Z,2,REGULAR,3pt,Jump Shot,[],1628991,67.49342969776609,38.72549019607843,1610612763,33,35,2021-10-28T02:44:42Z,2210000,-56.0,253.0,1,right,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,25.93,Missed,,,,,,,,,,,,,,,,,,
223,PT08M23.00S,2021-10-28T02:44:40.7Z,2,REGULAR,rebound,offensive,[],1630533,,,1610612763,33,35,2021-10-28T02:44:40Z,2220000,,,0,,Z. Williams REBOUND (Off:1 Def:0),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,222.0,1.0,0.0,1.0,,,,,,,,,,,,,,
224,PT08M23.00S,2021-10-28T02:44:45.1Z,2,REGULAR,foul,personal,[],203496,,,1610612763,33,35,2021-10-28T02:44:51Z,2230000,,,0,,R. Covington personal FOUL (1 PF),"[203496, 1630533]",1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,1179.0,,1.0,0.0,Williams,1630533.0,,
226,PT08M23.00S,2021-10-28T02:44:53.0Z,2,REGULAR,substitution,out,[],203468,,,1610612763,33,35,2021-10-28T02:44:57Z,2250000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M23.00S,2021-10-28T02:44:53.0Z,2,REGULAR,substitution,in,[],1629642,,,1610612763,33,35,2021-10-28T02:44:57Z,2260000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M10.00S,2021-10-28T02:45:15.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626145,93.77463863337714,50.49019607843137,1610612763,33,37,2021-10-28T02:45:19Z,2270000,2.0,6.0,1,right,T. Jones driving Layup (5 PTS),[1626145],1610612763.0,MEM,driving,,,Jones,T. Jones,,,,,0.65,Made,,,,,5.0,,,,,,,,,,,,,
229,PT08M02.00S,2021-10-28T02:45:24.8Z,2,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612757,33,37,2021-10-28T02:46:04Z,2280000,,,0,,J. Jackson Jr. shooting personal FOUL (2 PF) (Lillard 2 FT),"[1628991, 203081]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,202037.0,,2.0,0.0,Lillard,203081.0,,
231,PT08M02.00S,2021-10-28T02:46:05.1Z,2,REGULAR,freethrow,1 of 2,[],203081,,,1610612757,34,37,2021-10-28T02:46:05Z,2300000,,,0,,D. Lillard Free Throw 1 of 2 (6 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
232,PT08M02.00S,2021-10-28T02:46:21.9Z,2,REGULAR,freethrow,2 of 2,[],203081,,,1610612757,35,37,2021-10-28T02:46:21Z,2310000,,,0,,D. Lillard Free Throw 2 of 2 (7 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
233,PT07M43.00S,2021-10-28T02:46:43.7Z,2,REGULAR,3pt,Jump Shot,[],203937,94.69448094612353,96.56862745098039,1610612763,35,40,2021-10-28T02:46:48Z,2320000,233.0,-3.0,1,right,K. Anderson 3PT  (5 PTS) (J. Jackson Jr. 4 AST),"[203937, 1628991]",1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,23.28,Made,,,,,5.0,J. Jackson Jr.,1628991.0,4.0,,,,,,,,,,
235,PT07M32.00S,2021-10-28T02:46:54.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,5.995400788436268,49.50980392156863,1610612757,37,40,2021-10-28T02:46:59Z,2340000,2.0,4.0,1,left,J. Nurkic driving Layup (3 PTS) (D. Lillard 3 AST),"[203994, 203081]",1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,0.46,Made,,,,,3.0,D. Lillard,203081.0,3.0,,,,,,,,,,
237,PT07M18.00S,2021-10-28T02:47:07.6Z,2,REGULAR,3pt,Jump Shot,[],1626145,71.56701708278581,78.92156862745098,1610612763,37,43,2021-10-28T02:47:12Z,2360000,145.0,215.0,1,right,T. Jones 25' 3PT  (8 PTS) (D. Bane 1 AST),"[1626145, 1630217]",1610612763.0,MEM,,,,Jones,T. Jones,,,,,25.89,Made,,,,,8.0,D. Bane,1630217.0,1.0,,,,,,,,,,
239,PT07M08.00S,2021-10-28T02:47:18.0Z,2,REGULAR,2pt,Jump Shot,[],203081,15.325229960578188,75.73529411764706,1610612757,37,43,2021-10-28T02:47:23Z,2380000,-129.0,92.0,1,left,MISS D. Lillard 15' pullup Shot,[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,15.8,Missed,,,,,,,,,,,,,,,,,,
240,PT07M05.00S,2021-10-28T02:47:21.0Z,2,REGULAR,rebound,defensive,[],203937,,,1610612763,37,43,2021-10-28T02:47:23Z,2390000,,,0,,K. Anderson REBOUND (Off:2 Def:1),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,239.0,3.0,1.0,2.0,,,,,,,,,,,,,,
241,PT07M01.00S,2021-10-28T02:47:25.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628991,66.3107752956636,41.911764705882355,1610612763,37,43,2021-10-28T02:47:31Z,2400000,-40.0,264.0,1,right,MISS J. Jackson Jr. 26' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,26.73,Missed,,,,,,,,,,,,,,,,,,
242,PT06M57.00S,2021-10-28T02:47:29.5Z,2,REGULAR,rebound,defensive,[],1629014,,,1610612757,37,43,2021-10-28T02:47:31Z,2410000,,,0,,A. Simons REBOUND (Off:0 Def:2),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,241.0,2.0,2.0,0.0,,,,,,,,,,,,,,
244,PT06M37.00S,2021-10-28T02:47:49.1Z,2,REGULAR,2pt,Jump Shot,[],203081,9.806176084099869,80.88235294117648,1610612757,37,43,2021-10-28T02:47:57Z,2420000,-154.0,40.0,1,left,MISS D. Lillard 15' fadeaway Shot,[203081],1610612757.0,POR,fadeaway,,,Lillard,D. Lillard,,,,,15.94,Missed,,,,,,,,,,,,,,,,,,
245,PT06M34.00S,2021-10-28T02:47:52.1Z,2,REGULAR,rebound,defensive,[],203937,,,1610612763,37,43,2021-10-28T02:47:57Z,2430000,,,0,,K. Anderson REBOUND (Off:2 Def:2),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,244.0,4.0,2.0,2.0,,,,,,,,,,,,,,
246,PT06M15.00S,2021-10-28T02:48:11.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,80.50262812089356,50.73529411764706,1610612763,37,43,2021-10-28T02:48:16Z,2440000,4.0,131.0,1,right,MISS T. Jones 13' driving floating Shot,[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,13.09,Missed,,,,,,,,,,,,,,,,,,
247,PT06M13.00S,2021-10-28T02:48:13.3Z,2,REGULAR,rebound,defensive,[],203496,,,1610612757,37,43,2021-10-28T02:48:16Z,2450000,,,0,,R. Covington REBOUND (Off:0 Def:2),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,246.0,2.0,2.0,0.0,,,,,,,,,,,,,,
248,PT06M02.00S,2021-10-28T02:48:28.2Z,2,REGULAR,foul,personal,['2freethrow'],1630533,,,1610612757,37,43,2021-10-28T02:48:38Z,2460000,,,0,,Z. Williams shooting personal FOUL (2 PF) (Nurkic 2 FT),"[1630533, 203994]",1610612763.0,MEM,shooting,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,1179.0,,2.0,0.0,Nurkic,203994.0,,
250,PT06M02.00S,2021-10-28T02:48:42.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,37,43,2021-10-28T02:48:42Z,2480000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M02.00S,2021-10-28T02:51:01.8Z,2,REGULAR,substitution,out,[],1629014,,,1610612757,37,43,2021-10-28T02:51:54Z,2490000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M02.00S,2021-10-28T02:51:01.8Z,2,REGULAR,substitution,out,[],1628991,,,1610612757,37,43,2021-10-28T02:51:54Z,2500000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M02.00S,2021-10-28T02:51:01.8Z,2,REGULAR,substitution,out,[],1626145,,,1610612757,37,43,2021-10-28T02:51:54Z,2510000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M02.00S,2021-10-28T02:51:01.8Z,2,REGULAR,substitution,out,[],1630217,,,1610612757,37,43,2021-10-28T02:51:54Z,2520000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M02.00S,2021-10-28T02:51:01.8Z,2,REGULAR,substitution,in,[],203468,,,1610612757,37,43,2021-10-28T02:51:54Z,2530000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M02.00S,2021-10-28T02:51:01.8Z,2,REGULAR,substitution,in,[],1629001,,,1610612757,37,43,2021-10-28T02:51:54Z,2540000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M02.00S,2021-10-28T02:51:01.8Z,2,REGULAR,substitution,in,[],203500,,,1610612757,37,43,2021-10-28T02:51:54Z,2550000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M02.00S,2021-10-28T02:51:01.8Z,2,REGULAR,substitution,in,[],1629630,,,1610612757,37,43,2021-10-28T02:51:54Z,2560000,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M02.00S,2021-10-28T02:52:07.7Z,2,REGULAR,freethrow,1 of 2,[],203994,,,1610612757,38,43,2021-10-28T02:52:27Z,2570000,,,0,,J. Nurkic Free Throw 1 of 2 (4 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
260,PT06M02.00S,2021-10-28T02:52:07.7Z,2,REGULAR,freethrow,2 of 2,[],203994,,,1610612757,38,43,2021-10-28T02:52:27Z,2580000,,,0,,MISS J. Nurkic Free Throw 2 of 2,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Missed,,,,,,,,,,,,,,,,,,
261,PT05M58.00S,2021-10-28T02:52:11.7Z,2,REGULAR,rebound,defensive,[],1629001,,,1610612763,38,43,2021-10-28T02:52:27Z,2590000,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,260.0,1.0,1.0,0.0,,,,,,,,,,,,,,
262,PT05M44.00S,2021-10-28T02:52:39.6Z,2,REGULAR,3pt,Jump Shot,[],1629630,77.34888304862024,89.95098039215686,1610612763,38,46,2021-10-28T02:52:43Z,2600000,200.0,160.0,1,right,J. Morant 25' 3PT  (3 PTS) (K. Anderson 2 AST),"[1629630, 203937]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,25.62,Made,,,,,3.0,K. Anderson,203937.0,2.0,,,,,,,,,,
264,PT05M24.00S,2021-10-28T02:52:58.7Z,2,REGULAR,3pt,Jump Shot,[],203496,30.305519053876477,73.0392156862745,1610612757,41,46,2021-10-28T02:53:04Z,2620000,-115.0,232.0,1,left,R. Covington 25' 3PT  (3 PTS) (D. Lillard 4 AST),"[203496, 203081]",1610612757.0,POR,,,,Covington,R. Covington,,,,,25.94,Made,,,,,3.0,D. Lillard,203081.0,4.0,,,,,,,,,,
266,PT05M09.00S,2021-10-28T02:53:16.6Z,2,REGULAR,foul,personal,['2freethrow'],203468,,,1610612763,41,46,2021-10-28T02:53:25Z,2640000,,,0,,C. McCollum shooting personal FOUL (2 PF) (Melton 2 FT),"[203468, 1629001]",1610612757.0,POR,shooting,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,202037.0,,2.0,0.0,Melton,1629001.0,,
268,PT05M09.00S,2021-10-28T02:53:44.6Z,2,REGULAR,freethrow,1 of 2,[],1629001,,,1610612763,41,46,2021-10-28T02:54:06Z,2660000,,,0,,MISS D. Melton Free Throw 1 of 2,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,Missed,,,,,,,,,,,,,,,,,,
269,PT05M09.00S,2021-10-28T02:53:44.6Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612763,41,46,2021-10-28T02:54:06Z,2670000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,268.0,,,,,,,,,,,,,,,,,
270,PT05M09.00S,2021-10-28T02:53:44.6Z,2,REGULAR,freethrow,2 of 2,[],1629001,,,1610612763,41,46,2021-10-28T02:54:06Z,2680000,,,0,,MISS D. Melton Free Throw 2 of 2,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,Missed,,,,,,,,,,,,,,,,,,
