actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
638,PT05M20.00S,2021-10-28T04:20:49.0Z,4,REGULAR,substitution,out,[],203081,,,1610612763,107,81,2021-10-28T04:21:03Z,6350000,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,
639,PT05M20.00S,2021-10-28T04:20:49.0Z,4,REGULAR,substitution,out,[],1629014,,,1610612763,107,81,2021-10-28T04:21:03Z,6360000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,
640,PT05M20.00S,2021-10-28T04:20:49.0Z,4,REGULAR,substitution,out,[],203468,,,1610612763,107,81,2021-10-28T04:21:03Z,6370000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
641,PT05M20.00S,2021-10-28T04:20:49.0Z,4,REGULAR,substitution,out,[],203994,,,1610612763,107,81,2021-10-28T04:21:03Z,6380000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,
642,PT05M20.00S,2021-10-28T04:20:49.0Z,4,REGULAR,substitution,out,[],203496,,,1610612763,107,81,2021-10-28T04:21:03Z,6390000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,
643,PT05M20.00S,2021-10-28T04:20:49.0Z,4,REGULAR,substitution,in,[],1628372,,,1610612763,107,81,2021-10-28T04:21:03Z,6400000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,
644,PT05M20.00S,2021-10-28T04:20:49.0Z,4,REGULAR,substitution,in,[],1629642,,,1610612763,107,81,2021-10-28T04:21:03Z,6410000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,
645,PT05M20.00S,2021-10-28T04:20:49.0Z,4,REGULAR,substitution,in,[],1629604,,,1610612763,107,81,2021-10-28T04:21:03Z,6420000,,,0,,SUB in: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,
646,PT05M20.00S,2021-10-28T04:20:49.0Z,4,REGULAR,substitution,in,[],1630535,,,1610612763,107,81,2021-10-28T04:21:03Z,6430000,,,0,,SUB in: G. Brown III,[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,,,,,,,,,
647,PT05M20.00S,2021-10-28T04:20:49.0Z,4,REGULAR,substitution,in,[],203469,,,1610612763,107,81,2021-10-28T04:21:03Z,6440000,,,0,,SUB in: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,
648,PT05M16.00S,2021-10-28T04:21:17.3Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630583,14.536793692509855,47.794117647058826,1610612763,107,83,2021-10-28T04:21:23Z,6450000,11.0,84.0,1,left,S. Aldama 8' bank Hook (2 PTS),[1630583],1610612763.0,MEM,bank,,,Aldama,S. Aldama,,,,,8.48,Made,,,,,2.0,,,,,,,,,,,,,
649,PT05M16.00S,2021-10-28T04:21:20.6Z,4,REGULAR,foul,personal,['1freethrow'],203469,,,1610612763,107,83,2021-10-28T04:21:27Z,6460000,,,0,,C. Zeller shooting personal FOUL (4 PF) (Aldama 1 FT),"[203469, 1630583]",1610612757.0,POR,shooting,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,1179.0,,4.0,0.0,Aldama,1630583.0,,
651,PT05M16.00S,2021-10-28T04:21:37.1Z,4,REGULAR,freethrow,1 of 1,[],1630583,,,1610612763,107,83,2021-10-28T04:21:47Z,6480000,,,0,,MISS S. Aldama Free Throw 1 of 1,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,Missed,,,,,,,,,,,,,,,,,,
652,PT05M12.00S,2021-10-28T04:21:41.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612763,107,83,2021-10-28T04:21:47Z,6490000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,651.0,,,,,,,,,,,,,,,,,
653,PT05M12.00S,2021-10-28T04:21:46.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203469,,,1610612763,107,83,2021-10-28T04:21:54Z,6500000,,,0,,C. Zeller loose ball personal FOUL (5 PF) (Culver 2 FT),"[203469, 1629633]",1610612757.0,POR,loose ball,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,202053.0,,5.0,0.0,Culver,1629633.0,,
655,PT05M12.00S,2021-10-28T04:22:07.3Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1629633,,,1610612763,107,83,2021-10-28T04:22:07Z,6520000,,,0,,MISS J. Culver Free Throw 1 of 2,[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,,Missed,,,,,,,,,,,,,,,,,,
656,PT05M12.00S,2021-10-28T04:22:07.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,107,83,2021-10-28T04:22:07Z,6530000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,655.0,,,,,,,,,,,,,,,,,
657,PT05M12.00S,2021-10-28T04:22:20.4Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1629633,,,1610612763,107,84,2021-10-28T04:22:20Z,6540000,,,0,,J. Culver Free Throw 2 of 2 (1 PTS),[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
658,PT05M04.00S,2021-10-28T04:22:32.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630583,,,1610612757,107,84,2021-10-28T04:22:41Z,6550000,,,0,,S. Aldama shooting personal FOUL (1 PF) (Little 2 FT),"[1630583, 1629642]",1610612763.0,MEM,shooting,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,202053.0,,1.0,0.0,Little,1629642.0,,
660,PT05M04.00S,2021-10-28T04:22:50.8Z,4,REGULAR,freethrow,1 of 2,[],1629642,,,1610612757,108,84,2021-10-28T04:22:50Z,6570000,,,0,,N. Little Free Throw 1 of 2 (4 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
661,PT05M04.00S,2021-10-28T04:23:03.2Z,4,REGULAR,freethrow,2 of 2,[],1629642,,,1610612757,109,84,2021-10-28T04:23:03Z,6580000,,,0,,N. Little Free Throw 2 of 2 (5 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
662,PT04M51.00S,2021-10-28T04:23:17.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629723,5.206964520367937,52.20588235294118,1610612763,109,84,2021-10-28T04:23:23Z,6590000,-11.0,-4.0,1,left,MISS J. Konchar cutting Layup - blocked,"[1629723, 1628372]",1610612763.0,MEM,cutting,,,Konchar,J. Konchar,,,,,1.16,Missed,,,,,,,,,Smith Jr.,1628372.0,,,,,,,,
663,PT04M51.00S,2021-10-28T04:23:17.3Z,4,REGULAR,block,,[],1628372,,,1610612763,109,84,2021-10-28T04:23:19Z,6600000,,,0,,D. Smith Jr. BLOCK (1 BLK),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,
664,PT04M51.00S,2021-10-28T04:23:17.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612763,109,84,2021-10-28T04:23:23Z,6610000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,662.0,,,,,,,,,,,,,,,,,
665,PT04M51.00S,2021-10-28T04:23:26.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,109,84,2021-10-28T04:23:26Z,6620000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT04M49.00S,2021-10-28T04:23:34.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629681,28.991458607095925,75.0,1610612763,109,84,2021-10-28T04:23:38Z,6630000,-125.0,220.0,1,left,MISS K. Tillie 25' 3PT,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,25.3,Missed,,,,,,,,,,,,,,,,,,
667,PT04M47.00S,2021-10-28T04:23:36.2Z,4,REGULAR,rebound,defensive,[],1629642,,,1610612757,109,84,2021-10-28T04:23:38Z,6640000,,,0,,N. Little REBOUND (Off:2 Def:4),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,666.0,6.0,4.0,2.0,,,,,,,,,,,,,,
668,PT04M38.00S,2021-10-28T04:23:45.0Z,4,REGULAR,turnover,bad pass,[],1628372,,,1610612757,109,84,2021-10-28T04:23:49Z,6650000,,,0,,D. Smith Jr. bad pass TURNOVER (1 TO),"[1628372, 1629681]",1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,1.0,,,,,Tillie,1629681.0
669,PT04M38.00S,2021-10-28T04:23:45.0Z,4,REGULAR,steal,,[],1629681,,,1610612763,109,84,2021-10-28T04:23:47Z,6660000,,,0,,K. Tillie STEAL (1 STL),[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,,,,,,,
670,PT04M31.00S,2021-10-28T04:23:51.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629681,30.699737187910642,29.65686274509804,1610612763,109,84,2021-10-28T04:23:57Z,6670000,102.0,236.0,1,left,MISS K. Tillie 25' 3PT,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,25.71,Missed,,,,,,,,,,,,,,,,,,
671,PT04M27.00S,2021-10-28T04:23:55.9Z,4,REGULAR,rebound,offensive,[],1629723,,,1610612763,109,84,2021-10-28T04:23:55Z,6680000,,,0,,J. Konchar REBOUND (Off:3 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,670.0,5.0,2.0,3.0,,,,,,,,,,,,,,
672,PT04M25.00S,2021-10-28T04:23:58.6Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630241,22.683968462549277,9.313725490196079,1610612763,109,84,2021-10-28T04:24:03Z,6690000,203.0,161.0,1,left,MISS S. Merrill 25' 3PT,[1630241],1610612763.0,MEM,,,,Merrill,S. Merrill,,,,,25.92,Missed,,,,,,,,,,,,,,,,,,
673,PT04M22.00S,2021-10-28T04:24:01.6Z,4,REGULAR,rebound,defensive,[],1630535,,,1610612757,109,84,2021-10-28T04:24:03Z,6700000,,,0,,G. Brown III REBOUND (Off:0 Def:1),[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,672.0,1.0,1.0,0.0,,,,,,,,,,,,,,
674,PT04M05.00S,2021-10-28T04:24:17.9Z,4,REGULAR,3pt,Jump Shot,[],1629604,72.35545335085413,15.686274509803921,1610612757,109,84,2021-10-28T04:24:22Z,6710000,-172.0,207.0,1,right,MISS C. Elleby 26' 3PT,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,26.92,Missed,,,,,,,,,,,,,,,,,,
675,PT04M02.00S,2021-10-28T04:24:20.9Z,4,REGULAR,rebound,defensive,[],1629633,,,1610612763,109,84,2021-10-28T04:24:22Z,6720000,,,0,,J. Culver REBOUND (Off:0 Def:1),[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,,,674.0,1.0,1.0,0.0,,,,,,,,,,,,,,
676,PT03M57.00S,2021-10-28T04:24:26.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630583,33.196452036793694,51.470588235294116,1610612763,109,84,2021-10-28T04:24:33Z,6730000,-7.0,260.0,1,left,MISS S. Aldama 25' 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,25.96,Missed,,,,,,,,,,,,,,,,,,
677,PT03M55.00S,2021-10-28T04:24:31.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612763,109,84,2021-10-28T04:24:31Z,6740000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,676.0,,,,,,,,,,,,,,,,,
678,PT03M55.00S,2021-10-28T04:24:33.3Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,109,84,2021-10-28T04:24:33Z,6750000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,PT03M50.00S,2021-10-28T04:24:51.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630241,31.882391590013142,66.66666666666666,1610612763,109,84,2021-10-28T04:24:57Z,6760000,-83.0,247.0,1,left,MISS S. Merrill 26' pullup 3PT,[1630241],1610612763.0,MEM,pullup,,,Merrill,S. Merrill,,,,,26.09,Missed,,,,,,,,,,,,,,,,,,
680,PT03M44.00S,2021-10-28T04:24:57.4Z,4,REGULAR,rebound,offensive,[],1630583,,,1610612763,109,84,2021-10-28T04:24:57Z,6770000,,,0,,S. Aldama REBOUND (Off:1 Def:0),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,679.0,1.0,0.0,1.0,,,,,,,,,,,,,,
681,PT03M44.00S,2021-10-28T04:24:56.8Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630583,5.590000152587891,50.0,1610612763,109,86,2021-10-28T04:24:56Z,6780000,0.0,0.0,1,left,S. Aldama tip DUNK (4 PTS),[1630583],1610612763.0,MEM,tip,,,Aldama,S. Aldama,,,,,0.0,Made,,,,,4.0,,,,,,,,,,,,,
682,PT03M32.00S,2021-10-28T04:25:08.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629642,93.24901445466492,48.77450980392157,1610612757,111,86,2021-10-28T04:25:13Z,6790000,-6.0,11.0,1,right,N. Little driving Layup (7 PTS),[1629642],1610612757.0,POR,driving,,,Little,N. Little,,,,,1.26,Made,,,,,7.0,,,,,,,,,,,,,
683,PT03M12.00S,2021-10-28T04:25:29.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630583,9.543363994743759,50.98039215686274,1610612763,111,86,2021-10-28T04:27:58Z,6800000,-5.0,37.0,1,left,MISS S. Aldama floating Shot - blocked,"[1630583, 1630535]",1610612763.0,MEM,floating,,,Aldama,S. Aldama,,,,,3.75,Missed,,,,,,,,,Brown III,1630535.0,,,,,,,,
684,PT03M12.00S,2021-10-28T04:25:29.8Z,4,REGULAR,block,,[],1630535,,,1610612763,111,86,2021-10-28T04:25:31Z,6810000,,,0,,G. Brown III BLOCK (1 BLK),[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,,,,,,,,,
685,PT03M11.00S,2021-10-28T04:25:30.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612763,111,86,2021-10-28T04:27:58Z,6820000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,683.0,,,,,,,,,,,,,,,,,
686,PT03M11.00S,2021-10-28T04:25:34.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,111,86,2021-10-28T04:25:34Z,6830000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,PT03M08.00S,2021-10-28T04:25:47.7Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1629723,8.492115637319317,83.57843137254902,1610612763,111,88,2021-10-28T04:25:52Z,6840000,-168.0,27.0,1,left,J. Konchar 17' turnaround Jump Shot (5 PTS) (S. Merrill 1 AST),"[1629723, 1630241]",1610612763.0,MEM,turnaround,,,Konchar,J. Konchar,,,,,17.01,Made,,,,,5.0,S. Merrill,1630241.0,1.0,,,,,,,,,,
689,PT02M53.00S,2021-10-28T04:26:02.8Z,4,REGULAR,turnover,bad pass,[],203469,,,1610612757,111,88,2021-10-28T04:26:06Z,6860000,,,0,,C. Zeller bad pass TURNOVER (2 TO),"[203469, 1629723]",1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,2.0,,,,,Konchar,1629723.0
690,PT02M53.00S,2021-10-28T04:26:02.8Z,4,REGULAR,steal,,[],1629723,,,1610612763,111,88,2021-10-28T04:26:04Z,6870000,,,0,,J. Konchar STEAL (1 STL),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,
691,PT02M43.00S,2021-10-28T04:26:12.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629681,7.178055190538765,3.9215686274509802,1610612763,111,88,2021-10-28T04:26:19Z,6880000,230.0,15.0,1,left,MISS K. Tillie 3PT,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,23.09,Missed,,,,,,,,,,,,,,,,,,
692,PT02M42.00S,2021-10-28T04:26:13.9Z,4,REGULAR,rebound,offensive,[],1630583,,,1610612763,111,88,2021-10-28T04:43:04Z,6890000,,,0,,S. Aldama REBOUND (Off:2 Def:0),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,691.0,2.0,0.0,2.0,,,,,,,,,,,,,,
729,PT02M42.00S,2021-10-28T04:26:15.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630583,10.430354796320628,57.59803921568628,1610612763,111,88,2021-10-28T04:42:32Z,6895000,-38.0,46.0,1,left,MISS S. Aldama tip Layup,[1630583],1610612763.0,MEM,tip,,,Aldama,S. Aldama,,,,,5.93,Missed,,,,,,,,,,,,,,,,,,
730,PT02M41.00S,2021-10-28T04:26:16.6Z,4,REGULAR,rebound,offensive,[],1629723,,,1610612763,111,88,2021-10-28T04:42:32Z,6897500,,,0,,J. Konchar REBOUND (Off:4 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,729.0,6.0,2.0,4.0,,,,,,,,,,,,,,
693,PT02M36.00S,2021-10-28T04:26:18.3Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629633,33.065045992115635,46.07843137254902,1610612763,111,88,2021-10-28T04:42:12Z,6900000,20.0,258.0,1,left,MISS J. Culver 25' 3PT,[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,25.9,Missed,,,,,,,,,,,,,,,,,,
694,PT02M30.00S,2021-10-28T04:26:24.3Z,4,REGULAR,rebound,offensive,[],1629681,,,1610612763,111,88,2021-10-28T04:26:25Z,6910000,,,0,,K. Tillie REBOUND (Off:1 Def:0),[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,693.0,1.0,0.0,1.0,,,,,,,,,,,,,,
695,PT02M28.00S,2021-10-28T04:26:26.9Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629633,6.652431011826544,96.56862745098039,1610612763,111,88,2021-10-28T04:26:32Z,6920000,-233.0,10.0,1,left,MISS J. Culver 3PT,[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,23.3,Missed,,,,,,,,,,,,,,,,,,
696,PT02M24.00S,2021-10-28T04:26:30.9Z,4,REGULAR,rebound,defensive,[],1630535,,,1610612757,111,88,2021-10-28T04:26:32Z,6930000,,,0,,G. Brown III REBOUND (Off:0 Def:2),[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,695.0,2.0,2.0,0.0,,,,,,,,,,,,,,
697,PT02M14.00S,2021-10-28T04:26:44.3Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,111,88,2021-10-28T04:26:44Z,6940000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,PT02M10.00S,2021-10-28T04:27:00.0Z,4,REGULAR,turnover,lost ball,[],1629642,,,1610612757,111,88,2021-10-28T04:27:03Z,6950000,,,0,,N. Little lost ball TURNOVER (3 TO),"[1629642, 1629681]",1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,3.0,,,,,Tillie,1629681.0
699,PT02M10.00S,2021-10-28T04:27:00.0Z,4,REGULAR,steal,,[],1629681,,,1610612763,111,88,2021-10-28T04:27:01Z,6960000,,,0,,K. Tillie STEAL (2 STL),[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,,,,,,,
700,PT02M03.00S,2021-10-28T04:27:06.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630241,16.90210249671485,94.85294117647058,1610612763,111,91,2021-10-28T04:27:11Z,6970000,-224.0,106.0,1,left,S. Merrill 24' 3PT  (6 PTS) (J. Konchar 3 AST),"[1630241, 1629723]",1610612763.0,MEM,,,,Merrill,S. Merrill,,,,,24.83,Made,,,,,6.0,J. Konchar,1629723.0,3.0,,,,,,,,,,
702,PT01M46.00S,2021-10-28T04:27:23.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,93.38042049934296,50.98039215686274,1610612757,111,91,2021-10-28T04:27:28Z,6990000,5.0,10.0,1,right,MISS D. Smith Jr. driving Layup,[1628372],1610612757.0,POR,driving,,,Smith Jr.,D. Smith Jr.,,,,,1.09,Missed,,,,,,,,,,,,,,,,,,
703,PT01M46.00S,2021-10-28T04:27:27.5Z,4,REGULAR,rebound,offensive,[],203469,,,1610612757,111,91,2021-10-28T04:27:27Z,7000000,,,0,,C. Zeller REBOUND (Off:4 Def:2),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,702.0,6.0,2.0,4.0,,,,,,,,,,,,,,
704,PT01M46.00S,2021-10-28T04:27:27.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203469,94.40999984741211,50.0,1610612757,111,91,2021-10-28T04:27:27Z,7010000,0.0,0.0,1,right,MISS C. Zeller tip Layup,[203469],1610612757.0,POR,tip,,,Zeller,C. Zeller,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
705,PT01M46.00S,2021-10-28T04:27:27.8Z,4,REGULAR,rebound,offensive,[],203469,,,1610612757,111,91,2021-10-28T04:27:27Z,7020000,,,0,,C. Zeller REBOUND (Off:5 Def:2),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,704.0,7.0,2.0,5.0,,,,,,,,,,,,,,
706,PT01M46.00S,2021-10-28T04:27:33.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629723,,,1610612757,111,91,2021-10-28T04:27:48Z,7030000,,,0,,J. Konchar shooting personal FOUL (2 PF) (Zeller 2 FT),"[1629723, 203469]",1610612763.0,MEM,shooting,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,202037.0,,2.0,0.0,Zeller,203469.0,,
708,PT01M46.00S,2021-10-28T04:27:49.8Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],203469,,,1610612757,111,91,2021-10-28T04:27:49Z,7050000,,,0,,MISS C. Zeller Free Throw 1 of 2,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,Missed,,,,,,,,,,,,,,,,,,
709,PT01M46.00S,2021-10-28T04:27:49.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,111,91,2021-10-28T04:27:49Z,7060000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,708.0,,,,,,,,,,,,,,,,,
710,PT01M46.00S,2021-10-28T04:28:03.9Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],203469,,,1610612757,112,91,2021-10-28T04:28:04Z,7070000,,,0,,C. Zeller Free Throw 2 of 2 (10 PTS),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
711,PT01M30.00S,2021-10-28T04:28:21.6Z,4,REGULAR,turnover,bad pass,[],1629723,,,1610612763,112,91,2021-10-28T04:30:31Z,7080000,,,0,,J. Konchar bad pass TURNOVER (2 TO),"[1629723, 1630535]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,2.0,,,,,Brown III,1630535.0
712,PT01M30.00S,2021-10-28T04:28:21.6Z,4,REGULAR,steal,,[],1630535,,,1610612757,112,91,2021-10-28T04:28:24Z,7090000,,,0,,G. Brown III STEAL (1 STL),[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,,,,,,,,,
713,PT01M27.00S,2021-10-28T04:28:25.7Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629642,92.85479632063075,49.754901960784316,1610612757,114,91,2021-10-28T04:28:33Z,7100000,-1.0,15.0,1,right,N. Little running DUNK (9 PTS) (G. Brown III 1 AST),"[1629642, 1630535]",1610612757.0,POR,running,,,Little,N. Little,,,,,1.47,Made,,,,,9.0,G. Brown III,1630535.0,1.0,,,,,,,,,,
715,PT01M22.00S,2021-10-28T04:28:32.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629681,6.258212877792378,41.17647058823529,1610612763,114,91,2021-10-28T04:28:40Z,7120000,44.0,6.0,1,left,MISS K. Tillie alley-oop Layup,[1629681],1610612763.0,MEM,alley-oop,,,Tillie,K. Tillie,,,,,4.45,Missed,,,,,,,,,,,,,,,,,,
716,PT01M20.00S,2021-10-28T04:28:34.8Z,4,REGULAR,rebound,defensive,[],1629604,,,1610612757,114,91,2021-10-28T04:28:40Z,7130000,,,0,,C. Elleby REBOUND (Off:0 Def:1),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,715.0,1.0,1.0,0.0,,,,,,,,,,,,,,
717,PT01M17.00S,2021-10-28T04:28:39.0Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630535,93.51182654402102,49.754901960784316,1610612757,116,91,2021-10-28T04:28:50Z,7140000,-1.0,8.0,1,right,G. Brown III running alley-oop DUNK (2 PTS) (D. Smith Jr. 5 AST),"[1630535, 1628372]",1610612757.0,POR,running alley-oop,,,Brown III,G. Brown III,,,,,0.86,Made,,,,,2.0,D. Smith Jr.,1628372.0,5.0,,,,,,,,,,
719,PT01M03.00S,2021-10-28T04:29:01.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629723,6.389618922470433,48.77450980392157,1610612763,116,93,2021-10-28T04:29:05Z,7160000,6.0,8.0,1,left,J. Konchar cutting Layup (7 PTS) (S. Merrill 2 AST),"[1629723, 1630241]",1610612763.0,MEM,cutting,,,Konchar,J. Konchar,,,,,0.97,Made,,,,,7.0,S. Merrill,1630241.0,2.0,,,,,,,,,,
721,PT00M48.60S,2021-10-28T04:29:17.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630535,92.72339027595268,46.568627450980394,1610612757,116,93,2021-10-28T04:40:37Z,7180000,-17.0,16.0,1,right,MISS G. Brown III driving Layup,[1630535],1610612757.0,POR,driving,,,Brown III,G. Brown III,,,,,2.34,Missed,,,,,,,,,,,,,,,,,,
