actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
180,PT10M22.00S,2021-11-18T03:41:29.2Z,2,REGULAR,foul,personal,['2freethrow'],1629750,,,1610612757,24,35,2021-11-18T03:41:37Z,1700000,,,0,,J. Green shooting personal FOUL (1 PF) (Little 2 FT),"[1629750, 1629642]",1610612741.0,CHI,shooting,,,Green,J. Green,,,,,1162.0,1.0,0.0,Little,1629642.0,,,,,,,,,,,,,,,,
182,PT10M22.00S,2021-11-18T03:41:53.1Z,2,REGULAR,freethrow,1 of 2,[],1629642,,,1610612757,25,35,2021-11-18T03:41:53Z,1720000,,,0,,N. Little Free Throw 1 of 2 (1 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,Made,,,,,,,1.0,,,,,,,
183,PT10M22.00S,2021-11-18T03:42:06.7Z,2,REGULAR,freethrow,2 of 2,[],1629642,,,1610612757,26,35,2021-11-18T03:42:06Z,1730000,,,0,,N. Little Free Throw 2 of 2 (2 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,Made,,,,,,,2.0,,,,,,,
184,PT10M05.00S,2021-11-18T03:42:26.6Z,2,REGULAR,3pt,Jump Shot,[],1629632,75.1149802890933,12.5,1610612741,26,35,2021-11-18T03:42:30Z,1740000,-188.0,181.0,1,right,MISS C. White 26' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,26.09,Missed,,,,,,,,,,,,,,
185,PT10M02.00S,2021-11-18T03:42:29.6Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612757,26,35,2021-11-18T03:42:30Z,1750000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:2),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,184.0,2.0,2.0,0.0,,,,,,,,
186,PT09M51.00S,2021-11-18T03:42:42.2Z,2,REGULAR,turnover,traveling,[],1626204,,,1610612757,26,35,2021-11-18T03:42:46Z,1760000,,,0,,L. Nance Jr. traveling TURNOVER (2 TO),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,1162.0,,,,,,,,,,,,,,2.0,,,,,,
187,PT09M40.00S,2021-11-18T03:43:08.5Z,2,REGULAR,turnover,bad pass,[],201942,,,1610612741,26,35,2021-11-18T03:43:12Z,1770000,,,0,,D. DeRozan bad pass TURNOVER (1 TO),"[201942, 1626204]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,1.0,Nance Jr.,1626204.0,,,,
188,PT09M40.00S,2021-11-18T03:43:08.5Z,2,REGULAR,steal,,[],1626204,,,1610612757,26,35,2021-11-18T03:43:10Z,1780000,,,0,,L. Nance Jr. STEAL (1 STL),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT09M36.00S,2021-11-18T03:43:13.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629642,9.674770039421814,50.49019607843137,1610612757,26,35,2021-11-18T03:43:19Z,1790000,-2.0,38.0,1,left,MISS N. Little running Layup - blocked,"[1629642, 1627936]",1610612757.0,POR,running,,,Little,N. Little,,,,,,,,,,3.85,Missed,Caruso,1627936.0,,,,,,,,,,,,
190,PT09M36.00S,2021-11-18T03:43:13.2Z,2,REGULAR,block,,[],1627936,,,1610612757,26,35,2021-11-18T03:43:14Z,1800000,,,0,,A. Caruso BLOCK (1 BLK),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M34.00S,2021-11-18T03:43:15.2Z,2,REGULAR,rebound,defensive,[],1627936,,,1610612741,26,35,2021-11-18T03:43:19Z,1810000,,,0,,A. Caruso REBOUND (Off:3 Def:1),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,189.0,4.0,1.0,3.0,,,,,,,,
192,PT09M30.00S,2021-11-18T03:43:18.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629750,94.30026281208936,52.450980392156865,1610612741,26,37,2021-11-18T03:43:24Z,1820000,12.0,1.0,1,right,J. Green running Layup (2 PTS) (D. DeRozan 1 AST),"[1629750, 201942]",1610612741.0,CHI,running,,,Green,J. Green,,,,,,,,,,1.23,Made,,,,,,,2.0,,,,D. DeRozan,201942.0,1.0,
194,PT09M11.00S,2021-11-18T03:43:37.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626204,6.652431011826544,39.950980392156865,1610612757,28,37,2021-11-18T03:43:42Z,1840000,50.0,10.0,1,left,L. Nance Jr. turnaround Hook (5 PTS) (A. Simons 1 AST),"[1626204, 1629014]",1610612757.0,POR,turnaround,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,5.12,Made,,,,,,,5.0,,,,A. Simons,1629014.0,1.0,
196,PT08M49.00S,2021-11-18T03:43:58.6Z,2,REGULAR,2pt,Jump Shot,[],201942,77.4802890932983,61.274509803921575,1610612741,28,37,2021-11-18T03:48:39Z,1860000,56.0,159.0,1,right,MISS D. DeRozan 16' fadeaway Shot,[201942],1610612741.0,CHI,fadeaway,,,DeRozan,D. DeRozan,,,,,,,,,,16.89,Missed,,,,,,,,,,,,,,
197,PT08M45.00S,2021-11-18T03:44:02.6Z,2,REGULAR,rebound,defensive,[],203503,,,1610612757,28,37,2021-11-18T03:44:04Z,1870000,,,0,,T. Snell REBOUND (Off:0 Def:1),[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,196.0,1.0,1.0,0.0,,,,,,,,
198,PT08M36.00S,2021-11-18T03:44:12.9Z,2,REGULAR,3pt,Jump Shot,[],203468,10.988830486202366,96.32352941176471,1610612757,28,37,2021-11-18T03:44:21Z,1880000,-232.0,51.0,1,left,MISS C. McCollum pullup 3PT,[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,,,,,,23.71,Missed,,,,,,,,,,,,,,
199,PT08M32.00S,2021-11-18T03:44:16.9Z,2,REGULAR,rebound,defensive,[],1627936,,,1610612741,28,37,2021-11-18T03:44:21Z,1890000,,,0,,A. Caruso REBOUND (Off:3 Def:2),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,198.0,5.0,2.0,3.0,,,,,,,,
200,PT08M19.00S,2021-11-18T03:44:30.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627936,92.32917214191852,49.754901960784316,1610612741,28,39,2021-11-18T03:47:08Z,1900000,-1.0,20.0,1,right,A. Caruso driving Layup (3 PTS) (C. White 1 AST),"[1627936, 1629632]",1610612741.0,CHI,driving,,,Caruso,A. Caruso,,,,,,,,,,1.96,Made,,,,,,,3.0,,,,C. White,1629632.0,1.0,
202,PT08M19.00S,2021-11-18T03:44:36.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,28,39,2021-11-18T03:44:36Z,1920000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M19.00S,2021-11-18T03:46:56.6Z,2,REGULAR,substitution,out,[],203468,,,1610612757,28,39,2021-11-18T03:47:22Z,1930000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M19.00S,2021-11-18T03:46:56.6Z,2,REGULAR,substitution,out,[],1627936,,,1610612757,28,39,2021-11-18T03:47:22Z,1940000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M19.00S,2021-11-18T03:46:56.6Z,2,REGULAR,substitution,out,[],201942,,,1610612757,28,39,2021-11-18T03:47:22Z,1950000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M19.00S,2021-11-18T03:46:56.6Z,2,REGULAR,substitution,in,[],203081,,,1610612757,28,39,2021-11-18T03:47:22Z,1960000,,,0,,SUB in: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M19.00S,2021-11-18T03:46:56.6Z,2,REGULAR,substitution,in,[],1628366,,,1610612757,28,39,2021-11-18T03:47:22Z,1970000,,,0,,SUB in: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M19.00S,2021-11-18T03:46:56.6Z,2,REGULAR,substitution,in,[],203897,,,1610612757,28,39,2021-11-18T03:47:22Z,1980000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M59.00S,2021-11-18T03:47:45.0Z,2,REGULAR,turnover,bad pass,[],1629642,,,1610612757,28,39,2021-11-18T03:47:49Z,1990000,,,0,,N. Little bad pass TURNOVER (1 TO),"[1629642, 1627884]",1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,1.0,Jones Jr.,1627884.0,,,,
210,PT07M59.00S,2021-11-18T03:47:45.0Z,2,REGULAR,steal,,[],1627884,,,1610612741,28,39,2021-11-18T03:47:46Z,2000000,,,0,,D. Jones Jr. STEAL (1 STL),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M54.00S,2021-11-18T03:47:49.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627884,94.95729303547962,48.28431372549019,1610612741,28,41,2021-11-18T03:47:54Z,2010000,-9.0,-5.0,1,right,D. Jones Jr. running Layup (4 PTS),[1627884],1610612741.0,CHI,running,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,1.0,Made,,,,,,,4.0,,,,,,,
212,PT07M41.00S,2021-11-18T03:48:02.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626204,6.258212877792378,46.81372549019608,1610612757,30,41,2021-11-18T03:48:10Z,2020000,16.0,6.0,1,left,L. Nance Jr. turnaround bank Hook (7 PTS),[1626204],1610612757.0,POR,turnaround bank,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,1.71,Made,,,,,,,7.0,,,,,,,
214,PT07M20.00S,2021-11-18T03:48:23.3Z,2,REGULAR,3pt,Jump Shot,[],203897,62.5,64.2156862745098,1610612741,30,44,2021-11-18T03:48:27Z,2040000,71.0,300.0,1,right,Z. LaVine 30' 3PT  (14 PTS) (J. Green 1 AST),"[203897, 1629750]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,30.83,Made,,,,,,,14.0,,,,J. Green,1629750.0,1.0,
216,PT07M05.00S,2021-11-18T03:48:38.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203081,5.732588699080158,52.69607843137255,1610612757,30,44,2021-11-18T03:48:41Z,2060000,-13.0,1.0,1,left,MISS D. Lillard driving reverse Layup,[203081],1610612757.0,POR,driving reverse,,,Lillard,D. Lillard,,,,,,,,,,1.36,Missed,,,,,,,,,,,,,,
217,PT07M04.00S,2021-11-18T03:48:39.7Z,2,REGULAR,rebound,defensive,[],203897,,,1610612741,30,44,2021-11-18T03:48:39Z,2070000,,,0,,Z. LaVine REBOUND (Off:0 Def:3),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,216.0,3.0,3.0,0.0,,,,,,,,
218,PT06M59.00S,2021-11-18T03:48:45.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627884,94.95729303547962,46.07843137254902,1610612741,30,46,2021-11-18T03:48:50Z,2080000,-20.0,-5.0,1,right,D. Jones Jr. running Layup (6 PTS) (L. Ball 2 AST),"[1627884, 1628366]",1610612741.0,CHI,running,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,2.03,Made,,,,,,,6.0,,,,L. Ball,1628366.0,2.0,
220,PT06M48.00S,2021-11-18T03:48:58.0Z,2,REGULAR,foul,personal,[],1627884,,,1610612757,30,46,2021-11-18T03:49:16Z,2100000,,,0,,D. Jones Jr. personal FOUL (3 PF),"[1627884, 203081]",1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,1162.0,3.0,0.0,Lillard,203081.0,,,,,,,,,,,,,,,,
222,PT06M48.00S,2021-11-18T03:49:04.0Z,2,REGULAR,substitution,out,[],1629642,,,1610612757,30,46,2021-11-18T03:49:07Z,2120000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M48.00S,2021-11-18T03:49:04.0Z,2,REGULAR,substitution,in,[],1626181,,,1610612757,30,46,2021-11-18T03:49:07Z,2130000,,,0,,SUB in: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M48.00S,2021-11-18T03:49:09.5Z,2,REGULAR,substitution,out,[],203503,,,1610612757,30,46,2021-11-18T03:49:15Z,2140000,,,0,,SUB out: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M48.00S,2021-11-18T03:49:09.5Z,2,REGULAR,substitution,in,[],203496,,,1610612757,30,46,2021-11-18T03:49:15Z,2150000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M39.00S,2021-11-18T03:49:45.8Z,2,REGULAR,foul,personal,[],1627884,,,1610612757,30,46,2021-11-18T03:49:53Z,2160000,,,0,,D. Jones Jr. personal FOUL (4 PF),"[1627884, 203081]",1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,1162.0,4.0,0.0,Lillard,203081.0,,,,,,,,,,,,,,,,
228,PT06M39.00S,2021-11-18T03:49:53.8Z,2,REGULAR,substitution,out,[],1627884,,,1610612757,30,46,2021-11-18T03:49:59Z,2180000,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M39.00S,2021-11-18T03:49:53.8Z,2,REGULAR,substitution,in,[],1628993,,,1610612757,30,46,2021-11-18T03:49:59Z,2190000,,,0,,SUB in: A. Johnson,[1628993],1610612741.0,CHI,,,,Johnson,A. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M27.00S,2021-11-18T03:50:25.6Z,2,REGULAR,turnover,out-of-bounds,[],203081,,,1610612757,30,46,2021-11-18T03:55:54Z,2200000,,,0,,D. Lillard bad pass out-of-bounds TURNOVER (3 TO),[203081],1610612757.0,POR,bad pass,,,Lillard,D. Lillard,,,,,1162.0,,,,,,,,,,,,,,3.0,,,,,,
231,PT06M16.00S,2021-11-18T03:50:40.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203897,82.21090670170827,95.58823529411765,1610612741,30,46,2021-11-18T03:50:44Z,2210000,228.0,115.0,1,right,MISS Z. LaVine 25' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,25.51,Missed,,,,,,,,,,,,,,
232,PT06M13.00S,2021-11-18T03:50:43.2Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612757,30,46,2021-11-18T03:50:43Z,2220000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:3),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,231.0,3.0,3.0,0.0,,,,,,,,
233,PT06M03.00S,2021-11-18T03:50:52.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,5.863994743758213,49.50980392156863,1610612757,32,46,2021-11-18T03:50:57Z,2230000,2.0,3.0,1,left,N. Powell driving Layup (6 PTS) (L. Nance Jr. 1 AST),"[1626181, 1626204]",1610612757.0,POR,driving,,,Powell,N. Powell,,,,,,,,,,0.36,Made,,,,,,,6.0,,,,L. Nance Jr.,1626204.0,1.0,
235,PT05M45.00S,2021-11-18T03:51:10.8Z,2,REGULAR,3pt,Jump Shot,[],1629632,91.14651773981603,3.6764705882352944,1610612741,32,46,2021-11-18T03:51:20Z,2250000,-232.0,31.0,1,right,MISS C. White 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,23.36,Missed,,,,,,,,,,,,,,
236,PT05M42.00S,2021-11-18T03:51:13.8Z,2,REGULAR,rebound,offensive,[],1628993,,,1610612741,32,46,2021-11-18T03:51:20Z,2260000,,,0,,A. Johnson REBOUND (Off:1 Def:0),[1628993],1610612741.0,CHI,,,,Johnson,A. Johnson,,,,,,,,,,,,,,235.0,1.0,0.0,1.0,,,,,,,,
237,PT05M40.00S,2021-11-18T03:51:16.4Z,2,REGULAR,turnover,lost ball,[],1628993,,,1610612741,32,46,2021-11-18T03:51:22Z,2270000,,,0,,A. Johnson lost ball TURNOVER (1 TO),"[1628993, 203496]",1610612741.0,CHI,,,,Johnson,A. Johnson,,,,,,,,,,,,,,,,,,,1.0,Covington,203496.0,,,,
238,PT05M40.00S,2021-11-18T03:51:16.4Z,2,REGULAR,steal,,[],203496,,,1610612757,32,46,2021-11-18T03:51:17Z,2280000,,,0,,R. Covington STEAL (1 STL),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M32.00S,2021-11-18T03:51:26.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626181,5.732588699080158,49.50980392156863,1610612757,34,46,2021-11-18T03:51:47Z,2290000,2.0,1.0,1,left,N. Powell driving Layup (8 PTS),[1626181],1610612757.0,POR,driving,,,Powell,N. Powell,,,,,,,,,,0.29,Made,,,,,,,8.0,,,,,,,
240,PT05M32.00S,2021-11-18T03:51:28.3Z,2,REGULAR,foul,personal,['1freethrow'],1629632,,,1610612757,34,46,2021-11-18T03:51:49Z,2300000,,,0,,C. White shooting personal FOUL (1 PF) (Powell 1 FT),"[1629632, 1626181]",1610612741.0,CHI,shooting,,,White,C. White,,,,,1628159.0,1.0,0.0,Powell,1626181.0,,,,,,,,,,,,,,,,
242,PT05M32.00S,2021-11-18T03:51:36.0Z,2,REGULAR,substitution,out,[],1629014,,,1610612757,34,46,2021-11-18T03:51:49Z,2320000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M32.00S,2021-11-18T03:51:36.0Z,2,REGULAR,substitution,out,[],1626204,,,1610612757,34,46,2021-11-18T03:51:49Z,2330000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M32.00S,2021-11-18T03:51:36.0Z,2,REGULAR,substitution,in,[],203994,,,1610612757,34,46,2021-11-18T03:51:49Z,2340000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M32.00S,2021-11-18T03:51:36.0Z,2,REGULAR,substitution,in,[],203468,,,1610612757,34,46,2021-11-18T03:51:49Z,2350000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M32.00S,2021-11-18T03:52:03.9Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1626181,,,1610612757,35,46,2021-11-18T03:52:03Z,2360000,,,0,,N. Powell Free Throw 1 of 1 (9 PTS),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,Made,,,,,,,9.0,,,,,,,
247,PT05M32.00S,2021-11-18T03:52:07.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,35,46,2021-11-18T03:52:07Z,2370000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M25.00S,2021-11-18T03:55:07.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628366,93.51182654402102,46.32352941176471,1610612741,35,48,2021-11-18T03:55:14Z,2380000,-18.0,8.0,1,right,L. Ball driving finger roll Layup (8 PTS),[1628366],1610612741.0,CHI,driving finger roll,,,Ball,L. Ball,,,,,,,,,,2.03,Made,,,,,,,8.0,,,,,,,
249,PT05M13.00S,2021-11-18T03:55:21.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",203081,6.258212877792378,52.69607843137255,1610612757,37,48,2021-11-18T03:55:33Z,2390000,-13.0,6.0,1,left,D. Lillard driving Layup (2 PTS),[203081],1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,,,,,,1.49,Made,,,,,,,2.0,,,,,,,
250,PT05M13.00S,2021-11-18T03:55:25.8Z,2,REGULAR,violation,defensive goaltending,[],1628993,,,1610612757,37,48,2021-11-18T03:55:33Z,2400000,,,0,,A. Johnson defensive goaltending VIOLATION,[1628993],1610612741.0,CHI,,,,Johnson,A. Johnson,,,,,1628159.0,,,,,,,,,,,,,,,,,,,,
251,PT04M59.00S,2021-11-18T03:55:54.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628993,92.59198423127464,51.225490196078425,1610612741,37,48,2021-11-18T03:55:58Z,2410000,6.0,17.0,1,right,MISS A. Johnson driving Layup - blocked,"[1628993, 203496]",1610612741.0,CHI,driving,,,Johnson,A. Johnson,,,,,,,,,,1.82,Missed,Covington,203496.0,,,,,,,,,,,,
252,PT04M59.00S,2021-11-18T03:55:54.4Z,2,REGULAR,block,,[],203496,,,1610612741,37,48,2021-11-18T03:55:56Z,2420000,,,0,,R. Covington BLOCK (1 BLK),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M59.00S,2021-11-18T03:55:54.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,37,48,2021-11-18T03:55:58Z,2430000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,251.0,,,,,,,,,,,
254,PT04M59.00S,2021-11-18T03:55:59.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,37,48,2021-11-18T03:55:59Z,2440000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT04M59.00S,2021-11-18T03:55:59.6Z,2,REGULAR,substitution,out,[],1629632,,,1610612741,37,48,2021-11-18T03:56:07Z,2450000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M59.00S,2021-11-18T03:55:59.6Z,2,REGULAR,substitution,out,[],1628993,,,1610612741,37,48,2021-11-18T03:56:07Z,2460000,,,0,,SUB out: A. Johnson,[1628993],1610612741.0,CHI,,,,Johnson,A. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT04M59.00S,2021-11-18T03:55:59.6Z,2,REGULAR,substitution,out,[],1629750,,,1610612741,37,48,2021-11-18T03:56:07Z,2470000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M59.00S,2021-11-18T03:55:59.6Z,2,REGULAR,substitution,in,[],1627936,,,1610612741,37,48,2021-11-18T03:56:07Z,2480000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M59.00S,2021-11-18T03:55:59.6Z,2,REGULAR,substitution,in,[],201942,,,1610612741,37,48,2021-11-18T03:56:07Z,2490000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M59.00S,2021-11-18T03:55:59.6Z,2,REGULAR,substitution,in,[],1628396,,,1610612741,37,48,2021-11-18T03:56:07Z,2500000,,,0,,SUB in: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M52.00S,2021-11-18T03:56:18.5Z,2,REGULAR,turnover,lost ball,[],1628396,,,1610612741,37,48,2021-11-18T03:56:22Z,2510000,,,0,,T. Bradley lost ball TURNOVER (1 TO),"[1628396, 203994]",1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,1.0,Nurkic,203994.0,,,,
262,PT04M52.00S,2021-11-18T03:56:18.5Z,2,REGULAR,steal,,[],203994,,,1610612757,37,48,2021-11-18T03:56:20Z,2520000,,,0,,J. Nurkic STEAL (1 STL),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M47.00S,2021-11-18T03:56:23.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626181,6.1268068331143235,53.431372549019606,1610612757,37,48,2021-11-18T03:56:27Z,2530000,-17.0,5.0,1,left,MISS N. Powell running Layup,[1626181],1610612757.0,POR,running,,,Powell,N. Powell,,,,,,,,,,1.79,Missed,,,,,,,,,,,,,,
264,PT04M46.00S,2021-11-18T03:56:24.1Z,2,REGULAR,rebound,offensive,[],203994,,,1610612757,37,48,2021-11-18T03:56:27Z,2540000,,,0,,J. Nurkic REBOUND (Off:5 Def:2),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,263.0,7.0,2.0,5.0,,,,,,,,
265,PT04M46.00S,2021-11-18T03:56:25.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",203994,5.590000152587891,50.0,1610612757,39,48,2021-11-18T03:59:56Z,2550000,0.0,0.0,1,left,J. Nurkic putback Layup (8 PTS),[203994],1610612757.0,POR,putback,,,Nurkic,J. Nurkic,,,,,,,,,,0.0,Made,,,,,,,8.0,,,,,,,
266,PT04M21.00S,2021-11-18T03:56:49.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628396,94.56307490144546,48.28431372549019,1610612741,39,50,2021-11-18T03:56:53Z,2560000,-9.0,-1.0,1,right,T. Bradley alley-oop Layup (2 PTS) (L. Ball 3 AST),"[1628396, 1628366]",1610612741.0,CHI,alley-oop,,,Bradley,T. Bradley,,,,,,,,,,0.87,Made,,,,,,,2.0,,,,L. Ball,1628366.0,3.0,
