actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
457,PT01M56.00S,2021-11-18T04:43:26.5Z,3,REGULAR,rebound,defensive,[],1629642,,,1610612757,75,79,2021-11-18T04:43:26Z,4430000,,,0,,N. Little REBOUND (Off:0 Def:2),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,456.0,2.0,2.0,0.0,,,,,,,,
458,PT01M46.00S,2021-11-18T04:43:36.6Z,3,REGULAR,3pt,Jump Shot,[],1629642,72.09264126149803,19.852941176470587,1610612757,75,79,2021-11-18T04:43:42Z,4440000,-151.0,210.0,1,right,MISS N. Little 25' 3PT,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,25.83,Missed,,,,,,,,,,,,,,
459,PT01M41.00S,2021-11-18T04:43:41.6Z,3,REGULAR,rebound,defensive,[],201942,,,1610612741,75,79,2021-11-18T04:49:35Z,4450000,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,458.0,1.0,1.0,0.0,,,,,,,,
460,PT01M34.00S,2021-11-18T04:43:49.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626181,,,1610612741,75,79,2021-11-18T04:43:56Z,4460000,,,0,,N. Powell shooting personal FOUL (2 PF) (DeRozan 2 FT),"[1626181, 201942]",1610612757.0,POR,shooting,,,Powell,N. Powell,,,,,1162.0,2.0,0.0,DeRozan,201942.0,,,,,,,,,,,,,,,,
462,PT01M34.00S,2021-11-18T04:44:18.9Z,3,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,75,80,2021-11-18T04:44:18Z,4480000,,,0,,D. DeRozan Free Throw 1 of 2 (16 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,Made,,,,,,,16.0,,,,,,,
463,PT01M34.00S,2021-11-18T04:44:44.1Z,3,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,75,81,2021-11-18T04:44:44Z,4490000,,,0,,D. DeRozan Free Throw 2 of 2 (17 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,Made,,,,,,,17.0,,,,,,,
465,PT01M28.00S,2021-11-18T04:44:50.8Z,3,REGULAR,turnover,lost ball,[],1629014,,,1610612757,75,81,2021-11-18T04:45:49Z,4510000,,,0,,A. Simons lost ball TURNOVER (1 TO),"[1629014, 1630245]",1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,1.0,Dosunmu,1630245.0,,,,
466,PT01M28.00S,2021-11-18T04:44:50.8Z,3,REGULAR,steal,,[],1630245,,,1610612741,75,81,2021-11-18T04:44:52Z,4520000,,,0,,A. Dosunmu STEAL (1 STL),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT01M28.00S,2021-11-18T04:44:53.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630245,6.1268068331143235,49.754901960784316,1610612741,75,83,2021-11-18T04:44:59Z,4530000,1.0,5.0,1,left,A. Dosunmu Layup (7 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,0.52,Made,,,,,,,7.0,,,,,,,
468,PT01M11.00S,2021-11-18T04:45:09.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,93.64323258869908,46.568627450980394,1610612757,77,83,2021-11-18T04:45:28Z,4540000,-17.0,7.0,1,right,A. Simons driving finger roll Layup (4 PTS),[1629014],1610612757.0,POR,driving finger roll,,,Simons,A. Simons,,,,,,,,,,1.87,Made,,,,,,,4.0,,,,,,,
469,PT00M56.70S,2021-11-18T04:45:24.2Z,3,REGULAR,3pt,Jump Shot,[],1627936,6.652431011826544,96.07843137254902,1610612741,77,83,2021-11-18T04:45:30Z,4550000,-230.0,10.0,1,left,MISS A. Caruso 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,23.06,Missed,,,,,,,,,,,,,,
470,PT00M56.70S,2021-11-18T04:45:24.2Z,3,REGULAR,rebound,offensive,[],1627884,,,1610612741,77,83,2021-11-18T04:45:30Z,4560000,,,0,,D. Jones Jr. REBOUND (Off:2 Def:1),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,469.0,3.0,1.0,2.0,,,,,,,,
471,PT00M53.80S,2021-11-18T04:45:28.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627884,10.988830486202366,59.55882352941176,1610612741,77,83,2021-11-18T04:45:42Z,4570000,-48.0,51.0,1,left,MISS D. Jones Jr. 6' floating Shot - blocked,"[1627884, 1626204]",1610612741.0,CHI,floating,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,6.98,Missed,Nance Jr.,1626204.0,,,,,,,,,,,,
472,PT00M53.80S,2021-11-18T04:45:28.0Z,3,REGULAR,block,,[],1626204,,,1610612741,77,83,2021-11-18T04:45:29Z,4580000,,,0,,L. Nance Jr. BLOCK (1 BLK),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT00M53.80S,2021-11-18T04:45:28.0Z,3,REGULAR,rebound,defensive,[],1629014,,,1610612757,77,83,2021-11-18T04:45:42Z,4590000,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,471.0,1.0,1.0,0.0,,,,,,,,
474,PT00M50.70S,2021-11-18T04:45:33.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,77,83,2021-11-18T04:45:33Z,4600000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT00M31.10S,2021-11-18T04:46:09.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203081,94.82588699080158,48.28431372549019,1610612757,77,83,2021-11-18T04:46:13Z,4610000,-9.0,-4.0,1,right,MISS D. Lillard driving Layup,[203081],1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,,,,,,0.94,Missed,,,,,,,,,,,,,,
476,PT00M29.80S,2021-11-18T04:46:10.6Z,3,REGULAR,rebound,offensive,[],1626204,,,1610612757,77,83,2021-11-18T04:46:13Z,4620000,,,0,,L. Nance Jr. REBOUND (Off:3 Def:5),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,475.0,8.0,5.0,3.0,,,,,,,,
477,PT00M29.10S,2021-11-18T04:46:11.4Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1626204,93.77463863337714,49.26470588235294,1610612757,79,83,2021-11-18T04:46:16Z,4630000,-4.0,6.0,1,right,L. Nance Jr. turnaround Hook (14 PTS),[1626204],1610612757.0,POR,turnaround,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,0.7,Made,,,,,,,14.0,,,,,,,
478,PT00M14.40S,2021-11-18T04:46:31.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629642,,,1610612741,79,83,2021-11-18T04:46:36Z,4640000,,,0,,N. Little personal FOUL (1 PF) (Caruso 2 FT),"[1629642, 1627936]",1610612757.0,POR,,,,Little,N. Little,,,,,1162.0,1.0,0.0,Caruso,1627936.0,,,,,,,,,,,,,,,,
480,PT00M14.40S,2021-11-18T04:47:05.0Z,3,REGULAR,freethrow,1 of 2,[],1627936,,,1610612741,79,84,2021-11-18T04:47:05Z,4660000,,,0,,A. Caruso Free Throw 1 of 2 (11 PTS),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,Made,,,,,,,11.0,,,,,,,
481,PT00M14.40S,2021-11-18T04:47:05.6Z,3,REGULAR,substitution,out,[],1627884,,,1610612741,79,84,2021-11-18T04:47:20Z,4670000,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT00M14.40S,2021-11-18T04:47:05.6Z,3,REGULAR,substitution,in,[],1628993,,,1610612741,79,84,2021-11-18T04:47:20Z,4680000,,,0,,SUB in: A. Johnson,[1628993],1610612741.0,CHI,,,,Johnson,A. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT00M14.40S,2021-11-18T04:47:27.4Z,3,REGULAR,freethrow,2 of 2,[],1627936,,,1610612741,79,85,2021-11-18T04:47:27Z,4690000,,,0,,A. Caruso Free Throw 2 of 2 (12 PTS),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,Made,,,,,,,12.0,,,,,,,
484,PT00M07.40S,2021-11-18T04:47:39.0Z,3,REGULAR,foul,personal,[],1627936,,,1610612757,79,85,2021-11-18T04:48:00Z,4700000,,,0,,A. Caruso take personal FOUL (3 PF),"[1627936, 203081]",1610612741.0,CHI,take,,,Caruso,A. Caruso,,,,,1628159.0,3.0,0.0,Lillard,203081.0,,,,,,,,,,,,,,,,
486,PT00M02.70S,2021-11-18T04:48:05.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628993,,,1610612757,79,85,2021-11-18T04:48:12Z,4720000,,,0,,A. Johnson shooting personal FOUL (1 PF) (Simons 2 FT),"[1628993, 1629014]",1610612741.0,CHI,shooting,,,Johnson,A. Johnson,,,,,1627541.0,1.0,0.0,Simons,1629014.0,,,,,,,,,,,,,,,,
488,PT00M02.70S,2021-11-18T04:48:23.4Z,3,REGULAR,freethrow,1 of 2,[],1629014,,,1610612757,80,85,2021-11-18T04:48:23Z,4740000,,,0,,A. Simons Free Throw 1 of 2 (5 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,Made,,,,,,,5.0,,,,,,,
489,PT00M02.70S,2021-11-18T04:48:28.6Z,3,REGULAR,substitution,out,[],203081,,,1610612757,80,85,2021-11-18T04:48:34Z,4750000,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT00M02.70S,2021-11-18T04:48:28.6Z,3,REGULAR,substitution,in,[],203496,,,1610612757,80,85,2021-11-18T04:48:34Z,4760000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT00M02.70S,2021-11-18T04:48:45.0Z,3,REGULAR,freethrow,2 of 2,[],1629014,,,1610612757,81,85,2021-11-18T04:48:45Z,4770000,,,0,,A. Simons Free Throw 2 of 2 (6 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,Made,,,,,,,6.0,,,,,,,
492,PT00M00.00S,2021-11-18T04:48:56.7Z,3,REGULAR,period,end,[],0,,,1610612741,81,85,2021-11-18T04:48:56Z,4780000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT12M00.00S,2021-11-18T04:49:56.4Z,4,REGULAR,substitution,out,['startperiod'],1626181,,,1610612741,81,85,2021-11-18T04:51:14Z,4790000,,,0,,SUB out: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT12M00.00S,2021-11-18T04:49:56.4Z,4,REGULAR,substitution,out,['startperiod'],203496,,,1610612741,81,85,2021-11-18T04:51:14Z,4800000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT12M00.00S,2021-11-18T04:49:56.4Z,4,REGULAR,substitution,out,['startperiod'],1628993,,,1610612741,81,85,2021-11-18T04:51:14Z,4810000,,,0,,SUB out: A. Johnson,[1628993],1610612741.0,CHI,,,,Johnson,A. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT12M00.00S,2021-11-18T04:49:56.4Z,4,REGULAR,substitution,in,['startperiod'],203503,,,1610612741,81,85,2021-11-18T04:51:14Z,4820000,,,0,,SUB in: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT12M00.00S,2021-11-18T04:49:56.4Z,4,REGULAR,substitution,in,['startperiod'],203468,,,1610612741,81,85,2021-11-18T04:51:14Z,4830000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT12M00.00S,2021-11-18T04:49:56.4Z,4,REGULAR,substitution,in,['startperiod'],1629632,,,1610612741,81,85,2021-11-18T04:51:14Z,4840000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT12M00.00S,2021-11-18T04:51:46.3Z,4,REGULAR,period,start,[],0,,,1610612757,81,85,2021-11-18T04:51:46Z,4850000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT11M59.00S,2021-11-18T04:51:58.7Z,4,REGULAR,stoppage,equipment issue,[],0,,,1610612757,81,85,2021-11-18T04:51:58Z,4860000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT11M41.00S,2021-11-18T04:52:40.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,84.70762155059133,62.5,1610612757,81,85,2021-11-18T04:52:44Z,4870000,62.0,91.0,1,right,MISS A. Simons 11' turnaround fadeaway Shot,[1629014],1610612757.0,POR,turnaround fadeaway,,,Simons,A. Simons,,,,,,,,,,11.06,Missed,,,,,,,,,,,,,,
502,PT11M41.00S,2021-11-18T04:52:40.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612757,81,85,2021-11-18T04:52:44Z,4880000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,501.0,,,,,,,,,,,
503,PT11M41.00S,2021-11-18T04:52:45.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,81,85,2021-11-18T04:52:45Z,4890000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT11M29.00S,2021-11-18T04:53:25.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203503,87.07293035479631,96.56862745098039,1610612757,81,85,2021-11-18T04:53:29Z,4900000,233.0,69.0,1,right,MISS T. Snell 24' 3PT,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,24.28,Missed,,,,,,,,,,,,,,
505,PT11M27.00S,2021-11-18T04:53:27.6Z,4,REGULAR,rebound,defensive,[],1630245,,,1610612741,81,85,2021-11-18T04:53:29Z,4910000,,,0,,A. Dosunmu REBOUND (Off:0 Def:2),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,504.0,2.0,2.0,0.0,,,,,,,,
506,PT11M14.00S,2021-11-18T04:53:41.4Z,4,REGULAR,foul,personal,['2freethrow'],1626204,,,1610612741,81,85,2021-11-18T04:54:41Z,4920000,,,0,,L. Nance Jr. flagrant-type-1 personal FOUL (3 PF) (DeRozan 2 FT),"[1626204, 201942]",1610612757.0,POR,flagrant-type-1,,,Nance Jr.,L. Nance Jr.,,,,,1627541.0,3.0,0.0,DeRozan,201942.0,,,,,,,,,,,,,,,,
508,PT11M14.00S,2021-11-18T04:54:00.4Z,4,REGULAR,instantreplay,request,[],0,,,1610612741,81,85,2021-11-18T04:54:38Z,4940000,,,0,,,[],,,overturned,,,,,,,,,1627541.0,,,,,,,,,,,,,,,,,,,,Common Foul to Flagrant 1
509,PT11M14.00S,2021-11-18T04:55:08.8Z,4,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,81,86,2021-11-18T04:55:32Z,4950000,,,0,,D. DeRozan flagrant Free Throw 1 of 2 (18 PTS),[201942],1610612741.0,CHI,flagrant,,,DeRozan,D. DeRozan,,,,,,,,,,,Made,,,,,,,18.0,,,,,,,
510,PT11M14.00S,2021-11-18T04:55:08.8Z,4,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,81,87,2021-11-18T04:55:32Z,4960000,,,0,,D. DeRozan flagrant Free Throw 2 of 2 (19 PTS),[201942],1610612741.0,CHI,flagrant,,,DeRozan,D. DeRozan,,,,,,,,,,,Made,,,,,,,19.0,,,,,,,
511,PT11M02.00S,2021-11-18T04:55:49.7Z,4,REGULAR,2pt,Jump Shot,[],201942,15.325229960578188,72.54901960784314,1610612741,81,87,2021-11-18T04:55:53Z,4970000,-113.0,92.0,1,left,MISS D. DeRozan 14' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,,,,,,14.52,Missed,,,,,,,,,,,,,,
512,PT11M00.00S,2021-11-18T04:55:51.7Z,4,REGULAR,rebound,defensive,[],1629642,,,1610612757,81,87,2021-11-18T04:55:53Z,4980000,,,0,,N. Little REBOUND (Off:0 Def:3),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,511.0,3.0,3.0,0.0,,,,,,,,
513,PT10M43.00S,2021-11-18T04:56:09.4Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203468,91.01511169513797,57.35294117647059,1610612757,81,87,2021-11-18T04:56:12Z,4990000,37.0,32.0,1,right,MISS C. McCollum driving Hook - blocked,"[203468, 201942]",1610612757.0,POR,driving,,,McCollum,C. McCollum,,,,,,,,,,4.88,Missed,DeRozan,201942.0,,,,,,,,,,,,
532,PT10M43.00S,2021-11-18T04:56:09.4Z,4,REGULAR,block,,[],201942,,,1610612757,81,87,2021-11-18T04:58:38Z,4995000,,,0,,D. DeRozan BLOCK (2 BLK),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT10M41.00S,2021-11-18T04:56:11.4Z,4,REGULAR,rebound,defensive,[],1629632,,,1610612741,81,87,2021-11-18T04:56:12Z,5000000,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,513.0,1.0,1.0,0.0,,,,,,,,
516,PT10M39.00S,2021-11-18T04:56:20.4Z,4,REGULAR,foul,personal,['2freethrow'],1629014,,,1610612741,81,87,2021-11-18T04:56:26Z,5020000,,,0,,A. Simons shooting personal FOUL (2 PF) (Green 2 FT),"[1629014, 1629750]",1610612757.0,POR,shooting,,,Simons,A. Simons,,,,,1162.0,2.0,0.0,Green,1629750.0,,,,,,,,,,,,,,,,
518,PT10M39.00S,2021-11-18T04:56:46.1Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1629750,,,1610612741,81,88,2021-11-18T04:56:46Z,5040000,,,0,,J. Green Free Throw 1 of 2 (5 PTS),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,Made,,,,,,,5.0,,,,,,,
519,PT10M39.00S,2021-11-18T04:57:03.0Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1629750,,,1610612741,81,89,2021-11-18T04:57:03Z,5050000,,,0,,J. Green Free Throw 2 of 2 (6 PTS),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,Made,,,,,,,6.0,,,,,,,
520,PT10M23.00S,2021-11-18T04:57:21.6Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1626204,91.5407358738502,62.5,1610612757,81,89,2021-11-18T04:57:25Z,5060000,62.0,27.0,1,right,MISS L. Nance Jr. 6' turnaround Hook,[1626204],1610612757.0,POR,turnaround,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,6.81,Missed,,,,,,,,,,,,,,
521,PT10M21.00S,2021-11-18T04:57:23.6Z,4,REGULAR,rebound,defensive,[],201942,,,1610612741,81,89,2021-11-18T04:57:25Z,5070000,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,520.0,2.0,2.0,0.0,,,,,,,,
522,PT10M10.00S,2021-11-18T04:57:37.9Z,4,REGULAR,foul,offensive,[],201942,,,1610612741,81,89,2021-11-18T04:57:45Z,5080000,,,0,,D. DeRozan charge offensive FOUL (3 PF),"[201942, 1626204]",1610612741.0,CHI,charge,,,DeRozan,D. DeRozan,,,,,1628159.0,3.0,0.0,Nance Jr.,1626204.0,,,,,,,,,,,,,,,,
524,PT10M10.00S,2021-11-18T04:57:37.9Z,4,REGULAR,turnover,offensive foul,[],201942,,,1610612741,81,89,2021-11-18T04:57:37Z,5100000,,,0,,D. DeRozan offensive foul TURNOVER (5 TO),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,1628159.0,,,,,,,,,,,,,,5.0,,,,,,
525,PT10M10.00S,2021-11-18T04:57:46.4Z,4,REGULAR,substitution,out,[],1629014,,,1610612757,81,89,2021-11-18T04:57:55Z,5110000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT10M10.00S,2021-11-18T04:57:46.4Z,4,REGULAR,substitution,out,[],1626204,,,1610612757,81,89,2021-11-18T04:57:55Z,5120000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT10M10.00S,2021-11-18T04:57:46.4Z,4,REGULAR,substitution,in,[],203994,,,1610612757,81,89,2021-11-18T04:57:55Z,5130000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT10M10.00S,2021-11-18T04:57:46.4Z,4,REGULAR,substitution,in,[],203081,,,1610612757,81,89,2021-11-18T04:57:55Z,5140000,,,0,,SUB in: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT10M00.00S,2021-11-18T04:58:14.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,81,89,2021-11-18T04:58:14Z,5150000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT09M54.00S,2021-11-18T04:58:36.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203503,90.62089356110381,95.34313725490196,1610612757,84,89,2021-11-18T04:58:39Z,5160000,227.0,36.0,1,right,T. Snell 3PT  (3 PTS) (D. Lillard 9 AST),"[203503, 203081]",1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,22.95,Made,,,,,,,3.0,,,,D. Lillard,203081.0,9.0,
533,PT09M39.00S,2021-11-18T04:58:50.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,19.004599211563733,34.80392156862745,1610612741,84,89,2021-11-18T04:58:54Z,5180000,76.0,126.0,1,left,MISS D. DeRozan 14' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,,,,,,14.72,Missed,,,,,,,,,,,,,,
534,PT09M37.00S,2021-11-18T04:58:52.7Z,4,REGULAR,rebound,defensive,[],203468,,,1610612757,84,89,2021-11-18T04:58:54Z,5190000,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,533.0,1.0,1.0,0.0,,,,,,,,
535,PT09M28.00S,2021-11-18T04:59:01.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,88.25558475689881,60.049019607843135,1610612757,86,89,2021-11-18T04:59:10Z,5200000,50.0,58.0,1,right,C. McCollum 7' turnaround fadeaway bank Jump Shot (4 PTS),[203468],1610612757.0,POR,turnaround fadeaway bank,,,McCollum,C. McCollum,,,,,,,,,,7.66,Made,,,,,,,4.0,,,,,,,
536,PT09M28.00S,2021-11-18T04:59:06.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,86,89,2021-11-18T04:59:06Z,5210000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT09M28.00S,2021-11-18T05:01:31.3Z,4,REGULAR,substitution,out,[],1627936,,,1610612741,86,89,2021-11-18T05:01:48Z,5220000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT09M28.00S,2021-11-18T05:01:31.3Z,4,REGULAR,substitution,out,[],201942,,,1610612741,86,89,2021-11-18T05:01:48Z,5230000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT09M28.00S,2021-11-18T05:01:31.3Z,4,REGULAR,substitution,out,[],1629750,,,1610612741,86,89,2021-11-18T05:01:48Z,5240000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT09M28.00S,2021-11-18T05:01:31.3Z,4,REGULAR,substitution,in,[],1628366,,,1610612741,86,89,2021-11-18T05:01:48Z,5250000,,,0,,SUB in: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT09M28.00S,2021-11-18T05:01:31.3Z,4,REGULAR,substitution,in,[],203897,,,1610612741,86,89,2021-11-18T05:01:48Z,5260000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT09M28.00S,2021-11-18T05:01:31.3Z,4,REGULAR,substitution,in,[],1628396,,,1610612741,86,89,2021-11-18T05:01:48Z,5270000,,,0,,SUB in: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT09M11.00S,2021-11-18T05:02:15.7Z,4,REGULAR,2pt,Jump Shot,[],203897,23.603810775295663,31.862745098039213,1610612741,86,89,2021-11-18T05:02:22Z,5280000,91.0,169.0,1,left,MISS Z. LaVine 19' turnaround fadeaway Shot,[203897],1610612741.0,CHI,turnaround fadeaway,,,LaVine,Z. LaVine,,,,,,,,,,19.22,Missed,,,,,,,,,,,,,,
544,PT09M08.00S,2021-11-18T05:02:18.7Z,4,REGULAR,rebound,defensive,[],203503,,,1610612757,86,89,2021-11-18T05:02:22Z,5290000,,,0,,T. Snell REBOUND (Off:0 Def:2),[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,543.0,2.0,2.0,0.0,,,,,,,,
545,PT09M06.00S,2021-11-18T05:02:22.9Z,4,REGULAR,turnover,out-of-bounds,[],203081,,,1610612757,86,89,2021-11-18T05:02:30Z,5300000,,,0,,D. Lillard bad pass out-of-bounds TURNOVER (4 TO),[203081],1610612757.0,POR,bad pass,,,Lillard,D. Lillard,,,,,1627541.0,,,,,,,,,,,,,,4.0,,,,,,
