actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,value
445,PT01M08.00S,2022-02-05T04:39:10.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,6.783837056504599,44.85294117647059,1610612757,73,75,2022-02-05T04:39:14Z,4410000,26.0,11.0,1,left,MISS D. Smith Jr. driving finger roll Layup,[1628372],1610612757.0,POR,driving finger roll,,,Smith Jr.,D. Smith Jr.,,,,,2.81,Missed,,,,,,,,,,,,,,,,,,,
446,PT01M07.00S,2022-02-05T04:39:11.8Z,3,REGULAR,rebound,defensive,[],1629647,,,1610612760,73,75,2022-02-05T04:39:14Z,4420000,,,0,,D. Bazley REBOUND (Off:3 Def:5),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,445.0,8.0,5.0,3.0,,,,,,,,,,,,,,,
447,PT01M00.00S,2022-02-05T04:39:21.7Z,3,REGULAR,turnover,traveling,[],1630581,,,1610612760,73,75,2022-02-05T04:39:28Z,4430000,,,0,,J. Giddey traveling TURNOVER (3 TO),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,3.0,,,202037.0,,,,,,,,,
448,PT00M48.60S,2022-02-05T04:39:47.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203468,36.87582128777924,51.470588235294116,1610612757,76,75,2022-02-05T04:39:52Z,4440000,-7.0,294.0,1,left,C. McCollum 29' 3PT pullup (13 PTS),[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,29.42,Made,,,,,,,,,,,,,,,13.0,,,,
449,PT00M28.80S,2022-02-05T04:40:11.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629026,92.85479632063075,46.81372549019608,1610612760,76,75,2022-02-05T04:40:25Z,4450000,-16.0,15.0,1,right,MISS K. Williams cutting Layup,[1629026],1610612760.0,OKC,cutting,,,Williams,K. Williams,,,,,2.17,Missed,,,,,,,,,,,,,,,,,,,
450,PT00M26.70S,2022-02-05T04:40:14.0Z,3,REGULAR,rebound,defensive,[],203463,,,1610612757,76,75,2022-02-05T04:40:25Z,4460000,,,0,,B. McLemore REBOUND (Off:0 Def:1),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,449.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
451,PT00M26.70S,2022-02-05T04:40:26.0Z,3,REGULAR,foul,personal,[],1630177,,,1610612757,76,75,2022-02-05T04:40:31Z,4470000,,,0,,T. Maledon personal FOUL (1 PF),"[1630177, 203463]",1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,1162.0,1.0,0.0,McLemore,203463.0,,,,,
453,PT00M05.50S,2022-02-05T04:40:55.4Z,3,REGULAR,3pt,Jump Shot,[],203468,21.107095926412615,91.66666666666666,1610612757,76,75,2022-02-05T04:40:58Z,4490000,-208.0,146.0,1,left,MISS C. McCollum 25' pullup 3PT,[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,25.43,Missed,,,,,,,,,,,,,,,,,,,
454,PT00M03.90S,2022-02-05T04:40:56.9Z,3,REGULAR,rebound,defensive,[],1630177,,,1610612760,76,75,2022-02-05T04:40:56Z,4500000,,,0,,T. Maledon REBOUND (Off:0 Def:1),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,453.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
455,PT00M00.40S,2022-02-05T04:41:02.8Z,3,REGULAR,turnover,out-of-bounds,[],1630177,,,1610612760,76,75,2022-02-05T04:41:09Z,4510000,,,0,,T. Maledon bad pass out-of-bounds TURNOVER (2 TO),[1630177],1610612760.0,OKC,bad pass,,,Maledon,T. Maledon,,,,,,,,,,,,,2.0,,,200833.0,,,,,,,,,
456,PT00M00.00S,2022-02-05T04:41:13.9Z,3,REGULAR,period,end,[],0,,,1610612757,76,75,2022-02-05T04:41:13Z,4520000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT12M00.00S,2022-02-05T04:43:25.3Z,4,REGULAR,substitution,out,['startperiod'],1630535,,,1610612757,76,75,2022-02-05T04:43:49Z,4530000,,,0,,SUB out: G. Brown III,[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT12M00.00S,2022-02-05T04:43:25.3Z,4,REGULAR,substitution,out,['startperiod'],1630581,,,1610612757,76,75,2022-02-05T04:43:49Z,4540000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT12M00.00S,2022-02-05T04:43:25.3Z,4,REGULAR,substitution,out,['startperiod'],1629652,,,1610612757,76,75,2022-02-05T04:43:49Z,4550000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT12M00.00S,2022-02-05T04:43:25.3Z,4,REGULAR,substitution,out,['startperiod'],1629647,,,1610612757,76,75,2022-02-05T04:43:49Z,4560000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT12M00.00S,2022-02-05T04:43:25.3Z,4,REGULAR,substitution,in,['startperiod'],203503,,,1610612757,76,75,2022-02-05T04:43:49Z,4570000,,,0,,SUB in: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT12M00.00S,2022-02-05T04:43:25.3Z,4,REGULAR,substitution,in,['startperiod'],1629660,,,1610612757,76,75,2022-02-05T04:43:49Z,4580000,,,0,,SUB in: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT12M00.00S,2022-02-05T04:43:25.3Z,4,REGULAR,substitution,in,['startperiod'],1630544,,,1610612757,76,75,2022-02-05T04:43:49Z,4590000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT12M00.00S,2022-02-05T04:43:25.3Z,4,REGULAR,substitution,in,['startperiod'],203488,,,1610612757,76,75,2022-02-05T04:43:49Z,4600000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT12M00.00S,2022-02-05T04:43:59.5Z,4,REGULAR,period,start,[],0,,,1610612757,76,75,2022-02-05T04:43:59Z,4610000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT11M45.00S,2022-02-05T04:44:14.5Z,4,REGULAR,3pt,Jump Shot,[],203463,19.136005256241788,91.66666666666666,1610612757,76,75,2022-02-05T04:44:18Z,4620000,-208.0,127.0,1,left,MISS B. McLemore 24' pullup 3PT,[203463],1610612757.0,POR,pullup,,,McLemore,B. McLemore,,,,,24.42,Missed,,,,,,,,,,,,,,,,,,,
467,PT11M42.00S,2022-02-05T04:44:17.5Z,4,REGULAR,rebound,offensive,[],1628372,,,1610612757,76,75,2022-02-05T04:44:18Z,4630000,,,0,,D. Smith Jr. REBOUND (Off:2 Def:0),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,466.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
468,PT11M40.00S,2022-02-05T04:44:18.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203468,36.21879106438896,37.5,1610612757,76,75,2022-02-05T04:44:23Z,4640000,62.0,288.0,1,left,MISS C. McCollum 29' 3PT,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,29.47,Missed,,,,,,,,,,,,,,,,,,,
469,PT11M37.00S,2022-02-05T04:44:21.6Z,4,REGULAR,rebound,offensive,[],1630570,,,1610612757,76,75,2022-02-05T04:44:23Z,4650000,,,0,,T. Watford REBOUND (Off:1 Def:1),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,468.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
470,PT11M37.00S,2022-02-05T04:44:22.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630570,6.521024967148489,43.872549019607845,1610612757,78,75,2022-02-05T04:44:48Z,4660000,31.0,9.0,1,left,T. Watford putback Layup (8 PTS),[1630570],1610612757.0,POR,putback,,,Watford,T. Watford,,,,,3.18,Made,,,,,,,,,,,,,,,8.0,,,,
471,PT11M19.00S,2022-02-05T04:44:39.0Z,4,REGULAR,3pt,Jump Shot,[],1629660,70.90998685939553,23.774509803921568,1610612760,78,75,2022-02-05T04:44:43Z,4670000,-131.0,221.0,1,right,MISS T. Jerome 25' pullup 3PT,[1629660],1610612760.0,OKC,pullup,,,Jerome,T. Jerome,,,,,25.69,Missed,,,,,,,,,,,,,,,,,,,
472,PT11M16.00S,2022-02-05T04:44:42.0Z,4,REGULAR,rebound,defensive,[],203468,,,1610612757,78,75,2022-02-05T04:44:43Z,4680000,,,0,,C. McCollum REBOUND (Off:0 Def:4),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,471.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
473,PT11M15.00S,2022-02-05T04:44:50.1Z,4,REGULAR,turnover,out-of-bounds,[],1628372,,,1610612757,78,75,2022-02-05T04:46:19Z,4690000,,,0,,D. Smith Jr. lost ball out-of-bounds TURNOVER (1 TO),[1628372],1610612757.0,POR,lost ball,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,1.0,,,1162.0,,,,,,,,,
474,PT11M02.00S,2022-02-05T04:45:05.6Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630177,84.05059132720105,32.35294117647059,1610612760,78,75,2022-02-05T04:48:32Z,4700000,-88.0,97.0,1,right,MISS T. Maledon 13' pullup Shot,[1630177],1610612760.0,OKC,pullup,,,Maledon,T. Maledon,,,,,13.14,Missed,,,,,,,,,,,,,,,,,,,
475,PT11M00.00S,2022-02-05T04:45:07.8Z,4,REGULAR,rebound,defensive,[],1630570,,,1610612757,78,75,2022-02-05T04:45:07Z,4710000,,,0,,T. Watford REBOUND (Off:1 Def:2),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,474.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
476,PT10M52.00S,2022-02-05T04:45:15.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,5.206964520367937,50.98039215686274,1610612757,80,75,2022-02-05T04:45:23Z,4720000,-5.0,-4.0,1,left,D. Smith Jr. driving Layup (6 PTS),[1628372],1610612757.0,POR,driving,,,Smith Jr.,D. Smith Jr.,,,,,0.61,Made,,,,,,,,,,,,,,,6.0,,,,
477,PT10M38.00S,2022-02-05T04:45:40.6Z,4,REGULAR,3pt,Jump Shot,[],1629026,68.67608409986859,17.401960784313726,1610612760,80,75,2022-02-05T04:45:50Z,4730000,-163.0,242.0,1,right,MISS K. Williams 29' 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,29.17,Missed,,,,,,,,,,,,,,,,,,,
478,PT10M31.00S,2022-02-05T04:45:47.6Z,4,REGULAR,rebound,offensive,[],203488,,,1610612760,80,75,2022-02-05T04:45:50Z,4740000,,,0,,M. Muscala REBOUND (Off:1 Def:0),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,477.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
479,PT10M27.00S,2022-02-05T04:45:51.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630544,71.30420499342969,83.08823529411765,1610612760,80,75,2022-02-05T04:45:56Z,4750000,165.0,217.0,1,right,MISS T. Mann 27' 3PT,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,27.3,Missed,,,,,,,,,,,,,,,,,,,
480,PT10M25.00S,2022-02-05T04:45:53.7Z,4,REGULAR,rebound,offensive,[],1629026,,,1610612760,80,75,2022-02-05T04:45:53Z,4760000,,,0,,K. Williams REBOUND (Off:2 Def:2),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,479.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
481,PT10M21.00S,2022-02-05T04:46:01.7Z,4,REGULAR,foul,personal,[],1630570,,,1610612760,80,75,2022-02-05T04:46:59Z,4770000,,,0,,T. Watford personal FOUL (4 PF),"[1630570, 1629660]",1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,1162.0,4.0,0.0,Jerome,1629660.0,,,,,
483,PT10M21.00S,2022-02-05T04:46:15.2Z,4,REGULAR,substitution,out,[],1630177,,,1610612760,80,75,2022-02-05T04:46:18Z,4790000,,,0,,SUB out: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT10M21.00S,2022-02-05T04:46:15.2Z,4,REGULAR,substitution,in,[],1629647,,,1610612760,80,75,2022-02-05T04:46:18Z,4800000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT10M08.00S,2022-02-05T04:46:38.3Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1629026,76.82325886990802,29.901960784313726,1610612760,80,77,2022-02-05T04:46:42Z,4810000,-100.0,165.0,1,right,K. Williams 19' pullup Jump Shot (10 PTS) (T. Jerome 6 AST),"[1629026, 1629660]",1610612760.0,OKC,pullup,,,Williams,K. Williams,,,,,19.35,Made,,,,,,,,,,,,,,,10.0,T. Jerome,1629660.0,6.0,
487,PT10M08.00S,2022-02-05T04:46:41.5Z,4,REGULAR,foul,personal,['1freethrow'],203463,,,1610612760,80,77,2022-02-05T04:46:48Z,4830000,,,0,,B. McLemore shooting personal FOUL (1 PF) (Williams 1 FT),"[203463, 1629026]",1610612757.0,POR,shooting,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,1162.0,1.0,0.0,Williams,1629026.0,,,,,
489,PT10M08.00S,2022-02-05T04:47:09.5Z,4,REGULAR,freethrow,1 of 1,[],1629026,,,1610612760,80,77,2022-02-05T04:47:12Z,4850000,,,0,,MISS K. Williams Free Throw 1 of 1,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,Missed,,,,,,,,,,,,,,,,,,,
490,PT10M06.00S,2022-02-05T04:47:11.5Z,4,REGULAR,rebound,offensive,[],203488,,,1610612760,80,77,2022-02-05T04:47:12Z,4860000,,,0,,M. Muscala REBOUND (Off:2 Def:0),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,489.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
491,PT10M06.00S,2022-02-05T04:47:12.1Z,4,REGULAR,foul,personal,['2freethrow'],203463,,,1610612760,80,77,2022-02-05T04:47:21Z,4870000,,,0,,B. McLemore shooting personal FOUL (2 PF) (Muscala 2 FT),"[203463, 203488]",1610612757.0,POR,shooting,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,202037.0,2.0,0.0,Muscala,203488.0,,,,,
493,PT10M06.00S,2022-02-05T04:47:31.0Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],203488,,,1610612760,80,77,2022-02-05T04:47:31Z,4890000,,,0,,MISS M. Muscala Free Throw 1 of 2,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,Missed,,,,,,,,,,,,,,,,,,,
494,PT10M06.00S,2022-02-05T04:47:31.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,80,77,2022-02-05T04:47:31Z,4900000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,493.0,,,,,,,,,,,,,,,,,,
495,PT10M06.00S,2022-02-05T04:47:42.6Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],203488,,,1610612760,80,78,2022-02-05T04:47:42Z,4910000,,,0,,M. Muscala Free Throw 2 of 2 (3 PTS),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,Made,,,,,,,,,,,,,,,3.0,,,,
504,PT09M46.00S,2022-02-05T04:48:06.9Z,4,REGULAR,turnover,lost ball,[],1628372,,,1610612757,80,78,2022-02-05T04:51:18Z,4945000,,,0,,D. Smith Jr. lost ball TURNOVER (2 TO),"[1628372, 1629026]",1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,2.0,Williams,1629026.0,,,,,,,,,,
505,PT09M46.00S,2022-02-05T04:48:06.9Z,4,REGULAR,steal,,[],1629026,,,1610612760,80,78,2022-02-05T04:51:18Z,4947500,,,0,,K. Williams STEAL (2 STL),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT09M40.00S,2022-02-05T04:48:10.0Z,4,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203488,72.48685939553219,12.990196078431374,1610612760,80,81,2022-02-05T04:51:18Z,4950000,-185.0,206.0,1,right,M. Muscala 27' 3PT running (6 PTS) (T. Jerome 7 AST),"[203488, 1629660]",1610612760.0,OKC,running,,,Muscala,M. Muscala,,,,,27.7,Made,,,,,,,,,,,,,,,6.0,T. Jerome,1629660.0,7.0,
501,PT09M39.00S,2022-02-05T04:48:18.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,80,81,2022-02-05T04:48:18Z,4970000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT09M39.00S,2022-02-05T04:49:56.3Z,4,REGULAR,substitution,out,[],203468,,,1610612757,80,81,2022-02-05T04:51:04Z,4980000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT09M39.00S,2022-02-05T04:49:56.3Z,4,REGULAR,substitution,in,[],1629014,,,1610612757,80,81,2022-02-05T04:51:04Z,4990000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT09M29.00S,2022-02-05T04:51:19.7Z,4,REGULAR,3pt,Jump Shot,[],203463,32.14520367936925,25.0,1610612757,80,81,2022-02-05T04:51:33Z,5000000,125.0,250.0,1,left,MISS B. McLemore 27' 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,27.92,Missed,,,,,,,,,,,,,,,,,,,
507,PT09M26.00S,2022-02-05T04:51:22.1Z,4,REGULAR,rebound,defensive,[],1629647,,,1610612760,80,81,2022-02-05T04:51:22Z,5010000,,,0,,D. Bazley REBOUND (Off:3 Def:6),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,506.0,9.0,6.0,3.0,,,,,,,,,,,,,,,
508,PT09M07.00S,2022-02-05T04:51:42.3Z,4,REGULAR,3pt,Jump Shot,[],1630544,92.46057818659659,95.83333333333334,1610612760,80,81,2022-02-05T04:51:46Z,5020000,229.0,18.0,1,right,MISS T. Mann step back 3PT,[1630544],1610612760.0,OKC,step back,,,Mann,T. Mann,,,,,22.99,Missed,,,,,,,,,,,,,,,,,,,
509,PT09M05.00S,2022-02-05T04:51:44.3Z,4,REGULAR,rebound,defensive,[],1628372,,,1610612757,80,81,2022-02-05T04:51:46Z,5030000,,,0,,D. Smith Jr. REBOUND (Off:2 Def:1),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,508.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
510,PT08M55.00S,2022-02-05T04:51:54.2Z,4,REGULAR,2pt,Jump Shot,[],1629014,7.178055190538765,68.38235294117648,1610612757,80,81,2022-02-05T04:51:58Z,5040000,-92.0,15.0,1,left,MISS A. Simons 9' driving floating Shot,[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,9.31,Missed,,,,,,,,,,,,,,,,,,,
511,PT08M52.00S,2022-02-05T04:51:57.2Z,4,REGULAR,rebound,defensive,[],203488,,,1610612760,80,81,2022-02-05T04:51:58Z,5050000,,,0,,M. Muscala REBOUND (Off:2 Def:1),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,510.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
539,PT08M47.00S,2022-02-05T04:51:57.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,80,81,2022-02-05T04:57:54Z,5055000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT08M47.00S,2022-02-05T04:52:40.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,80,81,2022-02-05T04:58:01Z,5070000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT08M47.00S,2022-02-05T04:52:42.3Z,4,REGULAR,substitution,out,[],203463,,,1610612760,80,81,2022-02-05T04:58:01Z,5075000,,,0,,SUB out: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT08M47.00S,2022-02-05T04:52:42.3Z,4,REGULAR,substitution,in,[],203994,,,1610612760,80,81,2022-02-05T04:58:01Z,5077500,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT08M47.00S,2022-02-05T04:52:43.8Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612760,80,81,2022-02-05T04:58:01Z,5080000,,,0,,,[],1610612760.0,OKC,overturned,,,,,,,,,,,,,,,,,,,,1162.0,,,,,,,,,
515,PT08M44.00S,2022-02-05T04:55:36.1Z,4,REGULAR,2pt,Jump Shot,[],203488,93.24901445466492,86.02941176470588,1610612760,80,81,2022-02-05T04:55:42Z,5090000,180.0,11.0,1,right,MISS M. Muscala 18' Jump Shot,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,18.04,Missed,,,,,,,,,,,,,,,,,,,
516,PT08M41.00S,2022-02-05T04:55:39.1Z,4,REGULAR,rebound,defensive,[],1629014,,,1610612757,80,81,2022-02-05T04:55:42Z,5100000,,,0,,A. Simons REBOUND (Off:1 Def:3),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,515.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
517,PT08M31.00S,2022-02-05T04:55:48.6Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203994,5.338370565045992,47.05882352941176,1610612757,80,81,2022-02-05T04:55:53Z,5110000,15.0,-2.0,1,left,MISS J. Nurkic bank Hook,[203994],1610612757.0,POR,bank,,,Nurkic,J. Nurkic,,,,,1.49,Missed,,,,,,,,,,,,,,,,,,,
518,PT08M31.00S,2022-02-05T04:55:48.6Z,4,REGULAR,rebound,offensive,[],203994,,,1610612757,80,81,2022-02-05T05:06:50Z,5120000,,,0,,J. Nurkic REBOUND (Off:6 Def:6),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,517.0,12.0,6.0,6.0,,,,,,,,,,,,,,,
597,PT08M31.00S,2022-02-05T04:55:56.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,7.408015768725363,51.71568627450981,1610612757,80,81,2022-02-05T05:04:35Z,5125000,-9.0,17.0,1,left,MISS J. Nurkic tip Layup,[203994],1610612757.0,POR,tip,,,Nurkic,J. Nurkic,,,,,1.91,Missed,,,,,,,,,,,,,,,,,,,
598,PT08M31.00S,2022-02-05T04:55:56.6Z,4,REGULAR,rebound,defensive,[],1629660,,,1610612760,80,81,2022-02-05T05:04:35Z,5127500,,,0,,T. Jerome REBOUND (Off:0 Def:3),[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,597.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
519,PT08M16.00S,2022-02-05T04:56:04.6Z,4,REGULAR,2pt,Jump Shot,[],203488,92.72339027595268,79.90196078431373,1610612760,80,81,2022-02-05T04:56:34Z,5130000,150.0,16.0,1,right,MISS M. Muscala 15' Jump Shot,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,15.03,Missed,,,,,,,,,,,,,,,,,,,
520,PT08M13.00S,2022-02-05T04:56:07.1Z,4,REGULAR,rebound,defensive,[],203994,,,1610612757,80,81,2022-02-05T04:56:07Z,5140000,,,0,,J. Nurkic REBOUND (Off:6 Def:7),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,519.0,13.0,7.0,6.0,,,,,,,,,,,,,,,
521,PT08M00.00S,2022-02-05T04:56:20.1Z,4,REGULAR,3pt,Jump Shot,[],1630570,5.732588699080158,96.07843137254902,1610612757,80,81,2022-02-05T04:56:36Z,5150000,-230.0,1.0,1,left,MISS T. Watford 3PT,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,,
522,PT07M58.00S,2022-02-05T04:56:22.1Z,4,REGULAR,rebound,offensive,[],1630570,,,1610612757,80,81,2022-02-05T04:56:36Z,5160000,,,0,,T. Watford REBOUND (Off:2 Def:2),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,521.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
523,PT07M54.00S,2022-02-05T04:56:25.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,6.783837056504599,46.568627450980394,1610612757,80,81,2022-02-05T05:13:41Z,5170000,17.0,11.0,1,left,MISS J. Nurkic Layup,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,2.06,Missed,,,,,,,,,,,,,,,,,,,
524,PT07M54.00S,2022-02-05T04:56:25.5Z,4,REGULAR,rebound,offensive,[],203994,,,1610612757,80,81,2022-02-05T05:13:41Z,5180000,,,0,,J. Nurkic REBOUND (Off:7 Def:7),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,523.0,14.0,7.0,7.0,,,,,,,,,,,,,,,
642,PT07M54.00S,2022-02-05T04:56:31.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,7.276609724047319,50.98039215686275,1610612757,80,81,2022-02-05T05:14:23Z,5185000,-5.0,16.0,1,left,MISS J. Nurkic tip Layup,[203994],1610612757.0,POR,tip,,,Nurkic,J. Nurkic,,,,,1.66,Missed,,,,,,,,,,,,,,,,,,,
643,PT07M54.00S,2022-02-05T04:56:31.4Z,4,REGULAR,rebound,defensive,[],203488,,,1610612760,80,81,2022-02-05T05:14:23Z,5187500,,,0,,M. Muscala REBOUND (Off:2 Def:2),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,642.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
