actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,value
173,PT10M19.00S,2022-02-05T03:37:43.7Z,2,REGULAR,rebound,offensive,[],203503,,,1610612757,21,24,2022-02-05T03:37:46Z,1710000,,,0,,T. Snell REBOUND (Off:1 Def:2),[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,172.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
174,PT10M17.00S,2022-02-05T03:37:45.1Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",203503,94.56307490144546,74.75490196078431,1610612757,23,24,2022-02-05T03:37:50Z,1720000,124.0,-1.0,1,right,T. Snell 12' turnaround fadeaway Jump Shot (2 PTS),[203503],1610612757.0,POR,turnaround fadeaway,,,Snell,T. Snell,,,,,12.38,Made,,,,,,,,,,,,,,,2.0,,,,
175,PT09M57.00S,2022-02-05T03:38:05.6Z,2,REGULAR,3pt,Jump Shot,[],1630581,6.652431011826544,96.07843137254902,1610612760,23,27,2022-02-05T03:38:11Z,1730000,-230.0,10.0,1,left,J. Giddey 3PT  (5 PTS) (T. Jerome 1 AST),"[1630581, 1629660]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,23.06,Made,,,,,,,,,,,,,,,5.0,T. Jerome,1629660.0,1.0,
178,PT09M36.00S,2022-02-05T03:38:25.7Z,2,REGULAR,3pt,Jump Shot,[],203503,93.9060446780552,95.34313725490196,1610612757,26,27,2022-02-05T03:38:29Z,1750000,227.0,5.0,1,right,T. Snell 3PT  (5 PTS) (D. Smith Jr. 1 AST),"[203503, 1628372]",1610612757.0,POR,,,,Snell,T. Snell,,,,,22.68,Made,,,,,,,,,,,,,,,5.0,D. Smith Jr.,1628372.0,1.0,
180,PT09M26.00S,2022-02-05T03:38:36.1Z,2,REGULAR,3pt,Jump Shot,[],1630581,6.521024967148489,95.58823529411765,1610612760,26,27,2022-02-05T03:38:40Z,1770000,-228.0,9.0,1,left,MISS J. Giddey 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,22.81,Missed,,,,,,,,,,,,,,,,,,,
181,PT09M22.00S,2022-02-05T03:38:39.9Z,2,REGULAR,rebound,defensive,[],203503,,,1610612757,26,27,2022-02-05T03:38:39Z,1780000,,,0,,T. Snell REBOUND (Off:1 Def:3),[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,180.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
182,PT09M13.00S,2022-02-05T03:38:49.0Z,2,REGULAR,3pt,Jump Shot,[],203503,72.61826544021025,12.254901960784313,1610612757,29,27,2022-02-05T03:38:53Z,1790000,-189.0,205.0,1,right,T. Snell 27' 3PT  (8 PTS) (D. Smith Jr. 2 AST),"[203503, 1628372]",1610612757.0,POR,,,,Snell,T. Snell,,,,,27.86,Made,,,,,,,,,,,,,,,8.0,D. Smith Jr.,1628372.0,2.0,
184,PT09M00.00S,2022-02-05T03:39:03.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629603,5.863994743758213,51.225490196078425,1610612760,29,29,2022-02-05T03:40:04Z,1810000,-6.0,3.0,1,left,M. Diakite cutting DUNK (4 PTS) (J. Giddey 1 AST),"[1629603, 1630581]",1610612760.0,OKC,cutting,,,Diakite,M. Diakite,,,,,0.66,Made,,,,,,,,,,,,,,,4.0,J. Giddey,1630581.0,1.0,
186,PT08M44.00S,2022-02-05T03:39:18.3Z,2,REGULAR,2pt,Jump Shot,[],203463,75.1149802890933,31.61764705882353,1610612757,29,29,2022-02-05T03:39:22Z,1830000,-92.0,181.0,1,right,MISS B. McLemore 20' turnaround Shot,[203463],1610612757.0,POR,turnaround,,,McLemore,B. McLemore,,,,,20.34,Missed,,,,,,,,,,,,,,,,,,,
187,PT08M41.00S,2022-02-05T03:39:21.3Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,29,29,2022-02-05T03:39:22Z,1840000,,,0,,J. Giddey REBOUND (Off:1 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,186.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
188,PT08M34.00S,2022-02-05T03:39:28.0Z,2,REGULAR,3pt,Jump Shot,[],1629026,9.280551905387648,94.85294117647058,1610612760,29,32,2022-02-05T03:39:39Z,1850000,-224.0,35.0,1,left,K. Williams 3PT  (5 PTS) (T. Jerome 2 AST),"[1629026, 1629660]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,22.7,Made,,,,,,,,,,,,,,,5.0,T. Jerome,1629660.0,2.0,
190,PT08M21.00S,2022-02-05T03:39:41.1Z,2,REGULAR,3pt,Jump Shot,[],203463,71.43561103810775,14.705882352941178,1610612757,29,32,2022-02-05T03:39:46Z,1870000,-176.0,216.0,1,right,MISS B. McLemore 27' 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,27.89,Missed,,,,,,,,,,,,,,,,,,,
191,PT08M19.00S,2022-02-05T03:39:43.1Z,2,REGULAR,rebound,defensive,[],1629660,,,1610612760,29,32,2022-02-05T03:39:46Z,1880000,,,0,,T. Jerome REBOUND (Off:0 Def:2),[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,190.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
192,PT08M11.00S,2022-02-05T03:39:51.3Z,2,REGULAR,3pt,Jump Shot,[],1629026,5.732588699080158,96.32352941176471,1610612760,29,35,2022-02-05T03:39:55Z,1890000,-232.0,1.0,1,left,K. Williams 3PT  (8 PTS) (T. Jerome 3 AST),"[1629026, 1629660]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,23.16,Made,,,,,,,,,,,,,,,8.0,T. Jerome,1629660.0,3.0,
194,PT08M02.00S,2022-02-05T03:40:05.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,29,35,2022-02-05T03:40:05Z,1910000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M02.00S,2022-02-05T03:42:25.4Z,2,REGULAR,substitution,out,[],203468,,,1610612757,29,35,2022-02-05T03:42:52Z,1920000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M02.00S,2022-02-05T03:42:25.4Z,2,REGULAR,substitution,out,[],203503,,,1610612757,29,35,2022-02-05T03:42:52Z,1930000,,,0,,SUB out: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M02.00S,2022-02-05T03:42:25.4Z,2,REGULAR,substitution,out,[],203463,,,1610612757,29,35,2022-02-05T03:42:52Z,1940000,,,0,,SUB out: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M02.00S,2022-02-05T03:42:25.4Z,2,REGULAR,substitution,in,[],203994,,,1610612757,29,35,2022-02-05T03:42:52Z,1950000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M02.00S,2022-02-05T03:42:25.4Z,2,REGULAR,substitution,in,[],1629014,,,1610612757,29,35,2022-02-05T03:42:52Z,1960000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M02.00S,2022-02-05T03:42:25.4Z,2,REGULAR,substitution,in,[],1629604,,,1610612757,29,35,2022-02-05T03:42:52Z,1970000,,,0,,SUB in: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT07M50.00S,2022-02-05T03:43:15.2Z,2,REGULAR,turnover,backcourt,[],1629014,,,1610612757,29,35,2022-02-05T03:43:19Z,1980000,,,0,,A. Simons backcourt TURNOVER (1 TO),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,1.0,,,202037.0,,,,,,,,,
202,PT07M40.00S,2022-02-05T03:43:42.4Z,2,REGULAR,turnover,bad pass,[],1630581,,,1610612760,29,35,2022-02-05T03:43:45Z,1990000,,,0,,J. Giddey bad pass TURNOVER (1 TO),"[1630581, 203994]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,1.0,Nurkic,203994.0,,,,,,,,,,
203,PT07M40.00S,2022-02-05T03:43:42.4Z,2,REGULAR,steal,,[],203994,,,1610612757,29,35,2022-02-05T03:44:08Z,2000000,,,0,,J. Nurkic STEAL (1 STL),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M39.00S,2022-02-05T03:43:46.7Z,2,REGULAR,foul,personal,[],1629026,,,1610612757,29,35,2022-02-05T03:43:53Z,2010000,,,0,,K. Williams personal FOUL (1 PF),"[1629026, 1628372]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,1162.0,1.0,0.0,Smith Jr.,1628372.0,,,,,
206,PT07M30.00S,2022-02-05T03:44:15.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630570,84.31340341655716,51.470588235294116,1610612757,31,35,2022-02-05T03:44:19Z,2030000,7.0,95.0,1,right,T. Watford 9' driving floating Jump Shot (2 PTS) (D. Smith Jr. 3 AST),"[1630570, 1628372]",1610612757.0,POR,driving floating,,,Watford,T. Watford,,,,,9.53,Made,,,,,,,,,,,,,,,2.0,D. Smith Jr.,1628372.0,3.0,
208,PT07M09.00S,2022-02-05T03:44:36.2Z,2,REGULAR,3pt,Jump Shot,[],1630177,25.57490144546649,17.892156862745097,1610612760,31,35,2022-02-05T03:44:40Z,2050000,161.0,188.0,1,left,MISS T. Maledon 24' 3PT,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,24.71,Missed,,,,,,,,,,,,,,,,,,,
209,PT07M07.00S,2022-02-05T03:44:38.2Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,31,35,2022-02-05T03:44:40Z,2060000,,,0,,J. Nurkic REBOUND (Off:3 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,208.0,6.0,3.0,3.0,,,,,,,,,,,,,,,
210,PT06M56.00S,2022-02-05T03:44:49.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,88.64980289093299,50.98039215686274,1610612757,33,35,2022-02-05T03:44:54Z,2070000,5.0,54.0,1,right,T. Watford floating Jump Shot (4 PTS),[1630570],1610612757.0,POR,floating,,,Watford,T. Watford,,,,,5.44,Made,,,,,,,,,,,,,,,4.0,,,,
211,PT06M39.00S,2022-02-05T03:45:06.2Z,2,REGULAR,3pt,Jump Shot,[],1629660,27.283180026281208,17.892156862745097,1610612760,33,38,2022-02-05T03:45:10Z,2080000,161.0,204.0,1,left,T. Jerome 25' 3PT  (6 PTS) (T. Maledon 2 AST),"[1629660, 1630177]",1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,25.96,Made,,,,,,,,,,,,,,,6.0,T. Maledon,1630177.0,2.0,
213,PT06M20.00S,2022-02-05T03:45:25.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,89.04402102496715,38.23529411764706,1610612757,35,38,2022-02-05T03:45:29Z,2100000,-59.0,50.0,1,right,A. Simons 7' fadeaway Jump Shot (6 PTS),[1629014],1610612757.0,POR,fadeaway,,,Simons,A. Simons,,,,,7.75,Made,,,,,,,,,,,,,,,6.0,,,,
214,PT06M06.00S,2022-02-05T03:45:39.8Z,2,REGULAR,turnover,bad pass,[],1629660,,,1610612760,35,38,2022-02-05T03:45:43Z,2110000,,,0,,T. Jerome bad pass TURNOVER (1 TO),"[1629660, 1629014]",1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,1.0,Simons,1629014.0,,,,,,,,,,
215,PT06M06.00S,2022-02-05T03:45:39.8Z,2,REGULAR,steal,,[],1629014,,,1610612757,35,38,2022-02-05T03:45:41Z,2120000,,,0,,A. Simons STEAL (1 STL),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M04.00S,2022-02-05T03:45:44.5Z,2,REGULAR,foul,personal,[],1629660,,,1610612757,35,38,2022-02-05T03:46:13Z,2130000,,,0,,T. Jerome take personal FOUL (3 PF),"[1629660, 1629014]",1610612760.0,OKC,take,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,202037.0,3.0,0.0,Simons,1629014.0,,,,,
218,PT06M04.00S,2022-02-05T03:45:50.2Z,2,REGULAR,substitution,out,[],1628372,,,1610612757,35,38,2022-02-05T03:45:53Z,2150000,,,0,,SUB out: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M04.00S,2022-02-05T03:45:50.2Z,2,REGULAR,substitution,in,[],203468,,,1610612757,35,38,2022-02-05T03:45:53Z,2160000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT05M57.00S,2022-02-05T03:46:14.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203468,81.68528252299606,69.6078431372549,1610612757,37,38,2022-02-05T03:46:22Z,2170000,98.0,120.0,1,right,C. McCollum 15' pullup Jump Shot (6 PTS),[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,15.47,Made,,,,,,,,,,,,,,,6.0,,,,
221,PT05M40.00S,2022-02-05T03:46:32.0Z,2,REGULAR,2pt,Jump Shot,[],1629603,20.581471747700395,52.450980392156865,1610612760,37,40,2022-02-05T03:46:36Z,2180000,-12.0,141.0,1,left,M. Diakite 14' Jump Shot (6 PTS) (T. Jerome 4 AST),"[1629603, 1629660]",1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,14.15,Made,,,,,,,,,,,,,,,6.0,T. Jerome,1629660.0,4.0,
223,PT05M25.00S,2022-02-05T03:46:47.1Z,2,REGULAR,3pt,Jump Shot,[],1629604,80.1084099868594,91.42156862745098,1610612757,40,40,2022-02-05T03:46:51Z,2200000,207.0,134.0,1,right,C. Elleby 24' 3PT  (5 PTS) (A. Simons 2 AST),"[1629604, 1629014]",1610612757.0,POR,,,,Elleby,C. Elleby,,,,,24.69,Made,,,,,,,,,,,,,,,5.0,A. Simons,1629014.0,2.0,
225,PT05M04.00S,2022-02-05T03:47:08.1Z,2,REGULAR,3pt,Jump Shot,[],1629603,24.52365308804205,14.460784313725492,1610612760,40,40,2022-02-05T03:47:12Z,2220000,178.0,178.0,1,left,MISS M. Diakite 25' 3PT,[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,25.15,Missed,,,,,,,,,,,,,,,,,,,
226,PT05M03.00S,2022-02-05T03:47:09.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612757,40,40,2022-02-05T03:47:12Z,2230000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,225.0,,,,,,,,,,,,,,,,,,
227,PT05M03.00S,2022-02-05T03:47:13.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,40,40,2022-02-05T03:47:13Z,2240000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT04M51.00S,2022-02-05T03:47:39.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,91.5407358738502,44.11764705882353,1610612757,40,40,2022-02-05T03:49:43Z,2250000,-29.0,27.0,1,right,MISS J. Nurkic driving Layup,[203994],1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,3.99,Missed,,,,,,,,,,,,,,,,,,,
229,PT04M47.00S,2022-02-05T03:47:43.7Z,2,REGULAR,rebound,offensive,[],1629604,,,1610612757,40,40,2022-02-05T03:49:43Z,2260000,,,0,,C. Elleby REBOUND (Off:2 Def:3),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,228.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
230,PT04M43.00S,2022-02-05T03:47:46.8Z,2,REGULAR,turnover,bad pass,[],1630570,,,1610612757,40,40,2022-02-05T03:48:38Z,2270000,,,0,,T. Watford bad pass TURNOVER (1 TO),"[1630570, 1629026]",1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,1.0,Williams,1629026.0,,,,,,,,,,
231,PT04M43.00S,2022-02-05T03:47:46.8Z,2,REGULAR,steal,,[],1629026,,,1610612760,40,40,2022-02-05T03:47:48Z,2280000,,,0,,K. Williams STEAL (1 STL),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT04M43.00S,2022-02-05T03:47:57.3Z,2,REGULAR,foul,personal,[],203994,,,1610612760,40,40,2022-02-05T03:48:00Z,2290000,,,0,,J. Nurkic personal FOUL (1 PF),"[203994, 1629660]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,1162.0,1.0,0.0,Jerome,1629660.0,,,,,
234,PT04M43.00S,2022-02-05T03:48:01.8Z,2,REGULAR,substitution,out,[],1629604,,,1610612760,40,40,2022-02-05T03:48:24Z,2310000,,,0,,SUB out: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT04M43.00S,2022-02-05T03:48:01.8Z,2,REGULAR,substitution,out,[],1630177,,,1610612760,40,40,2022-02-05T03:48:24Z,2320000,,,0,,SUB out: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT04M43.00S,2022-02-05T03:48:01.8Z,2,REGULAR,substitution,out,[],1629603,,,1610612760,40,40,2022-02-05T03:48:24Z,2330000,,,0,,SUB out: M. Diakite,[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT04M43.00S,2022-02-05T03:48:01.8Z,2,REGULAR,substitution,out,[],1629026,,,1610612760,40,40,2022-02-05T03:48:24Z,2340000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT04M43.00S,2022-02-05T03:48:01.8Z,2,REGULAR,substitution,in,[],203503,,,1610612760,40,40,2022-02-05T03:48:24Z,2350000,,,0,,SUB in: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT04M43.00S,2022-02-05T03:48:01.8Z,2,REGULAR,substitution,in,[],1630544,,,1610612760,40,40,2022-02-05T03:48:24Z,2360000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT04M43.00S,2022-02-05T03:48:01.8Z,2,REGULAR,substitution,in,[],1629652,,,1610612760,40,40,2022-02-05T03:48:24Z,2370000,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT04M43.00S,2022-02-05T03:48:01.8Z,2,REGULAR,substitution,in,[],1629647,,,1610612760,40,40,2022-02-05T03:48:24Z,2380000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT04M43.00S,2022-02-05T03:48:27.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,40,40,2022-02-05T03:48:27Z,2390000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT04M43.00S,2022-02-05T03:50:27.4Z,2,REGULAR,substitution,out,[],1630570,,,1610612760,40,40,2022-02-05T03:51:07Z,2400000,,,0,,SUB out: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT04M43.00S,2022-02-05T03:50:27.4Z,2,REGULAR,substitution,out,[],1630581,,,1610612760,40,40,2022-02-05T03:51:07Z,2410000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT04M43.00S,2022-02-05T03:50:27.4Z,2,REGULAR,substitution,in,[],1630535,,,1610612760,40,40,2022-02-05T03:51:07Z,2420000,,,0,,SUB in: G. Brown III,[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT04M43.00S,2022-02-05T03:50:27.4Z,2,REGULAR,substitution,in,[],1629603,,,1610612760,40,40,2022-02-05T03:51:07Z,2430000,,,0,,SUB in: M. Diakite,[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT04M19.00S,2022-02-05T03:51:37.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629660,6.915243101182654,95.34313725490196,1610612760,40,40,2022-02-05T03:51:41Z,2450000,-227.0,13.0,1,left,MISS T. Jerome 3PT,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,22.7,Missed,,,,,,,,,,,,,,,,,,,
249,PT04M17.00S,2022-02-05T03:51:39.4Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,40,40,2022-02-05T03:51:39Z,2460000,,,0,,J. Nurkic REBOUND (Off:3 Def:4),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,248.0,7.0,4.0,3.0,,,,,,,,,,,,,,,
250,PT04M11.00S,2022-02-05T03:51:45.5Z,2,REGULAR,3pt,Jump Shot,[],1630535,91.27792378449409,4.166666666666666,1610612757,40,40,2022-02-05T03:51:49Z,2470000,-229.0,29.0,1,right,MISS G. Brown III 3PT,[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,23.11,Missed,,,,,,,,,,,,,,,,,,,
251,PT04M08.00S,2022-02-05T03:51:48.5Z,2,REGULAR,rebound,defensive,[],1629652,,,1610612760,40,40,2022-02-05T03:51:49Z,2480000,,,0,,L. Dort REBOUND (Off:1 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,250.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
252,PT03M56.00S,2022-02-05T03:52:00.6Z,2,REGULAR,3pt,Jump Shot,[],1629652,33.590670170827856,27.941176470588236,1610612760,40,40,2022-02-05T03:52:04Z,2490000,110.0,263.0,1,left,MISS L. Dort 28' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,28.55,Missed,,,,,,,,,,,,,,,,,,,
253,PT03M53.00S,2022-02-05T03:52:03.6Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,40,40,2022-02-05T03:52:04Z,2500000,,,0,,J. Nurkic REBOUND (Off:3 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,252.0,8.0,5.0,3.0,,,,,,,,,,,,,,,
254,PT03M46.00S,2022-02-05T03:52:13.5Z,2,REGULAR,foul,personal,[],1629652,,,1610612757,40,40,2022-02-05T03:52:19Z,2510000,,,0,,L. Dort personal FOUL (1 PF),"[1629652, 203468]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,1162.0,1.0,0.0,McCollum,203468.0,,,,,
256,PT03M40.00S,2022-02-05T03:52:39.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203994,84.83902759526939,42.40196078431372,1610612757,40,40,2022-02-05T03:52:43Z,2530000,-38.0,90.0,1,right,MISS J. Nurkic 9' turnaround Hook,[203994],1610612757.0,POR,turnaround,,,Nurkic,J. Nurkic,,,,,9.77,Missed,,,,,,,,,,,,,,,,,,,
257,PT03M38.00S,2022-02-05T03:52:41.5Z,2,REGULAR,rebound,defensive,[],1629603,,,1610612760,40,40,2022-02-05T03:52:43Z,2540000,,,0,,M. Diakite REBOUND (Off:0 Def:3),[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,,256.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
258,PT03M19.00S,2022-02-05T03:53:00.8Z,2,REGULAR,3pt,Jump Shot,[],1630544,7.703679369250986,97.05882352941177,1610612760,40,40,2022-02-05T03:53:06Z,2550000,-235.0,20.0,1,left,MISS T. Mann 3PT,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,23.61,Missed,,,,,,,,,,,,,,,,,,,
259,PT03M15.00S,2022-02-05T03:53:04.8Z,2,REGULAR,rebound,defensive,[],203503,,,1610612757,40,40,2022-02-05T03:53:06Z,2560000,,,0,,T. Snell REBOUND (Off:1 Def:4),[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,258.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
260,PT03M11.00S,2022-02-05T03:53:08.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630535,93.38042049934296,45.09803921568628,1610612757,40,40,2022-02-05T03:53:13Z,2570000,-25.0,10.0,1,right,MISS G. Brown III running DUNK - blocked,"[1630535, 1629647]",1610612757.0,POR,running,,,Brown III,G. Brown III,,,,,2.64,Missed,,,,,Bazley,1629647.0,,,,,,,,,,,,,
261,PT03M11.00S,2022-02-05T03:53:08.2Z,2,REGULAR,block,,[],1629647,,,1610612757,40,40,2022-02-05T03:53:10Z,2580000,,,0,,D. Bazley BLOCK (1 BLK),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT03M09.00S,2022-02-05T03:53:10.2Z,2,REGULAR,rebound,defensive,[],1629652,,,1610612760,40,40,2022-02-05T03:53:13Z,2590000,,,0,,L. Dort REBOUND (Off:1 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,260.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
263,PT03M04.00S,2022-02-05T03:53:15.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629660,5.995400788436268,96.81372549019608,1610612760,40,40,2022-02-05T03:53:21Z,2600000,-234.0,4.0,1,left,MISS T. Jerome running 3PT,[1629660],1610612760.0,OKC,running,,,Jerome,T. Jerome,,,,,23.41,Missed,,,,,,,,,,,,,,,,,,,
264,PT03M01.00S,2022-02-05T03:53:18.8Z,2,REGULAR,rebound,defensive,[],203468,,,1610612757,40,40,2022-02-05T03:53:21Z,2610000,,,0,,C. McCollum REBOUND (Off:0 Def:2),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,263.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
