actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
171,PT12M00.00S,2022-10-21T23:35:56.7Z,2,REGULAR,substitution,out,['startperiod'],202685,,,1610612740,24,35,2022-10-21T23:38:12Z,1670000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-10-21T23:35:56.7Z,2,REGULAR,substitution,out,['startperiod'],1630230,,,1610612740,24,35,2022-10-21T23:38:12Z,1680000,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-10-21T23:35:56.7Z,2,REGULAR,substitution,in,['startperiod'],1626179,,,1610612740,24,35,2022-10-21T23:38:12Z,1690000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-10-21T23:35:56.7Z,2,REGULAR,substitution,in,['startperiod'],1628984,,,1610612740,24,35,2022-10-21T23:38:12Z,1700000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2022-10-21T23:35:56.7Z,2,REGULAR,substitution,in,['startperiod'],203468,,,1610612740,24,35,2022-10-21T23:38:12Z,1710000,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2022-10-21T23:35:56.7Z,2,REGULAR,substitution,in,['startperiod'],1626195,,,1610612740,24,35,2022-10-21T23:38:12Z,1720000,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-10-21T23:35:56.7Z,2,REGULAR,substitution,in,['startperiod'],1629627,,,1610612740,24,35,2022-10-21T23:38:12Z,1730000,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-10-21T23:38:26.7Z,2,REGULAR,period,start,[],0,,,1610612740,24,35,2022-10-21T23:38:26Z,1740000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M45.00S,2022-10-21T23:38:41.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,94.30026281208936,47.30392156862745,1610612740,24,37,2022-10-21T23:38:50Z,1750000,-13.0,1.0,1,right,Z. Williamson driving Layup (3 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.35,Made,,,,,3.0,,,,,,,,,,,,,
180,PT11M17.00S,2022-10-21T23:39:08.7Z,2,REGULAR,3pt,Jump Shot,[],1626179,31.750985545335087,19.852941176470587,1610612766,24,37,2022-10-21T23:39:13Z,1760000,151.0,246.0,1,left,MISS T. Rozier 28' pullup 3PT,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,28.85,Missed,,,,,,,,,,,,,,,,,,
181,PT11M14.00S,2022-10-21T23:39:11.7Z,2,REGULAR,rebound,defensive,[],1626195,,,1610612740,24,37,2022-10-21T23:39:13Z,1770000,,,0,,W. Hernangomez REBOUND (Off:0 Def:1),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,Above the Break 3,24+ Right Center,,,180.0,1.0,1.0,0.0,,,,,,,,,,,,,,
182,PT11M06.00S,2022-10-21T23:39:20.5Z,2,REGULAR,2pt,Jump Shot,[],203468,73.80091984231275,63.725490196078425,1610612740,24,37,2022-10-21T23:39:30Z,1780000,69.0,194.0,1,right,MISS C. McCollum 20' pullup Shot,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Right Center,20.56,Missed,,,,,,,,,,,,,,,,,,
183,PT11M02.00S,2022-10-21T23:39:24.5Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,24,37,2022-10-21T23:39:30Z,1790000,,,0,,N. Richards REBOUND (Off:0 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,16-24 Right Center,,,182.0,2.0,2.0,0.0,,,,,,,,,,,,,,
184,PT10M54.00S,2022-10-21T23:39:31.5Z,2,REGULAR,3pt,Jump Shot,[],1630547,36.08738501971091,39.46078431372549,1610612766,24,37,2022-10-21T23:39:35Z,1800000,53.0,287.0,1,left,MISS J. Bouknight 29' 3PT,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Above the Break 3,24+ Center,29.15,Missed,,,,,,,,,,,,,,,,,,
185,PT10M51.00S,2022-10-21T23:39:34.5Z,2,REGULAR,rebound,defensive,[],203468,,,1610612740,24,37,2022-10-21T23:39:35Z,1810000,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,184.0,1.0,1.0,0.0,,,,,,,,,,,,,,
186,PT10M39.00S,2022-10-21T23:39:46.8Z,2,REGULAR,3pt,Jump Shot,[],1630530,90.09526938239159,95.34313725490196,1610612740,24,37,2022-10-21T23:39:50Z,1820000,227.0,41.0,1,right,MISS T. Murphy III 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Right Corner 3,24+ Right,23.03,Missed,,,,,,,,,,,,,,,,,,
187,PT10M36.00S,2022-10-21T23:39:49.6Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,24,37,2022-10-21T23:39:49Z,1830000,,,0,,N. Richards REBOUND (Off:0 Def:3),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Right Corner 3,24+ Right,,,186.0,3.0,3.0,0.0,,,,,,,,,,,,,,
188,PT10M17.00S,2022-10-21T23:40:07.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,5.469776609724048,49.26470588235294,1610612766,26,37,2022-10-21T23:40:12Z,1840000,4.0,-1.0,1,left,N. Richards cutting Layup (4 PTS) (D. Smith Jr. 2 AST),"[1630208, 1628372]",1610612766.0,CHA,cutting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,0.39,Made,,,,,4.0,D. Smith Jr.,1628372.0,2.0,,,,,,,,,,
190,PT10M07.00S,2022-10-21T23:40:19.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,92.59198423127464,50.245098039215684,1610612740,26,37,2022-10-21T23:40:24Z,1860000,1.0,17.0,1,right,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.71,Missed,,,,,,,,,,,,,,,,,,
191,PT10M03.00S,2022-10-21T23:40:22.0Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,26,37,2022-10-21T23:40:22Z,1870000,,,0,,N. Richards REBOUND (Off:0 Def:4),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,190.0,4.0,4.0,0.0,,,,,,,,,,,,,,
192,PT09M56.00S,2022-10-21T23:40:30.0Z,2,REGULAR,3pt,Jump Shot,[],1629023,21.23850197109067,90.68627450980392,1610612766,26,37,2022-10-21T23:40:35Z,1880000,-203.0,147.0,1,left,MISS P. Washington 25' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,25.1,Missed,,,,,,,,,,,,,,,,,,
193,PT09M54.00S,2022-10-21T23:40:32.0Z,2,REGULAR,rebound,defensive,[],1626195,,,1610612740,26,37,2022-10-21T23:40:35Z,1890000,,,0,,W. Hernangomez REBOUND (Off:0 Def:2),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,Above the Break 3,24+ Left Center,,,192.0,2.0,2.0,0.0,,,,,,,,,,,,,,
194,PT09M44.00S,2022-10-21T23:40:41.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,88.12417871222075,45.34313725490196,1610612740,26,39,2022-10-21T23:40:47Z,1900000,-23.0,59.0,1,right,C. McCollum 6' fadeaway Jump Shot (2 PTS) (D. Graham 1 AST),"[203468, 1628984]",1610612740.0,NOP,fadeaway,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,6.35,Made,,,,,2.0,D. Graham,1628984.0,1.0,,,,,,,,,,
195,PT09M26.00S,2022-10-21T23:40:59.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,14.273981603153747,37.99019607843137,1610612766,28,39,2022-10-21T23:41:05Z,1910000,60.0,82.0,1,left,T. Rozier 10' driving floating Jump Shot (5 PTS),[1626179],1610612766.0,CHA,driving floating,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Right,10.14,Made,,,,,5.0,,,,,,,,,,,,,
196,PT09M13.00S,2022-10-21T23:41:12.4Z,2,REGULAR,3pt,Jump Shot,[],1628984,69.46452036793693,27.941176470588236,1610612740,28,42,2022-10-21T23:41:17Z,1920000,-110.0,235.0,1,right,D. Graham 25' 3PT  (3 PTS) (Z. Williamson 3 AST),"[1628984, 1629627]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Left Center,25.91,Made,,,,,3.0,Z. Williamson,1629627.0,3.0,,,,,,,,,,
198,PT08M55.00S,2022-10-21T23:41:30.3Z,2,REGULAR,3pt,Jump Shot,[],1630547,33.590670170827856,43.627450980392155,1610612766,28,42,2022-10-21T23:41:35Z,1940000,32.0,263.0,1,left,MISS J. Bouknight 26' 3PT,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Above the Break 3,24+ Center,26.52,Missed,,,,,,,,,,,,,,,,,,
199,PT08M53.00S,2022-10-21T23:41:32.3Z,2,REGULAR,rebound,defensive,[],203468,,,1610612740,28,42,2022-10-21T23:41:35Z,1950000,,,0,,C. McCollum REBOUND (Off:0 Def:2),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,198.0,2.0,2.0,0.0,,,,,,,,,,,,,,
200,PT08M45.00S,2022-10-21T23:41:41.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626195,92.72339027595268,54.90196078431373,1610612740,28,42,2022-10-21T23:41:45Z,1960000,25.0,16.0,1,right,MISS W. Hernangomez Layup,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,Restricted Area,0-8 Center,2.92,Missed,,,,,,,,,,,,,,,,,,
201,PT08M43.00S,2022-10-21T23:41:43.8Z,2,REGULAR,rebound,defensive,[],1628372,,,1610612766,28,42,2022-10-21T23:41:45Z,1970000,,,0,,D. Smith Jr. REBOUND (Off:0 Def:1),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,,,200.0,1.0,1.0,0.0,,,,,,,,,,,,,,
202,PT08M35.00S,2022-10-21T23:41:51.5Z,2,REGULAR,2pt,Jump Shot,[],1628372,25.706307490144546,63.48039215686274,1610612766,28,42,2022-10-21T23:41:56Z,1980000,-67.0,189.0,1,left,MISS D. Smith Jr. 20' pullup Shot,[1628372],1610612766.0,CHA,pullup,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,16-24 Left Center,20.08,Missed,,,,,,,,,,,,,,,,,,
203,PT08M31.00S,2022-10-21T23:41:55.5Z,2,REGULAR,rebound,defensive,[],1626195,,,1610612740,28,42,2022-10-21T23:41:56Z,1990000,,,0,,W. Hernangomez REBOUND (Off:0 Def:3),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,Mid-Range,16-24 Left Center,,,202.0,3.0,3.0,0.0,,,,,,,,,,,,,,
204,PT08M22.00S,2022-10-21T23:42:04.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203468,91.01511169513797,51.225490196078425,1610612740,28,44,2022-10-21T23:42:08Z,2000000,6.0,32.0,1,right,C. McCollum driving finger roll Layup (4 PTS),[203468],1610612740.0,NOP,driving finger roll,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,3.26,Made,,,,,4.0,,,,,,,,,,,,,
205,PT08M22.00S,2022-10-21T23:42:12.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,28,44,2022-10-21T23:42:12Z,2010000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M22.00S,2022-10-21T23:42:21.2Z,2,REGULAR,substitution,out,[],1630547,,,1610612766,28,44,2022-10-21T23:44:51Z,2020000,,,0,,SUB out: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M22.00S,2022-10-21T23:42:21.2Z,2,REGULAR,substitution,out,[],1630208,,,1610612766,28,44,2022-10-21T23:44:51Z,2030000,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M22.00S,2022-10-21T23:42:21.2Z,2,REGULAR,substitution,out,[],1629023,,,1610612766,28,44,2022-10-21T23:44:51Z,2040000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M22.00S,2022-10-21T23:42:21.2Z,2,REGULAR,substitution,in,[],1629667,,,1610612766,28,44,2022-10-21T23:44:51Z,2050000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M22.00S,2022-10-21T23:42:21.2Z,2,REGULAR,substitution,in,[],202330,,,1610612766,28,44,2022-10-21T23:44:51Z,2060000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M22.00S,2022-10-21T23:42:21.2Z,2,REGULAR,substitution,in,[],203486,,,1610612766,28,44,2022-10-21T23:44:51Z,2070000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M08.00S,2022-10-21T23:45:15.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,11.777266754270697,39.21568627450981,1610612766,30,44,2022-10-21T23:45:21Z,2080000,54.0,58.0,1,left,T. Rozier 7' driving Layup (7 PTS) (G. Hayward 1 AST),"[1626179, 202330]",1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,7.93,Made,,,,,7.0,G. Hayward,202330.0,1.0,,,,,,,,,,
213,PT08M08.00S,2022-10-21T23:45:21.3Z,2,REGULAR,foul,personal,['1freethrow'],1626195,,,1610612766,30,44,2022-10-21T23:45:34Z,2090000,,,0,,W. Hernangomez shooting personal FOUL (1 PF) (Rozier 1 FT),"[1626195, 1626179]",1610612740.0,NOP,shooting,,,Hernangomez,W. Hernangomez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1830.0,1.0,0.0,Rozier,1626179.0
215,PT08M08.00S,2022-10-21T23:45:43.4Z,2,REGULAR,freethrow,1 of 1,[],1626179,,,1610612766,31,44,2022-10-21T23:45:43Z,2110000,,,0,,T. Rozier Free Throw 1 of 1 (8 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
217,PT07M48.00S,2022-10-21T23:46:04.8Z,2,REGULAR,3pt,Jump Shot,[],1628984,69.07030223390277,19.362745098039216,1610612740,31,44,2022-10-21T23:46:09Z,2120000,-153.0,238.0,1,right,MISS D. Graham 28' pullup 3PT,[1628984],1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,Above the Break 3,24+ Left Center,28.32,Missed,,,,,,,,,,,,,,,,,,
218,PT07M45.00S,2022-10-21T23:46:07.8Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,31,44,2022-10-21T23:46:09Z,2130000,,,0,,M. Plumlee REBOUND (Off:2 Def:1),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Left Center,,,217.0,3.0,1.0,2.0,,,,,,,,,,,,,,
219,PT07M36.00S,2022-10-21T23:46:16.8Z,2,REGULAR,3pt,Jump Shot,[],1629667,29.6484888304862,72.54901960784314,1610612766,34,44,2022-10-21T23:46:20Z,2140000,-113.0,226.0,1,left,J. McDaniels 25' 3PT  (5 PTS) (T. Rozier 2 AST),"[1629667, 1626179]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,25.27,Made,,,,,5.0,T. Rozier,1626179.0,2.0,,,,,,,,,,
221,PT07M24.00S,2022-10-21T23:46:29.0Z,2,REGULAR,3pt,Jump Shot,[],1628984,76.2976346911958,10.784313725490197,1610612740,34,44,2022-10-21T23:46:33Z,2160000,-196.0,170.0,1,right,MISS D. Graham 25' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Left Center,25.97,Missed,,,,,,,,,,,,,,,,,,
222,PT07M20.00S,2022-10-21T23:46:33.0Z,2,REGULAR,rebound,defensive,[],1629667,,,1610612766,34,44,2022-10-21T23:46:33Z,2170000,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,221.0,2.0,2.0,0.0,,,,,,,,,,,,,,
223,PT07M03.00S,2022-10-21T23:46:49.9Z,2,REGULAR,3pt,Jump Shot,[],1626179,22.815374507227332,87.99019607843137,1610612766,34,44,2022-10-21T23:46:53Z,2180000,-190.0,162.0,1,left,MISS T. Rozier 24' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,24.97,Missed,,,,,,,,,,,,,,,,,,
224,PT07M01.00S,2022-10-21T23:46:51.9Z,2,REGULAR,rebound,defensive,[],1628984,,,1610612740,34,44,2022-10-21T23:46:53Z,2190000,,,0,,D. Graham REBOUND (Off:0 Def:1),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Left Center,,,223.0,1.0,1.0,0.0,,,,,,,,,,,,,,
225,PT06M48.00S,2022-10-21T23:47:05.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629627,89.30683311432325,50.49019607843137,1610612740,34,44,2022-10-21T23:47:09Z,2200000,2.0,48.0,1,right,MISS Z. Williamson driving Hook,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,4.81,Missed,,,,,,,,,,,,,,,,,,
226,PT06M44.00S,2022-10-21T23:47:08.8Z,2,REGULAR,rebound,offensive,[],1626195,,,1610612740,34,44,2022-10-21T23:47:08Z,2210000,,,0,,W. Hernangomez REBOUND (Off:1 Def:3),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,In The Paint (Non-RA),0-8 Center,,,225.0,4.0,3.0,1.0,,,,,,,,,,,,,,
227,PT06M44.00S,2022-10-21T23:47:08.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626195,94.40999984741211,50.0,1610612740,34,46,2022-10-21T23:47:08Z,2220000,0.0,0.0,1,right,W. Hernangomez tip Layup (2 PTS),[1626195],1610612740.0,NOP,tip,,,Hernangomez,W. Hernangomez,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
228,PT06M32.00S,2022-10-21T23:47:20.3Z,2,REGULAR,2pt,Layup,[],202330,7.835085413929041,30.392156862745097,1610612766,36,46,2022-10-21T23:47:24Z,2230000,98.0,21.0,1,left,G. Hayward 10' driving Layup (9 PTS) (D. Smith Jr. 3 AST),"[202330, 1628372]",1610612766.0,CHA,driving,,,Hayward,G. Hayward,,,,,Mid-Range,8-16 Right,10.02,Made,,,,,9.0,D. Smith Jr.,1628372.0,3.0,,,,,,,,,,
229,PT06M19.00S,2022-10-21T23:47:34.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630530,92.9862023653088,53.18627450980392,1610612740,36,46,2022-10-21T23:47:42Z,2240000,16.0,13.0,1,right,MISS T. Murphy III driving DUNK,[1630530],1610612740.0,NOP,driving,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,,,,,,,,
230,PT06M16.00S,2022-10-21T23:47:37.4Z,2,REGULAR,rebound,offensive,[],1630530,,,1610612740,36,46,2022-10-21T23:47:37Z,2250000,,,0,,T. Murphy III REBOUND (Off:1 Def:0),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,229.0,1.0,0.0,1.0,,,,,,,,,,,,,,
231,PT06M13.00S,2022-10-21T23:47:40.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630530,92.46057818659659,50.73529411764706,1610612740,36,46,2022-10-21T23:47:47Z,2260000,4.0,18.0,1,right,MISS T. Murphy III Layup,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,1.88,Missed,,,,,,,,,,,,,,,,,,
232,PT06M13.00S,2022-10-21T23:47:40.3Z,2,REGULAR,rebound,offensive,[],1626195,,,1610612740,36,46,2022-10-21T23:47:47Z,2270000,,,0,,W. Hernangomez REBOUND (Off:2 Def:3),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,Restricted Area,0-8 Center,,,231.0,5.0,3.0,2.0,,,,,,,,,,,,,,
233,PT06M07.00S,2022-10-21T23:47:45.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626195,94.40999984741211,50.0,1610612740,36,46,2022-10-21T23:47:45Z,2280000,0.0,0.0,1,right,MISS W. Hernangomez tip Layup,[1626195],1610612740.0,NOP,tip,,,Hernangomez,W. Hernangomez,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
234,PT06M07.00S,2022-10-21T23:47:47.3Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,36,46,2022-10-21T23:47:47Z,2290000,,,0,,M. Plumlee REBOUND (Off:2 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Mid-Range,8-16 Left,,,233.0,4.0,2.0,2.0,,,,,,,,,,,,,,
235,PT06M07.00S,2022-10-21T23:47:49.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202330,7.30946123521682,49.50980392156863,1610612766,38,46,2022-10-21T23:48:00Z,2300000,2.0,16.0,1,left,G. Hayward running Layup (11 PTS) (M. Plumlee 2 AST),"[202330, 203486]",1610612766.0,CHA,running,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,1.64,Made,,,,,11.0,M. Plumlee,203486.0,2.0,,,,,,,,,,
237,PT06M07.00S,2022-10-21T23:48:01.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,38,46,2022-10-21T23:48:01Z,2320000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M07.00S,2022-10-21T23:48:03.7Z,2,REGULAR,substitution,out,[],1628372,,,1610612740,38,46,2022-10-21T23:50:44Z,2330000,,,0,,SUB out: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M07.00S,2022-10-21T23:48:03.7Z,2,REGULAR,substitution,out,[],1629627,,,1610612740,38,46,2022-10-21T23:50:44Z,2340000,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M07.00S,2022-10-21T23:48:03.7Z,2,REGULAR,substitution,out,[],1628984,,,1610612740,38,46,2022-10-21T23:50:44Z,2350000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M07.00S,2022-10-21T23:48:03.7Z,2,REGULAR,substitution,out,[],1626195,,,1610612740,38,46,2022-10-21T23:50:44Z,2360000,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M07.00S,2022-10-21T23:48:03.7Z,2,REGULAR,substitution,out,[],1630530,,,1610612740,38,46,2022-10-21T23:50:44Z,2370000,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M07.00S,2022-10-21T23:48:03.7Z,2,REGULAR,substitution,in,[],1626162,,,1610612740,38,46,2022-10-21T23:50:44Z,2380000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M07.00S,2022-10-21T23:48:03.7Z,2,REGULAR,substitution,in,[],1626204,,,1610612740,38,46,2022-10-21T23:50:44Z,2390000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M07.00S,2022-10-21T23:48:03.7Z,2,REGULAR,substitution,in,[],202685,,,1610612740,38,46,2022-10-21T23:50:44Z,2400000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M07.00S,2022-10-21T23:48:03.7Z,2,REGULAR,substitution,in,[],1630529,,,1610612740,38,46,2022-10-21T23:50:44Z,2410000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M07.00S,2022-10-21T23:48:03.7Z,2,REGULAR,substitution,in,[],1627742,,,1610612740,38,46,2022-10-21T23:50:44Z,2420000,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M56.00S,2022-10-21T23:50:56.0Z,2,REGULAR,3pt,Jump Shot,[],203468,66.5735873850197,51.470588235294116,1610612740,38,46,2022-10-21T23:51:00Z,2430000,7.0,262.0,1,right,MISS C. McCollum 26' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,26.18,Missed,,,,,,,,,,,,,,,,,,
