actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
588,PT07M25.00S,2022-10-22T00:58:43.8Z,4,REGULAR,steal,,[],202330,,,1610612766,92,96,2022-10-22T00:58:45Z,5730000,,,0,,G. Hayward STEAL (1 STL),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
589,PT07M21.00S,2022-10-22T00:58:48.2Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626179,93.11760840998686,49.50980392156863,1610612766,94,96,2022-10-22T00:58:58Z,5740000,-2.0,12.0,1,right,T. Rozier running DUNK (23 PTS) (G. Hayward 7 AST),"[1626179, 202330]",1610612766.0,CHA,running,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,1.25,Made,,,,,23.0,G. Hayward,202330.0,7.0,,,,,,,,,,
592,PT07M21.00S,2022-10-22T00:58:56.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,94,96,2022-10-22T00:58:57Z,5760000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT07M21.00S,2022-10-22T00:58:58.4Z,4,REGULAR,substitution,out,[],1628372,,,1610612740,94,96,2022-10-22T01:01:41Z,5770000,,,0,,SUB out: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT07M21.00S,2022-10-22T00:58:58.4Z,4,REGULAR,substitution,in,[],1626162,,,1610612740,94,96,2022-10-22T01:01:41Z,5780000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT06M59.00S,2022-10-22T01:02:06.6Z,4,REGULAR,3pt,Jump Shot,[],1627742,27.54599211563732,80.88235294117648,1610612740,94,99,2022-10-22T01:03:19Z,5790000,-154.0,206.0,1,left,B. Ingram 25' 3PT  (21 PTS) (N. Marshall 1 AST),"[1627742, 1630230]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,25.78,Made,,,,,21.0,N. Marshall,1630230.0,1.0,,,,,,,,,,
599,PT06M58.00S,2022-10-22T01:02:13.8Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612766,94,99,2022-10-22T01:02:25Z,5810000,,,0,,TEAM delay-of-game VIOLATION,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,201638.0,,,,
600,PT06M44.00S,2022-10-22T01:02:43.2Z,4,REGULAR,3pt,Jump Shot,[],1629667,93.51182654402102,96.56862745098039,1610612766,97,99,2022-10-22T01:02:48Z,5820000,233.0,8.0,1,right,J. McDaniels 3PT  (14 PTS) (T. Rozier 8 AST),"[1629667, 1626179]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,23.3,Made,,,,,14.0,T. Rozier,1626179.0,8.0,,,,,,,,,,
602,PT06M29.00S,2022-10-22T01:03:01.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,8.754927726675426,52.20588235294118,1610612740,97,101,2022-10-22T01:03:05Z,5840000,-11.0,30.0,1,left,H. Jones Layup (2 PTS) (B. Ingram 6 AST),"[1630529, 1627742]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,3.18,Made,,,,,2.0,B. Ingram,1627742.0,6.0,,,,,,,,,,
604,PT06M29.00S,2022-10-22T01:03:05.5Z,4,REGULAR,foul,personal,['1freethrow'],1626179,,,1610612740,97,101,2022-10-22T01:03:15Z,5860000,,,0,,T. Rozier shooting personal FOUL (1 PF) (Jones 1 FT),"[1626179, 1630529]",1610612766.0,CHA,shooting,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627524.0,1.0,0.0,Jones,1630529.0
606,PT06M29.00S,2022-10-22T01:03:16.7Z,4,REGULAR,substitution,out,[],1628984,,,1610612740,97,101,2022-10-22T01:03:20Z,5880000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT06M29.00S,2022-10-22T01:03:16.7Z,4,REGULAR,substitution,in,[],203468,,,1610612740,97,101,2022-10-22T01:03:20Z,5890000,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT06M29.00S,2022-10-22T01:03:33.1Z,4,REGULAR,freethrow,1 of 1,[],1630529,,,1610612740,97,102,2022-10-22T01:03:33Z,5900000,,,0,,H. Jones Free Throw 1 of 1 (3 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
609,PT06M13.00S,2022-10-22T01:03:50.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,92.72339027595268,52.20588235294118,1610612766,97,102,2022-10-22T01:03:54Z,5910000,11.0,16.0,1,right,MISS T. Rozier driving Layup,[1626179],1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,1.93,Missed,,,,,,,,,,,,,,,,,,
610,PT06M11.00S,2022-10-22T01:03:52.5Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,97,102,2022-10-22T01:03:54Z,5920000,,,0,,J. Valanciunas REBOUND (Off:3 Def:11),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,609.0,14.0,11.0,3.0,,,,,,,,,,,,,,
611,PT06M05.00S,2022-10-22T01:03:59.5Z,4,REGULAR,2pt,Jump Shot,[],1627742,14.273981603153747,27.941176470588236,1610612740,97,102,2022-10-22T01:04:08Z,5930000,110.0,82.0,1,left,MISS B. Ingram 13' turnaround fadeaway Shot,[1627742],1610612740.0,NOP,turnaround fadeaway,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,13.73,Missed,,,,,,,,,,,,,,,,,,
612,PT06M03.00S,2022-10-22T01:04:01.5Z,4,REGULAR,rebound,offensive,[],202685,,,1610612740,97,102,2022-10-22T01:04:08Z,5940000,,,0,,J. Valanciunas REBOUND (Off:4 Def:11),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Right,,,611.0,15.0,11.0,4.0,,,,,,,,,,,,,,
613,PT06M03.00S,2022-10-22T01:04:06.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,5.590000152587891,50.0,1610612740,97,104,2022-10-22T01:04:06Z,5950000,0.0,0.0,1,left,J. Valanciunas putback Layup (25 PTS),[202685],1610612740.0,NOP,putback,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,25.0,,,,,,,,,,,,,
614,PT06M03.00S,2022-10-22T01:04:09.2Z,4,REGULAR,foul,personal,['1freethrow'],202330,,,1610612740,97,104,2022-10-22T01:04:18Z,5960000,,,0,,G. Hayward shooting personal FOUL (2 PF) (Valanciunas 1 FT),"[202330, 202685]",1610612766.0,CHA,shooting,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,201638.0,2.0,0.0,Valanciunas,202685.0
616,PT06M03.00S,2022-10-22T01:04:18.1Z,4,REGULAR,substitution,out,[],1626179,,,1610612740,97,104,2022-10-22T01:04:32Z,5980000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT06M03.00S,2022-10-22T01:04:18.1Z,4,REGULAR,substitution,out,[],1630208,,,1610612740,97,104,2022-10-22T01:04:32Z,5990000,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT06M03.00S,2022-10-22T01:04:18.1Z,4,REGULAR,substitution,out,[],1629667,,,1610612740,97,104,2022-10-22T01:04:32Z,6000000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT06M03.00S,2022-10-22T01:04:18.1Z,4,REGULAR,substitution,in,[],1628372,,,1610612740,97,104,2022-10-22T01:04:32Z,6010000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT06M03.00S,2022-10-22T01:04:18.1Z,4,REGULAR,substitution,in,[],1629023,,,1610612740,97,104,2022-10-22T01:04:32Z,6020000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT06M03.00S,2022-10-22T01:04:18.1Z,4,REGULAR,substitution,in,[],203486,,,1610612740,97,104,2022-10-22T01:04:32Z,6030000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT06M03.00S,2022-10-22T01:04:50.9Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],202685,,,1610612740,97,105,2022-10-22T01:04:50Z,6040000,,,0,,J. Valanciunas Free Throw 1 of 1 (26 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Made,,,,,26.0,,,,,,,,,,,,,
623,PT05M52.00S,2022-10-22T01:05:04.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,84.05059132720105,55.14705882352941,1610612766,97,105,2022-10-22T01:05:10Z,6050000,26.0,97.0,1,right,MISS G. Hayward 10' pullup Shot,[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Center,10.07,Missed,,,,,,,,,,,,,,,,,,
624,PT05M48.00S,2022-10-22T01:05:08.8Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,97,105,2022-10-22T01:05:10Z,6060000,,,0,,J. Valanciunas REBOUND (Off:4 Def:12),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Center,,,623.0,16.0,12.0,4.0,,,,,,,,,,,,,,
625,PT05M30.00S,2022-10-22T01:05:26.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,18.610381077529567,64.4607843137255,1610612740,97,107,2022-10-22T01:05:33Z,6070000,-72.0,122.0,1,left,C. McCollum 14' driving floating Jump Shot (21 PTS) (J. Valanciunas 4 AST),"[203468, 202685]",1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Left,14.22,Made,,,,,21.0,J. Valanciunas,202685.0,4.0,,,,,,,,,,
627,PT05M14.00S,2022-10-22T01:05:46.3Z,4,REGULAR,foul,personal,['2freethrow'],202685,,,1610612766,97,107,2022-10-22T01:06:02Z,6090000,,,0,,J. Valanciunas shooting personal FOUL (1 PF) (Oubre Jr. 2 FT),"[202685, 1626162]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,201638.0,1.0,0.0,Oubre Jr.,1626162.0
629,PT05M14.00S,2022-10-22T01:06:11.0Z,4,REGULAR,freethrow,1 of 2,[],1626162,,,1610612766,97,107,2022-10-22T01:06:11Z,6110000,,,0,,MISS K. Oubre Jr. Free Throw 1 of 2,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
630,PT05M14.00S,2022-10-22T01:06:11.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,97,107,2022-10-22T01:06:11Z,6120000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,629.0,,,,,,,,,,,,,,,,,
631,PT05M14.00S,2022-10-22T01:06:26.4Z,4,REGULAR,freethrow,2 of 2,[],1626162,,,1610612766,98,107,2022-10-22T01:06:26Z,6130000,,,0,,K. Oubre Jr. Free Throw 2 of 2 (12 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
632,PT05M03.00S,2022-10-22T01:06:40.9Z,4,REGULAR,turnover,out-of-bounds,[],1627742,,,1610612740,98,107,2022-10-22T01:06:48Z,6140000,,,0,,B. Ingram bad pass out-of-bounds TURNOVER (5 TO),[1627742],1610612740.0,NOP,bad pass,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,5.0,,,1830.0,,,,
633,PT04M55.00S,2022-10-22T01:06:53.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629023,72.35545335085413,77.69607843137256,1610612766,98,107,2022-10-22T01:06:58Z,6150000,138.0,207.0,1,right,MISS P. Washington 24' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,24.94,Missed,,,,,,,,,,,,,,,,,,
634,PT04M50.00S,2022-10-22T01:06:58.9Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,98,107,2022-10-22T01:06:58Z,6160000,,,0,,J. Valanciunas REBOUND (Off:4 Def:13),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Right Center,,,633.0,17.0,13.0,4.0,,,,,,,,,,,,,,
635,PT04M38.00S,2022-10-22T01:07:13.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203486,,,1610612740,98,107,2022-10-22T01:07:29Z,6170000,,,0,,M. Plumlee shooting personal FOUL (3 PF) (Valanciunas 2 FT),"[203486, 202685]",1610612766.0,CHA,shooting,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1627524.0,3.0,0.0,Valanciunas,202685.0
637,PT04M38.00S,2022-10-22T01:07:44.5Z,4,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,98,108,2022-10-22T01:09:42Z,6190000,,,0,,J. Valanciunas Free Throw 1 of 2 (27 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Made,,,,,27.0,,,,,,,,,,,,,
638,PT04M38.00S,2022-10-22T01:07:46.5Z,4,REGULAR,substitution,out,[],1628372,,,1610612740,98,108,2022-10-22T01:07:50Z,6200000,,,0,,SUB out: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT04M38.00S,2022-10-22T01:07:46.5Z,4,REGULAR,substitution,in,[],1626179,,,1610612740,98,108,2022-10-22T01:07:50Z,6210000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT04M38.00S,2022-10-22T01:07:44.5Z,4,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,98,109,2022-10-22T01:09:42Z,6220000,,,0,,J. Valanciunas Free Throw 2 of 2 (28 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Made,,,,,28.0,,,,,,,,,,,,,
641,PT04M23.00S,2022-10-22T01:08:23.7Z,4,REGULAR,3pt,Jump Shot,[],1626162,89.04402102496715,96.07843137254902,1610612766,101,109,2022-10-22T01:08:28Z,6230000,230.0,50.0,1,right,K. Oubre Jr. 3PT  (15 PTS) (T. Rozier 9 AST),"[1626162, 1626179]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,23.59,Made,,,,,15.0,T. Rozier,1626179.0,9.0,,,,,,,,,,
643,PT04M12.00S,2022-10-22T01:08:38.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203486,,,1610612740,101,109,2022-10-22T01:08:52Z,6250000,,,0,,M. Plumlee personal FOUL (4 PF) (Valanciunas 2 FT),"[203486, 202685]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,201638.0,4.0,0.0,Valanciunas,202685.0
645,PT04M12.00S,2022-10-22T01:09:05.1Z,4,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,101,110,2022-10-22T01:09:05Z,6270000,,,0,,J. Valanciunas Free Throw 1 of 2 (29 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Made,,,,,29.0,,,,,,,,,,,,,
646,PT04M12.00S,2022-10-22T01:09:25.5Z,4,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,101,111,2022-10-22T01:09:25Z,6280000,,,0,,J. Valanciunas Free Throw 2 of 2 (30 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Made,,,,,30.0,,,,,,,,,,,,,
647,PT03M53.00S,2022-10-22T01:09:47.6Z,4,REGULAR,foul,personal,[],1630529,,,1610612766,101,111,2022-10-22T01:10:07Z,6290000,,,0,,H. Jones personal FOUL (4 PF),"[1630529, 203486]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1830.0,4.0,1.0,Plumlee,203486.0
649,PT03M45.00S,2022-10-22T01:10:23.2Z,4,REGULAR,turnover,bad pass,[],1626179,,,1610612766,101,111,2022-10-22T01:10:28Z,6310000,,,0,,T. Rozier bad pass TURNOVER (2 TO),"[1626179, 1627742]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,2.0,Ingram,1627742.0,,,,,
650,PT03M45.00S,2022-10-22T01:10:23.2Z,4,REGULAR,steal,,[],1627742,,,1610612740,101,111,2022-10-22T01:10:25Z,6320000,,,0,,B. Ingram STEAL (2 STL),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
651,PT03M43.00S,2022-10-22T01:10:26.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627742,6.258212877792378,49.26470588235294,1610612740,101,113,2022-10-22T01:10:33Z,6330000,4.0,6.0,1,left,B. Ingram running finger roll Layup (23 PTS),[1627742],1610612740.0,NOP,running finger roll,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,0.73,Made,,,,,23.0,,,,,,,,,,,,,
652,PT03M29.00S,2022-10-22T01:10:39.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,93.24901445466492,51.225490196078425,1610612766,103,113,2022-10-22T01:10:44Z,6340000,6.0,11.0,1,right,P. Washington driving Layup (8 PTS) (T. Rozier 10 AST),"[1629023, 1626179]",1610612766.0,CHA,driving,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,1.26,Made,,,,,8.0,T. Rozier,1626179.0,10.0,,,,,,,,,,
654,PT03M10.00S,2022-10-22T01:10:58.8Z,4,REGULAR,2pt,Jump Shot,[],203468,20.05584756898817,22.794117647058822,1610612740,103,113,2022-10-22T01:11:04Z,6360000,136.0,136.0,1,left,MISS C. McCollum 19' Jump Shot,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Right Center,19.23,Missed,,,,,,,,,,,,,,,,,,
655,PT03M08.00S,2022-10-22T01:11:01.0Z,4,REGULAR,rebound,defensive,[],1626162,,,1610612766,103,113,2022-10-22T01:11:01Z,6370000,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:3),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Right Center,,,654.0,4.0,3.0,1.0,,,,,,,,,,,,,,
656,PT03M02.00S,2022-10-22T01:11:07.0Z,4,REGULAR,2pt,Jump Shot,[],203486,82.34231274638634,73.77450980392157,1610612766,105,113,2022-10-22T01:11:12Z,6380000,119.0,113.0,1,right,M. Plumlee 16' Jump Shot (8 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Mid-Range,16-24 Right Center,16.44,Made,,,,,8.0,,,,,,,,,,,,,
657,PT02M55.00S,2022-10-22T01:11:17.6Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203486,,,1610612740,105,113,2022-10-22T01:14:55Z,6390000,,,0,,M. Plumlee transition take personal FOUL (5 PF) (Marshall 1 FT),"[203486, 1630230]",1610612766.0,CHA,transition take,,,Plumlee,M. Plumlee,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,201638.0,5.0,0.0,Marshall,1630230.0
659,PT02M55.00S,2022-10-22T01:12:28.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,105,113,2022-10-22T01:12:28Z,6410000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT02M55.00S,2022-10-22T01:13:10.9Z,4,REGULAR,substitution,out,[],203486,,,1610612740,105,113,2022-10-22T01:14:53Z,6420000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT02M55.00S,2022-10-22T01:13:10.9Z,4,REGULAR,substitution,out,[],1630230,,,1610612740,105,113,2022-10-22T01:14:53Z,6430000,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT02M55.00S,2022-10-22T01:13:10.9Z,4,REGULAR,substitution,in,[],1629667,,,1610612740,105,113,2022-10-22T01:14:53Z,6440000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT02M55.00S,2022-10-22T01:13:10.9Z,4,REGULAR,substitution,in,[],1629627,,,1610612740,105,113,2022-10-22T01:14:53Z,6450000,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT02M55.00S,2022-10-22T01:15:00.9Z,4,REGULAR,freethrow,1 of 1,[],1627742,,,1610612740,105,114,2022-10-22T01:15:00Z,6460000,,,0,,B. Ingram transition take Free Throw 1 of 1 (24 PTS),[1627742],1610612740.0,NOP,transition take,,,Ingram,B. Ingram,,,,,,,,Made,,,,,24.0,,,,,,,,,,,,,
665,PT02M49.00S,2022-10-22T01:15:18.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,18.873193166885677,43.38235294117647,1610612740,105,114,2022-10-22T01:16:16Z,6470000,33.0,125.0,1,left,MISS B. Ingram 12' fadeaway Shot,[1627742],1610612740.0,NOP,fadeaway,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,12.92,Missed,,,,,,,,,,,,,,,,,,
666,PT02M44.00S,2022-10-22T01:15:23.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612766,105,114,2022-10-22T01:15:27Z,6480000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,665.0,,,,,,,,,,,,,,,,,
668,PT02M36.00S,2022-10-22T01:15:41.1Z,4,REGULAR,3pt,Jump Shot,[],1629023,67.09921156373193,39.46078431372549,1610612766,105,114,2022-10-22T01:15:45Z,6500000,-53.0,257.0,1,right,MISS P. Washington 26' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,26.22,Missed,,,,,,,,,,,,,,,,,,
669,PT02M32.00S,2022-10-22T01:15:45.1Z,4,REGULAR,rebound,defensive,[],1627742,,,1610612740,105,114,2022-10-22T01:15:45Z,6510000,,,0,,B. Ingram REBOUND (Off:0 Def:7),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,668.0,7.0,7.0,0.0,,,,,,,,,,,,,,
670,PT02M25.00S,2022-10-22T01:15:57.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629667,,,1610612740,105,114,2022-10-22T01:16:11Z,6520000,,,0,,J. McDaniels shooting personal FOUL (3 PF) (Ingram 2 FT),"[1629667, 1627742]",1610612766.0,CHA,shooting,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1830.0,3.0,0.0,Ingram,1627742.0
672,PT02M25.00S,2022-10-22T01:16:22.9Z,4,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,105,115,2022-10-22T01:17:24Z,6540000,,,0,,B. Ingram Free Throw 1 of 2 (25 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,,,,,25.0,,,,,,,,,,,,,
673,PT02M25.00S,2022-10-22T01:16:26.4Z,4,REGULAR,substitution,out,[],202685,,,1610612740,105,115,2022-10-22T01:16:30Z,6550000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT02M25.00S,2022-10-22T01:16:26.4Z,4,REGULAR,substitution,in,[],1630230,,,1610612740,105,115,2022-10-22T01:16:30Z,6560000,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT02M25.00S,2022-10-22T01:16:22.9Z,4,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,105,116,2022-10-22T01:17:24Z,6570000,,,0,,B. Ingram Free Throw 2 of 2 (26 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,,,,,26.0,,,,,,,,,,,,,
676,PT02M17.00S,2022-10-22T01:16:56.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630230,,,1610612766,105,116,2022-10-22T01:17:19Z,6580000,,,0,,N. Marshall shooting personal FOUL (1 PF) (Hayward 2 FT),"[1630230, 202330]",1610612740.0,NOP,shooting,,,Marshall,N. Marshall,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1830.0,1.0,0.0,Hayward,202330.0
678,PT02M17.00S,2022-10-22T01:17:20.2Z,4,REGULAR,freethrow,1 of 2,[],202330,,,1610612766,105,116,2022-10-22T01:17:20Z,6600000,,,0,,MISS G. Hayward Free Throw 1 of 2,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
679,PT02M17.00S,2022-10-22T01:17:20.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,105,116,2022-10-22T01:17:20Z,6610000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,678.0,,,,,,,,,,,,,,,,,
