actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
174,PT00M00.00S,2022-12-17T00:38:42.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,24,38,2022-12-17T00:38:57Z,1720000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,Right Corner 3,24+ Right,,,173.0,,,,,,,,,,,,,,,,
175,PT00M00.00S,2022-12-17T00:38:50.0Z,1,REGULAR,period,end,[],0,,,1610612766,24,38,2022-12-17T00:38:50Z,1730000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-12-17T00:38:56.5Z,2,REGULAR,substitution,out,['startperiod'],1630177,,,1610612766,24,38,2022-12-17T00:41:20Z,1740000,False,,,0,,SUB out: T. Maledon,[1630177],1610612766.0,CHA,,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-12-17T00:38:56.5Z,2,REGULAR,substitution,out,['startperiod'],1629027,,,1610612766,24,38,2022-12-17T00:41:20Z,1750000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2022-12-17T00:38:56.5Z,2,REGULAR,substitution,out,['startperiod'],1629631,,,1610612766,24,38,2022-12-17T00:41:20Z,1760000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2022-12-17T00:38:56.5Z,2,REGULAR,substitution,in,['startperiod'],1630163,,,1610612766,24,38,2022-12-17T00:41:20Z,1770000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2022-12-17T00:38:56.5Z,2,REGULAR,substitution,in,['startperiod'],1626163,,,1610612766,24,38,2022-12-17T00:41:20Z,1780000,False,,,0,,SUB in: F. Kaminsky,[1626163],1610612737.0,ATL,,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2022-12-17T00:38:56.5Z,2,REGULAR,substitution,in,['startperiod'],203992,,,1610612766,24,38,2022-12-17T00:41:20Z,1790000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2022-12-17T00:41:24.0Z,2,REGULAR,period,start,[],0,,,1610612737,24,38,2022-12-17T00:41:24Z,1800000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT11M47.00S,2022-12-17T00:41:36.4Z,2,REGULAR,turnover,bad pass,[],203992,,,1610612737,24,38,2022-12-17T00:41:43Z,1810000,False,,,0,,B. Bogdanovic bad pass TURNOVER (3 TO),"[203992, 1630163]",1610612737.0,ATL,,,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,3.0,Ball,1630163.0,,
185,PT11M47.00S,2022-12-17T00:41:36.4Z,2,REGULAR,steal,,[],1630163,,,1610612766,24,38,2022-12-17T00:41:40Z,1820000,False,,,0,,L. Ball STEAL (1 STL),[1630163],1610612766.0,CHA,,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
186,PT11M41.00S,2022-12-17T00:41:42.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626162,93.11760840998686,51.225490196078425,1610612766,24,38,2022-12-17T00:46:13Z,1830000,False,6.0,12.0,1,right,MISS K. Oubre Jr. driving Layup,[1626162],1610612766.0,CHA,,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,1.36,Missed,,,,,,,,,,,,,,,,,
187,PT11M39.00S,2022-12-17T00:41:44.0Z,2,REGULAR,rebound,defensive,[],1631100,,,1610612737,24,38,2022-12-17T00:42:13Z,1840000,False,,,0,,A. Griffin REBOUND (Off:0 Def:1),[1631100],1610612737.0,ATL,,,,,Griffin,A. Griffin,,,,,Restricted Area,0-8 Center,,,186.0,1.0,1.0,0.0,,,,,,,,,,,,,
189,PT11M24.00S,2022-12-17T00:42:11.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,5.863994743758213,45.588235294117645,1610612737,24,40,2022-12-17T00:42:21Z,1860000,False,22.0,3.0,1,left,J. Johnson driving reverse Layup (2 PTS),[1630552],1610612737.0,ATL,,driving reverse,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,2.23,Made,,,,,2.0,,,,,,,,,,,,
190,PT11M08.00S,2022-12-17T00:42:29.2Z,2,REGULAR,foul,personal,[],1626163,,,1610612766,24,40,2022-12-17T00:42:58Z,1870000,False,,,0,,F. Kaminsky personal FOUL (2 PF),"[1626163, 1626162]",1610612737.0,ATL,201245.0,,,,Kaminsky,F. Kaminsky,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2.0,0.0,Oubre Jr.,1626162.0,,,,,,,,
192,PT11M06.00S,2022-12-17T00:43:11.9Z,2,REGULAR,foul,personal,[],1628988,,,1610612766,24,40,2022-12-17T00:43:34Z,1890000,False,,,0,,A. Holiday personal FOUL (1 PF),"[1628988, 1630163]",1610612737.0,ATL,201245.0,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,,,,1.0,0.0,Ball,1630163.0,,,,,,,,
194,PT10M52.00S,2022-12-17T00:43:32.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,85.89027595269383,45.588235294117645,1610612766,24,40,2022-12-17T00:43:40Z,1910000,False,-22.0,80.0,1,right,MISS L. Ball 8' driving floating Shot,[1630163],1610612766.0,CHA,,driving floating,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,8.31,Missed,,,,,,,,,,,,,,,,,
195,PT10M50.00S,2022-12-17T00:43:34.6Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,24,40,2022-12-17T00:43:40Z,1920000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,194.0,1.0,1.0,0.0,,,,,,,,,,,,,
196,PT10M40.00S,2022-12-17T00:43:45.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630552,14.4053876478318,44.11764705882353,1610612737,24,40,2022-12-17T00:43:54Z,1930000,False,29.0,83.0,1,left,MISS J. Johnson 8' driving Hook - blocked,"[1630552, 202330]",1610612737.0,ATL,,driving,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,8.8,Missed,,,,,,,,,,,,,,,,Hayward,202330.0
197,PT10M40.00S,2022-12-17T00:43:45.0Z,2,REGULAR,block,,[],202330,,,1610612737,24,40,2022-12-17T00:43:48Z,1940000,False,,,0,,G. Hayward BLOCK (1 BLK),[202330],1610612766.0,CHA,,,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
198,PT10M36.00S,2022-12-17T00:43:49.0Z,2,REGULAR,rebound,defensive,[],1630539,,,1610612766,24,40,2022-12-17T00:49:27Z,1950000,False,,,0,,K. Jones REBOUND (Off:0 Def:2),[1630539],1610612766.0,CHA,,,,,Jones,K. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,196.0,2.0,2.0,0.0,,,,,,,,,,,,,
199,PT10M28.00S,2022-12-17T00:43:59.3Z,2,REGULAR,turnover,traveling,[],1630163,,,1610612766,24,40,2022-12-17T00:44:11Z,1960000,False,,,0,,L. Ball traveling TURNOVER (1 TO),[1630163],1610612766.0,CHA,204059.0,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,1.0,,,,
200,PT10M18.00S,2022-12-17T00:44:23.9Z,2,REGULAR,foul,personal,[],1630163,,,1610612737,24,40,2022-12-17T00:44:38Z,1970000,False,,,0,,L. Ball personal FOUL (1 PF),"[1630163, 1631100]",1610612766.0,CHA,2005.0,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,,,,,,,,1.0,0.0,Griffin,1631100.0,,,,,,,,
202,PT10M14.00S,2022-12-17T00:44:43.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626163,27.020367936925098,81.12745098039215,1610612737,24,43,2022-12-17T00:49:09Z,1990000,False,-156.0,201.0,1,left,F. Kaminsky 25' 3PT  (8 PTS) (A. Holiday 1 AST),"[1626163, 1628988]",1610612737.0,ATL,,,,,Kaminsky,F. Kaminsky,,,,,Above the Break 3,24+ Left Center,25.46,Made,,,,,8.0,,,,,A. Holiday,1628988.0,1.0,,,,,
204,PT09M56.00S,2022-12-17T00:44:55.1Z,2,REGULAR,3pt,Jump Shot,[],1630163,77.34888304862024,8.57843137254902,1610612766,27,43,2022-12-17T00:45:01Z,2010000,False,-207.0,160.0,1,right,L. Ball 26' 3PT step back (8 PTS) (G. Hayward 3 AST),"[1630163, 202330]",1610612766.0,CHA,,step back,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,26.2,Made,,,,,8.0,,,,,G. Hayward,202330.0,3.0,,,,,
206,PT09M49.00S,2022-12-17T00:45:07.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628988,5.995400788436268,48.28431372549019,1610612737,27,45,2022-12-17T00:45:23Z,2030000,False,9.0,4.0,1,left,A. Holiday driving Layup (2 PTS),[1628988],1610612737.0,ATL,,driving,,,Holiday,A. Holiday,,,,,Restricted Area,0-8 Center,0.94,Made,,,,,2.0,,,,,,,,,,,,
207,PT09M49.00S,2022-12-17T00:45:11.1Z,2,REGULAR,foul,personal,['1freethrow'],1626162,,,1610612737,27,45,2022-12-17T00:45:17Z,2040000,False,,,0,,K. Oubre Jr. shooting personal FOUL (1 PF) (Holiday 1 FT),"[1626162, 1628988]",1610612766.0,CHA,204059.0,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,0.0,Holiday,1628988.0,,,,,,,,
209,PT09M49.00S,2022-12-17T00:45:26.2Z,2,REGULAR,freethrow,1 of 1,[],1628988,,,1610612737,27,45,2022-12-17T00:45:29Z,2060000,False,,,0,,MISS A. Holiday Free Throw 1 of 1,[1628988],1610612737.0,ATL,,,,,Holiday,A. Holiday,,,,,,,,Missed,,,,,,,,,,,,,,,,,
210,PT09M45.00S,2022-12-17T00:45:30.2Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,27,45,2022-12-17T00:45:29Z,2070000,False,,,0,,N. Richards REBOUND (Off:2 Def:2),[1630208],1610612766.0,CHA,,,,,Richards,N. Richards,,,,,,,,,209.0,4.0,2.0,2.0,,,,,,,,,,,,,
211,PT09M33.00S,2022-12-17T00:45:40.5Z,2,REGULAR,3pt,Jump Shot,[],1630163,69.07030223390277,20.098039215686274,1610612766,27,45,2022-12-17T00:45:46Z,2080000,False,-150.0,238.0,1,right,MISS L. Ball 28' 3PT,[1630163],1610612766.0,CHA,,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,28.12,Missed,,,,,,,,,,,,,,,,,
212,PT09M29.00S,2022-12-17T00:45:43.5Z,2,REGULAR,rebound,offensive,[],1630208,,,1610612766,27,45,2022-12-17T00:45:43Z,2090000,False,,,0,,N. Richards REBOUND (Off:3 Def:2),[1630208],1610612766.0,CHA,,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Left Center,,,211.0,5.0,2.0,3.0,,,,,,,,,,,,,
213,PT09M28.00S,2022-12-17T00:45:44.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630208,91.93495400788436,50.73529411764706,1610612766,29,45,2022-12-17T00:46:00Z,2100000,False,4.0,23.0,1,right,N. Richards putback Layup (7 PTS),[1630208],1610612766.0,CHA,,putback,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,2.36,Made,,,,,7.0,,,,,,,,,,,,
214,PT09M19.00S,2022-12-17T00:45:53.3Z,2,REGULAR,3pt,Jump Shot,[],1631100,30.17411300919842,18.137254901960784,1610612737,29,45,2022-12-17T00:46:04Z,2110000,False,159.0,231.0,1,left,MISS A. Griffin 28' 3PT,[1631100],1610612737.0,ATL,,,,,Griffin,A. Griffin,,,,,Above the Break 3,24+ Right Center,28.07,Missed,,,,,,,,,,,,,,,,,
215,PT09M19.00S,2022-12-17T00:45:53.3Z,2,REGULAR,rebound,defensive,[],1630539,,,1610612766,29,45,2022-12-17T00:46:04Z,2120000,False,,,0,,K. Jones REBOUND (Off:0 Def:3),[1630539],1610612766.0,CHA,,,,,Jones,K. Jones,,,,,Above the Break 3,24+ Right Center,,,214.0,3.0,3.0,0.0,,,,,,,,,,,,,
216,PT09M09.00S,2022-12-17T00:46:05.4Z,2,REGULAR,foul,personal,[],1628988,,,1610612766,29,45,2022-12-17T00:46:15Z,2130000,False,,,0,,A. Holiday personal FOUL (2 PF),"[1628988, 1630163]",1610612737.0,ATL,201245.0,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,,,,2.0,0.0,Ball,1630163.0,,,,,,,,
218,PT09M02.00S,2022-12-17T00:46:29.1Z,2,REGULAR,2pt,Jump Shot,[],1626162,93.11760840998686,24.264705882352942,1610612766,29,45,2022-12-17T00:50:54Z,2150000,False,-129.0,12.0,1,right,MISS K. Oubre Jr. 12' pullup Shot,[1626162],1610612766.0,CHA,,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Left,12.93,Missed,,,,,,,,,,,,,,,,,
219,PT08M58.00S,2022-12-17T00:46:33.1Z,2,REGULAR,rebound,defensive,[],203992,,,1610612737,29,45,2022-12-17T00:46:35Z,2160000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:5),[203992],1610612737.0,ATL,,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Left,,,218.0,5.0,5.0,0.0,,,,,,,,,,,,,
220,PT08M51.00S,2022-12-17T00:46:42.4Z,2,REGULAR,foul,personal,['2freethrow'],202330,,,1610612737,29,45,2022-12-17T00:46:51Z,2170000,False,,,0,,G. Hayward shooting personal FOUL (2 PF) (Holiday 2 FT),"[202330, 1628988]",1610612766.0,CHA,201245.0,shooting,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2.0,0.0,Holiday,1628988.0,,,,,,,,
222,PT08M51.00S,2022-12-17T00:47:01.1Z,2,REGULAR,freethrow,1 of 2,[],1628988,,,1610612737,29,46,2022-12-17T00:47:01Z,2190000,False,,,0,,A. Holiday Free Throw 1 of 2 (3 PTS),[1628988],1610612737.0,ATL,,,,,Holiday,A. Holiday,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,
223,PT08M51.00S,2022-12-17T00:47:12.9Z,2,REGULAR,freethrow,2 of 2,[],1628988,,,1610612737,29,47,2022-12-17T00:47:13Z,2200000,False,,,0,,A. Holiday Free Throw 2 of 2 (4 PTS),[1628988],1610612737.0,ATL,,,,,Holiday,A. Holiday,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,
224,PT08M47.00S,2022-12-17T00:47:20.9Z,2,REGULAR,foul,personal,[],1628988,,,1610612766,29,47,2022-12-17T00:47:29Z,2210000,False,,,0,,A. Holiday personal FOUL (3 PF),"[1628988, 1630163]",1610612737.0,ATL,204059.0,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Center,,,,,,,,3.0,0.0,Ball,1630163.0,,,,,,,,
226,PT08M47.00S,2022-12-17T00:47:32.8Z,2,REGULAR,substitution,out,[],202330,,,1610612766,29,47,2022-12-17T00:47:44Z,2230000,False,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M47.00S,2022-12-17T00:47:32.8Z,2,REGULAR,substitution,in,[],1626179,,,1610612766,29,47,2022-12-17T00:47:44Z,2240000,False,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M26.00S,2022-12-17T00:48:06.9Z,2,REGULAR,turnover,lost ball,[],1626162,,,1610612766,29,47,2022-12-17T00:48:12Z,2250000,False,,,0,,K. Oubre Jr. lost ball TURNOVER (1 TO),"[1626162, 203992]",1610612766.0,CHA,,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,Bogdanovic,203992.0,,
229,PT08M26.00S,2022-12-17T00:48:06.9Z,2,REGULAR,steal,,[],203992,,,1610612737,29,47,2022-12-17T00:54:18Z,2260000,False,,,0,,B. Bogdanovic STEAL (1 STL),[203992],1610612737.0,ATL,,,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
230,PT08M19.00S,2022-12-17T00:48:12.7Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203992,29.6484888304862,73.77450980392157,1610612737,29,50,2022-12-17T00:54:22Z,2270000,False,-119.0,226.0,1,left,B. Bogdanovic 25' 3PT step back (11 PTS),[203992],1610612737.0,ATL,,step back,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,25.55,Made,,,,,11.0,,,,,,,,,,,,
231,PT08M14.00S,2022-12-17T00:48:23.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,29,50,2022-12-17T00:48:23Z,2280000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M02.00S,2022-12-17T00:51:29.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630208,92.72339027595268,55.14705882352941,1610612766,29,50,2022-12-17T00:51:36Z,2290000,False,26.0,16.0,1,right,MISS N. Richards turnaround Hook - blocked,"[1630208, 1630552]",1610612766.0,CHA,,turnaround,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,3.02,Missed,,,,,,,,,,,,,,,,Johnson,1630552.0
233,PT08M02.00S,2022-12-17T00:51:29.8Z,2,REGULAR,block,,[],1630552,,,1610612766,29,50,2022-12-17T00:51:32Z,2300000,False,,,0,,J. Johnson BLOCK (1 BLK),[1630552],1610612737.0,ATL,,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
234,PT07M58.00S,2022-12-17T00:51:33.8Z,2,REGULAR,rebound,defensive,[],203992,,,1610612737,29,50,2022-12-17T00:51:36Z,2310000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:6),[203992],1610612737.0,ATL,,,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,232.0,6.0,6.0,0.0,,,,,,,,,,,,,
235,PT07M49.00S,2022-12-17T00:51:43.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,7.835085413929041,56.372549019607845,1610612737,29,50,2022-12-17T00:51:48Z,2320000,False,-32.0,21.0,1,left,MISS J. Johnson driving Layup - blocked,"[1630552, 1630208]",1610612737.0,ATL,,driving,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,3.82,Missed,,,,,,,,,,,,,,,,Richards,1630208.0
236,PT07M49.00S,2022-12-17T00:51:43.0Z,2,REGULAR,block,,[],1630208,,,1610612737,29,50,2022-12-17T00:51:45Z,2330000,False,,,0,,N. Richards BLOCK (1 BLK),[1630208],1610612766.0,CHA,,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
237,PT07M46.00S,2022-12-17T00:51:46.0Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,29,50,2022-12-17T00:51:48Z,2340000,False,,,0,,L. Ball REBOUND (Off:0 Def:2),[1630163],1610612766.0,CHA,,,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,235.0,2.0,2.0,0.0,,,,,,,,,,,,,
238,PT07M43.00S,2022-12-17T00:51:49.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630539,92.9862023653088,54.65686274509803,1610612766,29,50,2022-12-17T00:55:36Z,2350000,False,23.0,13.0,1,right,MISS K. Jones running Layup,[1630539],1610612766.0,CHA,,running,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,2.69,Missed,,,,,,,,,,,,,,,,,
239,PT07M31.00S,2022-12-17T00:52:00.0Z,2,REGULAR,rebound,offensive,[],1630208,,,1610612766,29,50,2022-12-17T00:52:00Z,2360000,False,,,0,,N. Richards REBOUND (Off:4 Def:2),[1630208],1610612766.0,CHA,,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,238.0,6.0,2.0,4.0,,,,,,,,,,,,,
240,PT07M31.00S,2022-12-17T00:52:00.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630208,94.40999984741211,50.0,1610612766,29,50,2022-12-17T00:56:02Z,2370000,False,0.0,0.0,1,right,MISS N. Richards tip Layup,[1630208],1610612766.0,CHA,,tip,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,
241,PT07M31.00S,2022-12-17T00:52:00.0Z,2,REGULAR,rebound,offensive,[],1626162,,,1610612766,29,50,2022-12-17T00:52:07Z,2380000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:1),[1626162],1610612766.0,CHA,,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,240.0,2.0,1.0,1.0,,,,,,,,,,,,,
242,PT07M29.00S,2022-12-17T00:52:02.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626162,94.40999984741211,50.0,1610612766,31,50,2022-12-17T00:52:02Z,2390000,False,0.0,0.0,1,right,K. Oubre Jr. putback Layup (5 PTS),[1626162],1610612766.0,CHA,,putback,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,5.0,,,,,,,,,,,,
243,PT07M25.00S,2022-12-17T00:52:06.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628988,6.258212877792378,48.77450980392157,1610612737,31,50,2022-12-17T00:56:44Z,2400000,False,6.0,6.0,1,left,MISS A. Holiday cutting Layup,[1628988],1610612737.0,ATL,,cutting,,,Holiday,A. Holiday,,,,,Restricted Area,0-8 Center,0.88,Missed,,,,,,,,,,,,,,,,,
244,PT07M23.00S,2022-12-17T00:52:08.9Z,2,REGULAR,rebound,defensive,[],1630539,,,1610612766,31,50,2022-12-17T00:52:17Z,2410000,False,,,0,,K. Jones REBOUND (Off:0 Def:4),[1630539],1610612766.0,CHA,,,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,,,243.0,4.0,4.0,0.0,,,,,,,,,,,,,
245,PT07M20.00S,2022-12-17T00:52:12.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626162,82.86793692509855,96.81372549019608,1610612766,31,50,2022-12-17T00:57:11Z,2420000,False,234.0,109.0,1,right,MISS K. Oubre Jr. 25' running pullup 3PT,[1626162],1610612766.0,CHA,,running pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,25.8,Missed,,,,,,,,,,,,,,,,,
246,PT07M16.00S,2022-12-17T00:52:16.1Z,2,REGULAR,rebound,defensive,[],1628988,,,1610612737,31,50,2022-12-17T00:52:22Z,2430000,False,,,0,,A. Holiday REBOUND (Off:0 Def:1),[1628988],1610612737.0,ATL,,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Right Center,,,245.0,1.0,1.0,0.0,,,,,,,,,,,,,
247,PT07M13.00S,2022-12-17T00:52:18.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631100,20.844283837056505,6.61764705882353,1610612737,31,53,2022-12-17T00:57:36Z,2440000,False,217.0,143.0,1,left,A. Griffin 26' 3PT running (8 PTS) (A. Holiday 2 AST),"[1631100, 1628988]",1610612737.0,ATL,,running,,,Griffin,A. Griffin,,,,,Above the Break 3,24+ Right Center,26.0,Made,,,,,8.0,,,,,A. Holiday,1628988.0,2.0,,,,,
249,PT06M57.00S,2022-12-17T00:52:34.5Z,2,REGULAR,3pt,Jump Shot,[],1626179,90.75229960578186,4.166666666666666,1610612766,34,53,2022-12-17T00:52:40Z,2460000,False,-229.0,34.0,1,right,T. Rozier 3PT  (5 PTS) (K. Oubre Jr. 1 AST),"[1626179, 1626162]",1610612766.0,CHA,,,,,Rozier,T. Rozier,,,,,Left Corner 3,24+ Left,23.18,Made,,,,,5.0,,,,,K. Oubre Jr.,1626162.0,1.0,,,,,
251,PT06M36.00S,2022-12-17T00:52:55.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203992,6.915243101182654,57.84313725490197,1610612737,34,55,2022-12-17T00:58:22Z,2480000,False,-39.0,13.0,1,left,B. Bogdanovic driving Layup (13 PTS) (F. Kaminsky 1 AST),"[203992, 1626163]",1610612737.0,ATL,,driving,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,4.11,Made,,,,,13.0,,,,,F. Kaminsky,1626163.0,1.0,,,,,
253,PT06M23.00S,2022-12-17T00:53:08.2Z,2,REGULAR,3pt,Jump Shot,[],1630163,80.23981603153744,92.8921568627451,1610612766,37,55,2022-12-17T00:58:42Z,2500000,False,214.0,133.0,1,right,L. Ball 25' 3PT pullup (11 PTS),[1630163],1610612766.0,CHA,,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,25.25,Made,,,,,11.0,,,,,,,,,,,,
254,PT06M17.00S,2022-12-17T00:53:18.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,37,55,2022-12-17T00:53:18Z,2510000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M17.00S,2022-12-17T00:53:19.7Z,2,REGULAR,substitution,out,[],1630208,,,1610612737,37,55,2022-12-17T00:56:10Z,2520000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M17.00S,2022-12-17T00:53:19.7Z,2,REGULAR,substitution,out,[],1630539,,,1610612737,37,55,2022-12-17T00:56:10Z,2530000,False,,,0,,SUB out: K. Jones,[1630539],1610612766.0,CHA,,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M17.00S,2022-12-17T00:53:19.7Z,2,REGULAR,substitution,out,[],1626163,,,1610612737,37,55,2022-12-17T00:56:10Z,2540000,False,,,0,,SUB out: F. Kaminsky,[1626163],1610612737.0,ATL,,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,
